"rownum","Id","[rid]_8","[i32]_24","[i32]_40","[i32]_56","Variants","[rid]_88","[i32]_104","[rid]_120","rid_136","[i32]_152","[rid]_168","[i32]_184","[string]_200","i32_216","[rid]_220","[rid]_236"
13,"shock",[],[],[],[],"[""Default"",""Purple"",""Divine"",""Red"",""Empyrean"",""Green"",""Stygian"",""Celestial"",""CelestialTempest"",""Void"",""Divine"",""VoidAlternate"",""VoidEmperor"",""AutomatonLightningTendrils"",""VoidForge"",""StarForge""]",[128],"[18079,19343,29263,16806,17735,15240,39541,27572,247,9203,29263,22003,48015,27259,17279,65211]",[],15736,[],[],[],[],1000,[],[]
14,"sap",[],[],[],[],"[""Default"",""Void""]",[155],"[18079,9203]",[],16317,[],[],[],[],1000,[],[]
15,"chill",[],[],[],[],"[""Default"",""Myrmidon"",""HyrrisIre"",""VoidEmperor"",""Crystalline""]",[157],"[18079,27566,54248,48015,45820]",[],15857,[],[],[],[],1000,[],[]
16,"freeze",[],[],[],[],"[""Default"",""Myrmidon"",""VoidEmperor"",""Crystalline""]",[163],"[18079,27566,48015,45820]",[],15858,[],[],[],[],1000,[],[]
17,"brittle",[],[],[],[],"[""Default"",""Crystalline""]",[170],"[18079,45820]",[],16316,[],[],[],[],1000,[],[]
18,"poison",[],[],[],[],"[""Default"",""Demonic"",""BlackTar"",""Illusionist"",""Oblivion""]",[172],"[18079,61278,21233,54759,116,26742]",[],15859,[],[],[],"[""MeleeSpider""]",100,[],[]
19,"bleed",[],[],[],[],"[""Default"",""Purple"",""Stygian"",""Voodoo""]",[183],"[18079,19343,39541,37825]",[],15860,[],[],[],[],1000,[],[]
20,"exposure",[],[],[],[],"[""Default"",""Stygian"",""Celestial""]","[189,188,190]","[18079,39541,27572]",[],13539,[],[],[],[],1000,[],[]
21,"soulfeast","[69,70]",[],[],[],"[""Default""]",[],[18079],"[50,52]",339,[],[491],[],[],1000,[],[]
22,"mana_void","[73,74,75,76,77,78,79,80,81,82,83]",[],[],[],"[""Default""]",[],[18079],[],339,[],[492],[],[],1000,[],[]
23,"storm_rain","[84,85,86]",[3],[],[0],"[""Default""]",[],[18079],[],339,[],[493],[],[],1000,[],[]
24,"igniting_flask","[2565,2566,2567,2568,2569,2562,2561,2563,2560,2564]",[],"[406,0,0,0,407]",[],"[""Default""]",[458],[18079],[58],339,[],"[499,821,822,823,824,825]",[],[],1000,[],[]
25,"igniting_flask_wall","[87,89,90,92,93]",[],[],[],"[""Default""]",[],[18079],[],339,[],"[499,821,822,823,824,825]",[],[],1000,[],[]
26,"igniting_flask_lite","[87,94,96,97,99]",[],[],[],"[""Default""]",[],[18079],[],339,[],"[499,821,822,823,824,825]",[],[],1000,[],[]
27,"igniting_flask_wall_lite","[87,95,96,98,99]",[],[],[],"[""Default""]",[],[18079],[],339,[],"[499,821,822,823,824,825]",[],[],1000,[],[]
28,"infernal_blow","[100,101]",[],[],[],"[""Default"",""Stygian""]","[203,205,207]","[18079,39541]",[],339,[],[57],[],[],1000,[],[]
29,"smoke_mine",[104],[],[],[],"[""Default"",""Stygian""]",[],"[18079,39541,41304]",[],339,[],[137],[],"[""Shroudwalker""]",1000,[],[]
30,"chain_hook","[108,110,112,114]",[4],"[12,0]",[],"[""Default"",""Stygian""]",[],"[18079,39541]",[],339,[],[408],[],[],1000,[],[]
31,"arcane_cloak",[116],[],"[16,0]",[],"[""Default"",""VoidEmperor""]",[209],"[18079,48015]",[],339,[],[432],[],[],1000,[],[]
32,"orb_of_storms","[2256,118,122,126,2262]",[6],[290],[],"[""Default"",""Celestial"",""Demonic""]",[],"[18079,27572,61278,55408]",[],339,[],[221],[],"[""Scientist1""]",1000,[],[]
33,"spark",[2303],[],[],[],"[""Default"",""SkeletonSpark"",""SpiderSpark"",""AvariusSpark"",""FireSpider"",""Sand"",""LightningElder"",""BestiaryCocoon"",""VaalIncursion"",""IncursionPipe"",""VaalIncursionEpic"",""DelveDweller"",""BetrayalCatarinaSpark"",""LegionMarakethSpark"",""LegionMarakethTornadoSpark"",""AtlasEyrie"",""HarvestHellion"",""Automaton"",""Celestial"",""Void""]",[],"[18079,63244,63286,26477,55029,25598,37016,62017,45534,10364,56855,15938,15102,32275,4271,13264,58149,3488,27572,9203,62305,33602,32874,17346,1975,59753,62896,63252,53877]","[59,97]",339,[],"[51,332,53,54,52]",[],"[""VaalArchivistSpark"",""VaalZealotSpark"",""AnchoriteInvisible"",""Scientist1Spark"",""ViperNapuatziSpark"",""VaalZealotSparkDescend"",""ChaosGodOwlBossSparknado"",""TormentedSpiritMiniSparknado"",""TormentedSpiritPossesedSparknado""]",1000,[],[]
34,"spark_monster",[],[],[],[],"[""BookTornado"",""FireTornado"",""AfflicationFlamenado""]",[],"[42246,34282,41848,45198,30018]",[88],800,[],"[51,332,53,54]",[],"[""SkelemancerBonenado"",""SnakeSpark""]",1000,[],[]
35,"dual_strike","[130,132,135,136]",[],[],[],"[""Default"",""NoImpact"",""Nightfall""]",[],"[18079,32633,57192]",[],339,[],[18],[],[],1000,[],[]
36,"weapon_trap","[137,138,139,140]",[],[22],[],"[""Default""]",[],[18079],[],339,[],[490],[],[],1000,[],[]
37,"shield_waves","[141,142]",[],[],[],"[""Default""]",[],[18079],[],339,[],[494],[],[],1000,[],[]
38,"exsanguinate",[],"[10,0]",[],[],"[""Default"",""Celestial"",""Mercurial""]",[211],"[18079,27572,25270,31610]",[],339,[],[474],[],"[""BloodMage""]",1000,[],[]
39,"void_burst","[143,144,145]",[],[],[],"[""Default""]",[215],[18079],[],339,[],[486],[],[],1000,[],[]
40,"bladefall","[146,152,158]",[],[],[],"[""Default"",""Gold"",""Demonic"",""Acid"",""Chrome"",""Sawblade"",""Illusionist"",""VoidEmperor""]",[],"[18079,38699,61278,16802,55413,28838,54759,48015]",[],339,[],"[216,217]",[],[],1000,[],[]
41,"rage_slash","[174,176]",[],[25],[],"[""Default"",""Starfall""]",[],"[18079,3450]",[],339,[],[487],[],[],1000,[],[]
42,"ambush",[217],[],"[23,0]",[],"[""Default""]",[216],[18079],[],339,[],[489],[],[],1000,[],[]
43,"shock_nova","[178,184]",[],[],[],"[""Default"",""Riftworm"",""Kuduku"",""Blight"",""StormCultist"",""MonsterShock""]",[],"[18079,9609,36942,7333,64637,62796]",[],339,[],[203],[],[],1000,[],[]
44,"boneshatter",[190],[],[196],[],"[""Default"",""Celestial"",""101 = Skeletal Brute""]",[],"[18079,27572,59801]",[],339,[],"[496,497]",[],[],1000,[],[]
45,"flame_golem_monster",[],[],[],[],"[""Warband""]",[],[51089],[],888,[],[198],[],[],1000,[],[]
46,"flame_golem",[],[],[],[],"[""Darkshard"",""Lightbringer"",""Miracle"",""Clockwork"",""Default"",""StormCaller""]",[],"[35955,55723,15198,56503,18079,6258]",[],339,[],[198],[],[],1000,[],[]
47,"lightning_golem",[],[],[],[],"[""Darkshard"",""Lightbringer"",""Miracle"",""Clockwork"",""Default"",""StormCaller""]",[],"[35955,55723,15198,56503,18079,6258]",[],339,[],[247],[],[],1000,[],[]
48,"ice_golem_monster",[],[],[],[],"[""Warband""]",[],[51089],[],888,[],[197],[],[],1000,[],[]
49,"ice_golem",[],[],[],[],"[""Darkshard"",""Lightbringer"",""Miracle"",""Clockwork"",""Default"",""StormCaller""]",[],"[35955,55723,15198,56503,18079,6258]",[],339,[],[197],[],[],1000,[],[]
50,"chaos_golem_monster",[],[],[],[],"[""Warband""]",[],[51089],[],888,[],[196],[],[],1000,[],[]
51,"chaos_golem",[],[],[],[],"[""Darkshard"",""Lightbringer"",""Miracle"",""Clockwork"",""Default"",""StormCaller""]",[],"[35955,55723,15198,56503,18079,6258]",[],339,[],[196],[],[],1000,[],[]
52,"stone_golem",[],[],[],[],"[""Darkshard"",""Lightbringer"",""Miracle"",""Clockwork"",""Default"",""StormCaller""]",[],"[35955,55723,15198,56503,18079,6258]",[],339,[],[223],[],[],1000,[],[]
53,"bone_golem",[],[],[],[],"[""Default"",""Celestial"",""Darkwood"",""Stygian""]",[],"[18079,27572,12926,39541]",[],339,[],[415],[],[],1000,[],[]
54,"cold_snap","[193,200,201,208]",[],[],[],"[""Default"",""BigHands"",""Azurite"",""ProtoVaal"",""Overseer"",""Blighted"",""Delirium""]",[217],"[18079,37316,62276,18886,5427,25535,16922]",[],339,[],"[32,33]",[],[],1000,[],[]
55,"blood_rage",[215],[],[],[],"[""Default"",""Scavenger""]",[220],"[18079,46158]",[],339,[],[29],[],[],1000,[],[]
56,"lightning_strike","[218,242,248,254,224,230,224,260,266]",[],"[29,0]",[],"[""Default"",""Alternate"",""Myrmidon"",""Vulcan"",""VoidEmperor""]",[222],"[18079,25075,27566,15703,48015]","[105,106]",339,[],"[85,615,629,86]",[],[],1000,[],[]
57,"vortex",[272],[],[],[],"[""Default"",""Blackhole"",""UltimatumCold"",""UltimatumLightning"",""UltimatumRuin"",""Myrmidon""]",[],"[18079,59527,47438,14591,29755,27566]",[],339,[],"[241,904]",[],[],1000,[],[]
58,"burning_arrow","[276,277]",[],[41],[],"[""Default"",""Mystic""]",[385],"[18079,45462]","[117,118]",339,[],"[107,108]",[],[],1000,[],[]
59,"dash","[280,285,286,287,283,284]",[],"[43,0,0]",[],"[""Default"",""Wild"",""MonsterRunUnarmed"",""MonsterRun"",""Constrictor"",""Myrmidon"",""Divergence""]",[],"[18079,28806,44071,55600,8701,27566,58468]",[],339,[],"[404,577,424]",[],[],1000,[],[]
60,"cyclone","[305,322,342,335,336,348]",[],[],[],"[""Default"",""White"",""Blue"",""Saw"",""Illusionist"",""Celestial"",""Reserved1"",""Reserved2"",""Dark"",""Ghostflame"",""Automaton"",""BrutalPirateLord"",""UltimatumSabreSpider"",""UltimatumSabreSpiderRuin"",""UltimatumTrialmaster"",""Currency"",""Sharknado"",""Auspicious""]",[],"[18079,15971,52194,37218,54759,27572,3658,3657,5676,894,3488,28691,33116,19253,49128,53000,37940,45563]",[],339,[],"[129,128]",[],[],1000,[],[]
61,"herald_of_ash","[365,386]",[],[],[],"[""Default"",""GhostFlame"",""Gloom"",""Divine"",""Purple"",""Gore"",""Sin"",""Innocence"",""Wasteland"",""Automaton"",""Celestial"",""BloodGuard"",""FaithGuard"",""Demonic"",""Empyrean"",""PolarisWhite"",""DragonHunter"",""Stygian"",""Glimmerwood"",""Darkwood"",""Despair""]","[229,230]","[18079,24397,57905,29263,19343,63064,48611,51245,53281,3488,27572,27987,25282,61278,17735,41774,9218,39541,61967,12926,50928]",[],339,[],[176],[],[],1000,[],[]
62,"herald_of_ice",[410],[],[],[],"[""Default"",""UNUSED"",""Gloom"",""Divine"",""Purple"",""Gore"",""Sin"",""Innocence"",""Wasteland"",""Automaton"",""Celestial"",""BloodGuard"",""FaithGuard"",""Demonic"",""Empyrean"",""PolarisWhite"",""DragonHunter"",""Stygian"",""Glimmerwood"",""Darkwood"",""Despair""]",[296],"[18079,64124,57905,29263,19343,63064,48611,51245,53281,3488,27572,27987,25282,61278,17735,41774,9218,39541,61967,12926,50928]",[],339,[],[177],[],[],1000,[],[]
63,"herald_of_thunder",[387],[],[],[],"[""Default"",""Tribal"",""Gloom"",""Divine"",""Purple"",""Gore"",""Sin"",""Innocence"",""Wasteland"",""Automaton"",""Celestial"",""BloodGuard"",""FaithGuard"",""Demonic"",""Empyrean"",""PolarisWhite"",""DragonHunter"",""Stygian"",""Glimmerwood"",""Darkwood"",""Despair"",""Valkyrie""]","[272,318]","[18079,24417,57905,29263,19343,63064,48611,51245,53281,3488,27572,27987,25282,61278,17735,41774,9218,39541,61967,12926,50928,14117]",[],339,[],[178],[],[],1000,[],[]
64,"herald_of_purity","[431,442]",[],[],[],"[""Default"",""GhostFlame"",""Gloom"",""Divine"",""Purple"",""Gore"",""Sin"",""Innocence"",""Wasteland"",""Automaton"",""Celestial"",""BloodGuard"",""FaithGuard"",""Demonic"",""Empyrean"",""PolarisWhite"",""DragonHunter"",""Stygian"",""Glimmerwood"",""Darkwood"",""Despair""]",[364],"[18079,24397,57905,29263,19343,63064,48611,51245,53281,3488,27572,27987,25282,61278,17735,41774,9218,39541,61967,12926,50928]",[],339,[],[179],[],[],1000,[],[]
65,"eye_of_winter","[456,460]",[],"[366,0,0,0,367,0]",[],"[""Default"",""Celestial"",""VaalZealot""]",[],"[18079,27572,16732]","[121,125]",339,[],"[500,501]",[],[],1000,[],[]
66,"spectral_helix","[464,466,468]",[],[57],[],"[""Default"",""Nightfall""]",[],"[18079,57192]",[129],339,[],"[140,495]",[],[],1000,[],[]
67,"earthquake","[470,482,496,510,524]",[],[],[],"[""Default"",""Vinktar"",""Blood"",""Bear"",""Bone"",""Gemling"",""GemlingUpgraded"",""Machinarium"",""SmallBlood"",""Crystal"",""RedCrystal"",""DoryaniCold"",""OshabiHammer"",""Harmonious""]",[],"[18079,40319,50511,45183,26857,25069,719,22740,49410,25591,50949,57401,58129,57521]",[],339,[],"[225,228,226,227]",[],[],1000,[],[]
68,"earthquake_ancestral","[536,541,546,551,556]",[],[],[],"[""Default"",""Vinktar"",""Blood"",""Bear"",""Bone"",""Gemling"",""GemlingUpgraded"",""Machinarium"",""SmallBlood"",""Crystal"",""RedCrystal"",""DoryaniCold"",""OshabiHammer""]",[],"[18079,40319,50511,45183,26857,25069,719,22740,49410,25591,50949,57401,58129]",[],339,[],"[225,228]",[],[],1000,[],[]
69,"earthquake_lite","[561,562,563,564,565]",[],[],[],[],[],[],[],339,[],"[225,228,226,227]",[],[],1000,[],[]
70,"earthshatter","[584,588,591,596,587,599,594,595,2519]",[18],[],[1],"[""Default"",""Verdant"",""Lava""]",[],"[18079,22421,43749]",[],339,[],[447],[],[],1000,[],[]
71,"earthshatter_ancestral","[600,603,606,609,587,599,612,613,2520]",[19],[],[5],"[""Default"",""Verdant"",""Lava""]",[],"[18079,22421,43749]",[],339,[],[447],[],[],1000,[],[]
72,"ground_slam","[628,637,638]",[],[],[],"[""Default"",""Blood"",""Molten"",""Bones"",""BrutusLightning"",""BrineShieldCrab"",""DefaultSpikes"",""Celestial"",""DwellerDeep"",""Oblivion"",""OnyxOblivion""]",[],"[18079,50511,19877,5799,30086,20384,21898,27572,51406,116,38576]",[],339,[],[1],[],[],1000,[],[]
73,"ground_slam_ancestral","[648,652]",[],[],[],"[""Default"",""Blood"",""Molten"",""Bones"",""BrutusLightning"",""BrineShieldCrab"",""DefaultSpikes"",""Celestial"",""DwellerDeep"",""Oblivion"",""OnyxOblivion""]",[],"[18079,50511,19877,5799,30086,20384,21898,27572,51406,116,38576]",[],339,[],[1],[],[],1000,[],[]
74,"ice_crash","[656,658,660]",[],[],[],"[""Default"",""Automaton""]",[],"[18079,3488]",[],339,[],[199],[],[],1000,[],[]
75,"ice_crash_lite","[662,664,666]",[],[],[],"[""Default"",""Automaton""]",[],"[18079,3488]",[],339,[],[199],[],[],1000,[],[]
76,"ice_crash_ancestral","[668,670,672]",[],[],[],"[""Default"",""Automaton""]",[],"[18079,3488]",[],339,[],[199],[],[],1000,[],[]
77,"leap_slam","[674,685]",[],"[58,0,0]",[],"[""Default"",""Goat"",""Kaom"",""MysteryVariation"",""ChurchStatue"",""LabyrinthBoss"",""Electric"",""SuperGoat"",""SuperQuietGoat"",""Kitava"",""ShadowTrail"",""BestiaryRaptor"",""KitavaSnowflake"",""IncursionConstruct"",""DelveLightning"",""BetrayalElreon"",""BetrayalDash"",""NoEffects"",""SynthesisGolem"",""NewLeapSlam"",""LegionKaruiLeapSlam"",""CultistLeapSlam"",""Celestial"",""Carneval"",""BoneGolem"",""Harlequin"",""AfflictionPhysDemon"",""AfflictionPhysBoss"",""AfflictionMinion"",""StygianBoneGolem"",""HarvestHulk"",""HarvestBirddog"",""HarvestTaco"",""HarvestRhex"",""HarvestGoatman"",""DarkwoodBoneGolem"",""CelestialBoneGolem"",""HellscapeSkyStab"",""Heritage"",""CrowbellLeapSlam"",""CultistGolemSlam""]",[],"[18079,47520,44737,21597,21271,4209,27110,47937,30725,5816,37479,15535,33811,31491,37899,24316,24762,50559,41690,15998,37850,18949,27572,59670,11022,15800,9387,3764,33406,56396,55190,53526,41112,43302,31939,14504,56150,46444,8972,1015,29555]",[],339,[],"[12,14,208,13,759]",[],[],1000,[],[]
78,"leap_slam_ancestral","[728,735]",[],"[58,0,0]",[],"[""Default"",""Goat"",""Kaom"",""MysteryVariation"",""ChurchStatue"",""LabyrinthBoss"",""Electric"",""SuperGoat"",""SuperQuietGoat"",""Kitava"",""ShadowTrail"",""BestiaryRaptor"",""KitavaSnowflake"",""IncursionConstruct"",""DelveLightning"",""BetrayalElreon"",""BetrayalDash"",""NoEffects"",""SynthesisGolem"",""NewLeapSlam"",""LegionKaruiLeapSlam"",""CultistLeapSlam"",""Celestial"",""Carneval"",""BoneGolem"",""Harlequin"",""AfflictionPhysDemon"",""AfflictionPhysBoss"",""AfflictionMinion"",""StygianBoneGolem"",""HarvestHulk"",""HarvestBirddog"",""HarvestTaco"",""HarvestRhex"",""HarvestGoatman"",""DarkwoodBoneGolem"",""CelestialBoneGolem"",""HellscapeSkyStab"",""Heritage""]",[],"[18079,47520,44737,21597,21271,4209,27110,47937,30725,5816,37479,15535,33811,31491,37899,24316,24762,50559,41690,15998,37850,18949,27572,59670,11022,15800,9387,3764,33406,56396,55190,53526,41112,43302,31939,14504,56150,46444,8972]",[],339,[],"[12,14,208,13,759]",[],[],1000,[],[]
79,"perforate","[754,755,756,757,758]",[],[],[],"[""Default""]",[],[18079],[],339,[],[407],[],[],1000,[],[]
80,"perforate_ancestral","[759,760,761,762,763]",[],[],[],"[""Default""]",[],[18079],[],339,[],[407],[],[],1000,[],[]
81,"sunder","[764,768,772]",[],[],[],"[""Default"",""Blood"",""UNUSED"",""UNUSED"",""UNUSED"",""DefaultPlayer"",""Glimmerwood""]",[],"[18079,50511,64124,64124,64124,11395,61967]",[],339,[],[237],[],[],1000,[],[]
82,"sunder_ancestral","[776,780,784]",[],[],[],"[""Default"",""Blood"",""UNUSED"",""UNUSED"",""UNUSED"",""DefaultPlayer"",""Glimmerwood""]",[],"[18079,50511,64124,64124,64124,11395,61967]",[],339,[],[237],[],[],1000,[],[]
83,"tectonic_slam","[791,795,799,803]",[],[],[],"[""Default"",""CrabBoss"",""HarvestHellion"",""Celestial""]",[],"[18079,48347,58149,27572]",[],339,[],[314],[],[],1000,[],[]
84,"tectonic_slam_ancestral","[807,809,811,803]",[],[],[],"[""Default"",""CrabBoss"",""HarvestHellion"",""Celestial""]",[],"[18079,48347,58149,27572]",[],339,[],[314],[],[],1000,[],[]
85,"tectonic_slam_lite","[813,815,817]",[],[],[],"[""Default"",""CrabBoss"",""HarvestHellion"",""Celestial""]",[],"[18079,48347,58149,27572]",[],339,[],[314],[],[],1000,[],[]
86,"cleave","[819,823,825,828]",[],[],[],"[""Default"",""DemonCleave"",""BreachCleave"",""NoEffect"",""BreachSmallCleave"",""LegionEternalEmpire"",""BeastCleave""]",[],"[18079,34274,56897,47632,34009,21981,4403]",[],339,[],[3],[],[],1000,[],[]
87,"blade_flurry_sound",[841],[],[],[],"[""Default"",""MossMonster"",""NoSound"",""Urchin""]",[],"[18079,52232,48877,39658]",[],1716,[],"[19,20]",[],[],1000,[],[]
88,"piety_reverse_cleave_sound",[844],[],[],[],"[""Default"",""Beast""]",[],"[18079,4395]",[],1716,[],[215],[],[],1000,[],[]
89,"purge_hound_whirling_blades_sound",[846],[],[],[],"[""Default"",""MossMonster""]",[],"[18079,52232]",[],1716,[],[280],[],[],1000,[],[]
90,"whirling_leap_sound",[848],[],[],[],"[""Default"",""MossMonster""]",[],"[18079,52232]",[],1716,[],[224],[],[],1000,[],[]
91,"maligaro_blade_flurry_sound",[850],[],[],[],"[""Default"",""MossMonster""]",[],"[18079,52232]",[],1716,[],[274],[],[],1000,[],[]
92,"mortar_barrage_mine","[852,855]",[],[],[],"[""Default"",""CorruptedEmperor"",""Stygian""]",[387],"[18079,7859,39541]",[131],339,[],[421],[],[],1000,[],[]
93,"mine_lightning_explosion",[858],[],[],[],"[""Default"",""CorruptedEmperor"",""Stygian""]",[389],"[18079,7859,39541]",[],339,[],[422],[],[],1000,[],[]
94,"cold_projectile_mine",[861],[],[],[],"[""Default"",""CorruptedEmperor"",""Stygian""]",[391],"[18079,7859,39541]",[134],339,[],[423],[],[],1000,[],[]
95,"poisonous_concoction","[872,864,874]",[],"[127,0]",[],"[""Default"",""Demonic"",""Alchemist""]",[459],"[18079,61278,31801]",[137],339,[],[503],[],[],1000,[],[]
96,"poisonous_concoction_wall","[872,865]",[],[],[],"[""Default"",""Demonic"",""Alchemist""]",[],"[18079,61278,31801]",[],339,[],[503],[],[],1000,[],[]
97,"poisonous_concoction_lite","[872,866]",[],[],[],"[""Default"",""Demonic"",""Alchemist""]",[],"[18079,61278,31801]",[],339,[],[503],[],[],1000,[],[]
98,"poisonous_concoction_wall_lite","[872,867]",[],[],[],"[""Default"",""Demonic"",""Alchemist""]",[],"[18079,61278,31801]",[],339,[],[503],[],[],1000,[],[]
99,"glacial_cascade","[882,886]",[],[],[],"[""Default"",""Gore"",""Arctic"",""Illusionist""]",[],"[18079,63064,59603,54759]",[],339,[],"[457,587]",[],[],1000,[],[]
100,"glacial_cascade_lite","[890,891]",[],[],[],"[""Default"",""Gore"",""Arctic"",""Illusionist""]",[],"[18079,63064,59603,54759]",[],339,[],[457],[],[],1000,[],[]
101,"glacial_cascade_old",[892],[],[],[],"[""Default"",""Dark"",""Miner"",""Chaos"",""Molten"",""Ornaments"",""Seawitch"",""Wave"",""Gemling"",""GemlingUpgraded"",""Lightning"",""AbyssBatVomit"",""Arctic"",""Illusionist"",""Stranglecharm""]",[],"[18079,5676,52447,38322,19877,35565,49065,24110,25069,719,41050,34205,59603,54759,21597]",[],339,[],"[164,165]",[],[],1000,[],[]
102,"arc","[907,919,922,934]","[20,0]","[65,0]",[],"[""Default"",""Guardian"",""Piety"",""BreachLightning"",""PurpleMTX"",""Clockwork"",""Automaton"",""Sulphite"",""Celestial"",""BlightLightning"",""WithCurve"",""BreachLightningNew"",""HellscapeFleshFodder"",""AtlasInvadersConsumeFodder2""]",[393],"[18079,57229,56950,58664,43085,56503,3488,48680,27572,11101,57028,2612,44603,7272]",[],339,[],"[37,38,515,561]",[],[],1000,[],[]
103,"chronomancer",[936],[],"[69,0,0,0]",[],"[""Default"",""Sanctum""]",[],"[18079,23923]",[],339,[],[504],[],[],1000,[],[]
104,"flame_wall","[938,943]",[],[],[9],"[""Default"",""Stygian"",""Oblivion"",""Transcendence"",""DemonicFire""]",[396],"[18079,39541,116,28088,49438]",[],339,[],[452],[],[],1000,[],[]
105,"storm_brand","[960,963,966,969,972]","[50,0]",[],[],"[""Default"",""Automaton"",""Celestial""]",[],"[18079,3488,27572]",[],339,[],[378],[],[],1000,[],[]
106,"armageddon_brand","[975,977,979,981,983,985]",[56],[],[],"[""Default"",""UNUSED"",""Celestial""]",[],"[18079,64124,27572]",[],339,[],[386],[],[],1000,[],[]
107,"arcanist_brand","[987,989,991,993]",[58],[],[],"[""Default"",""UNUSED"",""Celestial""]",[],"[18079,64124,27572]",[],339,[],[439],[],[],1000,[],[]
108,"penance_brand","[995,997,999,1001,1003,1005]","[60,0]",[],[],"[""Default"",""UNUSED"",""Celestial""]","[417,419]","[18079,64124,27572]",[],339,[],[445],[],[],1000,[],[]
