"rownum","SetId","AchievementsRequired","Rewards","TotemPieceEveryNAchievements","Message","Message (French)","Message (German)","Message (Japanese)","Message (Korean)","Message (Portuguese)","Message (Russian)","Message (Spanish)","Message (Thai)","Message (Traditional Chinese)","NotificationIcon","HideoutName","HideoutName (French)","HideoutName (German)","HideoutName (Japanese)","HideoutName (Korean)","HideoutName (Portuguese)","HideoutName (Russian)","HideoutName (Spanish)","HideoutName (Thai)","HideoutName (Traditional Chinese)","Id"
78,30,12,[2156],0,"Earned Metamorph Footprints Effect Microtransaction!","Vous avez remporté la microtransaction Empreintes Metamorph !","Du hast die Mikrotransaktion 'Metamorph-Fußspuren' freigespielt!","Earned Metamorph Footprints Effect Microtransaction!","변형 발자국 이펙트 포인트 아이템을 획득했습니다!","Ganhou a Microtransação Efeito Pegadas Metamorfas","Получена микротранзакция: следы метаморфа!","¡Has obtenido la microtransacción \""Efecto de huellas de Metamorph\""!","ได้รับของแฟชั่น Metamorph Footprints Effect แล้ว!","獲得行走特效：鍊獄幻魔！","","","","","","","","","","","","MetamorphFootprintsEffect"
79,30,24,[2157],0,"Earned Metamorph Weapon Effect Microtransaction!","Vous avez remporté la microtransaction Effet d'arme Metamorph !","Du hast die Mikrotransaktion 'Metamorph-Waffeneffekt' freigespielt!","Earned Metamorph Weapon Effect Microtransaction!","변형 무기 이펙트 포인트 아이템을 획득했습니다!","Ganhou a Microtransação Efeito Arma Metamorfa","Получена микротранзакция: эффект оружия метаморфа!","¡Has obtenido la microtransacción \""Efecto de arma de Metamorph\""!","ได้รับของแฟชั่น Metamorph Weapon Effect แล้ว!","獲得武器特效：鍊獄幻魔！","","","","","","","","","","","","MetamorphWeaponEffect"
80,30,36,[2158],0,"Earned Metamorph Portal Effect Microtransaction!","Vous avez remporté la microtransaction Portail Metamorph !","Du hast die Mikrotransaktion 'Metamorph-Portaleffekt' freigespielt!","Earned Metamorph Portal Effect Microtransaction!","변형 포탈 이펙트 포인트 아이템을 획득했습니다!","Ganhou a Microtransação Efeito Portal Metamorfo!","Получена микротранзакция: портал метаморфа!","¡Has obtenido la microtransacción \""Efecto de portal de Metamorph\""!","ได้รับของแฟชั่น Metamorph Portal Effect แล้ว!","獲得時空之門．鍊獄幻魔！","","","","","","","","","","","","MetamorphPortalEffect"
81,30,19,[5058],3,"Earned Metamorph Totem!\nThe more challenges you complete, the bigger it gets!","Vous avez remporté le Totem Metamorph !\nPlus vous réussirez de défis, plus il sera imposant !","Du hast das Metamorph-Totem freigespielt!\nSchließe mehr Herausforderungen ab, um weitere Stufen zu erhalten!","Earned Metamorph Totem!\nThe more challenges you complete, the bigger it gets!","변형 토템을 획득했습니다!\n도전과제를 완료할수록 더 큰 보상을 얻을 수 있습니다!","Ganhou o Totem Metamorfo!\nQuanto mais desafios completar, maior ele fica!","Получена часть тотема Метаморфа!\nЗавершайте больше испытаний, чтобы получить оставшиеся части тотема!","¡Has obtenido el Tótem de Metamorph!\n¡Cuantos más desafíos completes, más grande será!","ได้รับชิ้นส่วนโทเทม Metamorph แล้ว!\nยิ่งคุณผ่านภารกิจท้าทายมากเท่าไหร่ โทเทมก็จะยิ่งสูงขึ้นเท่านั้น!","獲得鍊魔圖騰！\n你完成越多挑戰，圖騰就越長！","","","","","","","","","","","","HideoutTotemPole18"
82,31,12,[2269],0,"Earned Delirium Horn Microtransaction!","Vous avez remporté la microtransaction Cornes Delirium !","Du hast die Mikrotransaktion 'Delirium-Hörner' freigespielt!","Earned Delirium Horn Microtransaction!","환영 뿔 포인트 아이템을 획득했습니다!","Ganhou a Microtransação Chifres do Delírio!","Получена микротранзакция: рога Делириума!","¡Has obtenido la microtransacción \""Cuernos de Delirium\""!","ได้รับของแฟชั่น Delirium Horn แล้ว!","獲得頭部外觀：譫妄犄角！","","","","","","","","","","","","DeliriumHorns"
83,31,24,[2270],0,"Earned Delirium Cloak Microtransaction!","Vous avez remporté la microtransaction Cape Delirium !","Du hast die Mikrotransaktion 'Delirium-Umhang' freigespielt!","Earned Delirium Cloak Microtransaction!","환영 망토 포인트 아이템을 획득했습니다!","Ganhou a Microtransação Capa do Delírio!","Получена микротранзакция: плащ Делириума!","¡Has obtenido la microtransacción \""Capa de Delirium\""!","ได้รับของแฟชั่น Delirium Cloak แล้ว!","獲得背飾：譫妄披風！","","","","","","","","","","","","DeliriumCloak"
84,31,36,[2271],0,"Earned Delirium Wings Microtransaction!","Vous avez remporté la microtransaction Ailes Delirium !","Du hast die Mikrotransaktion 'Delirium-Flügel' freigespielt!","Earned Delirium Wings Microtransaction!","환영 날개 포인트 아이템을 획득했습니다!","Ganhou a Microtransação Asas do Delírio!","Получена микротранзакция: крылья Делириума!","¡Has obtenido la microtransacción \""Alas de Delirium\""!","ได้รับของแฟชั่น Delirium Wings แล้ว!","獲得背飾：譫妄之翼！","","","","","","","","","","","","DeliriumWings"
85,31,19,[5060],3,"Earned Delirium Totem!\nThe more challenges you complete, the bigger it gets!","Vous avez remporté le Totem Delirium !\nPlus vous réussirez de défis, plus il sera imposant !","Du hast das Delirium-Totem freigespielt!\nSchließe mehr Herausforderungen ab, um weitere Stufen zu erhalten!","Earned Delirium Totem!\nThe more challenges you complete, the bigger it gets!","환영 토템을 획득했습니다!\n도전과제를 완료할수록 더 큰 보상을 얻을 수 있습니다!","Ganhou o Totem do Delírio!\nQuanto mais desafios completar, maior ele fica!","Получена часть тотема Делириума!\nЗавершайте больше испытаний, чтобы получить оставшиеся части тотема!","¡Has obtenido el Tótem de Delirium!\n¡Cuantos más desafíos completes, más grande será!","ได้รับชิ้นส่วนเสาอนุสรณ์แห่งการท้าทาย Delirium แล้ว!\nยิ่งคุณผ่านภารกิจท้าทายมากเท่าไหร่ เสาอนุสรณ์ก็จะยิ่งสูงขึ้นเท่านั้น!","獲得譫妄圖騰！\n你完成越多挑戰，圖騰就越長！","","","","","","","","","","","","HideoutTotemPole19"
86,32,12,[2431],0,"Earned Harvest Footprints Effect Microtransaction!","Vous avez remporté la microtransaction Empreintes Harvest !","Du hast die Mikrotransaktion 'Harvest-Fußspuren' freigespielt!","Earned Harvest Footprints Effect Microtransaction!","수확 발자국 이펙트 포인트 아이템을 획득했습니다!","Ganhou a Microtransação Efeito Pegadas da Colheita!","Получена микротранзакция: следы Жатвы!","¡Has obtenido la microtransacción \""Efecto de huellas de Harvest\""!","ได้รับของแฟชั่น Harvest Footprints แล้ว!","獲得行走特效：豐收忌劫！","","","","","","","","","","","","HarvestFootprintsEffect"
87,32,24,[2432],0,"Earned Harvest Cloak Microtransaction!","Vous avez remporté la microtransaction Cape Harvest !","Du hast die Mikrotransaktion 'Harvest-Umhang' freigespielt!","Earned Harvest Cloak Microtransaction!","수확 망토 포인트 아이템을 획득했습니다!","Ganhou a Microtransação Capa da Colheita!","Получена микротранзакция: плащ Жатвы!","¡Has obtenido la microtransacción \""Capa de Harvest\""!","ได้รับของแฟชั่น Harvest Cloak แล้ว!","獲得背飾：豐收忌劫披風！","","","","","","","","","","","","HarvestCloak"
88,32,36,[2433],0,"Earned Harvest Portal Effect Microtransaction!","Vous avez remporté la microtransaction Portail Harvest !","Du hast die Mikrotransaktion 'Harvest-Portaleffekt' freigespielt!","Earned Harvest Portal Effect Microtransaction!","수확 포탈 이펙트 포인트 아이템을 획득했습니다!","Ganhou a Microtransação Efeito Portal da Colheita!","Получена микротранзакция: портал Жатвы!","¡Has obtenido la microtransacción \""Efecto de portal de Harvest\""!","ได้รับของแฟชั่น Harvest Portal Effect แล้ว!","獲得時空之門．豐收忌劫！","","","","","","","","","","","","HarvestPortalEffect"
89,32,19,[5062],3,"Earned Harvest Totem!\nThe more challenges you complete, the bigger it gets!","Vous avez remporté le Totem Harvest !\nPlus vous réussirez de défis, plus il sera imposant !","Du hast ein Harvest-Totem freigespielt!\nSchließe mehr Herausforderungen ab, um weitere Stufen zu erhalten!","Earned Harvest Totem!\nThe more challenges you complete, the bigger it gets!","수확 토템을 획득했습니다!\n도전과제를 완료할수록 더 큰 보상이 기다립니다!","Ganhou o Totem da Colheita!\nQuanto mais desafios completar, maior ele fica!","Получена часть тотема Жатвы!\nЗавершайте больше испытаний, чтобы получить оставшиеся части тотема!","¡Has obtenido el Tótem de Harvest!\n¡Cuantos más desafíos completes, más grande será!","ได้รับชิ้นส่วนเสาอนุสรณ์แห่งการท้าทาย Harvest แล้ว!\nยิ่งคุณผ่านภารกิจท้าทายมากเท่าไหร่ เสาอนุสรณ์ก็จะยิ่งสูงขึ้นเท่านั้น!","獲得豐收圖騰！\n你完成越多挑戰，圖騰就越長！","","","","","","","","","","","","HideoutTotemPole20"
90,33,12,"[2549,2550,2551]",0,"Earned Heist Helmet Pack!","Vous avez remporté le Pack de casques Heist !","Du hast die Mikrotransaktion 'Heist-Helmpaket' freigespielt!","Earned Heist Helmet Pack!","강탈 투구 팩을 획득했습니다!","Ganhou o Pacote de Elmos Heist!","Получен набор головных уборов Кражи!","¡Has obtenido el paquete de cascos de Heist!","ได้รับของแฟชั่น Heist Helmet Pack แล้ว!","獲得劫盜同盟頭部外觀包！","Art/2DItems/Effects/Hats/HeistHelmetPack.dds","","","","","","","","","","","HeistHelmetPack"
91,33,24,[4391],0,"Earned Heist Cat Pet Microtransaction!","Vous avez remporté la microtransaction Chat-sse du siècle !","Du hast die Mikrotransaktion 'Heist-Katze' freigespielt!","Earned Heist Cat Pet Microtransaction!","강탈 고양이 애완동물 포인트 아이템을 획득했습니다!","Ganhou a Microtransação Mascote Gato Heist!","Получена микротранзакция: кошка Кражи!","¡Has obtenido la microtransacción \""Mascota Gato de Heist\""!","ได้รับของแฟชั่น Heist Cat Pet แล้ว!","獲得寵物：劫盜萌貓！","","","","","","","","","","","","HeistPet"
92,33,36,[2552],0,"Earned Heist Portal Effect Microtransaction!","Vous avez remporté la microtransaction Portail Heist !","Du hast die Mikrotransaktion 'Heist-Portaleffekt' freigespielt!","Earned Heist Portal Effect Microtransaction!","강탈 포탈 이펙트 포인트 아이템을 획득했습니다!","Ganhou a Microtransação Efeito Portal Heist!","Получена микротранзакция: портал Кражи!","¡Has obtenido la microtransacción \""Efecto de Heist para portal\""!","ได้รับของแฟชั่น Heist Portal Effect แล้ว!","獲得時空之門．劫盜同盟！","","","","","","","","","","","","HeistPortalEffect"
93,33,19,[5064],3,"Earned Heist Totem!\nThe more challenges you complete, the bigger it gets!","Vous avez remporté le Totem Heist !\nPlus vous réussirez de défis, plus il sera imposant !","Du hast das Heist-Totem freigespielt!\nSchließe mehr Herausforderungen ab, um weitere Stufen zu erhalten!","Earned Heist Totem!\nThe more challenges you complete, the bigger it gets!","강탈 토템을 획득했습니다!\n도전과제를 완료할수록 더 큰 보상이 기다립니다!","Ganhou o Totem Heist!\nQuanto mais desafios completar, maior ele fica!","Получена часть тотема Кражи!\nЗавершайте больше испытаний, чтобы получить оставшиеся части тотема!","¡Has obtenido el Tótem de Heist!\n¡Cuantos más desafíos completes, más grande será!","ได้รับชิ้นส่วนเสาอนุสรณ์แห่งการท้าทาย Harvest แล้ว!\nยิ่งคุณผ่านภารกิจท้าทายมากเท่าไหร่ เสาอนุสรณ์ก็จะยิ่งสูงขึ้นเท่านั้น!","獲得劫盜圖騰！\n你完成越多挑戰，圖騰就越長！","","","","","","","","","","","","HideoutTotemPole21"
94,34,1,[],0,"Congratulations!\nYou earned a Twilight Mystery Box!","Félicitations !\nVous avez remporté une Boîte mystère du Crépuscule !","Herzlichen Glückwunsch!\nDu hast eine Zwielicht-Überraschungskiste gewonnen!","Congratulations!\nYou earned a Twilight Mystery Box!","축하합니다!\n황혼 미스터리 박스를 획득하셨습니다!","Parabéns!\nVocê ganhou uma Caixa Misteriosa do Crepúsculo!","Поздравляем!\nВы получили Загадочную коробку Сумрака!","¡Felicidades!\n¡Has obtenido una Caja misteriosa del Crepúsculo!","ยินดีด้วย!\nคุณได้รับกล่องปริศนา แดนสนธยา แล้ว!","恭喜！\n你獲得 1 個傾城暮光神秘寶箱！","Art/2DItems/Effects/MysteryChest/TwilightMysteryBox.dds","Twilight Mystery Box","Boîte mystère du Crépuscule","Zwielicht-Überraschungskiste","Twilight Mystery Box","황혼 미스터리 박스","Caixa Misteriosa do Crepúsculo","Загадочная коробка Сумрака","Caja misteriosa del Crepúsculo","กล่องปริศนา แดนสนธยา","傾城暮光神秘寶箱","MysteryPackTwilightBox"
