"rownum","Id","Event","i32_24","i32_28","Goddess_CharacterTextAudioKeys","JackTheAxe_CharacterTextAudioKeys","bool_64","bool_65","[rid]_66","i32_82","i32_86","bool_90","[string]_91","rid_107","i32_123","i32_127","i32_131","i32_135"
90,"Skill_LingeringIllusion","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
91,"Skill_ShatteringPalm","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
92,"Skill_TempestFlurry","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
93,"Skill_WaveOfFrost","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
94,"Skill_WhirlingAssault","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
95,"Skill_FreezingBackflip","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
96,"Skill_GaleStrike","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
97,"Skill_GlacialCascade","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
98,"Skill_KillingPalm","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
99,"Skill_ChargedSlam","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
100,"Skill_DoubleSlam","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
101,"Skill_GroundSlam","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
102,"Skill_HeraldOfAsh","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
103,"Skill_Sunder","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
104,"Skill_HammerOfTheGods","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
105,"Skill_SummonWolf_NoCombat","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
106,"Skill_SummonWolf_Combat","",0,20000,[],[],"",1,[0],105,0,"",[],"",-16843010,-16843010,1,100
107,"Skill_Tornado","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
108,"Skill_Volcano","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
109,"Skill_IceNova","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
110,"Skill_Comet","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
111,"Skill_ManaTempest","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
112,"Skill_FrostBomb","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
113,"Skill_ArcticArmour","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
114,"Skill_ArcticArmourNoCombat","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
115,"Skill_FrostBolt","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
116,"Skill_OrbOfStorms","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
117,"Skill_RagingSpirits","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
118,"Skill_Spark","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
119,"Skill_Arc","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
120,"Skill_BarrierInvocation","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
121,"Skill_Blink","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
122,"Skill_CastOnShock","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
123,"Skill_Conductivity","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
124,"Skill_Flammability","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
125,"Skill_Hypothermia","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
126,"Skill_FrostWall","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
127,"Skill_HydraFamiliar","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
128,"Skill_WhirlingSlash","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
129,"Skill_Engage","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
130,"Skill_Spearfield","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
131,"Skill_StormSpear","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
132,"Skill_BlazingLance","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
133,"Skill_IceSpear","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
134,"Skill_BloodHunt","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,0,100
135,"Skill_ExtractElements","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,0,100
136,"Skill_FrostWhirl","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,0,100
137,"Skill_HuntersMark","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,0,100
138,"Skill_Impale","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,0,100
139,"Skill_OverchargedSpear","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,0,100
140,"Skill_PerfectCombo","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,0,100
141,"Skill_Puncture","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,0,100
142,"Skill_RapidAssault","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,0,100
143,"Skill_RemoteSpearMine","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,0,100
144,"Skill_Sandstorm","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,0,100
145,"Skill_SerpentSpear","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,0,100
146,"Skill_SpearDischarge","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,0,100
147,"Skill_SpearLightningWarp","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,0,100
148,"Skill_WindSpear","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,0,100
149,"Skill_WindstormLance","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,0,100
150,"Skill_WindVortex","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,0,100
151,"Skill_SkeletonsReturnToCombat","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
152,"Skill_MultipleSkeletonsDie","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
153,"Skill_GenericSummonMinion","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
154,"Skill_SummonSkeletonReaver","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
155,"Skill_SkeletonReaverEnrage","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
156,"Skill_SummonSkeletonBrute","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
157,"Skill_SummonSkeletonShield","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
158,"Skill_SummonSkeletonGrenadier","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
159,"Skill_SummonSkeletonIce","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
160,"Skill_SkeletonFrostMageAbility","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
161,"Skill_SummonSkeletonLightning","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
162,"Skill_SummonSkeletonCleric","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
163,"Skill_SummonSkeletonBow","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
164,"Skill_SkeletonBowGasCloud","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
165,"Skill_SkeletonCommandGeneric","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
166,"Skill_ReaverBloodRage","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
167,"Skill_BruteSlamStunned","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
168,"Skill_SkeletonShieldPlacement","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
169,"Skill_SkeletonGrenadierExplode","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
170,"Skill_SkeletonLightningStorm","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
171,"Skill_SkeletonClericRaise","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
172,"Skill_SummonFireDemon","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
173,"Skill_GiveFireDemonSkill","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
174,"Skill_BoneOffering","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
175,"Skill_FleshOffering","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
176,"Skill_Command","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
177,"Skill_Unearth","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
178,"Skill_BoneCage","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
179,"Skill_Contagion","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
180,"Skill_ContagionSpread","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
181,"Skill_ContagionLarge","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
182,"Skill_CurseGeneric","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
183,"Skill_Enfeeble","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
184,"Skill_EssenceDrain","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
185,"Skill_DetonateDead","",1000,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
186,"Skill_BoneSpear","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
187,"Skill_RaiseZombieCollect","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
188,"Skill_RaiseZombie","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
189,"Skill_CorpseExplode","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
190,"Skill_ProfaneRune","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
191,"Skill_Despair","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
192,"Skill_TemporalChains","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
193,"Skill_RaiseSpectre","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
194,"Skill_Bonestorm","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
195,"Skill_BonestormRelease","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
196,"Skill_DarkEffigyTotem","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
197,"Skill_PowerChargeOffering","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
198,"Skill_Hexblast","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
199,"Skill_IceMageAbility","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
200,"Skill_CommandOpen","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
201,"Skill_CommandOpenCombat","",0,20000,[],[],"",1,[0],200,0,"",[],"",-16843010,-16843010,1,100
202,"Skill_BoneSpearRelease","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
203,"Skill_CastOnMinionDeath","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
204,"Skill_GrimFeast","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
205,"Skill_Vulnerability","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
206,"Skill_SniperGasCloud","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
207,"Skill_ColdSnap","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
208,"Skill_Fireball","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
209,"Skill_Firestorm","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
210,"Skill_FireWall","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
211,"Skill_Flameblast","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
212,"Skill_FrostBoltRemote","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
213,"Skill_LightningConduit","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
214,"Skill_LightningWarpSuccess","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
215,"Skill_LightningWarpFail","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
216,"Skill_MagmaOrb","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
217,"Skill_SolarOrb","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
218,"Skill_BoneShatterStunned","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
219,"Skill_Earthquake","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
220,"Skill_ShockwaveTotem","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
221,"Skill_ShieldCharge","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
222,"Skill_ShieldChargeKnockdown","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
223,"Skill_EarthShatter","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
224,"Skill_ShieldDrumBreak","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
225,"Skill_LeapSlam","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
226,"Skill_VolcanicFissure","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
227,"Skill_AncestralTotem","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
228,"Skill_MoltenShellBlock","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
229,"Skill_Shieldwave","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
230,"Skill_BoneShatter","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
231,"Skill_MoltenBlast","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
232,"Skill_PerfectStrikeFail","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
233,"Skill_PerfectStrikeSuccess","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
234,"Skill_ScavengedPlating","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
235,"Skill_ShieldDrum","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
236,"Skill_ShieldingCryWave","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
237,"Skill_ShieldWall","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
238,"Skill_SpinningInferno","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
239,"Skill_Stampede","",0,20000,[],[],"","",[0],841,0,"",[],"",-16843010,-16843010,1,100
