"rownum","Id","rid_4","rid_20","rid_36","i32_52","bool_56","bool_57","bool_58","bool_59","i32_60","i32_64","i32_68","bool_72","i32_73","bool_77","bool_78","rid_79","i32_95","f32_99","f32_103","f32_107","bool_111","rid_112","string_128"
42,42,505,21,"",0,1,1,"","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
43,43,506,21,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
44,44,507,21,791,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
45,45,536,32,2371,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
46,46,505,46,"",0,1,1,"","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
47,47,514,21,1734,0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
48,48,520,21,"",50,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
49,49,527,21,"",0,"",1,"","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
50,50,531,21,2365,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
51,51,532,21,2367,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
52,52,533,21,2366,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
53,53,537,32,2400,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
54,54,538,32,2401,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
55,55,555,46,2421,0,"","","","",0,15,50,"",4,"","","",0,1,1,1,1,"",""
56,56,557,21,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
57,57,558,21,"",50,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
58,58,560,32,2431,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
59,59,579,21,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
60,60,582,21,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
61,61,589,32,2509,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
62,62,586,32,"",0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
63,63,602,21,2577,20,1,1,"","",0,8,0,"",2,"","","",0,1,1,1,1,"",""
64,64,603,21,2569,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
65,65,613,21,2694,50,"","","","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
66,66,612,21,"",0,1,"","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
67,67,615,21,2620,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
68,68,617,21,2621,25,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
69,69,623,27,"",0,"","","","",0,0,0,"",4,"","","",0,1,1,1,1,"",""
70,70,650,25,2760,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
71,71,657,25,2760,25,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
72,72,661,21,2789,0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
73,73,662,21,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
74,74,663,25,2807,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
75,75,664,25,2808,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
76,76,668,21,2826,0,"","","","",0,11,0,"",4,"","","",0,1,1,1,1,"",""
77,77,672,21,2903,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
78,78,562,32,2927,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
79,79,684,21,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
80,80,690,21,3111,0,"","","","",0,11,0,"",4,"","","",0,1,1,1,1,"",""
81,81,586,21,2826,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
82,82,689,21,3174,25,1,"","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
83,83,696,21,3139,0,1,"","","",0,18,0,"",4,"","","",0,1,1,1,1,"",""
84,84,713,21,3194,0,1,"","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
85,85,711,21,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
86,86,729,21,"",0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
87,87,730,21,"",0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
88,88,733,21,3271,0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
89,89,564,32,3007,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
90,90,415,21,1780,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
91,91,752,21,3425,25,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
92,92,753,21,"",25,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
93,93,756,21,2569,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
94,94,758,21,554,0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
95,95,768,21,1779,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
96,96,752,21,3425,25,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
97,97,566,32,3468,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
98,98,93,21,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
99,99,778,21,2569,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
100,100,779,25,2620,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
101,101,781,21,3503,0,"","","","",0,9,0,"",4,"","","",0,1,1,1,1,"",""
102,102,784,27,3515,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
103,103,285,29,1181,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
104,105,810,21,3578,0,"","","","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
105,106,814,21,3587,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
106,107,815,21,3588,20,"","","","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
107,109,824,21,3643,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
108,110,828,21,3634,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
109,112,831,21,3662,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
110,113,856,21,3746,0,1,"","","",4,20,0,"",4,"","","",0,1,1,1,1,"",""
111,114,857,21,3759,0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
112,115,860,32,3779,0,"","",1,"",0,10,-50,"",4,"","","",0,1,1,1,1,"",""
113,116,869,21,"",0,1,"","","",0,10,400,"",4,"","","",0,1,1,1,1,"",""
114,117,868,21,"",10,1,"","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
115,118,859,21,3848,0,1,"","","",0,10,-50,"",4,"","","",0,1,1,1,1,"",""
116,119,870,21,3759,0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
117,120,867,21,"",0,"","",1,"",0,3,0,1,4,"","","",0,1,1,1,1,"",""
118,121,871,32,3857,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
119,122,879,32,3916,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
120,123,884,32,3994,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
121,124,886,21,4142,0,1,"","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
122,125,887,21,4017,0,"","","","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
123,126,889,21,"",0,"","","","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
124,127,890,21,4020,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
125,128,891,21,4021,0,"","","","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
126,129,894,21,4052,0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
127,130,895,21,"",0,"",1,"","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
128,131,899,21,4123,0,1,1,1,"",0,7,100,1,4,"","","",0,1,1,1,1,"",""
129,132,900,30,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
130,133,904,21,4327,0,1,"","","",0,15,0,"",3,"","","",0,1,1,1,1,"",""
131,134,912,21,"",0,"",1,1,"",0,5,0,"",4,"","","",0,1,1,1,1,"",""
132,135,919,21,"",0,1,1,1,"",0,5,0,"",4,"","","",0,1,1,1,1,"",""
133,136,920,21,4211,0,1,"","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
134,137,909,21,4157,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
135,138,940,21,3759,0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
136,139,1045,21,5077,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
137,140,943,21,3759,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
138,141,944,21,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
139,142,945,21,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
140,143,946,21,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
141,144,954,32,4474,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
142,145,957,21,"",0,"","","","",0,1,0,"",4,"","","",0,1,1,1,1,"",""
143,146,959,21,"",0,"",1,"","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
144,147,961,21,"",0,"","","","",0,20,0,"",4,"","","",0,1,1,1,1,"",""
145,148,967,21,"",0,"",1,"","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
146,149,969,21,"",0,"",1,"","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
147,150,956,21,4667,0,1,1,"","",0,15,50,"",4,"","","",0,1,1,1,1,"",""
148,151,972,21,"",0,"",1,"","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
149,152,979,21,4628,0,"","","","",0,15,300,"",4,"","","",0,1,1,1,1,"",""
150,153,982,21,"",0,"","","","",0,1,0,"",4,"","","",0,1,1,1,1,"",""
151,154,986,21,4711,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
152,155,990,21,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
153,156,997,21,4663,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
154,157,987,21,4712,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
155,158,988,21,4713,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
156,159,989,21,4714,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
157,160,991,21,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
158,161,992,21,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
159,162,993,21,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
160,163,1009,21,4745,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
161,164,1011,21,4825,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
162,165,1012,21,4853,0,"","","","",0,11,0,"",4,"","","",0,1,1,1,1,"",""
163,166,1013,21,4854,0,"","","","",0,12,0,"",4,"","","",0,1,1,1,1,"",""
164,167,1018,25,4899,0,"","","","",0,26,67,"",4,"","","",0,1,1,1,1,"",""
165,168,1020,21,4904,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
166,169,1022,21,4905,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
167,170,1021,21,4910,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
168,171,1027,21,450,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
169,172,1028,21,4937,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
170,173,1031,32,4976,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
171,174,1044,21,1353,0,"","","","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
172,175,1059,25,"",0,1,1,"","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
173,176,1060,25,"",0,1,1,"","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
174,177,1162,21,5656,0,1,"","","",0,13,0,"",4,"","","",0,1,1,1,1,"",""
175,178,1163,21,5657,0,1,"","","",0,13,0,"",4,"","","",0,1,1,1,1,"",""
176,179,1164,21,5658,0,1,"","","",0,13,0,"",4,"","","",0,1,1,1,1,"",""
177,180,1167,21,5677,0,1,"","","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
178,181,691,21,5852,0,"","","","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
179,182,692,21,"",0,"","","","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
180,183,913,21,"",0,"",1,1,"",0,3,0,"",4,"","","",0,1,1,1,1,"",""
181,184,914,21,"",0,"",1,1,"",0,3,0,"",4,"","","",0,1,1,1,1,"",""
182,185,915,21,"",0,"",1,1,"",0,3,0,"",4,"","","",0,1,1,1,1,"",""
183,186,916,21,"",0,"",1,1,"",0,3,0,"",4,"","","",0,1,1,1,1,"",""
184,187,917,21,"",0,"",1,1,"",0,3,0,"",4,"","","",0,1,1,1,1,"",""
185,188,1204,21,"",0,"",1,"","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
186,189,1224,21,"",0,1,1,1,"",0,6,0,1,4,"","","",0,1,1,1,1,"",""
187,190,1240,21,6197,10,"","","","",0,7,0,"",4,"","","",0,1,1,1,1,"",""
188,193,1243,21,6210,30,"",1,"","",0,6,0,"",4,"","","",0,1,1,1,1,"",""
189,196,1242,21,"",0,"","","","",0,7,0,"",4,"","","",0,1,1,1,1,"",""
190,197,1260,21,6398,0,"","","","",0,11,0,"",4,"",1,6433,7,0.7,0.7,1.1,1,"",""
191,198,1262,21,6429,0,"","","","",0,10,30,"",4,"","","",0,1,1,1,1,"",""
192,199,1263,21,6432,0,"","","","",0,7,0,"",4,"","","",0,1,1,1,1,"",""
193,200,1271,21,6530,0,"","","","",0,12,0,"",4,"","","",0,1,1,1,"","",""
194,201,1273,21,6553,0,"","","","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
195,202,1282,21,518,0,"","","","",10,15,0,"",4,"","","",0,1,1,1,1,"",""
196,203,1261,21,7051,0,"","","","",0,15,-50,"",4,"",1,7658,7,0.7,1.4,1.4,1,"",""
197,204,1294,21,7042,10,"","",1,"",0,14,0,"",4,"","","",0,1,1,1,1,"",""
198,205,960,21,"",0,"",1,"","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
199,206,968,21,"",0,"",1,"","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
200,1000,1080,21,5288,0,"","","",1,0,15,0,"",4,"","","",0,1,1,1,1,"",""
201,1001,1081,22,5303,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
202,1002,1082,28,5317,0,"","","","",0,20,0,"",4,"","","",0,1,1,1,1,"",""
203,1003,1085,21,5312,0,"","","","",0,17,0,"",4,"","","",0,1,1,1,1,"",""
204,1004,1088,32,5317,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
205,1005,1092,32,5372,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
206,1006,1096,21,5368,0,"","",1,"",0,10,0,"",4,"","","",0,1,1,1,1,"",""
207,1007,1099,21,5312,0,"","","","",0,17,0,"",4,"","","",0,1,1,1,1,"",""
208,1008,1104,21,5368,0,"","",1,"",0,10,0,1,4,"","","",0,1,1,1,1,"",""
209,1009,1119,21,5312,0,"","","","",0,17,0,"",4,"","","",0,1,1,1,1,"",""
210,1010,1120,21,5312,0,"","","","",0,17,0,"",4,"","","",0,1,1,1,1,"",""
211,1011,1121,21,5312,0,"","","","",0,17,0,"",4,"","","",0,1,1,1,1,"",""
212,1012,1122,21,5452,0,"","","","",0,6,0,"",4,"","","",0,1,1,1,1,"",""
213,1013,1123,21,5453,0,"","","","",0,9,0,"",4,"","","",0,1,1,1,1,"",""
214,1014,1124,21,5454,0,"","","","",0,12,0,"",4,"","","",0,1,1,1,1,"",""
215,1015,1127,21,6715,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
216,1016,1149,25,5521,0,"","",1,"",0,15,50,"",4,"","","",0,1,1,1,"",5521,"aux_projectile"
217,1017,1129,22,"",0,1,"","","",0,20,0,"",4,"","","",0,1,1,1,1,"",""
218,1018,1133,21,"",0,"","","","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
219,1019,1133,21,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
220,1020,1141,21,5489,0,1,"","","",0,4,100,"",4,"","","",0,1,1,1,1,"",""
221,1021,1148,25,5509,0,"","","","",0,8,50,"",4,"","","",0,1,1,1,1,"",""
222,1022,1152,21,5525,0,"",1,"","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
223,1024,1154,22,"",0,"","",1,"",0,10,-25,"",4,"","","",0,1,1,1,1,"",""
224,1025,98,21,"",0,1,1,1,"",0,3,-20,1,4,1,"","",0,1,1,1,1,"",""
225,1026,100,21,"",0,1,1,1,"",0,5,-20,1,4,1,"","",0,1,1,1,1,"",""
226,1027,1296,21,"",0,1,"","","",0,5,0,"",4,1,"","",0,1,1,1,1,"",""
227,1028,1297,21,"",0,1,1,1,"",0,10,15,"",4,1,"","",0,1,1,1,1,"",""
228,1029,1114,21,"",0,1,"","","",0,0,0,"",4,"","","",0,1,1,1,1,"",""
229,1032,1333,21,"",0,"","","","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
230,1033,1331,21,"",0,"","",1,"",0,15,100,1,4,"","","",0,1,1,1,1,"",""
231,1034,1332,21,7096,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
232,1035,1334,21,"",0,1,1,1,"",0,15,0,"",4,"","","",0,1,1,1,1,"",""
233,1036,1335,21,7111,0,"","","","",0,6,100,"",4,"","","",0,1,1,1,1,"",""
234,1037,1340,21,"",20,"","","","",0,15,0,"",4,"",1,"",0,0.75,0.9,1.2,1,"",""
235,1038,1341,21,7137,0,"","",1,"",0,6,600,"",4,"",1,7136,6,0.9,0.9,0.9,1,"",""
236,1039,1343,21,7149,5,"","","","",0,15,0,"",4,"",1,"",0,0.75,0.75,1,1,"",""
237,1040,1344,21,7174,0,"","",1,"",0,10,0,"",4,"","","",0,1,1,1,1,7159,"aux_mortar_01"
238,1041,1345,21,7150,0,"","",1,"",0,8,0,"",4,"","","",0,1,1,1,1,7159,"aux_mortar_01"
239,1042,1346,21,7151,0,"","",1,"",0,15,0,"",4,"","","",0,1,1,1,1,"",""
240,1043,1347,21,7152,0,"","",1,"",0,15,0,"",4,"","","",0,1,1,1,1,"",""
241,1044,1348,21,7153,0,"","",1,"",0,15,0,"",4,"","","",0,1,1,1,1,"",""
242,1045,1351,21,7174,0,"","","","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
243,1046,1353,21,7203,5,"","","","",0,15,0,"",4,"",1,"",0,0.75,0.75,1,1,"",""
244,1047,1354,21,7196,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
245,1048,1363,21,7193,25,"","",1,"",0,5,60,"",4,"","","",0,1,1,1,1,7205,"root"
246,1049,1364,21,7193,15,"","",1,"",0,10,0,"",4,"","","",0,1,1,1,1,"","root"
247,1053,1020,21,5681,0,"","","","",5,20,0,"",4,"","","",0,1,1,1,1,"",""
248,1054,1377,21,7213,0,"","",1,"",0,6,600,"",4,"",1,7214,6,0.9,0.9,0.9,1,"",""
249,1055,1382,21,7242,0,1,"",1,"",0,7,0,"",4,"","","",0,1,1,1,1,7249,"sceptremesh"
250,1056,1387,21,"",0,1,"","","",0,0,0,"",4,"","","",0,1,1,1,1,"",""
251,1057,1388,21,"",30,"","","","",0,0,0,"",4,1,1,"",0,0.5,0.6,1.5,1,"",""
252,1058,1378,21,7213,0,"","",1,"",0,6,600,"",4,"",1,7214,6,0.9,0.9,0.9,1,"",""
253,1059,1392,28,7276,10,"","","","",0,12,0,"",4,"","","",0,1,1,1,1,"",""
254,1060,1393,25,"",10,"","","","",0,12,0,"",4,"","","",0,1,1,1,1,"",""
255,1061,1394,21,"",10,"","","","",0,12,0,"",4,"","","",0,1,1,1,1,"",""
256,1062,1395,21,6432,0,"","","","",0,7,0,"",4,"","","",0,1,1,1,1,"",""
257,1063,1396,21,6553,0,"","","","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
258,1064,1399,21,"",15,"","","","",0,0,0,"",4,"","","",0,1,1,1,1,"",""
259,1065,1401,21,"",10,"","","","",0,15,0,"",4,"",1,"",0,0.75,0.6,1.2,1,"",""
260,1066,1404,21,"",0,1,1,1,"",0,15,0,"",4,"","","",0,1,1,1,1,"",""
261,1067,1405,21,"",20,"","","","",0,15,0,"",4,"",1,"",0,0.75,0.9,1.2,1,"",""
262,1068,1407,21,"",25,"","","","",0,1,0,"",4,"","","",0,1,1,1,"","",""
263,1069,1410,21,7233,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
264,1070,1142,21,7318,20,1,"","","",0,4,80,"",4,"","","",0,1,1,1,"","",""
265,1071,1464,21,7363,0,"","","","",0,10,0,"",4,"",1,"",0,0.75,0.6,1.2,1,"",""
266,1072,1482,28,7737,0,"","","","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
267,1073,1530,21,7986,10,"","","","",0,14,0,"",4,"","","",0,1,1,1,1,"",""
268,1074,1540,21,8066,25,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
269,1075,1576,21,8129,5,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
270,1076,1602,21,8218,0,"","","","",0,10,30,"",4,"","","",0,1,1,1,1,"",""
271,1077,1617,21,"",0,"","","","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
272,1078,1618,21,"",0,1,"","","",0,5,0,"",4,1,"","",0,1,1,1,1,"",""
273,1079,1648,21,8413,0,"","","","",0,10,30,"",4,"","","",0,1,1,1,1,"",""
274,1080,1654,21,8462,0,1,1,"","",0,15,0,"",4,"","","",0,1,1,1,"","",""
275,1081,1150,25,5521,0,"","",1,"",0,15,50,"",4,"","","",0,1,1,1,"",5521,"aux_projectile"
276,1082,1298,21,"",0,1,1,1,"",0,10,15,"",4,1,"","",0,1,1,1,1,"",""
277,1083,1602,21,8218,0,"","","","",0,10,30,"",4,"","","",0,1,1,1,1,"",""
