"rownum","Id","rid_8","[f32]_24","[rid]_40","[string]_56"
85,"CelestialSummonRagingSpiritSurge",5557,[],[],[]
86,"SummonArcaneEyeSurge",5748,[],[],[]
87,"PainSuppressionSurge",5560,[],[],[]
88,"SunSurge",5572,[],[],[]
89,"BloodreapSurge",5629,[],[],[]
90,"IceShotVaalOrbSurge",137,[],[],[]
91,"RighteousFireLightbringerSurge",5665,[],[],[]
92,"ArrowSurgeStygianPuncture",5732,[],[],[]
93,"AbsolutionBlastSurge",5767,"[1,2,3]","[5767,5767,5767]","[""slow"",""medium"",""fast""]"
94,"OverseerSurge",5769,[],[],[]
95,"ScavengerSurge",5770,[],[],[]
96,"BloodTendrilsSurgeTranscendence",5822,[],[],[]
97,"VoidEmperorBladeBurstSurgeEffect",5848,[],[],[]
98,"ManaSurgeMultiSpeed",5857,"[1,2,3]","[5857,5857,5857]","[""slow"",""medium"",""fast""]"
99,"ColdSnapOverseerSurge",5866,[],[],[]
100,"VortexSurgeMyrmidon",5883,[],[],[]
101,"ArrowSurgeFireMystic",5893,[],[],[]
102,"StormCultistLightningSurge",5934,[],[],[]
103,"EyeOfWinterCelestialSurge",5964,[],[],[]
104,"SirenSurge",6208,[],[],[]
105,"DeepwaterSurge",6209,[],[],[]
106,"DirebladeFireballMultiSurge",6279,"[1,2,3]","[6279,6279,6279]","[""slow"",""medium"",""fast""]"
107,"SummonRagingSpiritsOblivionSurge",6304,[],[],[]
108,"SummonRagingSpiritsOnyxOblivionSurge",6305,[],[],[]
109,"CracklingLanceCelestial",6341,[],[],[]
110,"HeritageSurge",6351,[],[],[]
111,"DivergenceSurge",6352,[],[],[]
112,"OblivionFireballSurge",6404,"[1,2,3]","[6404,6404,6404]","[""slow"",""medium"",""fast""]"
113,"OnyxOblivionFireballSurge",6405,"[1,2,3]","[6405,6405,6405]","[""slow"",""medium"",""fast""]"
114,"MoltenShellCastDivine",6466,[],[],[]
115,"BloodTendrilsSurgeMercurial",6512,[],[],[]
116,"XenozakSurge",6594,[],[],[]
117,"FirestormMeteorShowerSurge",6604,[],[],[]
118,"IncendiaryBoltSurge",6681,[],[],[]
119,"SummonRagingSpiritsDemonicSurge",6727,[],[],[]
120,"ForbiddenRiteCatSurge",6732,[],[],[]
121,"DemonicFireballSurge",6734,"[1,2,3]","[6734,6734,6734]","[""slow"",""medium"",""fast""]"
122,"CelestialNovaSurge",6747,[],[],[]
123,"BloodSurgeHeritageSurge",6757,[],[],[]
124,"LightningArrowDivineSurge",6848,[],[],[]
125,"IceSpearVoidEmperorSurge",6849,[],[],[]
126,"MoltenShellCastMercury",6862,[],[],[]
127,"VaalMoltenShellCastMercury",6863,[],[],[]
128,"GalvanicFieldSurge",6928,[],[],[]
129,"CelestialGalvanicFieldSurge",6969,[],[],[]
130,"AutomatonGalvanicFieldSurge",6977,[],[],[]
131,"RighteousFireTranscendenceSurge",6978,[],[],[]
132,"StarfallReapSurge",7022,[],[],[]
133,"PolymorphPlayerSurgeMTX",7033,[],[],[]
134,"SummonerRingRitual",7367,[],[],[]
135,"SummonerRingStygian",7368,[],[],[]
136,"SummonerRingNecrotic",7369,[],[],[]
137,"SummonerRingDivine",7370,[],[],[]
138,"VaalVenomGyreSurge",7371,[],[],[]
139,"VaalVenomGyreSurgeIllusionist",7372,[],[],[]
140,"EyeOfWinterButterflySurge",7486,[],[],[]
141,"ColdSnapBlightedSurge",7492,[],[],[]
142,"VortexSurgeDeathly",7519,[],[],[]
143,"ColdSnapDelirium",7523,[],[],[]
144,"RollingThunderWaveOfConviction",7528,[],[],[]
145,"WildlifeGraceSurge",7568,[],[],[]
146,"WildlifeDeterminationSurge",7569,[],[],[]
147,"WildlifeDisciplineSurge",7570,[],[],[]
148,"CorruptionCreepingFrostSurge",7606,[],[],[]
149,"VineReapSurge",7616,[],[],[]
150,"FreezingBoltSurge",6682,[],[],[]
151,"ArmourPiercingBoltSurge",6683,[],[],[]
152,"CrossbowSurge",6696,[],[],[]
153,"IncendiaryPowerShotSurge",6708,[],[],[]
154,"FreezingPowerShotSurge",6709,[],[],[]
155,"ArmourPiercingPowerShotSurge",6710,[],[],[]
156,"CurseTriggerSurge",8053,[],[],[]
157,"StormblastSurge",8057,[],[],[]
158,"DemonFormSurge",8750,[],[],[]
159,"ArchmageSurge",8788,[],[],[]
160,"BloodmageSurge",8789,[],[],[]
161,"RathpithSurge",9281,[],[],[]
