"rownum","MonsterVarietiesKey","LegionFactionsKey","LegionRanksKey","i32","MiscAnimatedKey","i32","i32","[i32]","[i32]","[i32]","[i32]","[i32]","[i32]","i32","i32","[rid]","MonsterVarietiesKey2"
40,7562,1,2,1,[],0,1,[],[],[],[],[],[],15,40,[],""
41,7565,1,2,0,[],0,1,[],[],[],[],[],[],15,60,[],""
42,7568,1,3,3,[],0,1,[],[],[],[],[],[],15,60,[],""
43,7430,0,57,0,[],0,2,[],[],[],[],[],[],150,50,[],""
44,7431,0,57,0,[],0,2,[],[],[],[],[],[],150,50,[],""
45,7432,0,57,0,[],0,2,[],[],[],[],[],[],150,50,[],""
46,7433,0,57,0,[],0,2,[],[],[],[],[],[],150,50,[],""
47,7434,0,57,0,[],0,2,[],[],[],[],[],[],150,50,[],""
48,7446,0,57,0,[],0,1,[],[],[],[],[],[],150,50,[],""
49,7447,0,57,1,[],0,1,[],[],[],[],[],[],150,50,[],""
50,7448,0,57,0,[],0,1,[],[],[],[],[],[],150,120,[],""
51,7459,2,57,0,[],0,8,[],[],[],[],[],[],150,60,[],""
52,7468,2,57,1,[],0,1,[],[],[],[],[],[],150,60,[],""
53,7469,2,57,0,[],0,1,[],[],[],[],[],[],150,60,[],""
54,7487,3,57,0,[],0,5,[],[],[],[],[],[],150,50,[],""
55,7488,3,57,0,[],0,5,[],[],[],[],[],[],150,50,[],""
56,7497,3,57,0,[],0,1,[],[],[],[],[],[],150,50,[],""
57,7498,3,57,1,[],0,1,[],[],[],[],[],[],150,110,[],""
58,7499,3,57,0,[],0,1,[],[],[],[],[],[],150,110,[],""
59,7513,4,57,0,[],0,3,[],[],[],[],[],[],150,50,[],""
60,7514,4,57,0,[],0,3,[],[],[],[],[],[],150,50,[],""
61,7515,4,57,0,[],0,3,[],[],[],[],[],[],150,60,[],""
62,7524,4,57,2,[],0,1,[],[],[],[],[],[],150,50,[],""
63,7525,4,57,2,[],0,1,[],[],[],[],[],[],150,50,[],""
64,7541,1,57,0,[],0,3,[],[],[],[],[],[],150,50,[],""
65,7542,1,57,0,[],0,3,[],[],[],[],[],[],150,50,[],""
66,7543,1,57,1,[],0,1,[],[],[],[],[],[],150,50,[],""
67,7551,1,57,2,[],0,3,[],[],[],[],[],[],150,50,[],""
68,7555,1,57,0,[],0,3,[],[],[],[],[],[],150,50,[],""
69,7560,1,57,0,[],0,1,[],[],[],[],[],[],150,60,[],""
70,7561,1,57,0,[],0,1,[],[],[],[],[],[],150,60,[],""
