"rownum","Id","MonsterVarietiesKeys","AchievementItemsKeys","bool","PlayerConditionsKeys","MonsterDeathConditionsKeys","[rid]","i32","i32","bool","bool","[rid]","[rid]","[string]","[rid]","rid","i32","NearbyMonsterConditionsKeys","bool","MultiPartAchievementConditionsKeys","[i32]","bool","[rid]","[rid]","bool"
13,"KillDominusAsRanger",[1636],[993],"",[12],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
14,"KillDominusAsTemplar",[1636],[994],"",[14],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
15,"KillDominusAsWitch",[1636],[995],"",[11],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
16,"KillDominusAsShadow",[1636],[996],"",[16],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
17,"KillDominusAsDuelist",[1636],[997],"",[15],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
18,"KillDominusAsMarauder",[1636],[998],"",[13],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
19,"KillDominusAsScion",[1636],[999],"",[17],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
20,"KillAnyHarbinger",[0],[],"",[],[4],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
21,"KillAnyBreachMonsterWithRampageAndShrine",[0],[],"","[19,20]",[16],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
22,"KillAnyRogueExileInKaomsStronghold",[0],[2512],"",[],[5],[67],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
23,"KillAnyRogueExileWithTalisman",[0],[],"",[],"[5,25]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
24,"KillAnyInvasionBoss",[0],[2598],"",[],[6],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
25,"KillAnyMonsterTouchedByTormentSpirit",[0],[9908],"",[],[14],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
26,"KillAnyMapBoss",[0],[],"",[],[7],[],1,1,"",1,[],[],[],[],"",0,[],"",[],[],"",[],[],""
27,"KillAnyMapBossWhileAffectedByDivineShrine",[0],[7813],"",[44],[7],[],1,1,"",1,[],[],[],[],"",0,[],"",[],[],"",[],[],""
28,"KillAnyOnslaughtMapBoss",[0],[],"",[],"[7,17]",[],1,1,"",1,[],[],"[""攀爀猀漀甀氀圀栀椀氀攀䘀漀爀琀椀昀椀攀搀""]",[],"",0,[],"",[],[],"",[],[],""
29,"KillAnyOnslaughtBeyondBoss",[0],[],"",[],"[15,17]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
30,"KillAnyPossessedOnslaughtInvasionBoss",[0],[],"",[],"[13,17,6]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
31,"KillAnyPossessedEssenceMonster",[0],[],"",[],"[13,21]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
32,"KillAnyTripleEssenceTalismanMonsterWithTempest",[0],[],"",[],"[22,25]",[],1,1,"","",[3117],[],[],[],"",0,[],"",[],[],"",[],[],""
33,"KillAnyQuintessenceMonsterLevel80",[0],[7160],"",[],[23],[],80,80,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
34,"KillAnyOctessenceMonsterLevel83",[0],[9567],"",[],[24],[],83,83,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
35,"KillDroughtMaddenedRhoaFullyEnraged",[2363],[],"",[],[8],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
36,"KillWitchOfTheCauldronWithSoulEater",[2392],[],"",[],[9],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
37,"KillElderInRedMaps","[6172,6174]",[],"",[],[],[],78,83,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
38,"KillElderInYellowMaps","[6172,6174]",[],"",[],[],[],73,77,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
39,"KillElderInWhiteMaps","[6172,6174]",[],"",[],[],[],68,72,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
40,"KillAmalgamOfNightmaresWithEffluentX10",[6004],[],"",[18],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
41,"KillPortentiaWithEffluentX10",[5372],[],"",[18],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
42,"KillStoneOfCurrentsWithoutShield",[4350],[],"",[],[10],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
43,"KillAulenWith4Totems",[2466],[],"",[],[11],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],"",[],[],""
44,"KillUulNetolWithCorruptedBloodX5",[5277],[],"",[8],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],"",[],[],""
45,"KillGnarWhileEnraged",[4151],[],"",[],[12],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
46,"KillStonebeakWhileEnraged",[4164],[],"",[],[12],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
47,"KillBelcerPossessedByTwoPirates",[2386],[],"",[],"[18,19]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
48,"KillLitaniusWhileBothCursed",[2343],[],"",[21],[20],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
49,"KillBeastOfThePitsWhileIncapacitated",[2373],[],"",[],[26],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
50,"KillTulWith4Totems",[5271],[],"",[],[],[],1,1,"","",[],[],[],[],"",0,[0],"",[],[],"",[],[],""
51,"KillFragmentOfWinterWith10Minions",[4289],[],"",[],[],[],1,1,1,"",[],[],[],[],"",0,[1],"",[],[],"",[],[],""
52,"KillSanguineSirenWith3BloodRavens",[5839],[],"",[],[],[],1,1,"","",[],[],[],[],"",0,[2],"",[],[],"",[],[],""
53,"KillShockAndHorrorAfter2BeamsWhileInBeam",[2400],[],"",[24],[],[],1,1,"","",[],[14],[],[],"",0,[],"",[],[],"",[],[],""
54,"KillRektarsMinibossesBeforeHeArrives","[239,240,241,242,243,244,245,246]",[],"",[],[],[],1,1,"","",[],[],[],[15],"",0,[],"",[],[],"",[],[],""
55,"KillHephaestusWhileEnraged",[4586],[],"",[],[31],[],1,1,"","",[],[32],[],[],"",0,[],"",[],[],"",[],[],""
56,"KillMegaeraWithFireSkelliesX10",[2370],[],"",[],[],[],1,1,1,"",[],[],[],[],"",0,[3],"",[],[],"",[],[],""
57,"KillOmnitectAfterGuards",[4345],[],"",[],[],[],1,1,"","",[],[],[],[25],"",0,[],"",[],[],"",[],[],""
58,"KillGuardianOfTheVaultAfterKillingTreasureGolems",[3017],[],"",[],[],[],1,1,"","",[],[],[],[60],"",0,[],"",[],[],"",[],[],""
59,"KillDoedreDefilerWhileScreeching",[5971],[],"",[],[32],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
60,"KillTitanTotemWith3Totems",[5075],[],"",[],[],[],1,1,"","",[],[],[],[],8,-1,[],"",[],[],"",[],[],""
61,"KillXophWithHotdogsX10",[5268],[],"",[],[33],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
62,"KillWoadWithNoUnmovedStatues",[5308],[],"",[],[],[],1,1,"","",[],[],[],[],"",0,[4],"",[],[],"",[],[],""
63,"KillCleansingLightWithNoUnmovedStatues",[5313],[],"",[],[],[],1,1,"","",[],[],[],[],"",0,[5],"",[],[],"",[],[],""
64,"KillSyntheteNightmareWithVoidPitsX12",[7355],[9709],"",[],[],[],1,1,"","",[],[],[],[],"",0,[6],"",[],[],"",[],[],""
65,"KillSyntheteNightmareWithPylonsX12",[7355],[9709],"",[],[],[],1,1,"","",[],[],[],[],"",0,[7],"",[],[],"",[],[],""
66,"KillSyntheteNightmareWithoutVoidPitsOrPylonsX7",[7355],[],"",[],[],[],1,1,1,"",[],[],[],[72],"",0,"[8,9]","",[],[],"",[],[],""
67,"KillHeraldOfThunderWithHeraldOfAshOverHalfHealth",[2496],[],"",[],[],[],1,1,"","",[],[],[],[],"",0,[10],"",[],[],"",[],[],""
68,"KillVaalOmnitectAfterExperimentedHatchling",[6805],[],"",[],[],[],1,1,"","",[],[],[],[],24,-1,[],"",[],[],"",[],[],""
69,"KillGuardianOfTheVaultAfterKillingTreasureGolemsCheck",[4619],[],"",[],[],[],1,1,"","",[],[61],[],[],"",0,[],"",[0],[],"",[],[],""
70,"KillAhuatotliAllPyramidsActiveWithoutDamage",[6851],[],"",[],[],[],1,1,"","",[],[36],[],[],"",0,[],"",[1],[],"",[],[],""
71,"KillKurgalWithoutDamageFromObelisks",[6161],[],"",[],[],[],1,1,"","",[],[46],[],[],"",0,[],"",[2],[],"",[],[],""
72,"KillRigwaldLevel80",[4752],[],"",[],[],[],80,80,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
73,"KillAbyssLichLevel83","[6157,6159]","[10240,9410]","",[],[],[],83,83,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
74,"KillMapBreachBossLevel80","[5268,5271,5274,5277,5280]",[9576],"",[],[],[],80,80,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
75,"KillArgusLevel75",[4585],[10270],"",[],[],[],75,75,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
76,"KillHarbingerFinalBossLevel75",[6069],[],"",[],[],[],75,75,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
77,"KillVaalOmnitectLevel81",[6503],"[9106,10029]","",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
78,"KillIzaroLevel75","[4656,4657,4658]",[7671],"",[],[],[],75,75,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
79,"KillVaalPyramidBossesInReverse1",[1428],[],"",[],[],[],1,1,"","",[],[],[],[],21,0,[],"",[3],[],"",[],[],""
80,"KillVaalPyramidBossesInReverse2",[1483],[],"",[],[],[],1,1,"","",[],[],[],[],21,1,[],"","[4,5]",[],"",[],[],""
81,"KillVaalPyramidBossesInReverse3",[1466],[],"",[],[],[],1,1,"","",[],[],[],[],21,2,[],1,[],[],"",[],[],""
82,"KillPossessedBeyondBoss",[0],[],"",[],"[15,13]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
83,"KillVaalOmnitectWhileAffectedByTempestAndExposure",[6503],[9658],"","[25,26]",[],[],83,83,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
84,"KillBartholTheCorruptorWhileAffectedByHereticalFlare",[1403],[],"",[27],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
85,"KillShavronneTheSickeningWhileSheHasFullEnergyShield",[5981],[],"",[],[34],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
86,"KillBazurWithoutTakingDamageFromLiantraAndAfterKilling8ThunderTomes",[5320],[],"",[],[],[],1,1,"","",[],[76],[],[],"",0,[],"",[7],[],"",[],[],""
87,"KillBazurAfterKilling8TomesOfThunder",[5328],[],"",[],[],[],1,1,"","",[],[],[],[77],"",0,[],"",[],[],"",[],[],""
88,"KillErythrophagiaWhileNotCursed",[4259],[],"",[22],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
89,"KillSebbertCrescentsPointWhileAffectedByDarkVortex",[5491],[],"",[28],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
90,"KillTheCleansingLightAtAwakeningLevel8",[5313],[],"",[],[],[],1,1,"","",[10699],[],[],[],"",0,[],"",[],[8],"",[],[],""
91,"KillMephodTheEarthScorcherAtAwakeningLevel8",[5827],[],"",[],[],[],1,1,"","",[10699],[],[],[],"",0,[],"",[],[8],"",[],[],""
92,"KillEaterOfSoulsAtAwakeningLevel8",[4278],[],"",[],[],[],1,1,"","",[10699],[],[],[],"",0,[],"",[],[8],"",[],[],""
93,"KillPortentiaTheFoulAtAwakeningLevel8",[5372],[],"",[],[],[],1,1,"","",[10699],[],[],[],"",0,[],"",[],[8],"",[],[],""
94,"KillBazurAtAwakeningLevel8",[5320],[],"",[],[],[],1,1,"","",[10699],[],[],[],"",0,[],"",[],[8],"",[],[],""
95,"KillTheCursedKingAtAwakeningLevel8",[4753],[],"",[],[],[],1,1,"","",[10699],[],[],[],"",0,[],"",[],[8],"",[],[],""
96,"KillBaronConditionally","[7977,7978]",[],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"","[8,9]",[],"",[],[],""
97,"KillSirusWithoutBeingAffectedByDeatomizationStorm",[8115],[],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[10],[],"",[],[],""
98,"KillSirusWithoutBeingAffectedByDesolationOfTheAwakener",[8115],[],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[11],[],"",[],[],""
99,"KillSirusWithoutBeingHitByCorridorBlastOrInterruptSkill",[8115],[],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"","[12,13]",[],"",[],[],""
100,"KillSirusWithoutBeingHitBySpinningNegationBeam",[8115],[9706],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[14],[],"",[],[],""
101,"KillVeritaniaConditionally","[8002,8003]",[],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"","[16,15]",[],"",[],[],""
102,"KillAlHezminConditionally","[8025,8026]",[],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[17],[],"",[],[],""
103,"KillDroxConditionally","[8054,8055]",[],"",[],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[18],[],"",[],[],""
104,"KillDeliriumMonstersNormal","[8186,8187,8188,8189,8190,8191]",[],1,[],[0],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
105,"KillDeliriumMonstersMagic","[8186,8187,8188,8189,8190,8191]",[],1,[],[1],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
106,"KillDeliriumMonstersRare","[8186,8187,8188,8189,8190,8191]",[],1,[],[2],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
107,"KillIncursionArchitectWhileInDeliriumMist","[6658,6659,6660,6661,6662,6663,6664,6665,6666,6667,6668,6669,6670,6671,6672,6673,6674,6675,6676,6677,6678,6679,6680,6681,6682]",[],"",[],[35],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
108,"KillBlightBossWhileInDeliriumMist","[7701,7709,7711,7717,7721,7731,7743,7764,7773,7782,7788,7799,7804,7817,7824,7830,7836,7843,7852,7861,7867,7879,7889,7901]",[],"",[],[35],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
109,"KillPossessedExile","[2587,2589,2592,2594,2597,2600,2603,2605,2608,2611,2613,2618,2620,2622,2625,2627,2629,2631,2633,2634,2638,2641,2643,2645,2648,2652,2654,2656,2659,2661,2663,2665,2667,2670,2673,2675,2677,2679,2682,2684,2686,2688,2690,2691,2692,2693,2694,2695,2616,2650]",[9913],"",[],[13],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
110,"KillPossessedExileAilentiaRac",[2600],[8724],"",[],[13],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
111,"KillPossessedExileAinsleyVarich",[2616],[8756],"",[],[13],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
112,"KillPossessedExileAntaliaNapora",[2597],[8725],"",[],[13],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
113,"KillPossessedExileArmiosBell",[2608],[8726],"",[],[13],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
114,"KillPossessedExileAshLessard",[2670],[8727],"",[],[13],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
115,"KillPossessedExileAugustinaSolaris","[2682,2684]",[8728],"",[],[13],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
116,"KillPossessedExileAurelioVoidsinger",[2661],[8729],"",[],[13],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
117,"KillPossessedExileBaracusPhraxis",[2663],[8730],"",[],[13],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
118,"KillPossessedExileBoltBrownfur","[2643,2645]",[8731],"",[],[13],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
119,"KillPossessedExileDamoiTui","[2633,2634]",[8732],"",[],[13],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
120,"KillPossessedExileDenaLorenni",[2625],[8733],"",[],[13],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
121,"KillPossessedExileEoinGreyfur","[2652,2654,2694]",[8734],"",[],[13],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
122,"KillPossessedExileIgnaPhoenix","[2620,2622]",[8735],"",[],[13],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
123,"KillPossessedExileIonDarkshroud","[2665,2693,2667]",[8736],"",[],[13],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
124,"KillPossessedExileJonahUnchained","[2631,2691]",[8737],"",[],[13],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
125,"KillPossessedExileKirmesOlli",[2629],[8738],"",[],[13],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
126,"KillPossessedExileLaelFuria",[2686],[8739],"",[],[13],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
127,"KillPossessedExileMagnusStonethorn",[2659],[8740],"",[],[13],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
128,"KillPossessedExileMinaraAnemina","[2618,2695]",[8741],"",[],[13],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
129,"KillPossessedExileOhneTrix",[2648],[8742],"",[],[13],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
130,"KillPossessedExileOrraGreengate","[2587,2589,2692]",[8743],"",[],[13],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
131,"KillPossessedExileOyraOna",[2613],[8744],"",[],[13],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
132,"KillPossessedExileSevetTetherein",[2650],[8757],"",[],[13],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
133,"KillPossessedExileThenaMoga","[2592,2594]",[8745],"",[],[13],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
134,"KillPossessedExileThomImperial",[2679],[8746],"",[],[13],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
135,"KillPossessedExileTinevinHighdove",[2656],[8747],"",[],[13],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
136,"KillPossessedExileTorrOlgosso","[2603,2605,2690]",[8748],"",[],[13],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
137,"KillPossessedExileUltimaThule",[2627],[8749],"",[],[13],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
138,"KillPossessedExileUlyssesMorvant",[2677],[8750],"",[],[13],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
139,"KillPossessedExileVanthAgiel",[2688],[8751],"",[],[13],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
140,"KillPossessedExileVickasGiantbone",[2641],[8752],"",[],[13],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
141,"KillPossessedExileWilorinDemontamer","[2673,2675]",[8753],"",[],[13],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
142,"KillPossessedExileXandoBlooddrinker",[2638],[8754],"",[],[13],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
143,"KillPossessedExileZacharieDesmarais",[2611],[8755],"",[],[13],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
144,"KillMapBossWhileInDeliriumMist",[0],[8780],"",[],"[7,35]",[],1,1,"",1,[],[],[],[],"",0,[],"",[],[],"",[],[],""
145,"KillKitavaInBelfryMapWithoutBeingAffectedByDevouringDarkness",[5580],[],"",[],[],[1192],1,1,1,"",[],[],[],[],"",0,[],"",[19],[],"",[],[],""
146,"DefeatBrittleEmperorInWastelandMapWhileInHisConsecratedGround",[3973],[],"",[29],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],"",[],[],""
147,"DefeatNightmareOmenInPrimordialPoolWithoutDamageFromBloodProjectilesAfter2Submerges",[4275],[],"",[],[],[1205],1,1,"","",[],[],[],[],"",0,[],"","[20,21]",[],"",[],[],""
148,"KillShaperGuardianMaxDelirium","[5028,5019,5024,5031]",[],"",[],[],[],1,1,"","",[11498],[],[],[],"",0,[],"",[],[100],"",[],[],""
149,"KillVarheshInTerraceWithoutBecomingFearful",[5874],[],"",[],[],[1229],1,1,1,"",[],[],[],[],"",0,[],"",[22],[],"",[],[],""
150,"KillLadyStormflayInGhettoWhileVulnerable",[2522],[],"",[23],[],[1226],1,1,1,"",[],[],[],[],"",0,[],"",[],[],"",[],[],""
151,"DefeatPietyTheEmpyreanInShrineWhileAffectedByPietysRage",[2535],[],"",[9],[],[1230],1,1,1,"",[],[],[],[],"",0,[],"",[],[],"",[],[],""
152,"Rampage300InSimulacrum",[0],[],"",[30],[],"[1650,1651,1652,1653,1654]",1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
153,"KillRogueExile","[2603,2608,2611,2631,2633,2638,2641,2587,2592,2597,2682,2686,2688,2665,2670,2673,2652,2656,2659,2618,2620,2625,2600,2613,2643,2677,2661,2627,2648,2629,2663,2679,2616,2650,2690,2691,2692,2693,2694,2695]","[9324,9912]","",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
154,"KillTormentedSpriit","[3726,3727,3728,3729,3730,3731,3732,3733,3734,3735,3736,3737,3738,3739,3740,3741,3742,3743,3744,3745,3746,3747,3748,3749,3751,3752,3753,3754,3755,3756,3757,3758]",[6971],1,[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
155,"KillTormentedSpiritInMonster",[0],[10125],"",[],[13],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
156,"KillPossessedDeliriumBoss","[8178,8179,8180,8181]",[7158],"",[],[13],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
157,"KillBestiaryBoss","[6346,6299,6381,6354,6347,6300,6383,6355]",[10211],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
158,"KillUberAtziri",[3486],[8221],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
159,"KillChayulaInDomain",[5280],[8216],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
160,"KillPreethiEyePeckerWhileYouAndHerAreBleeding",[5933],[7016],"",[31],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],"",[],[],""
161,"KillFallenQueenAfterBrokenPrinceAndHollowLady",[1466],[7017],"",[],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[25],[],"",[],[],""
162,"KillStalkerOfEndlessDunesWithoutBeingAffectedBySandstorm",[5915],[7018],"",[],[],[1239],1,1,"","",[],[],[],[],"",0,[],"",[23],[],"",[],[],""
163,"KillSallazzangWithoutSuppressingFire",[1517],[7019],"",[],[],[1157],1,1,1,"",[],[],[],[],"",0,[],"",[24],[],"",[],[],""
164,"KillIzaroLabOfFortune","[4656,4657,4658]","[9700,9027]","",[],[],[],75,75,"","",[12129],[],[],[],"",0,[],"",[],[5],"",[],[],""
165,"KillIzaroLabOfOpportunity","[4656,4657,4658]","[9700,9028]","",[],[],[],75,75,"","",[12141],[],[],[],"",0,[],"",[],[6],"",[],[],""
166,"KillIzaroLabOfPotential","[4656,4657,4658]","[9700,9029]","",[],[],[],75,75,"","",[12142],[],[],[],"",0,[],"",[],[8],"",[],[],""
167,"KillPortentiaTheFoulAfter3TransformsAndWithoutBeingAffectedByEffluents",[5372],[7137],"",[],[],[1179],1,1,1,"",[],[],[],[],"",0,[],"","[26,27]",[],"",[],[],""
168,"KillTerrorOfInfiniteDriftsWith10StacksQuicksand",[6088],[7138],"",[32],[],[1232],1,1,1,"",[],[],[],[],"",0,[],"",[],[],"",[],[],""
169,"KillChimeraAfterSearching25Clouds",[5031],[7139],"",[],[],[1246],1,1,1,"",[],[],[],[],"",0,[],"",[28],[],"",[],[],""
170,"KillShaperWithoutDamageFromNonMelee",[5117],[9708],"",[],[],[1250],1,1,"","",[],[],[],[],"",0,[],"",[29],[],"",[],[],""
171,"KillOshabiWithoutBeingAffectedBySacredSuffering",[8390],[7191],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[30],[],"",[],[],""
172,"KillOshabiWithoutBeingHitByOrbOfThorns",[8390],[7192],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[31],[],"",[],[],""
173,"KillOshabiWithoutBeingHitByVineHammer",[8390],[7193],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[32],[],"",[],[],""
174,"KillOshabiWithoutBeingHitByVolatileOrchard",[8390],[7194],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[33],[],"",[],[],""
