"rownum","Id","BaseItemTypesKeys1","BaseItemTypesKeys2","BaseItemTypesKeys3","BaseItemTypesKeys4","BaseItemTypesKeys5","BaseItemTypesKeys6","BaseItemTypesKeys7","BaseItemTypesKeys8","BaseItemTypesKeys9","BaseItemTypesKeys10","BaseItemTypesKeys11","BaseItemTypesKeys12","WorldAreasKey","BaseItemTypesKeys13","BaseItemTypesKeys14"
10,"Descent11","[5718,5719,6,6,5626,5627,5628,2,14,11,11]","[5720,5721,6193,6,6,5626,5627,5628,2,2]","[5718,5719,6,6,5626,5627,5628,2,14,11,11]","[5720,5721,6193,6,6,5626,5627,5628,2,2]","[5718,5719,6,6,5626,5627,5628,2,14,11,11]","[5720,5721,6193,6,6,5626,5627,5628,2,2]","[5718,5719,6,6,5626,5627,5628,2,14,11,11]","[5720,5721,6193,6,6,5626,5627,5628,2,2]","[5718,5719,6,6,5626,5627,5628,2,14,11,11]","[5720,5721,6193,6,6,5626,5627,5628,2,2]","[5718,5719,6,6,5626,5627,5628,2,14,11,11]","[5720,5721,6193,6,6,5626,5627,5628,2,2]",1334,"[5718,5719,6,6,5626,5627,5628,2,14,11,11]","[5720,5721,6193,6,6,5626,5627,5628,2,2]"
11,"Descent12","[5669,1,1,1,6482,6472,6160,6175,6512,6511,14,6,2,15,15]","[1,1,1,5669,6511,6160,6175,6472,6512,6482,12,12,6,2]","[5669,1,1,1,6482,6472,6160,6175,6512,6471,14,6,2,15,15]","[1,1,1,5669,6512,6471,6160,6175,6482,6472,12,12,6,2]","[5669,1,1,1,6476,6160,6175,6647,6512,6509,14,6,2,15,15]","[1,1,1,5669,6512,6160,6175,6509,6647,6476,12,12,6,2]","[5669,1,1,1,6512,6475,6160,6175,6513,6470,14,6,2,15,15]","[1,1,1,5669,6513,6475,6470,6512,12,12,6,2]","[5669,1,1,1,6160,6175,6513,6511,6470,14,6,2,15,15]","[1,1,1,5669,6513,6160,6175,6511,6470,12,12,6,2]","[5669,1,1,1,6160,6175,6511,6470,6512,6471,14,6,2,15,15]","[1,1,1,5669,6160,6175,6511,6470,6512,6471,12,12,6,2]",1335,"[5669,1,1,1,6160,6175,6511,6512,6470,14,6,2,15,15]","[1,1,1,5669,6160,6175,6511,6512,6470,12,12,6,2]"
12,"Descent13","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]",1336,"[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]"
13,"Descent14","[6,6,2,2,13,13,6554,6691,6706]","[21,21,20,20,20,19,19,13,13,6554,6691,6706]","[6,6,2,2,13,13,6554,6691,6706]","[21,21,20,20,20,19,19,13,13,6554,6691,6706]","[6,6,2,2,13,13,6639,6554,6679]","[21,21,20,20,20,19,19,13,13,6639,6554,6679]","[6,6,2,2,13,13,6589,6600,6703,6676,6680]","[21,21,20,20,20,19,19,13,13,6589,6600,6703,6676,6680]","[6,6,2,2,13,13,6587,6589,6600,6703,6680]","[21,21,20,20,20,19,19,13,13,6587,6589,6600,6703,6680]","[6,6,2,2,13,13,6587,6703,6691,6706]","[21,21,20,20,20,19,19,13,13,6587,6703,6691,6706]",1337,"[6,6,2,2,13,13,6587,6554,6703,6691,6706]","[21,21,20,20,20,19,19,13,13,6554,6587,6703,6691,6706]"
14,"Descent15",[],[],[],[],[],[],[],[],[],[],[],[],1338,[],[]
15,"Descent2_2_1","[5622,5624,10,10,15,11,5719,5664,6533,6483,6669,6156,6156,6171,6704]",[],"[5622,5624,10,10,15,11,5719,5664,6156,6156,6171,6481,6533,6502,6669,6704]",[],"[5622,5624,10,10,15,11,5719,5664,6156,6171,6156,6502,6416,6681]",[],"[5622,5624,10,10,15,11,5719,5664,6156,6171,6156,6530,6502,6692,6687]",[],"[5622,5624,10,10,15,11,5719,5664,6156,6171,6156,6692,6687]",[],"[5622,5624,10,10,15,11,5719,5664,6156,6171,6156,6539,6669,6687,6704]",[],1340,"[5622,5624,10,10,15,11,5719,5664,6156,6171,6156,6533,6669,6687,6704]",[]
16,"Descent2_2_2","[5623,10,10,15,11,1,1,1,5718,6,5663,6533,6483,6669,6156,6171,6704]",[],"[5623,10,10,15,11,1,1,1,5718,6,5663,6156,6171,6481,6533,6502,6669,6704]",[],"[5623,10,10,15,11,1,1,1,5718,6,5663,6156,6171,6502,6416,6681]",[],"[5623,10,10,15,11,1,1,1,5718,6,5663,6156,6171,6530,6502,6692,6687]",[],"[5623,10,10,15,11,1,1,1,5718,6,5663,6156,6171,6692,6687]",[],"[5623,10,10,15,11,1,1,1,5718,6,5663,6156,6171,6539,6669,6687,6704]",[],1341,"[5623,10,10,15,11,1,1,1,5718,6,5663,6156,6171,6533,6669,6687,6704]",[]
17,"Descent2_3","[8,8,8,12,12,14,15,11,11,10,10,1,1,6157,6172]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],1342,"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[]
18,"Descent2_4","[6557,6421,6157]",[],"[6157,6421,6557,6424]",[],"[6157,6424,6427,6557]",[],"[6157,6430,6427,6424,6696,6566]",[],"[6157,6430,6424,6696]",[],"[6157,6421,6430,6557]",[],1345,"[6157,6427,6430,6421,6557,6424]",[]
19,"Descent2_5_1","[5665,5667,6,11,11,14,1,1,5720]",[],"[5666,5667,6,11,11,14,1,1,5720]",[],"[5666,5667,6,11,11,14,1,1,5720]",[],"[5665,5667,6,11,11,14,1,1,5720]",[],"[5666,5667,6,11,11,14,1,1,5720]",[],"[5666,5665,6,11,11,14,1,1,5720]",[],1346,"[5666,5667,6,11,11,14,1,1,5720]",[]
20,"Descent2_5_2","[5665,5666,6,6,2,5718]",[],"[5665,5667,6,6,2,5718]",[],"[5665,5666,6,6,2,5718]",[],"[5665,5666,6,6,2,5718]",[],"[5665,5666,6,6,2,5718]",[],"[5667,5666,6,6,2,5718]",[],1347,"[5665,5666,6,6,2,5718]",[]
21,"Descent2_6_1","[6,6,2,6398,6158,6173,6701]",[],"[6,6,2,6563,6701,6398]",[],"[6,6,2,6563,6486,6503]",[],"[6,6,2,6563,6394,6568,6695,6683]",[],"[6,6,2,6394,6497,6504,6695,6683]",[],"[6,6,2,6394,6497,6586,6559,6701]",[],1348,"[6,6,2,6394,6701,6497]",[]
22,"Descent2_6_2","[21,20,19,23,21,20,19,23,6398,6158,6173,6701]",[],"[21,20,19,23,21,20,19,23,6563,6701,6398]",[],"[21,20,19,23,21,20,19,23,6563,6486,6503]",[],"[21,20,19,23,21,20,19,23,6563,6394,6568,6695,6683]",[],"[21,20,19,23,21,20,19,23,6394,6497,6504,6695,6683]",[],"[21,20,19,23,21,20,19,23,6394,6497,6586,6559,6701]",[],1350,"[21,20,19,23,21,20,19,23,6394,6701,6497]",[]
23,"Descent2_8_1","[6,2,2,5670,5671,21,20,19,21,20,19,6643,6644,6642,6403]",[],"[6,2,2,5670,5672,21,20,19,21,20,19,6642,6643,6644,6403,6410]",[],"[6,2,2,5670,5671,21,20,19,21,20,19,6643,6644,6642,6410,6537]",[],"[6,2,2,5670,5671,21,20,19,21,20,19,6644,6643,6642,6410,6537]",[],"[6,2,2,5671,5672,21,20,19,21,20,19,6644,6643,6596,6537]",[],"[6,2,2,5670,5671,21,20,19,21,20,19,6644,6643,6537,6642,6403]",[],1354,"[6,2,2,5670,5671,21,20,19,21,20,19,5672,6644,6643,6642,6410,6403,6537]",[]
24,"Descent2_8_2","[6,5670,5672,10,10,11,11,1,1,21,20,19,21,20,19,14,6643,6644,6642,6403,6158,6173]",[],"[6,5671,5672,10,10,11,11,1,1,21,20,19,21,20,19,14,6642,6643,6644,6403,6410]",[],"[6,5671,5672,10,10,11,11,1,1,21,20,19,21,20,19,14,6643,6644,6642,6410,6537]",[],"[6,5670,5672,10,10,11,11,1,1,21,20,19,21,20,19,14,6644,6643,6642,6410,6537]",[],"[6,5670,5672,10,10,11,11,1,1,21,20,19,21,20,19,14,6644,6643,6596,6537]",[],"[6,5671,5672,10,10,11,11,1,1,21,20,19,21,20,19,14,6644,6643,6537,6642,6403]",[],1355,"[6,5671,5672,10,10,11,11,1,1,21,20,19,21,20,19,14,5670,6644,6643,6642,6410,6403,6537]",[]
25,"Descent2_9_1","[6,2,13,13,13,2,6,6,6,2,5628,6464,6422,6494,6159,6159,6174,6174,5628]",[],"[6,2,13,13,13,2,6,6,6,2,5628,6592,6422,6494,6464,5628]",[],"[6,2,13,13,13,2,6,6,6,2,5628,6592,6422,6494,5628]",[],"[6,2,13,13,13,2,6,6,6,2,5628,6467,6422,6464,6675,5628]",[],"[6,2,13,13,13,2,6,6,6,2,5628,6467,6487,5628]",[],"[6,2,13,13,13,2,6,6,6,2,5628,6467,6487,6494,6464,5628]",[],1356,"[6,2,13,13,13,2,6,6,6,2,5628,6464,6422,6494,6467,6487,6592,5628]",[]
26,"Descent2_9_2","[6,2,13,13,13,1,1,21,20,19,5626,6464,6422,6494,6159,6159,6174,6174,5626]",[],"[6,2,13,13,13,1,1,21,20,19,5626,6592,6422,6494,6464,5626]",[],"[6,2,13,13,13,1,1,21,20,19,5626,6592,6422,6494,5626]",[],"[6,2,13,13,13,1,1,21,20,19,5626,6467,6422,6464,6675,5626]",[],"[6,2,13,13,13,1,1,21,20,19,5626,6467,6487,5626]",[],"[6,2,13,13,13,1,1,21,20,19,5626,6467,6487,6494,6464,5626]",[],1357,"[6,2,13,13,13,1,1,21,20,19,5626,6464,6422,6494,6467,6487,6592,5626]",[]
27,"Descent2_9_3","[6,2,13,13,13,2,6,12,14,13,5627,6464,6422,6494,6159,6159,6174,6174,5627]",[],"[6,2,13,13,13,2,6,12,14,13,5627,6592,6422,6494,6464,5627]",[],"[6,2,13,13,13,2,6,12,14,13,5627,6592,6422,6494,5627]",[],"[6,2,13,13,13,2,6,12,14,13,5627,6467,6422,6464,6675,5627]",[],"[6,2,13,13,13,2,6,12,14,13,5627,6467,6487,5627]",[],"[6,2,13,13,13,2,6,12,14,13,5627,6467,6487,6494,6464,5627]",[],1358,"[6,2,13,13,13,2,6,12,14,13,5627,6464,6422,6494,6467,6487,6592,5627]",[]
28,"Descent2_11","[5,21,20,19,2,6,13,5633]",[],"[5,21,20,19,2,6,13,5633]",[],"[5,21,20,19,2,6,13,5633]",[],"[5,21,20,19,2,6,13,5633]",[],"[5,21,20,19,2,6,13,5633]",[],"[5,21,20,19,2,6,13,5633]",[],1362,"[5,21,20,19,2,6,13,5633]",[]
29,"Descent2_12","[1,1,1,6,2,8,8,8,12,12,13,6511,6471,6482,6472,6510,6160,6175]",[],"[1,1,1,6,2,8,8,8,12,12,13,6471,6647,6512,6509,6472]",[],"[1,1,1,6,2,8,8,8,12,12,13,6647,6476,6512,6509]",[],"[1,1,1,6,2,8,8,8,12,12,13,6550,6552,6551,6513,6512,6475]",[],"[1,1,1,6,2,8,8,8,12,12,13,6550,6552,6551,6506,6513]",[],"[1,1,1,6,2,8,8,8,12,12,13,6550,6552,6551,6471,6511]",[],1363,"[1,1,1,6,2,8,8,8,12,12,13,6550,6552,6551,6511,6513,6512]",[]
30,"Descent2_3_S1","[6193,6193,6079]",[],"[6193,6193,6079]",[],"[6193,6193,6079]",[],"[6193,6193,6079]",[],"[6193,6193,6079]",[],"[6193,6193,6079]",[],1343,"[6193,6193,6079]",[]
31,"Descent2_6_1_S1","[6395,5432,6667,6478,6653,5488]",[],"[6395,5432,6667,6478,6653,5488]",[],"[6395,5432,6667,6478,6653,5488]",[],"[6395,5432,6667,6478,6653,5488]",[],"[6395,5432,6667,6478,6653,5488]",[],"[6395,5432,6667,6478,6653,5488]",[],1349,"[6395,5432,6667,6478,6653,5488]",[]
32,"Descent2_6_2_S1","[6517,6663]",[],"[6517,6663]",[],"[6517,6663]",[],"[6517,6663]",[],"[6517,6663]",[],"[6517,6663]",[],1351,"[6517,6663]",[]
