"rownum","Id","rid","[rid]","Gem","BK2File"
25,"ProxyKey25",0,[13],6401,"Art/Videos/ChinaSkillVideos/Slayer_Cleave+Bleed.BK2"
26,"ProxyKey26",8,[13],6721,"Art/Videos/ChinaSkillVideos/Slayer_Protector+Maim.BK2"
27,"ProxyKey27",2,[13],6725,"Art/Videos/ChinaSkillVideos/Slayer_Cleave+Bleed+Ruthless.BK2"
28,"ProxyKey28",0,"[2,3]",6627,"Art/Videos/ChinaSkillVideos/ChieftanBersek_MoltenStrike+Ruthless.BK2"
29,"ProxyKey29",3,"[2,3]",6704,"Art/Videos/ChinaSkillVideos/ChieftanBeserk_AncestralProtector.BK2"
30,"ProxyKey30",2,"[2,3]",6738,"Art/Videos/ChinaSkillVideos/ChieftanBeserk_MoltenStrike+Ruthless+AncestralCall.BK2"
31,"ProxyKey31",8,"[2,3]",6421,"Art/Videos/ChinaSkillVideos/ChieftainBerserker_AncestralProtector+FireDamage.BK2"
32,"ProxyKey32",7,"[1,2,3]",6395,"Art/Videos/ChinaSkillVideos/JuggernautChiefBeserk_LeapSlam.BK2"
33,"ProxyKey33",10,"[1,2,3]",6701,"Art/Videos/ChinaSkillVideos/JuggernautChiefBeserk_Sunder.BK2"
34,"ProxyKey34",0,[1],6400,"Art/Videos/ChinaSkillVideos/Juggernaut_Slam+Ruthless.BK2"
35,"ProxyKey35",3,[1],6669,"Art/Videos/ChinaSkillVideos/Juggernaut_VigilantStrike.BK2"
36,"ProxyKey36",2,[1],6714,"Art/Videos/ChinaSkillVideos/Juggernaut_+Slam+Bleed+Ruthless.BK2"
37,"ProxyKey86",8,[1],6421,"Art/Videos/ChinaSkillVideos/Juggernaut_VigilantStrike+FireDamage.BK2"
38,"ProxyKey37",0,[6],6412,"Art/Videos/ChinaSkillVideos/Necromancer_Zombie+surge.BK2"
39,"ProxyKey38",3,[6],6593,"Art/Videos/ChinaSkillVideos/Necromancer_SRS.BK2"
40,"ProxyKey39",8,[6],6488,"Art/Videos/ChinaSkillVideos/Necromancer_SRS+minionDamage.BK2"
41,"ProxyKey40",7,[6],6479,"Art/Videos/ChinaSkillVideos/Necromancer_SummonSkeletons.BK2"
42,"ProxyKey41",10,[6],6597,"Art/Videos/ChinaSkillVideos/Necromancer_SpiritOffering.BK2"
43,"ProxyKey42",0,[5],6694,"Art/Videos/ChinaSkillVideos/Occultist_Blight+Surge.BK2"
44,"ProxyKey43",3,[5],6692,"Art/Videos/ChinaSkillVideos/Occultist_Contagion.BK2"
45,"ProxyKey44",8,[5],6696,"Art/Videos/ChinaSkillVideos/Occultist_Contagion+Voidmanip.BK2"
46,"ProxyKey45",7,[5],6693,"Art/Videos/ChinaSkillVideos/Occultist_Wither(+blight).BK2"
47,"ProxyKey46",10,[5],6695,"Art/Videos/ChinaSkillVideos/Occultist_EssenseDrain.BK2"
48,"ProxyKey47",2,"[4,5]",6735,"Art/Videos/ChinaSkillVideos/Occultist_Blight+Surge+Barrier.BK2"
49,"ProxyKey89",2,[6],6715,"Art/Videos/ChinaSkillVideos/Necromancer_Zombie+Surge+LesserPoison.BK2"
50,"ProxyKey48",0,[4],6648,"Art/Videos/ChinaSkillVideos/Elementalist_Surge+Tendrils.BK2"
51,"ProxyKey49",3,[4],6687,"Art/Videos/ChinaSkillVideos/Elementalist_OrbofStorms.BK2"
52,"ProxyKey50",8,[4],6430,"Art/Videos/ChinaSkillVideos/Elementalist_OrbStorms+LightningDamage.BK2"
53,"ProxyKey51",7,[4],6478,"Art/Videos/ChinaSkillVideos/Elementalist_LightningWarp.BK2"
54,"ProxyKey52",10,[4],6504,"Art/Videos/ChinaSkillVideos/Elementalist_arc.BK2"
55,"ProxyKey53",0,[18],6668,"Art/Videos/ChinaSkillVideos/Assassin_FrostBlades+LessPoison.BK2"
56,"ProxyKey54",3,[18],6481,"Art/Videos/ChinaSkillVideos/Assassin_Riposte.BK2"
57,"ProxyKey55",8,[18],6427,"Art/Videos/ChinaSkillVideos/Assassin_Ripose+ColdDamage.BK2"
58,"ProxyKey56",7,[18],6409,"Art/Videos/ChinaSkillVideos/Assassin_WhirlingBlades.BK2"
59,"ProxyKey57",10,[18],6563,"Art/Videos/ChinaSkillVideos/Assassin_Reave.BK2"
60,"ProxyKey58",2,[18],6726,"Art/Videos/ChinaSkillVideos/Assassin_Frostblades+LessPoison+Onslaught.BK2"
61,"ProxyKey59",0,[17],6532,"Art/Videos/ChinaSkillVideos/Saboteur_FireTrap+LessPoison.BK2"
62,"ProxyKey60",3,[17],6530,"Art/Videos/ChinaSkillVideos/Saboteur_BearTrap.BK2"
63,"ProxyKey61",8,[17],6566,"Art/Videos/ChinaSkillVideos/Saboteur_BearTrap+Multitrap.BK2"
64,"ProxyKey62",7,[17],6667,"Art/Videos/ChinaSkillVideos/Saboteur_FlameDash.BK2"
65,"ProxyKey63",10,[17],6568,"Art/Videos/ChinaSkillVideos/Saboteur_LightningTrap.BK2"
66,"ProxyKey64",2,[17],6515,"Art/Videos/ChinaSkillVideos/Saboteur_Firetrap+LessPoison+EleProlif.BK2"
67,"ProxyKey65",0,[16],6535,"Art/Videos/ChinaSkillVideos/Trickster_Knives+LessPoison.BK2"
68,"ProxyKey66",3,[16],6692,"Art/Videos/ChinaSkillVideos/Trickster_Contagion.BK2"
69,"ProxyKey67",8,[16],6696,"Art/Videos/ChinaSkillVideos/Trickster_Contagion+Voidmanip.BK2"
70,"ProxyKey68",7,[16],6693,"Art/Videos/ChinaSkillVideos/Trickster_Wither.BK2"
71,"ProxyKey69",10,[16],6695,"Art/Videos/ChinaSkillVideos/Trickster_EssenceDrain.BK2"
72,"ProxyKey70",2,[16],6452,"Art/Videos/ChinaSkillVideos/Trickster_Knives+LessPoison+Pierce.BK2"
73,"ProxyKey71",0,[9],6420,"Art/Videos/ChinaSkillVideos/Deadeye_Splitarrow+Pierce.BK2"
74,"ProxyKey72",3,[9],6681,"Art/Videos/ChinaSkillVideos/Deadeye_SiegeBallista.BK2"
75,"ProxyKey73",10,[9],6503,"Art/Videos/ChinaSkillVideos/Deadeye_LA.BK2"
76,"ProxyKey74",2,[9],6736,"Art/Videos/ChinaSkillVideos/Deadeye_Split+Pierce+Volley.BK2"
77,"ProxyKey75",7,"[8,9]",6653,"Art/Videos/ChinaSkillVideos/PathfinderDeadeye_BlinkArrow.BK2"
78,"ProxyKey76",0,[8],6418,"Art/Videos/ChinaSkillVideos/Pathfinder_IceShot+Pierce.BK2"
79,"ProxyKey77",8,[8],6424,"Art/Videos/ChinaSkillVideos/Pathfinder_Puncture+LMP.BK2"
80,"ProxyKey78",10,[8],6486,"Art/Videos/ChinaSkillVideos/Pathfinder_RoA.BK2"
81,"ProxyKey79",2,[8],6740,"Art/Videos/ChinaSkillVideos/Pathfinder_Iceshot+Pierce+SpiritArcher.BK2"
82,"ProxyKey80",8,[9],6427,"Art/Videos/ChinaSkillVideos/Deadeye_SiegeBallista+ColdDamage.BK2"
83,"ProxyKey90",8,[7],6427,"Art/Videos/ChinaSkillVideos/Raider_Puncture+AddedCold.BK2"
84,"ProxyKey81",3,[7],6502,"Art/Videos/ChinaSkillVideos/Raider_puncture(melee).BK2"
85,"ProxyKey88",3,[8],6502,"Art/Videos/ChinaSkillVideos/Pathfinder_puncture(ranged).BK2"
86,"ProxyKey82",0,[7],6668,"Art/Videos/ChinaSkillVideos/Raider_Frostblades+Pierce.BK2"
87,"ProxyKey83",7,[7],6409,"Art/Videos/ChinaSkillVideos/Raider_WhirlingBlades.BK2"
88,"ProxyKey84",10,[7],6498,"Art/Videos/ChinaSkillVideos/Raider_LightningStrike.BK2"
89,"ProxyKey85",2,[7],6726,"Art/Videos/ChinaSkillVideos/Raider_Frostblades+Pierce+Onslaught.BK2"
90,"ProxyKey91",0,[19],6702,""
91,"ProxyKey92",7,[19],6667,""
92,"ProxyKey93",10,[19],6394,""
93,"ProxyKey94",8,[19],6430,""
94,"ProxyKey95",3,[19],6686,""
95,"ProxyKey96",0,[20],6674,""
96,"ProxyKey97",7,[20],6667,""
97,"ProxyKey98",8,[20],6723,""
98,"ProxyKey99",10,[20],6710,""
99,"ProxyKey100",3,[20],6687,""
100,"ProxyKey101",0,[21],6743,""
101,"ProxyKey102",7,[21],6667,""
102,"ProxyKey103",8,[21],6430,""
103,"ProxyKey104",10,[21],6568,""
104,"ProxyKey105",3,[21],6530,""
105,"ProxyKey106",0,[22],6771,""
106,"ProxyKey107",8,[22],6430,""
107,"ProxyKey108",7,[22],6667,""
108,"ProxyKey109",3,[22],6758,""
109,"ProxyKey110",4,[22],6796,""
110,"497",2,[22],6727,""
111,"496",10,[22],6913,""
112,"495",13,[22],6646,""
113,"494",15,[22],6464,""
114,"493",23,[22],6485,""
115,"508",29,[22],6555,""
116,"507",30,[22],6805,""
117,"ProxyKey111",0,[23],6416,""
118,"ProxyKey112",2,[23],6740,""
119,"ProxyKey113",3,[23],6681,""
120,"ProxyKey114",8,[23],6424,""
121,"ProxyKey115",10,[23],6757,""
122,"ProxyKey116",0,[24],6627,""
123,"ProxyKey117",2,[24],6738,""
124,"ProxyKey118",3,[24],6704,""
125,"ProxyKey119",8,[24],6424,""
126,"ProxyKey120",15,[24],6464,""
127,"ProxyKey121",0,[25],6458,""
128,"ProxyKey122",7,[25],6667,""
129,"ProxyKey123",10,[25],6417,""
130,"ProxyKey124",8,[25],6723,""
131,"ProxyKey125",3,[25],6686,""
132,"ProxyKey126",0,[26],6648,""
133,"ProxyKey127",7,[26],6667,""
134,"ProxyKey128",10,[26],6764,""
135,"ProxyKey129",8,[26],6430,""
136,"ProxyKey130",3,[26],6539,""
137,"ProxyKey131",0,[27],6887,""
138,"ProxyKey132",8,[27],6906,""
139,"ProxyKey133",7,[27],6395,""
140,"ProxyKey134",3,[27],6704,""
141,"ProxyKey135",4,[27],6785,""
142,"505",2,[27],6726,""
143,"504",10,[27],6767,""
144,"503",13,[27],6432,""
145,"502",15,[27],6592,""
146,"501",18,[27],6647,""
147,"500",24,[27],6799,""
148,"ProxyKey136",0,[31],6694,""
149,"ProxyKey137",2,[31],6735,""
150,"ProxyKey138",8,[31],6696,""
151,"ProxyKey139",7,[31],6667,""
152,"ProxyKey140",10,[31],6695,""
153,"ProxyKey141",13,[31],6750,""
154,"ProxyKey142",15,[31],6467,""
155,"ProxyKey143",18,[31],6773,""
156,"ProxyKey144",23,[31],6772,""
157,"ProxyKey145",24,[31],6719,""
158,"ProxyKey146",30,[31],6660,""
159,"ProxyKey147",29,[31],6423,""
160,"ProxyKey148",0,[32],6416,""
161,"ProxyKey149",2,[32],6740,""
162,"ProxyKey150",8,[32],6696,""
163,"ProxyKey151",7,[32],6653,""
164,"ProxyKey152",10,[32],6757,""
165,"ProxyKey153",13,[32],6645,""
166,"ProxyKey154",15,[32],6523,""
167,"ProxyKey155",18,[32],6422,""
168,"ProxyKey157",24,[32],6690,""
169,"ProxyKey158",30,[32],6688,""
170,"ProxyKey159",29,[32],6759,""
171,"ProxyKey190",0,[33],6401,""
172,"ProxyKey156",1,[33],6725,""
173,"ProxyKey160",3,[33],6704,""
174,"ProxyKey161",7,[33],6395,""
175,"ProxyKey162",13,[33],6642,""
176,"ProxyKey163",15,[33],6422,""
177,"ProxyKey164",18,[33],6557,""
178,"ProxyKey165",23,[33],6706,""
179,"ProxyKey166",24,[33],6516,""
180,"ProxyKey167",30,[33],6688,""
181,"ProxyKey168",0,[34],6627,""
182,"ProxyKey169",1,[34],6738,""
183,"ProxyKey170",3,[34],6704,""
184,"ProxyKey171",8,[34],6421,""
185,"ProxyKey172",13,[34],6403,""
186,"ProxyKey173",15,[34],6422,""
187,"ProxyKey174",18,[34],6464,""
188,"ProxyKey175",23,[34],6706,""
189,"ProxyKey176",24,[34],6516,""
190,"ProxyKey177",30,[34],6688,""
191,"ProxyKey178",29,[34],6734,""
192,"ProxyKey179",0,[35],6771,""
193,"ProxyKey180",1,[35],6727,""
194,"ProxyKey181",3,[35],6539,""
195,"ProxyKey182",8,[35],6421,""
196,"ProxyKey183",8,[35],6491,""
197,"ProxyKey184",7,[35],6667,""
198,"ProxyKey185",13,[35],6642,""
199,"ProxyKey186",13,[35],6776,""
200,"ProxyKey187",15,[35],6697,""
201,"ProxyKey188",18,[35],6778,""
202,"ProxyKey189",23,[35],6775,""
203,"ProxyKey191",30,[35],6660,""
204,"ProxyKey192",29,[35],6562,""
205,"ProxyKey193",0,[36],6674,""
206,"ProxyKey194",1,[36],6736,""
207,"ProxyKey195",3,[36],6539,""
208,"ProxyKey196",8,[36],6421,""
209,"ProxyKey197",10,[36],6594,""
210,"ProxyKey198",15,[36],6467,""
211,"ProxyKey199",18,[36],6511,""
212,"ProxyKey200",23,[36],6769,""
213,"ProxyKey201",30,[36],6659,""
214,"ProxyKey202",29,[36],6556,""
215,"ProxyKey203",0,[37],6400,""
216,"ProxyKey204",7,[37],6395,""
217,"ProxyKey205",10,[37],6792,""
218,"ProxyKey206",8,[37],6421,""
219,"ProxyKey207",3,[37],6500,""
220,"ProxyKey208",0,[38],6791,""
221,"ProxyKey209",7,[38],6395,""
222,"ProxyKey210",10,[38],6405,""
223,"ProxyKey211",8,[38],6421,""
224,"ProxyKey212",3,[38],6789,""
225,"ProxyKey213",0,[39],6648,""
226,"ProxyKey214",7,[39],6667,""
227,"ProxyKey215",10,[39],6568,""
228,"ProxyKey216",8,[39],6430,""
229,"ProxyKey217",3,[39],6687,""
230,"ProxyKey218",0,[40],6813,""
231,"ProxyKey219",7,[40],6667,""
232,"ProxyKey220",10,[40],6528,""
233,"ProxyKey221",8,[40],6427,""
234,"ProxyKey222",3,[40],6530,""
235,"ProxyKey223",0,[41],6412,""
236,"ProxyKey224",7,[41],6479,""
237,"ProxyKey225",10,[41],6597,""
238,"ProxyKey226",8,[41],6488,""
239,"ProxyKey227",3,[41],6692,""
240,"ProxyKey228",0,[42],6804,""
241,"ProxyKey229",7,[42],6806,""
242,"ProxyKey230",10,[42],6817,""
243,"ProxyKey231",8,[42],6424,""
244,"ProxyKey232",3,[42],6530,""
245,"ProxyKey233",0,[45],6420,""
246,"ProxyKey234",7,[45],6653,""
247,"ProxyKey235",10,[45],6681,""
248,"ProxyKey236",8,[45],6427,""
249,"ProxyKey237",3,[45],6819,""
250,"ProxyKey238",0,[44],6627,""
251,"ProxyKey239",7,[44],6663,""
252,"ProxyKey240",8,[44],6421,""
253,"ProxyKey241",3,[44],6783,""
254,"ProxyKey242",0,[43],6813,""
255,"ProxyKey243",7,[43],6667,""
256,"ProxyKey244",10,[43],6528,""
257,"ProxyKey245",8,[43],6430,""
258,"ProxyKey246",3,[43],6687,""
259,"ProxyKey247",15,[43],6675,""
260,"ProxyKey248",1,[43],6818,""
261,"ProxyKey249",18,[43],6552,""
262,"ProxyKey250",13,[43],6814,""
263,"ProxyKey251",13,[45],6494,""
264,"ProxyKey252",23,[45],6823,""
265,"ProxyKey253",15,[44],6494,""
266,"ProxyKey254",0,[48],6400,""
267,"ProxyKey255",7,[48],6403,""
268,"ProxyKey256",10,[48],6701,""
269,"ProxyKey257",8,[48],6421,""
270,"ProxyKey258",3,[48],6704,""
271,"ProxyKey259",15,[48],6464,""
272,"ProxyKey260",13,[48],6642,""
273,"ProxyKey261",18,[48],6664,""
274,"ProxyKey262",23,[48],6734,""
275,"ProxyKey263",24,[48],6670,""
276,"ProxyKey264",0,[47],6458,""
277,"ProxyKey265",7,[47],6667,""
278,"ProxyKey266",8,[47],6430,""
279,"ProxyKey267",3,[47],6686,""
280,"ProxyKey268",15,[47],6697,""
281,"ProxyKey269",18,[47],6780,""
282,"ProxyKey270",24,[47],6719,""
283,"ProxyKey271",29,[47],6760,""
284,"ProxyKey272",0,[46],6627,""
285,"ProxyKey273",7,[46],6403,""
286,"ProxyKey274",10,[46],6879,""
287,"ProxyKey275",8,[46],6421,""
288,"ProxyKey276",3,[46],6704,""
289,"ProxyKey277",15,[46],6464,""
290,"ProxyKey278",13,[46],6876,""
291,"ProxyKey279",24,[46],6799,""
292,"ProxyKey280",30,[46],6688,""
293,"ProxyKey281",10,[47],6878,""
294,"ProxyKey282",29,[48],6873,""
295,"ProxyKey283",29,[46],6873,""
296,"ProxyKey284",18,[46],6801,""
297,"ProxyKey285",8,[49],6721,""
298,"ProxyKey286",7,[49],6395,""
299,"ProxyKey287",10,[49],6767,""
300,"ProxyKey288",3,[49],6765,""
301,"ProxyKey289",15,[49],6592,""
302,"ProxyKey290",13,[49],6798,""
303,"ProxyKey291",18,[49],6801,""
304,"ProxyKey292",24,[49],6799,""
305,"ProxyKey293",29,[49],6546,""
306,"ProxyKey294",0,[50],6694,""
307,"ProxyKey295",7,[50],6517,""
308,"ProxyKey296",10,[50],6695,""
309,"ProxyKey297",8,[50],6696,""
310,"ProxyKey298",3,[50],6692,""
311,"ProxyKey299",15,[50],6697,""
312,"ProxyKey300",13,[50],6865,""
313,"ProxyKey301",18,[50],6477,""
314,"ProxyKey302",7,[51],6667,""
315,"ProxyKey303",15,[51],6707,""
316,"ProxyKey304",13,[51],6642,""
317,"ProxyKey305",23,[50],6891,""
318,"ProxyKey306",24,[50],6890,""
319,"ProxyKey307",0,[49],6887,""
320,"ProxyKey308",0,[51],6674,""
321,"ProxyKey309",10,[51],6883,""
322,"ProxyKey310",2,[51],6737,""
323,"ProxyKey311",3,[51],6889,""
324,"ProxyKey312",24,[51],6781,""
325,"ProxyKey313",0,[52],6804,""
326,"ProxyKey314",8,[52],6424,""
327,"ProxyKey315",10,[52],6817,""
328,"ProxyKey316",7,[52],6409,""
329,"ProxyKey317",3,[52],6530,""
330,"ProxyKey318",4,[52],6785,""
331,"ProxyKey319",15,[52],6716,""
332,"ProxyKey320",18,[52],6477,""
333,"ProxyKey321",30,[52],6658,""
334,"ProxyKey322",29,[52],6423,""
335,"ProxyKey323",0,[53],6648,""
336,"ProxyKey324",8,[53],6430,""
337,"ProxyKey325",10,[53],6729,""
338,"ProxyKey326",7,[53],6667,""
339,"ProxyKey327",3,[53],6687,""
340,"ProxyKey328",4,[53],6796,""
341,"ProxyKey329",15,[53],6697,""
342,"ProxyKey330",13,[53],6865,""
343,"ProxyKey331",18,[53],6552,""
344,"ProxyKey332",24,[53],6544,""
345,"ProxyKey333",30,[53],6894,""
346,"ProxyKey334",29,[53],6429,""
347,"ProxyKey335",0,[54],6668,""
348,"ProxyKey336",8,[54],6427,""
349,"ProxyKey337",10,[54],6406,""
350,"ProxyKey338",7,[54],6409,""
351,"ProxyKey339",3,[54],6530,""
352,"ProxyKey340",4,[54],6785,""
353,"ProxyKey341",15,[54],6895,""
354,"ProxyKey342",13,[54],6432,""
355,"ProxyKey343",29,[54],6509,""
356,"ProxyKey344",24,[54],6670,""
357,"ProxyKey345",30,[54],6658,""
358,"ProxyKey346",29,[54],6555,""
359,"ProxyKey347",0,[55],6648,""
360,"ProxyKey348",8,[55],6727,""
361,"ProxyKey349",10,[55],6900,""
362,"ProxyKey350",7,[55],6667,""
363,"ProxyKey351",3,[55],6533,""
364,"ProxyKey352",4,[55],6785,""
365,"ProxyKey353",1,[55],6906,""
366,"ProxyKey354",18,[55],6477,""
367,"ProxyKey355",30,[55],6688,""
368,"ProxyKey356",29,[55],6423,""
369,"ProxyKey357",13,[55],6901,""
370,"ProxyKey358",15,[55],6905,""
371,"ProxyKey359",0,[56],6400,""
372,"ProxyKey360",8,[56],6421,""
373,"ProxyKey361",7,[56],6395,""
374,"ProxyKey362",3,[56],6704,""
375,"ProxyKey363",4,[56],6783,""
376,"ProxyKey364",1,[56],6714,""
377,"ProxyKey365",15,[56],6464,""
378,"ProxyKey366",18,[56],6801,""
379,"ProxyKey367",30,[56],6688,""
380,"ProxyKey368",29,[56],6724,""
381,"ProxyKey369",13,[56],6665,""
382,"369",0,[57],6887,""
383,"370",8,[57],6721,""
384,"371",7,[57],6403,""
385,"372",3,[57],6704,""
386,"373",4,[57],6785,""
387,"374",10,[57],6405,""
388,"375",15,[57],6905,""
389,"376",18,[57],6801,""
390,"377",24,[57],6802,""
391,"378",29,[57],6555,""
392,"381",0,[58],6458,""
393,"382",8,[58],6430,""
394,"383",7,[58],6517,""
395,"384",3,[58],6686,""
396,"385",4,[58],6796,""
397,"386",10,[58],6417,""
398,"387",13,[58],6643,""
399,"388",18,[58],6551,""
400,"389",23,[58],6926,""
401,"390",24,[58],6892,""
402,"391",29,[58],6760,""
403,"392",30,[58],6657,""
404,"393",0,[59],6420,""
405,"394",8,[59],6427,""
406,"395",7,[59],6653,""
407,"396",3,[59],6819,""
408,"397",4,[59],6785,""
409,"398",10,[59],6503,""
410,"399",15,[59],6494,""
411,"400",13,[59],6644,""
412,"401",18,[59],6475,""
413,"402",23,[59],6918,""
414,"403",24,[59],6920,""
415,"404",29,[59],6423,""
416,"405",30,[59],6660,""
417,"406",0,[60],6804,""
418,"407",8,[60],6430,""
419,"408",7,[60],6797,""
420,"409",3,[60],6687,""
421,"410",4,[60],6785,""
422,"411",10,[60],6563,""
423,"412",15,[60],6422,""
424,"413",18,[60],6552,""
425,"414",24,[60],6544,""
426,"415",0,[61],6416,""
427,"416",8,[61],6424,""
428,"417",7,[61],6797,""
429,"418",3,[61],6819,""
430,"419",4,[61],6785,""
431,"420",10,[61],6927,""
432,"421",13,[61],6645,""
433,"422",18,[61],6509,""
434,"423",24,[61],6872,""
435,"424",29,[61],6556,""
436,"425",0,[62],6648,""
437,"426",8,[62],6430,""
438,"427",7,[62],6667,""
439,"428",3,[62],6686,""
440,"429",4,[62],6796,""
441,"430",2,[62],6727,""
442,"431",10,[62],6729,""
443,"432",13,[62],6644,""
444,"433",15,[62],6467,""
445,"434",18,[62],6552,""
446,"435",24,[62],6544,""
447,"436",29,[62],6556,""
448,"437",0,[63],6674,""
449,"438",8,[63],6430,""
450,"439",7,[63],6667,""
451,"440",3,[63],6687,""
452,"441",4,[63],6796,""
453,"443",10,[63],6504,""
454,"444",13,[63],6644,""
455,"445",15,[63],6697,""
456,"446",18,[63],6552,""
457,"447",30,[63],6657,""
458,"448",29,[63],6556,""
459,"449",0,[64],6674,""
460,"450",8,[64],6430,""
461,"451",7,[64],6667,""
462,"452",3,[64],6889,""
463,"453",4,[64],6796,""
464,"454",2,[64],6727,""
465,"455",10,[64],6559,""
466,"456",13,[64],6642,""
467,"457",15,[64],6707,""
468,"458",18,[64],6550,""
469,"459",24,[64],6781,""
470,"460",23,[64],6497,""
471,"461",29,[64],6874,""
472,"462",0,[65],6418,""
473,"463",8,[65],6424,""
474,"464",7,[65],6653,""
475,"465",3,[65],6819,""
476,"468",10,[65],6406,""
477,"469",13,[65],6643,""
478,"470",15,[65],6494,""
479,"471",18,[65],6476,""
480,"472",24,[65],6672,""
481,"473",30,[65],6658,""
482,"474",29,[65],6423,""
483,"475",0,[66],6743,""
484,"476",8,[66],6427,""
485,"477",7,[66],6667,""
486,"478",3,[66],6530,""
487,"486",4,[66],6796,""
488,"487",2,[66],6818,""
489,"479",10,[66],6568,""
490,"480",13,[66],6814,""
491,"481",15,[66],6675,""
492,"482",18,[66],6551,""
493,"483",24,[66],6543,""
494,"484",30,[66],6886,""
495,"485",29,[66],6429,""
496,"498",0,[68],6400,""
497,"499",8,[68],6906,""
498,"506",7,[68],6395,""
499,"509",3,[68],6704,""
500,"511",2,[68],6714,""
501,"512",10,[68],6701,""
502,"513",13,[68],6642,""
503,"514",15,[68],6464,""
504,"515",18,[68],6664,""
505,"516",23,[68],6706,""
506,"517",24,[68],6802,""
507,"518",29,[68],6873,""
508,"519",0,[67],6412,""
509,"520",8,[67],6862,""
510,"521",7,[67],6479,""
511,"522",3,[67],6593,""
512,"524",2,[67],6739,""
513,"525",10,[67],6597,""
514,"526",13,[67],6596,""
515,"527",15,[67],6492,""
516,"528",18,[67],6477,""
517,"529",23,[67],6454,""
518,"530",24,[67],6812,""
519,"531",29,[67],6555,""
520,"532",30,[67],6805,""
521,"533",0,[69],6813,""
522,"534",8,[69],6430,""
523,"535",7,[69],6667,""
524,"536",3,[69],6687,""
525,"537",4,[69],6796,""
526,"538",2,[69],6726,""
527,"539",10,[69],6908,""
528,"540",13,[69],6644,""
529,"541",15,[69],6707,""
530,"542",18,[69],6475,""
531,"543",24,[69],6544,""
532,"544",29,[69],6429,""
533,"545",0,[70],6702,""
534,"546",8,[70],6906,""
535,"547",7,[70],6395,""
536,"548",3,[70],6704,""
537,"549",4,[70],6796,""
538,"550",2,[70],6726,""
539,"551",10,[70],6419,""
540,"552",13,[70],6643,""
541,"553",15,[70],6494,""
542,"554",18,[70],6551,""
543,"555",23,[70],6662,""
544,"556",24,[70],6670,""
545,"557",29,[70],6873,""
