"rownum","Id","MonsterVarietiesKey","i32","rid","bool","bool","i32","i32","bool","rid","rid","i32","bool","i32","string","bool","bool","i32"
89,90,1595,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
90,91,1596,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
91,92,1591,144,252,1,1,0,0,"","","",0,"",0,"","",1,0
92,93,1592,144,252,1,1,0,0,"","","",0,"",0,"","",1,0
93,94,1593,144,252,1,1,0,0,"","","",0,"",0,"","",1,0
94,95,2917,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
95,96,4746,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
96,97,4705,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
97,98,4720,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
98,99,4681,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
99,100,4721,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
100,101,4723,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
101,102,4724,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
102,103,4708,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
103,104,2918,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
104,105,2921,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
105,106,"",17,337,1,1,0,0,"","","",0,"",0,"","",1,0
106,107,"",18,337,1,1,0,0,"","","",0,"",0,"","",1,0
107,108,"",19,337,1,1,0,0,"","","",0,"",0,"","",1,0
108,109,"",20,337,1,1,0,0,"","","",0,"",0,"","",1,0
109,110,"",21,337,1,1,0,0,"","","",0,"",0,"","",1,0
110,123,4940,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
111,124,4684,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
112,125,5015,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
113,126,3219,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
114,127,1202,144,607,1,1,0,0,"","","",0,"",0,"","",1,0
115,128,4591,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
116,129,3128,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
117,130,637,144,482,1,1,0,0,"","","",0,"",0,"","",1,0
118,131,4969,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
119,132,2957,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
120,133,"",32,337,1,1,0,0,"","","",0,"",0,"","",1,0
121,134,2960,144,935,1,1,0,0,"","","",0,"",0,"","",1,0
122,135,4986,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
123,136,4677,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
124,137,"",34,337,1,1,0,0,"","","",0,"",0,"","",1,0
125,138,"",34,337,1,1,0,0,"","","",0,"",0,"","",1,0
126,139,"",34,337,1,1,0,0,"","","",0,"",0,"","",1,0
127,140,"",33,607,1,1,0,0,"","","",0,"",0,"","",1,0
128,141,5008,144,607,1,1,0,0,"","","",0,"",0,"","",1,0
129,142,3876,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
130,143,4910,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
131,144,1139,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
132,145,5004,144,998,1,1,0,0,"","","",0,"",0,"","",1,0
133,146,1993,144,607,1,1,0,0,"","","",0,"",0,"","",1,0
134,147,1995,144,607,1,1,0,0,"","","",0,"",0,"","",1,0
135,148,1997,144,607,1,1,0,0,"","","",0,"",0,"","",1,0
136,149,2965,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
137,150,190,144,1045,1,1,0,0,"","","",0,"",0,"","",1,0
138,151,4679,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
139,152,4041,144,533,1,1,0,0,"","","",0,"",0,"","",1,0
140,153,4722,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
141,154,3748,144,337,1,1,0,0,"","","",0,"",0,"","",1,0
142,155,3749,144,337,1,1,0,0,"","","",0,"",0,"","",1,0
143,156,802,144,337,1,1,0,0,"","","",0,"",0,"","",1,0
144,157,4718,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
145,158,1490,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
146,159,3129,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
147,160,2329,144,1045,1,1,0,0,"","","",0,"",0,"","",1,0
148,161,2330,144,1045,1,1,0,0,"","","",0,"",0,"","",1,0
149,162,4874,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
150,163,1003,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
151,164,405,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
152,165,4096,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
153,166,4685,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
154,167,4911,144,1046,1,1,0,0,"","","",0,"",0,"","",1,0
155,168,5127,144,1045,1,1,0,0,"","","",0,"",0,"","",1,0
156,169,2958,144,935,1,1,0,0,"","","",0,"",0,"","",1,0
157,170,4328,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
158,171,4913,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
159,172,3966,144,1045,1,1,0,0,"","","",0,"",0,"","",1,0
160,173,4302,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
161,174,1575,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
162,175,3017,144,875,1,1,0,0,"","","",0,"",0,"","",1,0
163,176,3039,144,416,1,1,0,0,"","","",0,"",0,"","",1,0
164,177,4909,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
165,178,166,144,252,1,1,0,0,"","","",0,"",0,"","",1,0
166,179,4703,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
167,180,4706,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
168,181,4709,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
169,182,4686,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
170,183,4875,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
171,184,1004,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
172,185,4872,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
173,186,"",39,"",1,1,0,0,"","","",0,"",0,"","",1,0
174,187,1061,144,337,1,1,0,0,"","","",0,"",0,"","",1,0
175,188,5133,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
176,189,2520,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
177,190,1047,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
178,191,1048,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
179,192,1049,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
180,193,1050,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
181,194,"",40,1071,1,1,0,0,"","","",0,"",0,"","",1,0
182,195,5099,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
183,196,3695,144,"",1,1,0,0,"","","",0,"",10,"","",1,0
184,197,4680,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
185,198,5301,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
186,199,5302,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
187,200,4303,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
188,201,1063,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
189,202,788,144,65,1,1,0,0,"","","",0,"",0,"","",1,0
190,203,698,144,65,1,1,0,0,"","","",0,"",0,"","",1,0
191,204,"",41,337,1,1,0,0,"","","",0,"",0,"","",1,0
192,205,169,144,337,1,1,0,0,"","","",0,"",0,"","",1,0
193,206,5429,144,337,1,1,0,0,"","","",0,"",0,"","",1,0
194,207,5496,144,252,1,1,0,0,"","","",0,"",0,"","",1,0
195,208,4125,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
196,209,5328,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
197,210,"",42,"",1,1,0,0,"","","",0,"",0,"","",1,0
198,211,"",44,"",1,1,0,0,"","","",0,"",0,"","",1,0
199,212,"",43,"",1,1,0,0,"","","",0,"",0,"","",1,0
200,213,"",45,"",1,1,0,0,"","","",0,"",0,"","",1,0
201,214,5520,144,915,1,1,0,0,"","","",0,"",0,"","",1,0
202,215,4124,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
203,216,4329,144,252,1,1,0,0,"","","",0,"",0,"","",1,0
204,217,4304,144,252,1,1,0,0,"","","",0,"",0,"","",1,0
205,218,4349,144,252,1,1,0,0,"","","",0,"",0,"","",1,0
206,219,3421,144,252,1,1,0,0,"","","",0,"",0,"","",1,0
207,220,5603,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
208,221,4676,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
209,222,1226,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
210,223,3159,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
211,224,5702,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
212,225,5891,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
213,226,5542,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
214,227,5893,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
215,228,4947,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
216,229,2899,144,379,1,1,0,0,"","","",0,"",0,"","",1,0
217,230,2197,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
218,231,1114,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
219,232,2331,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
220,233,2720,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
221,234,3028,144,65,1,1,0,0,"","","",0,"",0,"","",1,0
222,235,"",66,"",1,1,0,0,"","","",0,"",0,"","",1,0
223,236,4004,144,65,1,1,0,0,"","","",0,"",0,"","",1,0
224,237,338,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
225,238,3197,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
226,239,1501,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
227,240,4678,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
228,241,5551,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
229,242,3147,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
230,243,5882,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
231,244,5882,144,1379,1,1,0,0,"","","",0,"",0,"","",1,0
232,245,4719,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
233,246,4725,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
234,247,3060,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
235,248,4295,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
236,249,1066,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
237,250,5703,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
238,251,1367,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
239,252,4691,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
240,253,6060,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
241,254,1140,144,998,1,1,0,0,"","","",0,"",0,"","",1,0
242,255,5006,144,998,1,1,0,0,"","","",0,"",0,"","",1,0
243,256,1227,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
244,257,1067,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
245,258,6074,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
246,259,"",47,"",1,1,0,0,"","","",0,"",0,"","",1,0
247,260,"",48,1340,1,1,0,0,"","","",0,"",0,"","",1,0
248,261,6078,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
249,262,6079,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
250,263,4695,144,559,1,1,0,0,"","","",0,"",0,"","",1,0
251,264,"",49,"",1,1,0,0,"","","",0,"",0,"","",1,0
252,265,5692,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
253,266,1136,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
254,267,339,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
255,268,3198,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
256,269,1502,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
257,270,4691,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
258,271,1579,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
259,272,"",46,1107,1,1,0,0,"","","",0,"",0,"","",1,0
260,273,"",52,1340,1,1,0,0,"","","",0,"",0,"","",1,0
261,274,6153,144,1734,1,1,0,0,"","","",0,"",0,"","",1,0
262,275,"",53,"",1,1,0,0,"","","",0,"",0,"","",1,0
263,276,6140,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
264,277,6133,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
265,278,6136,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
266,279,6138,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
267,280,"",58,"",1,1,0,0,"","","",0,"",0,"","",1,0
268,281,"",59,"",1,1,0,0,"","","",0,"",0,"","",1,0
269,282,6143,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
270,283,6150,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
271,284,6147,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
272,285,6154,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
273,286,6258,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
274,287,"",54,"",1,1,0,0,"","","",0,"",0,"","",1,0
275,288,"",71,"",1,1,0,0,"","","",0,"",0,"","",1,0
276,289,"",67,"",1,1,0,0,"","","",0,"",0,"","",1,0
277,290,"",68,358,1,1,0,0,"","","",0,"",0,"","",1,0
278,291,3418,144,358,1,1,0,0,"","","",0,"",0,"","",1,0
279,292,"",69,358,1,1,0,0,"","","",0,"",0,"","",1,0
280,293,3419,144,358,1,1,0,0,"","","",0,"",0,"","",1,0
281,294,"",70,358,1,1,0,0,"","","",0,"",0,"","",1,0
282,295,3420,144,358,1,1,0,0,"","","",0,"",0,"","",1,0
283,296,3421,144,358,1,1,0,0,"","","",0,"",0,"","",1,0
284,297,6122,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
285,298,6257,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
286,299,"",72,"",1,1,0,0,"","","",0,"",0,"","",1,0
287,300,6255,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
288,301,"",73,"",1,1,0,0,"","","",0,"",0,"","",1,0
289,302,"",74,"",1,1,0,0,"","","",0,"",0,"","",1,0
290,303,"",75,"",1,1,0,0,"","","",0,"",0,"","",1,0
291,304,6064,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
292,305,"",68,949,1,1,0,0,"","","",0,"",0,"","",1,0
293,306,"",69,949,1,1,0,0,"","","",0,"",0,"","",1,0
294,307,"",70,949,1,1,0,0,"","","",0,"",0,"","",1,0
295,308,6223,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
296,309,"",64,"",1,1,0,0,"","","",0,"",0,"","",1,0
297,310,"",65,"",1,1,0,0,"","","",0,"",0,"","",1,0
298,311,6252,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
299,312,6192,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
300,313,6268,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
301,314,6273,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
302,315,6065,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
303,316,5350,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
304,317,6361,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
305,318,3054,144,1478,1,1,0,0,"","","",0,"",0,"","",1,0
306,319,6461,144,358,1,1,0,0,"","","",0,"",0,"","",1,0
307,320,6330,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
308,321,6292,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
309,322,6291,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
310,323,6373,144,1386,1,1,0,0,"","","",0,"",0,"","",1,0
311,324,6421,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
312,325,6376,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
313,326,6367,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
314,327,6370,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
315,328,3164,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
316,329,1197,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
317,330,"",76,"",1,1,0,0,"","","",0,"",0,"","",1,0
318,331,6360,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
319,332,3156,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
320,333,6409,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
321,334,6405,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
322,335,6382,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
323,336,6319,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
324,337,6453,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
325,338,6457,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
326,339,6279,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
327,340,5552,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
328,341,"",77,"",1,1,0,0,"","","",0,"",0,"","",1,0
329,342,1419,144,2063,1,1,0,0,"","","",0,"",0,"","",1,0
330,343,2572,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
331,344,3165,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
332,345,3018,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
333,346,4344,144,2169,1,1,0,0,"","","",0,"",0,"","",1,0
334,347,3059,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
335,348,1999,144,607,1,1,0,0,"","","",0,"",0,"","",1,0
336,349,2001,144,607,1,1,0,0,"","","",0,"",0,"","",1,0
337,350,2003,144,607,1,1,0,0,"","","",0,"",0,"","",1,0
338,351,2127,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
339,352,3166,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
340,353,6738,144,2063,1,1,0,0,"","","",0,"",0,"","",1,0
341,354,2128,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
342,355,6062,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
343,356,5553,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
344,357,4854,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
345,358,4855,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
346,359,1068,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
347,360,"",79,"",1,1,0,0,"","","",0,"",0,"","",1,0
348,364,7087,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
349,365,7090,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
350,366,6127,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
351,367,7292,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
352,368,7275,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
353,369,7276,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
354,370,7277,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
355,371,7278,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
356,372,7231,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
357,373,4726,144,2608,1,1,0,0,"","","",0,"",0,"","",1,0
358,374,7024,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
359,375,7271,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
360,376,7404,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
361,377,7418,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
362,378,"",82,"",1,1,0,0,"","","",0,"",0,"","",1,0
363,379,7327,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
364,380,3991,144,1491,1,1,0,0,"","","",0,"",0,"","",1,0
365,381,7592,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
366,382,6736,144,612,1,1,0,0,"","","",0,"",0,"","",1,0
367,383,6737,144,612,1,1,0,0,"","","",0,"",0,"","",1,0
368,384,"",83,358,1,1,0,0,"","","",0,"",0,"","",1,0
369,385,"",84,358,1,1,0,0,"","","",0,"",0,"","",1,0
370,386,4727,144,3024,1,1,0,0,"","","",0,"",0,"","",1,0
371,387,3169,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
372,388,7646,144,337,1,1,0,0,"","","",0,"",0,"","",1,0
373,389,7648,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
374,390,457,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
375,391,939,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
376,392,340,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
377,393,3199,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
378,394,1503,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
379,395,348,144,1000,1,1,0,0,"","","",0,"",0,"","",1,0
380,396,7479,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
381,397,7658,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
382,398,7657,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
383,399,7570,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
384,400,705,144,65,1,1,0,0,"","","",0,"",0,"","",1,0
385,401,7692,144,3438,1,1,0,0,"","","",0,"",0,"","",1,0
