"rownum","Buff","[rid]","i32"
102,"ignite",[380],3
103,"ignite",[381],4
104,"ignite",[382],5
105,"ignite",[383],6
106,"ignite",[1022],7
107,"ignite",[1102],8
108,"ignite",[1170],9
109,"ignite",[1360],10
110,"ignite",[1319],11
111,"ignite",[1361],12
112,"ignite",[1358],13
113,"ignite",[1462],14
114,"ignite",[1578],15
115,"ignite",[1586],16
116,"ignite",[1594],17
117,"ignite",[1595],18
118,"ignite",[1618],19
119,"ignite",[1671],20
120,"ignite",[1675],21
121,"ignite",[1676],22
122,"ignite",[1691],23
123,"ignite",[1741],24
124,"ignite",[1746],25
125,"ignite",[1800],26
126,"ignite",[1813],27
127,"ignite",[1825],28
128,"ignite",[1923],29
129,"ignite",[2022],30
130,"ignite",[2033],31
131,"ignite",[2107],32
132,"scorch",[982],0
133,"scorch",[1825],1
134,"shock",[5],0
135,"shock",[220],1
136,"shock",[221],2
137,"shock",[222],3
138,"shock",[1103],4
139,"shock",[223],5
140,"shock",[1579],6
141,"shock",[1587],7
142,"shock",[1687],8
143,"shock",[1690],9
144,"shock",[1799],10
145,"shock",[1827],11
146,"shock",[1863],12
147,"shock",[1864],13
148,"shock",[1887],14
149,"shock",[1888],15
150,"shock",[1924],16
151,"shock",[1945],17
152,"shock",[1961],18
153,"shock",[2023],19
154,"shock",[2024],20
155,"shock",[2029],21
156,"shock",[2102],22
157,"shock",[2108],23
158,"sap",[984],0
159,"sap",[1827],1
160,"chill",[3],0
161,"chill",[1625],1
162,"chill",[1792],2
163,"chill",[1801],3
164,"chill",[1829],4
165,"chill",[1921],5
166,"chill",[2098],9
167,"freeze",[4],0
168,"freeze",[1626],1
169,"freeze",[1803],2
170,"freeze",[1826],3
171,"freeze",[1922],4
172,"freeze",[2099],8
173,"brittle",[983],0
174,"brittle",[1829],1
175,"poison",[11],0
176,"poison",[1752],1
177,"poison",[1824],2
178,"poison",[1856],3
179,"poison",[1866],4
180,"poison",[1867],5
181,"bleed",[137],0
182,"bleed",[139],1
183,"bleed",[1549],2
184,"bleed",[1828],3
185,"bleed_moving",[138],0
186,"bleed_moving",[140],1
187,"bleed_moving",[1550],2
188,"bleed_moving",[1828],3
189,"fire_exposure",[1008],0
190,"cold_exposure",[1009],0
191,"lightning_exposure",[1010],0
192,"fire_exposure",[1580],1
193,"cold_exposure",[1581],1
194,"lightning_exposure",[1582],1
195,"fire_exposure",[1583],2
196,"cold_exposure",[1584],2
197,"lightning_exposure",[1585],2
198,"fire_exposure",[1925],3
199,"cold_exposure",[1926],3
200,"lightning_exposure",[1927],3
201,"infernal_blow_debuff",[884],0
202,"infernal_blow_debuff",[1596],1
203,"infernal_blow_debuff2",[885],0
204,"infernal_blow_debuff2",[1597],1
205,"infernal_blow_debuff3",[886],0
206,"infernal_blow_debuff3",[1598],1
207,"infernal_blow_debuff_alt_gem",[2066],0
208,"infernal_blow_debuff_alt_gem",[2067],1
209,"arcane_cloak",[1204],0
210,"arcane_cloak",[1599],1
211,"exsanguinate",[1507],0
212,"exsanguinate",[1600],1
213,"exsanguinate",[1718],2
214,"void_burst",[1601],0
215,"ambush_stealth",[1603],0
216,"cold_snap",[1606],4
217,"cold_snap",[1911],5
218,"cold_snap",[1913],6
219,"blood_rage",[13],0
220,"blood_rage",[1607],1
221,"lightning_strike_vaal_debuff",[869],0
222,"lightning_strike_vaal_debuff",[869],1
223,"lightning_strike_vaal_debuff",[1611],2
224,"lightning_strike_vaal_debuff",[1712],3
225,"lightning_strike_vaal_debuff",[1861],4
226,"lightning_strike",[1944],5
227,"herald_of_ash_buff",[909],-1
228,"herald_of_ash_buff",[330],0
229,"herald_of_ash_burning_buff",[173],0
230,"herald_of_ash_buff",[504],1
231,"herald_of_ash_burning_buff",[473],1
232,"herald_of_ash_buff",[503],2
233,"herald_of_ash_burning_buff",[173],2
234,"herald_of_ash_buff",[682],3
235,"herald_of_ash_burning_buff",[379],3
236,"herald_of_ash_buff",[686],4
237,"herald_of_ash_burning_buff",[173],4
238,"herald_of_ash_buff",[729],5
239,"herald_of_ash_burning_buff",[173],5
240,"herald_of_ash_buff",[815],6
241,"herald_of_ash_burning_buff",[823],6
242,"herald_of_ash_buff",[819],7
243,"herald_of_ash_burning_buff",[173],7
244,"herald_of_ash_buff",[890],8
245,"herald_of_ash_burning_buff",[173],8
246,"herald_of_ash_buff",[894],9
247,"herald_of_ash_burning_buff",[173],9
248,"herald_of_ash_buff",[903],10
249,"herald_of_ash_burning_buff",[173],10
250,"herald_of_ash_buff",[914],11
251,"herald_of_ash_burning_buff",[173],11
252,"herald_of_ash_buff",[919],12
253,"herald_of_ash_burning_buff",[173],12
254,"herald_of_ash_buff",[1046],13
255,"herald_of_ash_burning_buff",[173],13
256,"herald_of_ash_buff",[1069],14
257,"herald_of_ash_burning_buff",[1102],14
258,"herald_of_ash_buff",[1166],15
259,"herald_of_ash_burning_buff",[1170],15
260,"herald_of_ash_buff",[1246],16
261,"herald_of_ash_burning_buff",[173],16
262,"herald_of_ash_buff",[1293],17
263,"herald_of_ash_burning_buff",[173],17
264,"herald_of_ash_buff",[1315],18
265,"herald_of_ash_burning_buff",[1319],18
266,"herald_of_ash_buff",[1384],19
267,"herald_of_ash_burning_buff",[173],19
268,"herald_of_ash_buff",[1456],20
269,"herald_of_ash_burning_buff",[1460],20
270,"herald_of_thunder_buff",[909],-1
271,"herald_of_thunder_buff",[332],0
272,"herald_of_thunder_buff",[332],1
273,"herald_of_thunder_buff",[607],2
274,"herald_of_thunder_buff",[684],3
275,"herald_of_thunder_buff",[688],4
276,"herald_of_thunder_buff",[731],5
277,"herald_of_thunder_buff",[817],6
278,"herald_of_thunder_buff",[821],7
279,"herald_of_thunder_buff",[892],8
280,"herald_of_thunder_buff",[896],9
281,"herald_of_thunder_buff",[905],10
282,"herald_of_thunder_buff",[916],11
283,"herald_of_thunder_buff",[921],12
284,"herald_of_thunder_buff",[1048],13
285,"herald_of_thunder_buff",[1071],14
286,"herald_of_thunder_buff",[1168],15
287,"herald_of_thunder_buff",[1248],16
288,"herald_of_thunder_buff",[1294],17
289,"herald_of_thunder_buff",[1316],18
290,"herald_of_thunder_buff",[1385],19
291,"herald_of_thunder_buff",[1457],20
292,"herald_of_ice_buff",[909],-1
293,"herald_of_ice_buff",[331],0
294,"herald_of_ice_buff",[331],1
295,"herald_of_ice_buff",[606],2
296,"herald_of_ice_buff",[683],3
297,"herald_of_ice_buff",[687],4
298,"herald_of_ice_buff",[730],5
299,"herald_of_ice_buff",[816],6
300,"herald_of_ice_buff",[820],7
301,"herald_of_ice_buff",[891],8
302,"herald_of_ice_buff",[895],9
303,"herald_of_ice_buff",[904],10
304,"herald_of_ice_buff",[915],11
305,"herald_of_ice_buff",[920],12
306,"herald_of_ice_buff",[1047],13
307,"herald_of_ice_buff",[1070],14
308,"herald_of_ice_buff",[1167],15
309,"herald_of_ice_buff",[1247],16
310,"herald_of_ice_buff",[1295],17
311,"herald_of_ice_buff",[1317],18
312,"herald_of_ice_buff",[1386],19
313,"herald_of_ice_buff",[1458],20
314,"herald_of_thunder_active_buff",[0],-1
315,"herald_of_thunder_active_buff",[333],0
316,"herald_of_thunder_active_buff",[333],1
317,"herald_of_thunder_active_buff",[691],2
318,"herald_of_thunder_active_buff",[690],3
319,"herald_of_thunder_active_buff",[689],4
320,"herald_of_thunder_active_buff",[732],5
321,"herald_of_thunder_active_buff",[818],6
322,"herald_of_thunder_active_buff",[822],7
323,"herald_of_thunder_active_buff",[893],8
324,"herald_of_thunder_active_buff",[897],9
325,"herald_of_thunder_active_buff",[906],10
326,"herald_of_thunder_active_buff",[917],11
327,"herald_of_thunder_active_buff",[922],12
328,"herald_of_thunder_active_buff",[1049],13
329,"herald_of_thunder_active_buff",[1072],14
330,"herald_of_thunder_active_buff",[1169],15
331,"herald_of_thunder_active_buff",[1249],16
332,"herald_of_thunder_active_buff",[1296],17
333,"herald_of_thunder_active_buff",[1318],18
334,"herald_of_thunder_active_buff",[1387],19
335,"herald_of_thunder_active_buff",[1459],20
336,"herald_of_agony_buff",[909],-1
337,"herald_of_agony_buff",[926],0
338,"herald_of_agony_buff",[926],1
339,"herald_of_agony_buff",[926],2
340,"herald_of_agony_buff",[926],3
341,"herald_of_agony_buff",[926],4
342,"herald_of_agony_buff",[926],5
343,"herald_of_agony_buff",[926],6
344,"herald_of_agony_buff",[926],7
345,"herald_of_agony_buff",[926],8
346,"herald_of_agony_buff",[926],9
347,"herald_of_agony_buff",[929],10
348,"herald_of_agony_buff",[927],11
349,"herald_of_agony_buff",[928],12
350,"herald_of_agony_buff",[930],13
351,"herald_of_agony_buff",[931],14
352,"herald_of_agony_buff",[1164],15
353,"herald_of_agony_buff",[1251],16
354,"herald_of_agony_buff",[1292],17
355,"herald_of_agony_buff",[1314],18
356,"herald_of_agony_buff",[1383],19
357,"herald_of_agony_buff",[1455],20
358,"herald_of_light_buff",[909],-1
359,"herald_of_light_buff",[933],0
360,"herald_of_light_buff",[933],1
361,"herald_of_light_buff",[933],2
362,"herald_of_light_buff",[933],3
363,"herald_of_light_buff",[933],4
364,"herald_of_light_buff",[933],5
365,"herald_of_light_buff",[933],6
366,"herald_of_light_buff",[933],7
367,"herald_of_light_buff",[933],8
368,"herald_of_light_buff",[933],9
369,"herald_of_light_buff",[936],10
370,"herald_of_light_buff",[934],11
371,"herald_of_light_buff",[935],12
372,"herald_of_light_buff",[937],13
373,"herald_of_light_buff",[938],14
374,"herald_of_light_buff",[1165],15
375,"herald_of_light_buff",[1250],16
376,"herald_of_light_buff",[1291],17
377,"herald_of_light_buff",[1313],18
378,"herald_of_light_buff",[1382],19
379,"herald_of_light_buff",[1454],20
380,"burning_arrow_debuff",[1180],0
381,"burning_arrow_debuff",[1181],1
382,"mortar_barrage_mine_aura",[1136],0
383,"mortar_barrage_mine_aura",[1629],2
384,"mine_lightning_explosion_aura",[1126],0
385,"mine_lightning_explosion_aura",[1630],2
386,"cold_projectile_mine_aura",[1135],0
387,"cold_projectile_mine_aura",[1631],2
388,"vaal_arc_buff",[899],6
389,"vaal_arc_buff",[947],7
390,"vaal_arc_buff",[1109],8
391,"flame_wall_burning",[173],0
392,"flame_wall_burning",[1057],1
393,"flame_wall_burning",[1574],2
394,"flame_wall_burning",[1636],3
395,"plague_bearer_at_max_damage",[909],-1
396,"plague_bearer_at_max_damage",[1122],0
397,"plague_bearer_at_max_damage",[1122],1
398,"plague_bearer_at_max_damage",[1122],2
399,"plague_bearer_buff_active_aura",[909],-1
400,"plague_bearer_buff_active_aura",[1123],0
401,"plague_bearer_buff_active_aura",[1123],1
402,"plague_bearer_buff_active_aura",[1123],2
403,"plague_bearer_accumulating",[909],-1
404,"plague_bearer_accumulating",[1132],0
405,"plague_bearer_accumulating",[1637],1
406,"plague_bearer_accumulating",[1758],2
407,"plague_bearer_aura",[909],-1
408,"plague_bearer_aura",[1133],0
409,"plague_bearer_aura",[1638],1
410,"plague_bearer_aura",[1759],2
411,"penance_brand_magma_pustule",[1311],0
412,"penance_brand_magma_pustule",[1639],2
413,"penance_brand_many_charges",[1328],0
414,"penance_brand_many_charges",[1640],2
415,"winter_brand_burn",[1329],0
416,"winter_brand_burn",[1641],2
417,"winter_brand_secondary_burn",[1330],0
418,"winter_brand_secondary_burn",[1642],2
419,"winter_brand_orb",[1334],0
420,"winter_brand_orb",[1643],2
421,"divine_cry_buff",[1577],0
422,"divine_cry_buff",[1646],2
423,"divine_cry_buff",[1647],3
424,"blight_channel_main",[538],0
425,"blight_channel_main",[1101],1
426,"blight_channel_main",[1537],2
427,"blight_channel_main",[1538],3
428,"blight_channel_main",[1571],4
429,"blight_channel_hinder",[1650],3
430,"blight_channel_hinder",[1576],4
431,"wither_channelled_main",[494],1
432,"wither_channelled_main",[1131],2
433,"wither_channelled_main",[1539],3
434,"wither_channelled_main",[1540],4
435,"wither_channelled_main",[1541],5
436,"wither_channelled_main",[1572],6
437,"wither_channelled_hinder",[1650],4
438,"wither_channelled_hinder",[1576],6
439,"soul_link_source",[1652],0
440,"soul_link_target",[1653],0
441,"storm_blade",[1651],0
442,"flame_link_source",[1654],0
443,"flame_link_target",[1655],0
444,"remora_link_source",[1656],0
445,"remora_link_target",[1657],0
446,"bulwark_link_source",[1658],0
447,"bulwark_link_target",[1659],0
448,"trigger_link_source",[1660],0
449,"trigger_link_target",[1661],0
450,"critical_link_source",[1662],0
451,"critical_link_target",[1663],0
452,"explosive_concoction_flask_attach",[1644],0
453,"poisonous_concoction_flask_attach",[1645],0
454,"poisonous_concoction_flask_attach",[1747],1
455,"poisonous_concoction_flask_attach",[1862],2
456,"bubble_shield",[0],0
457,"flask_effect",[1742],1
458,"flask_effect",[1743],2
459,"flask_effect",[1744],3
460,"flask_effect",[1745],4
461,"flask_effect",[1751],5
462,"flask_effect",[1791],6
463,"flask_effect",[1821],7
464,"flask_effect",[1837],8
465,"flask_effect",[1838],9
466,"flask_effect",[1839],10
467,"flask_effect",[1873],11
468,"flask_effect",[1882],12
469,"flask_effect",[1883],13
470,"flask_effect",[1884],14
471,"flask_effect",[1885],15
472,"flask_effect",[1886],16
473,"flask_effect",[1912],17
474,"flask_effect",[1920],18
475,"flask_effect",[1968],19
476,"flask_effect",[1999],20
477,"flask_effect",[2000],21
478,"flask_effect",[2001],22
479,"corrupting_fever_buff",[1508],0
480,"corrupting_fever_buff",[1753],1
481,"corrupting_fever_corrupted_blood",[236],0
482,"corrupting_fever_corrupted_blood",[1754],1
483,"slither_slither_buff",[1525],1
484,"slither_elusive_buff",[1526],1
485,"slither_wither_buff",[1541],1
486,"monster_dd_area_corpse_mark",[803],0
487,"monster_dd_area_corpse_mark",[804],1
488,"monster_dd_area_corpse_mark",[1421],2
489,"monster_dd_area_corpse_mark",[1698],3
490,"monster_dd_area_corpse_mark",[2096],4
491,"monster_dd_area_corpse_fade",[1720],3
492,"monster_soulrend_debuff",[1004],0
493,"monster_soulrend_debuff",[1006],1
494,"monster_soulrend_debuff",[1970],2
495,"monster_soulrend_debuff",[2044],3
496,"monster_soulrend_fadeout",[1005],0
497,"monster_soulrend_fadeout",[1007],1
498,"monster_soulrend_fadeout",[1971],2
499,"monster_soulrend_fadeout",[2045],3
500,"arcane_surge",[721],0
501,"arcane_surge",[1817],1
502,"phasing_buff",[327],0
503,"phasing_buff",[1815],1
504,"fortify_buff",[403],0
505,"fortify_buff",[1816],1
506,"onslaught_buff",[212],0
507,"onslaught_buff",[1818],1
508,"onslaught_buff",[1951],2
509,"galvanic_field_player_buff",[1822],0
510,"galvanic_field_player_buff",[1848],1
511,"galvanic_field_player_buff",[1854],2
512,"galvanic_field_shock_debuff",[1823],0
513,"galvanic_field_shock_debuff",[1849],1
514,"galvanic_field_shock_debuff",[1855],2
515,"lightning_conduit_hit_buff",[1820],0
516,"lightning_conduit_hit_buff",[1851],1
517,"lightning_conduit_hit_buff",[1853],2
518,"lightning_conduit_pause_buff",[1819],0
519,"lightning_conduit_pause_buff",[1850],1
520,"lightning_conduit_pause_buff",[1852],2
521,"alchemists_mark_buff",[81],0
522,"alchemists_mark_buff",[1844],1
523,"alchemists_mark_buff",[2123],2
524,"righteous_fire_buff_visual",[384],2
525,"righteous_fire_buff_visual",[453],3
526,"righteous_fire_buff_visual",[453],4
527,"righteous_fire_buff_visual",[17],5
528,"righteous_fire_buff_visual",[17],6
529,"righteous_fire_buff_visual",[18],7
530,"righteous_fire_buff_visual",[1568],8
531,"righteous_fire_buff_visual",[1857],9
532,"righteous_fire_buff_visual",[2104],10
533,"righteous_fire_aura_visual",[385],2
534,"righteous_fire_aura_visual",[385],3
535,"righteous_fire_aura_visual",[385],4
536,"righteous_fire_aura_visual",[22],5
537,"righteous_fire_aura_visual",[25],6
538,"righteous_fire_aura_visual",[23],7
539,"righteous_fire_aura_visual",[1569],8
540,"righteous_fire_aura_visual",[1858],9
541,"righteous_fire_aura_visual",[2105],10
542,"righteous_fire_aura_visual_totem",[20],0
543,"righteous_fire_aura_visual_totem",[385],2
544,"righteous_fire_aura_visual_totem",[385],3
545,"righteous_fire_aura_visual_totem",[385],4
546,"righteous_fire_aura_visual_totem",[25],5
547,"righteous_fire_aura_visual_totem",[25],6
548,"righteous_fire_aura_visual_totem",[24],7
549,"righteous_fire_aura_visual_totem",[1570],8
550,"righteous_fire_aura_visual_totem",[1859],9
551,"righteous_fire_aura_visual_totem",[2106],10
552,"reap_debuff",[1527],0
553,"reap_debuff",[1868],1
554,"reap_debuff",[1957],2
555,"reap_charges",[1528],0
556,"reap_charges",[1869],1
557,"reap_charges",[1958],2
558,"vaal_charged_attack_buff",[1893],0
559,"vaal_charged_attack_buff",[1894],1
560,"vaal_charged_attack_buff",[1895],2
561,"dominating_blow_normal",[940],0
562,"dominating_blow_normal",[1431],1
563,"dominating_blow_magic",[941],0
564,"dominating_blow_magic",[1432],1
565,"dominating_blow_rare",[942],0
566,"dominating_blow_rare",[1433],1
567,"vaal_ice_shot",[1908],0
568,"vaal_ice_shot",[1909],3
569,"vaal_ice_shot",[1910],4
570,"vaal_arctic_armour_secondary",[1905],0
571,"vaal_arctic_armour_secondary",[1906],2
572,"vaal_arctic_armour_secondary",[1907],4
573,"covered_in_ash",[664],0
574,"covered_in_ash",[1947],1
575,"covered_in_frost",[1688],0
576,"covered_in_frost",[1948],1
577,"smite_aura_buff",[913],1
578,"smite_aura_buff",[1960],3
579,"smite_vaal_aura_buff",[1896],0
580,"frigid_bond",[1967],0
581,"devour_support",[1928],-1
582,"devour_support",[1242],0
583,"freeze",[1996],5
584,"flamewood_support",[1972],0
585,"freeze",[2014],6
586,"freeze",[2015],7
587,"chill",[2016],6
588,"chill",[2017],7
589,"chill",[2018],8
590,"arctic_armour_buff",[418],0
591,"arctic_armour_buff",[419],1
592,"arctic_armour_buff",[420],2
593,"arctic_armour_buff",[0],3
594,"arctic_armour_buff",[2111],4
595,"retaliation_rage_warcry_buff_visual",[410],0
596,"retaliation_rage_warcry_buff_visual",[1365],2
597,"retaliation_rage_warcry_buff_visual",[1348],3
598,"revenant_revive_explode",[803],0
599,"revenant_revive_possesed",[415],0
600,"poachers_mark",[80],0
601,"poachers_mark",[2168],1
602,"assassins_mark",[76],0
603,"assassins_mark",[2169],1
604,"snipers_mark",[77],0
605,"snipers_mark",[2170],1
606,"warlords_mark",[71],0
607,"warlords_mark",[2171],1
