"rownum","BaseItem","MonsterVariety","MonsterAbilities","MonsterCategory"
53,11467,9947,"Summons skeletons\r\nFires mortars\r\nCreates Chaos Offering\r\nCreates Fire Offering\r\nAlly skeletons deal additional fire and chaos damage with attacks\r\nCasts Discipline",3
54,11468,9960,"Casts Dash of Destruction\r\nCasts Screech of Splendor",4
55,11469,9961,"Casts Dash of Destruction\r\nCasts Screech of Splendor\r\nScreech of Splendor inflicts Lightning Exposure",4
56,11470,9962,"Casts Dash of Destruction\r\nCasts Screech of Splendor\r\nScreech of Splendor inflicts Lightning Exposure\r\nCasts Grace",4
57,11471,9939,"Casts Shock Nova\r\nCasts Spark\r\nCasts Lightning Warp",2
58,11472,9940,"Casts Shock Nova\r\nCasts Spark\r\nCasts Lightning Warp\r\nCasts Wrath",2
59,11473,9941,"Casts Shock Nova\r\nCasts Spark\r\nCasts Lightning Warp\r\nCasts Wrath\r\nLightning Damage of nearby allies is Lucky",2
60,11474,9904,"Casts Lightning Burst",0
61,11475,9905,"Casts Lightning Burst\r\nCasts Clarity",0
62,11476,9906,"Casts Lightning Burst inflicting Sap on Hit\r\nCasts Clarity",0
63,11477,9951,"20% increased Physical Weapon Damage per 10 Strength",3
64,11478,9952,"20% increased Physical Weapon Damage per 10 Strength\r\nCrushes on Hit",3
65,11479,9953,"20% increased Physical Weapon Damage per 10 Strength\r\nCrushes on Hit\r\nOwner gains 5% More Physical Attack Damage",3
66,11480,9988,"Uses Leap Slam\r\nUses Sweep\r\nUses Enduring Cry\r\nUses Immortal call",5
67,11481,9989,"Uses Leap Slam\r\nUses Sweep\r\nUses Enduring Cry\r\nUses Immortal call\r\nCasts Vitality",5
68,11482,9990,"Uses Leap Slam\r\nUses Sweep\r\nUses Enduring Cry\r\nUses Immortal call\r\nCasts Vitality\r\nShares Endurance Charges with allies",5
69,11483,9948,"Causes Bleeding",3
70,11484,9949,"Causes Bleeding\r\nNearby enemies have 50% reduced Life Regeneration rate",3
71,11485,9950,"Causes Bleeding\r\nNearby enemies have 50% reduced Life Regeneration rate\r\nCan inflict Bleeding on an Enemy up to 16 times\r\nBleeding does not deal extra Damage while the enemy is moving",3
72,11486,9942,"Summons Constructs\r\n5% increased Attack Damage per 450 Armour",2
73,11487,9943,"Summons Constructs\r\n5% increased Attack Damage per 450 Armour\r\nBuffs nearby Constructs with 100% increased Damage and 30% Attack and Cast Speed",2
74,11488,9944,"Summons Constructs\r\n8% increased Attack Damage per 450 Armour\r\nBuffs nearby Constructs with 100% increased Damage and 30% Attack and Cast Speed",2
75,11489,9919,"Loses a percentage of Life when casting spells\r\nUpon reaching 20% Life, stops casting to recover to Full Life",1
76,11490,9920,"Loses a percentage of Life when casting spells\r\nUpon reaching 20% Life, stops casting to recover to Full Life\r\nHeals nearby allies for 10% of the Life spent",1
77,11491,9921,"Loses a percentage of Life when casting spells\r\nUpon reaching 20% Life, stops casting to recover to Full Life\r\nHeals nearby allies for 10% of the Life spent\r\nWhile on Low Life nearby allies gain spell damage",1
78,11492,9922,"",1
79,11493,9923,"",1
80,11494,9924,"",1
81,11495,9963,"Summons Spiders\r\n",4
82,11496,9964,"Summons Spiders\r\nAlly Spiders deal additional chaos damage with attacks",4
83,11497,9965,"Summons Spiders\r\nAlly Spiders deal additional chaos damage with attacks\r\nOwner gains 10% increased Effect of Withered",4
84,11498,9936,"Must be linked to be powered",2
85,11499,9937,"Must be Linked to be powered\r\n50% effects of Links on this",2
86,11500,9938,"Must be Linked to be powered\r\n100% effects of Links on this",2
87,11501,9957,"High Life",3
88,11502,9958,"Higher Life\r\nReleases a caustic cloud when hit",3
89,11503,9959,"Highest Life\r\nReleases a caustic cloud when hit\r\nTaunts on Hit",3
90,11504,9901,"Casts channelled Lightning Beam\r\nCannot inflict Shock",0
91,11505,9902,"Casts channelled Lightning Beam\r\nCannot inflict Shock\r\nRemoves Shock on hit to trigger Lightning Explosion",0
92,11506,9903,"Casts channelled Lightning Beam\r\nCannot inflict Shock\r\nRemoves Shock on hit to trigger Lightning Explosion\r\nCasts Purity of Lightning",0
93,11507,9966,"5% increased Attack Damage per 450 Evasion Rating",4
94,11508,9967,"5% increased Attack Damage per 450 Evasion Rating\r\n5% chance to grant a Frenzy Charge to nearby Allies on Hit",4
95,11509,9968,"5% increased Attack Damage per 450 Evasion Rating\r\n5% chance to grant a Frenzy Charge to nearby Allies on Hit\r\nCasts Haste",4
96,11510,9969,"Buffs Owner with Rongokurai's Boon",4
97,11511,9970,"Buffs Owner with Rongokurai's Boon\r\nOwner gains 3% Physical Damage Reduction",4
98,11512,9971,"Buffs Owner with Rongokurai's Boon\r\nOwner gains 5% Physical Damage Reduction\r\nCasts Determination",4
99,11513,9930,"Fires Lightning Beams\r\nFires Chilling Blasts\r\nRain of Boulders\r\nSlams",2
100,11514,9931,"Fires Lightning Beams\r\nFires Chilling Blasts\r\nRain of Boulders\r\nSlams\r\nSlam deals 500% more Damage with Ignite",2
101,11515,9932,"Fires Lightning Beams\r\nFires Chilling Blasts\r\nRain of Boulders\r\nSlams\r\nSlam deals 500% more Damage with Ignite\r\nLightning Beam has 20% Maximum Effect of Shock",2
102,11516,9972,"Cyclones\r\nUses Molten Fissure",5
103,11517,9973,"Cyclones\r\nUses Molten Fissure\r\nCulling Strike",5
104,11518,9974,"Cyclones\r\nUses Molten Fissure\r\nCulling Strike\r\nNearby allies have Onslaught",5
