"rownum","Id","BaseItem","UniqueCraft","bool","i32","CraftItemType","Name","CraftTag","bool"
80,"Metadata/Items/Armours/BodyArmours/BodyStrInt8",6146,"","",6,1,"","",""
81,"Metadata/Items/Armours/BodyArmours/BodyStrInt9",6147,"","",6,1,"","",""
82,"Metadata/Items/Armours/BodyArmours/BodyStrInt10",6148,"","",6,1,"","",""
83,"Metadata/Items/Armours/BodyArmours/BodyStrInt11",6149,"","",6,1,"","",""
84,"Metadata/Items/Armours/BodyArmours/BodyStrInt12",6150,"","",6,1,"","",""
85,"Metadata/Items/Armours/BodyArmours/BodyStrInt13",6151,"","",6,1,"","",""
86,"Metadata/Items/Armours/BodyArmours/BodyStrInt14",6152,"","",6,1,"","",""
87,"Metadata/Items/Armours/BodyArmours/BodyStrInt15",6153,"","",6,1,"","",""
88,"Metadata/Items/Armours/BodyArmours/BodyStrInt16",6154,"","",6,1,"","",""
89,"Metadata/Items/Armours/BodyArmours/BodyStrInt17",6155,"","",6,1,"","",""
90,"Metadata/Items/Armours/BodyArmours/BodyDexInt1",6159,"","",5,1,"","",""
91,"Metadata/Items/Armours/BodyArmours/BodyDexInt2",6160,"","",5,1,"","",""
92,"Metadata/Items/Armours/BodyArmours/BodyDexInt3",6161,"","",5,1,"","",""
93,"Metadata/Items/Armours/BodyArmours/BodyDexInt4",6162,"","",5,1,"","",""
94,"Metadata/Items/Armours/BodyArmours/BodyDexInt5",6163,"","",5,1,"","",""
95,"Metadata/Items/Armours/BodyArmours/BodyDexInt6",6164,"","",5,1,"","",""
96,"Metadata/Items/Armours/BodyArmours/BodyDexInt7",6165,"","",5,1,"","",""
97,"Metadata/Items/Armours/BodyArmours/BodyDexInt8",6166,"","",5,1,"","",""
98,"Metadata/Items/Armours/BodyArmours/BodyDexInt9",6167,"","",5,1,"","",""
99,"Metadata/Items/Armours/BodyArmours/BodyDexInt10",6168,"","",5,1,"","",""
100,"Metadata/Items/Armours/BodyArmours/BodyDexInt11",6169,"","",5,1,"","",""
101,"Metadata/Items/Armours/BodyArmours/BodyDexInt12",6170,"","",5,1,"","",""
102,"Metadata/Items/Armours/BodyArmours/BodyDexInt13",6171,"","",5,1,"","",""
103,"Metadata/Items/Armours/BodyArmours/BodyDexInt14",6172,"","",5,1,"","",""
104,"Metadata/Items/Armours/BodyArmours/BodyDexInt15",6173,"","",5,1,"","",""
105,"Metadata/Items/Armours/BodyArmours/BodyDexInt16",6174,"","",5,1,"","",""
106,"Metadata/Items/Armours/BodyArmours/BodyDexInt17",6175,"","",5,1,"","",""
107,"Metadata/Items/Armours/Shields/ShieldStr1",5864,"","",1,4,"","",""
108,"Metadata/Items/Armours/Shields/ShieldStr2",5865,"","",1,4,"","",""
109,"Metadata/Items/Armours/Shields/ShieldStr3",5866,"","",1,4,"","",""
110,"Metadata/Items/Armours/Shields/ShieldStr4",5867,"","",1,4,"","",""
111,"Metadata/Items/Armours/Shields/ShieldStr5",5868,"","",1,4,"","",""
112,"Metadata/Items/Armours/Shields/ShieldStr6",5869,"","",1,4,"","",""
113,"Metadata/Items/Armours/Shields/ShieldStr7",5870,"","",1,4,"","",""
114,"Metadata/Items/Armours/Shields/ShieldStr8",5871,"","",1,4,"","",""
115,"Metadata/Items/Armours/Shields/ShieldStr9",5872,"","",1,4,"","",""
116,"Metadata/Items/Armours/Shields/ShieldStr10",5873,"","",1,4,"","",""
117,"Metadata/Items/Armours/Shields/ShieldStr11",5874,"","",1,4,"","",""
118,"Metadata/Items/Armours/Shields/ShieldStr12",5875,"","",1,4,"","",""
119,"Metadata/Items/Armours/Shields/ShieldStr13",5876,"","",1,4,"","",""
120,"Metadata/Items/Armours/Shields/ShieldStr14",5877,"","",1,4,"","",""
121,"Metadata/Items/Armours/Shields/ShieldStr15",5878,"","",1,4,"","",""
122,"Metadata/Items/Armours/Shields/ShieldStr16",5879,"","",1,4,"","",""
123,"Metadata/Items/Armours/Shields/ShieldStr17",5880,"","",1,4,"","",""
124,"Metadata/Items/Armours/Shields/ShieldDex1",5884,"","",2,4,"","",""
125,"Metadata/Items/Armours/Shields/ShieldDex2",5885,"","",2,4,"","",""
126,"Metadata/Items/Armours/Shields/ShieldDex3",5886,"","",2,4,"","",""
127,"Metadata/Items/Armours/Shields/ShieldDex4",5887,"","",2,4,"","",""
128,"Metadata/Items/Armours/Shields/ShieldDex5",5888,"","",2,4,"","",""
129,"Metadata/Items/Armours/Shields/ShieldDex6",5889,"","",2,4,"","",""
130,"Metadata/Items/Armours/Shields/ShieldDex7",5890,"","",2,4,"","",""
131,"Metadata/Items/Armours/Shields/ShieldDex8",5891,"","",2,4,"","",""
132,"Metadata/Items/Armours/Shields/ShieldDex9",5892,"","",2,4,"","",""
133,"Metadata/Items/Armours/Shields/ShieldDex10",5893,"","",2,4,"","",""
134,"Metadata/Items/Armours/Shields/ShieldDex11",5894,"","",2,4,"","",""
135,"Metadata/Items/Armours/Shields/ShieldDex12",5895,"","",2,4,"","",""
136,"Metadata/Items/Armours/Shields/ShieldDex13",5896,"","",2,4,"","",""
137,"Metadata/Items/Armours/Shields/ShieldDex14",5897,"","",2,4,"","",""
138,"Metadata/Items/Armours/Shields/ShieldDex15",5898,"","",2,4,"","",""
139,"Metadata/Items/Armours/Shields/ShieldDex16",5899,"","",2,4,"","",""
140,"Metadata/Items/Armours/Shields/ShieldInt1",5903,"","",3,4,"","",""
141,"Metadata/Items/Armours/Shields/ShieldInt2",5904,"","",3,4,"","",""
142,"Metadata/Items/Armours/Shields/ShieldInt3",5905,"","",3,4,"","",""
143,"Metadata/Items/Armours/Shields/ShieldInt4",5906,"","",3,4,"","",""
144,"Metadata/Items/Armours/Shields/ShieldInt5",5907,"","",3,4,"","",""
145,"Metadata/Items/Armours/Shields/ShieldInt6",5908,"","",3,4,"","",""
146,"Metadata/Items/Armours/Shields/ShieldInt7",5909,"","",3,4,"","",""
147,"Metadata/Items/Armours/Shields/ShieldInt8",5910,"","",3,4,"","",""
148,"Metadata/Items/Armours/Shields/ShieldInt9",5911,"","",3,4,"","",""
149,"Metadata/Items/Armours/Shields/ShieldInt10",5912,"","",3,4,"","",""
150,"Metadata/Items/Armours/Shields/ShieldInt11",5913,"","",3,4,"","",""
151,"Metadata/Items/Armours/Shields/ShieldInt12",5914,"","",3,4,"","",""
152,"Metadata/Items/Armours/Shields/ShieldInt13",5915,"","",3,4,"","",""
153,"Metadata/Items/Armours/Shields/ShieldInt14",5916,"","",3,4,"","",""
154,"Metadata/Items/Armours/Shields/ShieldInt15",5917,"","",3,4,"","",""
155,"Metadata/Items/Armours/Shields/ShieldInt16",5918,"","",3,4,"","",""
156,"Metadata/Items/Armours/Shields/ShieldStrDex1",5922,"","",4,4,"","",""
157,"Metadata/Items/Armours/Shields/ShieldStrDex2",5923,"","",4,4,"","",""
158,"Metadata/Items/Armours/Shields/ShieldStrDex3",5924,"","",4,4,"","",""
159,"Metadata/Items/Armours/Shields/ShieldStrDex4",5925,"","",4,4,"","",""
160,"Metadata/Items/Armours/Shields/ShieldStrDex5",5926,"","",4,4,"","",""
161,"Metadata/Items/Armours/Shields/ShieldStrDex6",5927,"","",4,4,"","",""
162,"Metadata/Items/Armours/Shields/ShieldStrDex7",5928,"","",4,4,"","",""
163,"Metadata/Items/Armours/Shields/ShieldStrDex8",5929,"","",4,4,"","",""
164,"Metadata/Items/Armours/Shields/ShieldStrDex9",5930,"","",4,4,"","",""
165,"Metadata/Items/Armours/Shields/ShieldStrDex10",5931,"","",4,4,"","",""
166,"Metadata/Items/Armours/Shields/ShieldStrDex11",5932,"","",4,4,"","",""
167,"Metadata/Items/Armours/Shields/ShieldStrDex12",5933,"","",4,4,"","",""
168,"Metadata/Items/Armours/Shields/ShieldStrDex13",5934,"","",4,4,"","",""
169,"Metadata/Items/Armours/Shields/ShieldStrInt1",5935,"","",6,4,"","",""
170,"Metadata/Items/Armours/Shields/ShieldStrInt2",5936,"","",6,4,"","",""
171,"Metadata/Items/Armours/Shields/ShieldStrInt3",5937,"","",6,4,"","",""
172,"Metadata/Items/Armours/Shields/ShieldStrInt4",5938,"","",6,4,"","",""
173,"Metadata/Items/Armours/Shields/ShieldStrInt5",5939,"","",6,4,"","",""
174,"Metadata/Items/Armours/Shields/ShieldStrInt6",5940,"","",6,4,"","",""
175,"Metadata/Items/Armours/Shields/ShieldStrInt7",5941,"","",6,4,"","",""
176,"Metadata/Items/Armours/Shields/ShieldStrInt8",5942,"","",6,4,"","",""
177,"Metadata/Items/Armours/Shields/ShieldStrInt9",5943,"","",6,4,"","",""
178,"Metadata/Items/Armours/Shields/ShieldStrInt10",5944,"","",6,4,"","",""
179,"Metadata/Items/Armours/Shields/ShieldStrInt11",5945,"","",6,4,"","",""
180,"Metadata/Items/Armours/Shields/ShieldStrInt12",5946,"","",6,4,"","",""
181,"Metadata/Items/Armours/Shields/ShieldStrInt13",5947,"","",6,4,"","",""
182,"Metadata/Items/Armours/Shields/ShieldDexInt1",5948,"","",5,4,"","",""
183,"Metadata/Items/Armours/Shields/ShieldDexInt2",5949,"","",5,4,"","",""
184,"Metadata/Items/Armours/Shields/ShieldDexInt3",5950,"","",5,4,"","",""
185,"Metadata/Items/Armours/Shields/ShieldDexInt4",5951,"","",5,4,"","",""
186,"Metadata/Items/Armours/Shields/ShieldDexInt5",5952,"","",5,4,"","",""
187,"Metadata/Items/Armours/Shields/ShieldDexInt6",5953,"","",5,4,"","",""
188,"Metadata/Items/Armours/Shields/ShieldDexInt7",5954,"","",5,4,"","",""
189,"Metadata/Items/Armours/Shields/ShieldDexInt8",5955,"","",5,4,"","",""
190,"Metadata/Items/Armours/Shields/ShieldDexInt9",5956,"","",5,4,"","",""
191,"Metadata/Items/Armours/Shields/ShieldDexInt10",5957,"","",5,4,"","",""
192,"Metadata/Items/Armours/Shields/ShieldDexInt11",5958,"","",5,4,"","",""
193,"Metadata/Items/Armours/Shields/ShieldDexInt12",5959,"","",5,4,"","",""
194,"Metadata/Items/Armours/Shields/ShieldDexInt13",5960,"","",5,4,"","",""
195,"Metadata/Items/Armours/Helmets/HelmetStr1",5962,"","",1,0,"","",""
196,"Metadata/Items/Armours/Helmets/HelmetStr2",5963,"","",1,0,"","",""
197,"Metadata/Items/Armours/Helmets/HelmetStr3",5964,"","",1,0,"","",""
198,"Metadata/Items/Armours/Helmets/HelmetStr4",5965,"","",1,0,"","",""
199,"Metadata/Items/Armours/Helmets/HelmetStr5",5966,"","",1,0,"","",""
200,"Metadata/Items/Armours/Helmets/HelmetStr6",5967,"","",1,0,"","",""
201,"Metadata/Items/Armours/Helmets/HelmetStr7",5968,"","",1,0,"","",""
202,"Metadata/Items/Armours/Helmets/HelmetStr8",5969,"","",1,0,"","",""
203,"Metadata/Items/Armours/Helmets/HelmetStr9",5970,"","",1,0,"","",""
204,"Metadata/Items/Armours/Helmets/HelmetStr10",5971,"","",1,0,"","",""
205,"Metadata/Items/Armours/Helmets/HelmetStr11",5972,"","",1,0,"","",""
206,"Metadata/Items/Armours/Helmets/HelmetDex1",5976,"","",2,0,"","",""
207,"Metadata/Items/Armours/Helmets/HelmetDex2",5977,"","",2,0,"","",""
208,"Metadata/Items/Armours/Helmets/HelmetDex3",5978,"","",2,0,"","",""
209,"Metadata/Items/Armours/Helmets/HelmetDex4",5979,"","",2,0,"","",""
210,"Metadata/Items/Armours/Helmets/HelmetDex5",5980,"","",2,0,"","",""
211,"Metadata/Items/Armours/Helmets/HelmetDex6",5981,"","",2,0,"","",""
212,"Metadata/Items/Armours/Helmets/HelmetDex7",5982,"","",2,0,"","",""
213,"Metadata/Items/Armours/Helmets/HelmetDex8",5983,"","",2,0,"","",""
214,"Metadata/Items/Armours/Helmets/HelmetDex9",5984,"","",2,0,"","",""
215,"Metadata/Items/Armours/Helmets/HelmetDex10",5985,"","",2,0,"","",""
216,"Metadata/Items/Armours/Helmets/HelmetInt1",5989,"","",3,0,"","",""
217,"Metadata/Items/Armours/Helmets/HelmetInt2",5990,"","",3,0,"","",""
218,"Metadata/Items/Armours/Helmets/HelmetInt3",5991,"","",3,0,"","",""
219,"Metadata/Items/Armours/Helmets/HelmetInt4",5992,"","",3,0,"","",""
220,"Metadata/Items/Armours/Helmets/HelmetInt5",5993,"","",3,0,"","",""
221,"Metadata/Items/Armours/Helmets/HelmetInt6",5994,"","",3,0,"","",""
222,"Metadata/Items/Armours/Helmets/HelmetInt7",5995,"","",3,0,"","",""
223,"Metadata/Items/Armours/Helmets/HelmetInt8",5996,"","",3,0,"","",""
224,"Metadata/Items/Armours/Helmets/HelmetInt9",5997,"","",3,0,"","",""
225,"Metadata/Items/Armours/Helmets/HelmetInt10",5998,"","",3,0,"","",""
226,"Metadata/Items/Armours/Helmets/HelmetInt11",5999,"","",3,0,"","",""
227,"Metadata/Items/Armours/Helmets/HelmetStrDex1",6003,"","",4,0,"","",""
228,"Metadata/Items/Armours/Helmets/HelmetStrDex2",6004,"","",4,0,"","",""
229,"Metadata/Items/Armours/Helmets/HelmetStrDex3",6005,"","",4,0,"","",""
230,"Metadata/Items/Armours/Helmets/HelmetStrDex4",6006,"","",4,0,"","",""
231,"Metadata/Items/Armours/Helmets/HelmetStrDex5",6007,"","",4,0,"","",""
232,"Metadata/Items/Armours/Helmets/HelmetStrDex6",6008,"","",4,0,"","",""
233,"Metadata/Items/Armours/Helmets/HelmetStrDex7",6009,"","",4,0,"","",""
234,"Metadata/Items/Armours/Helmets/HelmetStrDex8",6010,"","",4,0,"","",""
235,"Metadata/Items/Armours/Helmets/HelmetStrDex9",6011,"","",4,0,"","",""
236,"Metadata/Items/Armours/Helmets/HelmetStrDex10",6012,"","",4,0,"","",""
237,"Metadata/Items/Armours/Helmets/HelmetStrInt1",6019,"","",6,0,"","",""
238,"Metadata/Items/Armours/Helmets/HelmetStrInt2",6020,"","",6,0,"","",""
239,"Metadata/Items/Armours/Helmets/HelmetStrInt3",6021,"","",6,0,"","",""
240,"Metadata/Items/Armours/Helmets/HelmetStrInt4",6022,"","",6,0,"","",""
241,"Metadata/Items/Armours/Helmets/HelmetStrInt5",6023,"","",6,0,"","",""
242,"Metadata/Items/Armours/Helmets/HelmetStrInt6",6024,"","",6,0,"","",""
243,"Metadata/Items/Armours/Helmets/HelmetStrInt7",6025,"","",6,0,"","",""
244,"Metadata/Items/Armours/Helmets/HelmetStrInt8",6026,"","",6,0,"","",""
245,"Metadata/Items/Armours/Helmets/HelmetStrInt9",6027,"","",6,0,"","",""
246,"Metadata/Items/Armours/Helmets/HelmetStrInt10",6028,"","",6,0,"","",""
247,"Metadata/Items/Armours/Helmets/HelmetDexInt1",6035,"","",5,0,"","",""
248,"Metadata/Items/Armours/Helmets/HelmetDexInt2",6036,"","",5,0,"","",""
249,"Metadata/Items/Armours/Helmets/HelmetDexInt3",6037,"","",5,0,"","",""
250,"Metadata/Items/Armours/Helmets/HelmetDexInt4",6038,"","",5,0,"","",""
251,"Metadata/Items/Armours/Helmets/HelmetDexInt5",6039,"","",5,0,"","",""
252,"Metadata/Items/Armours/Helmets/HelmetDexInt6",6040,"","",5,0,"","",""
253,"Metadata/Items/Armours/Helmets/HelmetDexInt7",6041,"","",5,0,"","",""
254,"Metadata/Items/Armours/Helmets/HelmetDexInt8",6042,"","",5,0,"","",""
255,"Metadata/Items/Armours/Helmets/HelmetDexInt9",6043,"","",5,0,"","",""
256,"Metadata/Items/Armours/Helmets/HelmetDexInt10",6044,"","",5,0,"","",""
257,"Metadata/Items/Armours/Helmets/HelmetDexInt11",6045,"","",5,0,"","",""
258,"Metadata/Items/Armours/Gloves/GlovesStr1",6265,"","",1,2,"","",""
259,"Metadata/Items/Armours/Gloves/GlovesStr2",6266,"","",1,2,"","",""
260,"Metadata/Items/Armours/Gloves/GlovesStr3",6267,"","",1,2,"","",""
261,"Metadata/Items/Armours/Gloves/GlovesStr4",6268,"","",1,2,"","",""
262,"Metadata/Items/Armours/Gloves/GlovesStr5",6269,"","",1,2,"","",""
263,"Metadata/Items/Armours/Gloves/GlovesStr6",6270,"","",1,2,"","",""
264,"Metadata/Items/Armours/Gloves/GlovesStr7",6271,"","",1,2,"","",""
265,"Metadata/Items/Armours/Gloves/GlovesStr8",6272,"","",1,2,"","",""
266,"Metadata/Items/Armours/Gloves/GlovesStr9",6273,"","",1,2,"","",""
267,"Metadata/Items/Armours/Gloves/GlovesDex1",6279,"","",2,2,"","",""
268,"Metadata/Items/Armours/Gloves/GlovesDex2",6280,"","",2,2,"","",""
269,"Metadata/Items/Armours/Gloves/GlovesDex3",6281,"","",2,2,"","",""
270,"Metadata/Items/Armours/Gloves/GlovesDex4",6282,"","",2,2,"","",""
271,"Metadata/Items/Armours/Gloves/GlovesDex5",6283,"","",2,2,"","",""
272,"Metadata/Items/Armours/Gloves/GlovesDex6",6284,"","",2,2,"","",""
273,"Metadata/Items/Armours/Gloves/GlovesDex7",6285,"","",2,2,"","",""
274,"Metadata/Items/Armours/Gloves/GlovesDex8",6286,"","",2,2,"","",""
275,"Metadata/Items/Armours/Gloves/GlovesDex9",6287,"","",2,2,"","",""
276,"Metadata/Items/Armours/Gloves/GlovesInt1",6293,"","",3,2,"","",""
277,"Metadata/Items/Armours/Gloves/GlovesInt2",6294,"","",3,2,"","",""
278,"Metadata/Items/Armours/Gloves/GlovesInt3",6295,"","",3,2,"","",""
279,"Metadata/Items/Armours/Gloves/GlovesInt4",6296,"","",3,2,"","",""
280,"Metadata/Items/Armours/Gloves/GlovesInt5",6297,"","",3,2,"","",""
281,"Metadata/Items/Armours/Gloves/GlovesInt6",6298,"","",3,2,"","",""
282,"Metadata/Items/Armours/Gloves/GlovesInt7",6299,"","",3,2,"","",""
283,"Metadata/Items/Armours/Gloves/GlovesInt8",6300,"","",3,2,"","",""
284,"Metadata/Items/Armours/Gloves/GlovesInt9",6301,"","",3,2,"","",""
285,"Metadata/Items/Armours/Gloves/GlovesStrDex1",6307,"","",4,2,"","",""
286,"Metadata/Items/Armours/Gloves/GlovesStrDex2",6308,"","",4,2,"","",""
287,"Metadata/Items/Armours/Gloves/GlovesStrDex3",6309,"","",4,2,"","",""
288,"Metadata/Items/Armours/Gloves/GlovesStrDex4",6310,"","",4,2,"","",""
289,"Metadata/Items/Armours/Gloves/GlovesStrDex5",6311,"","",4,2,"","",""
290,"Metadata/Items/Armours/Gloves/GlovesStrDex6",6312,"","",4,2,"","",""
291,"Metadata/Items/Armours/Gloves/GlovesStrDex7",6313,"","",4,2,"","",""
292,"Metadata/Items/Armours/Gloves/GlovesStrDex8",6314,"","",4,2,"","",""
293,"Metadata/Items/Armours/Gloves/GlovesStrInt1",6317,"","",6,2,"","",""
294,"Metadata/Items/Armours/Gloves/GlovesStrInt2",6318,"","",6,2,"","",""
295,"Metadata/Items/Armours/Gloves/GlovesStrInt3",6319,"","",6,2,"","",""
296,"Metadata/Items/Armours/Gloves/GlovesStrInt4",6320,"","",6,2,"","",""
297,"Metadata/Items/Armours/Gloves/GlovesStrInt5",6321,"","",6,2,"","",""
298,"Metadata/Items/Armours/Gloves/GlovesStrInt6",6322,"","",6,2,"","",""
299,"Metadata/Items/Armours/Gloves/GlovesStrInt7",6323,"","",6,2,"","",""
300,"Metadata/Items/Armours/Gloves/GlovesStrInt8",6324,"","",6,2,"","",""
301,"Metadata/Items/Armours/Gloves/GlovesDexInt1",6327,"","",5,2,"","",""
302,"Metadata/Items/Armours/Gloves/GlovesDexInt2",6328,"","",5,2,"","",""
303,"Metadata/Items/Armours/Gloves/GlovesDexInt3",6329,"","",5,2,"","",""
304,"Metadata/Items/Armours/Gloves/GlovesDexInt4",6330,"","",5,2,"","",""
305,"Metadata/Items/Armours/Gloves/GlovesDexInt5",6331,"","",5,2,"","",""
306,"Metadata/Items/Armours/Gloves/GlovesDexInt6",6332,"","",5,2,"","",""
307,"Metadata/Items/Armours/Gloves/GlovesDexInt7",6333,"","",5,2,"","",""
308,"Metadata/Items/Armours/Gloves/GlovesDexInt8",6334,"","",5,2,"","",""
309,"Metadata/Items/Armours/Boots/BootsStr1",6182,"","",1,3,"","",""
310,"Metadata/Items/Armours/Boots/BootsStr2",6183,"","",1,3,"","",""
311,"Metadata/Items/Armours/Boots/BootsStr3",6184,"","",1,3,"","",""
312,"Metadata/Items/Armours/Boots/BootsStr4",6185,"","",1,3,"","",""
313,"Metadata/Items/Armours/Boots/BootsStr5",6186,"","",1,3,"","",""
314,"Metadata/Items/Armours/Boots/BootsStr6",6187,"","",1,3,"","",""
315,"Metadata/Items/Armours/Boots/BootsStr7",6188,"","",1,3,"","",""
316,"Metadata/Items/Armours/Boots/BootsStr8",6189,"","",1,3,"","",""
317,"Metadata/Items/Armours/Boots/BootsStr9",6190,"","",1,3,"","",""
