"rownum","BaseItemType","i32","i32"
745,1085,260,510
746,478,0,0
747,471,35,50
748,1093,50,97
749,920,150,0
750,1095,40,97
751,1193,0,0
752,1194,0,0
753,1188,0,0
754,1190,0,0
755,1192,0,0
756,1189,0,0
757,1191,0,0
758,498,0,0
759,625,160,131
760,496,0,0
761,685,310,510
762,2022,0,0
763,1006,100,0
764,1008,80,0
765,2151,280,0
766,1010,310,0
767,1007,80,0
768,1009,250,0
769,859,0,303
770,460,155,338
771,743,190,338
772,742,190,338
773,738,130,113
774,782,150,200
775,740,80,65
776,493,160,131
777,739,80,65
778,741,250,229
779,1845,130,160
780,1847,80,110
781,1846,80,110
782,1848,250,300
783,470,25,50
784,2045,130,0
785,2047,80,0
786,2044,230,0
787,2046,80,0
788,2048,250,0
789,1065,320,411
790,1031,180,272
791,1815,180,0
792,1058,150,189
793,1052,130,133
794,1054,80,52
795,1032,80,161
796,1056,230,244
797,1053,80,52
798,1055,250,184
799,637,0,0
800,758,0,0
801,759,0,0
802,769,0,0
803,757,0,0
804,517,0,0
805,516,140,165
806,519,125,97
807,513,75,97
808,1102,100,113
809,1104,80,65
810,1106,230,303
811,1103,80,65
812,1105,250,229
813,1212,180,0
814,956,80,0
815,1980,0,0
816,1978,0,0
817,1974,0,0
818,1976,0,0
819,1975,0,0
820,1977,0,0
821,1979,0,0
822,1015,100,0
823,1017,80,0
824,1016,80,0
825,1018,250,0
826,1020,30,0
827,1019,30,0
828,919,150,0
829,406,0,0
830,891,320,650
831,822,0,0
832,815,0,0
833,817,0,0
834,816,0,0
835,818,0,0
836,1253,190,405
837,884,220,40
838,735,0,0
839,736,0,0
840,734,0,0
841,963,0,0
842,965,0,0
843,967,0,0
844,964,0,0
845,966,0,0
846,407,0,0
847,1791,640,821
848,950,0,0
849,1806,360,544
850,2024,360,0
851,1799,300,377
852,1811,200,181
853,1785,260,266
854,1787,160,106
855,1814,160,322
856,1794,460,489
857,1786,160,106
858,1788,500,370
859,1620,270,650
860,1844,300,580
861,464,85,131
862,2130,185,338
863,1882,160,0
864,1864,80,165
865,668,130,88
866,670,80,42
867,494,70,62
868,2129,230,0
869,669,80,42
870,671,250,136
871,918,150,0
872,753,100,97
873,1910,320,411
874,1920,180,272
875,1922,180,272
876,1918,150,189
877,1912,100,91
878,1913,130,133
879,1915,80,52
880,1921,80,161
881,1911,230,244
882,1916,80,52
883,1914,250,184
884,2371,0,476
885,2372,0,234
886,2367,130,166
887,2369,80,97
888,2285,80,200
889,2368,80,97
890,2370,250,338
891,819,0,0
892,803,0,0
893,805,0,0
894,804,0,0
895,806,0,0
896,1961,0,0
897,1963,0,0
898,1962,0,0
899,1964,0,0
900,1967,0,0
901,1969,0,0
902,1968,0,0
903,1970,0,0
904,641,0,0
905,640,0,0
906,639,0,0
907,391,55,97
908,1622,0,0
909,1637,210,338
910,1625,0,0
911,1627,0,0
912,1626,0,0
913,1628,0,0
914,883,290,407
915,729,125,165
916,1659,130,113
917,1661,80,65
918,1663,160,303
919,1660,80,65
920,1662,250,229
921,1840,290,0
922,2139,100,0
923,2140,130,145
924,2142,80,100
925,2141,80,100
926,2143,250,275
927,1746,130,0
928,1748,80,0
929,1747,80,0
930,1749,250,0
931,2091,320,244
932,2100,180,272
933,2099,150,189
934,2093,100,133
935,2094,130,91
936,2095,80,52
937,2104,80,161
938,2098,180,272
939,2092,230,411
940,2096,80,52
941,2097,250,184
942,762,390,510
943,678,0,0
944,799,130,113
945,801,80,65
946,800,80,65
947,802,250,229
948,951,0,0
949,605,0,0
950,2198,0,653
951,484,270,338
952,416,220,0
953,784,130,88
954,786,80,42
955,489,175,131
956,1040,80,97
957,785,80,42
958,787,250,136
959,2300,0,0
960,1112,0,0
961,1107,0,0
962,1109,0,0
963,1111,0,0
964,1108,0,0
965,1110,0,0
966,952,0,0
967,2280,0,236
968,968,0,234
969,970,0,131
970,972,0,0
971,2277,100,0
972,969,0,131
973,971,0,441
974,938,100,0
975,1613,180,338
976,1629,180,338
977,1657,160,165
978,955,0,0
979,983,0,331
980,985,0,155
981,987,0,0
982,984,0,155
983,986,0,504
984,627,0,0
985,889,150,165
986,754,160,200
987,2337,640,821
988,2338,300,377
989,2332,260,181
990,2331,200,266
991,2334,160,106
992,2339,160,322
993,2336,460,489
994,2333,160,106
995,2335,500,370
996,1078,175,165
997,477,70,50
998,1739,130,0
999,1741,80,0
1000,1743,320,580
1001,1740,80,0
1002,1742,250,0
1003,988,180,272
1004,402,200,0
1005,737,60,97
1006,1585,320,411
1007,1593,180,272
1008,1594,180,272
1009,2052,180,0
1010,1599,150,189
1011,1595,180,0
1012,1591,100,91
1013,1587,130,133
1014,1589,80,52
1015,1596,80,161
1016,1586,230,244
1017,1588,80,52
1018,1590,250,184
1019,886,320,510
1020,483,280,480
1021,408,220,0
1022,1136,210,200
1023,664,130,113
1024,666,80,65
1025,488,120,131
1026,2086,180,0
1027,665,80,65
1028,667,250,229
1029,751,200,338
1030,1672,80,165
1031,1696,100,0
1032,2254,180,338
1033,2253,210,338
1034,2257,150,235
1035,2248,130,145
1036,2250,80,100
1037,2249,80,100
1038,2251,250,275
1039,2252,210,407
1040,1121,320,411
1041,1156,180,272
1042,1234,180,272
1043,1214,150,189
1044,1238,100,91
1045,1221,130,133
1046,1223,80,52
1047,1153,80,161
1048,390,95,97
1049,1225,230,244
1050,1222,80,52
1051,1224,250,184
1052,831,320,407
1053,820,0,0
1054,807,0,0
1055,809,0,0
1056,808,0,0
1057,810,0,0
1058,626,180,407
1059,2105,320,244
1060,2114,180,272
1061,2113,150,189
1062,2107,100,133
1063,2108,130,91
1064,2110,80,52
1065,2118,80,161
1066,2112,180,272
1067,2106,230,411
1068,2109,80,52
1069,2111,250,184
1070,389,65,97
1071,388,65,97
1072,913,150,165
1073,1029,100,91
1074,858,220,407
1075,676,0,0
1076,1687,0,0
1077,1689,0,0
1078,1688,0,0
1079,1690,0,0
1080,476,0,0
1081,1612,0,0
1082,1886,130,0
1083,1888,80,0
1084,1889,80,0
1085,1887,250,0
1086,1615,0,0
1087,1617,0,0
1088,1619,0,0
1089,1616,0,0
1090,1618,0,0
1091,2346,320,411
1092,2348,180,272
1093,2347,180,272
1094,2349,150,189
1095,2341,130,91
1096,2340,100,133
1097,2343,80,52
1098,2351,80,161
1099,2345,230,244
1100,2342,80,52
1101,2344,250,184
1102,1072,0,0
1103,1066,0,0
1104,1068,0,0
1105,1046,0,0
1106,1048,0,0
1107,1047,0,0
1108,1070,0,0
1109,1042,100,0
1110,1067,0,0
1111,1069,0,0
1112,1676,150,0
1113,387,30,97
1114,386,0,0
1115,417,50,97
1116,1902,170,160
1117,1765,130,145
1118,1767,80,100
1119,1766,80,100
1120,1768,250,275
1121,469,20,50
1122,445,25,62
1123,917,150,0
1124,733,115,97
1125,860,0,0
1126,1565,130,113
1127,1567,80,65
1128,1564,160,165
1129,1566,80,65
1130,1568,250,229
1131,1773,50,0
1132,1903,170,280
1133,1769,80,0
1134,1771,80,0
1135,1770,80,0
1136,1772,250,0
1137,1841,0,420
1138,930,320,0
1139,837,150,0
1140,702,130,0
1141,704,80,0
1142,495,175,0
1143,703,80,0
1144,705,250,0
1145,916,150,0
1146,1838,150,0
1147,771,130,88
1148,773,80,42
1149,772,80,42
1150,774,250,136
1151,1760,320,0
1152,486,220,338
1153,501,220,0
1154,1644,210,0
1155,718,130,113
1156,720,80,65
1157,500,120,131
1158,719,80,65
1159,721,250,229
1160,865,300,0
1161,755,120,200
1162,2153,130,145
1163,2155,80,100
1164,2154,80,100
1165,2156,250,275
1166,600,180,200
1167,1821,0,0
1168,646,90,131
1169,647,90,131
1170,380,0,0
1171,1120,320,411
1172,1155,180,272
1173,1233,180,272
1174,1213,150,189
1175,1237,100,91
1176,1216,130,133
1177,1218,80,52
1178,1152,80,161
1179,385,95,97
1180,1220,230,244
1181,1217,80,52
1182,1219,250,184
1183,1119,640,0
1184,1235,360,0
1185,1215,300,0
1186,1239,200,0
1187,1226,260,0
1188,1228,160,0
1189,1230,460,0
1190,1227,160,0
1191,1229,500,0
1192,1045,90,0
1193,927,75,97
1194,1014,250,407
1195,1656,310,580
1196,1652,130,145
1197,1654,80,100
1198,1653,80,100
1199,1655,250,275
1200,1790,320,411
1201,1796,180,272
1202,1899,180,0
1203,1798,150,189
1204,1810,100,91
1205,1781,130,133
1206,1783,80,52
1207,1813,80,161
1208,1793,230,244
1209,1805,180,272
1210,1782,80,52
1211,1784,250,184
1212,657,130,97
1213,1091,40,0
1214,378,140,0
1215,2167,130,145
1216,2169,80,100
1217,2168,80,100
1218,2170,250,275
1219,2166,275,650
1220,1086,120,88
1221,1088,70,42
1222,1087,70,42
1223,1089,220,136
1224,480,0,0
1225,481,0,0
1226,823,0,0
1227,824,0,0
1228,825,0,0
1229,2008,0,0
1230,2007,0,0
1231,2001,0,0
1232,2002,0,0
1233,2004,0,0
1234,2003,0,0
1235,2005,0,0
1236,2006,0,0
1237,894,250,0
1238,1950,130,145
1239,1952,80,100
1240,1951,80,100
1241,1953,250,275
1242,953,0,0
1243,973,0,234
1244,975,0,131
1245,977,0,0
1246,974,0,131
1247,976,0,441
1248,467,120,131
1249,491,80,62
1250,1063,200,338
1251,857,200,0
1252,1824,0,0
1253,1826,0,0
1254,1825,0,0
1255,1827,0,0
1256,847,290,407
1257,780,150,200
1258,1135,190,200
1259,1956,160,235
1260,779,80,97
1261,1874,340,0
1262,1876,190,340
1263,1872,165,340
1264,1878,165,0
1265,1873,165,340
1266,1865,0,166
1267,1866,130,270
1268,1868,80,166
1269,1877,95,200
1270,1867,80,166
1271,1869,250,478
1272,775,80,113
1273,777,80,65
1274,2131,320,580
1275,1863,175,0
1276,776,80,65
1277,778,250,229
1278,2073,0,0
1279,2075,0,0
1280,2074,0,0
1281,2076,0,0
1282,2071,0,0
1283,1209,0,0
1284,1210,0,0
1285,1204,0,0
1286,1206,0,0
1287,1208,0,0
1288,1205,0,0
1289,1207,0,0
1290,479,0,0
1291,912,220,0
1292,395,80,97
1293,888,0,0
1294,926,95,97
1295,2360,640,821
1296,2361,300,377
1297,2355,260,181
1298,2354,200,266
1299,2357,160,106
1300,2362,160,322
1301,2359,460,489
1302,2356,160,106
1303,2358,500,370
1304,601,180,200
1305,1099,90,110
1306,1003,30,0
1307,1002,30,0
1308,1001,60,0
1309,997,60,0
1310,999,50,0
1311,998,50,0
1312,1000,175,0
1313,578,350,510
1314,2028,130,145
1315,2030,80,100
1316,2029,80,100
1317,2031,250,275
1318,2032,250,407
1319,760,150,407
1320,662,200,338
1321,761,150,165
1322,399,250,165
1323,658,130,113
1324,660,80,65
1325,659,80,65
1326,661,250,229
1327,853,0,0
1328,446,95,0
1329,887,90,0
1330,1836,90,0
1331,1850,100,0
1332,879,325,0
1333,880,130,0
1334,877,80,0
1335,878,80,0
1336,876,250,0
1337,404,0,0
1338,1744,200,338
1339,2146,200,338
1340,2145,60,97
1341,1059,100,91
1342,890,150,165
1343,1901,0,0
1344,915,150,0
1345,2174,0,0
1346,2176,0,0
1347,2177,0,0
1348,2179,0,0
1349,2178,0,0
1350,2180,0,0
1351,1665,0,0
1352,1667,0,0
1353,1666,0,0
1354,1668,0,0
1355,1669,0,0
1356,599,120,200
1357,2016,0,0
1358,2018,0,0
1359,2017,0,0
1360,2012,0,0
1361,2011,0,0
1362,2014,0,0
1363,2013,0,0
1364,2015,0,0
1365,2144,190,0
1366,2054,0,0
1367,514,0,0
1368,1677,0,0
1369,1680,0,0
1370,1924,320,411
1371,1935,180,272
1372,1937,180,272
1373,1933,150,189
1374,1926,100,91
1375,1927,100,0
1376,1928,130,133
1377,1930,80,52
1378,1936,80,161
1379,1925,230,244
1380,1931,80,52
1381,1929,250,184
1382,2379,180,338
1383,2380,0,234
1384,2374,0,166
1385,2376,0,97
1386,2375,0,97
1387,2377,0,338
1388,1682,0,0
1389,1685,0,0
1390,1691,0,0
1391,1693,0,0
1392,1695,0,0
1393,1692,0,0
1394,1694,0,0
1395,1005,170,338
1396,2057,170,405
1397,2025,170,338
1398,1860,80,97
1399,1856,130,113
1400,1858,80,65
1401,1857,80,65
1402,1859,250,229
1403,924,0,0
1404,908,220,0
1405,900,75,97
1406,903,130,0
1407,905,80,0
1408,904,80,0
1409,906,250,0
1410,901,55,0
1411,907,200,0
1412,899,130,0
1413,897,80,0
1414,898,80,0
1415,896,250,0
1416,932,0,0
1417,934,0,0
1418,902,80,97
1419,936,0,0
1420,933,0,0
1421,935,0,0
1422,821,0,0
1423,811,0,0
1424,813,0,0
1425,812,0,0
1426,814,0,0
1427,1169,110,165
1428,715,0,0
1429,711,0,0
1430,2049,340,650
1431,892,275,338
1432,1241,190,200
1433,1247,210,338
1434,1051,175,303
1435,885,160,113
1436,1560,130,0
1437,1562,80,65
1438,846,150,131
1439,1561,80,65
1440,1563,250,229
1441,836,320,0
1442,487,195,0
1443,830,190,0
1444,826,120,113
1445,828,70,65
1446,827,70,65
1447,829,220,229
1448,1675,200,0
1449,393,65,97
1450,400,60,97
1451,855,0,405
1452,863,0,165
1453,881,0,0
1454,882,0,200
1455,1123,320,0
1456,1013,0,97
1457,1012,0,97
1458,834,175,165
1459,468,35,50
1460,1096,140,165
1461,440,15,62
1462,2190,0,0
1463,443,15,62
1464,635,190,0
1465,2182,0,0
1466,2183,0,0
1467,1789,320,411
1468,1795,180,272
1469,1842,180,0
1470,1797,150,189
1471,2184,0,0
1472,2186,0,0
1473,2185,0,0
1474,2187,0,0
1475,1809,100,91
1476,1777,130,133
1477,1779,80,52
1478,1812,80,161
1479,1792,230,244
1480,1778,80,52
1481,1780,250,184
1482,1804,180,272
1483,2366,100,0
1484,1080,80,110
1485,928,175,0
1486,939,250,0
1487,941,130,130
1488,943,80,80
1489,942,80,80
1490,944,250,280
1491,1092,50,0
1492,914,150,0
1493,1094,40,0
1494,1077,175,165
1495,1908,100,0
1496,1636,100,0
1497,954,0,0
1498,978,0,331
1499,980,0,115
1500,982,0,0
1501,979,0,115
1502,981,0,503
1503,698,0,0
1504,700,0,0
1505,699,0,0
1506,701,0,0
1507,833,175,165
1508,788,120,88
1509,790,70,42
1510,1745,0,0
1511,789,70,42
1512,791,240,136
1513,875,300,407
1514,2303,0,0
1515,2304,0,0
1516,2306,0,0
1517,2305,0,0
1518,2307,0,0
1519,590,20,0
1520,589,20,62
1521,597,220,200
1522,596,180,200
1523,595,180,200
1524,1890,80,0
1525,674,0,0
1526,672,0,0
1527,1717,320,411
1528,1726,180,272
1529,1724,180,272
1530,1721,150,189
1531,1725,180,0
1532,1712,130,133
1533,1722,100,91
1534,1714,80,52
1535,1723,80,161
1536,1716,230,244
1537,1713,80,52
1538,1715,250,184
1539,1989,0,0
1540,1984,0,0
1541,1985,0,0
1542,1987,0,0
1543,1983,0,0
