"rownum","MonsterVarietiesKey","BestiaryGroupsKey","Name","BestiaryEncountersKey","bool","IconSmall","Icon","Boss_MonsterVarietiesKey","BestiaryGenusKey","bool","BestiaryCapturableMonstersKey","IsDisabled","i32","bool"
58,437,5,"Albino Rhoa",16,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/AlbinoRhoa","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/AlbinoRhoa","",6,"","",1,1344,""
59,439,5,"Tercel Rhoa",16,"","","","",6,"","","",1344,1
60,440,5,"Murk Runner",16,"","","","",6,"","","",1344,1
61,447,5,"Bone Rhoa",16,"","","","",6,"","","",1344,1
62,452,5,"Corrupted Rhoa",16,"","","","",6,"","","",1344,1
63,455,5,"Bone Scavenger",16,"","","","",6,"","",1,1344,""
64,458,5,"Zombie Rhoa",16,"","","","",6,"","",1,1344,""
65,461,5,"Infested Rhoa",16,"","","","",6,"","","",1344,1
66,462,5,"Infested Rhoa",16,"","","","",6,"",65,"",1344,1
67,463,10,"Gravel Eater",31,"","","","",7,"","","",1344,1
68,469,10,"Scrabbling Spitter",31,"","","","",7,"","",1,1344,""
69,471,10,"Granite Eater",31,"","","","",7,"","","",1344,1
70,472,10,"Rock Spitter",31,"","","","",7,"","","",1344,1
71,473,10,"Crustacean Sniper",31,"","","","",7,"","","",1344,1
72,474,10,"Crustacean Pelter",31,"","","","",7,"","",1,1344,""
73,475,10,"Crustacean Pelter",31,"","","","",7,"",72,1,1344,""
74,476,10,"Crustacean Sniper",31,"","","",473,7,"",71,"",1344,1
75,477,10,"Infested Sniper",31,"","","","",7,"","",1,1344,""
76,478,10,"Obsidian Eater",31,"","","","",7,"","",1,1344,""
77,480,10,"Obsidian Eater",31,"","","","",7,"",76,"",1344,1
78,483,10,"Crustacean Sniper",31,"","","","",7,"",71,1,1344,""
79,484,10,"Crustacean Sniper",31,"","","","",7,"",71,"",1344,1
80,491,10,"Gravel Eater",31,"","","",463,7,"",67,"",1344,1
81,494,9,"Merveil's Favoured",29,"","","","",8,"","",1,1344,""
82,495,9,"Merveil's Favoured",29,"","","","",8,"",81,"",1344,1
83,500,9,"Merveil's Daughter",29,"","","","",8,"","","",1344,1
84,501,9,"Merveil's Attendant",29,"","","","",8,"","","",1344,1
85,502,9,"Merveil's Chosen",29,"","","","",8,"","","",1344,1
86,503,9,"Merveil's Retainer",29,"","","","",8,"","","",1344,1
87,507,9,"Singing Siren",29,"","","","",8,"","","",1344,1
88,508,9,"Merveil's Blessed",29,"","","","",8,"","","",1344,1
89,510,9,"Singing Siren",29,"","","","",8,"",87,"",1344,1
90,512,10,"Scrabbling Menace",32,"","","","",9,"","",1,1344,1
91,513,10,"Cave Crustacean",32,"","","","",9,"","",1,1344,1
92,514,10,"Invading Crustacean",32,"","","","",9,"","",1,1344,1
93,515,10,"Infested Crustacean",32,"","","","",9,"","",1,1344,1
94,516,10,"Deep Crustacean",32,"","","","",9,"","",1,1344,""
95,517,10,"Deep Crustacean",32,"","","","",9,"",94,"",1344,1
96,519,10,"Shield Crab",32,"","","","",9,"","",1,1344,1
97,520,10,"Bleached Crustacean",32,"","","","",9,"","",1,1344,""
98,892,6,"Night Adder",18,"","","","",10,"","","",1344,1
99,893,6,"Host Adder",18,"","","","",10,"","","",1344,1
100,894,6,"Host Adder",18,"","","","",10,"",99,"",1344,1
101,902,6,"Bramble Cobra",18,"","","","",10,"","","",1344,1
102,904,6,"Elder-Blessed Cobra",18,"","","","",10,"","",1,1344,""
103,906,6,"Host Cobra",18,"","","","",10,"","","",1344,1
104,907,6,"Host Cobra",18,"","","","",10,"",103,"",1344,1
105,909,6,"Acid Slitherer",18,"","","","",10,"","","",1344,1
106,911,6,"Glade Mamba",18,"","","","",10,"","","",1344,1
107,915,9,"Cursed Spawn",29,"","","","",11,"","","",1344,1
108,916,9,"Fathom Screamer",29,"","","","",11,"","",1,1344,""
109,918,9,"Siren's Spawn",29,"","","","",11,"","",1,1344,""
110,919,9,"Slimy Bloodsucker",29,"","","","",11,"","",1,1344,""
111,935,9,"Slimy Bloodsucker",29,"","","",919,11,"",110,1,1344,""
112,939,9,"Unstable Larva",29,"","","","",11,"","",1,1344,""
113,942,9,"Slimy Nemesis",29,"","","","",11,"","","",1344,1
114,943,9,"Venomous Spawn",29,"","","","",11,"","","",1344,1
115,952,8,"Lurking Venom",26,"","","",955,12,"","","",1344,1
116,961,8,"Vaal Recluse",26,"","","","",12,"","","",1344,1
117,962,8,"Noxious Tarantula",26,"","","","",12,"","","",1344,1
118,963,8,"Deadly Tarantula",26,"","","","",12,"","",1,1344,""
119,966,8,"Leaping Spider",26,"","","","",12,"","","",1344,1
120,967,8,"Arakaali's Daughter",26,"","","","",12,"",121,"",1344,1
121,968,8,"Arakaali's Daughter",26,"","","","",12,"","","",1344,1
122,969,8,"Arakaali's Daughter",26,"","","","",12,"",121,"",1344,1
123,970,8,"Arakaali's Daughter",26,"","","","",12,"",121,"",1344,1
124,971,8,"Webbed Spider",26,"","","","",12,"","","",1344,1
125,972,8,"Virulent Spider",26,"","","","",12,"","","",1344,1
126,975,8,"Ink Spinner",26,"","","","",12,"",396,"",1344,1
127,977,8,"Corrupted Arach",26,"","","","",12,"","","",1344,1
128,979,8,"Crypt Weaver",26,"","","","",12,"","","",1344,1
129,980,8,"Mutant Arach",26,"","","","",12,"","","",1344,1
130,981,8,"Crypt Ambusher",26,"","","","",12,"","","",1344,1
131,982,8,"Corrupted Spitter",26,"","","","",12,"","","",1344,1
132,983,8,"Cave Skitterer",26,"","","","",12,"","","",1344,1
133,984,8,"Spindle Spider",26,"","","","",12,"","","",1344,1
134,986,8,"Hatchling",26,"","","","",12,"","",1,1344,""
135,988,8,"Hatchling",26,"","","","",12,"",134,"",1344,1
136,997,8,"Brooding Tarantula",26,"","","","",12,"","",1,1344,""
137,998,8,"Brooding Tarantula",26,"","","","",12,"",136,"",1344,1
138,999,8,"Buried Tarantula",26,"","","","",12,"","",1,1344,""
139,1000,8,"Maligaro's Inspiration",26,"","","","",12,"","",1,1344,""
140,1001,8,"Enraptured Arachnid",26,"","","","",12,"","","",1344,1
141,1002,8,"Enraptured Arachnid",26,"","","","",12,"",140,"",1344,1
142,1491,11,"Fetid Maw",35,"","","","",13,"","","",1344,1
143,1493,11,"Filth Maw",35,"","","","",13,"","","",1344,1
144,1499,11,"Infested Maw",35,"","","","",13,"","","",1344,1
145,1500,11,"Infested Maw",35,"","","","",13,"",144,"",1344,1
146,1504,6,"Plumed Chimeral",20,"","","","",14,"","","",1344,1
147,1505,6,"Plumed Chimeral",20,"","","","",14,"",146,"",1344,1
148,1507,6,"Feral Chimeral",20,"","","","",14,"","","",1344,1
149,1508,6,"Chrome-touched Chimeral",20,"","","","",14,"","","",1344,1
150,1509,6,"Chrome-infused Chimeral",20,"","","","",14,"","","",1344,1
151,1519,11,"Chimeric Croaker",36,"","","","",40,"","","",1344,1
152,1521,11,"Chimeric Croaker",36,"","","","",40,"",151,"",1344,1
153,1522,11,"Vaulting Croaker",36,"","","","",40,"","","",1344,1
154,1523,11,"Chrome-touched Croaker",36,"","","","",40,"","","",1344,1
155,1525,11,"Chrome-infused Croaker",36,"","","","",40,"","","",1344,1
156,1526,11,"Chimeric Croaker",36,"","","","",40,"",151,"",1344,1
157,1558,7,"Carrion Queen",21,"","","","",15,"","","",1344,1
158,1566,7,"Carrion Minion",21,"","","","",16,"","",1,1344,1
159,1568,7,"Carrion Swarmer",21,"","","","",16,"","","",1344,1
160,1569,7,"Carrion Swarmer",21,"","","","",16,"",159,"",1344,1
161,1570,7,"Carrion Burrower",21,"","","","",16,"","","",1344,1
162,1573,7,"Scum Crawler",21,"","","","",16,"","","",1344,1
163,1574,7,"Scum Crawler",21,"","","","",16,"",162,"",1344,1
164,1581,5,"Avian Retch",14,"","","","",17,"","","",1344,1
165,1584,5,"Elder-Blessed Retch",14,"","","","",17,"","",1,1344,""
166,1587,5,"Gluttonous Gull",14,"","","","",17,"","","",1344,1
167,1643,10,"Sewage Crawler",31,"","","","",7,"",168,1,1344,""
168,1644,10,"Sewage Crawler",31,"","","","",7,"","","",1344,1
169,1645,10,"Toxic Crawler",31,"","","","",7,"","","",1344,1
170,1666,6,"Spine Serpent",19,"","","","",10,"","","",1344,1
171,1668,6,"Infested Serpent",19,"","","","",10,"","","",1344,1
172,1669,6,"Barb Serpent",19,"","","","",10,"","","",1344,1
173,1670,6,"Sand Serpent",19,"","","","",10,"","","",1344,1
174,1673,4,"Porcupine Goliath",13,"","","","",18,"","","",1344,1
175,1675,4,"Porcupine Goliath",13,"","","","",18,"",174,"",1344,1
176,1680,4,"Chrome-touched Goliath",13,"","","","",18,"","","",1344,1
177,1684,4,"Chrome-infused Goliath",13,"","","","",18,"","","",1344,1
178,1686,4,"Chrome-infused Goliath",13,"","","","",18,"",177,"",1344,1
179,1688,4,"Porcupine Goliath",13,"","","","",18,"",174,"",1344,1
180,2717,8,"Devourer",23,"","","","",19,"","","",1344,1
181,2722,8,"Devourer",23,"","","","",19,"",180,"",1344,1
182,2723,8,"Devourer",23,"","","",2717,19,"",180,"",1344,1
183,2726,8,"Devourer",23,"","","",2717,19,"",180,"",1344,1
184,2730,8,"Devourer",23,"","","",2722,19,"",180,"",1344,1
185,3131,9,"Soulless Watcher",30,"","","","",20,"","","",1344,1
186,3132,9,"Drifting Eye",30,"","","","",20,"","",1,1344,""
187,3133,9,"Cavern Drifter",30,"","","","",20,"","","",1344,1
188,3134,9,"Sewer Drifter",30,"","","","",20,"","","",1344,1
189,3183,3,"Plummeting Ursa",11,"","","",3185,21,"","","",1344,1
190,3185,3,"Plummeting Ursa",11,"","","","",21,"",189,"",1344,1
191,3188,3,"Tunnelfiend",11,"","","",3190,21,"","","",1344,1
192,3190,3,"Tunnelfiend",11,"","","","",21,"",191,"",1344,1
193,3191,3,"Infested Tunnelfiend",11,"","","",3195,21,"","","",1344,1
194,3193,3,"Infested Tunnelfiend",11,"","","",3200,21,"",193,"",1344,1
195,3195,3,"Infested Tunnelfiend",11,"","","","",21,"",193,"",1344,1
196,3200,3,"Infested Tunnelfiend",11,"","","","",21,"",193,"",1344,1
197,3201,3,"Woods Ursa",11,"","","",3203,21,"","","",1344,1
198,3203,3,"Woods Ursa",11,"","","","",21,"",197,"",1344,1
199,3204,3,"Infested Ursa",11,"","","",3208,21,"","","",1344,1
200,3206,3,"Infested Ursa",11,"","","",3210,21,"",199,"",1344,1
201,3208,3,"Infested Ursa",11,"","","","",21,"",199,"",1344,1
202,3210,3,"Infested Ursa",11,"","","","",21,"",199,"",1344,1
203,3213,3,"Plummeting Ursa",11,"","","","",21,"",189,"",1344,1
204,3217,3,"Plummeting Ursa",11,"","","",3213,21,"",189,"",1344,1
205,3881,5,"Mindless Scavenger",15,"","","","",22,"","","",1344,1
206,3883,5,"Scavenging Vulture",15,"","","","",22,"","","",1344,1
207,3884,5,"Rotting Vulture",15,"","","","",22,"","","",1344,1
208,3885,5,"Mindless Scavenger",15,"","","","",22,"",205,"",1344,1
209,3886,5,"Infested Vulture",15,"","","","",22,"","","",1344,1
210,3980,7,"Dust Scrabbler",22,"","","","",23,"","","",1344,1
211,3981,7,"Dust Scrabbler",22,"","","","",23,"",210,"",1344,1
212,3986,7,"Dirt Scrabbler",22,"","","","",23,"","","",1344,1
213,3987,7,"Infested Skitterer",22,"","","","",23,"","","",1344,1
214,3988,7,"Lowlands Hopper",22,"","","","",23,"","","",1344,1
215,3989,7,"Sand Skitterer",22,"","","","",23,"","","",1344,1
216,3990,7,"Sand Leaper",22,"","","","",23,"","","",1344,1
217,4108,2,"Fury Hound",8,"","","","",24,"","","",1344,1
218,4109,2,"War Hound",8,"","","","",24,"","","",1344,1
219,4147,2,"Pitbull Demon",9,"","","","",25,"","","",1344,1
220,4149,2,"Vicious Hound",9,"","","","",25,"","","",1344,1
221,4159,5,"Rooster Fiend",42,"","","","",26,"","","",1344,1
222,4161,5,"Rooster Demon",42,"","","","",26,"","",1,1344,""
223,4162,5,"Talon Archer",42,"","","","",26,"","","",1344,1
224,4173,5,"Feral Fowl",42,"","","","",26,"","","",1344,1
225,4190,4,"Fighting Bull",12,"","","","",27,"","","",1344,1
226,4191,4,"Avalanche Rider",12,"","","","",27,"","","",1344,1
227,4192,4,"Grazing Taurus",12,"","","","",27,"","","",1344,1
228,4358,10,"Savage Crab",33,"","","","",30,"",230,"",1344,1
229,4361,10,"Infested Crawler",33,"","","","",30,"",233,"",1344,1
230,4363,10,"Savage Crab",33,"","","","",30,"","","",1344,1
231,4365,10,"Infested Crab",33,"","","","",30,"","","",1344,1
232,4366,10,"Enraptured Crab",33,"","","","",30,"","","",1344,1
233,4368,10,"Infested Crawler",33,"","","","",30,"","","",1344,1
234,4370,10,"Savage Crab",33,"","","","",30,"",230,"",1344,1
235,4371,10,"Infested Crab",33,"","","","",30,"",231,"",1344,1
236,4372,10,"Enraptured Crab",33,"","","","",30,"",232,"",1344,1
237,4374,10,"Infested Crawler",33,"","","","",30,"",233,"",1344,1
238,4375,10,"Savage Crab",33,"","","","",30,"",230,"",1344,1
239,4378,10,"Bleached Crawler",33,"","","","",30,"",240,"",1344,1
240,4379,10,"Bleached Crawler",33,"","","","",30,"","","",1344,1
241,4380,10,"Bleached Crawler",33,"","","","",30,"",240,"",1344,1
242,6235,10,"Spider Crab",33,"","","","",30,"","",1,1344,""
243,4940,7,"Parasite",41,"","","","",29,"","","",1344,1
244,4941,7,"Ravenous Parasite",41,"","","","",29,"","","",1344,1
245,4942,7,"Ravenous Parasite",41,"","","","",29,"",244,"",1344,1
246,4948,7,"Poisonous Parasite",41,"","","","",29,"","",1,1344,""
247,4951,7,"Plated Parasite",41,"","","","",29,"","","",1344,1
248,4955,7,"Spitting Parasite",41,"","","","",29,"","","",1344,1
249,4960,7,"Vicious Parasite",41,"","","","",29,"","","",1344,1
250,5009,2,"Purge Hound",43,"","","","",31,"","","",1344,1
251,5010,2,"Purge Hound",43,"","","",5009,31,"",250,1,1344,""
252,5533,8,"Plagued Arachnid",24,"","","","",12,"","","",1344,1
253,5534,8,"Diseased Arachnid",24,"","","","",12,"","",1,1344,""
254,5536,8,"Plagued Arachnid",24,"","","","",12,"",252,"",1344,1
255,5538,8,"Maligaro's Muse",24,"","","","",12,"","",1,1344,""
256,5545,8,"Hybrid Arachnid",25,"","","","",33,"","","",1344,1
257,5547,8,"Scalding Arachnid",25,"","","","",33,"","","",1344,1
258,5821,10,"Waste Lurcher",34,"","","","",32,"","","",1344,1
259,5336,10,"Sulphurspawn",34,"","","","",32,"","","",1344,1
260,5908,5,"Wild Rhex",17,"","","","",34,"","","",1344,1
261,5910,5,"Maternal Rhex",17,"","","","",34,"","","",1344,1
262,5911,5,"Adolescent Rhex",17,"","","","",34,"","","",1344,1
263,5912,5,"Escaped Rhex",17,"","","","",34,"","","",1344,1
264,5949,8,"Black Scorpion",27,"","","","",35,"","","",1344,1
265,5952,8,"Sulphuric Scorpion",27,"","","","",35,"","","",1344,1
266,5953,8,"Sand Scorpion",27,"","","","",35,"","","",1344,1
267,5956,8,"Predatory Scorpion",27,"","","","",35,"","","",1344,1
268,4963,9,"Brine Vassal",28,"","","","",39,"","","",1344,1
269,4964,9,"Swarthy Mollusc",28,"","","","",39,"","","",1344,1
270,6059,0,"Mountain Lynx",3,"","","","",36,"","","",1344,1
271,6301,5,"Saqawine Rhoa",16,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/RhoaBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/RhoaBestiaryBoss","",6,"","","",1344,""
272,6341,0,"Farric Tiger Alpha",0,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Tiger","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Tiger","",37,"","","",1344,""
273,6329,0,"Farric Flame Hellion Alpha",1,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Hellion1","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Hellion1","",3,"","","",1344,""
274,6331,0,"Farric Frost Hellion Alpha",2,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Hellion2","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Hellion2","",3,"","","",1344,""
275,6336,0,"Farric Lynx Alpha",3,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Lynx","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Lynx","",36,"","","",1344,""
276,6412,1,"Farric Chieftain",4,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/BloodChieftain","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/BloodChieftain","",28,"","","",1344,""
277,6415,1,"Farric Ape",5,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/BloodMonkeyBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/BloodMonkeyBestiaryBoss","",5,"","","",1344,""
278,6418,1,"Farric Goatman",6,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/GoatmanBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/GoatmanBestiaryBoss","",1,"","","",1344,""
279,6349,2,"Farric Wolf Alpha",7,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Wolf","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Wolf","",4,"","","",1344,""
280,6422,2,"Farric Magma Hound",8,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/HoundBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/HoundBestiaryBoss","",24,"","","",1344,""
281,6425,2,"Farric Pit Hound",9,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/PitbullBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/PitbullBestiaryBoss","",25,"","","",1344,""
282,6431,3,"Farric Gargantuan",10,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/CaveBeast","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/CaveBeast","",0,"","","",1344,""
283,6434,3,"Farric Ursa",11,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/DropBearBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/DropBearBestiaryBoss","",21,"","","",1344,""
284,6392,4,"Farric Taurus",12,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/BullBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/BullBestiaryBoss","",27,"","","",1344,""
285,6387,4,"Farric Goliath",13,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SpikerBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SpikerBestiaryBoss","",18,"","","",1344,""
286,6307,5,"Saqawine Retch",14,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Kiweth","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Kiweth","",17,"","","",1344,""
287,6304,5,"Saqawine Vulture",15,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/VultureBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/VultureBestiaryBoss","",22,"","","",1344,""
288,6294,5,"Saqawine Rhex",17,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/MarakethBird","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/MarakethBird","",34,"","","",1344,""
289,6313,6,"Saqawine Cobra",18,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Snake1","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Snake1","",10,"","","",1344,""
290,6320,6,"Saqawine Blood Viper",19,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Snake2","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Snake2","",10,"","","",1344,""
291,6323,6,"Saqawine Chimeral",20,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/IguanaBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/IguanaBestiaryBoss","",14,"","","",1344,""
292,6356,7,"Fenumal Queen",21,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/InsectSpawner","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/InsectSpawner","",15,"","","",1344,""
293,6359,7,"Fenumal Scrabbler",22,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SandLeaper","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SandLeaper","",23,"","","",1344,""
294,6363,8,"Fenumal Devourer",23,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/RootSpiderBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/RootSpiderBestiaryBoss","",19,"","","",1344,""
295,6372,8,"Fenumal Plagued Arachnid",24,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/PlagueSpider","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/PlagueSpider","",12,"","","",1344,""
296,6377,8,"Fenumal Hybrid Arachnid",25,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/PlatedSpider","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/PlatedSpider","",33,"","","",1344,""
297,6384,8,"Fenumal Widow",26,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/ScaleSpider","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/ScaleSpider","",12,"","","",1344,""
298,6368,8,"Fenumal Scorpion",27,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Scorpion","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Scorpion","",35,"","","",1344,""
299,6456,9,"Craicic Vassal",28,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/ParasiticSquid","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/ParasiticSquid","",39,"","","",1344,""
300,6460,9,"Craicic Squid",29,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SeawitchSpawnBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SeawitchSpawnBestiaryBoss","",8,"","","",1344,""
301,6464,9,"Craicic Watcher",30,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Squid","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Squid","",20,"","","",1344,""
302,6437,10,"Craicic Sand Spitter",31,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SandSpitter","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SandSpitter","",7,"","","",1344,""
303,6440,10,"Craicic Shield Crab",32,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/ShieldCrab","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/ShieldCrab","",9,"","","",1344,""
304,6443,10,"Craicic Savage Crab",33,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/CrabParasite","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/CrabParasite","",30,"","","",1344,""
305,6446,10,"Craicic Spider Crab",34,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/CrabSpider","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/CrabSpider","",38,"","","",1344,""
306,6449,11,"Craicic Maw",35,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Frog","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Frog","",13,"","","",1344,""
