"rownum","StoredItem","IsInGame","IsEnabled"
220,9403,1,1
221,9404,1,1
222,9405,1,1
223,9406,1,1
224,9407,1,1
225,9408,1,1
226,9409,1,1
227,9410,1,1
228,9411,1,1
229,9412,1,1
230,9413,1,1
231,9414,1,1
232,9415,1,1
233,9416,1,1
234,9417,1,1
235,9418,1,1
236,9419,1,1
237,9420,1,1
238,9421,1,1
239,9422,1,1
240,9423,1,1
241,9424,1,1
242,9425,1,1
243,9426,1,1
244,9427,1,1
245,9428,1,1
246,9429,1,1
247,9430,1,1
248,9431,1,1
249,9432,1,1
250,9433,1,1
251,9434,1,1
252,9435,1,1
253,9436,1,1
254,9437,1,1
255,9438,1,1
256,9439,1,1
257,9440,1,1
258,9441,1,1
259,9442,1,1
260,9443,1,1
261,9444,1,1
262,9445,1,1
263,9446,1,1
264,9447,1,1
265,9448,1,1
266,9449,1,1
267,9450,1,1
268,9451,1,1
269,9452,1,1
270,9453,1,1
271,9454,1,1
272,9455,1,1
273,9456,1,""
274,9457,1,1
275,9458,1,1
276,9459,1,1
277,9460,1,1
278,9461,1,1
279,9462,1,1
280,9463,1,1
281,9464,1,1
282,9465,1,1
283,9466,1,1
284,9467,1,1
285,9468,1,1
286,9469,1,1
287,9470,1,1
288,9471,1,1
289,9472,1,1
290,9473,1,1
291,9474,1,1
292,9475,1,1
293,9476,1,""
294,9477,1,1
295,9478,1,1
296,9479,1,""
297,9480,1,1
298,9481,1,1
299,9482,1,1
300,9483,1,1
301,9484,1,1
302,9485,1,1
303,9486,1,1
304,9487,1,1
305,9488,1,1
306,9489,1,1
307,9490,1,1
308,9491,1,1
309,9492,1,1
310,9493,1,1
311,9494,1,1
312,9495,1,1
313,9496,1,1
314,9497,1,1
315,9498,1,1
316,9499,1,1
317,9500,1,1
318,9501,1,1
319,9502,1,1
320,9503,1,1
321,9504,1,1
322,9505,1,1
323,9506,1,1
324,9507,1,1
325,9508,1,1
326,9509,1,1
327,9510,1,1
328,9511,1,1
329,9512,1,1
330,9513,1,1
331,9514,1,1
332,9515,1,1
333,9516,1,1
334,9517,1,1
335,9518,1,1
336,9519,1,1
337,9520,1,1
338,9521,1,1
339,9522,1,1
340,9523,1,1
341,9524,1,1
342,9525,1,1
343,9526,1,1
344,9527,1,1
345,9528,1,1
346,9529,1,1
347,9530,1,1
348,9531,1,1
349,9532,1,1
350,9533,1,1
351,9534,1,1
352,9535,1,1
353,9536,1,1
354,9537,1,1
355,9538,1,1
356,9539,1,1
357,9540,1,1
358,9541,1,1
359,9542,1,1
360,9543,1,1
361,9544,1,1
362,9545,1,1
363,9546,1,1
364,9547,1,1
365,9548,1,1
366,9549,1,1
367,9550,1,1
368,9551,1,1
369,9552,1,1
370,9553,1,1
371,9554,"",""
372,9555,1,1
373,9556,1,1
374,9557,1,1
375,9558,1,1
376,9559,1,1
377,9560,1,1
378,9561,1,1
379,9562,1,1
380,9563,1,1
381,9564,1,1
382,9565,1,1
383,9566,1,1
384,9567,1,1
385,9568,1,1
386,9569,1,1
387,9570,1,1
388,9571,1,1
389,9572,1,1
390,9573,1,1
391,9574,1,1
392,9575,1,1
393,9576,1,1
394,9577,1,1
395,9578,1,1
396,9579,1,1
397,9580,1,1
398,9581,1,1
399,9582,1,1
400,9583,1,1
401,9584,1,1
402,9585,1,1
403,9586,1,1
404,9587,1,1
405,9588,1,1
406,9589,1,1
407,9590,1,1
408,9591,1,1
409,9592,1,1
410,9593,1,1
411,9594,1,1
412,9595,1,1
413,9596,1,1
414,9597,1,1
415,9598,1,1
416,9599,1,1
417,9600,1,1
418,9601,1,1
419,9602,1,1
420,9603,1,1
421,9604,1,1
422,9605,1,1
423,9606,1,1
424,9607,1,1
425,9608,1,1
426,9609,1,1
427,9610,1,1
428,9611,1,1
429,9612,1,1
430,9613,1,1
431,9614,1,1
432,9615,1,1
433,10995,1,1
434,10996,1,1
435,10997,1,1
436,10998,1,1
437,10999,1,1
438,11134,1,1
439,11135,1,1
440,11136,"",""
441,11272,1,1
442,11273,1,1
443,11274,1,1
444,11275,1,1
