"rownum","Id","BaseItemTypesKeys1","BaseItemTypesKeys2","BaseItemTypesKeys3","BaseItemTypesKeys4","BaseItemTypesKeys5","BaseItemTypesKeys6","BaseItemTypesKeys7","BaseItemTypesKeys8","BaseItemTypesKeys9","BaseItemTypesKeys10","BaseItemTypesKeys11","BaseItemTypesKeys12","WorldAreasKey","BaseItemTypesKeys13","BaseItemTypesKeys14"
10,"Descent11","[5332,5333,6,6,5245,5246,5247,2,14,11,11]","[5334,5335,5806,6,6,5245,5246,5247,2,2]","[5332,5333,6,6,5245,5246,5247,2,14,11,11]","[5334,5335,5806,6,6,5245,5246,5247,2,2]","[5332,5333,6,6,5245,5246,5247,2,14,11,11]","[5334,5335,5806,6,6,5245,5246,5247,2,2]","[5332,5333,6,6,5245,5246,5247,2,14,11,11]","[5334,5335,5806,6,6,5245,5246,5247,2,2]","[5332,5333,6,6,5245,5246,5247,2,14,11,11]","[5334,5335,5806,6,6,5245,5246,5247,2,2]","[5332,5333,6,6,5245,5246,5247,2,14,11,11]","[5334,5335,5806,6,6,5245,5246,5247,2,2]",1329,"[5332,5333,6,6,5245,5246,5247,2,14,11,11]","[5334,5335,5806,6,6,5245,5246,5247,2,2]"
11,"Descent12","[5284,1,1,1,6096,6086,5773,5788,6126,6125,14,6,2,15,15]","[1,1,1,5284,6125,5773,5788,6086,6126,6096,12,12,6,2]","[5284,1,1,1,6096,6086,5773,5788,6126,6085,14,6,2,15,15]","[1,1,1,5284,6126,6085,5773,5788,6096,6086,12,12,6,2]","[5284,1,1,1,6090,5773,5788,6261,6126,6123,14,6,2,15,15]","[1,1,1,5284,6126,5773,5788,6123,6261,6090,12,12,6,2]","[5284,1,1,1,6126,6089,5773,5788,6127,6084,14,6,2,15,15]","[1,1,1,5284,6127,6089,6084,6126,12,12,6,2]","[5284,1,1,1,5773,5788,6127,6125,6084,14,6,2,15,15]","[1,1,1,5284,6127,5773,5788,6125,6084,12,12,6,2]","[5284,1,1,1,5773,5788,6125,6084,6126,6085,14,6,2,15,15]","[1,1,1,5284,5773,5788,6125,6084,6126,6085,12,12,6,2]",1330,"[5284,1,1,1,5773,5788,6125,6126,6084,14,6,2,15,15]","[1,1,1,5284,5773,5788,6125,6126,6084,12,12,6,2]"
12,"Descent13","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]",1331,"[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]"
13,"Descent14","[6,6,2,2,13,13,6168,6305,6320]","[21,21,20,20,20,19,19,13,13,6168,6305,6320]","[6,6,2,2,13,13,6168,6305,6320]","[21,21,20,20,20,19,19,13,13,6168,6305,6320]","[6,6,2,2,13,13,6252,6168,6293]","[21,21,20,20,20,19,19,13,13,6252,6168,6293]","[6,6,2,2,13,13,6203,6214,6317,6290,6294]","[21,21,20,20,20,19,19,13,13,6203,6214,6317,6290,6294]","[6,6,2,2,13,13,6201,6203,6214,6317,6294]","[21,21,20,20,20,19,19,13,13,6201,6203,6214,6317,6294]","[6,6,2,2,13,13,6201,6317,6305,6320]","[21,21,20,20,20,19,19,13,13,6201,6317,6305,6320]",1332,"[6,6,2,2,13,13,6201,6168,6317,6305,6320]","[21,21,20,20,20,19,19,13,13,6168,6201,6317,6305,6320]"
14,"Descent15",[],[],[],[],[],[],[],[],[],[],[],[],1333,[],[]
15,"Descent2_2_1","[5241,5243,10,10,15,11,5333,5279,6147,6097,6283,5769,5769,5784,6318]",[],"[5241,5243,10,10,15,11,5333,5279,5769,5769,5784,6095,6147,6116,6283,6318]",[],"[5241,5243,10,10,15,11,5333,5279,5769,5784,5769,6116,6030,6295]",[],"[5241,5243,10,10,15,11,5333,5279,5769,5784,5769,6144,6116,6306,6301]",[],"[5241,5243,10,10,15,11,5333,5279,5769,5784,5769,6306,6301]",[],"[5241,5243,10,10,15,11,5333,5279,5769,5784,5769,6153,6283,6301,6318]",[],1335,"[5241,5243,10,10,15,11,5333,5279,5769,5784,5769,6147,6283,6301,6318]",[]
16,"Descent2_2_2","[5242,10,10,15,11,1,1,1,5332,6,5278,6147,6097,6283,5769,5784,6318]",[],"[5242,10,10,15,11,1,1,1,5332,6,5278,5769,5784,6095,6147,6116,6283,6318]",[],"[5242,10,10,15,11,1,1,1,5332,6,5278,5769,5784,6116,6030,6295]",[],"[5242,10,10,15,11,1,1,1,5332,6,5278,5769,5784,6144,6116,6306,6301]",[],"[5242,10,10,15,11,1,1,1,5332,6,5278,5769,5784,6306,6301]",[],"[5242,10,10,15,11,1,1,1,5332,6,5278,5769,5784,6153,6283,6301,6318]",[],1336,"[5242,10,10,15,11,1,1,1,5332,6,5278,5769,5784,6147,6283,6301,6318]",[]
17,"Descent2_3","[8,8,8,12,12,14,15,11,11,10,10,1,1,5770,5785]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],1337,"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[]
18,"Descent2_4","[6171,6035,5770]",[],"[5770,6035,6171,6038]",[],"[5770,6038,6041,6171]",[],"[5770,6044,6041,6038,6310,6180]",[],"[5770,6044,6038,6310]",[],"[5770,6035,6044,6171]",[],1340,"[5770,6041,6044,6035,6171,6038]",[]
19,"Descent2_5_1","[5280,5282,6,11,11,14,1,1,5334]",[],"[5281,5282,6,11,11,14,1,1,5334]",[],"[5281,5282,6,11,11,14,1,1,5334]",[],"[5280,5282,6,11,11,14,1,1,5334]",[],"[5281,5282,6,11,11,14,1,1,5334]",[],"[5281,5280,6,11,11,14,1,1,5334]",[],1341,"[5281,5282,6,11,11,14,1,1,5334]",[]
20,"Descent2_5_2","[5280,5281,6,6,2,5332]",[],"[5280,5282,6,6,2,5332]",[],"[5280,5281,6,6,2,5332]",[],"[5280,5281,6,6,2,5332]",[],"[5280,5281,6,6,2,5332]",[],"[5282,5281,6,6,2,5332]",[],1342,"[5280,5281,6,6,2,5332]",[]
21,"Descent2_6_1","[6,6,2,6011,5771,5786,6315]",[],"[6,6,2,6177,6315,6011]",[],"[6,6,2,6177,6100,6117]",[],"[6,6,2,6177,6007,6182,6309,6297]",[],"[6,6,2,6007,6111,6118,6309,6297]",[],"[6,6,2,6007,6111,6200,6173,6315]",[],1343,"[6,6,2,6007,6315,6111]",[]
22,"Descent2_6_2","[21,20,19,23,21,20,19,23,6011,5771,5786,6315]",[],"[21,20,19,23,21,20,19,23,6177,6315,6011]",[],"[21,20,19,23,21,20,19,23,6177,6100,6117]",[],"[21,20,19,23,21,20,19,23,6177,6007,6182,6309,6297]",[],"[21,20,19,23,21,20,19,23,6007,6111,6118,6309,6297]",[],"[21,20,19,23,21,20,19,23,6007,6111,6200,6173,6315]",[],1345,"[21,20,19,23,21,20,19,23,6007,6315,6111]",[]
23,"Descent2_8_1","[6,2,2,5285,5286,21,20,19,21,20,19,6257,6258,6256,6016]",[],"[6,2,2,5285,5287,21,20,19,21,20,19,6256,6257,6258,6016,6023]",[],"[6,2,2,5285,5286,21,20,19,21,20,19,6257,6258,6256,6023,6151]",[],"[6,2,2,5285,5286,21,20,19,21,20,19,6258,6257,6256,6023,6151]",[],"[6,2,2,5286,5287,21,20,19,21,20,19,6258,6257,6210,6151]",[],"[6,2,2,5285,5286,21,20,19,21,20,19,6258,6257,6151,6256,6016]",[],1349,"[6,2,2,5285,5286,21,20,19,21,20,19,5287,6258,6257,6256,6023,6016,6151]",[]
24,"Descent2_8_2","[6,5285,5287,10,10,11,11,1,1,21,20,19,21,20,19,14,6257,6258,6256,6016,5771,5786]",[],"[6,5286,5287,10,10,11,11,1,1,21,20,19,21,20,19,14,6256,6257,6258,6016,6023]",[],"[6,5286,5287,10,10,11,11,1,1,21,20,19,21,20,19,14,6257,6258,6256,6023,6151]",[],"[6,5285,5287,10,10,11,11,1,1,21,20,19,21,20,19,14,6258,6257,6256,6023,6151]",[],"[6,5285,5287,10,10,11,11,1,1,21,20,19,21,20,19,14,6258,6257,6210,6151]",[],"[6,5286,5287,10,10,11,11,1,1,21,20,19,21,20,19,14,6258,6257,6151,6256,6016]",[],1350,"[6,5286,5287,10,10,11,11,1,1,21,20,19,21,20,19,14,5285,6258,6257,6256,6023,6016,6151]",[]
25,"Descent2_9_1","[6,2,13,13,13,2,6,6,6,2,5247,6078,6036,6108,5772,5772,5787,5787,5247]",[],"[6,2,13,13,13,2,6,6,6,2,5247,6206,6036,6108,6078,5247]",[],"[6,2,13,13,13,2,6,6,6,2,5247,6206,6036,6108,5247]",[],"[6,2,13,13,13,2,6,6,6,2,5247,6081,6036,6078,6289,5247]",[],"[6,2,13,13,13,2,6,6,6,2,5247,6081,6101,5247]",[],"[6,2,13,13,13,2,6,6,6,2,5247,6081,6101,6108,6078,5247]",[],1351,"[6,2,13,13,13,2,6,6,6,2,5247,6078,6036,6108,6081,6101,6206,5247]",[]
26,"Descent2_9_2","[6,2,13,13,13,1,1,21,20,19,5245,6078,6036,6108,5772,5772,5787,5787,5245]",[],"[6,2,13,13,13,1,1,21,20,19,5245,6206,6036,6108,6078,5245]",[],"[6,2,13,13,13,1,1,21,20,19,5245,6206,6036,6108,5245]",[],"[6,2,13,13,13,1,1,21,20,19,5245,6081,6036,6078,6289,5245]",[],"[6,2,13,13,13,1,1,21,20,19,5245,6081,6101,5245]",[],"[6,2,13,13,13,1,1,21,20,19,5245,6081,6101,6108,6078,5245]",[],1352,"[6,2,13,13,13,1,1,21,20,19,5245,6078,6036,6108,6081,6101,6206,5245]",[]
27,"Descent2_9_3","[6,2,13,13,13,2,6,12,14,13,5246,6078,6036,6108,5772,5772,5787,5787,5246]",[],"[6,2,13,13,13,2,6,12,14,13,5246,6206,6036,6108,6078,5246]",[],"[6,2,13,13,13,2,6,12,14,13,5246,6206,6036,6108,5246]",[],"[6,2,13,13,13,2,6,12,14,13,5246,6081,6036,6078,6289,5246]",[],"[6,2,13,13,13,2,6,12,14,13,5246,6081,6101,5246]",[],"[6,2,13,13,13,2,6,12,14,13,5246,6081,6101,6108,6078,5246]",[],1353,"[6,2,13,13,13,2,6,12,14,13,5246,6078,6036,6108,6081,6101,6206,5246]",[]
28,"Descent2_11","[5,21,20,19,2,6,13,5252]",[],"[5,21,20,19,2,6,13,5252]",[],"[5,21,20,19,2,6,13,5252]",[],"[5,21,20,19,2,6,13,5252]",[],"[5,21,20,19,2,6,13,5252]",[],"[5,21,20,19,2,6,13,5252]",[],1357,"[5,21,20,19,2,6,13,5252]",[]
29,"Descent2_12","[1,1,1,6,2,8,8,8,12,12,13,6125,6085,6096,6086,6124,5773,5788]",[],"[1,1,1,6,2,8,8,8,12,12,13,6085,6261,6126,6123,6086]",[],"[1,1,1,6,2,8,8,8,12,12,13,6261,6090,6126,6123]",[],"[1,1,1,6,2,8,8,8,12,12,13,6164,6166,6165,6127,6126,6089]",[],"[1,1,1,6,2,8,8,8,12,12,13,6164,6166,6165,6120,6127]",[],"[1,1,1,6,2,8,8,8,12,12,13,6164,6166,6165,6085,6125]",[],1358,"[1,1,1,6,2,8,8,8,12,12,13,6164,6166,6165,6125,6127,6126]",[]
30,"Descent2_3_S1","[5806,5806,5692]",[],"[5806,5806,5692]",[],"[5806,5806,5692]",[],"[5806,5806,5692]",[],"[5806,5806,5692]",[],"[5806,5806,5692]",[],1338,"[5806,5806,5692]",[]
31,"Descent2_6_1_S1","[6008,5051,6281,6092,6267,5107]",[],"[6008,5051,6281,6092,6267,5107]",[],"[6008,5051,6281,6092,6267,5107]",[],"[6008,5051,6281,6092,6267,5107]",[],"[6008,5051,6281,6092,6267,5107]",[],"[6008,5051,6281,6092,6267,5107]",[],1344,"[6008,5051,6281,6092,6267,5107]",[]
32,"Descent2_6_2_S1","[6131,6277]",[],"[6131,6277]",[],"[6131,6277]",[],"[6131,6277]",[],"[6131,6277]",[],"[6131,6277]",[],1346,"[6131,6277]",[]
