"rownum","rid","rid","rid","bool","bool","bool","bool"
73,285,17664,13542,1,"","",""
74,9814,17664,13543,1,"","",""
75,233,17664,13543,1,"","",""
76,235,17664,13543,1,"","",""
77,238,17664,13543,1,"","",""
78,236,17664,13543,1,"","",""
79,234,17664,13543,1,"","",""
80,237,17664,13543,1,"","",""
81,240,17664,13545,1,"","",""
82,239,17664,13544,1,"","",""
83,241,17664,13543,1,"","",""
84,9238,17664,13544,1,"","",""
85,9208,17664,13544,1,"","",""
86,9222,17664,13544,1,"","",""
87,9192,17664,13544,1,"","",""
88,9224,17664,13544,1,"","",""
89,9194,17664,13544,1,"","",""
90,9236,17664,13544,1,"","",""
91,9206,17664,13545,1,"","",""
92,9239,17664,13544,1,"","",""
93,9209,17664,13544,1,"","",""
94,9232,17664,13544,1,"","",""
95,9202,17664,13544,1,"","",""
96,9227,17664,13544,1,"","",""
97,9197,17664,13544,1,"","",""
98,9230,17664,13544,1,"","",""
99,9200,17664,13544,1,"","",""
100,9248,17664,13544,1,"","",""
101,9218,17664,13544,1,"","",""
102,9223,17664,13544,1,"","",""
103,9193,17664,13544,1,"","",""
104,9240,17664,13544,1,"","",""
105,9210,17664,13544,1,"","",""
106,9233,17664,13544,1,"","",""
107,9203,17664,13544,1,"","",""
108,9242,17664,13544,1,"","",""
109,9212,17664,13544,1,"","",""
110,9244,17664,13544,1,"","",""
111,9214,17664,13544,1,"","",""
112,9243,17664,13544,1,"","",""
113,9245,17664,13544,1,"","",""
114,9215,17664,13544,1,"","",""
115,9213,17664,13544,1,"","",""
116,9226,17664,13544,1,"","",""
117,9196,17664,13544,1,"","",""
118,9229,17664,13544,1,"","",""
119,9199,17664,13544,1,"","",""
120,9220,17664,13544,1,"","",""
121,9228,17664,13544,1,"","",""
122,9198,17664,13544,1,"","",""
123,9190,17664,13544,1,"","",""
124,9231,17664,13544,1,"","",""
125,9201,17664,13544,1,"","",""
126,9249,17664,13544,1,"","",""
127,9219,17664,13544,1,"","",""
128,9221,17664,13544,1,"","",""
129,9235,17664,13544,1,"","",""
130,9205,17664,13544,1,"","",""
131,9191,17664,13544,1,"","",""
132,9241,17664,13544,1,"","",""
133,9211,17664,13544,1,"","",""
134,9247,17664,13544,1,"","",""
135,9217,17664,13544,1,"","",""
136,9246,17664,13544,1,"","",""
137,9216,17664,13544,1,"","",""
138,9237,17664,13544,1,"","",""
139,9207,17664,13544,1,"","",""
140,9234,17664,13544,1,"","",""
141,9204,17664,13544,1,"","",""
142,9225,17664,13544,1,"","",""
143,9195,17664,13544,1,"","",""
144,1,17664,13541,1,"","",""
145,9842,17664,13544,1,"","",""
146,9840,17664,13544,1,"","",""
147,9843,17664,13545,1,"","",""
148,9837,17664,13543,1,"","",""
149,9836,17664,13543,1,"","",""
150,9835,17664,13543,1,"","",""
151,9838,17664,13544,1,"","",""
152,9841,17664,13543,1,"","",""
153,9839,17664,13544,1,"","",""
154,48,17664,13545,1,"","",""
155,49,17664,13545,1,"","",""
156,296,17664,13544,1,"","",""
157,297,17664,13544,1,"","",""
158,298,17664,13544,1,"","",""
159,294,17664,13544,1,"","",""
160,295,17664,13544,1,"","",""
161,293,17664,13545,1,"","",""
162,18,17664,13543,1,"","",""
163,221,17664,13545,1,"","",""
164,210,17664,13545,1,"","",""
165,17,17664,13541,1,"","",""
166,10287,17664,13543,1,"","",""
167,161,17664,13544,1,"","",""
168,160,17664,13543,1,"","",""
169,159,17664,13542,1,"","",""
170,158,17664,13541,1,"","",""
171,140,17664,13544,1,"","",""
172,139,17664,13544,1,"","",""
173,138,17664,13543,1,"","",""
174,137,17664,13542,1,"","",""
175,136,17664,13541,1,"","",""
176,87,17664,13544,1,"","",""
177,86,17664,13544,1,"","",""
178,85,17664,13543,1,"","",""
179,84,17664,13543,1,"","",""
180,83,17664,13542,1,"","",""
181,82,17664,13542,1,"","",""
182,81,17664,13541,1,"","",""
183,119,17664,13544,1,"","",""
184,118,17664,13544,1,"","",""
185,117,17664,13543,1,"","",""
186,116,17664,13543,1,"","",""
187,115,17664,13542,1,"","",""
188,114,17664,13541,1,"","",""
189,130,17664,13544,1,"","",""
190,129,17664,13543,1,"","",""
191,128,17664,13543,1,"","",""
192,127,17664,13542,1,"","",""
193,126,17664,13541,1,"","",""
194,157,17664,13544,1,"","",""
195,156,17664,13543,1,"","",""
196,155,17664,13542,1,"","",""
197,154,17664,13541,1,"","",""
198,107,17664,13544,1,"","",""
199,106,17664,13544,1,"","",""
200,105,17664,13543,1,"","",""
201,104,17664,13543,1,"","",""
202,103,17664,13542,1,"","",""
203,102,17664,13541,1,"","",""
204,170,17664,13544,1,"","",""
205,169,17664,13543,1,"","",""
206,168,17664,13542,1,"","",""
207,135,17664,13544,1,"","",""
208,134,17664,13544,1,"","",""
209,133,17664,13543,1,"","",""
210,132,17664,13542,1,"","",""
211,131,17664,13541,1,"","",""
212,164,17664,13544,1,"","",""
213,163,17664,13543,1,"","",""
214,162,17664,13542,1,"","",""
215,153,17664,13544,1,"","",""
216,152,17664,13543,1,"","",""
217,151,17664,13542,1,"","",""
218,150,17664,13541,1,"","",""
219,175,17664,13545,1,"","",""
220,174,17664,13545,1,"","",""
221,176,17664,13545,1,"","",""
222,80,17664,13544,1,"","",""
223,79,17664,13544,1,"","",""
224,78,17664,13543,1,"","",""
225,77,17664,13543,1,"","",""
226,76,17664,13542,1,"","",""
227,75,17664,13542,1,"","",""
228,74,17664,13541,1,"","",""
229,94,17664,13544,1,"","",""
230,93,17664,13544,1,"","",""
231,92,17664,13543,1,"","",""
232,91,17664,13543,1,"","",""
233,90,17664,13542,1,"","",""
234,89,17664,13542,1,"","",""
235,88,17664,13541,1,"","",""
236,125,17664,13544,1,"","",""
237,124,17664,13544,1,"","",""
238,123,17664,13543,1,"","",""
239,122,17664,13542,1,"","",""
240,121,17664,13542,1,"","",""
241,120,17664,13541,1,"","",""
242,173,17664,13544,1,"","",""
243,172,17664,13543,1,"","",""
244,171,17664,13542,1,"","",""
245,167,17664,13544,1,"","",""
246,166,17664,13543,1,"","",""
247,165,17664,13542,1,"","",""
248,145,17664,13544,1,"","",""
249,144,17664,13543,1,"","",""
250,143,17664,13543,1,"","",""
251,142,17664,13542,1,"","",""
252,141,17664,13541,1,"","",""
253,177,17664,13545,1,"","",""
254,101,17664,13544,1,"","",""
255,100,17664,13544,1,"","",""
256,99,17664,13543,1,"","",""
257,98,17664,13543,1,"","",""
258,97,17664,13542,1,"","",""
259,96,17664,13542,1,"","",""
260,95,17664,13541,1,"","",""
261,149,17664,13544,1,"","",""
262,148,17664,13543,1,"","",""
263,147,17664,13542,1,"","",""
264,146,17664,13541,1,"","",""
265,113,17664,13544,1,"","",""
266,112,17664,13544,1,"","",""
267,111,17664,13543,1,"","",""
268,110,17664,13543,1,"","",""
269,109,17664,13542,1,"","",""
270,108,17664,13541,1,"","",""
271,9813,17664,13542,1,"","",""
272,10266,17664,13544,1,"","",""
273,10268,17664,13544,1,"","",""
274,310,17664,13545,1,"","",""
275,309,17664,13544,1,"","",""
276,308,17664,13543,1,"","",""
277,307,17664,13542,1,"","",""
278,306,17664,13545,1,"","",""
279,305,17664,13544,1,"","",""
280,304,17664,13543,1,"","",""
281,303,17664,13542,1,"","",""
282,10267,17664,13544,1,"","",""
283,218,17664,13545,1,"","",""
284,5,17664,13545,1,"","",""
285,260,17664,13543,1,"","",""
286,254,17664,13543,1,"","",""
287,258,17664,13543,1,"","",""
288,266,17664,13544,1,"","",""
289,264,17664,13543,1,"","",""
290,256,17664,13544,1,"","",""
291,245,17664,13543,1,"","",""
292,262,17664,13545,1,"","",""
293,255,17664,13544,1,"","",""
294,253,17664,13543,1,"","",""
295,265,17664,13544,1,"","",""
296,244,17664,13543,1,"","",""
297,247,17664,13543,1,"","",""
298,259,17664,13545,1,"","",""
299,242,17664,13543,1,"","",""
300,257,17664,13543,1,"","",""
301,250,17664,13543,1,"","",""
302,248,17664,13543,1,"","",""
303,263,17664,13543,1,"","",""
304,243,17664,13543,1,"","",""
305,246,17664,13543,1,"","",""
306,251,17664,13543,1,"","",""
307,249,17664,13543,1,"","",""
308,252,17664,13543,1,"","",""
309,261,17664,13543,1,"","",""
310,33,17664,13543,1,"","",""
311,12,17664,13542,1,"","",""
312,311,17664,13545,1,"","",""
313,195,17664,13543,1,"","",""
314,194,17664,13543,1,"","",""
315,192,17664,13543,1,"","",""
316,193,17664,13544,1,"","",""
317,196,17664,13545,1,"","",""
318,9,17664,13543,1,"","",""
319,4,17664,13542,1,"","",""
320,53,17664,13544,1,"","",""
321,51,17664,13544,1,"","",""
322,56,17664,13544,1,"","",""
323,68,17664,13544,1,"","",""
324,63,17664,13544,1,"","",""
325,65,17664,13544,1,"","",""
326,58,17664,13544,1,"","",""
327,72,17664,13544,1,"","",""
328,55,17664,13544,1,"","",""
329,69,17664,13544,1,"","",""
330,70,17664,13544,1,"","",""
331,73,17664,13544,1,"","",""
332,59,17664,13544,1,"","",""
333,67,17664,13544,1,"","",""
334,52,17664,13544,1,"","",""
335,62,17664,13544,1,"","",""
336,64,17664,13544,1,"","",""
337,61,17664,13544,1,"","",""
338,66,17664,13544,1,"","",""
339,50,17664,13544,1,"","",""
340,60,17664,13544,1,"","",""
341,71,17664,13544,1,"","",""
342,54,17664,13544,1,"","",""
343,57,17664,13544,1,"","",""
344,13,17664,13544,1,"","",""
345,15,17664,13541,1,"","",""
346,299,17664,13545,1,"","",""
347,9527,17664,13545,1,"","",""
348,9526,17664,13545,1,"","",""
349,9524,17664,13545,1,"","",""
350,9525,17664,13545,1,"","",""
351,9523,17664,13545,1,"","",""
352,10343,17664,13544,1,"","",""
353,10344,17664,13545,1,"","",""
354,10345,17664,13544,1,"","",""
355,10346,17664,13545,1,"","",""
356,2,17790,13556,"","","",""
357,8879,18746,13570,"","","",""
