"rownum","Id","i32","i32","string","i32","i32","i32","i32","[rid]","bool","[i32]","[string]","[rid]","rid","i32","i32","rid","i32","bool","[string]","bool","bool","string","bool","bool","[rid]","[i32]"
14,"expedition-subarea-fodder2",1,0,"",4,8,0,0,[],"",[1],[],[],0,1144,0,"",0,1,[],1,"","",1,"",[],[]
15,"expedition-subarea-fodder3",1,0,"",4,8,0,0,[],"",[1],[],[],0,1216,0,"",0,1,[],1,"","",1,"",[],[]
16,"expedition-subarea-fodder4",1,0,"",5,9,0,0,[],"",[1],[],[],0,1288,0,"",0,1,[],1,"","",1,"",[],[]
17,"expedition-subarea-faction1-elite1",1,0,"",3,5,100,1,[547],"",[1],[],[],0,1392,0,"",0,1,[],1,"","",1,"",[547],[1]
18,"expedition-subarea-faction1-elite2",1,0,"",4,8,100,1,[548],"",[1],[],[],0,1512,0,"",0,1,[],1,"","",1,"",[548],[1]
19,"expedition-subarea-faction2-elite1",1,0,"",3,7,100,1,[542],"",[1],[],[],0,1632,0,"",0,1,[],1,"","",1,"",[542],[1]
20,"expedition-subarea-faction2-elite2",1,0,"",3,5,100,1,[550],"",[1],[],[],0,1752,0,"",0,1,[],1,"","",1,"",[550],[1]
21,"expedition-subarea-faction3-elite1",1,0,"",3,5,100,1,[546],"",[1],[],[],0,1872,0,"",0,1,[],1,"","",1,"",[546],[1]
22,"expedition-subarea-faction3-elite2",1,0,"",3,6,100,1,[551],"",[1],[],[],0,1992,0,"",0,1,[],1,"","",1,"",[551],[1]
23,"expedition-subarea-faction4-elite1",1,0,"",4,8,100,1,[543],"",[1],[],[],0,2112,0,"",0,1,[],1,"","",1,"",[543],[1]
24,"expedition-subarea-faction4-elite2",1,0,"",2,5,100,1,[545],"",[1],[],[],0,2232,0,"",0,1,[],1,"","",1,"",[545],[1]
25,"G1-lumberingdrownedsmall",1,0,"U",1,2,0,0,[],"",[12],[],[],0,2320,0,"",0,1,[],1,"","",1,"",[],[]
26,"G1-quillcrab",1,0,"U",1,2,0,0,[],"",[5],"[""BlankGround_Flood""]",[],0,2414,0,"",0,1,[],1,"","",1,"",[231],[1]
27,"CG1-quillcrab",1,0,"¢",3,5,0,0,[],"",[6],[],[],0,2480,0,"",0,1,[],1,"","",1,"",[231],[1]
28,"G1-lumberingdrownedhighrange",1,0,"U",2,5,0,0,[],"",[3],"[""BlankGround_Flood""]",[],0,2584,0,"",45,1,[],1,"","",1,"",[],[]
29,"CG1-lumberingdrownedhighrange",2,0,"¢",4,8,0,0,[],"","[6,1]",[],[],0,2686,0,"",0,1,[],1,"","",1,"",[],[]
30,"G1-lumberingdrownedmedium",1,0,"V",1,4,0,0,[],"",[1],[],[],0,2756,0,"",0,1,[],1,"","",1,"",[],[]
31,"G1-urchinshag",1,0,"V",1,4,75,1,[263],"",[1],[],[],0,2818,0,"",0,1,[],1,"","",1,"",[263],[1]
32,"CG1-urchinshag",1,0,"£",3,5,100,1,[263],"",[1],[],[],0,2898,0,"",0,1,[],1,"","",1,"",[263],[1]
33,"G1-rottenwolf",1,0,"V",1,4,0,0,[],"",[1],[],[],0,2960,0,"",0,1,[],1,"","",1,"",[],[]
34,"CG1-rottenwolf",1,0,"£",3,5,0,0,[],"",[1],[],[],0,3008,0,"",0,1,[],1,"","",1,"",[],[]
35,"G1-retchskeleton",2,0,"W",2,5,0,0,[],"",[4],[],[],0,3080,0,"",0,1,[],1,"","",1,"",[],[]
36,"G1-mudgolem",2,0,"W",0,0,0,0,[],"",[3],[],[],0,3138,0,"",0,1,[],"","","",1,"",[210],[1]
37,"G1-huhugrub",2,0,"W",2,4,0,0,[],"",[4],[],[],0,3212,0,"",0,1,[],1,"","",1,"",[281],[1]
38,"G1-werewolfpack",2,0,"X",2,5,0,0,[],"","[15,5]",[],[],0,3302,0,"",0,1,[],1,"","",1,"",[291],[1]
39,"G1-werewolfprowler",1,0,"X",1,1,25,1,[291],"",[10],[],[],0,3394,0,"",0,1,[],1,"","",1,"",[291],[1]
40,"CG1-werewolfprowler",1,0,"¥",2,3,0,0,[],"",[5],[],[],0,3468,0,"",0,1,[],1,"","",1,"",[291],[1]
41,"G1-slingurchin",2,0,"X",2,5,0,0,[],"","[5,0]",[],[],0,3556,0,"",0,1,[],1,"","",1,"",[263],[1]
42,"G1-funguszombie",1,0,"X",2,4,0,0,[],"",[5],[],[],0,3622,0,"",0,1,[],1,"","",1,"","[275,276,208]","[1,1,2]"
43,"g1_5-snakeflowermen1",2,0,"Y",2,3,0,0,[],"",[0],[],[],0,3758,0,"",0,1,[],1,"","",1,"",[426],[1]
44,"G1-rustedsoldier",2,0,"Y",4,7,0,0,[],"",[10],[],[],0,3842,0,"",0,1,[],1,"","",1,"",[451],[1]
45,"G1-palefrog",2,0,"Y",2,5,0,0,[],"",[5],[],[],0,3916,0,"",0,1,[],1,"","",1,"",[394],[1]
46,"G1-fungalmancerzombiegroup",1,0,"Z",2,5,50,1,[208],"",[9],[],[],0,4024,0,"",0,1,[],1,"","",1,"","[206,207,208]","[1,1,4]"
47,"CG1-fungalmancerzombiegroup",1,0,"§",2,5,100,1,[208],"",[9],[],[],0,4174,0,"",0,1,[],1,"","",1,"","[206,207,208]","[1,1,4]"
48,"G1-fungalmancerskeletongroup",1,0,"Z",2,5,100,1,[388],"",[9],[],[],0,4314,0,"",0,1,[],1,"","",1,"",[208],[1]
49,"CG1-fungalmancerskeletongroup",2,0,"§",3,7,100,1,[388],"","[9,5]",[],[],0,4448,0,"",0,1,[],1,"","",1,"","[208,388]","[1,1]"
50,"G1-fungalwolf",2,0,"Z",2,5,0,0,[],"","[3,1]",[],[],0,4558,0,"",0,1,[],1,"","",1,"",[388],[1]
51,"G1-coldwraithgrave",2,0,"[",1,1,0,0,[],"",[1],[],[],0,4646,0,"",0,1,[],1,"","",1,"",[183],[1]
52,"G1-stalkergrave",2,0,"[",2,5,50,1,[392],"",[2],[],[],0,4748,0,"",0,1,[],1,"","",1,"",[393],[1]
53,"G1-deathknightgrave",2,0,"[",1,3,0,0,[],"",[1],[],[],0,4838,0,"",0,1,[],1,"","",1,"",[312],[1]
54,"G1-graveskeletonmixed",2,0,"[",2,6,62,1,[389],"",[2],[],[],0,4948,0,"",0,1,[],1,"","",1,"",[389],[1]
55,"ghoulcommander-bosspack",1,0,"",4,8,0,0,[],"",[0],[],[],0,5030,0,"",0,"",[],1,"","",1,"",[],[]
56,"G1-graveskeletoncasterfire",2,0,"]",2,4,0,0,[],"",[2],[],[],0,5118,0,"",0,1,[],1,"","",1,"","[730,1480]","[1,2]"
57,"G1-graveskeletoncasterlightning",2,0,"\\",2,4,20,1,"[187,1480]","",[2],[],[],0,5288,0,"",0,1,[],1,"","",1,"","[187,1480]","[1,1]"
58,"G1-bloodcretincourtesan",2,0,"\\",2,5,100,1,[301],"",[1],[],[],0,5418,0,"",0,1,[],1,"","",1,"",[301],[1]
59,"G1-lightningwraith",2,0,"\\",1,1,0,0,[],"",[1],[],[],0,5506,0,"",0,1,[],1,"","",1,"",[187],[1]
60,"G1-spinningwheelhag",2,0,"\\",2,3,0,0,[],"",[1],[],[],0,5596,0,"",0,1,[],1,"","",1,"",[],[]
61,"G1-skeletalknight",4,0,"\\",3,5,80,1,[1480],"",[2],[],[],0,5714,0,"",0,1,[],1,"","",1,"",[1480],[1]
62,"G1-skeletalreaper",2,0,"]",1,2,0,0,[],"",[1],[],[],0,5800,0,"",0,1,[],1,"","",1,"",[1484],[1]
63,"G1-graveskeletontombstalker",2,0,"]",1,2,0,0,[],"",[1],[],[],0,5906,0,"",0,1,[],1,"","",1,"",[396],[1]
64,"G1-ghoulcommander",2,0,"\\",3,8,100,1,[334],"",[1],[],[],0,6008,0,"",0,1,[],1,"","",1,"",[334],[1]
65,"G1-graveskeleton",2,0,"]",3,5,100,1,[730],"",[2],[],[],0,6108,0,"",0,1,[],1,"","",1,"",[730],[1]
66,"G1-reliquarypitcrawler",1,0,"",2,3,0,0,[],"",[1],[],[],0,6188,0,"",0,1,[],1,"","",1,"",[],[]
67,"G1-quillcrabpoison",2,0,"_",2,3,50,1,[234],"",[2],[],[],0,6276,0,"",0,1,[],1,"","",1,"",[235],[1]
68,"CG1-quillcrabpoison",2,0,"_",3,4,50,1,[235],"",[2],[],[],0,6382,0,"",0,1,[],1,"","",1,"",[235],[1]
69,"G1-werewolfmixed",1,0,"",3,7,0,0,[],"",[1],[],[],0,6450,0,"",0,1,[],1,"","",1,"",[],[]
70,"G1-bramblemonkey",2,0,"_",4,9,100,1,[333],"",[3],[],[],0,6534,0,"",0,1,[],1,"","",1,"",[333],[1]
71,"G1-sapling",2,0,"`",2,3,30,1,[650],"",[2],[],[],0,6622,0,"",0,1,[],1,"","",1,"",[650],[1]
72,"G2-farudincrawlerfoundry",4,0,"v",3,5,0,0,[],"",[1],[],[],0,6754,0,"",0,1,[],1,"","",1,"",[1460],[1]
73,"G2-farudincrawler",2,0,"y",3,5,0,0,[],"",[1],[],[],0,6840,0,"",0,1,[],1,"","",1,"",[],[]
74,"G1-werewolfmoon",2,0,"b",3,5,0,0,[],"",[1],[],[],0,6906,0,"",0,1,[],1,"","",1,"",[291],[1]
75,"G1-infectedmercernary",1,0,"a",3,6,0,0,[],"",[2],[],[],0,6984,0,"",0,1,"[""VillageWalkableGround""]",1,"","",1,"","[324,192,193]","[2,1,2]"
76,"CG1-infectedmercernary",1,0,"®",4,6,0,0,[],"",[2],[],[],0,7162,0,"",0,1,"[""VillageWalkableGround""]",1,"","",1,"","[324,192,193]","[2,1,2]"
77,"G1-bloodcretinonly",1,0,"b",3,6,25,1,[307],"",[1],[],[],0,7290,0,"",0,1,[],1,"","",1,"",[307],[1]
78,"CG1-bloodcretinonly",1,0,"¯",3,6,40,1,[307],"",[1],[],[],0,7380,0,"",0,1,[],1,"","",1,"",[301],[1]
79,"G1-infectedmercenarymixed",2,0,"c",3,5,25,1,[324],"",[1],[],[],0,7498,0,"",0,1,[],1,"","",1,"",[324],[1]
80,"G1-bloodcollector",1,0,"",3,8,0,0,[],"",[1],[],[],0,7568,0,"",0,1,[],1,"","",1,"",[],[]
81,"G1-deathknight",1,0,"c",1,2,0,0,[],"",[3],[],[],0,7616,0,"",0,1,[],1,"","",1,"",[312],[1]
82,"CG1-deathknight",1,0,"°",1,2,30,1,[312],"",[3],[],[],0,7698,0,"",0,1,[],1,"","",1,"",[312],[1]
83,"G1-gargoylegolemred",2,0,"c",1,3,0,0,[],"",[2],[],[],0,7788,0,"",0,1,[],1,"","",1,"",[315],[1]
84,"G1-bloodpack",4,0,"c",4,7,66,1,[301],"","[5,4,5,3]",[],[],0,7928,0,"",0,1,[],1,"","",1,"",[301],[1]
85,"G1-tendrilprowler",2,0,"d",1,3,0,0,[],"",[1],[],[],0,8014,0,"",0,1,[],1,"","",1,"",[293],[1]
86,"G1-tendrilsentinel",2,0,"d",2,3,0,0,[],"",[1],[],[],0,8102,0,"",0,1,[],1,"","",1,"",[398],[1]
87,"G1-brambleburrower",1,0,"_",0,0,0,0,[],"",[2],[],[],0,8174,0,"",0,1,[],"","","",1,"",[25],[1]
88,"CG1-brambleburrower",1,0,"¬",1,2,0,0,[],"",[2],[],[],0,8248,0,"",0,1,[],"","","",1,"",[25],[1]
89,"G1-bramblerhoa",1,0,"_",2,3,0,0,[],"",[3],[],[],0,8312,0,"",0,1,[],1,"","",1,"",[29],[1]
90,"CG1-bramblerhoa",1,0,"¬",3,4,0,0,[],"",[3],[],[],0,8378,0,"",0,1,[],1,"","",1,"",[29],[1]
91,"G1-courtmagecorrupt-merc",2,0,"c",3,5,100,1,[192],"",[2],[],[],0,8494,0,"",0,1,[],1,"","",1,"",[192],[1]
92,"G1-courtmagecorrupt",2,0,"d",3,5,80,1,[192],"",[1],[],[],0,8600,0,"",0,1,[],1,"","",1,"",[192],[1]
93,"G1-corruptedeliteranged",2,0,"d",2,3,0,0,[],"",[1],[],[],0,8698,0,"",0,1,[],1,"","",1,"",[195],[1]
94,"G1-corruptedelitespear-merc",2,0,"c",3,5,100,1,[194],"",[2],[],[],0,8820,0,"",0,1,[],1,"","",1,"",[194],[1]
95,"G1-corruptedelitespear",2,0,"d",3,5,0,0,[],"",[1],[],[],0,8916,0,"",0,1,[],1,"","",1,"",[194],[1]
96,"G1-corruptedelitebloater",2,0,"d",1,2,0,0,[],"",[1],[],[],0,9016,0,"",0,1,[],1,"","",1,"",[197],[1]
97,"G1-corruptedelitetoothy-merc",2,0,"c",3,5,100,1,[193],"",[2],[],[],0,9140,0,"",0,1,[],1,"","",1,"",[193],[1]
98,"G1-corruptedelitetoothy",2,0,"d",1,4,0,0,[],"",[1],[],[],0,9238,0,"",0,1,[],1,"","",1,"",[193],[1]
99,"G1-burnedlumberjackunarmed",1,0,"b",2,4,0,0,[],"",[2],[],[],0,9326,0,"",0,1,[],1,"","",1,"",[],[]
100,"G1-burnedlumberjackonehandedaxe",1,0,"b",2,4,0,0,[],"",[2],[],[],0,9408,0,"",0,1,[],1,"","",1,"",[],[]
101,"CG1-burnedlumberjackonehandedaxe",1,0,"¯",3,5,0,0,[],"",[3],[],[],0,9492,0,"",0,"",[],1,"","",1,"",[],[]
102,"G2_1-caravanbanditpack",2,0,"f",3,5,0,0,[],"",[1],[],[],0,9572,0,"",0,1,[],1,"","",1,"",[704],[1]
103,"G2_1-crabpack",2,0,"f",2,5,0,0,[],"",[1],[],[],0,9650,0,"",50,1,"[""HyenaCanyonGround"",""HyenaCanyonTrim""]",1,"","",1,"",[710],[1]
104,"G2_1-crabpacknosand",2,0,"f",2,5,0,0,[],"",[0],"[""Shallows""]",[],0,9856,0,"",20,"","[""HyenaCanyonGround"",""HyenaCanyonTrim""]",1,"","",1,"",[712],[1]
105,"G2-desertleaper",2,0,"f",3,9,0,0,[],"",[1],[],[],0,9954,0,"",0,1,"[""HyenaCanyonGround"",""HyenaCanyonTrim""]",1,"","",1,"",[],[]
106,"G2-maggothusk",2,0,"f",3,8,75,1,[681],"",[1],[],[],0,10048,0,"",0,1,"[""HyenaCanyonGround"",""HyenaCanyonTrim""]",1,"","",1,"",[681],[1]
107,"G2-marakethskeleton",2,0,"g",2,7,0,0,[],"",[1],[],[],0,10154,0,"",0,1,[],1,"","",1,"","[451,732]","[5,1]"
108,"G2-marakethskeleton-spiresinside",2,0,"t",2,7,0,0,[],"",[1],"[""PillarsGround"",""PillarsGroundUpper""]",[],0,10380,0,"",0,1,[],1,"","",1,"",[],[]
109,"G2-dropspider",2,0,"g",3,6,0,0,[],"",[1],[],[],0,10442,0,"",0,1,[],1,"","",1,"",[],[]
110,"G2-bugbotrocky",2,0,"g",4,7,100,1,[691],"",[1],[],[],0,10522,0,"",0,1,[],1,"","",1,"",[691],[1]
111,"G2-cavedweller",2,0,"g",1,2,0,0,[],"",[1],[],[],0,10602,0,"",0,1,[],1,"","",1,"",[815],[1]
112,"G2_3-mutewindbridgeguards",2,0,"h",6,8,0,0,[],"",[0],[],[],0,10704,0,"",0,1,[],1,"","",1,"","[496,490,484,500]","[3,3,3,1]"
113,"G2_3-mutewindpatrol1",1,0,"",4,6,0,0,[],"",[0],[],[],0,10844,0,13,15,"",[],1,"","",1,"",[],[]
114,"G2_3-mutewindpatrol2",1,0,"",4,6,0,0,[],"",[0],[],[],0,10904,0,16,30,"",[],1,"","",1,"",[],[]
115,"G2-mutewindsword-sandcrusted",1,0,"",2,5,0,0,[],"",[0],[],[],0,10980,0,"",0,1,[],1,"","",1,"",[],[]
116,"G2-mutewindspears-sandcrusted",1,0,"",2,5,0,0,[],"",[0],[],[],0,11058,0,"",0,1,[],1,"","",1,"",[],[]
117,"G2-mutewindchildren-sandcrusted",1,0,"",2,5,100,1,[475],"",[0],[],[],0,11156,0,"",0,1,[],1,"","",1,"",[],[]
118,"G2-mutewindsword-spires",2,0,"u",2,6,10,1,[1491],"",[1],[],[],0,11254,0,"",0,1,[],1,"","",1,"",[1491],[1]
119,"G2-mutewindspears-spires-1",2,0,"u",2,6,10,1,[1491],"",[1],[],[],0,11374,0,"",0,1,[],1,"","",1,"","[488,490]","[1,1]"
120,"G2-mutewindspears-spires-2",2,0,"u",2,6,10,1,[1491],"",[1],[],[],0,11510,0,"",0,1,[],1,"","",1,"","[496,486,498]","[1,1,1]"
121,"G2-mutewindchildren-spires",2,0,"u",2,7,10,1,[1491],"",[1],[],[],0,11674,0,"",0,1,[],1,"","",1,"","[494,500,501]","[1,1,1]"
122,"G2-mutewindsword",2,0,"h",2,5,0,0,[],"",[2],[],[],0,11790,0,"",0,1,[],1,"","",1,"","[484,492]","[1,1]"
123,"G2-mutewindspears",2,0,"h",2,5,0,0,[],"",[2],[],[],0,11892,0,"",0,1,[],1,"","",1,"","[486,490]","[1,1]"
124,"G2-mutewindchildren",2,0,"h",2,6,0,0,[],"",[2],[],[],0,11998,0,"",0,1,[],1,"","",1,"","[494,500,501]","[1,1,1]"
125,"G2-rocksliders",2,0,"h",2,4,0,0,[],"",[1],[],[],0,12110,0,"",0,1,[],1,"","",1,"",[742],[1]
126,"G2-etchedbeetle",2,0,"k",4,10,0,0,[],"",[1],[],[],0,12192,0,"",0,1,[],1,"","",1,"",[670],[1]
127,"G2-serpentclancaster",2,0,"k",2,4,75,1,[783],"",[1],"[""Bottom"",""Trims1"",""SlopeLowTrim"",""RuinsDefault""]",[],0,12420,0,"",0,1,[],1,"","",1,"","[783,688]","[3,1]"
128,"G2-marakethskeletonemerge",2,0,"k",4,9,0,0,[],"",[1],[],[],0,12538,0,"",0,1,[],1,"","",1,"",[],[]
129,"G2-sandgolemhidden",2,0,"k",2,5,100,1,[732],"",[1],"[""Top"",""RuinsDefault""]",[],0,12652,0,"",0,1,[],1,"","",1,"",[732],[1]
130,"G2_4_2-beetlepatrol1",1,0,"",1,1,0,0,[],"",[0],[],[],0,12728,0,14,0,"",[],1,"","",1,"",[],[]
131,"G2_4_2-beetlebosspatrol1",1,0,"",1,1,0,0,[],"",[0],[],[],0,12796,0,15,0,"",[],1,"","",1,"",[],[]
132,"G2_4_1-snakepack",2,0,"k",3,4,35,1,[783],"",[0],[],[],0,12880,0,"",0,1,[],1,"","",1,"","[783,688]","[1,1]"
133,"G2-serpentclan",2,0,"l",2,4,0,0,[],"",[1],[],[],0,12976,0,"",0,1,[],1,"","",1,"",[783],[1]
134,"G2-marakethskeletonmagi",2,0,"l",2,5,100,1,[720],"",[1],[],[],0,13090,0,"",0,1,[],1,"","",1,"",[720],[1]
135,"G2-marakethskeletonmelee",2,0,"l",3,6,20,1,[451],"",[1],[],[],0,13206,0,"",0,1,[],1,"","",1,"",[451],[1]
136,"G2-tuskbeetle",2,0,"l",3,6,0,0,[],"",[1],[],[],0,13284,0,"",0,1,[],1,"","",1,"",[668],[1]
137,"G2-desertphantasm",4,0,"l",2,4,0,0,[],"",[1],[],[],0,13402,0,"",0,1,[],1,"","",1,"",[820],[1]
138,"G2-acolytemagi",2,0,"m",2,4,100,1,[738],"",[2],[],[],0,13498,0,"",0,1,[],1,"","",1,"",[738],[1]
139,"G2-skeletonarbelest",2,0,"m",3,6,40,1,[451],"",[2],[],[],0,13604,0,"",0,1,[],1,"","",1,"",[451],[1]
140,"G2-sandgolem",1,0,"",1,4,0,0,[],"",[1],[],[],0,13664,0,"",0,1,[],1,"","",1,"",[],[]
141,"G2-minebatdesert",2,0,"m",3,6,0,0,[],"",[1],[],[],0,13732,0,"",0,1,[],1,"","",1,"",[818],[1]
142,"G2-bonezealot",4,0,"n",2,4,50,1,[746],"",[1],[],[],0,13858,0,"",0,1,[],1,"","",1,"",[746],[1]
143,"G2-bonezealot-fire",4,0,"n",2,4,50,1,[748],"",[1],[],[],0,13994,0,"",0,1,[],1,"","",1,"",[748],[1]
144,"G2-bonezealot-fabrication",4,0,"n",2,6,50,1,[746],"",[1],[],[],0,14144,0,"",0,1,[],1,"","",1,"",[746],[1]
145,"G2-bonezealot-fire-fabrication",4,0,"n",2,6,50,1,[748],"",[1],[],[],0,14304,0,"",0,1,[],1,"","",1,"",[748],[1]
146,"G2-bonenecromancer",4,0,"n",2,6,100,1,[778],"",[1],[],[],0,14440,0,"",0,1,[],1,"","",1,"",[778],[1]
147,"G2-boneshield",4,0,"n",1,2,0,0,[],"",[3],[],[],0,14550,0,"",0,1,[],1,"","",1,"",[750],[1]
148,"G2-spidersabre",2,0,"n",2,4,0,0,[],"",[3],"[""Badlands""]",[],0,14658,0,"",0,1,[],1,"","",1,"",[663],[1]
149,"G2-hyena",2,0,"o",2,4,50,1,[704],"",[3],[],[],0,14742,0,"",0,1,[],1,"","",1,"",[704],[1]
150,"G2-hyenahighaggro",1,0,"",6,8,0,0,[],"",[1],[],[],0,14812,0,"",10,"",[],1,"","",1,"",[],[]
151,"G2-bonebeast",2,0,"o",1,2,100,1,[777],"",[2],[],[],0,14888,0,"",0,1,[],1,"","",1,"",[777],[1]
152,"G2-titanwalker-golemancer",2,0,"p",2,4,100,1,[735],"",[1],[],[],0,15006,0,"",0,1,[],1,"","",1,"","[735,1477]","[1,1]"
153,"G2-bugbotmaster",2,0,"p",4,8,100,1,[697],"",[1],[],[],0,15120,0,"",0,1,[],1,"","",1,"",[697],[1]
154,"G2-dunelurker",2,0,"p",1,2,0,0,[],"",[1],[],[],0,15198,0,"",0,1,[],1,"","",1,"",[851],[1]
155,"G2-rocksliderslarger",2,0,"p",2,5,0,0,[],"",[1],[],[],0,15290,0,"",0,1,[],1,"","",1,"",[742],[1]
156,"G2-skeletontitan",2,0,"q",3,6,0,0,[],"",[2],[],[],0,15374,0,"",0,1,[],1,"","",1,"","[804,805,808]","[1,1,1]"
157,"G2-grottowisp",2,0,"q",3,6,0,0,[],"",[2],[],[],0,15484,0,"",0,1,[],1,"","",1,"",[],[]
158,"G2-blackstrider",2,0,"q",2,3,0,0,[],"",[2],[],[],0,15550,0,"",0,1,[],1,"","",1,"",[656],[1]
159,"G2-wingedcreature",2,0,"q",1,3,0,0,[],"",[1],[],[],0,15636,0,"",0,1,[],1,"","",1,"",[853],[1]
160,"G2-twoheadedtitan",2,0,"q",1,2,0,0,[],"",[2],[],[],0,15722,0,"",0,1,[],"","","",1,"",[1487],[1]
161,"G2-terracotakamikaze",2,0,"q",2,4,0,0,[],"",[1],[],[],0,15814,0,"",0,1,[],1,"","",1,"",[],[]
162,"G2_8-HarpyPatrol1",1,0,"",3,5,0,0,[],"",[1],[],[],0,15868,0,17,0,"",[],1,"","",1,"",[],[]
163,"G2-regurgitator",2,0,"r",2,4,0,0,[],"",[2],[],[],0,15934,0,"",0,1,"[""PillarsGround""]",1,"","",1,"",[725],[1]
164,"G2-procupineant",5,0,"r",3,6,100,1,[813],"",[2],[],[],0,16088,0,"",0,1,"[""PillarsGround""]",1,"","",1,"",[813],[1]
165,"G2-marakethzombie",2,0,"u",3,8,0,0,[],"",[1],[],[],0,16182,0,"",0,1,[],1,"","",1,"",[],[]
166,"G2-marakethzombie-spiresbase",2,0,"r",4,6,0,0,[],"",[1],[],[],0,16274,0,"",65,1,"[""PillarsGround""]",1,"","",1,"",[],[]
167,"G2-marakethzombie-spiresinside",4,0,"t",4,6,0,0,[],"",[1],"[""PillarsGround"",""PillarsGroundUpper""]",[],0,16426,0,"",0,1,[],1,"","",1,"",[],[]
168,"G2-marakehzombie-priestleader",2,0,"t",3,4,100,1,[1500],"",[1],[],[],0,16536,0,"",0,1,[],1,"","",1,"",[1500],[1]
169,"G2-wingedfiend-spiresoutside",1,0,"",1,1,0,0,[],"",[1],"[""PillarsAbyss""]",[],0,16664,0,26,0,1,[],"","","",1,"",[],[]
170,"G2-vulturedemon",2,0,"r",1,2,0,0,[],"",[2],[],[],0,16730,0,"",0,1,"[""PillarsGround""]",1,"","",1,"",[829],[1]
171,"G2-spiker3",2,0,"r",2,5,0,0,[],"",[2],[],[],0,16810,0,"",0,1,"[""PillarsGround""]",1,"","",1,"",[],[]
172,"G2-wingedfiend",2,0,"u",3,7,0,0,[],"",[1],[],[],0,16882,0,"",0,1,[],1,"","",1,"",[],[]
173,"G2-twilightordersoldier",1,0,"",4,9,0,0,[],"",[3],[],[],0,16948,0,"",0,1,[],1,"","",1,"",[],[]
174,"G2-twilightorderassassin",1,0,"",4,9,0,0,[],"",[3],[],[],0,17016,0,"",0,1,[],1,"","",1,"",[],[]
175,"G2-spiker",2,0,"x",4,9,0,0,[],"",[1],[],[],0,17070,0,"",0,1,[],1,"","",1,"",[],[]
176,"G2-plaguemorph",6,0,"x",3,6,0,0,[],"",[1],[],[],0,17198,0,"",0,1,[],1,"","",1,"",[],[]
177,"G2-plaguenymphfoundry",2,0,"w",2,5,0,0,[],"",[1],[],[],0,17276,0,"",0,1,[],1,"","",1,"",[841],[1]
178,"G2-plaguenymph",2,0,"x",4,9,0,0,[],"",[1],[],[],0,17356,0,"",0,1,[],1,"","",1,"",[],[]
179,"G2-plagueswarm",4,0,"x",5,9,20,1,[842],"",[1],[],[],0,17468,0,"",0,1,[],1,"","",1,"","[842,843]","[2,1]"
180,"G2-plagueswarm-vanguard",2,0,"y",5,9,100,1,[464],"",[1],[],[],0,17606,0,"",0,1,[],1,"","",1,"","[464,842]","[5,1]"
181,"G2-plagueharvester",2,0,"y",1,3,0,0,[],"",[1],[],[],0,17710,0,"",0,1,[],1,"","",1,"","[842,843]","[2,1]"
182,"G2-plaguecorpsewheel",2,0,"x",2,6,0,0,[],"",[1],[],[],0,17818,0,"",0,1,[],1,"","",1,"",[],[]
183,"G2-mutewindbanditexecutioner",2,0,"z",1,2,0,0,[],"",[1],[],[],0,17910,0,"",0,1,[],1,"","",1,"",[514],[1]
