"rownum","rid","i32"
478,2112,258
479,2113,551
480,2114,1004
481,2115,1362
482,2116,1878
483,2117,30
484,2118,78
485,2119,195
486,2120,310
487,2121,417
488,2122,517
489,2123,661
490,2124,794
491,2125,1205
492,2126,1303
493,2127,1635
494,2128,1890
495,2129,2253
496,2130,30
497,2131,118
498,2132,310
499,2133,491
500,2134,661
501,2135,904
502,2136,1205
503,2137,1518
504,2138,1635
505,2139,1759
506,2140,2253
507,2141,30
508,2142,98
509,2143,310
510,2144,517
511,2145,661
512,2146,829
513,2147,1205
514,2148,1462
515,2149,1635
516,2150,1759
517,2151,2253
518,2152,30
519,2153,67
520,2154,174
521,2155,310
522,2156,394
523,2157,517
524,2158,661
525,2159,829
526,2160,1205
527,2161,1462
528,2162,1635
529,2163,1823
530,2164,2253
531,2165,30
532,2166,78
533,2167,153
534,2168,310
535,2169,372
536,2170,466
537,2171,661
538,2172,794
539,2173,1205
540,2174,1462
541,2175,1635
542,2176,1823
543,2177,2253
544,2178,250
545,2179,250
546,2180,250
547,2181,250
548,2182,250
549,2183,250
550,2184,250
551,2185,250
552,2186,250
553,2187,250
554,2188,250
555,2189,1500
556,2190,1500
557,2191,1500
558,2192,1500
559,2193,1500
560,2194,1500
561,2195,1500
562,2196,1500
563,2197,1500
564,2198,1500
565,2199,1000
566,2200,1000
567,2201,1000
568,2202,1000
569,2203,1000
570,2204,1000
571,2205,1000
572,2206,1000
573,2207,1000
574,2208,1000
575,2209,1000
576,2210,800
577,2211,800
578,2212,800
579,2213,800
580,2214,800
581,2215,800
582,2216,800
583,2217,800
584,2218,800
585,2219,800
586,2220,800
587,2221,30
588,2222,50
589,2223,80
590,2224,120
591,2225,200
592,2226,350
593,2227,700
594,2228,1400
595,2229,2500
596,2230,30
597,2231,50
598,2232,80
599,2233,120
600,2234,200
601,2235,350
602,2236,700
603,2237,1400
604,2238,2500
605,2239,750
606,2240,750
607,2241,750
608,2242,750
609,2243,750
610,2244,600
611,2245,750
612,2246,600
613,2247,600
614,2248,600
615,2249,900
616,2250,900
617,483,1000
618,484,1000
619,485,1000
620,2253,5000
621,2254,2500
622,2255,2000
623,2256,2000
624,2258,300
625,2259,360
626,2260,300
627,2261,360
628,2262,300
629,2263,360
630,2264,300
631,2265,300
632,2266,300
633,2267,360
634,2268,300
635,2269,300
636,2270,360
637,2271,300
638,2272,360
639,2273,300
640,2274,350
641,2275,350
642,2276,350
643,2277,350
644,2278,350
645,2279,350
646,2280,350
647,2281,300
648,2282,300
649,2283,300
650,2284,300
651,2285,300
652,2286,300
653,2287,250
654,2288,250
655,2289,250
656,2290,250
657,2291,250
658,2292,250
659,2293,250
660,2294,250
661,2295,250
662,2296,250
663,2297,250
664,2298,250
665,2299,300
666,2300,300
667,2301,300
668,2302,300
669,2303,300
670,2304,500
671,2305,1500
672,2306,1000
673,2307,800
674,2683,228
675,2685,228
676,2308,1300
677,2309,1429
678,2310,1565
679,2311,1760
680,2312,1970
681,2313,2138
682,2314,1891
683,2315,2078
684,2316,2277
685,2317,2560
686,2318,2865
687,2319,3110
688,2320,1891
689,2321,2078
690,2322,2277
691,2323,2560
692,2324,2865
693,2325,3110
694,2326,1300
695,2327,1429
696,2328,1565
697,2329,1760
698,2330,1970
699,2331,2138
700,2332,1891
701,2333,2078
702,2334,2277
703,2335,2560
704,2336,2865
705,2337,3110
706,2338,1969
707,2339,2165
708,2340,2372
709,2341,2667
710,2342,2985
711,2343,3239
712,2344,1969
713,2345,2165
714,2346,2372
715,2347,2667
716,2348,2985
717,2349,3239
718,2350,1969
719,2351,2165
720,2352,2372
721,2353,2667
722,2354,2985
723,2355,3239
724,2356,1969
725,2357,2165
726,2358,2372
727,2359,2667
728,2360,2985
729,2361,3239
730,2362,1969
731,2363,2165
732,2364,2372
733,2365,2667
734,2366,2985
735,2367,3239
736,2368,1969
737,2369,2165
738,2370,2372
739,2371,2667
740,2372,2985
741,2373,3239
742,2374,1182
743,2375,1299
744,2376,1423
745,2377,1600
746,2378,1791
747,2379,1182
748,2380,1299
749,2381,1423
750,2382,1600
751,2383,1791
752,2384,1182
753,2385,1299
754,2386,1466
755,2387,1600
756,2388,1791
757,2389,1182
758,2390,1299
759,2391,1423
760,2392,1600
761,2393,1791
762,2394,1182
763,2395,1299
764,2396,1423
765,2397,1600
766,2398,1791
767,2399,1182
768,2400,1299
769,2401,1423
770,2402,1600
771,2403,1791
772,2404,985
773,2405,1186
774,2406,1333
775,2407,1492
776,2408,985
777,2409,1186
778,2410,1333
779,2411,1492
780,2412,985
781,2413,1186
782,2414,1333
783,2415,1492
784,2416,985
785,2417,1186
786,2418,1492
787,2419,985
788,2420,1186
789,2421,1492
790,2422,985
791,2423,1186
792,2424,1492
793,2425,985
794,2426,1186
795,2427,1333
796,2428,1492
797,2429,985
798,2430,1186
799,2431,1333
800,2432,1492
801,2433,985
802,2434,1186
803,2435,1333
804,2436,1492
805,2437,985
806,2438,1186
807,2439,1492
808,2440,985
809,2441,1186
810,2442,1492
811,2443,985
812,2444,1186
813,2445,1492
814,2446,1182
815,2447,1299
816,2448,1423
817,2449,1600
818,2450,1791
819,2451,1892
820,2452,1182
821,2453,1299
822,2454,1423
823,2455,1600
824,2456,1791
825,2457,1944
826,2458,1182
827,2459,1299
828,2460,1423
829,2461,1600
830,2462,1791
831,2463,1944
832,2464,1182
833,2465,1299
834,2466,1423
835,2467,1600
836,2468,1791
837,2469,1892
838,2470,1182
839,2471,1299
840,2472,1423
841,2473,1600
842,2474,1791
843,2475,1892
844,2476,3509
845,2477,3992
846,2478,4522
847,2479,3509
848,2480,3992
849,2481,4522
850,2482,3509
851,2483,3992
852,2484,4522
853,2485,3509
854,2486,3992
855,2487,3992
856,2488,3992
857,2489,4522
858,2490,3509
859,2491,3992
860,2492,4522
861,2493,3509
862,2494,3992
863,2495,4522
864,2496,2105
865,2497,2395
866,2498,2713
867,2499,2105
868,2500,2395
869,2501,2713
870,2502,2105
871,2503,2395
872,2504,2713
873,2505,2105
874,2506,2395
875,2507,2713
876,2508,2105
877,2509,2395
878,2510,2713
879,2511,2105
880,2512,2395
881,2513,2713
882,2514,1754
883,2515,1996
884,2516,2261
885,2517,1754
886,2518,1996
887,2519,2261
888,2520,1754
889,2521,1996
890,2522,2261
891,2523,1754
892,2524,1996
893,2525,2261
894,2526,1754
895,2527,1996
896,2528,2261
897,2529,1754
898,2530,1996
899,2531,2261
900,2532,1754
901,2533,1996
902,2534,2261
903,2535,1754
904,2536,1996
905,2537,2261
906,2538,1754
907,2539,1996
908,2540,2261
909,2541,1754
910,2542,1996
911,2543,2261
912,2544,1754
913,2545,1996
914,2546,2261
915,2547,1754
916,2548,1996
917,2549,2261
918,2550,2105
919,2551,2395
920,2552,2713
921,2553,2105
922,2554,2395
923,2555,2713
924,2556,2105
925,2557,2395
926,2558,2713
927,2559,2105
928,2560,2395
929,2561,2713
930,2562,2105
931,2563,2395
932,2564,2713
933,2565,2448
934,2566,2780
935,2567,3144
936,2568,3221
937,2569,3299
938,2570,3144
939,2571,3561
940,2572,4044
941,2573,4573
942,2574,4684
943,2575,4798
944,2576,4573
945,2577,3561
946,2578,4044
947,2579,4573
948,2580,4684
949,2581,4798
950,2582,4573
951,2583,2448
952,2584,2780
953,2585,3144
954,2586,3221
955,2587,3299
956,2588,3144
957,2589,3561
958,2590,4044
959,2591,4573
960,2592,4684
961,2593,4798
962,2594,4573
963,2659,4546
964,2660,9092
965,2661,13638
966,2662,4546
967,2663,9092
968,2664,13638
969,516,5000
970,517,6000
971,518,7000
972,519,8000
973,520,9000
974,521,10000
975,522,11000
976,523,12000
977,524,13000
978,525,14000
979,526,15000
980,527,16000
981,528,17000
982,529,18000
983,530,19000
984,531,20000
985,3004,20000
986,3005,20000
987,3006,20000
988,585,20000
989,621,20000
990,626,20000
