"rownum","string","string","i32","i32","bool","i32","i32","i32","i32"
21,"HapticSkillStampede_slam","Audio/Haptics/Stampede_slam.wav",4,1058642330,"",0,120,1057635697,1032805417
22,"HapticSkillStampede_detonations_AoE_3D","Audio/Haptics/Stampede_slam.wav",4,1053609165,"",0,120,1057635697,1046562734
23,"HapticsSkillMeleeSunder","Audio/Haptics/Sunder_Slam.wav",4,1053609165,"",0,120,1057635697,1032805417
24,"HapticsSkillMeleeShieldWall","Audio/Haptics/ShieldWall_slam.wav",4,1053609165,"",0,120,1057635697,1032805417
25,"HapticsSkillMeleeShieldCharge_strike","Audio/Haptics/ShieldCharge_strike.wav",5,1053609165,"",1,120,1057635697,1042536202
26,"HapticsSkillMeleeWaveofFrost","Audio/Haptics/WaveOfFrost_Impact.wav",5,1053609165,"",1,120,1057635697,1032805417
27,"HapticsSkillMeleeGlacialCascade","Audio/Haptics/GlacialCascade_Impact.wav",5,1053609165,"",1,120,1057635697,1032805417
28,"HapticsSkillMeleeTempestBell_Drop","Audio/Haptics/TempestBell_Drop.wav",4,1053609165,"",0,120,1057635697,1045220557
29,"HapticsSkillMeleeFallingThunder","Audio/Haptics/FallingThunder_Impact.wav",5,1053609165,"",0,120,1057635697,1048911544
30,"HapticsSpellUnearth","Audio/Haptics/Unearth_Impact.wav",5,1053609165,"",1,120,1057635697,1032805417
31,"HapticsSpellBoneCage","Audio/Haptics/BoneCage_Impact.wav",4,1053609165,"",0,120,1057635697,1042536202
32,"HapticsSpellBoneStorm_charge","Audio/Haptics/Bonestorm_Charge.wav",5,1061158912,1,1,120,1057635697,1032805417
33,"HapticsSpellBoneStorm_release","Audio/Haptics/BoneStorm_Release.wav",5,1053609165,"",0,120,1057635697,1032805417
34,"HapticsSpellFlameBlast_charge","Audio/Haptics/FlameBlast_Charge.wav",5,1053609165,1,1,120,1057635697,1032805417
35,"HapticsSpellFlameBlast_release","Audio/Haptics/FlameBlast_Release.wav",5,1056964608,"",0,120,1057635697,1032805417
36,"HapticsSpellComet_impact","Audio/Haptics/Comet_Impact.wav",5,1065353216,"",0,120,1057635697,1039516303
37,"HapticsSpellIceNova","Audio/Haptics/IceNova_Impact.wav",4,1053609165,"",0,120,1057635697,1045220557
38,"HapticsSpellIncinerate_channel","Audio/Haptics/FlameBlast_Charge.wav",5,1053609165,1,1,120,1057635697,1032805417
39,"HapticsProjectileEscapeShot","Audio/Haptics/EscapeShot_Impact.wav",5,1056964608,"",0,120,1057635697,1038174126
40,"HapticsProjectileSnipe_charge","Audio/Haptics/Snipe_Charge.wav",5,1053609165,1,1,120,1057635697,1032805417
41,"HapticsProjectileSnipe_perfect","Audio/Haptics/Snipe_Perfect.wav",5,1065353216,"",0,120,1057635697,1050253722
42,"HapticsProjectileDetonatingArrow_charge","Audio/Haptics/DetonatingArrow_Charge.wav",5,1050253722,1,1,120,1057635697,1032805417
43,"HapticsProjectileDetonatingArrow_release","Audio/Haptics/DetonatingArrow_Release.wav",5,1056964608,"",0,120,1057635697,1041865114
44,"HapticsCrossbowPowershot","Audio/Haptics/Crossbow_Powershot.wav",4,1048576000,"",1,120,1057635697,1045220557
45,"HapticsCrossbowBurst","Audio/Haptics/Crossbow_Burst.wav",4,1048576000,"",1,120,1057635697,1046562734
46,"HapticsCrossbowRapidFire","Audio/Haptics/Crossbow_Rapid.wav",4,1048576000,"",1,120,1057635697,1041865114
47,"HapticsCrossbowGrenade","Audio/Haptics/Crossbow_Grenade.wav",5,1053609165,"",1,120,1057635697,1054951342
48,"HapticsSkillMeleeHammerFall_AoE_3D","Audio/Haptics/HapticsSkillMeleeHammerFall_AoE_3D.wav",5,1063675494,"",0,120,1057635697,1041194025
49,"HapticsSkillsMeleeCryAoE","Audio/Haptics/HapticsSkillsMeleeCryAoE.wav",5,1036831949,"",1,120,1057635697,1032805417
50,"HapticTotemEmergeAoE","Audio/Haptics/HapticTotemEmergeAoE.wav",4,1056964608,"",0,120,1057635697,1047904911
51,"Haptic_HugeBoss_Impact_AoE_3D","Audio/Haptics/HapticsSkillsMeleeSlams.wav",3,1065353216,"",0,120,1057635697,1032805417
52,"Haptic_LargeBoss_Impact_AoE_3D","Audio/Haptics/HapticsSkillsMeleeSlams.wav",2,1061997773,"",0,120,1057635697,1032805417
53,"Haptic_BasicBoss_Impact_AoE_3D","Audio/Haptics/HapticsSkillsMeleeSlams.wav",2,1058642330,"",0,120,1057635697,1032805417
54,"Haptic_HugeBoss_Sunder_AoE3D","Audio/Haptics/Sunder_Slam.wav",3,1065353216,"",0,120,1057635697,1032805417
55,"Haptic_LargeBoss_Sunder_AoE3D","Audio/Haptics/Sunder_Slam.wav",2,1061997773,"",0,120,1057635697,1032805417
56,"Haptic_BasicBoss_Sunder_AoE3D","Audio/Haptics/Sunder_Slam.wav",2,1058642330,"",0,120,1057635697,1032805417
57,"Haptic_HugeBoss_Rumble_Loop3D","Audio/Haptics/SuperChargeSlam_charge.wav",2,1065353216,1,0,120,1057635697,1032805417
58,"Haptic_LargeBoss_Rumble_Loop3D","Audio/Haptics/SuperChargeSlam_charge.wav",2,1061997773,1,0,120,1057635697,1032805417
59,"Haptic_BasicBoss_Rumble_Loop3D","Audio/Haptics/SuperChargeSlam_charge.wav",2,1058642330,1,0,120,1057635697,1032805417
60,"Haptic_Spell_FrostBomb_AoE_3D","Audio/Haptics/Haptic_Spell_FrostBomb_AoE_3D.wav",4,1065353216,"",0,120,1057635697,1032805417
61,"Haptic_Spell_SolarOrb_AoE_3D","Audio/Haptics/Haptic_Spell_SolarOrb_AoE_3D.wav",4,1060320051,"",0,120,1057635697,1032805417
62,"Haptic_Spell_ManaTempest_Loop","Audio/Haptics/Haptic_Spell_ManaTempest_Loop.wav",4,1053609165,1,0,120,1063675494,1036831949
63,"Haptic_Spell_ManaTemptest_End","Audio/Haptics/Haptic_Spell_ManaTemptest_End.wav",5,1058642330,"",0,120,1057635697,1032805417
64,"Haptic_LightningWarp_Frag_3D","Audio/Haptics/Haptic_LightningWarp_Frag_3D.wav",4,1065353216,"",0,120,1063004406,1032805417
65,"Haptic_Spell_Frostwall_Emerge_3D","Audio/Haptics/Haptic_Spell_Frostwall_Emerge_3D.wav",4,1061997773,"",0,120,1057635697,1032805417
66,"Haptic_Spell_Frostwall_Collapse_3D","Audio/Haptics/Haptic_Spell_Frostwall_Collapse_3D.wav",4,1065353216,"",0,120,1057635697,1032805417
67,"Haptic_Spell_Frostwall_Explode_3D","Audio/Haptics/Haptic_Spell_Frostwall_Explode_3D.wav",4,1061997773,"",0,120,1057635697,1032805417
68,"Haptic_Spell_Fireball_Impact_3D","Audio/Haptics/Haptic_Spell_Fireball_Impact_3D.wav",4,1061997773,"",0,120,1057635697,1032805417
69,"Haptic_Spell_LightningConduit_Impact_3D","Audio/Haptics/Haptic_Spell_LightningConduit_Impact_3D.wav",4,1065353216,"",0,120,1057635697,1032805417
70,"Haptic_Spell_FireStorm_Impact_3D","Audio/Haptics/Haptic_Spell_FireStorm_Impact_3D.wav",4,1061997773,"",0,120,1057635697,1032805417
71,"Haptic_SkillMelee_TempestBell_Hit","Audio/Haptics/Haptic_SkillMelee_TempestBell_Hit.wav",5,1050253722,"",0,120,1057635697,1041194025
72,"Haptic_SkillMelee_FrozenLocus_Detonate_3D","Audio/Haptics/Haptic_SkillMelee_FrozenLocus_Detonate_3D.wav",4,1050253722,"",0,120,1057635697,1032805417
73,"Haptic_SkillMelee_KillingPalm_Success_3D","Audio/Haptics/Haptic_SkillMelee_KillingPalm_Success_3D.wav",4,1048576000,"",0,120,1057635697,1042536202
74,"Haptic_SkillMelee_VaultingImpact_3D","Audio/Haptics/Haptic_SkillMelee_VaultingImpact_3D.wav",4,1056964608,"",0,120,1057635697,1032805417
75,"Haptic_SkillMelee_StaggeringPalm_Stun_3D","Audio/Haptics/Haptic_SkillMelee_StaggeringPalm_Stun_3D.wav",4,1048576000,"",0,120,1057635697,1042536202
76,"Haptic_SkillMelee_StaggeringPalm_Projectile_3D","Audio/Haptics/Haptic_SkillMelee_StaggeringPalm_Projectile_3D.wav",4,1045220557,"",0,120,1057635697,1032805417
77,"Haptic_SkillMelee_WindBlast","Audio/Haptics/Haptic_SkillMelee_WindBlast.wav",5,1050253722,"",1,120,1057635697,1032805417
78,"Haptic_SkillMelee_TemptestFlurry_Impact_3D","Audio/Haptics/Haptic_SkillMelee_TemptestFlurry_Impact_3D.wav",4,1056964608,"",0,120,1057635697,1044549468
79,"Haptic_SkillMelee_ChargedStaff_EnergySlash_3D","Audio/Haptics/Haptic_SkillMelee_ChargedStaff_EnergySlash_3D.wav",4,1056964608,"",0,120,1057635697,1032805417
80,"Haptic_SkillMelee_FlickerStrike_Hit_3D","Audio/Haptics/Haptic_SkillMelee_FlickerStrike_Hit_3D.wav",4,1050253722,"",0,120,1057635697,1043207291
81,"Haptic_SkillMelee_HeraldOfIce_Explosion_3D","Audio/Haptics/Haptic_SkillMelee_HeraldOfIce_Explosion_3D.wav",4,1056964608,"",0,120,1057635697,1032805417
82,"Haptic_CommandMinion_Target_3D","Audio/Haptics/Haptic_CommandMinion_Target_3D.wav",4,1065353216,"",0,120,1057635697,1032805417
83,"Haptic_Minion_SkeleSniper_Toxic_Impact_3D","Audio/Haptics/Haptic_Minion_SkeleSniper_Toxic_Impact_3D.wav",2,1050253722,"",0,120,1057635697,1045891645
84,"Haptic_Minion_SkeleArson_Detonate_3D","Audio/Haptics/Haptic_Minion_SkeleArson_Detonate_3D.wav",2,1053609165,"",0,120,1057635697,1045220557
85,"Haptic_Minion_SkeleBrute_Slam_3D","Audio/Haptics/Haptic_Minion_SkeleBrute_Slam_3D.wav",2,1053609165,"",0,120,1057635697,1032805417
86,"Haptic_Spell_Offering_Impale_3D","Audio/Haptics/Haptic_Spell_Offering_Impale_3D.wav",4,1065353216,"",0,120,1057635697,1032805417
87,"Haptic_Spell_DetonateDead_3D","Audio/Haptics/Haptic_Spell_DetonateDead_3D.wav",4,1061997773,"",0,120,1057635697,1032805417
88,"HapticProjectile_PoisonBurst_3D","Audio/Haptics/HapticProjectile_PoisonBurst_3D.wav",4,1058642330,"",0,120,1057635697,1032805417
89,"HapticProjectile_LightningRod_Impact_3D","Audio/Haptics/HapticProjectile_LightningRod_Impact_3D.wav",4,1061997773,"",0,120,1057635697,1032805417
90,"HapticProjectile_StormCaller_Bolt_3D","Audio/Haptics/HapticProjectile_StormCaller_Bolt_3D.wav",4,1061997773,"",0,120,1057635697,1032805417
91,"HapticProjectile_TrickShot_Detonate_3D","Audio/Haptics/HapticProjectile_TrickShot_Detonate_3D.wav",4,1061997773,"",0,120,1057635697,1032805417
92,"HapticProjectile_TornadoShot_Impact_3D","Audio/Haptics/HapticProjectile_TornadoShot_Impact_3D.wav",4,1061997773,"",0,120,1057635697,1032805417
93,"HapticProjectile_TornadoShot_Spin","Audio/Haptics/HapticProjectile_TornadoShot_Spin.wav",5,1053609165,"",0,3,1036831949,0
94,"HapticCrossbow_Hailstorm_Impact","Audio/Haptics/HapticCrossbow_Hailstorm_Impact.wav",5,1065353216,"",0,120,1057635697,1032805417
95,"HapticsCrossbowGrenade_Explosion_3D","Audio/Haptics/HapticsCrossbowGrenade_Explosion_3D.wav",5,1061997773,"",0,120,1057635697,1032805417
96,"HapticsCrossbowGrenade_Flash_3D","Audio/Haptics/HapticsCrossbowGrenade_Flash_3D.wav",5,1061997773,"",0,120,1057635697,1032805417
97,"HapticsCrossbowFrostWall_Emerge_3D","Audio/Haptics/HapticsCrossbowFrostWall_Emerge_3D.wav",5,1061997773,"",0,120,1057635697,1043207291
98,"HapticsCrossbowFrostWall_Explode_3D","Audio/Haptics/HapticsCrossbowFrostWall_Explode_3D.wav",5,1061997773,"",0,120,1057635697,1041865114
99,"HapticsCrossbowStormBlast_charge","Audio/Haptics/HapticsCrossbowStormBlast_charge.wav",4,1058642330,"",1,120,1036831949,1032805417
100,"HapticsCrossbowStormBlast_perfect_3D","Audio/Haptics/HapticsCrossbowStormBlast_perfect_3D.wav",5,1061997773,"",0,120,1057635697,1032805417
101,"HapticsCrossbowStormBlast_Maxcharge","Audio/Haptics/HapticsCrossbowStormBlast_Maxcharge.wav",4,1060320051,"",1,120,1036831949,1017370378
102,"HapticBuffMantraOfDestruction","Audio/Haptics/HapticsSkillsMeleeSlams.wav",5,1053609165,"",1,120,1057635697,1032805417
103,"HapticMelee_GatheringStorm_Perfect","Audio/Haptics/HapticsSkillsMeleeSlams.wav",5,1053609165,"",1,120,1057635697,1032805417
104,"HapticsProjectile_MagneticSalvo_Explode_3D","Audio/Haptics/HapticProjectile_LightningRod_Impact_3D.wav",4,1061997773,"",0,120,1057635697,1032805417
105,"Haptic_Spell_HexBlast_AoE_3D","Audio/Haptics/Haptic_Spell_DetonateDead_3D.wav",4,1053609165,"",0,120,1057635697,1032805417
106,"HapticsProjectile_MoltenBlast_Explode_3D","Audio/Haptics/HapticProjectile_TornadoShot_Impact_3D.wav",4,1061997773,"",0,120,1057635697,1032805417
107,"Haptics_Herald_AoE_3D","Audio/Haptics/HapticsSkillsMeleeSlams.wav",4,1058642330,"",0,120,1057635697,1040522936
108,"Haptics_Concoction_AoE_3D","Audio/Haptics/HapticsSkillsMeleeSlams.wav",4,1058642330,"",0,120,1057635697,1040522936
109,"Haptics_Support_Stomping_AoE_3D","Audio/Haptics/Stampede_steps.wav",4,1050253722,"",0,120,1057635697,1043207291
110,"Haptics_Support_Ele_Discharge_AoE_3D","Audio/Haptics/HapticsSkillsMeleeSlams.wav",4,1058642330,"",0,120,1057635697,1041865114
