"rownum","Id","BuffDefinition","Buff_StatValues","AuraRadius","[i32]","[i32]","BuffVisual","f32","bool","Stats","i32","i32","bool","rid","bool"
46,"ReplenishingPresenceLifeRegenAura",1455,[60],60,"[1,2,10]",[],"",0,1,[],1,0,"","",""
47,"DeadeyeTailwind",1002,"[1,3,15]",60,"[1,2,10]",[],"",0,1,[],1,0,"","",""
48,"ScionTailwind",1002,"[1,3,15]",60,"[1,2,10]",[],"",0,1,[],1,0,"","",""
49,"UltimatumDealNoDamageFor2SecondEvery8Seconds",1744,[],0,[],"[8000,2000]","",0,1,[],1,0,"","",""
50,"UltimatumLoseChargesEverySecond",1745,[],0,[],[1000],"",0,1,[],1,0,"","",""
51,"UltimatumAltarProtection",1748,[],22,"[3,10]",[],1593,0,1,[],1,0,"","",""
52,"UltimatumRecoveryDebuff2",1683,"[-75,-75,-75]",0,[],[],"",0,1,[],1,0,"","",""
53,"WitherNearbyEnemiesRoyale",1158,[5000],0,[],[],"",0,1,[],1,0,"","",""
54,"PlayerDebuffSelfLightningDamageOnSkillUseManaSpentOnCostLow",1717,[50],0,[],[],"",0,1,[],1,0,"","",""
55,"PlayerDebuffSelfLightningDamageOnSkillUseManaSpentOnCostMid",1717,[200],0,[],[],"",0,1,[],1,0,"","",""
56,"AuguryOfPenitenceRoyale",551,"[10,-5]",30,[3],[],"",0,1,[],1,0,"","",""
57,"NearbyEnemiesChilledRoyale",1411,[],20,[3],[1],"",0,1,[],1,0,"","",""
58,"MonsterAuraPhysicalThorns1",97,[0],36,"[1,2]",[],"",0,1,[551],1,0,"","",""
59,"MonsterAuraElementalThorns1",98,[0],36,"[1,2]",[],"",0,1,[552],1,0,"","",""
60,"MonsterAuraMediumDamage1",101,[0],50,"[1,2]",[],"",0,1,[26],1,0,"","",""
61,"MonsterAuraDamage1",103,[0],50,"[1,2]",[],"",0,1,[26],1,0,"","",""
62,"MonsterAuraLargeDamage1",102,[0],50,"[1,2]",[],"",0,1,[26],1,0,"","",""
63,"MonsterAuraLargeDamageUniqueMap",102,[0],50,[2],[],"",0,1,[26],1,0,"","",""
64,"MonsterAuraSpeed1",105,"[0,0]",50,"[1,2]",[],"",0,1,"[1861,171]",1,0,"","",""
65,"StrIntMissionAuraSpeed1",104,"[0,0,0]",30,[2],[],"",0,1,"[70,210,171]",1,0,"","",""
66,"MonsterAuraSpeedUniqueMap1",104,"[0,0,0]",50,[2],[],"",0,1,"[70,210,171]",1,0,"","",""
67,"MonsterAuraLifeRegen1",106,[0],50,"[1,2]",[],"",0,1,[439],1,0,"","",""
68,"MonsterAuraResists1",107,[0],50,"[1,2]",[],"",0,1,[135],1,0,"","",""
69,"MonsterAuraEnergyShield1",108,[0],25,"[1,2]",[],"",0,1,[550],1,0,"","",""
70,"StrIntMissionAuraEnergyShield1",108,[0],30,[2],[],"",0,1,[550],1,0,"","",""
71,"MonsterAuraAccuracyAndCrits1",110,"[0,0]",50,"[1,2]",[],"",0,1,"[84,541]",1,0,"","",""
72,"MonsterImplicitAuraAccuracyAndCrits",110,"[0,0]",50,"[1,2]",[],"",0,1,"[84,541]",1,0,"","",""
73,"MonsterImplicitAuraAccuracyAndCritsSextant",110,"[0,0]",140,"[1,2]",[],"",0,1,"[84,541]",1,0,"","",""
74,"MonsterAuraEnemyLifeDegen1",112,[0],50,[3],[],"",0,1,[440],1,0,"","",""
75,"MonsterAuraEnemyLifeDegen2_",112,[0],50,[3],[],"",0,1,[440],1,0,"","",""
76,"MonsterAuraEssenceEnemyLifeDegen1",117,[0],50,[3],[],"",0,1,[440],1,0,"","",""
77,"MonsterAuraEnemyLifeDegenDexMission",112,[0],50,[3],[],"",0,1,[440],1,0,"","",""
78,"MonsterAuraEnemyLifeDegenCold",568,[0],10,[3],[],"",0,1,[3717],1,0,"","",""
79,"MonsterAuraEnemyLifeDegenFire",567,[0],10,[3],[],"",0,1,[2459],1,0,"","",""
80,"MonsterAuraEnemyLifeDegenLightning",569,[0],10,[3],[],"",0,1,[3718],1,0,"","",""
81,"MonsterAuraElementalDamage1",116,[0],50,"[1,2]",[],"",0,1,[475],1,0,"","",""
82,"MonsterThornsPhysical1",921,[],0,[],[],816,0,1,[],1,0,"","",""
83,"MonsterThornsElemental1",922,[],0,[],[],817,0,1,[],1,0,"","",""
84,"MonsterThornsPhysical1Large",921,[],0,[],[],818,0,1,[],1,0,"","",""
85,"MonsterThornsElemental1Large",922,[],0,[],[],819,0,1,[],1,0,"","",""
86,"StrIntMissionAuraElementalDamage1",116,[0],30,[2],[],"",0,1,[475],1,0,"","",""
87,"MonsterImplicitAuraSpeed1",104,"[0,0,0]",45,"[1,2]",[],"",0,1,"[70,210,171]",1,0,"","",""
88,"MonsterImplicitAuraSpeedSextant_",104,"[0,0,0]",140,"[1,2]",[],"",0,1,"[70,210,171]",1,0,"","",""
89,"MonsterImplicitAuraLifeRegen1",106,[0],50,"[1,2]",[],"",0,1,[439],1,0,"","",""
90,"MonsterImplicitAuraLifeRegenBossStrIntMission",106,[0],75,"[1,2]",[],"",0,1,[439],1,0,"","",""
91,"MonsterImplicitAuraLifeRegenSextant",106,[0],140,"[1,2]",[],"",0,1,[439],1,0,"","",""
92,"MonsterImplicitAuraLargeDamage1",102,[0],50,"[1,2]",[],"",0,1,[26],1,0,"","",""
93,"MonsterImplicitAuraResists1",107,[0],50,"[1,2]",[],"",0,1,[135],1,0,"","",""
94,"MonsterImplicitAuraResistsSextant",107,[0],140,"[1,2]",[],"",0,1,[135],1,0,"","",""
95,"MonsterImplicitAuraMediumDamage1",101,[0],50,"[1,2]",[],"",0,1,[26],1,0,"","",""
96,"MonsterImplicitAuraEnergyShield1",108,[0],50,"[1,2]",[],"",0,1,[550],1,0,"","",""
97,"MonsterImplicitAuraEnergyShieldBubble1",109,[0],50,"[1,2]",[],"",0,1,[550],1,0,"","",""
98,"MonsterAuraCannotDie1",151,[0],50,[2],[],"",0,1,[388],1,0,"","",""
99,"MonsterAuraSlow1",152,[0],40,[3],[],"",0,1,[171],1,0,"","",""
100,"StrIntMissionAuraSlow1",152,[0],30,[3],[],"",0,1,[171],1,0,"","",""
101,"MonsterAuraSlowUniqueMap1",152,[0],50,[3],[],"",0,1,[171],1,0,"","",""
102,"MonsterImplicitAuraSlow1",152,[0],40,[3],[],"",0,1,[171],1,0,"","",""
103,"MonsterImplicitAuraSlow2",152,[0],40,[3],[],"",0,1,[171],1,0,"","",""
104,"MonsterImplicitAuraCannotDie1",151,[0],50,[2],[],"",0,1,[388],1,0,"","",""
105,"MonsterImplicitAuraCannotDie2",151,[0],16,[2],[],"",0,1,[388],1,0,"","",""
106,"MonsterImplicitDamageReductionAura",153,[0],40,[2],[],"",0,1,[466],1,0,"","",""
107,"MonsterImplicitDamageReductionAura2",153,[0],40,[2],[],"",0,1,[466],1,0,"","",""
108,"MonsterAuraAddedColdDamage",189,[0],50,"[1,2]",[],"",0,1,[436],1,0,"","",""
109,"StrIntMissionAuraAddedColdDamage",189,[0],30,[2],[],"",0,1,[436],1,0,"","",""
110,"MonsterAuraUniqueMapColdDamage",189,[0],60,[2],[],"",0,1,[436],1,0,"","",""
111,"MonsterAuraAddedFireDamage",190,[0],50,"[1,2]",[],"",0,1,[435],1,0,"","",""
112,"MonsterAmbrosiaAuraAddedFireDamage",192,[0],50,"[1,2]",[],"",0,1,[435],1,0,"","",""
113,"StrIntMissionAuraAddedFireDamage",190,[0],30,[2],[],"",0,1,[435],1,0,"","",""
114,"MonsterAuraUniqueMapFireDamage",190,[0],60,[2],[],"",0,1,[435],1,0,"","",""
115,"MonsterAuraAddedFireDamageSkeletonArmy",190,[0],50,"[1,2]",[],"",0,1,[435],1,0,"","",""
116,"MonsterAuraAddedLightningDamage",191,[0],50,"[1,2]",[],"",0,1,[437],1,0,"","",""
117,"MonsterAmarissaAuraAddedLightningDamage",193,[0],50,"[1,2]",[],"",0,1,[437],1,0,"","",""
118,"StrIntMissionAuraAddedLightningDamage",191,[0],30,[2],[],"",0,1,[437],1,0,"","",""
119,"MonsterAuraUniqueMapLightningDamage",191,[0],60,[2],[],"",0,1,[437],1,0,"","",""
120,"MonsterAuraAlwaysCrit1",195,[0],60,"[1,2]",[],"",0,1,[340],1,0,"","",""
121,"StrIntMissionAuraAlwaysCrit1",195,[0],30,[2],[],"",0,1,[340],1,0,"","",""
122,"MonsterAuraEvasion1",196,[0],50,"[1,2]",[],"",0,1,[113],1,0,"","",""
123,"MonsterAuraUniqueMapEvasion",196,[0],60,[2],[],"",0,1,[113],1,0,"","",""
124,"ChaosDegenerationAuraPlayersUniqueBodyStr3",232,[0],30,"[3,4]",[],"",0,1,[442],1,0,"","",""
125,"ChaosDegenerationAuraNonPlayersUniqueBodyStr3",232,[0],30,"[3,5]",[],"",0,1,[442],1,0,"","",""
126,"ChaosDegenerationAuraNonPlayersUnique__1",113,[0],30,"[3,5]",[],"",0,1,[442],1,0,"","",""
127,"ChaosDegenerationAuraPlayersUnique__1",113,[0],30,"[3,4]",[],"",0,1,[442],1,0,"","",""
128,"ChaosDegenerationAuraNonPlayersUnique__1Royale__",113,[0],30,"[3,5]",[],"",0,1,[442],1,0,"","",""
129,"ChaosDegenerationAuraPlayersUnique__1Royale",113,[0],30,"[3,4]",[],"",0,1,[442],1,0,"","",""
130,"DamageAuraUniqueHelmetDexInt2",235,[0],75,"[1,2,10]",[],"",0,1,[24],1,0,"","",""
131,"DamageAuraSkeletonMonster",397,[0],60,[2],[],"",0,1,[24],1,0,"","",""
132,"MonsterPhysicalThorns",97,[0],0,[],[],"",0,1,[551],1,0,"","",""
133,"MonsterElementalThorns",98,[0],0,[],[],"",0,1,[552],1,0,"","",""
134,"MonsterNemesisTransformed",281,"[0,0,0,0]",0,[],[],"",0,1,"[698,466,1861,171]",1,0,"","",""
135,"MonsterNemesisSoulEater",284,"[0,0,0,0,0]",50,"[2,3]",[],"",0,1,"[1864,1865,1866,1867,3008]",1,0,"","",""
136,"MonsterStrIntRelicSoulEater",284,"[0,0,0,0,0]",42,"[2,3]",[],291,0,1,"[1864,1865,1866,1867,3008]",1,0,"","",""
137,"MonsterIntMinionSoulEater",284,"[0,0,0,0,0]",70,"[2,3]",[],"",0,1,"[1864,1865,1866,1867,3008]",1,0,"","",""
138,"MonsterDexMissionSoulEater",284,"[0,0,0,0,0]",50,"[2,3]",[],"",0,1,"[1864,1865,1866,1867,3008]",1,0,"","",""
139,"MonsterImplicitNemesisSoulEaterDescent2",284,"[0,0,0,0,0]",30,"[2,3]",[],"",0,1,"[1864,1865,1866,1867,3008]",1,0,"","",""
140,"MonsterImplicitNemesisSoulEaterInvasion",284,"[0,0,0,0,0]",30,"[2,3]",[],"",0,1,"[1864,1865,1866,1867,3008]",1,0,"","",""
141,"MonsterNemesisSoulEaterSideAreaBoss",284,"[0,0,0,0,0]",70,"[2,3]",[],"",0,1,"[1864,1865,1866,1867,3008]",1,0,"","",""
142,"MonsterNemesisSoulEaterMapAlira_",284,"[0,0,0,0,0]",150,"[2,3]",[],"",0,1,"[1864,1865,1866,1867,3008]",1,0,"","",""
143,"MonsterArchnemesisSoulEater",284,"[0,0,0,0,0]",70,"[2,3]",[],"",0,1,"[1864,1865,1866,1867,3008]",1,0,"","",""
144,"MonsterBreachLightningSoulEater",746,"[0,0,0,0,0]",70,"[2,3]",[],"",0,1,"[1864,1865,1866,1867,3008]",1,0,"","",""
145,"MonsterNemesisStealthMode",287,"[0,0]",0,[],[],"",0,1,"[1888,6977]",1,0,"","",""
146,"MonsterNemesisVines",965,[],0,[],[],"",0,1,[],1,0,"","",""
147,"MonsterNemesisVinesLarge",966,[],0,[],[],"",0,1,[],1,0,"","",""
148,"MonsterNemesisPhysicalProjectiles_",958,[],0,[],[],"",0,1,[],1,0,"","",""
149,"MonsterNemesisFireProjectiles",956,[],0,[],[],"",0,1,[],1,0,"","",""
150,"MonsterLightningMirage",972,[],0,[],[],"",0,1,[],1,0,"","",""
151,"MonsterLightningMirageLarge",973,[],0,[],[],"",0,1,[],1,0,"","",""
152,"MonsterNemesisColdBeam",992,[],0,[],[],"",0,1,[],1,0,"","",""
153,"UndyingBreathCurseAuraUniqueStaff5",296,[0],75,[3],[],"",0,1,[1240],1,0,"","",""
154,"UndyingBreathDamageAuraUniqueStaff5",297,[0],75,"[2,10]",[],"",0,1,[24],1,0,"","",""
155,"UniqueSpecialCorruptionNearbyEnemiesBlinded",1411,[],30,[3],[9],"",0,1,[],1,0,"","",""
156,"UniqueSpecialCorruptionNearbyEnemiesMalediction",1411,[],30,[3],[12],"",0,1,[],1,0,"","",""
157,"UniqueSpecialCorruptionNearbyEnemiesCrushed",1411,[],30,[3],"[11,-15]","",0,1,[],1,0,"","",""
158,"StrDexMasterSlowAura",152,[0],30,[3],[],"",0,1,[171],1,0,"","",""
159,"MonsterCannotBeDamaged",350,[0],0,[],[],"",0,1,[134],1,0,"","",""
160,"MonsterCannotBeDamagedUniqueMap",350,[0],0,[],[],"",0,1,[134],1,0,"","",""
161,"DexMissionCorruptedBeastEffect1",355,[],0,[],[],"",0,1,[],1,0,"","",""
162,"IntMissionDamageBoostAura",298,[0],50,"[2,3,10]",[],"",0,1,[24],1,0,"","",""
163,"StrIntMissionManaRegenRelic",352,[0],30,[],[],"",0,1,[123],1,0,"","",""
164,"MonsterAddedFireDamageAndIgnite",361,"[0,0]",0,[],[],"",0,1,"[435,596]",1,0,"","",""
165,"MonsterAddedColdDamageAndFreeze",362,"[0,0]",0,[],[],"",0,1,"[436,444]",1,0,"","",""
166,"MonsterAddedLightningDamageAndShock",363,"[0,0]",0,[],[],"",0,1,"[437,644]",1,0,"","",""
167,"MonsterAddedPhysicalDamageAndBleed",367,"[0,0]",0,[],[],"",0,1,"[26,2289]",1,0,"","",""
168,"StrDexMissionAddedFireDamage",364,[0],0,[],[],"",0,1,[435],1,0,"","",""
169,"StrDexMissionAddedColdDamage",365,[0],0,[],[],"",0,1,[436],1,0,"","",""
170,"StrDexMissionAddedLightningDamage",366,[0],0,[],[],"",0,1,[437],1,0,"","",""
171,"MonsterBloodlinesShrouded",373,"[0,0]",0,[],[],368,0,1,"[2540,2496]",1,0,"","",""
172,"TormentSpiritExperimenter",382,[0],35,[3],[],"",0,1,[466],1,0,"","",""
173,"TormentSpiritCharlatanRegenerationAura",106,[0],40,"[1,2]",[],"",0,1,[439],1,0,"","",""
174,"TormentSpiritCharlatanDegenerationAura",114,[0],40,[3],[],"",0,1,[2493],1,0,"","",""
175,"TormentSpiritCutthroat",102,[0],45,"[1,2]",[],"",0,1,[26],1,0,"","",""
176,"TormentHauntedMonsterCutthroat",391,"[0,0]",45,"[1,2]",[],"",0,1,"[26,70]",1,0,"","",""
177,"TormentSpiritEmbezzler",393,"[0,0,0]",40,[3],[],"",0,1,"[977,978,979]",1,0,"","",""
178,"TormentSpiritSmuggler",108,[0],45,"[1,2]",[],"",0,1,[550],1,0,"","",""
179,"TormentHauntedSmuggler",108,[0],45,"[1,2]",[],"",0,1,[550],1,0,"","",""
180,"TormentSpiritShavronne",645,"[0,0]",45,"[1,2]",[],"",0,1,"[550,1164]",1,0,"","",""
181,"TormentHauntedMonsterShavronne",645,"[0,0]",45,"[1,2]",[],"",0,1,"[550,1164]",1,0,"","",""
182,"MonsterBloodlinesThorns",122,"[0,0]",0,[],[],"",0,1,"[551,552]",1,0,"","",""
183,"MonsterBloodlinesThornsLargeModel",123,"[0,0]",0,[],[],"",0,1,"[551,552]",1,0,"","",""
184,"MonsterBloodlinesBurningAura",380,[0],30,[3],[],"",0,1,[2459],1,0,"","",""
185,"MonsterBloodlinesBurningAura2",380,[0],30,[3],[],"",0,1,[2459],1,0,"","",""
186,"MonsterBloodlinesBurningAura3",380,[0],30,[3],[],"",0,1,[2459],1,0,"","",""
187,"MonsterBloodlinesBurningAura4",380,[0],30,[3],[],"",0,1,[2459],1,0,"","",""
188,"MonsterBloodlinesBurningAura5",380,[0],30,[3],[],"",0,1,[2459],1,0,"","",""
189,"MonsterBloodlinesBurningAura6",380,[0],30,[3],[],"",0,1,[2459],1,0,"","",""
190,"MonsterBloodlinesBurningAura7",380,[0],30,[3],[],"",0,1,[2459],1,0,"","",""
191,"MonsterBloodlinesChillingAura",381,[0],30,[3],[],"",0,1,[7973],1,0,"","",""
192,"MonsterBloodlinesShockingAura",382,[0],30,[3],[],"",0,1,[466],1,0,"","",""
193,"TormentTouchedEffect",388,[],0,[],[],"",0,1,[],1,0,"","",""
194,"TormentPossessedEffect",389,[],0,[],[],"",0,1,[],1,0,"","",""
195,"NearbyAlliesHaveCullingStrikeUniqueTwoHandAxe9",417,[0],50,"[2,10]",[],"",0,1,[576],1,0,"","",""
196,"NearbyAlliesHaveIncreasedItemRarityUniqueTwoHandAxe9",418,[0],50,"[2,10]",[],"",0,1,[147],1,0,"","",""
197,"NearbyAlliesHaveCullingStrikeUnique__1",417,[0],30,"[2,10]",[],"",0,1,[576],1,0,"","",""
198,"NearbyAlliesHaveIncreasedItemRarityUnique__1",418,[0],30,"[2,10]",[],"",0,1,[147],1,0,"","",""
199,"NearbyAlliesHaveCriticalStrikeMultiplierUnique__1",1170,[0],30,"[2,10]",[],"",0,1,[95],1,0,"","",""
200,"NearbyAlliesHaveFortifyUnique__1__",1371,[10],30,"[2,10]",[],"",0,1,[],1,0,"","",""
201,"DoedreCurseZoneAuraVulnerability_",93,"[0,0,0]",52,"[3,10]",[],476,0,1,"[18451,19732,6854]",1,0,"","",""
202,"DoedreCurseZoneAuraTemporalChains",83,"[0,0]",52,"[3,10]",[],475,0,1,"[3117,521]",1,0,"","",""
203,"DoedreCurseZoneAuraEnfeeble",90,"[0,0]",52,"[3,10]",[],474,0,1,"[633,8648]",1,0,"","",""
204,"DoedreCurseZoneAuraVulnerability2",93,"[0,0,0]",52,"[3,10]",[],476,0,1,"[18451,19732,6854]",1,0,"","",""
205,"DoedreCurseZoneAuraTemporalChains2",83,"[0,0]",52,"[3,10]",[],475,0,1,"[3117,521]",1,0,"","",""
206,"DoedreCurseZoneAuraEnfeeble2",90,"[0,0]",52,"[3,10]",[],474,0,1,"[633,8648]",1,0,"","",""
207,"UniqueAnimateWeaponAura",474,[],1,[9],[],"",0,1,[],1,0,"","",""
208,"TalismanT2SacrificalBlades",297,[0],30,"[2,10]",[],"",0,1,[24],1,0,"","",""
209,"BlindAuraUnique__1",1411,[],25,[3],[9],188,0,1,[],1,0,"","",""
210,"NearbyEnemiesAreHinderedUnique__1",1413,[0],35,[3],[],1255,0,1,[10889],1,0,"","",""
211,"HearbyEnemiesAreHinderedHarbinger",1413,[0],50,[3],[],1255,0,1,[10889],1,0,"","",""
212,"LightningDegenAuraUnique__1",473,[0],32,[3],[],"",0,1,[3936],1,0,"","",""
213,"EssenceDaemonAlternatingBuffsSpeedDodge4",674,"[0,0,0,0]",0,[],[],"",0,1,"[171,210,70,6977]",1,0,"","",""
214,"EssenceDaemonAlternatingBuffsSpeedDodge5",674,"[0,0,0,0]",0,[],[],"",0,1,"[171,210,70,6977]",1,0,"","",""
215,"EssenceDaemonAlternatingBuffsSpeedDodge6",674,"[0,0,0,0]",0,[],[],"",0,1,"[171,210,70,6977]",1,0,"","",""
216,"EssenceDaemonAlternatingBuffsSpeedDodge7",674,"[0,0,0,0]",0,[],[],"",0,1,"[171,210,70,6977]",1,0,"","",""
217,"EssenceDaemonAlternatingBuffsDamage4",677,"[0,0]",0,[],[],"",0,1,"[619,466]",1,0,"","",""
218,"EssenceDaemonAlternatingBuffsDamage5",677,"[0,0]",0,[],[],"",0,1,"[619,466]",1,0,"","",""
219,"EssenceDaemonAlternatingBuffsDamage6",677,"[0,0]",0,[],[],"",0,1,"[619,466]",1,0,"","",""
220,"EssenceDaemonAlternatingBuffsDamage7",677,"[0,0]",0,[],[],"",0,1,"[619,466]",1,0,"","",""
221,"EssenceDaemonAlternatingBuffsCrit5",680,"[0,0]",0,[],[],"",0,1,"[97,340]",1,0,"","",""
222,"EssenceDaemonAlternatingBuffsCrit6",680,"[0,0]",0,[],[],"",0,1,"[97,340]",1,0,"","",""
223,"EssenceDaemonAlternatingBuffsCrit7_",680,"[0,0]",0,[],[],"",0,1,"[97,340]",1,0,"","",""
224,"EssenceHorrorCharges1",697,[],0,[],[],"",0,1,[],1,0,"","",""
225,"ElementalDamageTakenWhileStationaryEssence1",670,[0],0,[],[],"",0,1,[4642],1,0,"","",""
226,"BurningGroundWhileMovingEssence1",671,[],0,[],[],"",0,1,[],1,0,"","",""
227,"MonsterGainFrenzyEnduranceChargeEvery5Seconds",691,[],0,[],[],"",0,1,[],1,0,"","",""
228,"RemnantOfCorruptionMonsterAura",692,"[0,0,0]",30,[3],[],"",0,1,"[171,2493,2960]",1,0,"","",""
229,"VaultTreasureDaemon",714,[0],12,[12],[],"",0,1,[4842],1,0,"","",""
230,"DaemonAlternatingBuffsStatueMaker",708,"[0,0,0,0]",0,[],[],"",0,1,"[24,10,466,11]",1,0,"","",""
231,"VaultBossTreasurePileDamageBuff",714,[0],25,[],[],"",0,1,[4842],1,0,"","",""
232,"ShaperTouched1",390,[],0,[],[],669,0,1,[],1,0,"","",""
233,"ShaperHealed1",390,[],0,[],[],669,0,1,[],1,0,"","",""
234,"ShaperDaemon1",390,[],0,[],[],669,0,1,[],1,0,"","",""
235,"ShaperDaemon2",390,[],0,[],[],669,0,1,[],1,0,"","",""
236,"ShaperDaemon3_",390,[],0,[],[],669,0,1,[],1,0,"","",""
237,"ShaperDaemon4",390,[],0,[],[],669,0,1,[],1,0,"","",""
238,"NearbyEnemiesAreIntimidatedUnique__1",1411,[],25,[3],[7],"",0,1,[],1,0,"","",""
239,"MonsterNearbyEnemiesAreIntimidated",836,"[10,-10]",25,[3],[],"",0,1,"[466,24]",1,0,"","",""
240,"NearbyAlliesMovementVelocityUnique__1",778,[0],50,"[1,2,10]",[],"",0,1,[171],1,0,"","",""
241,"PowerChargeOnManaSpentUnique__1",859,[],0,[],[],"",0,1,[],1,0,"","",""
242,"EnemyPhysicalDamageTakenAuraUber1_",1099,[0],60,[3],[],"",0,1,[532],1,0,"","",""
243,"EnemyElementalDamageTakenAuraUber1",1419,[0],60,[3],[],"",0,1,[3360],1,0,"","",""
244,"PowerChargeOnManaSpentUber1",859,[],0,[],[],"",0,1,[],1,0,"","",""
245,"GainCriticalStrikeChanceOnManaSpentUnique__1",898,[],0,[],[],"",0,1,[],1,0,"","",""
246,"MaximumVoidArrowsUnique__1",940,[],0,[],[],"",0,1,[],1,0,"","",""
247,"BestiaryModAgileRhexAura1_",1009,"[0,0]",0,[],[],"",0,1,"[6977,171]",1,0,"","",""
248,"BestiaryModUrsaeAura1",1012,"[0,0,0]",0,[],[],"",0,1,"[3262,682,24]",1,0,"","",""
