"rownum","Id","MiscAnimated","i32","PreloadGroupsKeys","i32"
161,"SynthesisLightningBarrageBeam1",2777,1140457472,[],4
162,"SynthesisLightningBarrageBeam2",2778,1140457472,[],4
163,"SynthesisLightningBarrageBeam3",2779,1140457472,[],4
164,"SynthesisLightningBeamBlade",2782,1120403456,[],4
165,"SynthesisSpinningBeam",2786,1148026880,[],4
166,"StormBurstInitialTeleportBeam",2824,1141473280,[],4
167,"SynthesisVolatileWrapBeam",2828,1135542272,[],4
168,"SynthesisTriggerBeam",2832,1148026880,[],4
169,"SynthesisTriggerBeamAim",2833,1140457472,[],4
170,"SynthesisBossTriggerBeam",2834,1148026880,[],4
171,"SynthesisDroneActivationBeam",2837,1132068864,[],4
172,"SynthesisDroneConnectionBeam",2838,1132068864,[],4
173,"SynthesisGolemPowerballBeam",2842,1140981760,[],4
174,"SynthesisBarrageBeam",2863,1142292480,[],4
175,"SynthesisLargeBarrageBeam",2864,1148846080,[],4
176,"SynthesisConcentratedBeam",2867,1147207680,[],4
177,"SynthesisGolemShockRifleBeam",2859,1143930880,[],4
178,"SynthesisGolemVolatileAbsorbBeam",2862,1133903872,[],4
179,"DivineTempestAutomatonZap",2869,1137180672,[],4
180,"SoulrendCelestialBeam",2877,1133084672,[],4
181,"SynthesisGuardianToDroneBeam",2878,1140981760,[],4
182,"SynthesisDroneToDroneBeam",2879,1147207680,[],4
183,"DivineTempestAutomatonFinalBeam",2887,1149861888,[],4
184,"DivineTempestCelestialFinalBeam",2891,1149861888,[],4
185,"DivineTempestCelestialZap",2750,1136361472,[],4
186,"SoulrendCelestialCatBeam",2900,1133084672,[],4
187,"ChainStrikeBeam",2962,1142292480,[],4
188,"TormentSpiritTetherBeam",2966,1148846080,[],4
189,"LegionKaruiSergeantSnipeBeam",2986,1148026880,[],4
190,"LegionTemplarSkyBeamBeam",3010,1140457472,[],4
191,"LegionKaruiRainSnipeBeam",3056,1140457472,[],4
192,"LegionLioneyeRetractBeam",3121,1143111680,[],4
193,"LegionTemplarHolyBlastBigBeam",3128,1149861888,[],4
194,"LegionTemplarHolyBlastZap",3129,1140457472,[],4
195,"LegionTemplarBossShieldBeam",3160,1141473280,[],4
196,"LegionVaalSoulrendBeam",3162,1133084672,[],4
197,"LegionLasso",3165,1142292480,[],4
198,"GraveyardAltarBeam",3239,1149861888,[],4
199,"ConduitSigilRedAttachBeam",3315,1140457472,[],4
200,"ConduitSigilRedBeamEffect",3317,1140457472,[],4
201,"ArcCelestial",3329,1137180672,[],4
202,"BlightLightningArc",3351,1140733051,[],4
203,"BlightLightningBeamCannon",3356,1143930880,[],4
204,"BlightIceSiphonBeam",3362,1133903872,[],4
205,"BlightPathVariation1",3375,1120403456,[],4
206,"BlightPathVariation2",3376,1120403456,[],4
207,"BlightPathVariation3",3377,1120403456,[],4
208,"BlightPathVariation4",3378,1120403456,[],4
209,"BlightPathVariation5",3379,1120403456,[],4
210,"BlightPathVariation6",3380,1120403456,[],4
211,"BlightPathVariation7",3381,1120403456,[],4
212,"BlightPathVariation8",3382,1120403456,[],4
213,"BlightPathVariation9",3383,1120403456,[],4
214,"BlightPathVariation10",3384,1120403456,[],4
215,"SkitterbotDetonateMinesBeam",3407,1133903872,[],4
216,"BlightSummonedCopterBeam",3434,1140457472,[],4
217,"BlightCassiaTowerBeam",3437,1143930880,[],4
218,"BlightIceMonsterSacrificeBeam",3453,1128792064,[],4
219,"AtlasExileBoss1SpammableBeam",3469,1142292480,[],4
220,"AtlasExileBoss1RuneBeam",3473,1142292480,[],4
221,"CrusaderInfluenceMageguardBeam",3497,1142292480,[],4
222,"CrusaderInfluenceBallLightningBeam",3498,1125515264,[],4
223,"CrusaderInfluenceArcaneOrbBeam",3500,1139638272,[],4
224,"AtlasExileOrionFusionBeam",3515,1147207680,[],4
225,"AtlasExileOrionNukeBeam",3516,1147207680,[],4
226,"EnsnaringArrowTetheringBeam",3535,1133903872,[],4
227,"EnsnaringArrowTetheringBeamDemonic",3537,1133903872,[],4
228,"EnsnaringArrowTumourSpider",3538,1137180672,[],4
229,"ArcCurved",2114,1140733051,[],4
230,"ArcSkeleton",2115,1140733051,[],4
231,"OfferingDefensiveSoulBeam",3641,1149452288,[],4
232,"OfferingOffensiveSoulBeam",3642,1149452288,[],4
233,"OfferingSpiritSoulBeam",3643,1149452288,[],4
234,"OfferingBloodSoulBeam",3644,1149452288,[],4
235,"AtlasExileOrionBeamBombChargeBeam",3651,1147207680,[],4
236,"AtlasExileOrionBeamBombBeam",3652,1143930880,[],4
237,"AtlasQuestKIracBeam",3691,1160708096,[],4
238,"AfflictionBossFinalBlackHoleBeam",3750,1153138688,[],4
239,"AfflictionModBeam",3751,1145569280,[],4
240,"AfflictionReflectionBeam",3773,1140457472,[],4
241,"AfflictionLightningBossGigaBallBeam",3789,1152319488,[],4
242,"AfflictionModBeamFire",3800,1145569280,[],4
243,"AfflictionModBeamCold",3801,1145569280,[],4
244,"ChannelledRuneSkillBeam",3806,1133903872,[],4
245,"AfflictionModBeamLightning",3810,1145569280,[],4
246,"AfflictionNoodleBeam1",3835,1140457472,[],4
247,"AfflictionNoodleBeam2",3836,1140457472,[],4
248,"AfflictionNoodleBeam3",3837,1140457472,[],4
249,"AfflictionNoodleBeam4",3838,1140457472,[],4
250,"AfflictionNoodleBeam5",3839,1140457472,[],4
251,"AfflictionNoodleBeam6",3840,1140457472,[],4
252,"AfflictionBossLightningBeam1",3864,1140457472,[],4
253,"AfflictionBossLightningBeam2",3865,1140457472,[],4
254,"AfflictionBossLightningBeam3",3866,1140457472,[],4
255,"AfflictionBossLightningBeam4",3867,1140457472,[],4
256,"AfflictionBossLightningBeam5",3868,1140457472,[],4
257,"AfflictionBossLightningBeam6",3869,1140457472,[],4
258,"AfflictionBossLightningBeam7",3870,1140457472,[],4
259,"AfflictionBossLightningBeam8",3871,1140457472,[],4
260,"AfflictionBossLightningBeam9",3872,1140457472,[],4
261,"AfflictionBossLightningBeam10",3873,1140457472,[],4
262,"StormBrandTetherBeam",3921,1140457472,[],4
263,"ChannelledRuneSkillGoreMicroBeam",3931,1133903872,[],4
264,"LightningWingsMTXBeam",3932,1149452288,[],4
265,"HarvestPipe",3958,1128792064,[51],4
266,"LightningWingsMTXBeam2",3972,1149452288,[],4
267,"TriggerSigilAttachBeam",3978,1140457472,[],4
268,"SpiritualCryDoubleBeam",3994,1142292480,[],4
269,"PenanceSigilAttachBeam",4019,1140457472,[],4
270,"PenanceBrandChargeBeam",4023,1140457472,[],4
271,"HarvestRavenBossBeam",4072,1137180672,[],4
272,"IntimidatingCryChargeConsumeBeam",4114,1120403456,[],4
273,"AncestralCryChargeConsumeBeam",4115,1120403456,[],4
274,"SeismicCryChargeConsumeBeam",4116,1120403456,[],4
275,"RallyingCryChargeConsumeBeam",4117,1120403456,[],4
276,"InfernalCryChargeConsumeBeam",4118,1120403456,[],4
277,"WinterSigilAttachBeam",4125,1140457472,[],4
278,"HarvestCatBossVineTrapBeam",4176,1132068864,[],4
279,"HarvestHellionGodzillaBeam",4165,1133903872,[],4
280,"HarvestSquidBallLightningBeam",4181,1125187584,[],4
281,"HarvestSquidBallLightningGroundBeam",4182,1125187584,[],4
282,"HarvestSquidNoodleBeam1",4183,1140457472,[],4
283,"HarvestSquidNoodleBeam2",4184,1140457472,[],4
284,"HarvestSquidNoodleBeam3",4185,1140457472,[],4
285,"HarvestSquidNoodleBeam4",4186,1140457472,[],4
286,"RallyingCryChargeConsumeBeamCelestial",4195,1120403456,[],4
287,"InfernalCryChargeConsumeBeamCelestial",4196,1120403456,[],4
288,"WinterBrandChargeBeam",4206,1128792064,[],4
289,"HarvestAdjacencyVine1",4209,1126170624,[],4
290,"HarvestAdjacencyVine2",4210,1126170624,[],4
291,"HarvestAdjacencyVine3",4211,1126170624,[],4
292,"HarvestAdjacencyVine4",4212,1126170624,[],4
293,"BrandDetonateCastBeam",4246,1133903872,[],4
294,"HarvestTreePlayerBeam1",4260,1145569280,[51],4
295,"HarvestTreePlayerBeam2",4261,1145569280,[51],4
296,"HarvestTreePlayerBeam3",4262,1145569280,[51],4
297,"HarvestTreePlayerBeam4",4263,1145569280,[51],4
298,"HarvestTreePlayerBeam5",4264,1145569280,[51],4
299,"HarvestTreePlayerBeam6",4265,1145569280,[51],4
300,"HarvestTreePlayerBeam7",4266,1145569280,[51],4
301,"HarvestTreePlayerBeam8",4267,1145569280,[51],4
302,"HarvestTreePlayerBeam9",4268,1145569280,[51],4
303,"HarvestTreePlayerBeam10",4269,1145569280,[51],4
304,"HarvestTreePlayerBeam11",4270,1145569280,[51],4
305,"HarvestTreePlayerBeam12",4271,1145569280,[51],4
306,"HarvestRootPath",4286,1133903872,[51],4
307,"HeistTemplarCasterBallLightningBeam",4356,1133903872,[],4
308,"HeistTemplarCasterBallLightningGroundBeam",4357,1125187584,[],4
309,"CryWolfWarcryConsumeBeam",4360,1120403456,[],4
310,"SpiritualCryDoubleBeamCryWolf",4366,1142292480,[],4
311,"BreachLightningOrbBeam",4374,1125187584,[],4
312,"SpiritualCryDoubleBeamCelestial",4387,1142292480,[],4
313,"IntimidatingCryChargeConsumeBeamCelestial",4391,1120403456,[],4
314,"AncestralCryChargeConsumeBeamCelestial",4392,1120403456,[],4
315,"SeismicCryChargeConsumeBeamCelestial",4393,1120403456,[],4
316,"DisintegrateBeam",4429,1134755840,[],4
317,"BarghestTailLaserBeam",4443,1120403456,[],4
318,"BreachLightningBeamNew",4450,1120403456,[],4
319,"HeistCultistLightningBeam",4472,1140457472,[],4
320,"HeistEngineerBridge1",4475,1130430464,[],4
321,"HeistEngineerBridge2",4476,1137999872,[],4
322,"HeistEngineerBridge3",4477,1142865920,[],4
323,"HeistEngineerBridge4",4478,1146306560,[],4
324,"HeistEngineerBridge5",4479,1149493248,[],4
325,"HeistEngineerBridge6",4480,1151213568,[],4
326,"HeistEngineerBridge7",4481,1152933888,[],4
327,"HeistEngineerBridgeBuildingBeam1",4493,1153138688,[],4
328,"HeistEngineerBridgeBuildingBeam2",4494,1153138688,[],4
329,"HeistEngineerBridgeBuildingBeam3",4495,1153138688,[],4
330,"HeistEngineerBridgeBuildingBeam4",4496,1153138688,[],4
331,"HeistEngineerBridgeBuildingBeam5",4497,1153138688,[],4
332,"HeistEngineerBridgeBuildingBeam6",4498,1153138688,[],4
333,"HeistEngineerBridgeBuildingBeam7",4499,1153138688,[],4
334,"SteelStealBeamEffect1",4501,1140457472,[],4
335,"SteelStealBeamEffect2",4502,1140457472,[],4
336,"SteelStealBeamEffect3",4503,1140457472,[],4
337,"SteelStealBeamEffect4",4504,1140457472,[],4
338,"DeathWishBeam",4506,1133903872,[],4
339,"HeistAlarmDoorLaserBeam",4509,1128792064,[],4
340,"HeistRobotSpiderLaser",4528,1144750080,[],4
341,"SteelStealSpendBeamEffect1",4567,1140457472,[],4
342,"SteelStealSpendBeamEffect2",4568,1140457472,[],4
343,"SteelStealSpendBeamEffect3",4569,1140457472,[],4
344,"SteelStealSpendBeamEffect4",4570,1140457472,[],4
345,"HeistDroneDragonBreath",4573,1132068864,[],4
346,"HeistMilitaryPolearmMinibossDashBeam",4584,1139638272,[],4
347,"HeistMilitaryPolearmMinibossDashBeam2",4585,1139638272,[],4
348,"HeistMilitaryPolearmMinibossDashBeam3",4586,1139638272,[],4
349,"HeraldOfAshArmBeam",4592,1117126656,[],4
350,"HeraldOfThunderArmBeam",4593,1117126656,[],4
351,"HeraldOfIceArmBeam",4594,1117126656,[],4
352,"HeraldOfPurityArmBeam",4595,1117126656,[],4
353,"HeraldOfAgonyArmBeam",4596,1117126656,[],4
354,"BallLightningBeamAutomaton",4608,1133084672,[],4
355,"BallLightningGroundBeamAutomaton",4609,1133084672,[],4
356,"HeistRobotHoundEyeLaserBeam",4622,1137180672,[],4
357,"HeistTripwireLaser",4627,1128792064,[],4
358,"DisintegrateFinalBeam",4644,1149452288,[],4
359,"HeistRobotStormcallerShockRifleBeam",4653,1148846080,[],4
360,"HeistRobotPyreKnightSpamBeam",4648,1142292480,[],4
361,"HeistRobotPyreKnightMegaBeam",4649,1149861888,[],4
362,"HeistRobotPyreKnightSweepBeam",4658,1140457472,[],4
363,"HeistCultistSummonedPylonBeam",4665,1140457472,[],4
364,"HeistDanaiSweepLightningBeam",4683,1140457472,[],4
365,"HeistThugGhostRiderChain",4695,1142292480,[],4
366,"HeistThugEnsnaringArrowTetheringBeam",4694,1133903872,[],4
367,"HeistRobotBossBallBeam",4700,1140457472,[],4
368,"HeistRobotBossMagneticTendrils",4705,1150681088,[],4
369,"HeistRobotBossAimBeam",4726,1143930880,[],4
370,"HeistRobotBossBlastBeam",4727,1143930880,[],4
371,"HeistFreidrichBloodBeam",4826,1143930880,[],4
372,"HeistFreidrichBloodBeamPool",4827,1143930880,[],4
373,"HeistFreidrichBloodBeam2",4837,1143930880,[],4
374,"HeistFreidrichBloodBeam3",4838,1143930880,[],4
375,"HeistFreidrichBloodBeam4",4839,1143930880,[],4
376,"HeistFreidrichBloodBeam5",4840,1143930880,[],4
377,"HeistFreidrichBloodBeam6",4841,1143930880,[],4
378,"HeistFreidrichBloodBeam7",4842,1143930880,[],4
379,"HeistFreidrichBloodBeamPool2",4843,1143930880,[],4
380,"HeistFreidrichBloodBeamPool3",4844,1143930880,[],4
381,"HeistFreidrichBloodBeamPool4",4845,1143930880,[],4
382,"HeistFreidrichBloodBeamPool5",4846,1143930880,[],4
383,"HeistFreidrichBloodBeamPool6",4847,1143930880,[],4
384,"HeistFreidrichBloodBeamPool7",4848,1143930880,[],4
385,"DisintegrateBeamAutomaton",4862,1134755840,[],4
386,"DisintegrateFinalBeamAutomaton",4865,1149452288,[],4
387,"BrutalPirateLordScorchBeam",4908,1136361472,[],4
388,"VilentaRageBeamFire1",4921,1143111680,[],4
389,"VilentaRageBeamFire2",4922,1143111680,[],4
390,"VilentaRageBeamFire3",4923,1143111680,[],4
391,"VilentaRageBeamFire4",4924,1143111680,[],4
392,"IceSaplingBallReturnBeam",4931,1143930880,[],4
393,"IceSaplingDeathBeam",4934,1150681088,[],4
394,"IceSaplingChargeBeam",4937,1141063680,[],4
395,"IceSaplingBallConnectorBeam",4941,1133903872,[],4
396,"ArchitectBloodBeamRitual",4944,1148846080,[],4
397,"WaterDjinnBeam",4957,1147207680,[],4
398,"VilentaBeamFire",4973,1140785152,[],4
399,"VampiricIconBeam",5011,1140457472,[],4
400,"IceSaplingRitualBeam",5022,1135214592,[],4
401,"RitualDischargeBeamFire",5023,1143930880,[],4
402,"RitualDischargeBeamCold",5024,1143930880,[],4
403,"RitualDischargeBeamLightning",5025,1143930880,[],4
404,"RitualGrowBeam",5036,1140457472,[],4
405,"RitualChaosGreenVines",5037,1132068864,[],4
406,"MavenFBBBeam",5044,1147207680,[],4
407,"MavenMapSpaceVines",5050,1132068864,[],4
408,"MavenMapHealBeam",5051,1137180672,[],4
409,"MavenMapInfusedWeaponBeam",5053,1137180672,[],4
410,"MavenMapDamageReductionBeam",5054,1120403456,[],4
411,"MavenMapSpaceChargeBeam",5058,1120403456,[],4
412,"SeawitchLightningBeamStandalone",5059,1140457472,[],4
413,"ReaperWraithSlowingChainsBeam",5061,1132068864,[],4
414,"ThaumaturgistGrowBeam",5065,1135542272,[],4
415,"RitualLightningOrbBeam",5066,1145569280,[],4
416,"MavenMapGuardBeam",5074,1137180672,[],4
417,"MavenBrainPhaseBeam",5103,1150681088,[],4
418,"MavenSweepBeam",5100,1137180672,[],4
419,"RitualEnergyShieldBeam",5109,1143930880,[],4
420,"MavenMapBeamOrb",5119,1137180672,[],4
421,"RitualLightningBallTelegraphBeam",5140,1145569280,[],4
422,"UltimatumMonsterSpawnBeam",5142,1145569280,[55],4
423,"RainOfSporesVineBeamCelestial",5148,1133903872,[],4
424,"UltimatumGolemFireBeam",5149,1140457472,[],4
425,"UltimatumGolemFireBeamRuin",5150,1140457472,[],4
426,"UltimatumWraithIceBeam",5151,1140457472,[],4
427,"BloodTendrilsBeam",5182,1140457472,[],4
428,"TrialmasterTether",5192,1135542272,[55],4
429,"SpikeSlamSpikeBeamVerdant",5195,1133903872,[],4
430,"SpikeSlamSpikeBeamEmpoweredVerdant",5196,1133903872,[],4
431,"UltimatumGolemColdBeam",5197,1140457472,[],4
432,"UltimatumGolemLightningBeam",5198,1140457472,[],4
433,"UltimatumGolemChaosBeam",5199,1140457472,[],4
434,"UltimatumSpiderCycloneBeam1",5211,1140457472,[],4
435,"UltimatumSpiderCycloneBeam2",5212,1140457472,[],4
436,"UltimatumSpiderCycloneBeam1Ruin",5213,1140457472,[],4
437,"UltimatumSpiderCycloneBeam2Ruin",5214,1140457472,[],4
438,"BloodScytheBeam",5228,1137180672,[],4
439,"RainOfSporesVineBeamOblivion",5236,1133903872,[],4
440,"OfferingSpiritSoulBeamCelestial",5276,1149452288,[],4
441,"MutantBirdFleshBindingBeam",5287,1140457472,[],4
442,"ChildSpiritColdSoulrendBeam",5311,1133084672,[],4
443,"RustKingWeaponBeam",5318,1143930880,[],4
444,"BitterGuyChildBeam",5328,1145569280,[],4
445,"BitterGuyChildBeamRight",5329,1145569280,[],4
446,"BloodCourtesanBurstBeam",5361,1140932608,[],4
447,"EinharCrowbellBeam",5369,1148846080,[],4
448,"EinharCrowbellHarpoonBeam",5370,1143930880,[],4
449,"CaravanArmourConnect",1813,1128792064,[],4
450,"CaravanWaypointConnect",1814,1132756992,[],4
451,"LightningSpearBeam",5426,1140733051,[],4
452,"BaronBloodBeam",5427,1148846080,[],4
453,"BaronBloodBeam2",5435,1148846080,[],4
454,"BaronBloodBeam3",5436,1148846080,[],4
455,"BaronBloodBeam4",5437,1148846080,[],4
456,"BaronBloodBeam5",5438,1148846080,[],4
457,"SwiftspadeBonesCoffinBeam",5450,1120403456,[],4
458,"CaravanTowChain_01",5457,1134723072,[],4
459,"CaravanTowChain_02",5458,1134723072,[],4
460,"CaravanPlankBridge_01",5452,1128792064,[],4
461,"CaravanPlankBridge_02",5453,1132920832,[],4
462,"CaravanPlankBridge_03",5454,1133084672,[],4
463,"CaravanPlankBridge_04",5455,1130102784,[],4
464,"CaravanPlankBridge_05",5456,1128792064,[],4
465,"CaravanSinnersRope",5459,1151090688,[],4
466,"DemonSpiderWebBeam",5479,1137180672,[],4
467,"ShellMonsterGodzillaBeam",5521,1140457472,[],4
468,"WebEnsnaringArrowTetheringBeam",5546,1133903872,[],4
469,"UltimatumGoliathOrbBeam",5621,1137180672,[],4
470,"UltimatumCrystalTotemBeam",5631,1133903872,[],4
471,"UltimatumGoliathOrbBeamRuin",5640,1137180672,[],4
