"rownum","rid","rid","rid","bool","bool","bool","bool"
242,175,17652,14115,1,"","",""
243,174,17652,14114,1,"","",""
244,173,17652,14113,1,"","",""
245,169,17652,14115,1,"","",""
246,168,17652,14114,1,"","",""
247,167,17652,14113,1,"","",""
248,147,17652,14115,1,"","",""
249,146,17652,14114,1,"","",""
250,145,17652,14114,1,"","",""
251,144,17652,14113,1,"","",""
252,143,17652,14112,1,"","",""
253,179,17652,14116,1,"","",""
254,103,17652,14115,1,"","",""
255,102,17652,14115,1,"","",""
256,101,17652,14114,1,"","",""
257,100,17652,14114,1,"","",""
258,99,17652,14113,1,"","",""
259,98,17652,14113,1,"","",""
260,97,17652,14112,1,"","",""
261,151,17652,14115,1,"","",""
262,150,17652,14114,1,"","",""
263,149,17652,14113,1,"","",""
264,148,17652,14112,1,"","",""
265,115,17652,14115,1,"","",""
266,114,17652,14115,1,"","",""
267,113,17652,14114,1,"","",""
268,112,17652,14114,1,"","",""
269,111,17652,14113,1,"","",""
270,110,17652,14112,1,"","",""
271,10459,17652,14113,1,"","",""
272,10912,17652,14115,1,"","",""
273,10914,17652,14115,1,"","",""
274,314,17652,14116,1,"","",""
275,313,17652,14115,1,"","",""
276,312,17652,14114,1,"","",""
277,311,17652,14113,1,"","",""
278,310,17652,14116,1,"","",""
279,309,17652,14115,1,"","",""
280,308,17652,14114,1,"","",""
281,307,17652,14113,1,"","",""
282,10913,17652,14115,1,"","",""
283,221,17652,14116,1,"","",""
284,5,17652,14116,1,"","",""
285,263,17652,14114,1,"","",""
286,257,17652,14114,1,"","",""
287,261,17652,14114,1,"","",""
288,269,17652,14115,1,"","",""
289,267,17652,14114,1,"","",""
290,259,17652,14115,1,"","",""
291,248,17652,14114,1,"","",""
292,265,17652,14116,1,"","",""
293,258,17652,14115,1,"","",""
294,256,17652,14114,1,"","",""
295,268,17652,14115,1,"","",""
296,247,17652,14114,1,"","",""
297,250,17652,14114,1,"","",""
298,262,17652,14116,1,"","",""
299,245,17652,14114,1,"","",""
300,260,17652,14114,1,"","",""
301,253,17652,14114,1,"","",""
302,251,17652,14114,1,"","",""
303,266,17652,14114,1,"","",""
304,246,17652,14114,1,"","",""
305,249,17652,14114,1,"","",""
306,254,17652,14114,1,"","",""
307,252,17652,14114,1,"","",""
308,255,17652,14114,1,"","",""
309,264,17652,14114,1,"","",""
310,33,17652,14114,1,"","",""
311,12,17652,14113,1,"","",""
312,315,17652,14116,1,"","",""
313,198,17652,14114,1,"","",""
314,197,17652,14114,1,"","",""
315,195,17652,14114,1,"","",""
316,196,17652,14115,1,"","",""
317,199,17652,14116,1,"","",""
318,9,17652,14114,1,"","",""
319,4,17652,14113,1,"","",""
320,55,17652,14115,1,"","",""
321,53,17652,14115,1,"","",""
322,58,17652,14115,1,"","",""
323,70,17652,14115,1,"","",""
324,65,17652,14115,1,"","",""
325,67,17652,14115,1,"","",""
326,60,17652,14115,1,"","",""
327,74,17652,14115,1,"","",""
328,57,17652,14115,1,"","",""
329,71,17652,14115,1,"","",""
330,72,17652,14115,1,"","",""
331,75,17652,14115,1,"","",""
332,61,17652,14115,1,"","",""
333,69,17652,14115,1,"","",""
334,54,17652,14115,1,"","",""
335,64,17652,14115,1,"","",""
336,66,17652,14115,1,"","",""
337,63,17652,14115,1,"","",""
338,68,17652,14115,1,"","",""
339,52,17652,14115,1,"","",""
340,62,17652,14115,1,"","",""
341,73,17652,14115,1,"","",""
342,56,17652,14115,1,"","",""
343,59,17652,14115,1,"","",""
344,13,17652,14115,1,"","",""
345,15,17652,14112,1,"","",""
346,303,17652,14116,1,"","",""
347,10159,17652,14116,1,"","",""
348,10158,17652,14116,1,"","",""
349,10156,17652,14116,1,"","",""
350,10157,17652,14116,1,"","",""
351,10155,17652,14116,1,"","",""
352,10989,17652,14115,1,"","",""
353,10990,17652,14116,1,"","",""
354,10991,17652,14115,1,"","",""
355,10992,17652,14116,1,"","",""
356,2,17778,14127,"","","",""
357,9380,18733,14141,"","","",""
