"rownum","Id","rid","[rid]","Gem","BK2File"
55,"ProxyKey53",0,[18],6700,"Art/Videos/ChinaSkillVideos/Assassin_FrostBlades+LessPoison.BK2"
56,"ProxyKey54",3,[18],6513,"Art/Videos/ChinaSkillVideos/Assassin_Riposte.BK2"
57,"ProxyKey55",8,[18],6459,"Art/Videos/ChinaSkillVideos/Assassin_Ripose+ColdDamage.BK2"
58,"ProxyKey56",7,[18],6441,"Art/Videos/ChinaSkillVideos/Assassin_WhirlingBlades.BK2"
59,"ProxyKey57",10,[18],6595,"Art/Videos/ChinaSkillVideos/Assassin_Reave.BK2"
60,"ProxyKey58",2,[18],6758,"Art/Videos/ChinaSkillVideos/Assassin_Frostblades+LessPoison+Onslaught.BK2"
61,"ProxyKey59",0,[17],6564,"Art/Videos/ChinaSkillVideos/Saboteur_FireTrap+LessPoison.BK2"
62,"ProxyKey60",3,[17],6562,"Art/Videos/ChinaSkillVideos/Saboteur_BearTrap.BK2"
63,"ProxyKey61",8,[17],6598,"Art/Videos/ChinaSkillVideos/Saboteur_BearTrap+Multitrap.BK2"
64,"ProxyKey62",7,[17],6699,"Art/Videos/ChinaSkillVideos/Saboteur_FlameDash.BK2"
65,"ProxyKey63",10,[17],6600,"Art/Videos/ChinaSkillVideos/Saboteur_LightningTrap.BK2"
66,"ProxyKey64",2,[17],6547,"Art/Videos/ChinaSkillVideos/Saboteur_Firetrap+LessPoison+EleProlif.BK2"
67,"ProxyKey65",0,[16],6567,"Art/Videos/ChinaSkillVideos/Trickster_Knives+LessPoison.BK2"
68,"ProxyKey66",3,[16],6724,"Art/Videos/ChinaSkillVideos/Trickster_Contagion.BK2"
69,"ProxyKey67",8,[16],6728,"Art/Videos/ChinaSkillVideos/Trickster_Contagion+Voidmanip.BK2"
70,"ProxyKey68",7,[16],6725,"Art/Videos/ChinaSkillVideos/Trickster_Wither.BK2"
71,"ProxyKey69",10,[16],6727,"Art/Videos/ChinaSkillVideos/Trickster_EssenceDrain.BK2"
72,"ProxyKey70",2,[16],6484,"Art/Videos/ChinaSkillVideos/Trickster_Knives+LessPoison+Pierce.BK2"
73,"ProxyKey71",0,[9],6452,"Art/Videos/ChinaSkillVideos/Deadeye_Splitarrow+Pierce.BK2"
74,"ProxyKey72",3,[9],6713,"Art/Videos/ChinaSkillVideos/Deadeye_SiegeBallista.BK2"
75,"ProxyKey73",10,[9],6535,"Art/Videos/ChinaSkillVideos/Deadeye_LA.BK2"
76,"ProxyKey74",2,[9],6768,"Art/Videos/ChinaSkillVideos/Deadeye_Split+Pierce+Volley.BK2"
77,"ProxyKey75",7,"[8,9]",6685,"Art/Videos/ChinaSkillVideos/PathfinderDeadeye_BlinkArrow.BK2"
78,"ProxyKey76",0,[8],6450,"Art/Videos/ChinaSkillVideos/Pathfinder_IceShot+Pierce.BK2"
79,"ProxyKey77",8,[8],6456,"Art/Videos/ChinaSkillVideos/Pathfinder_Puncture+LMP.BK2"
80,"ProxyKey78",10,[8],6518,"Art/Videos/ChinaSkillVideos/Pathfinder_RoA.BK2"
81,"ProxyKey79",2,[8],6772,"Art/Videos/ChinaSkillVideos/Pathfinder_Iceshot+Pierce+SpiritArcher.BK2"
82,"ProxyKey80",8,[9],6459,"Art/Videos/ChinaSkillVideos/Deadeye_SiegeBallista+ColdDamage.BK2"
83,"ProxyKey90",8,[7],6459,"Art/Videos/ChinaSkillVideos/Raider_Puncture+AddedCold.BK2"
84,"ProxyKey81",3,[7],6534,"Art/Videos/ChinaSkillVideos/Raider_puncture(melee).BK2"
85,"ProxyKey88",3,[8],6534,"Art/Videos/ChinaSkillVideos/Pathfinder_puncture(ranged).BK2"
86,"ProxyKey82",0,[7],6700,"Art/Videos/ChinaSkillVideos/Raider_Frostblades+Pierce.BK2"
87,"ProxyKey83",7,[7],6441,"Art/Videos/ChinaSkillVideos/Raider_WhirlingBlades.BK2"
88,"ProxyKey84",10,[7],6530,"Art/Videos/ChinaSkillVideos/Raider_LightningStrike.BK2"
89,"ProxyKey85",2,[7],6758,"Art/Videos/ChinaSkillVideos/Raider_Frostblades+Pierce+Onslaught.BK2"
90,"ProxyKey91",0,[19],6734,""
91,"ProxyKey92",7,[19],6699,""
92,"ProxyKey93",10,[19],6426,""
93,"ProxyKey94",8,[19],6462,""
94,"ProxyKey95",3,[19],6718,""
95,"ProxyKey96",0,[20],6706,""
96,"ProxyKey97",7,[20],6699,""
97,"ProxyKey98",8,[20],6755,""
98,"ProxyKey99",10,[20],6742,""
99,"ProxyKey100",3,[20],6719,""
100,"ProxyKey101",0,[21],6775,""
101,"ProxyKey102",7,[21],6699,""
102,"ProxyKey103",8,[21],6462,""
103,"ProxyKey104",10,[21],6600,""
104,"ProxyKey105",3,[21],6562,""
105,"ProxyKey106",0,[22],6803,""
106,"ProxyKey107",8,[22],6462,""
107,"ProxyKey108",7,[22],6699,""
108,"ProxyKey109",3,[22],6790,""
109,"ProxyKey110",4,[22],6828,""
110,"497",2,[22],6759,""
111,"496",10,[22],6945,""
112,"495",13,[22],6678,""
113,"494",15,[22],6496,""
114,"493",23,[22],6517,""
115,"508",29,[22],6587,""
116,"507",30,[22],6837,""
117,"ProxyKey111",0,[23],6448,""
118,"ProxyKey112",2,[23],6772,""
119,"ProxyKey113",3,[23],6713,""
120,"ProxyKey114",8,[23],6456,""
121,"ProxyKey115",10,[23],6789,""
122,"ProxyKey116",0,[24],6659,""
123,"ProxyKey117",2,[24],6770,""
124,"ProxyKey118",3,[24],6736,""
125,"ProxyKey119",8,[24],6456,""
126,"ProxyKey120",15,[24],6496,""
127,"ProxyKey121",0,[25],6490,""
128,"ProxyKey122",7,[25],6699,""
129,"ProxyKey123",10,[25],6449,""
130,"ProxyKey124",8,[25],6755,""
131,"ProxyKey125",3,[25],6718,""
132,"ProxyKey126",0,[26],6680,""
133,"ProxyKey127",7,[26],6699,""
134,"ProxyKey128",10,[26],6796,""
135,"ProxyKey129",8,[26],6462,""
136,"ProxyKey130",3,[26],6571,""
137,"ProxyKey131",0,[27],6919,""
138,"ProxyKey132",8,[27],6938,""
139,"ProxyKey133",7,[27],6427,""
140,"ProxyKey134",3,[27],6736,""
141,"ProxyKey135",4,[27],6817,""
142,"505",2,[27],6758,""
143,"504",10,[27],6799,""
144,"503",13,[27],6464,""
145,"502",15,[27],6624,""
146,"501",18,[27],6679,""
147,"500",24,[27],6831,""
148,"ProxyKey136",0,[31],6726,""
149,"ProxyKey137",2,[31],6767,""
150,"ProxyKey138",8,[31],6728,""
151,"ProxyKey139",7,[31],6699,""
152,"ProxyKey140",10,[31],6727,""
153,"ProxyKey141",13,[31],6782,""
154,"ProxyKey142",15,[31],6499,""
155,"ProxyKey143",18,[31],6805,""
156,"ProxyKey144",23,[31],6804,""
157,"ProxyKey145",24,[31],6751,""
158,"ProxyKey146",30,[31],6692,""
159,"ProxyKey147",29,[31],6455,""
160,"ProxyKey148",0,[32],6448,""
161,"ProxyKey149",2,[32],6772,""
162,"ProxyKey150",8,[32],6728,""
163,"ProxyKey151",7,[32],6685,""
164,"ProxyKey152",10,[32],6789,""
165,"ProxyKey153",13,[32],6677,""
166,"ProxyKey154",15,[32],6555,""
167,"ProxyKey155",18,[32],6454,""
168,"ProxyKey157",24,[32],6722,""
169,"ProxyKey158",30,[32],6720,""
170,"ProxyKey159",29,[32],6791,""
171,"ProxyKey190",0,[33],6433,""
172,"ProxyKey156",1,[33],6757,""
173,"ProxyKey160",3,[33],6736,""
174,"ProxyKey161",7,[33],6427,""
175,"ProxyKey162",13,[33],6674,""
176,"ProxyKey163",15,[33],6454,""
177,"ProxyKey164",18,[33],6589,""
178,"ProxyKey165",23,[33],6738,""
179,"ProxyKey166",24,[33],6548,""
180,"ProxyKey167",30,[33],6720,""
181,"ProxyKey168",0,[34],6659,""
182,"ProxyKey169",1,[34],6770,""
183,"ProxyKey170",3,[34],6736,""
184,"ProxyKey171",8,[34],6453,""
185,"ProxyKey172",13,[34],6435,""
186,"ProxyKey173",15,[34],6454,""
187,"ProxyKey174",18,[34],6496,""
188,"ProxyKey175",23,[34],6738,""
189,"ProxyKey176",24,[34],6548,""
190,"ProxyKey177",30,[34],6720,""
191,"ProxyKey178",29,[34],6766,""
192,"ProxyKey179",0,[35],6803,""
193,"ProxyKey180",1,[35],6759,""
194,"ProxyKey181",3,[35],6571,""
195,"ProxyKey182",8,[35],6453,""
196,"ProxyKey183",8,[35],6523,""
197,"ProxyKey184",7,[35],6699,""
198,"ProxyKey185",13,[35],6674,""
199,"ProxyKey186",13,[35],6808,""
200,"ProxyKey187",15,[35],6729,""
201,"ProxyKey188",18,[35],6810,""
202,"ProxyKey189",23,[35],6807,""
203,"ProxyKey191",30,[35],6692,""
204,"ProxyKey192",29,[35],6594,""
205,"ProxyKey193",0,[36],6706,""
206,"ProxyKey194",1,[36],6768,""
207,"ProxyKey195",3,[36],6571,""
208,"ProxyKey196",8,[36],6453,""
209,"ProxyKey197",10,[36],6626,""
210,"ProxyKey198",15,[36],6499,""
211,"ProxyKey199",18,[36],6543,""
212,"ProxyKey200",23,[36],6801,""
213,"ProxyKey201",30,[36],6691,""
214,"ProxyKey202",29,[36],6588,""
215,"ProxyKey203",0,[37],6432,""
216,"ProxyKey204",7,[37],6427,""
217,"ProxyKey205",10,[37],6824,""
218,"ProxyKey206",8,[37],6453,""
219,"ProxyKey207",3,[37],6532,""
220,"ProxyKey208",0,[38],6823,""
221,"ProxyKey209",7,[38],6427,""
222,"ProxyKey210",10,[38],6437,""
223,"ProxyKey211",8,[38],6453,""
224,"ProxyKey212",3,[38],6821,""
225,"ProxyKey213",0,[39],6680,""
226,"ProxyKey214",7,[39],6699,""
227,"ProxyKey215",10,[39],6600,""
228,"ProxyKey216",8,[39],6462,""
229,"ProxyKey217",3,[39],6719,""
230,"ProxyKey218",0,[40],6845,""
231,"ProxyKey219",7,[40],6699,""
232,"ProxyKey220",10,[40],6560,""
233,"ProxyKey221",8,[40],6459,""
234,"ProxyKey222",3,[40],6562,""
235,"ProxyKey223",0,[41],6444,""
236,"ProxyKey224",7,[41],6511,""
237,"ProxyKey225",10,[41],6629,""
238,"ProxyKey226",8,[41],6520,""
239,"ProxyKey227",3,[41],6724,""
240,"ProxyKey228",0,[42],6836,""
241,"ProxyKey229",7,[42],6838,""
242,"ProxyKey230",10,[42],6849,""
243,"ProxyKey231",8,[42],6456,""
244,"ProxyKey232",3,[42],6562,""
245,"ProxyKey233",0,[45],6452,""
246,"ProxyKey234",7,[45],6685,""
247,"ProxyKey235",10,[45],6713,""
248,"ProxyKey236",8,[45],6459,""
249,"ProxyKey237",3,[45],6851,""
250,"ProxyKey238",0,[44],6659,""
251,"ProxyKey239",7,[44],6695,""
252,"ProxyKey240",8,[44],6453,""
253,"ProxyKey241",3,[44],6815,""
254,"ProxyKey242",0,[43],6845,""
255,"ProxyKey243",7,[43],6699,""
256,"ProxyKey244",10,[43],6560,""
257,"ProxyKey245",8,[43],6462,""
258,"ProxyKey246",3,[43],6719,""
259,"ProxyKey247",15,[43],6707,""
260,"ProxyKey248",1,[43],6850,""
261,"ProxyKey249",18,[43],6584,""
262,"ProxyKey250",13,[43],6846,""
263,"ProxyKey251",13,[45],6526,""
264,"ProxyKey252",23,[45],6855,""
265,"ProxyKey253",15,[44],6526,""
266,"ProxyKey254",0,[48],6432,""
267,"ProxyKey255",7,[48],6435,""
268,"ProxyKey256",10,[48],6733,""
269,"ProxyKey257",8,[48],6453,""
270,"ProxyKey258",3,[48],6736,""
271,"ProxyKey259",15,[48],6496,""
272,"ProxyKey260",13,[48],6674,""
273,"ProxyKey261",18,[48],6696,""
274,"ProxyKey262",23,[48],6766,""
275,"ProxyKey263",24,[48],6702,""
276,"ProxyKey264",0,[47],6490,""
277,"ProxyKey265",7,[47],6699,""
278,"ProxyKey266",8,[47],6462,""
279,"ProxyKey267",3,[47],6718,""
280,"ProxyKey268",15,[47],6729,""
281,"ProxyKey269",18,[47],6812,""
282,"ProxyKey270",24,[47],6751,""
283,"ProxyKey271",29,[47],6792,""
284,"ProxyKey272",0,[46],6659,""
285,"ProxyKey273",7,[46],6435,""
286,"ProxyKey274",10,[46],6911,""
287,"ProxyKey275",8,[46],6453,""
288,"ProxyKey276",3,[46],6736,""
289,"ProxyKey277",15,[46],6496,""
290,"ProxyKey278",13,[46],6908,""
291,"ProxyKey279",24,[46],6831,""
292,"ProxyKey280",30,[46],6720,""
293,"ProxyKey281",10,[47],6910,""
294,"ProxyKey282",29,[48],6905,""
295,"ProxyKey283",29,[46],6905,""
296,"ProxyKey284",18,[46],6833,""
297,"ProxyKey285",8,[49],6753,""
298,"ProxyKey286",7,[49],6427,""
299,"ProxyKey287",10,[49],6799,""
300,"ProxyKey288",3,[49],6797,""
301,"ProxyKey289",15,[49],6624,""
302,"ProxyKey290",13,[49],6830,""
303,"ProxyKey291",18,[49],6833,""
304,"ProxyKey292",24,[49],6831,""
305,"ProxyKey293",29,[49],6578,""
306,"ProxyKey294",0,[50],6726,""
307,"ProxyKey295",7,[50],6549,""
308,"ProxyKey296",10,[50],6727,""
309,"ProxyKey297",8,[50],6728,""
310,"ProxyKey298",3,[50],6724,""
311,"ProxyKey299",15,[50],6729,""
312,"ProxyKey300",13,[50],6897,""
313,"ProxyKey301",18,[50],6509,""
314,"ProxyKey302",7,[51],6699,""
315,"ProxyKey303",15,[51],6739,""
316,"ProxyKey304",13,[51],6674,""
317,"ProxyKey305",23,[50],6923,""
318,"ProxyKey306",24,[50],6922,""
319,"ProxyKey307",0,[49],6919,""
320,"ProxyKey308",0,[51],6706,""
321,"ProxyKey309",10,[51],6915,""
322,"ProxyKey310",2,[51],6769,""
323,"ProxyKey311",3,[51],6921,""
324,"ProxyKey312",24,[51],6813,""
325,"ProxyKey313",0,[52],6836,""
326,"ProxyKey314",8,[52],6456,""
327,"ProxyKey315",10,[52],6849,""
328,"ProxyKey316",7,[52],6441,""
329,"ProxyKey317",3,[52],6562,""
330,"ProxyKey318",4,[52],6817,""
331,"ProxyKey319",15,[52],6748,""
332,"ProxyKey320",18,[52],6509,""
333,"ProxyKey321",30,[52],6690,""
334,"ProxyKey322",29,[52],6455,""
335,"ProxyKey323",0,[53],6680,""
336,"ProxyKey324",8,[53],6462,""
337,"ProxyKey325",10,[53],6761,""
338,"ProxyKey326",7,[53],6699,""
339,"ProxyKey327",3,[53],6719,""
340,"ProxyKey328",4,[53],6828,""
341,"ProxyKey329",15,[53],6729,""
342,"ProxyKey330",13,[53],6897,""
343,"ProxyKey331",18,[53],6584,""
344,"ProxyKey332",24,[53],6576,""
345,"ProxyKey333",30,[53],6926,""
346,"ProxyKey334",29,[53],6461,""
347,"ProxyKey335",0,[54],6700,""
348,"ProxyKey336",8,[54],6459,""
349,"ProxyKey337",10,[54],6438,""
350,"ProxyKey338",7,[54],6441,""
351,"ProxyKey339",3,[54],6562,""
352,"ProxyKey340",4,[54],6817,""
353,"ProxyKey341",15,[54],6927,""
354,"ProxyKey342",13,[54],6464,""
355,"ProxyKey343",29,[54],6541,""
356,"ProxyKey344",24,[54],6702,""
357,"ProxyKey345",30,[54],6690,""
358,"ProxyKey346",29,[54],6587,""
359,"ProxyKey347",0,[55],6680,""
360,"ProxyKey348",8,[55],6759,""
361,"ProxyKey349",10,[55],6932,""
362,"ProxyKey350",7,[55],6699,""
363,"ProxyKey351",3,[55],6565,""
364,"ProxyKey352",4,[55],6817,""
365,"ProxyKey353",1,[55],6938,""
366,"ProxyKey354",18,[55],6509,""
367,"ProxyKey355",30,[55],6720,""
368,"ProxyKey356",29,[55],6455,""
369,"ProxyKey357",13,[55],6933,""
370,"ProxyKey358",15,[55],6937,""
371,"ProxyKey359",0,[56],6432,""
372,"ProxyKey360",8,[56],6453,""
373,"ProxyKey361",7,[56],6427,""
374,"ProxyKey362",3,[56],6736,""
375,"ProxyKey363",4,[56],6815,""
376,"ProxyKey364",1,[56],6746,""
377,"ProxyKey365",15,[56],6496,""
378,"ProxyKey366",18,[56],6833,""
379,"ProxyKey367",30,[56],6720,""
380,"ProxyKey368",29,[56],6756,""
381,"ProxyKey369",13,[56],6697,""
382,"369",0,[57],6919,""
383,"370",8,[57],6753,""
384,"371",7,[57],6435,""
385,"372",3,[57],6736,""
386,"373",4,[57],6817,""
387,"374",10,[57],6437,""
388,"375",15,[57],6937,""
389,"376",18,[57],6833,""
390,"377",24,[57],6834,""
391,"378",29,[57],6587,""
392,"381",0,[58],6490,""
393,"382",8,[58],6462,""
394,"383",7,[58],6549,""
395,"384",3,[58],6718,""
396,"385",4,[58],6828,""
397,"386",10,[58],6449,""
398,"387",13,[58],6675,""
399,"388",18,[58],6583,""
400,"389",23,[58],6958,""
401,"390",24,[58],6924,""
402,"391",29,[58],6792,""
403,"392",30,[58],6689,""
404,"393",0,[59],6452,""
405,"394",8,[59],6459,""
406,"395",7,[59],6685,""
407,"396",3,[59],6851,""
408,"397",4,[59],6817,""
409,"398",10,[59],6535,""
410,"399",15,[59],6526,""
411,"400",13,[59],6676,""
412,"401",18,[59],6507,""
413,"402",23,[59],6950,""
414,"403",24,[59],6952,""
415,"404",29,[59],6455,""
416,"405",30,[59],6692,""
417,"406",0,[60],6836,""
418,"407",8,[60],6462,""
419,"408",7,[60],6829,""
420,"409",3,[60],6719,""
421,"410",4,[60],6817,""
422,"411",10,[60],6595,""
423,"412",15,[60],6454,""
424,"413",18,[60],6584,""
425,"414",24,[60],6576,""
426,"415",0,[61],6448,""
427,"416",8,[61],6456,""
428,"417",7,[61],6829,""
429,"418",3,[61],6851,""
430,"419",4,[61],6817,""
431,"420",10,[61],6959,""
432,"421",13,[61],6677,""
433,"422",18,[61],6541,""
434,"423",24,[61],6904,""
435,"424",29,[61],6588,""
436,"425",0,[62],6680,""
437,"426",8,[62],6462,""
438,"427",7,[62],6699,""
439,"428",3,[62],6718,""
440,"429",4,[62],6828,""
441,"430",2,[62],6759,""
442,"431",10,[62],6761,""
443,"432",13,[62],6676,""
444,"433",15,[62],6499,""
445,"434",18,[62],6584,""
446,"435",24,[62],6576,""
447,"436",29,[62],6588,""
448,"437",0,[63],6706,""
449,"438",8,[63],6462,""
450,"439",7,[63],6699,""
451,"440",3,[63],6719,""
452,"441",4,[63],6828,""
453,"443",10,[63],6536,""
454,"444",13,[63],6676,""
455,"445",15,[63],6729,""
456,"446",18,[63],6584,""
457,"447",30,[63],6689,""
458,"448",29,[63],6588,""
459,"449",0,[64],6706,""
460,"450",8,[64],6462,""
461,"451",7,[64],6699,""
462,"452",3,[64],6921,""
463,"453",4,[64],6828,""
464,"454",2,[64],6759,""
465,"455",10,[64],6591,""
466,"456",13,[64],6674,""
467,"457",15,[64],6739,""
468,"458",18,[64],6582,""
469,"459",24,[64],6813,""
470,"460",23,[64],6529,""
471,"461",29,[64],6906,""
472,"462",0,[65],6450,""
473,"463",8,[65],6456,""
474,"464",7,[65],6685,""
475,"465",3,[65],6851,""
476,"468",10,[65],6438,""
477,"469",13,[65],6675,""
478,"470",15,[65],6526,""
479,"471",18,[65],6508,""
480,"472",24,[65],6704,""
481,"473",30,[65],6690,""
482,"474",29,[65],6455,""
483,"475",0,[66],6775,""
484,"476",8,[66],6459,""
485,"477",7,[66],6699,""
486,"478",3,[66],6562,""
487,"486",4,[66],6828,""
488,"487",2,[66],6850,""
489,"479",10,[66],6600,""
490,"480",13,[66],6846,""
491,"481",15,[66],6707,""
492,"482",18,[66],6583,""
493,"483",24,[66],6575,""
494,"484",30,[66],6918,""
495,"485",29,[66],6461,""
496,"498",0,[68],6432,""
497,"499",8,[68],6938,""
498,"506",7,[68],6427,""
499,"509",3,[68],6736,""
500,"511",2,[68],6746,""
501,"512",10,[68],6733,""
502,"513",13,[68],6674,""
503,"514",15,[68],6496,""
504,"515",18,[68],6696,""
505,"516",23,[68],6738,""
506,"517",24,[68],6834,""
507,"518",29,[68],6905,""
508,"519",0,[67],6444,""
509,"520",8,[67],6894,""
510,"521",7,[67],6511,""
511,"522",3,[67],6625,""
512,"524",2,[67],6771,""
513,"525",10,[67],6629,""
514,"526",13,[67],6628,""
515,"527",15,[67],6524,""
516,"528",18,[67],6509,""
517,"529",23,[67],6486,""
518,"530",24,[67],6844,""
519,"531",29,[67],6587,""
520,"532",30,[67],6837,""
521,"533",0,[69],6845,""
522,"534",8,[69],6462,""
523,"535",7,[69],6699,""
524,"536",3,[69],6719,""
525,"537",4,[69],6828,""
526,"538",2,[69],6758,""
527,"539",10,[69],6940,""
528,"540",13,[69],6676,""
529,"541",15,[69],6739,""
530,"542",18,[69],6507,""
531,"543",24,[69],6576,""
532,"544",29,[69],6461,""
533,"545",0,[70],6734,""
534,"546",8,[70],6938,""
535,"547",7,[70],6427,""
536,"548",3,[70],6736,""
537,"549",4,[70],6828,""
538,"550",2,[70],6758,""
539,"551",10,[70],6451,""
540,"552",13,[70],6675,""
541,"553",15,[70],6526,""
542,"554",18,[70],6583,""
543,"555",23,[70],6694,""
544,"556",24,[70],6702,""
545,"557",29,[70],6905,""
