"rownum","Id","HASH16","RewardText","ItemVisualIdentityKey","RewardType","SacrificeItem","SacrificeAmount","SacrificeText","bool","TrialMods"
61,"CurrencyHarbinger3",26435,"Doubles sacrificed Currency","",1,209,3,"",1,"[25327,25332]"
62,"CurrencyHorizon10",1387,"Doubles sacrificed Currency","",1,208,10,"",1,"[25326,25331]"
63,"CurrencyVeiledChaos3",44803,"Doubles sacrificed Currency","",1,3,3,"",1,"[25328,25333]"
64,"CurrencyChisel10",11387,"Doubles sacrificed Currency","",1,25,10,"",1,"[25326,25331]"
65,"CurrencyChisel20",42106,"Doubles sacrificed Currency","",1,25,20,"",1,"[25326,25331]"
66,"CurrencySacredOrb1",55009,"Doubles sacrificed Currency","",1,24,1,"",1,"[25329,25334]"
67,"HardModeMirrorRare",24003,"Item and Mirrored Copy","",3,"",0,"Mirrorable, Rare Item","","[25330,25335]"
68,"HardModeCommonUncommon",25785,"","",4,"",0,"","","[25327,25332]"
69,"HardModeUncommonRare",38286,"","",4,"",0,"","","[25328,25333]"
70,"HardModeRareMythic",30525,"","",4,"",0,"","","[25329,25334]"
71,"HardModeChanceOrb1",64080,"Doubles sacrificed Currency","",1,7,1,"",1,"[25326,25331]"
72,"HardModeChanceOrb2",28715,"Doubles sacrificed Currency","",1,7,2,"",1,"[25327,25332]"
73,"HardModeChanceOrb3",34338,"Doubles sacrificed Currency","",1,7,3,"",1,"[25328,25333]"
74,"HardModeAlterationOrb1",37138,"Doubles sacrificed Currency","",1,11,1,"",1,"[25326,25331]"
75,"HardModeAlterationOrb2",53590,"Doubles sacrificed Currency","",1,11,2,"",1,"[25327,25332]"
76,"HardModeAlterationOrb3",49801,"Doubles sacrificed Currency","",1,11,3,"",1,"[25328,25333]"
77,"HardModeFusingOrb1",18053,"Doubles sacrificed Currency","",1,20,1,"",1,"[25326,25331]"
78,"HardModeFusingOrb2",29225,"Doubles sacrificed Currency","",1,20,2,"",1,"[25327,25332]"
79,"HardModeFusingOrb3",13990,"Doubles sacrificed Currency","",1,20,3,"",1,"[25328,25333]"
80,"HardModeAlchemyOrb1",8716,"Doubles sacrificed Currency","",1,6,1,"",1,"[25327,25332]"
81,"HardModeAlchemyOrb2",49479,"Doubles sacrificed Currency","",1,6,2,"",1,"[25328,25333]"
82,"HardModeAlchemyOrb3",26804,"Doubles sacrificed Currency","",1,6,3,"",1,"[25329,25334]"
83,"HardModeChaosOrb1",36161,"Doubles sacrificed Currency","",1,2,1,"",1,"[25328,25333]"
84,"HardModeChaosOrb2",54541,"Doubles sacrificed Currency","",1,2,2,"",1,"[25329,25334]"
85,"HardModeVaalOrb1",50889,"Doubles sacrificed Currency","",1,33,1,"",1,"[25328,25333]"
86,"HardModeVaalOrb2",25329,"Doubles sacrificed Currency","",1,33,2,"",1,"[25329,25334]"
