"rownum","EffectBaseType","VisualEffect","VisualIdentity","Stats","ItemClasses","[rid]","bool","[i32]","[i32]","bool","[rid]","bool","[rid]","[rid]","[rid]","[rid]","rid","bool","rid","rid"
44,394,"",4585,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","","",""
45,395,"",4586,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","","",""
46,396,"",4587,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
47,397,"",4588,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
48,398,"",4589,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
49,399,"",4590,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
50,400,"",4591,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
51,401,"",4592,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
52,402,"",4593,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
53,403,"",4594,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
54,404,"",4595,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
55,405,"",4596,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
56,406,"",4597,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
57,407,"",4598,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
58,408,"",4599,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
59,409,"",4600,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
60,410,"",4601,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
61,411,"",4603,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
62,412,"",4604,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
63,569,"",4657,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
64,570,"",4658,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
65,495,"",4602,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
66,413,"",4574,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
67,375,"",9545,[],"[25,24,22,23,26,20]",[],"",[],"[7,9,11,12,4]","",[],"",[],[],[],[],"","","",""
68,377,"","",[16106],"[0,1,2,33,34]",[],"",[-1],"[26,27,28,29,30]","",[],"",[],[],[],[],"","","",""
69,376,"","",[7763],[],"[6543,6569,6549,6614,6542,6540,6612,6541,6537,6544,6674,6675,6676,6616,6532,6538,6531,6660,6662,6661,6663,6639,6539,6545,6693,6879,6798,6797,6613,6615,6617,6464,6495,6677,6678,6810,6812,6833,6829,6830,6928,6929,6930,6931,6936,6939,6839,6838,6570]","",[1],[37],"",[],"",[],[],[],[],"","",0,""
70,414,"","",[346],[],[6628],"",[1],[37],"",[],"",[],[],[],[],"","",0,""
71,415,"","",[346],[],"[6511,6655]","",[1],[37],"",[],"",[],[],[],[],"","",0,""
72,416,"","",[346],[],"[6511,6655]","",[2],[37],"",[],"",[],[],[],[],"","",0,""
73,417,"","",[346],[],"[6511,6655]","",[3],[37],"",[],"",[],[],[],[],"","",0,""
74,418,"","",[346],[],"[6511,6655]","",[4],[37],"",[],"",[],[],[],[],"","",0,""
75,422,"","",[346],[],"[6425,6635]","",[2],[37],"",[],"",[],[],[],[],"","",0,""
76,423,"","","[346,1300]",[],"[6518,6648]","","[1,1]",[37],"",[],"",[],[],[],[],"","",0,""
77,427,"","",[346],[],"[6529,7149]","",[-29],[37],"",[],"",[],[],[],[],"","",0,""
78,429,"","",[346],[],"[6426,6644]","",[-3],[37],"",[],"",[],[],[],[],"","",0,""
79,430,"","",[346],[],"[6443,6649]","",[1],[37],"",[],"",[],[],[],[],"","",0,""
80,431,"","",[346],[],[6567],"",[1],[37],"",[],"",[],[],[],[],"","",0,""
81,432,"","",[346],[],"[6481,6637]","",[2],[37],"",[],"",[],[],[],[],"","",0,""
82,433,"","",[1220],[],"[6556,6573,6558,6559,6565,6571,6566,6591,6713,6855,6851,7150]","",[1],[37],"",[],"",[],[],[],[],"","",1,""
83,434,"","",[346],[],[6585],"",[1],[37],"",[],"",[],[],[],[],"","",0,""
84,435,"","",[346],[],"[6586,6643]","",[3],[37],"",[],"",[],[],[],[],"","",0,""
85,436,"","",[346],[],"[6586,6643]","",[1],[37],"",[],"",[],[],[],[],"","",0,""
86,437,"","",[346],[],"[6586,6643]","",[2],[37],"",[],"",[],[],[],[],"","",0,""
87,438,"","",[346],[],"[6569,6570]","",[2],[37],"",[],"",[],[],[],[],"","",0,""
88,439,"","",[346],[],[6591],"",[1],[37],"",[],"",[],[],[],[],"","",0,""
89,421,"","","[346,1300]",[],"[6432,6647]","","[1,1]",[37],"",[],"",[],[],[],[],"","",0,""
90,440,"","","[346,1300]",[],"[6433,7137]","","[1,1]",[37],"",[],"",[],[],[],[],"","",0,""
91,419,"","",[346],[],[6444],"",[1],[37],"",[],"",[],[],[],[],"","",0,""
92,441,"","",[346],[],"[6537,6663,6538,6539,6540,6662,6541,6661,6542,6543,6544,6545,6549,6660,6612,6614,6616,6693,6879,6613,6615,6617,6798,6797,6810,6812,6833,6829,6928,6929,6930,6931,6939]","",[-6],[37],"",[],"",[],[],[],[],"","",0,""
93,442,"","",[346],[],"[6537,6663,6538,6539,6540,6662,6541,6661,6542,6543,6544,6545,6549,6660,6612,6614,6616,6693,6879,6613,6615,6617,6798,6797,6810,6812,6833,6829,6928,6929,6930,6931,6939]","",[-8],[37],"",[],"",[],[],[],[],"","",0,""
94,443,"","",[346],[],"[6537,6663,6538,6539,6540,6662,6541,6661,6542,6543,6544,6545,6549,6660,6612,6614,6616,6693,6879,6613,6615,6617,6798,6797,6810,6812,6833,6829,6928,6929,6930,6931,6939]","",[-9],[37],"",[],"",[],[],[],[],"","",0,""
95,444,"","",[346],[],"[6537,6663,6538,6539,6540,6662,6541,6661,6542,6543,6544,6545,6549,6660,6612,6614,6616,6693,6879,6613,6615,6617,6798,6797,6810,6812,6833,6829,6928,6929,6930,6931,6939]","",[-7],[37],"",[],"",[],[],[],[],"","",0,""
96,445,"","",[346],[],"[6604,6650]","",[1],[37],"",[],"",[],[],[],[],"","",0,""
97,446,"","",[346],[],"[6604,6650]","",[2],[37],"",[],"",[],[],[],[],"","",0,""
98,447,"","",[346],[],"[6604,6650]","",[3],[37],"",[],"",[],[],[],[],"","",0,""
99,448,"","",[1220],[],"[6556,6573,6558,6559,6565,6571,6566,6591,6713,6855,6851,7150]","",[3],[37],"",[],"",[],[],[],[],"","",1,""
100,449,"","",[346],[],"[6618,6656]","",[1],[37],"",[],"",[],[],[],[],"","",0,""
101,450,"","","[346,1300]",[],"[6426,6644]","","[-2,1]",[37],"",[],"",[],[],[],[],"","",0,""
102,451,"","","[346,1300]",[],[6632],"","[1,2]",[37],"",[],"",[],[],[],[],"","",0,""
103,452,"","",[346],[],"[6537,6663,6538,6539,6540,6662,6541,6661,6542,6543,6544,6545,6549,6660,6612,6614,6616,6693,6879,6613,6615,6617,6798,6797,6810,6812,6833,6829,6928,6929,6930,6931,6939]","",[-5],[37],"",[],"",[],[],[],[],"","",0,""
104,453,"","","[346,1300,2673]",[],[6625],"","[1,1,2]",[37],"",[],"",[],[],[],[],"","",0,""
105,372,"","",[1060],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57]",[],"",[1],"[3,6]","",[],"",[],[],[],[],"","","",""
106,373,"","",[4803],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57]",[],"",[1],"[3,6]","",[],"",[],[],[],[],"","","",""
107,374,38,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","","",""
108,482,"","",[1366],[23],[],"",[1],[13],"",[],"",[],[],[],[],"","","",""
109,483,"","",[1366],[23],[],"",[2],[13],"",[],"",[],[],[],[],"","","",""
110,484,"","",[1366],[23],[],"",[3],[13],"",[],"",[],[],[],[],"","","",""
111,485,"","",[1366],[23],[],"",[4],[13],"",[],"",[],[],[],[],"","","",""
112,486,"","",[1366],[23],[],"",[5],[13],"",[],"",[],[],[],[],"","","",""
113,487,"","",[1366],[23],[],"",[6],[13],"",[],"",[],[],[],[],"","","",""
114,488,"","",[1366],[23],[],"",[7],[13],"",[],"",[],[],[],[],"","","",""
115,489,"","",[1366],[23],[],"",[8],[13],"",[],"",[],[],[],[],"","","",""
116,490,"","",[1366],[23],[],"",[11],[13],"",[],"",[],[],[],[],"","","",""
117,491,"","",[1366],[23],[],"",[12],[13],"",[],"",[],[],[],[],"","","",""
118,492,"","",[1366],[23],[],"",[13],[13],"",[],"",[],[],[],[],"","","",""
119,493,"","",[1366],[23],[],"",[14],[13],"",[],"",[],[],[],[],"","","",""
120,494,"","",[1366],[23],[],"",[15],[13],"",[],"",[],[],[],[],"","","",""
121,4815,"","",[1366],[23],[],1,[9],[13],"",[],"",[],[],[],[],"","","",""
122,501,"",4610,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
123,502,"",4611,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
124,503,"",4612,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
125,504,"",4613,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
126,505,"",4614,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
127,506,"",4615,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
128,507,"","",[],[],[],"",[],[20],"",[],"",[],[],[],[],"","","",""
129,508,"","",[],[],[],"",[],[20],"",[],"",[],[],[],[],"","","",""
130,509,"","",[],[],[],"",[],[20],"",[],"",[],[],[],[],"","","",""
131,510,"","",[],[],[],"",[],[20],"",[],"",[],[],[],[],"","","",""
132,513,"","",[],[],[],"",[],[20],"",[],"",[],[],[],[],"","","",""
133,514,"","",[],[],[],"",[],[20],"",[],"",[],[],[],[],"","","",""
134,515,"","",[],[],[],"",[],[20],"",[],"",[],[],[],[],"","","",""
135,516,"","",[],[],[],"",[],[20],"",[],"",[],[],[],[],"","","",""
136,517,"","",[],[],[],"",[],[20],"",[],"",[],[],[],[],"","","",""
137,522,"","",[],[],[],"",[],[17],"",[],"",[],[],[],[],"","","",""
138,523,"","",[],[],[],"",[],[17],"",[],"",[],[],[],[],"","","",""
139,524,"","",[],[],[],"",[],[17],"",[],"",[],[],[],[],"","","",""
140,7677,"",4613,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
141,528,"",4616,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
142,529,"",4617,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
143,530,"",4618,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
144,531,"",4619,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
145,532,"",4620,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
146,533,"",4621,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
147,534,"",4622,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
148,536,"",4623,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
149,535,"",4624,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
150,537,"",4625,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
151,538,"",4626,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
152,539,"",4628,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
153,540,"",4627,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
154,541,"",4629,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
155,542,"",4630,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
156,543,"",4631,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
157,544,"",4632,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
158,545,"",4633,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
159,546,"",4634,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
160,547,"",4635,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
161,548,"",4636,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
162,549,"",4637,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
163,550,"",4638,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
164,551,"",4639,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
165,552,"",4640,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
166,553,"",4641,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
167,554,"",4642,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
168,555,"",4643,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
169,556,"",4644,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
170,557,"",4645,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
171,558,"",4646,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
172,559,"",4647,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
173,560,"",4648,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
174,561,"",4649,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
175,562,"",4650,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
176,563,"",4651,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
177,564,"",4652,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
178,565,"",4653,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
179,566,"",4654,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
180,567,"",4655,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
181,568,"",4656,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
182,571,"",4659,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
183,572,"",4660,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
184,583,"",4661,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
185,584,"",4662,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","","",""
186,496,"",4605,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
187,497,"",4606,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
188,498,"",4607,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
189,499,"",4608,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
190,500,"",4609,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
191,585,"",4663,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
192,586,"",4664,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
193,587,"",4665,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
194,588,"",4666,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
195,589,"",4667,[],[26],[],"",[],[4],"",[],"",[],[],[],[],"","","",""
196,590,"",4668,[],[26],[],"",[],[4],"",[],"",[],[],[],[],"","","",""
197,591,"",4669,[],[26],[],"",[],[4],"",[],"",[],[],[],[],"","","",""
198,592,"",4670,[],"[6,7,56]",[],"",[],"[1,4]","",[],"",[],[],[],[],"","","",""
199,593,"",4671,[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],"",[],[],[],[],"","","",""
200,594,"",4672,[],"[16,17,15]",[],"",[],[1],"",[],"",[],[],[],[],"","","",""
201,595,"",4673,[],"[16,17,15]",[],"",[],[1],"",[],"",[],[],[],[],"","","",""
202,596,"",4674,[],"[16,17,15]",[],"",[],[1],"",[],"",[],[],[],[],"","","",""
203,597,"",4675,[],[13],[],"",[],[1],"",[],"",[],[],[],[],"","","",""
204,598,"",4676,[],[13],[],"",[],[1],"",[],"",[],[],[],[],"","","",""
205,599,"",4677,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
206,600,"",4678,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
207,601,"",4679,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
208,602,"",4680,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
209,603,"",4681,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
210,604,"",4682,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
211,605,"",4683,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
212,606,"",4684,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
213,607,"",4685,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
214,608,"",4686,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
215,609,"",4687,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
216,610,"",4688,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
217,611,"",4689,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
218,612,"",4690,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
219,613,"",4691,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
220,614,"",4692,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
221,615,"",4693,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
222,616,"",4694,[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],"",[],[],[],[],"","","",""
223,617,"",4695,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","","",""
224,618,"",4696,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","","",""
225,619,"",4697,[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],"",[],[],[],[],"","","",""
226,620,"",4698,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
227,621,"",4699,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
228,622,"","",[346],[],[6483],"",[-2],[37],"",[],"",[],[],[],[],"","",0,""
229,623,"","",[346],[],"[6595,6658]","",[1],[37],"",[],"",[],[],[],[],"","",0,""
230,624,"","",[346],[],"[6619,6669]","",[2],[37],"",[],"",[],[],[],[],"","",0,""
231,625,"",4700,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
232,626,"",4701,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
233,627,"",4702,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
234,628,"",4703,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
235,629,"",4704,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
236,630,"",4705,[],[26],[],"",[],[4],"",[],"",[],[],[],[],"","","",""
237,631,"",4706,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
238,632,"",4707,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
239,633,"",4708,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
240,634,"",4709,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
241,635,"",4710,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
242,636,"","",[346],[],[6469],"",[2],[37],"",[],"",[],[],[],[],"","",0,""
243,637,"",4711,[],[8],[],"",[],"[1,4]","",[],"",[],[],[],[],"","","",""
244,638,"",4712,[],[8],[],"",[],"[1,4]","",[],"",[],[],[],[],"","","",""
245,639,"",4713,[],[8],[],"",[],"[1,4]","",[],"",[],[],[],[],"","","",""
246,640,"","",[346],[],"[6480,7134]","",[1],[37],"",[],"",[],[],[],[],"","",0,""
247,641,"","",[346],[],"[6480,7134]","",[2],[37],"",[],"",[],[],[],[],"","",0,""
248,643,"",4714,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
249,644,"",4715,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
250,645,"",4716,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
251,646,"",4717,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
252,647,"",4718,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
253,648,"",4719,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
254,649,"","","[346,1300]",[],"[6685,6684]","","[1,1]",[37],"",[],"",[],[],[],[],"","",0,""
255,650,"",4720,[],[13],[],"",[],[1],"",[],"",[],[],[],[],"","","",""
256,651,"",4721,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
257,652,"",4722,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
258,653,"",4723,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
259,654,"",4724,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
260,655,"",4725,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
261,656,"",4726,[],[26],[],"",[],[4],"",[],"",[],[],[],[],"","","",""
262,657,26,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],"",[],[],[],[],"","","",""
263,658,"",4727,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
264,659,"",4728,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
265,660,"",4729,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
266,661,"",4730,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
267,662,"",4731,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
268,663,"",4732,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
