"rownum","WordsKey","ItemVisualIdentityKey","UniqueStashTypesKey","i32","i32","OverrideWidth","OverrideHeight","ShowIfEmptyChallengeLeague","ShowIfEmptyStandard","RenamedVersion","BaseVersion","IsAlternateArt"
44,92,7707,14,12,0,0,0,1,1,"","",""
45,93,7708,13,0,0,0,0,1,1,"","",""
46,94,7709,13,2,0,0,0,1,1,"","",""
47,95,7710,13,4,0,0,0,1,1,"","",""
48,96,7711,13,6,0,0,0,1,1,"","",""
49,97,7712,13,8,0,0,0,1,1,"","",""
50,98,7713,13,10,0,0,0,1,1,"","",""
51,99,7714,13,12,0,0,0,1,1,"","",""
52,100,7715,13,14,0,0,0,1,1,"","",""
53,101,8248,1,6,0,0,0,1,1,"","",""
54,102,8249,1,7,0,0,0,1,1,"","",""
55,103,8250,12,0,0,0,0,1,1,"","",""
56,104,8251,12,2,0,0,0,1,1,"","",""
57,105,8252,12,4,0,0,0,1,1,"","",""
58,106,8253,12,6,0,0,0,1,1,"","",""
59,107,8254,17,0,0,0,0,1,1,"","",""
60,108,8255,17,2,0,0,0,1,1,"","",""
61,109,8256,17,4,0,0,0,1,1,"","",""
62,110,8257,17,6,0,0,0,1,1,"","",""
63,111,8258,17,8,0,0,0,1,1,"","",""
64,112,8681,7,2,0,0,0,1,1,"","",""
65,113,8682,6,8,0,2,4,1,1,"","",""
66,263,8683,6,10,0,1,4,1,1,"","",""
67,114,8683,6,0,0,0,0,"","",66,"",""
68,115,8684,15,6,0,0,0,1,1,"","",""
69,117,8686,17,10,0,0,0,1,1,"","",""
70,118,8687,16,22,0,0,0,1,1,"","",""
71,119,8688,5,0,0,1,3,1,1,"","",""
72,129,8689,16,24,0,0,0,1,1,"","",""
73,121,8690,17,12,0,0,0,1,1,"","",""
74,122,8691,17,14,0,0,0,1,1,"","",""
75,123,8692,8,4,0,0,0,1,1,"","",""
76,124,8693,1,8,0,0,0,1,1,"","",""
77,126,8694,13,16,0,0,0,1,1,"","",""
78,127,8695,13,18,0,0,0,1,1,"","",""
79,128,8696,14,14,0,0,0,1,1,"","",""
80,130,8697,4,2,0,0,0,1,1,"","",""
81,132,8699,14,16,0,0,0,1,1,"","",""
82,133,8700,14,18,0,0,0,1,1,"","",""
83,135,8702,8,6,0,2,3,1,1,"","",""
84,136,8703,15,8,0,0,0,1,1,"","",""
85,137,8704,9,6,0,0,0,1,1,"","",""
86,139,8706,9,8,0,0,0,1,1,"","",""
87,140,8707,7,4,0,0,0,1,1,"","",""
88,141,8708,8,8,0,0,0,1,1,"","",""
89,142,8709,5,1,0,0,0,1,1,"","",""
90,144,8711,9,10,0,0,0,1,1,"","",""
91,145,8712,14,20,0,0,0,1,1,"","",""
92,146,8713,15,10,0,0,0,1,1,"","",""
93,148,8715,15,12,0,0,0,1,1,"","",""
94,149,8716,15,14,0,0,0,1,1,"","",""
95,150,8717,9,12,0,0,0,1,1,"","",""
96,152,8719,3,0,0,0,0,1,1,"","",""
97,154,8720,17,16,0,0,0,1,1,"","",""
98,153,8720,17,0,0,0,0,"","",97,"",""
99,155,8721,15,16,0,0,0,1,1,"","",""
100,156,8722,10,0,0,0,0,1,1,"","",""
101,157,8723,16,26,0,0,0,1,1,"","",""
102,158,8724,17,18,0,0,0,1,1,"","",""
103,159,8725,8,10,0,2,3,1,1,"","",""
104,160,8726,15,18,0,0,0,1,1,"","",""
105,161,8727,15,20,0,0,0,1,1,"","",""
106,162,8728,3,2,0,0,0,1,1,"","",""
107,163,8729,6,12,0,2,4,1,1,"","",""
108,164,8730,17,20,0,0,0,"","","","",""
109,165,9217,7,6,0,0,0,1,1,"","",""
110,166,9218,9,14,0,0,0,1,1,"","",""
111,167,9219,16,28,0,0,0,"","","","",""
112,168,9305,17,22,0,0,0,1,1,"","",""
113,169,9306,4,3,0,0,0,1,1,"","",""
114,172,9309,15,22,0,0,0,1,1,"","",""
115,173,9310,2,5,0,0,0,1,1,"","",""
116,174,9326,17,24,0,0,0,1,1,"","",""
117,176,9338,8,12,0,2,3,1,1,"","",""
118,178,9371,16,30,0,0,0,1,1,"","",""
119,179,9372,3,4,0,0,0,1,1,"","",""
120,180,9373,8,14,0,0,0,1,1,"","",""
121,181,9374,16,32,0,0,0,1,1,"","",""
122,183,9376,17,26,0,0,0,1,1,"","",""
123,184,9377,15,24,0,0,0,1,1,"","",""
124,185,9378,15,26,0,0,0,1,1,"","",""
125,186,9379,14,22,0,0,0,1,1,"","",""
126,187,9380,15,28,0,0,0,1,1,"","",""
127,188,9381,14,24,0,0,0,1,1,"","",""
128,189,9382,10,2,0,0,0,1,1,"","",""
129,190,9383,15,30,0,0,0,1,1,"","",""
130,191,9384,15,32,0,0,0,1,1,"","",""
131,193,9387,13,20,0,0,0,1,1,"","",""
132,194,9388,13,22,0,0,0,1,1,"","",""
133,262,9391,13,24,0,0,0,1,1,"","",""
134,198,9392,13,26,0,0,0,1,1,"","",""
135,200,9394,16,34,0,0,0,1,1,"","",""
136,203,9397,16,36,0,0,0,1,1,"","",""
137,205,9401,6,14,0,1,4,1,1,"","",""
138,206,9402,2,6,0,0,0,1,1,"","",""
139,209,9405,16,38,0,0,0,1,1,"","",""
140,210,9406,3,6,0,0,0,1,1,"","",""
141,213,9409,3,8,0,0,0,1,1,"","",""
142,215,9411,1,9,0,0,0,1,1,"","",""
143,217,9413,2,7,0,0,0,1,1,"","",""
144,218,9414,16,40,0,0,0,1,1,"","",""
145,220,9415,15,34,0,0,0,1,1,"","",""
146,221,9416,15,36,0,0,0,1,1,"","",""
147,222,9417,5,2,0,0,0,1,1,"","",""
148,223,9418,6,16,0,2,3,1,1,"","",""
149,233,9423,2,8,0,0,0,1,1,"","",""
150,234,9424,18,0,0,0,0,1,1,"","",""
151,235,9429,7,8,0,2,3,1,1,"","",""
152,237,9484,18,1,0,0,0,1,1,"","",""
153,239,9486,1,10,0,0,0,1,1,"","",""
154,240,9487,1,11,0,0,0,1,1,"","",""
155,241,9488,1,12,0,0,0,1,1,"","",""
156,242,9489,2,9,0,0,0,1,1,"","",""
157,243,9490,2,10,0,0,0,1,1,"","",""
158,244,9491,2,11,0,0,0,1,1,"","",""
159,245,9492,12,8,0,0,0,1,1,"","",""
160,247,9494,14,26,0,0,0,1,1,"","",""
161,248,9495,8,16,0,0,0,1,1,"","",""
162,250,9497,6,18,0,2,3,1,1,"","",""
163,251,9498,1,13,0,0,0,1,1,"","",""
164,252,9499,8,18,0,2,3,1,1,"","",""
165,253,9500,2,12,0,0,0,1,1,"","",""
166,254,9501,2,13,0,0,0,1,1,"","",""
167,255,9502,0,0,0,0,0,1,1,"","",""
168,257,9503,16,42,0,0,0,1,1,"","",""
169,256,9504,15,38,0,0,0,1,1,"","",""
170,258,7448,14,28,0,0,0,"","","","",""
171,259,9505,9,16,0,0,0,1,1,"","",""
172,261,9517,15,40,0,0,0,1,1,"","",""
173,279,9533,7,10,0,0,0,1,1,"","",""
174,264,9518,15,42,0,0,0,1,1,"","",""
175,266,9519,16,44,0,0,0,1,1,"","",""
176,265,9521,16,46,0,0,0,1,1,"","",""
177,268,9522,14,30,0,0,0,1,1,"","",""
178,269,9523,14,32,0,0,0,1,1,"","",""
179,271,9525,7,12,0,0,0,1,1,"","",""
180,272,9526,8,20,0,0,0,1,1,"","",""
181,281,9536,9,18,0,0,0,1,1,"","",""
182,282,9537,0,1,0,0,0,1,1,"","",""
183,283,9543,1,14,0,0,0,1,1,"","",""
184,285,9553,15,44,0,0,0,1,1,"","",""
185,286,9557,6,20,0,0,0,1,1,"","",""
186,288,9559,3,10,0,0,0,1,1,"","",""
187,289,9560,6,22,0,2,3,1,1,"","",""
188,290,9561,15,46,0,0,0,1,1,"","",""
189,292,9576,2,14,0,0,0,1,1,"","",""
190,293,9577,15,48,0,0,0,1,1,"","",""
191,294,9578,2,15,0,0,0,1,1,"","",""
192,295,9581,7,14,0,2,3,1,1,"","",""
193,296,9579,12,10,0,0,0,1,1,"","",""
194,297,9580,14,34,0,0,0,1,1,"","",""
195,298,9582,2,16,0,0,0,1,1,"","",""
196,299,9583,2,17,0,0,0,1,1,"","",""
197,300,9584,2,18,0,0,0,1,1,"","",""
198,301,9585,2,19,0,0,0,1,1,"","",""
199,302,9590,0,2,0,0,0,1,1,"","",""
200,303,9591,0,3,0,0,0,1,1,"","",""
201,305,9593,16,48,0,0,0,1,1,"","",""
202,306,9586,12,12,0,0,0,1,1,"","",""
203,309,9588,12,14,0,0,0,1,1,"","",""
204,308,9589,15,50,0,0,0,1,1,"","",""
205,321,9616,5,3,0,0,0,1,1,"","",""
206,320,9617,8,22,0,2,3,1,1,"","",""
207,322,9629,13,28,0,0,0,"","","","",""
208,324,9638,18,2,0,0,0,1,1,"","",""
209,326,9642,15,52,0,0,0,1,1,"","",""
210,327,9643,17,28,0,0,0,1,1,"","",""
211,329,9645,17,30,0,0,0,1,1,"","",""
212,333,9649,7,16,0,2,3,1,1,"","",""
213,337,9653,10,4,0,0,0,1,1,"","",""
214,339,9655,4,4,0,0,0,1,1,"","",""
215,340,9656,16,50,0,0,0,1,1,"","",""
216,342,9555,8,24,0,1,4,"","","","",""
217,343,9773,16,52,0,0,0,1,1,"","",""
218,344,9670,13,30,0,0,0,1,1,"","",""
219,345,9672,8,26,0,2,3,1,1,"","",""
220,346,9674,10,6,0,0,0,1,1,"","",""
221,347,9675,13,32,0,0,0,1,1,"","",""
222,348,9676,14,36,0,0,0,1,1,"","",""
223,350,9678,16,54,0,0,0,1,1,"","",""
224,351,9680,2,20,0,0,0,1,1,"","",""
225,353,9682,13,34,0,0,0,1,1,"","",""
226,354,9683,11,2,0,0,0,1,1,"","",""
227,355,9684,11,4,0,0,0,1,1,"","",""
228,356,9688,10,8,0,0,0,1,1,"","",""
229,357,9689,14,38,0,0,0,1,1,"","",""
230,358,9690,12,16,0,0,0,1,1,"","",""
231,359,9691,0,4,0,0,0,1,1,"","",""
232,360,9692,13,36,0,0,0,1,1,"","",""
233,362,9767,15,54,0,0,0,1,1,"","",""
234,363,9768,16,56,0,0,0,1,1,"","",""
235,364,9769,7,18,0,0,0,1,1,"","",""
236,365,9771,15,56,0,0,0,1,1,"","",""
237,366,9772,8,28,0,2,3,1,1,"","",""
238,65,7680,11,6,0,0,0,1,1,"","",""
239,367,9774,5,4,0,0,0,1,1,"","",""
240,368,7267,12,18,0,0,0,"","","","",""
241,370,9786,11,8,0,0,0,1,1,"","",""
242,371,9787,15,58,0,0,0,1,1,"","",""
243,372,9793,11,10,0,0,0,1,1,"","",""
244,373,9796,9,20,0,0,0,1,1,"","",""
245,374,9797,6,24,0,2,3,1,1,"","",""
246,378,9798,14,40,0,0,0,1,1,"","",""
247,379,9800,6,26,0,1,3,1,1,"","",""
248,380,9801,11,12,0,0,0,1,1,"","",""
249,382,9803,0,5,0,0,0,1,1,"","",""
250,383,9804,10,10,0,0,0,1,1,"","",""
251,386,9805,18,3,0,0,0,1,1,"","",""
252,387,9807,17,32,0,0,0,1,1,"","",""
253,388,9806,17,34,0,0,0,1,1,"","",""
254,390,9844,2,21,0,0,0,1,1,"","",""
255,391,9845,4,5,0,0,0,1,1,"","",""
256,392,9901,0,6,0,0,0,1,1,"","",""
257,394,9903,6,28,0,2,3,1,1,"","",""
258,396,10042,14,42,0,0,0,1,1,"","",""
259,397,10043,14,44,0,0,0,1,1,"","",""
260,398,10044,15,60,0,0,0,1,1,"","",""
261,399,10045,5,5,0,0,0,1,1,"","",""
262,400,9641,7,20,0,2,3,1,1,"","",""
263,401,10047,13,38,0,0,0,1,1,"","",""
264,402,10048,13,40,0,0,0,1,1,"","",""
265,403,10049,13,42,0,0,0,1,1,"","",""
266,404,10050,7,22,0,0,0,1,1,"","",""
267,406,10052,6,30,0,0,0,1,1,"","",""
268,407,10053,8,30,0,2,3,1,1,"","",""
269,408,10553,11,14,0,0,0,1,1,"","",""
270,410,10583,2,22,0,0,0,1,1,"","",""
271,412,10556,17,36,0,0,0,1,1,"","",""
272,413,10557,6,32,0,0,0,1,1,"","",""
273,414,10558,17,38,0,0,0,1,1,"","",""
274,418,7231,2,23,0,0,0,"","","","",""
275,420,10560,10,12,0,0,0,1,1,"","",""
276,421,7252,1,15,0,0,0,"","","","",""
277,422,10571,10,14,0,0,0,1,1,"","",""
278,424,10561,10,16,0,0,0,1,1,"","",""
279,425,10573,12,20,0,0,0,1,1,"","",""
280,427,10575,12,22,0,0,0,1,1,"","",""
281,429,10577,2,24,0,0,0,1,1,"","",""
282,430,10578,5,6,0,0,0,1,1,"","",""
283,431,10579,1,16,0,0,0,1,1,"","",""
284,432,10580,17,40,0,0,0,1,1,"","",""
285,433,10581,12,24,0,0,0,1,1,"","",""
286,434,10582,16,58,0,0,0,1,1,"","",""
287,435,10585,11,16,0,0,0,1,1,"","",""
288,436,11099,13,44,0,0,0,1,1,"","",""
289,437,11104,12,26,0,0,0,1,1,"","",""
290,438,11105,2,25,0,0,0,1,1,"","",""
291,439,11106,2,26,0,0,0,"","","","",""
292,440,11107,9,22,0,0,0,1,1,"","",""
293,441,11108,1,17,0,0,0,1,1,"","",""
294,442,11109,2,27,0,0,0,1,1,"","",""
295,443,11110,2,28,0,0,0,1,1,"","",""
296,445,11112,2,29,0,0,0,1,1,"","",""
297,446,11113,15,62,0,0,0,1,1,"","",""
298,447,11114,16,60,0,0,0,1,1,"","",""
299,448,11115,8,32,0,2,3,1,1,"","",""
300,449,11116,0,7,0,0,0,1,1,"","",""
301,450,11127,15,64,0,0,0,1,1,"","",""
302,451,11133,1,18,0,0,0,1,1,"","",""
303,452,11140,16,62,0,0,0,1,1,"","",""
304,453,11141,16,64,0,0,0,1,1,"","",""
305,454,10562,10,18,0,0,0,1,1,"","",""
306,455,11147,13,46,0,0,0,1,1,"","",""
307,464,11154,2,30,0,0,0,1,1,"","",""
308,465,11155,2,31,0,0,0,1,1,"","",""
309,466,11156,12,28,0,0,0,1,1,"","",""
310,467,11157,10,20,0,0,0,1,1,"","",""
311,469,11158,15,66,0,0,0,1,1,"","",""
312,470,11159,4,6,0,0,0,1,1,"","",""
313,471,7716,1,19,0,0,0,1,1,"","",""
314,472,11160,10,22,0,0,0,1,1,"","",""
315,473,11166,7,24,0,2,3,1,1,"","",""
316,474,11161,8,34,0,2,3,1,1,"","",""
317,475,11242,13,48,0,0,0,1,1,"","",""
318,476,11162,8,36,0,2,3,1,1,"","",""
319,477,11163,8,38,0,2,3,1,1,"","",""
320,478,11164,6,34,0,2,3,"","","","",""
321,479,11167,6,36,0,1,3,1,1,"","",""
322,480,11168,13,50,0,0,0,1,1,"","",""
323,481,11169,15,68,0,0,0,1,1,"","",""
324,483,11171,0,8,0,0,0,1,1,"","",""
325,484,11172,3,12,0,0,0,1,1,"","",""
326,485,11173,10,24,0,0,0,1,1,"","",""
327,486,11174,1,20,0,0,0,1,1,"","",""
328,487,11175,1,21,0,0,0,1,1,"","",""
329,488,11176,15,70,0,0,0,1,1,"","",""
330,489,11177,13,52,0,0,0,1,1,"","",""
331,171,9308,18,4,0,0,0,1,1,"","",""
332,177,9370,18,5,0,0,0,1,1,"","",""
333,207,9403,18,6,0,0,0,1,1,"","",""
334,230,9420,18,7,0,0,0,1,1,"","",""
335,409,10554,18,8,0,0,0,1,1,"","",""
336,490,11240,5,7,0,0,0,1,1,"","",""
337,492,11250,7,26,0,0,0,1,1,"","",""
338,936,11251,19,0,0,0,0,1,1,"","",""
339,493,11251,19,0,0,0,0,"","",338,"",""
340,495,11252,19,1,0,0,0,"",1,"","",""
341,496,11253,19,2,0,0,0,1,1,"","",""
342,497,11254,19,3,0,0,0,"","","","",""
343,498,11255,19,4,0,0,0,1,1,"","",""
344,499,11256,19,5,0,0,0,1,1,"","",""
345,502,11258,19,6,0,0,0,"","","","",""
346,501,11259,19,7,0,0,0,"","","","",""
347,503,11260,19,8,0,0,0,"","","","",""
348,504,11261,19,9,0,0,0,1,1,"","",""
349,505,11262,19,10,0,0,0,1,1,"","",""
350,507,11264,19,11,0,0,0,"","","","",""
351,508,11265,19,12,0,0,0,"","","","",""
352,509,11266,19,13,0,0,0,"","","","",""
353,510,11267,19,14,0,0,0,"","","","",""
354,512,11269,19,15,0,0,0,"","","","",""
355,514,11271,19,16,0,0,0,"","","","",""
356,515,11272,19,17,0,0,0,"","","","",""
357,516,11273,19,18,0,0,0,1,1,"","",""
358,518,11274,19,19,0,0,0,"","","","",""
359,520,11276,19,20,0,0,0,1,1,"","",""
360,521,11277,19,21,0,0,0,1,1,"","",""
361,522,11278,19,22,0,0,0,"","","","",""
362,523,11279,19,23,0,0,0,"","","","",""
363,524,11280,19,24,0,0,0,"","","","",""
364,527,11283,19,25,0,0,0,1,1,"","",""
365,528,11284,19,26,0,0,0,1,1,"","",""
366,530,11285,19,27,0,0,0,1,1,"","",""
367,529,11286,19,28,0,0,0,1,1,"","",""
368,531,11287,19,29,0,0,0,"","","","",""
369,532,11288,19,30,0,0,0,1,1,"","",""
370,533,11289,19,31,0,0,0,"","","","",""
371,534,11290,19,32,0,0,0,"","","","",""
372,535,11291,19,33,0,0,0,"","","","",""
373,536,11292,19,34,0,0,0,"","","","",""
374,537,11293,19,35,0,0,0,"","","","",""
375,539,11295,19,36,0,0,0,"","","","",""
376,540,11296,19,37,0,0,0,"","","","",""
377,542,11297,19,38,0,0,0,1,1,"","",""
378,541,11298,19,39,0,0,0,"","","","",""
379,543,11299,19,40,0,0,0,"","","","",""
380,544,11300,19,41,0,0,0,"","","","",""
381,546,11302,19,42,0,0,0,"","","","",""
382,547,11303,19,43,0,0,0,1,1,"","",""
383,548,11304,19,44,0,0,0,"","","","",""
384,550,11306,19,45,0,0,0,"","","","",""
385,551,11307,19,46,0,0,0,1,1,"","",""
386,552,11308,19,47,0,0,0,1,1,"","",""
387,553,11309,19,48,0,0,0,1,1,"","",""
388,554,11310,2,32,0,0,0,1,1,"","",""
389,555,11311,19,49,0,0,0,"","","","",""
390,556,11312,19,50,0,0,0,"","","","",""
391,557,11313,19,51,0,0,0,"","","","",""
392,558,11314,19,52,0,0,0,1,1,"","",""
393,559,11315,19,53,0,0,0,1,1,"","",""
394,560,11316,19,54,0,0,0,"","","","",""
395,561,11317,19,55,0,0,0,"","","","",""
396,562,11318,19,56,0,0,0,1,1,"","",""
397,563,11321,19,57,0,0,0,"","","","",""
398,564,11322,15,72,0,0,0,1,1,"","",""
399,565,11323,4,7,0,0,0,1,1,"","",""
400,566,11324,4,8,0,0,0,1,1,"","",""
401,568,11326,5,8,0,0,0,1,1,"","",""
402,569,11327,10,26,0,0,0,1,1,"","",""
403,570,11328,3,14,0,0,0,1,1,"","",""
404,571,11329,17,42,0,0,0,1,1,"","",""
405,572,11330,7,28,0,2,3,1,1,"","",""
406,573,11331,7,30,0,2,3,1,1,"","",""
407,574,11332,6,38,0,1,3,1,1,"","",""
408,575,11333,6,40,0,2,3,1,1,"","",""
409,576,11334,8,40,0,2,3,1,1,"","",""
410,577,11335,8,42,0,2,3,1,1,"","",""
411,578,11336,8,44,0,2,3,1,1,"","",""
412,579,11337,10,28,0,0,0,1,1,"","",""
413,580,11373,2,33,0,0,0,1,1,"","",""
414,581,11374,2,34,0,0,0,1,1,"","",""
415,582,11375,2,35,0,0,0,1,1,"","",""
416,583,11376,17,44,0,0,0,1,1,"","",""
417,584,11377,17,46,0,0,0,1,1,"","",""
418,585,11378,17,48,0,0,0,1,1,"","",""
419,586,11232,17,50,0,2,3,"","","","",""
420,587,11782,14,46,0,0,0,1,1,"","",""
421,588,11783,14,48,0,0,0,1,1,"","",""
422,589,11784,14,50,0,0,0,1,1,"","",""
423,590,11785,17,52,0,0,0,1,1,"","",""
424,591,11786,8,46,0,0,0,1,1,"","",""
425,592,11787,16,66,0,0,0,1,1,"","",""
426,593,11788,16,68,0,0,0,1,1,"","",""
427,594,11789,2,36,0,0,0,1,1,"","",""
428,597,11794,3,16,0,0,0,1,1,"","",""
429,599,11803,14,52,0,0,0,1,1,"","",""
430,600,11804,17,54,0,0,0,1,1,"","",""
431,601,11805,2,37,0,0,0,1,1,"","",""
432,602,11806,0,9,0,0,0,1,1,"","",""
433,603,11807,1,22,0,0,0,1,1,"","",""
434,604,11808,19,58,0,0,0,"","","","",""
435,605,11809,19,59,0,0,0,"","","","",""
436,606,11810,19,60,0,0,0,"","","","",""
437,607,11811,19,61,0,0,0,"","","","",""
438,608,11812,19,62,0,0,0,"","","","",""
439,609,10563,10,30,0,0,0,1,1,"","",""
440,610,10555,18,9,0,0,0,1,1,"","",""
441,611,11836,12,30,0,0,0,1,1,"","",""
442,612,11837,12,32,0,0,0,1,1,"","",""
443,613,11838,12,34,0,0,0,1,1,"","",""
444,614,11839,1,23,0,0,0,1,1,"","",""
445,615,11846,7,32,0,0,0,1,1,"","",""
446,616,11847,0,10,0,0,0,1,1,"","",""
447,617,11848,17,56,0,0,0,1,1,"","",""
448,618,11849,14,54,0,0,0,1,1,"","",""
449,619,11850,19,63,0,0,0,1,1,"","",""
450,621,11852,9,24,0,0,0,1,1,"","",""
451,622,11853,13,54,0,0,0,1,1,"","",""
452,623,11854,0,11,0,0,0,1,1,"","",""
453,624,11855,19,64,0,0,0,"","","","",""
454,625,11856,19,65,0,0,0,"","","","",""
455,626,11857,19,66,0,0,0,"","","","",""
456,627,11858,19,67,0,0,0,"","","","",""
457,628,11859,10,32,0,0,0,1,1,"","",""
458,634,11860,5,9,0,0,0,1,1,"","",""
459,635,11861,13,56,0,0,0,1,1,"","",""
460,636,11862,8,48,0,2,3,"","","","",""
461,637,11863,19,68,0,0,0,"","","","",""
462,638,11867,6,42,0,1,4,"","","","",""
463,639,11868,3,18,0,0,0,"","","","",""
464,640,11869,1,24,0,0,0,1,1,"","",""
465,641,11870,6,44,0,2,4,1,1,"","",""
466,642,11872,19,69,0,0,0,1,1,"","",""
467,643,11873,19,70,0,0,0,"","","","",""
468,644,11874,19,71,0,0,0,"","","","",""
469,645,11875,19,72,0,0,0,"","","","",""
470,646,11891,9,26,0,0,0,1,1,"","",""
471,648,11876,5,10,0,0,0,1,1,"","",""
472,649,11877,5,11,0,0,0,1,1,"","",""
473,651,11879,8,50,0,2,3,1,1,"","",""
474,652,11880,8,52,0,2,3,1,1,"","",""
475,654,11882,12,36,0,0,0,1,1,"","",""
476,655,11893,1,25,0,0,0,1,1,"","",""
477,656,11896,2,38,0,0,0,1,1,"","",""
478,657,11898,1,26,0,0,0,1,1,"","",""
479,658,11900,1,27,0,0,0,1,1,"","",""
480,659,11901,1,28,0,0,0,1,1,"","",""
481,660,11902,1,29,0,0,0,1,1,"","",""
482,661,11903,1,30,0,0,0,1,1,"","",""
483,662,11904,2,39,0,0,0,1,1,"","",""
484,663,11905,7,34,0,2,3,1,1,"","",""
485,664,11906,6,46,0,2,3,1,1,"","",""
486,665,11907,11,18,0,0,0,1,1,"","",""
487,666,11908,18,10,0,0,0,1,1,"","",""
488,669,11319,15,74,0,0,0,"","","","",""
489,670,11935,0,12,0,0,0,1,1,"","",""
490,672,11936,7,36,0,0,0,1,1,"","",""
491,671,11937,17,58,0,0,0,1,1,"","",""
492,675,11883,12,38,0,0,0,1,1,"","",""
493,667,11910,1,31,0,0,0,1,1,"","",""
494,677,11922,3,20,0,0,0,1,1,"","",""
495,679,11924,10,34,0,0,0,1,1,"","",""
496,686,11938,8,54,0,0,0,1,1,"","",""
497,688,11940,4,9,0,0,0,1,1,"","",""
498,689,11941,8,56,0,2,3,1,1,"","",""
499,690,11942,8,58,0,2,3,1,1,"","",""
500,692,11944,6,48,0,2,3,1,1,"","",""
501,694,11946,6,50,0,1,4,1,1,"","",""
502,695,11947,5,12,0,0,0,1,1,"","",""
503,696,11948,8,60,0,1,4,"","","","",""
504,697,11949,0,13,0,0,0,1,1,"","",""
505,699,11951,15,76,0,0,0,1,1,"","",""
506,700,11952,8,62,0,2,3,1,1,"","",""
507,701,11953,6,52,0,2,3,1,1,"","",""
508,702,11954,15,78,0,0,0,"","","","",""
509,703,11955,14,56,0,0,0,1,1,"","",""
510,704,11956,15,80,0,0,0,1,1,"","",""
511,705,11957,0,14,0,0,0,1,1,"","",""
512,707,11961,3,22,0,0,0,1,1,"","",""
513,708,11962,19,73,0,0,0,"","","","",""
514,710,11964,17,60,0,0,0,"","","","",""
515,711,11965,19,74,0,0,0,"","","","",""
516,712,11966,9,28,0,0,0,1,1,"","",""
517,713,11967,19,75,0,0,0,"","","","",""
518,714,11968,19,76,0,0,0,"","","","",""
519,716,11970,16,70,0,0,0,1,1,"","",""
520,717,11971,19,77,0,0,0,1,1,"","",""
521,718,11972,19,78,0,0,0,1,1,"","",""
522,719,11973,19,79,0,0,0,1,1,"","",""
523,720,11974,19,80,0,0,0,1,1,"","",""
524,721,11975,17,62,0,0,0,1,1,"","",""
525,723,11977,18,11,0,0,0,"","","","",""
526,724,11978,6,54,0,2,3,1,1,"","",""
527,728,12108,14,58,0,0,0,1,1,"","",""
528,731,12111,15,82,0,0,0,1,1,"","",""
529,732,12112,19,81,0,0,0,1,1,"","",""
530,732,12113,19,82,0,0,0,1,1,"","",""
531,732,12114,19,83,0,0,0,1,1,"","",""
532,733,12115,12,40,0,0,0,1,1,"","",""
533,734,12116,16,72,0,0,0,1,1,"","",""
534,735,12117,1,32,0,0,0,1,1,"","",""
