"rownum","MonsterVarietiesKey","BestiaryGroupsKey","rid","bool","string","string","rid","rid","bool","i32","i32","bool","i32","bool"
61,447,5,16,"","","","",6,"",-16843010,-16843010,"",1344,1
62,452,5,16,"","","","",6,"",-16843010,-16843010,"",1344,1
63,455,5,16,"","","","",6,"",-16843010,-16843010,1,1344,""
64,458,5,16,"","","","",6,"",-16843010,-16843010,1,1344,""
65,461,5,16,"","","","",6,"",-16843010,-16843010,"",1344,1
66,462,5,16,"","","","",6,"",65,0,"",1344,1
67,463,10,31,"","","","",7,"",-16843010,-16843010,"",1344,1
68,469,10,31,"","","","",7,"",-16843010,-16843010,1,1344,""
69,471,10,31,"","","","",7,"",-16843010,-16843010,"",1344,1
70,472,10,31,"","","","",7,"",-16843010,-16843010,"",1344,1
71,473,10,31,"","","","",7,"",-16843010,-16843010,"",1344,1
72,474,10,31,"","","","",7,"",-16843010,-16843010,1,1344,""
73,475,10,31,"","","","",7,"",72,0,1,1344,""
74,476,10,31,"","","",473,7,"",71,0,"",1344,1
75,477,10,31,"","","","",7,"",-16843010,-16843010,1,1344,""
76,478,10,31,"","","","",7,"",-16843010,-16843010,1,1344,""
77,480,10,31,"","","","",7,"",76,0,"",1344,1
78,483,10,31,"","","","",7,"",71,0,1,1344,""
79,484,10,31,"","","","",7,"",71,0,"",1344,1
80,491,10,31,"","","",463,7,"",67,0,"",1344,1
81,494,9,29,"","","","",8,"",-16843010,-16843010,1,1344,""
82,495,9,29,"","","","",8,"",81,0,"",1344,1
83,500,9,29,"","","","",8,"",-16843010,-16843010,"",1344,1
84,501,9,29,"","","","",8,"",-16843010,-16843010,"",1344,1
85,502,9,29,"","","","",8,"",-16843010,-16843010,"",1344,1
86,503,9,29,"","","","",8,"",-16843010,-16843010,"",1344,1
87,507,9,29,"","","","",8,"",-16843010,-16843010,"",1344,1
88,508,9,29,"","","","",8,"",-16843010,-16843010,"",1344,1
89,510,9,29,"","","","",8,"",87,0,"",1344,1
90,512,10,32,"","","","",9,"",-16843010,-16843010,1,1344,1
91,513,10,32,"","","","",9,"",-16843010,-16843010,1,1344,1
92,514,10,32,"","","","",9,"",-16843010,-16843010,1,1344,1
93,515,10,32,"","","","",9,"",-16843010,-16843010,1,1344,1
94,516,10,32,"","","","",9,"",-16843010,-16843010,1,1344,""
95,517,10,32,"","","","",9,"",94,0,"",1344,1
96,519,10,32,"","","","",9,"",-16843010,-16843010,1,1344,1
97,520,10,32,"","","","",9,"",-16843010,-16843010,1,1344,""
98,892,6,18,"","","","",10,"",-16843010,-16843010,"",1344,1
99,893,6,18,"","","","",10,"",-16843010,-16843010,"",1344,1
100,894,6,18,"","","","",10,"",99,0,"",1344,1
101,902,6,18,"","","","",10,"",-16843010,-16843010,"",1344,1
102,904,6,18,"","","","",10,"",-16843010,-16843010,1,1344,""
103,906,6,18,"","","","",10,"",-16843010,-16843010,"",1344,1
104,907,6,18,"","","","",10,"",103,0,"",1344,1
105,909,6,18,"","","","",10,"",-16843010,-16843010,"",1344,1
106,911,6,18,"","","","",10,"",-16843010,-16843010,"",1344,1
107,915,9,29,"","","","",11,"",-16843010,-16843010,"",1344,1
108,916,9,29,"","","","",11,"",-16843010,-16843010,1,1344,""
109,918,9,29,"","","","",11,"",-16843010,-16843010,1,1344,""
110,919,9,29,"","","","",11,"",-16843010,-16843010,1,1344,""
111,935,9,29,"","","",919,11,"",110,0,1,1344,""
112,939,9,29,"","","","",11,"",-16843010,-16843010,1,1344,""
113,942,9,29,"","","","",11,"",-16843010,-16843010,"",1344,1
114,943,9,29,"","","","",11,"",-16843010,-16843010,"",1344,1
115,952,8,26,"","","",955,12,"",-16843010,-16843010,"",1344,1
116,961,8,26,"","","","",12,"",-16843010,-16843010,"",1344,1
117,962,8,26,"","","","",12,"",-16843010,-16843010,"",1344,1
118,963,8,26,"","","","",12,"",-16843010,-16843010,1,1344,""
119,966,8,26,"","","","",12,"",-16843010,-16843010,"",1344,1
120,967,8,26,"","","","",12,"",121,0,"",1344,1
121,968,8,26,"","","","",12,"",-16843010,-16843010,"",1344,1
122,969,8,26,"","","","",12,"",121,0,"",1344,1
123,970,8,26,"","","","",12,"",121,0,"",1344,1
124,971,8,26,"","","","",12,"",-16843010,-16843010,"",1344,1
125,972,8,26,"","","","",12,"",-16843010,-16843010,"",1344,1
126,975,8,26,"","","","",12,"",396,0,"",1344,1
127,977,8,26,"","","","",12,"",-16843010,-16843010,"",1344,1
128,979,8,26,"","","","",12,"",-16843010,-16843010,"",1344,1
129,980,8,26,"","","","",12,"",-16843010,-16843010,"",1344,1
130,981,8,26,"","","","",12,"",-16843010,-16843010,"",1344,1
131,982,8,26,"","","","",12,"",-16843010,-16843010,"",1344,1
132,983,8,26,"","","","",12,"",-16843010,-16843010,"",1344,1
133,984,8,26,"","","","",12,"",-16843010,-16843010,"",1344,1
134,986,8,26,"","","","",12,"",-16843010,-16843010,1,1344,""
135,988,8,26,"","","","",12,"",134,0,"",1344,1
136,997,8,26,"","","","",12,"",-16843010,-16843010,1,1344,""
137,998,8,26,"","","","",12,"",136,0,"",1344,1
138,999,8,26,"","","","",12,"",-16843010,-16843010,1,1344,""
139,1000,8,26,"","","","",12,"",-16843010,-16843010,1,1344,""
140,1001,8,26,"","","","",12,"",-16843010,-16843010,"",1344,1
141,1002,8,26,"","","","",12,"",140,0,"",1344,1
142,1491,11,35,"","","","",13,"",-16843010,-16843010,"",1344,1
143,1493,11,35,"","","","",13,"",-16843010,-16843010,"",1344,1
144,1499,11,35,"","","","",13,"",-16843010,-16843010,"",1344,1
145,1500,11,35,"","","","",13,"",144,0,"",1344,1
146,1504,6,20,"","","","",14,"",-16843010,-16843010,"",1344,1
147,1505,6,20,"","","","",14,"",146,0,"",1344,1
148,1507,6,20,"","","","",14,"",-16843010,-16843010,"",1344,1
149,1508,6,20,"","","","",14,"",-16843010,-16843010,"",1344,1
150,1509,6,20,"","","","",14,"",-16843010,-16843010,"",1344,1
151,1519,11,36,"","","","",40,"",-16843010,-16843010,"",1344,1
152,1521,11,36,"","","","",40,"",151,0,"",1344,1
153,1522,11,36,"","","","",40,"",-16843010,-16843010,"",1344,1
154,1523,11,36,"","","","",40,"",-16843010,-16843010,"",1344,1
155,1525,11,36,"","","","",40,"",-16843010,-16843010,"",1344,1
156,1526,11,36,"","","","",40,"",151,0,"",1344,1
157,1558,7,21,"","","","",15,"",-16843010,-16843010,"",1344,1
158,1566,7,21,"","","","",16,"",-16843010,-16843010,1,1344,1
159,1568,7,21,"","","","",16,"",-16843010,-16843010,"",1344,1
160,1569,7,21,"","","","",16,"",159,0,"",1344,1
161,1570,7,21,"","","","",16,"",-16843010,-16843010,"",1344,1
162,1573,7,21,"","","","",16,"",-16843010,-16843010,"",1344,1
163,1574,7,21,"","","","",16,"",162,0,"",1344,1
164,1581,5,14,"","","","",17,"",-16843010,-16843010,"",1344,1
165,1584,5,14,"","","","",17,"",-16843010,-16843010,1,1344,""
166,1587,5,14,"","","","",17,"",-16843010,-16843010,"",1344,1
167,1643,10,31,"","","","",7,"",168,0,1,1344,""
168,1644,10,31,"","","","",7,"",-16843010,-16843010,"",1344,1
169,1645,10,31,"","","","",7,"",-16843010,-16843010,"",1344,1
170,1666,6,19,"","","","",10,"",-16843010,-16843010,"",1344,1
171,1668,6,19,"","","","",10,"",-16843010,-16843010,"",1344,1
172,1669,6,19,"","","","",10,"",-16843010,-16843010,"",1344,1
173,1670,6,19,"","","","",10,"",-16843010,-16843010,"",1344,1
174,1673,4,13,"","","","",18,"",-16843010,-16843010,"",1344,1
175,1675,4,13,"","","","",18,"",174,0,"",1344,1
176,1680,4,13,"","","","",18,"",-16843010,-16843010,"",1344,1
177,1684,4,13,"","","","",18,"",-16843010,-16843010,"",1344,1
178,1686,4,13,"","","","",18,"",177,0,"",1344,1
179,1688,4,13,"","","","",18,"",174,0,"",1344,1
180,2717,8,23,"","","","",19,"",-16843010,-16843010,"",1344,1
181,2722,8,23,"","","","",19,"",180,0,"",1344,1
182,2723,8,23,"","","",2717,19,"",180,0,"",1344,1
183,2726,8,23,"","","",2717,19,"",180,0,"",1344,1
184,2730,8,23,"","","",2722,19,"",180,0,"",1344,1
185,3131,9,30,"","","","",20,"",-16843010,-16843010,"",1344,1
186,3132,9,30,"","","","",20,"",-16843010,-16843010,1,1344,""
187,3133,9,30,"","","","",20,"",-16843010,-16843010,"",1344,1
188,3134,9,30,"","","","",20,"",-16843010,-16843010,"",1344,1
189,3183,3,11,"","","",3185,21,"",-16843010,-16843010,"",1344,1
190,3185,3,11,"","","","",21,"",189,0,"",1344,1
191,3188,3,11,"","","",3190,21,"",-16843010,-16843010,"",1344,1
192,3190,3,11,"","","","",21,"",191,0,"",1344,1
193,3191,3,11,"","","",3195,21,"",-16843010,-16843010,"",1344,1
194,3193,3,11,"","","",3200,21,"",193,0,"",1344,1
195,3195,3,11,"","","","",21,"",193,0,"",1344,1
196,3200,3,11,"","","","",21,"",193,0,"",1344,1
197,3201,3,11,"","","",3203,21,"",-16843010,-16843010,"",1344,1
198,3203,3,11,"","","","",21,"",197,0,"",1344,1
199,3204,3,11,"","","",3208,21,"",-16843010,-16843010,"",1344,1
200,3206,3,11,"","","",3210,21,"",199,0,"",1344,1
201,3208,3,11,"","","","",21,"",199,0,"",1344,1
202,3210,3,11,"","","","",21,"",199,0,"",1344,1
203,3213,3,11,"","","","",21,"",189,0,"",1344,1
204,3217,3,11,"","","",3213,21,"",189,0,"",1344,1
205,3881,5,15,"","","","",22,"",-16843010,-16843010,"",1344,1
206,3883,5,15,"","","","",22,"",-16843010,-16843010,"",1344,1
207,3884,5,15,"","","","",22,"",-16843010,-16843010,"",1344,1
208,3885,5,15,"","","","",22,"",205,0,"",1344,1
209,3886,5,15,"","","","",22,"",-16843010,-16843010,"",1344,1
210,3980,7,22,"","","","",23,"",-16843010,-16843010,"",1344,1
211,3981,7,22,"","","","",23,"",210,0,"",1344,1
212,3986,7,22,"","","","",23,"",-16843010,-16843010,"",1344,1
213,3987,7,22,"","","","",23,"",-16843010,-16843010,"",1344,1
214,3988,7,22,"","","","",23,"",-16843010,-16843010,"",1344,1
215,3989,7,22,"","","","",23,"",-16843010,-16843010,"",1344,1
216,3990,7,22,"","","","",23,"",-16843010,-16843010,"",1344,1
217,4108,2,8,"","","","",24,"",-16843010,-16843010,"",1344,1
218,4109,2,8,"","","","",24,"",-16843010,-16843010,"",1344,1
219,4147,2,9,"","","","",25,"",-16843010,-16843010,"",1344,1
220,4149,2,9,"","","","",25,"",-16843010,-16843010,"",1344,1
221,4159,5,42,"","","","",26,"",-16843010,-16843010,"",1344,1
222,4161,5,42,"","","","",26,"",-16843010,-16843010,1,1344,""
223,4162,5,42,"","","","",26,"",-16843010,-16843010,"",1344,1
224,4173,5,42,"","","","",26,"",-16843010,-16843010,"",1344,1
225,4190,4,12,"","","","",27,"",-16843010,-16843010,"",1344,1
226,4191,4,12,"","","","",27,"",-16843010,-16843010,"",1344,1
227,4192,4,12,"","","","",27,"",-16843010,-16843010,"",1344,1
228,4358,10,33,"","","","",30,"",230,0,"",1344,1
229,4361,10,33,"","","","",30,"",233,0,"",1344,1
230,4363,10,33,"","","","",30,"",-16843010,-16843010,"",1344,1
231,4365,10,33,"","","","",30,"",-16843010,-16843010,"",1344,1
232,4366,10,33,"","","","",30,"",-16843010,-16843010,"",1344,1
233,4368,10,33,"","","","",30,"",-16843010,-16843010,"",1344,1
234,4370,10,33,"","","","",30,"",230,0,"",1344,1
235,4371,10,33,"","","","",30,"",231,0,"",1344,1
236,4372,10,33,"","","","",30,"",232,0,"",1344,1
237,4374,10,33,"","","","",30,"",233,0,"",1344,1
238,4375,10,33,"","","","",30,"",230,0,"",1344,1
239,4378,10,33,"","","","",30,"",240,0,"",1344,1
240,4379,10,33,"","","","",30,"",-16843010,-16843010,"",1344,1
241,4380,10,33,"","","","",30,"",240,0,"",1344,1
242,6235,10,33,"","","","",30,"",-16843010,-16843010,1,1344,""
243,4940,7,41,"","","","",29,"",-16843010,-16843010,"",1344,1
244,4941,7,41,"","","","",29,"",-16843010,-16843010,"",1344,1
245,4942,7,41,"","","","",29,"",244,0,"",1344,1
246,4948,7,41,"","","","",29,"",-16843010,-16843010,1,1344,""
247,4951,7,41,"","","","",29,"",-16843010,-16843010,"",1344,1
248,4955,7,41,"","","","",29,"",-16843010,-16843010,"",1344,1
249,4960,7,41,"","","","",29,"",-16843010,-16843010,"",1344,1
250,5009,2,43,"","","","",31,"",-16843010,-16843010,"",1344,1
251,5010,2,43,"","","",5009,31,"",250,0,1,1344,""
252,5533,8,24,"","","","",12,"",-16843010,-16843010,"",1344,1
253,5534,8,24,"","","","",12,"",-16843010,-16843010,1,1344,""
254,5536,8,24,"","","","",12,"",252,0,"",1344,1
255,5538,8,24,"","","","",12,"",-16843010,-16843010,1,1344,""
256,5545,8,25,"","","","",33,"",-16843010,-16843010,"",1344,1
257,5547,8,25,"","","","",33,"",-16843010,-16843010,"",1344,1
258,5821,10,34,"","","","",32,"",-16843010,-16843010,"",1344,1
259,5336,10,34,"","","","",32,"",-16843010,-16843010,"",1344,1
260,5908,5,17,"","","","",34,"",-16843010,-16843010,"",1344,1
261,5910,5,17,"","","","",34,"",-16843010,-16843010,"",1344,1
262,5911,5,17,"","","","",34,"",-16843010,-16843010,"",1344,1
263,5912,5,17,"","","","",34,"",-16843010,-16843010,"",1344,1
264,5949,8,27,"","","","",35,"",-16843010,-16843010,"",1344,1
265,5952,8,27,"","","","",35,"",-16843010,-16843010,"",1344,1
266,5953,8,27,"","","","",35,"",-16843010,-16843010,"",1344,1
267,5956,8,27,"","","","",35,"",-16843010,-16843010,"",1344,1
268,4963,9,28,"","","","",39,"",-16843010,-16843010,"",1344,1
269,4964,9,28,"","","","",39,"",-16843010,-16843010,"",1344,1
270,6059,0,3,"","","","",36,"",-16843010,-16843010,"",1344,1
271,6301,5,16,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/RhoaBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/RhoaBestiaryBoss","",6,"",-16843010,-16843010,"",1344,""
272,6341,0,0,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Tiger","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Tiger","",37,"",-16843010,-16843010,"",1344,""
273,6329,0,1,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Hellion1","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Hellion1","",3,"",-16843010,-16843010,"",1344,""
274,6331,0,2,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Hellion2","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Hellion2","",3,"",-16843010,-16843010,"",1344,""
275,6336,0,3,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Lynx","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Lynx","",36,"",-16843010,-16843010,"",1344,""
276,6412,1,4,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/BloodChieftain","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/BloodChieftain","",28,"",-16843010,-16843010,"",1344,""
277,6415,1,5,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/BloodMonkeyBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/BloodMonkeyBestiaryBoss","",5,"",-16843010,-16843010,"",1344,""
278,6418,1,6,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/GoatmanBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/GoatmanBestiaryBoss","",1,"",-16843010,-16843010,"",1344,""
279,6349,2,7,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Wolf","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Wolf","",4,"",-16843010,-16843010,"",1344,""
280,6422,2,8,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/HoundBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/HoundBestiaryBoss","",24,"",-16843010,-16843010,"",1344,""
281,6425,2,9,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/PitbullBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/PitbullBestiaryBoss","",25,"",-16843010,-16843010,"",1344,""
282,6431,3,10,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/CaveBeast","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/CaveBeast","",0,"",-16843010,-16843010,"",1344,""
283,6434,3,11,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/DropBearBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/DropBearBestiaryBoss","",21,"",-16843010,-16843010,"",1344,""
284,6392,4,12,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/BullBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/BullBestiaryBoss","",27,"",-16843010,-16843010,"",1344,""
285,6387,4,13,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SpikerBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SpikerBestiaryBoss","",18,"",-16843010,-16843010,"",1344,""
286,6307,5,14,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Kiweth","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Kiweth","",17,"",-16843010,-16843010,"",1344,""
287,6304,5,15,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/VultureBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/VultureBestiaryBoss","",22,"",-16843010,-16843010,"",1344,""
288,6294,5,17,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/MarakethBird","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/MarakethBird","",34,"",-16843010,-16843010,"",1344,""
289,6313,6,18,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Snake1","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Snake1","",10,"",-16843010,-16843010,"",1344,""
290,6320,6,19,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Snake2","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Snake2","",10,"",-16843010,-16843010,"",1344,""
291,6323,6,20,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/IguanaBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/IguanaBestiaryBoss","",14,"",-16843010,-16843010,"",1344,""
292,6356,7,21,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/InsectSpawner","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/InsectSpawner","",15,"",-16843010,-16843010,"",1344,""
293,6359,7,22,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SandLeaper","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SandLeaper","",23,"",-16843010,-16843010,"",1344,""
294,6363,8,23,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/RootSpiderBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/RootSpiderBestiaryBoss","",19,"",-16843010,-16843010,"",1344,""
295,6372,8,24,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/PlagueSpider","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/PlagueSpider","",12,"",-16843010,-16843010,"",1344,""
296,6377,8,25,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/PlatedSpider","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/PlatedSpider","",33,"",-16843010,-16843010,"",1344,""
297,6384,8,26,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/ScaleSpider","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/ScaleSpider","",12,"",-16843010,-16843010,"",1344,""
298,6368,8,27,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Scorpion","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Scorpion","",35,"",-16843010,-16843010,"",1344,""
299,6456,9,28,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/ParasiticSquid","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/ParasiticSquid","",39,"",-16843010,-16843010,"",1344,""
300,6460,9,29,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SeawitchSpawnBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SeawitchSpawnBestiaryBoss","",8,"",-16843010,-16843010,"",1344,""
301,6464,9,30,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Squid","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Squid","",20,"",-16843010,-16843010,"",1344,""
302,6437,10,31,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SandSpitter","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SandSpitter","",7,"",-16843010,-16843010,"",1344,""
303,6440,10,32,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/ShieldCrab","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/ShieldCrab","",9,"",-16843010,-16843010,"",1344,""
304,6443,10,33,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/CrabParasite","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/CrabParasite","",30,"",-16843010,-16843010,"",1344,""
305,6446,10,34,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/CrabSpider","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/CrabSpider","",38,"",-16843010,-16843010,"",1344,""
306,6449,11,35,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Frog","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Frog","",13,"",-16843010,-16843010,"",1344,""
307,6452,11,36,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/GemFrog","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/GemFrog","",40,"",-16843010,-16843010,"",1344,""
308,6346,0,37,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SpiritBoss_Tiger","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SpiritBoss_Tiger",6347,37,1,-16843010,-16843010,"",498,""
309,6299,5,38,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SpiritBoss_Rex","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SpiritBoss_Rhex",6300,34,1,-16843010,-16843010,"",497,""
310,6381,8,39,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SpiritBoss_Scorpion","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SpiritBoss_Scorpion",6383,33,1,-16843010,-16843010,"",496,""
311,6354,10,40,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SpiritBoss_Crab","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SpiritBoss_Crab",6355,32,1,-16843010,-16843010,"",499,""
312,444,5,16,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/OozebackBloom","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/OozebackBloom","",6,1,-16843010,-16843010,1,1344,""
313,504,9,29,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/BroodPrincess","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/BroodPrincess","",8,1,-16843010,-16843010,1,1344,""
