"rownum","Id","HeistAreasKey","i32","i32","DGRFile","i32","i32","bool","i32","i32","i32"
33,"Bunker_Wildgrowth2",0,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Wildgrowth/Graphs/_wildgrowth_bunker_2.dgr",7,3,1,2,3,3
34,"Bunker_Wildgrowth3",0,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Wildgrowth/Graphs/_wildgrowth_bunker_3.dgr",7,3,1,3,3,3
35,"Bunker_Wildgrowth4",0,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Wildgrowth/Graphs/_wildgrowth_bunker_4.dgr",7,3,1,4,3,3
36,"Thaumaturgy_Arcade1",2,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Arcade/Graphs/_arcade_dungeon_1.dgr",7,1,1,1,3,3
37,"Thaumaturgy_Arcade2",2,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Arcade/Graphs/_arcade_dungeon_2.dgr",7,1,1,2,3,3
38,"Thaumaturgy_Arcade3",2,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Arcade/Graphs/_arcade_dungeon_3.dgr",7,1,1,3,3,3
39,"Thaumaturgy_Arcade4",2,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Arcade/Graphs/_arcade_dungeon_4.dgr",7,1,1,4,3,3
40,"Thaumaturgy_Canals1",2,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Canals/Graphs/_canals_dungeon_1.dgr",7,3,1,1,3,3
41,"Thaumaturgy_Canals2",2,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Canals/Graphs/_canals_dungeon_2.dgr",7,3,1,2,3,3
42,"Thaumaturgy_Canals3",2,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Canals/Graphs/_canals_dungeon_3.dgr",7,3,1,3,3,3
43,"Thaumaturgy_Canals4",2,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Canals/Graphs/_canals_dungeon_4.dgr",7,3,1,4,3,3
44,"Thaumaturgy_Cellar1",2,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Cellar/Graphs/_cellar_dungeon_1.dgr",7,3,1,1,3,3
45,"Thaumaturgy_Cellar2",2,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Cellar/Graphs/_cellar_dungeon_2.dgr",7,3,1,2,3,3
46,"Thaumaturgy_Cellar3",2,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Cellar/Graphs/_cellar_dungeon_3.dgr",7,3,1,3,3,3
47,"Thaumaturgy_Cellar4",2,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Cellar/Graphs/_cellar_dungeon_4.dgr",7,3,1,4,3,3
48,"Thaumaturgy_Fungal1",2,0,100,"Metadata/Terrain/Leagues/Heist/Intros/FungalCavern/Graphs/_fungal_dungeon_1.dgr",7,3,1,1,2,1
49,"Thaumaturgy_Fungal2",2,0,100,"Metadata/Terrain/Leagues/Heist/Intros/FungalCavern/Graphs/_fungal_dungeon_2.dgr",7,3,1,2,2,2
50,"Thaumaturgy_Fungal3",2,0,100,"Metadata/Terrain/Leagues/Heist/Intros/FungalCavern/Graphs/_fungal_dungeon_3.dgr",7,3,1,3,2,3
51,"Thaumaturgy_Fungal4",2,0,100,"Metadata/Terrain/Leagues/Heist/Intros/FungalCavern/Graphs/_fungal_dungeon_4.dgr",7,3,1,4,3,3
52,"Thaumaturgy_Ossuary1",2,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Ossuary/Graphs/_ossuary_dungeon_1.dgr",7,3,1,1,3,2
53,"Thaumaturgy_Ossuary2",2,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Ossuary/Graphs/_ossuary_dungeon_2.dgr",7,3,1,2,3,2
54,"Thaumaturgy_Ossuary3",2,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Ossuary/Graphs/_ossuary_dungeon_3.dgr",7,3,1,3,3,2
55,"Thaumaturgy_Ossuary4",2,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Ossuary/Graphs/_ossuary_dungeon_4.dgr",7,3,1,4,3,2
56,"Thaumaturgy_Park1",2,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Park/Graphs/_park_dungeon_1.dgr",7,3,1,1,5,4
57,"Thaumaturgy_Park2",2,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Park/Graphs/_park_dungeon_2.dgr",7,3,1,2,5,4
58,"Thaumaturgy_Park3",2,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Park/Graphs/_park_dungeon_3.dgr",7,3,1,3,5,4
59,"Thaumaturgy_Park4",2,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Park/Graphs/_park_dungeon_4.dgr",7,3,1,4,5,4
60,"Thaumaturgy_Sanctum1",2,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Sanctum/Graphs/_sanctum_dungeon_1.dgr",7,3,1,1,3,2
61,"Thaumaturgy_Sanctum2",2,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Sanctum/Graphs/_sanctum_dungeon_2.dgr",7,3,1,2,3,2
62,"Thaumaturgy_Sanctum3",2,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Sanctum/Graphs/_sanctum_dungeon_3.dgr",7,3,1,3,3,2
63,"Thaumaturgy_Sanctum4",2,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Sanctum/Graphs/_sanctum_dungeon_4.dgr",7,3,1,4,3,2
64,"Thaumaturgy_Sewers1",2,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Sewers/Graphs/_sewers_dungeon_1.dgr",7,3,1,1,3,2
65,"Thaumaturgy_Sewers2",2,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Sewers/Graphs/_sewers_dungeon_2.dgr",7,3,1,2,3,2
66,"Thaumaturgy_Sewers3",2,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Sewers/Graphs/_sewers_dungeon_3.dgr",7,3,1,3,3,2
67,"Thaumaturgy_Sewers4",2,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Sewers/Graphs/_sewers_dungeon_4.dgr",7,3,1,4,3,2
68,"Thaumaturgy_Wildgrowth1",2,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Wildgrowth/Graphs/_wildgrowth_dungeon_1.dgr",7,3,1,1,3,3
69,"Thaumaturgy_Wildgrowth2",2,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Wildgrowth/Graphs/_wildgrowth_dungeon_2.dgr",7,3,1,2,3,3
70,"Thaumaturgy_Wildgrowth3",2,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Wildgrowth/Graphs/_wildgrowth_dungeon_3.dgr",7,3,1,3,3,3
71,"Thaumaturgy_Wildgrowth4",2,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Wildgrowth/Graphs/_wildgrowth_dungeon_4.dgr",7,3,1,4,3,3
72,"Mines_Arcade1",1,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Arcade/Graphs/_arcade_mines_1.dgr",7,1,1,1,3,3
73,"Mines_Arcade2",1,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Arcade/Graphs/_arcade_mines_2.dgr",7,1,1,2,3,3
74,"Mines_Arcade3",1,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Arcade/Graphs/_arcade_mines_3.dgr",7,1,1,3,3,3
75,"Mines_Arcade4",1,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Arcade/Graphs/_arcade_mines_4.dgr",7,1,1,4,3,3
76,"Mines_Canals1",1,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Canals/Graphs/_canals_mines_1.dgr",7,3,1,1,3,3
77,"Mines_Canals2",1,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Canals/Graphs/_canals_mines_2.dgr",7,3,1,2,3,3
78,"Mines_Canals3",1,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Canals/Graphs/_canals_mines_3.dgr",7,3,1,3,3,3
79,"Mines_Canals4",1,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Canals/Graphs/_canals_mines_4.dgr",7,3,1,4,3,3
80,"Mines_Cellar1",1,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Cellar/Graphs/_cellar_mines_1.dgr",7,3,1,1,3,3
81,"Mines_Cellar2",1,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Cellar/Graphs/_cellar_mines_2.dgr",7,3,1,2,3,3
82,"Mines_Cellar3",1,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Cellar/Graphs/_cellar_mines_3.dgr",7,3,1,3,3,3
83,"Mines_Cellar4",1,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Cellar/Graphs/_cellar_mines_4.dgr",7,3,1,4,3,3
84,"Mines_Fungal1",1,0,100,"Metadata/Terrain/Leagues/Heist/Intros/FungalCavern/Graphs/_fungal_mines_1.dgr",7,3,1,1,2,1
85,"Mines_Fungal2",1,0,100,"Metadata/Terrain/Leagues/Heist/Intros/FungalCavern/Graphs/_fungal_mines_2.dgr",7,3,1,2,2,2
86,"Mines_Fungal3",1,0,100,"Metadata/Terrain/Leagues/Heist/Intros/FungalCavern/Graphs/_fungal_mines_3.dgr",7,3,1,3,2,3
87,"Mines_Fungal4",1,0,100,"Metadata/Terrain/Leagues/Heist/Intros/FungalCavern/Graphs/_fungal_mines_4.dgr",7,3,1,4,3,3
88,"Mines_Ossuary1",1,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Ossuary/Graphs/_ossuary_mines_1.dgr",7,3,1,1,3,2
89,"Mines_Ossuary2",1,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Ossuary/Graphs/_ossuary_mines_2.dgr",7,3,1,2,3,2
90,"Mines_Ossuary3",1,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Ossuary/Graphs/_ossuary_mines_3.dgr",7,3,1,3,3,2
91,"Mines_Ossuary4",1,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Ossuary/Graphs/_ossuary_mines_4.dgr",7,3,1,4,3,2
92,"Mines_Wildgrowth1",1,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Wildgrowth/Graphs/_wildgrowth_mines_1.dgr",7,3,1,1,3,3
93,"Mines_Wildgrowth2",1,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Wildgrowth/Graphs/_wildgrowth_mines_2.dgr",7,3,1,2,3,3
94,"Mines_Wildgrowth3",1,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Wildgrowth/Graphs/_wildgrowth_mines_3.dgr",7,3,1,3,3,3
95,"Mines_Wildgrowth4",1,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Wildgrowth/Graphs/_wildgrowth_mines_4.dgr",7,3,1,4,3,3
96,"Reliquary_Arcade1",3,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Arcade/Graphs/_arcade_reliquary_1.dgr",7,1,1,1,3,3
97,"Reliquary_Arcade2",3,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Arcade/Graphs/_arcade_reliquary_2.dgr",7,1,1,2,3,3
98,"Reliquary_Arcade3",3,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Arcade/Graphs/_arcade_reliquary_3.dgr",7,1,1,3,3,3
99,"Reliquary_Arcade4",3,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Arcade/Graphs/_arcade_reliquary_4.dgr",7,1,1,4,3,3
100,"Reliquary_Canals1",3,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Canals/Graphs/_canals_reliquary_1.dgr",7,3,1,1,3,3
101,"Reliquary_Canals2",3,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Canals/Graphs/_canals_reliquary_2.dgr",7,3,1,2,3,3
102,"Reliquary_Canals3",3,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Canals/Graphs/_canals_reliquary_3.dgr",7,3,1,3,3,3
103,"Reliquary_Canals4",3,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Canals/Graphs/_canals_reliquary_4.dgr",7,3,1,4,3,3
104,"Reliquary_Cellar1",3,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Cellar/Graphs/_cellar_reliquary_1.dgr",7,3,1,1,2,1
105,"Reliquary_Cellar2",3,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Cellar/Graphs/_cellar_reliquary_2.dgr",7,3,1,2,2,2
106,"Reliquary_Cellar3",3,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Cellar/Graphs/_cellar_reliquary_3.dgr",7,3,1,3,2,3
107,"Reliquary_Cellar4",3,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Cellar/Graphs/_cellar_reliquary_4.dgr",7,3,1,4,3,3
108,"Reliquary_Ossuary1",3,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Ossuary/Graphs/_ossuary_reliquary_1.dgr",7,3,1,1,3,2
109,"Reliquary_Ossuary2",3,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Ossuary/Graphs/_ossuary_reliquary_2.dgr",7,3,1,2,3,2
110,"Reliquary_Ossuary3",3,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Ossuary/Graphs/_ossuary_reliquary_3.dgr",7,3,1,3,3,2
111,"Reliquary_Ossuary4",3,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Ossuary/Graphs/_ossuary_reliquary_4.dgr",7,3,1,4,3,2
112,"Reliquary_Park1",3,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Park/Graphs/_park_reliquary_1.dgr",7,3,1,1,5,4
113,"Reliquary_Park2",3,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Park/Graphs/_park_reliquary_2.dgr",7,3,1,2,5,4
114,"Reliquary_Park3",3,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Park/Graphs/_park_reliquary_3.dgr",7,3,1,3,5,4
115,"Reliquary_Park4",3,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Park/Graphs/_park_reliquary_4.dgr",7,3,1,4,5,4
116,"Reliquary_Sanctum1",3,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Sanctum/Graphs/_sanctum_reliquary_1.dgr",7,3,1,1,3,2
117,"Reliquary_Sanctum2",3,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Sanctum/Graphs/_sanctum_reliquary_2.dgr",7,3,1,2,3,2
118,"Reliquary_Sanctum3",3,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Sanctum/Graphs/_sanctum_reliquary_3.dgr",7,3,1,3,3,2
119,"Reliquary_Sanctum4",3,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Sanctum/Graphs/_sanctum_reliquary_4.dgr",7,3,1,4,3,2
120,"Reliquary_Sewers1",3,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Sewers/Graphs/_sewers_reliquary_1.dgr",7,3,1,1,3,2
121,"Reliquary_Sewers2",3,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Sewers/Graphs/_sewers_reliquary_2.dgr",7,3,1,2,3,2
122,"Reliquary_Sewers3",3,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Sewers/Graphs/_sewers_reliquary_3.dgr",7,3,1,3,3,2
123,"Reliquary_Sewers4",3,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Sewers/Graphs/_sewers_reliquary_4.dgr",7,3,1,4,3,2
124,"Reliquary_Wildgrowth1",3,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Wildgrowth/Graphs/_wildgrowth_reliquary_1.dgr",7,3,1,1,3,3
125,"Reliquary_Wildgrowth2",3,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Wildgrowth/Graphs/_wildgrowth_reliquary_2.dgr",7,3,1,2,3,3
126,"Reliquary_Wildgrowth3",3,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Wildgrowth/Graphs/_wildgrowth_reliquary_3.dgr",7,3,1,3,3,3
127,"Reliquary_Wildgrowth4",3,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Wildgrowth/Graphs/_wildgrowth_reliquary_4.dgr",7,3,1,4,3,3
128,"Library_Arcade1",4,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Arcade/Graphs/_arcade_library_1.dgr",7,1,1,1,3,3
129,"Library_Arcade2",4,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Arcade/Graphs/_arcade_library_2.dgr",7,1,1,2,3,3
130,"Library_Arcade3",4,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Arcade/Graphs/_arcade_library_3.dgr",7,1,1,3,3,3
131,"Library_Arcade4",4,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Arcade/Graphs/_arcade_library_4.dgr",7,1,1,4,3,3
132,"Library_Canals1",4,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Canals/Graphs/_canals_library_1.dgr",7,3,1,1,3,3
133,"Library_Canals2",4,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Canals/Graphs/_canals_library_2.dgr",7,3,1,2,3,3
134,"Library_Canals3",4,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Canals/Graphs/_canals_library_3.dgr",7,3,1,3,3,3
135,"Library_Canals4",4,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Canals/Graphs/_canals_library_4.dgr",7,3,1,4,3,3
136,"Library_Park1",4,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Park/Graphs/_park_library_1.dgr",7,3,1,1,5,4
137,"Library_Park2",4,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Park/Graphs/_park_library_2.dgr",7,3,1,2,5,4
138,"Library_Park3",4,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Park/Graphs/_park_library_3.dgr",7,3,1,3,5,4
139,"Library_Park4",4,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Park/Graphs/_park_library_4.dgr",7,3,1,4,5,4
140,"Library_Sanctum1",4,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Sanctum/Graphs/_sanctum_library_1.dgr",7,3,1,1,3,2
141,"Library_Sanctum2",4,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Sanctum/Graphs/_sanctum_library_2.dgr",7,3,1,2,3,2
142,"Library_Sanctum3",4,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Sanctum/Graphs/_sanctum_library_3.dgr",7,3,1,3,3,2
143,"Library_Sanctum4",4,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Sanctum/Graphs/_sanctum_library_4.dgr",7,3,1,4,3,2
144,"Library_Wildgrowth1",4,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Wildgrowth/Graphs/_wildgrowth_library_1.dgr",7,3,1,1,3,3
145,"Library_Wildgrowth2",4,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Wildgrowth/Graphs/_wildgrowth_library_2.dgr",7,3,1,2,3,3
146,"Library_Wildgrowth3",4,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Wildgrowth/Graphs/_wildgrowth_library_3.dgr",7,3,1,3,3,3
147,"Library_Wildgrowth4",4,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Wildgrowth/Graphs/_wildgrowth_library_4.dgr",7,3,1,4,3,3
148,"RobotTunnels_Arcade1",5,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Arcade/Graphs/_arcade_robottunnels_1.dgr",7,1,1,1,3,3
149,"RobotTunnels_Arcade2",5,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Arcade/Graphs/_arcade_robottunnels_2.dgr",7,1,1,2,3,3
150,"RobotTunnels_Arcade3",5,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Arcade/Graphs/_arcade_robottunnels_3.dgr",7,1,1,3,3,3
151,"RobotTunnels_Arcade4",5,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Arcade/Graphs/_arcade_robottunnels_4.dgr",7,1,1,4,3,3
152,"RobotTunnels_Canals1",5,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Canals/Graphs/_canals_robottunnels_1.dgr",7,3,1,1,3,3
153,"RobotTunnels_Canals2",5,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Canals/Graphs/_canals_robottunnels_2.dgr",7,3,1,2,3,3
154,"RobotTunnels_Canals3",5,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Canals/Graphs/_canals_robottunnels_3.dgr",7,3,1,3,3,3
155,"RobotTunnels_Canals4",5,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Canals/Graphs/_canals_robottunnels_4.dgr",7,3,1,4,3,3
156,"RobotTunnels_Cellar1",5,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Cellar/Graphs/_cellar_RobotTunnels_1.dgr",7,3,1,1,3,3
157,"RobotTunnels_Cellar2",5,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Cellar/Graphs/_cellar_RobotTunnels_2.dgr",7,3,1,2,3,3
158,"RobotTunnels_Cellar3",5,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Cellar/Graphs/_cellar_RobotTunnels_3.dgr",7,3,1,3,3,3
159,"RobotTunnels_Cellar4",5,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Cellar/Graphs/_cellar_RobotTunnels_4.dgr",7,3,1,4,3,3
160,"RobotTunnels_Fungal1",5,0,100,"Metadata/Terrain/Leagues/Heist/Intros/FungalCavern/Graphs/_fungal_robottunnels_1.dgr",7,3,1,1,2,1
161,"RobotTunnels_Fungal2",5,0,100,"Metadata/Terrain/Leagues/Heist/Intros/FungalCavern/Graphs/_fungal_robottunnels_2.dgr",7,3,1,2,2,2
162,"RobotTunnels_Fungal3",5,0,100,"Metadata/Terrain/Leagues/Heist/Intros/FungalCavern/Graphs/_fungal_robottunnels_3.dgr",7,3,1,3,2,3
163,"RobotTunnels_Fungal4",5,0,100,"Metadata/Terrain/Leagues/Heist/Intros/FungalCavern/Graphs/_fungal_robottunnels_4.dgr",7,3,1,4,3,3
164,"RobotTunnels_Ossuary1",5,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Ossuary/Graphs/_ossuary_robottunnels_1.dgr",7,3,1,1,3,2
165,"RobotTunnels_Ossuary2",5,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Ossuary/Graphs/_ossuary_robottunnels_2.dgr",7,3,1,2,3,2
166,"RobotTunnels_Ossuary3",5,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Ossuary/Graphs/_ossuary_robottunnels_3.dgr",7,3,1,3,3,2
