"rownum","BaseItemTypesKey","AddedModsKeys","NegativeWeight_TagsKeys","NegativeWeight_Values","ForcedAddModsKeys","ForbiddenDelveCraftingTagsKeys","AllowedDelveCraftingTagsKeys","CanMirrorItem","CorruptedEssenceChance","CanImproveQuality","HasLuckyRolls","SellPrice_ModsKeys","CanRollWhiteSockets","Weight_TagsKeys","Weight_Values","DelveCraftingModifierDescriptionsKeys","BlockedDelveCraftingModifierDescriptionsKeys","bool","bool","[i32]","[i32]"
143,10610,[],[319],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[48,71]","[62,20,26]","","",[1000],[0]
144,10611,[],[636],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[48,72]","[63,79,16]","","",[1000],[0]
145,10612,[],[324],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,37]","[43,22]","","",[1000],[0]
146,10613,[],[633],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,64]","[44,73]","","",[1000],[0]
147,10614,[],[313],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,27]","[45,10]","","",[1000],[0]
148,10615,[],[320],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,65]","[46,74]","","",[1000],[0]
149,10616,[],[323],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,36]","[47,21]","","",[1000],[0]
150,10617,[],[311],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,30]","[48,13]","","",[1000],[0]
151,10618,[],[27],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,66]","[50,75]","","",[1000],[0]
152,10619,[],[309],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,28]","[51,11]","","",[1000],[0]
153,10620,[],[318],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,34]","[52,15]","","",[1000],[0]
154,10621,[],[317],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,33]","[53,18]","","",[1000],[0]
155,10622,[],[632],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,67]","[54,76]","","",[1000],[0]
156,10623,[],[640],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,68]","[55,77]","","",[1000],[0]
157,10624,[],[625],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,40]","[56,39]","","",[1000],[0]
158,10625,[],[310],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,29]","[57,12]","","",[1000],[0]
159,10626,[],[312],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,31]","[58,14]","","",[1000],[0]
160,10627,[],[34],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,69]","[59,19,25]","","",[1000],[0]
161,10628,[],[321],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,70]","[60,78]","","",[1000],[0]
162,10629,[],[634],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,42]","[61,41]","","",[1000],[0]
163,10630,[],[319],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,71]","[62,20,26]","","",[1000],[0]
164,10631,[],[636],[0],[],[],[],"",0,"","",[],"",[316],[3000],"[49,72]","[63,79,16]","","",[1000],[0]
165,10632,[],[324],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,37]","[43,22]","","",[1000],[0]
166,10633,[],[633],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,64]","[44,73]","","",[1000],[0]
167,10634,[],[313],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,27]","[45,10]","","",[1000],[0]
168,10635,[],[320],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,65]","[46,74]","","",[1000],[0]
169,10636,[],[323],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,36]","[47,21]","","",[1000],[0]
170,10637,[],[311],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,30]","[48,13]","","",[1000],[0]
171,10638,[],[316],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,32]","[49,17]","","",[1000],[0]
172,10639,[],[309],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,28]","[51,11]","","",[1000],[0]
173,10640,[],[318],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,34]","[52,15]","","",[1000],[0]
174,10641,[],[317],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,33]","[53,18]","","",[1000],[0]
175,10642,[],[632],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,67]","[54,76]","","",[1000],[0]
176,10643,[],[640],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,68]","[55,77]","","",[1000],[0]
177,10644,[],[625],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,40]","[56,39]","","",[1000],[0]
178,10645,[],[310],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,29]","[57,12]","","",[1000],[0]
179,10646,[],[312],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,31]","[58,14]","","",[1000],[0]
180,10647,[],[34],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,69]","[59,19,25]","","",[1000],[0]
181,10648,[],[321],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,70]","[60,78]","","",[1000],[0]
182,10649,[],[634],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,42]","[61,41]","","",[1000],[0]
183,10650,[],[319],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,71]","[62,20,26]","","",[1000],[0]
184,10651,[],[636],[0],[],[],[],"",0,"","",[],"",[27],[3000],"[50,72]","[63,79,16]","","",[1000],[0]
185,10652,[],[324],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,37]","[43,22]","","",[1000],[0]
186,10653,[],[633],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,64]","[44,73]","","",[1000],[0]
187,10654,[],[313],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,27]","[45,10]","","",[1000],[0]
188,10655,[],[320],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,65]","[46,74]","","",[1000],[0]
189,10656,[],[323],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,36]","[47,21]","","",[1000],[0]
190,10657,[],[311],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,30]","[48,13]","","",[1000],[0]
191,10658,[],[316],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,32]","[49,17]","","",[1000],[0]
192,10659,[],[27],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,66]","[50,75]","","",[1000],[0]
193,10660,[],[318],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,34]","[52,15]","","",[1000],[0]
194,10661,[],[317],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,33]","[53,18]","","",[1000],[0]
195,10662,[],[632],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,67]","[54,76]","","",[1000],[0]
196,10663,[],[640],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,68]","[55,77]","","",[1000],[0]
197,10664,[],[625],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,40]","[56,39]","","",[1000],[0]
198,10665,[],[310],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,29]","[57,12]","","",[1000],[0]
199,10666,[],[312],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,31]","[58,14]","","",[1000],[0]
200,10667,[],[34],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,69]","[59,19,25]","","",[1000],[0]
201,10668,[],[321],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,70]","[60,78]","","",[1000],[0]
202,10669,[],[634],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,42]","[61,41]","","",[1000],[0]
203,10670,[],[319],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,71]","[62,20,26]","","",[1000],[0]
204,10671,[],[636],[0],[],[],[],"",0,"","",[],"",[309],[3000],"[51,72]","[63,79,16]","","",[1000],[0]
205,10672,[],[324],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,37]","[43,22]","","",[1000],[0]
206,10673,[],[633],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,64]","[44,73]","","",[1000],[0]
207,10674,[],[313],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,27]","[45,10]","","",[1000],[0]
208,10675,[],[320],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,65]","[46,74]","","",[1000],[0]
209,10676,[],[323],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,36]","[47,21]","","",[1000],[0]
210,10677,[],[311],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,30]","[48,13]","","",[1000],[0]
211,10678,[],[316],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,32]","[49,17]","","",[1000],[0]
212,10679,[],[27],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,66]","[50,75]","","",[1000],[0]
213,10680,[],[309],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,28]","[51,11]","","",[1000],[0]
214,10681,[],[317],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,33]","[53,18]","","",[1000],[0]
215,10682,[],[632],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,67]","[54,76]","","",[1000],[0]
216,10683,[],[640],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,68]","[55,77]","","",[1000],[0]
217,10684,[],[625],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,40]","[56,39]","","",[1000],[0]
218,10685,[],[310],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,29]","[57,12]","","",[1000],[0]
219,10686,[],[312],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,31]","[58,14]","","",[1000],[0]
220,10687,[],[34],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,69]","[59,19,25]","","",[1000],[0]
221,10688,[],[321],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,70]","[60,78]","","",[1000],[0]
222,10689,[],[634],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,42]","[61,41]","","",[1000],[0]
223,10690,[],[319],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,71]","[62,20,26]","","",[1000],[0]
