"rownum","Projectile","Variant","[rid]","i32","rid"
145,"virulent_arrow_main",2,[1242],3,""
146,"virulent_arrow_main",3,[1252],3,""
147,"virulent_arrow_lesser",0,[510],3,""
148,"virulent_arrow_lesser",1,[513],3,""
149,"virulent_arrow_lesser",2,[1244],3,""
150,"virulent_arrow_lesser",3,[1254],3,""
151,"virulent_arrow_neither",0,[509],3,""
152,"virulent_arrow_neither",1,[512],3,""
153,"virulent_arrow_neither",2,[1243],3,""
154,"virulent_arrow_neither",3,[1253],3,""
155,"lightning_arrow",0,[71],3,""
156,"lightning_arrow",1,[70],3,""
157,"lightning_arrow",2,[72],3,""
158,"lightning_arrow",3,[1279],3,""
159,"tornado_shot_bow_primary",0,[113],3,""
160,"tornado_shot_bow_primary",1,[239],3,""
161,"tornado_shot_bow_primary",2,[360],3,""
162,"tornado_shot_bow_primary",3,[1246],3,""
163,"tornado_shot_bow_primary",4,[1267],3,""
164,"tornado_shot_bow_secondary",0,[119],3,""
165,"tornado_shot_bow_secondary",1,[238],3,""
166,"tornado_shot_bow_secondary",2,[359],3,""
167,"tornado_shot_bow_secondary",3,[1245],3,""
168,"tornado_shot_bow_secondary",4,[1266],3,""
169,"tornado_shot_wand_primary",0,[114],3,""
170,"tornado_shot_wand_primary",1,[114],3,""
171,"tornado_shot_wand_primary",2,[114],3,""
172,"tornado_shot_wand_primary",3,[114],3,""
173,"tornado_shot_wand_primary",4,[114],3,""
174,"tornado_shot_wand_secondary",0,[120],3,""
175,"tornado_shot_wand_secondary",1,[120],3,""
176,"tornado_shot_wand_secondary",2,[120],3,""
177,"tornado_shot_wand_secondary",3,[120],3,""
178,"fireball",0,[0],3,""
179,"fireball",1,[2],3,""
180,"fireball",2,[1],3,""
181,"fireball",3,[3],3,""
182,"fireball",4,[4],3,""
183,"fireball",5,[5],3,""
184,"fireball",6,[234],3,""
185,"fireball",7,[288],3,""
186,"fireball",8,[298],3,""
187,"fireball",9,[311],3,""
188,"fireball",10,[345],3,""
189,"fireball",11,[346],3,""
190,"fireball",12,[361],3,""
191,"fireball",13,[452],3,""
192,"fireball",14,[455],3,""
193,"fireball",15,[456],3,""
194,"fireball",16,[460],3,""
195,"fireball",17,[502],3,""
196,"fireball",18,[503],3,""
197,"fireball",19,[741],3,""
198,"fireball",20,[759],3,""
199,"fireball",21,[761],3,""
200,"fireball",22,[6],3,""
201,"fireball",23,[1215],3,""
202,"fireball",24,[1247],3,""
203,"fireball",25,[1250],3,""
204,"fireball",26,[1251],3,""
205,"fireball",27,[1277],3,""
206,"ice_shot",0,[1717],3,""
207,"ice_shot",1,[74],3,""
208,"ice_shot",2,[75],3,""
209,"ice_shot",3,[76],3,""
210,"ice_shot",4,[1248],3,""
211,"ice_shot_shard",0,[1718],3,""
212,"explosive_arrow",0,[69],3,""
213,"explosive_arrow",1,[821],3,""
214,"explosive_arrow",2,[964],3,""
215,"explosive_arrow",3,[1272],3,""
216,"explosive_arrow",4,[1278],3,""
217,"ice_spear",0,[26],3,""
218,"ice_spear",1,[116],3,""
219,"ice_spear",2,[27],3,""
220,"ice_spear",3,[607],3,""
221,"ice_spear",4,[660],3,""
222,"ice_spear",5,[669],3,""
223,"ice_spear",6,[760],3,""
224,"ice_spear",7,[819],3,""
225,"ice_spear",8,[1281],3,""
226,"ice_spear",1000,[1083],3,""
227,"fire_wake_spear_primary",0,[1302],3,""
228,"fire_wake_spear_primary",1000,[1303],3,""
229,"fire_wake_spear_primary",1001,[1621],3,""
230,"fire_wake_spear_secondary",0,[1304],3,""
231,"fire_wake_spear_secondary",1000,[1305],3,""
232,"fire_wake_spear_secondary",1001,[1621],3,""
233,"ball_lightning",0,[109],3,""
234,"ball_lightning",1,[81],3,""
235,"ball_lightning",2,[162],3,""
236,"ball_lightning",3,[287],3,""
237,"ball_lightning",4,[375],3,""
238,"ball_lightning",5,[656],3,""
239,"ball_lightning",6,[782],3,""
240,"ball_lightning",7,[656],3,""
241,"ball_lightning",8,[911],3,""
242,"ball_lightning",9,[935],3,""
243,"ball_lightning",10,[973],3,""
244,"ball_lightning",1000,[1377],3,""
245,"ball_lightning",1001,[1707],3,""
246,"monster_soulrend",0,[659],3,""
247,"monster_soulrend",1,[712],3,""
248,"monster_soulrend",1000,[1066],3,""
249,"monster_soulrend",1001,[1067],3,""
250,"monster_soulrend",1002,[1383],3,""
251,"monster_soulrend",1003,[1438],3,""
252,"monster_soulrend",1004,[1649],3,""
253,"monster_soulrend",1005,[1654],3,""
254,"cobra_lash_projectile_default",0,[738],3,""
255,"cobra_lash_projectile_default",1,[1282],3,""
256,"cobra_lash_projectile_claw",0,[749],3,""
257,"cobra_lash_projectile_claw",1,[1283],3,""
258,"venom_gyre_projectile_default",0,[750],3,""
259,"venom_gyre_projectile_default",1,[1284],3,""
260,"venom_gyre_projectile_released",0,[757],3,""
261,"venom_gyre_projectile_released",1,[1285],3,""
262,"caustic_arrow",0,[66],3,""
263,"caustic_arrow",1,[212],3,""
264,"caustic_arrow",2,"[213,214]",3,""
265,"caustic_arrow",3,[948],3,""
266,"caustic_arrow",4,[1286],3,""
267,"kinetic_blast",0,[65],3,""
268,"kinetic_blast",1,[454],3,""
269,"kinetic_blast",2,[1287],3,""
270,"caustic_arrow_vaal",0,[1432],3,""
271,"caustic_arrow_vaal",1,[1433],3,""
272,"caustic_arrow_vaal",2,[1434],3,""
273,"caustic_arrow_vaal",3,[1432],3,""
274,"caustic_arrow_vaal",4,[1435],3,""
275,"caustic_arrow_vaal",5,[1433],3,""
276,"vaal_lightning_arrow",0,[1463],3,""
277,"vaal_lightning_arrow",1,[1464],3,""
278,"vaal_lightning_arrow",3,[1465],3,""
279,"split_arrow",0,[208],3,""
280,"split_arrow",1,[205],3,""
281,"split_arrow",2,[206],3,""
282,"split_arrow",3,[207],3,""
283,"split_arrow",1000,[209],3,""
284,"vaal_split_arrow",0,[1468],3,""
285,"arctic_breath",0,[53],3,""
286,"arctic_breath",1,[197],3,""
287,"arctic_breath",2,[330],3,""
288,"arctic_breath_skull",0,[54],3,""
289,"arctic_breath_skull",1,[198],3,""
290,"arctic_breath_skull",2,[331],3,""
291,"arctic_breath_skull",3,[1471],3,""
292,"arctic_breath_lesser",0,[55],3,""
293,"arctic_breath_grenade",0,[858],3,""
294,"kinetic_blast",1000,[1293],3,""
295,"volcanic_slam",0,[1431],3,""
296,"escape_shot",0,[1444],3,""
297,"weapon_granted_firebolt",0,[1440],3,""
298,"weapon_granted_stormbolt",0,[1441],3,""
299,"weapon_granted_frostbolt",0,[1442],3,""
300,"skeleton_minion_frostbolt",0,[1573],3,""
301,"weapon_granted_chaosbolt",0,[1596],3,""
302,"ring_of_blade_projectile",0,[1482],3,""
303,"volcano_projectile",0,[1500],3,""
304,"volcano_big_projectile",0,[1501],3,""
305,"ice_path_projectile",0,[1512],3,""
306,"spiral_volley_projectile",0,[1523],3,""
307,"spiral_volley_empowered_projectile",0,[1524],3,""
308,"heat_seeking_arrow_projectile",0,[1525],3,""
309,"electric_fence_arrow",0,[1527],3,""
310,"power_shot_projectile",0,[1090],3,""
311,"power_shot_incendiary_projectile",0,[1314],3,""
312,"power_shot_piercing_projectile",0,[1316],3,""
313,"power_shot_permafrost_projectile",0,[1318],3,""
314,"power_shot_stormblast_projectile",0,[1321],3,""
315,"siege_cascade_projectile",0,[1544],3,""
316,"siege_cascade_incendiary_projectile",0,[1545],3,""
317,"siege_cascade_incendiary_projectile",1,[1545],3,""
318,"siege_cascade_permafrost_projectile",0,[1546],3,""
319,"siege_cascade_stormblast_projectile",0,[1547],3,""
320,"rapid_shot_projectile",0,[1558],3,""
321,"rapid_shot_incendiary_projectile",0,[1310],3,""
322,"rapid_shot_incendiary_projectile",1000,[1311],3,""
323,"rapid_shot_piercing_projectile",0,[1312],3,""
324,"rapid_shot_permafrost_projectile",0,[1313],3,""
325,"rapid_shot_stormblast_projectile",0,[1319],3,""
326,"explosive_grenade",0,[1559],3,""
327,"explosive_grenade",1,[1568],3,""
328,"explosive_grenade",2,[1670],3,""
329,"flash_grenade",0,[1560],3,""
330,"toxic_grenade",0,[1561],3,""
331,"oil_grenade",0,[1562],3,""
332,"oil_grenade",1,[1669],3,""
333,"fire_grenade",0,[1563],3,""
334,"sniper_gas_shot_projectile",0,[1651],3,""
335,"rolling_magma_projectile",0,[156],3,""
336,"rolling_magma_projectile",1,[179],3,""
337,"rolling_magma_projectile",2,[364],3,""
338,"rolling_magma_projectile",3,[157],3,""
339,"wind_palm_projectile",0,[1582],3,""
340,"bone_spike",0,[1598],3,""
341,"poison_burst_arrow",0,[1605],3,""
342,"shocking_arrow",0,[1606],3,""
343,"lightning_rod_rain_arrow",0,[1607],3,""
344,"greater_fireball_projectile",0,[1609],3,""
345,"greater_fireball_projectile_secondary",0,[1610],3,""
346,"ripwire_arrow",0,[1612],3,""
347,"channelled_snipe",0,[878],3,""
348,"electrocuting_arrow",0,[1613],3,""
349,"rain_of_arrows_projectile",0,[1617],3,""
350,"poisonbloom_arrow",0,[1604],3,""
351,"greater_frostbolt",0,[1618],3,""
352,"greater_frostbolt",1,[200],3,""
353,"greater_frostbolt",2,[231],3,""
354,"greater_frostbolt",3,[716],3,""
355,"greater_frostbolt",4,[201],3,""
356,"freezing_shards",0,[1622],3,""
357,"poison_vine_arrow",0,[1624],3,""
358,"gas_cloud_arrow",0,[1625],3,""
359,"oshabi_orb_projectile",0,[925],3,""
360,"oshabi_orb_projectile",1,[1643],3,""
361,"oshabi_orb_projectile_secondary",0,[926],3,""
362,"oshabi_orb_projectile_secondary",1,[1644],3,""
363,"dark_effigy",0,[1655],3,""
364,"dark_effigy_short",0,[1656],3,""
365,"molten_blast",0,[1667],3,""
366,"molten_blast_secondary",0,[1668],3,""
367,"blazing_cluster",0,[1672],3,""
368,"burst_shot_projectile",0,[1458],3,""
369,"burst_shot_incendiary_projectile",0,[1459],3,""
370,"burst_shot_incendiary_projectile",1000,[1315],3,""
371,"burst_shot_piercing_projectile",0,[1460],3,""
372,"burst_shot_piercing_projectile",1000,[1317],3,""
373,"burst_shot_freezing_projectile",0,[1461],3,""
374,"burst_shot_stormblast_projectile",0,[1320],3,""
375,"trick_shot",0,[1701],3,""
376,"viper_napuatzi_lightning_spear",0,[1641],3,""
377,"viper_napuatzi_lightning_spear_secondary",0,[1642],3,""
378,"shock_grenade",0,[1564],3,""
379,"cluster_grenade",0,[1727],3,""
380,"cluster_grenade_mini",0,[1728],3,""
381,"magnetic_salvo",0,[1735],3,""
382,"freezing_salvo",0,[1736],3,""
