"rownum","Id","Event","i32","i32","Goddess_CharacterTextAudioKeys","JackTheAxe_CharacterTextAudioKeys","bool","bool","[rid]","i32","i32","bool","[rid]","rid","i32","i32","i32","i32"
21,"EnterFellshrineCrypt",139,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
22,"EnterChamberofSins",102,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
23,"EnterRiverways",140,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
24,"EnterNorthernForest",141,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
25,"EnterWeaversChambers",143,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
26,"EnterWesternForest",142,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
27,"EnterVaalRuins",144,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
28,"EnterWetlands",145,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
29,"EnterWaterfallCave",147,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
30,"EnterCityOfSarn",150,4000,0,[],[527],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
31,"EnterSarnEncampment",151,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
32,"EnterSlums",152,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
33,"EnterCrematorium1",153,3000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
34,"EnterSewerAqueduct",160,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
35,"EnterMarkets",155,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
36,"EnterCatacombs",156,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
37,"EnterBattleFront",157,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
38,"EnterSolarisTemple",158,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
39,"EnterDocks",159,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
40,"EnterBarracks",163,4000,0,[],[516],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
41,"EnterLunarisTemple",164,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
42,"EnterLunaris2",661,4000,0,[563],[523],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
43,"EnterGardens",165,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
44,"EnterLibrary",167,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
45,"EnterSceptreOfGod",168,4000,0,[],[528],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
46,"EnterAqueduct",674,4000,0,[566],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
47,"EnterDriedLake",675,4000,0,[],[518],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
48,"EnterMines1",805,8000,0,[],[525],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
49,"EnterMines2",806,10000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
50,"EnterCrystalVeins",807,12000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
51,"EnterKaomDream",679,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
52,"EnterDaressoDream",682,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
53,"EnterBellyOfTheBeast",684,4000,0,[571],[517],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
54,"EnterHarvest",686,4000,0,[573],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
55,"EnterSlavePens",318,6000,0,[579],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
56,"EnterOriathSquare",1043,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
57,"EnterTemplarCourts",1045,4000,0,[581],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
58,"EnterChamberOfInnocence",1047,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
59,"EnterTorchedCourts",1046,4000,0,[583],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
60,"EnterRuinedSquare",1044,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
61,"EnterCathedralRooftop",1050,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
62,"ApproachLilly",2387,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
63,"EnterOssuary",1048,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
64,"EnterTwilightStrandA6",1140,4000,0,[586],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
65,"EnterCoastA6",1141,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
66,"EnterMudFlatsA6",1143,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
67,"EnterTheRidgeA6",1145,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
68,"EnterThePrisonA6",1146,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
69,"EnterWesternForestA6",1149,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
70,"EnterTheBeaconA6",1154,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
71,"EnterTheReefA6",1155,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
72,"ApproachEramir",2391,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
73,"EnterTheCryptA7",1259,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
74,"EnterMaligaroSanctum",1262,4000,0,[594],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
75,"EnterAshenFields",1264,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
76,"EnterVaalCityA7",1268,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
77,"EnterTempleOfDecay2",2395,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
78,"EnterA8Town",1375,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
79,"EnterToxicConduits",1331,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
80,"EnterBathHours",1413,4000,0,[602],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
81,"EnterLunarisTempleA8",1415,4000,0,[604],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
82,"EnterBloodAqueduct",1501,4000,0,[606],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
83,"EnterBellyOfTheBeastA9",1537,4000,0,[612],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
84,"EnterRavagedSquareA10",1541,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
85,"EnterCanals",1544,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
86,"EnterFeedingTrough",1545,4000,0,[616],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
87,"EnterEpilogue",1549,4000,0,[617],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
88,"EnteredMaps",989,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
89,"EnterApexOfSacrifice",827,4000,0,[],[515],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
90,"EnterAlluringAbyss",828,4000,0,[],[514],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
91,"EnterLabyrinthMap",833,4000,0,[],[522],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
92,"EnterMaelstromOfChaos",831,4000,0,[],[524],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
93,"EnterVaalTempleMap",837,4000,0,[],[530],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
94,"EnterVaultsOfAtziri",836,4000,0,[],[531],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
95,"EnterGrottoMap",830,4000,0,[],[520],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
96,"EnterDungeonMap",829,4000,0,[],[519],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
97,"EnterMudGeyserMap",832,4000,0,[],[526],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
98,"EnterSpiderForestMap",834,4000,0,[],[529],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
99,"EnterJungleMap",835,4000,0,[],[521],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
100,"KillBiteZombie",559,1500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
101,"KillHillock",560,1500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
102,"KillFireFury",551,3000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
103,"KillKadavrus",561,2500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
104,"KillDwellerDeep",558,1500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
105,"KillKuduku",552,1500,0,[547],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
106,"KillBrutus",562,2000,0,[549],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
107,"KillFairgraves",565,2500,0,[551],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
108,"KillMerveilDaughter",553,1500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
109,"KillMerveil",563,2000,0,[552],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
110,"KillWhiteBeast",564,1500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
111,"KillArchbishopGeofri",554,1500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
112,"KillFidelitas",567,1500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
113,"KillWeaver",555,1500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
114,"KillOak",18,2000,0,[557],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
115,"KillKraityn",16,1500,0,[556],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
116,"KillAlira",17,1500,0,[555],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
117,"KillVaalOversoul",566,8000,0,[559],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
118,"KillMarceustheDefaced",556,1500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
119,"KillGravicius",568,9000,0,[561],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
120,"KillKole",557,1500,0,[562],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
121,"KillPiety",570,6500,0,[564],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
122,"KillDominus",571,2000,0,[565],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
123,"KillVoll",687,2000,0,[568],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
124,"KillDaresso",810,2000,0,[569],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
125,"KillKaom",694,2000,0,[570],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
126,"KillPietyCorrupted",704,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
127,"KillMaligaro",880,4000,0,[575],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
128,"KillShavronne",881,4000,0,[576],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
129,"KillDoedre",882,4000,0,[574],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
130,"KillMalachai",665,15100,0,[578],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
131,"KillKrow",1052,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
132,"KillCasticus",1058,2000,0,[580],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
133,"KillMatriarch",2384,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
134,"SeenAvarius",1071,3000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
135,"SeenInnocence",2385,8500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
136,"KillAvariusA5",1072,2000,0,[582],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
137,"KillCato",2386,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
138,"KillUtula",1078,2000,0,[584],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
139,"FaceKitavaA5",1084,1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
140,"KillKitavaA5",1086,5000,0,[585],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
141,"KillTukohama",1176,2000,0,[587],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
142,"KillAbberath",1201,13000,0,[588],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
143,"KillShavronneA6",1169,2000,0,[589],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
144,"KillRyslatha",1194,2000,0,[590],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
145,"KillBrineKing",1165,2000,0,[592],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
146,"KillMaligaroA7",1281,2000,0,[595],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
147,"KillRalakesh",1274,2000,0,[596],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
148,"KillGruthkul",1387,2000,0,[597],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
149,"KillArakaali",1295,2000,0,[599],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
150,"KillDoedreA8",1424,2000,0,[600],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
151,"KillYugul",1439,2000,0,[603],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
152,"KillGemlingLegion",1462,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
153,"KillLunarisSolaris",1427,2000,0,[605],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
154,"KillShakari",1630,2000,0,[608],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
155,"KillKira",1906,2000,0,[609],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
156,"KillGarukhan",1567,2000,0,[610],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
157,"KillAdus",1907,2000,0,[611],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
158,"KillUnholyTrio",1550,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
159,"KillAvariusA10",1658,2000,0,[614],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
160,"KillVilenta",1683,2000,0,[615],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
161,"KillIzaro",977,5000,0,[618],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
162,"KillBaran","",2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
163,"KillVeritania","",2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
164,"KillDrox","",2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
165,"KillAlHezmin","",2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
166,"KillSirus",1898,22000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
167,"GlyphKarui1",536,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
168,"GlyphKarui2",537,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
169,"GlyphKarui3",538,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
170,"GlyphKarui4",539,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
171,"GlyphKarui5",540,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
172,"GlyphShavronnesTome",543,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
173,"GlyphKarui6",541,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
174,"GlyphKarui7",542,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
175,"GlyphPietysLetter",1904,2000,0,[554],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
176,"GlyphVictario1",544,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
177,"GlyphVictario2",545,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
178,"GlyphVictario3",546,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
179,"GlyphVictariosDiary",550,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
180,"GlyphVictario4",547,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
181,"GlyphVictario5",548,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
182,"GlyphVictario6",549,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
183,"GlyphKaom1",846,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
184,"GlyphKaom2",847,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
185,"GlyphKaom3",848,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
186,"GlyphKaom4",849,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
187,"GlyphAqueductLetter",1905,2000,0,[567],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
188,"MetMaramoa",844,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
189,"MetSiosa",845,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
190,"MetPietyBelly",915,1000,0,[572],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
191,"MetSinA6",2388,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
192,"MetSinTukohama",2393,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
193,"MetSinAbberath",2535,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
194,"MetSinRyslatha",2536,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
195,"MetSinBrineKing",2390,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
196,"MetSinRalakesh",2392,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
197,"MetSinGruthkul",2394,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
198,"MetSinArakaali",2396,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
199,"MetSinYugul",2397,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
200,"MetSinSolarisLunaris",2398,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
201,"MetSinGarukhan",2400,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
202,"MetSinShakari",2399,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
203,"MetEpilogueSinInnocence",2401,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
204,"ReadIslandLogbook",2389,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
205,"PickUpTolmansBracelet",176,2000,20000,[560],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
206,"PickUpMiasmeter",1065,2000,20000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
207,"PickUpSignOfPurity",1083,1000,20000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
208,"PickUpBestelPapers",1251,1000,20000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
209,"PickUpMaligaroMap",1284,2000,20000,[593],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
210,"PickUpSunOrb",1433,2000,20000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
211,"PickUpMoonOrb",1429,2000,20000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
212,"PickUpBasiliskAcid",1560,2000,20000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
213,"PickUpTrarthanPowder",1559,2000,20000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
214,"PickUpStormBlade",1574,2000,20000,[607],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
215,"EventWashedUp",534,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
216,"EventDropOniGoroshi",363,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
217,"EventDrainPool",24,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
218,"EventPietyMonologue1",588,9000,0,[548],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
219,"EventPietyRetreatPrisonGate",590,4500,0,[550],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
220,"EventPietyMonologue2",262,11000,0,[553],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
221,"EventPoisonLorrata",100,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
222,"EventUnleashDarkness",89,5750,0,[558],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
223,"EventOversoulAppears",257,21000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
224,"EventPietyRetreatCrematorium",569,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
225,"EventApproachSphincter",195,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
226,"EventSphincterDestroyed",435,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
227,"EventFairgravesDisappear",589,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
228,"EventPietyMonologue3",216,6000,0,[],[513],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
229,"EventFreedDeshret",753,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
230,"EventAccessCore",699,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
231,"EventPietySacrifice",843,2000,0,[577],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
