"rownum","Id","Text"
110,"SteamIdAlreadyInUse","This Steam account already has a Path of Exile account associated with it."
111,"AccountAlreadyHasSteam","This account already has a Steam account associated with it."
112,"NoAssociatedSteamId","This account does not have a Steam account associated with it."
113,"EpicIdAlreadyInUse","This Epic account already has a Path of Exile account associated with it."
114,"AccountAlreadyHasEpic","This account already has an Epic account associated with it."
115,"NoAssociatedEpicId","This account does not have an Epic account associated with it."
116,"KakaoIdAlreadyInUse","This Kakao account already has a Path of Exile account associated with it."
117,"AccountAlreadyHasKakao","This account already has a Kakao account associated with it."
118,"NoAssociatedKakaoId","This account does not have a Kakao account associated with it."
119,"SonyIdAlreadyInUse","This Sony account already has a Path of Exile account associated with it."
120,"AccountAlreadyHasSony","This account already has a Sony account associated with it."
121,"NoAssociatedSonyId","This account does not have a Sony account associated with it."
122,"XboxIdAlreadyInUse","This Xbox account already has a Path of Exile account associated with it."
123,"AccountAlreadyHasXbox","This account already has an Xbox account associated with it."
124,"NoAssociatedXboxId","This account does not have an Xbox account associated with it."
125,"QqNumberAlreadyInUse","This WeGame account already has a Path of Exile account associated with it."
126,"AccountAlreadyHasQq","This account already has a WeGame account associated with it."
127,"NoAssociatedQqNumber","This account does not have a WeGame account associated with it."
128,"MapDeviceBusy","Activation failed. The device is busy."
129,"MapDeviceTooManyItems","Activation failed."
130,"MapDeviceTooManyItemsSound","Activation failed. You hear a sound in the distance."
131,"MapDeviceNotMap","Activation failed. There is no map in the map device."
132,"MapDeviceCreateInstanceFailed","Activation failed. Unable to open portals to area."
133,"MapDeviceCancelled","Activation cancelled."
134,"MapDeviceEmpty","Activation failed. The device requires a map."
135,"PlayerDisconnected","{0} has left the area."
136,"PlayerJoined","{0} has joined the area."
137,"EnteredArea","You have entered {0}."
138,"LeagueNotYetStarted","The league has not yet started and so you cannot move. Once the league has started, you will be able to move."
139,"LeagueAlreadyEnded","This league has already ended."
140,"LadderRankAlive","{1}. {0} Level {2} {3} Exp: {4}"
141,"LadderRankDead","{1}. {0} (Dead) Level {2} {3} Exp: {4}"
142,"LadderRankTimed","{1}. {0} Level {2} {3} Time: {4}"
143,"LevelUp","{0} ({1}) is now level {2}"
144,"AlreadyInPVPQueue","You must cancel your PvP queue first."
145,"MissingRequiredQuestState","You do not have the required quest state."
146,"FailedToJoinAnyInstances","Error: Failed to join any instances."
147,"FailedToJoinInstance","Error: Failed to join instance because: {0}"
148,"FailedToConnectToInstance","Failed to connect to instance"
149,"FailedToApplyCurrency","Failed to apply item: {0}"
150,"TooManyGlobalItemLinks","You may not send more than {0} items in global chat."
151,"MutedUntilSeconds","Your account has been muted by a GM. You will be able to talk again in {0}."
152,"MutedUntilSecondsConsole","Your account has been muted by a GM. You will be able to talk again in {0}. If you would like to discuss this, please send a PM to \""Support\"" via the website."
153,"ObaPlayerJoined","You must be brave or stupid to think you might loot my treasure and live. Either way, I applaud you!"
154,"ObaDoorUnlocked","Proceed, exile, and seize what you can, while you can."
155,"ObaBeginDeathCount","The corruption is growing. Hurry now, before it consumes you as it did me."
156,"ObaFinalCountdown","{0}"
157,"ObaKillPlayer","Bah! You are unworthy to bear my legacy. Feed the corruption with your corpse. "
158,"Oba75PercentOxygen","The Nightmare has your scent. Now it hungers for your flesh."
159,"Oba50PercentOxygen","Is your cup half empty or half full, exile?"
160,"Oba25PercentOxygen","Disappointing. It seems corruption will get the better of you after all. "
161,"CowardsTrialNextWave","The darkness looms forebodingly..."
162,"CowardsTrialRoomClear","The room grows still and quiet..."
163,"CowardsTrialLevelClear","The oppressive atmosphere slowly dissipates..."
164,"VaalKillOversoul","You need to kill the Vaal Oversoul."
165,"VaalDeliverAmulets","You need to give the bandit amulets to Eramir and acquire the Apex."
166,"VaalAcquireAmulets","You need to acquire the amulets of the bandit lords."
167,"VaalGetApexDex","You need to take the Apex from Kraityn."
168,"VaalGetApexStr","You need to take the Apex from Oak."
169,"VaalGetApexInt","You need to take the Apex from Alira."
170,"VaalGetApexTown","You need to take the Apex from Eramir."
171,"MonsterRemaining1","1 monster remains."
172,"MonstersRemainingN","{0} monsters remain."
173,"MonstersRemainingMoreThan50","More than 50 monsters remain."
174,"PlayerDeathCount1","You have died 1 time."
175,"PlayerDeathCountN","You have died {0} times."
176,"PlayerKillCountN","You have killed {0} monsters."
177,"PvPStats1v1","1v1 W/L/D: {0}/{1}/{2}"
178,"PvPStats3v3","3v3 W/L/D: {0}/{1}/{2}"
179,"PvPPlayerJoinedTeam","{0} has joined the {1} team."
180,"PvPNotEnoughPlayers","Match failed to start. Not enough players joined."
181,"PvPPlayerKilled","{0} has been killed by {1}."
182,"PvPPartyTooLarge","Unable to join PvP: too many party members for this PvP type."
183,"PvPPlayerAlreadyInQueue","Unable to join PvP: You are already queued for PvP."
184,"PvPPartyMemberAlreadyInQueue","Unable to join PvP: A party member is already queued for PvP."
185,"PvPPlayerTooFarQuest","Unable to join PvP: You have progressed beyond the quest limit for this PvP type."
186,"PvPPartyMemberTooFarQuest","Unable to join PvP: A party member has progressed beyond the quest limit for this PvP type."
187,"PvPPlayerTooHighLevel","Unable to join PvP: You are above the level cap for this PvP type."
188,"PvPPartyMemberTooHighLevel","Unable to join PvP: A party member is above the level cap for this PvP type."
189,"PvPPlayerHasAscendancy","Unable to join PvP: You have chosen an Ascendancy class, which is not allowed for this PvP type."
190,"PvPPartyMemberHasAscendancy","Unable to join PvP: A party member has chosen an Ascendancy class, which is not allowed for this PvP type."
191,"PvPJoinFail","Unable to join PvP queue because: {0}"
192,"PvPQueueCancelled","PvP Queue cancelled."
193,"PvPQueueCancelledBy","PvP Queue cancelled by {0}."
194,"PvPMatchListUnreachable","Unable to get PvP match list because: {0}"
195,"PvPDisabled","PvP is disabled here."
196,"PlayerSuicide","{0} has committed suicide."
197,"PlayerSlain","{0} has been slain."
198,"NoCharacterSpecified","Please specify a character name."
199,"WhoIsOffline","{0} is a level {2} {3} in the {1} league who is not currently online."
200,"WhoIsOnline","{0} is a level {2} {3} in the {1} league and is currently playing in {4}."
201,"ItemOnCursorLevel","Item on cursor is level {0}."
202,"NoItemOnCursor","There is no item on the cursor."
203,"ItemOnCursorHasNoLevel","Item on cursor doesn't have a level (it needs to be one that can get mods)."
204,"FixMyHelmetSuccess","Helmet updated."
205,"OperationFailed","Operation failed."
206,"FixMyHelmetAlreadyFixed","That helmet already has the correct visual identity."
207,"FixMyHelmetUnique","The helmet on the cursor is Unique."
208,"FixMyHelmetNotHelmet","The item on the cursor is not a helmet."
209,"ItemHasMicrotransaction","You cannot do this to an item with a microtransaction effect. Please remove the microtransaction effect and try again."
210,"BugReportNumber","Your bug report reference number is {0}."
211,"PlayedTime","You have played for {0}."
212,"CharacterAge","Your character was created {0} ago."
213,"CharacterAgeUnknown","Your character has no record of creation time."
214,"HelpCtrlClick","Ctrl-click an area transition or waypoint to create a new area instance"
215,"ReceivedRespecPoint1","You have received a Passive Respec Point."
216,"ReceivedRespecPointN","You have received {0} Passive Respec Points."
217,"ReceivedPassivePoint1","You have received a Passive Skill Point."
218,"ReceivedPassivePointN","You have received {0} Passive Skill Points."
219,"ReceivedStatBonus","You have received {0}."
220,"LeagueTradeDisabled","You cannot trade in this League."
221,"TradeItemOnCursor","You cannot trade with an item on the cursor."
222,"TradePlayerBusy","That player is currently busy."
223,"TradeAccepted","Trade accepted."
224,"TradeCancelled","Trade cancelled."
225,"YouWereIgnored","That player has ignored you."
226,"AchievementServerUnreachable","Error: Unable to connect to achievement server."
227,"DestroyCursorItem","Item on cursor destroyed."
228,"DestroyItemInTrade","You cannot destroy items in trade."
229,"DestroyQuestItem","You cannot destroy quest items."
230,"DestroyMicrotransactions","You cannot destroy items with microtransaction effects on them."
231,"DestroyBanditRespec","This item cannot be destroyed, but you can sell it to an NPC for a refund."
232,"CannotCreatePublicPartyYet","You must reach the first town before you can create public parties."
233,"PublicPartyListUnreachable","Unable to get public party list because: {0}"
234,"FullPassiveSkillRefund","Your passive skills have been refunded."
235,"FullAtlasPassiveSkillRefund","Your Atlas passive skills have been refunded."
236,"TeleportFailed","Teleport failed: could not place player at destination."
237,"TutorialShowItems","Hold Alt to show items on the ground."
238,"FinishedDescent","Congratulations, you have conquered Descent!"
239,"JoinedGlobalChannel","You have joined global chat channel {1} {0}."
240,"JoinedTradeChannel","You have joined trade chat channel {1} {0}."
241,"ShopPackageDoesNotExist","Shop package does not exist."
242,"ShopPackagePurchaseFailed","Failed to purchase package."
243,"ShopPackageTransactionDoesNotExist","Shop transaction does not exist."
244,"DownForMaintenanceTemp","The server you were on was brought down for maintenance. Please log in again."
245,"GuildNameTooLong","The guild name is too long."
246,"GuildTagTooLong","The guild tag is too long."
247,"AccountAlreadyInGuild","This account is already in a guild."
248,"GuildDoesNotExist","The specified guild was not found."
249,"GuildMustBeOfficer","You must be a guild officer or leader to perform this action."
250,"NotInGuild","Account is not a member of this guild."
251,"GuildFull","The guild is full and can not have any more members added."
252,"GuildMustBeLeader","You must be the guild leader to perform this action."
253,"DisallowedOnSelf","You can't do this to yourself."
254,"TooManyGuildInvites","This character is already invited to too many guilds."
255,"GuildStatusMessageTooLong","This guild status message is too long."
256,"NotEnoughPointsForTransaction","You don't have enough points to complete this transaction."
257,"GuildMustBeMember","You must be a guild member to perform this action."
258,"RemoteStashAlreadyLocked","The remote stash is already locked. Try again soon."
259,"RemoteStashOperationRequiresLock","The remote stash requires a lock before this operation can be performed"
260,"BadGuildStashPermissions","You don't have permission to perform this action on this guild stash."
261,"MaximumGuildSlots","You are not allowed to have any more guild slots."
262,"GuildTagTooShort","Guild tag must be a minimum of 3 characters."
263,"GuildKickDisabledForAccount","You can not kick this account from the guild because they have gifted microtransaction credit too recently."
264,"FriendNoteTooLong","This friend note is too long."
265,"TooHighLevelForCap","This area has a level cap of {0}."
266,"PlayerWins","{0} wins!"
267,"TooLowLevelToSendWhisper","You can't send whispers until you are level {0}"
268,"TooLowLevelToSendChat","You can't talk in {0} chat until you are level {1}"
269,"ReachedRegularChatLimit","Please wait before sending another chat message."
270,"ReachedTradeChatLimit","Please wait before sending another message in trade chat."
271,"PortalEffectChanged","Your character will now use the {0}."
272,"PortraitFrameChanged","Your character will now use the {0}. You must log out and in again for the change to take effect."
273,"CharacterPortraitChanged","Your character will now use the {0}. You must log out and in again for the change to take effect."
274,"NoHideout","This player has no Hideout in this league."
275,"FailedToUseItem","Failed to use item: {0}"
276,"ObaCompleted","Haha! You are a mighty adventurer indeed. Use what I have given you and spread my legacy throughout all of Wraeclast."
277,"ArenaScoreTitle","Current rankings: (Kills/Deaths)"
278,"ArenaScore","{1}: {0} ({2}/{3})"
279,"LostPassivePoint1","You have lost a Passive Skill Point."
280,"LostPassivePointN","You have lost {0} Passive Skill Points."
281,"LostStatBonus","You have lost {0}."
282,"FFALadderUpdate","You are now #{0} in the arena."
283,"CraftingFailed","Crafting failed: {0}"
284,"SpectatorJoined","{0} is now spectating."
285,"LeagueStartingSoonGlobal","The next race event starts in {1}. To enter, go to the character selection screen and click Join on the \""{0}\"" league. Information about this event is available in the Events/Leagues forum."
286,"LeagueStartingSoonLocal","The league is starting in {0}."
287,"LeagueStartingNow","The league has now started!"
288,"LeagueEndingMinutes","The league is ending in {0}."
289,"LeagueFinished","The league has finished!"
290,"LeagueFirstToReachLevel","{0} is the first character to reach level {1}!"
291,"LeagueFirstToEnterArea","{0} is the first character to enter {1}!"
292,"LeagueFirstToEnterDelveLevelSolo","{0} is the first character to solo delve to depth {1}!"
293,"LeagueFirstToEnterDelveLevelParty","{0} is the first character to delve to depth {1}!"
294,"LeagueFirstToFullyClear","{0} is the first character to fully clear {1}!"
295,"LeagueFirstToDoQuest","{0} is the first character to {1}!"
296,"RealmRestartingSoon","The realm is restarting in {0}."
297,"RealmShuttingDownSown","The realm is shutting down in {0}."
298,"RealmRestarting","Beginning realm restart..."
299,"RealmShuttingDown","Beginning realm shutdown..."
300,"RealmRestartDeployPatchNotification","We are restarting the realm to deploy the {0} update. Its patch notes are in the Patch Notes forum. Downtime will be approximately {2}. {1}"
301,"RealmMaintenanceNotification","We are shutting the realm down for maintenance. Downtime will be approximately {1}. {0}"
302,"CharacterOffline","That character is not online."
303,"CharacterNameOffline","{0} is not online."
304,"CharacterDifferentLeague","That character is in a different league."
305,"NotMutualFriends","That account has not accepted you as a friend."
306,"CharacterNotInPvP","That character is not currently engaged in PvP."
307,"SpectateFollow","You are now queued to spectate that account."
308,"HideoutDoodadLimitReached","Cannot place another Hideout object. You are limited to 750 objects in your Hideout at one time."
309,"HardcoreDeathAnnouncement","{0} (Level {1}) has died at position {2} on the ladder."
310,"InteractErrorIncaBossSpawner","It seems to require a triangular key."
311,"InteractErrorMalachaiPortal","You have not killed Malachai, or were not in the area when he was killed."
312,"InteractErrorMervielExit","You have not killed Merveil, or were not in the area when she was killed."
313,"InteractErrorHillockGate","You must kill Hillock first."
314,"InteractErrorTowerTransition","You have not killed Dominus, or were not in the area when he was killed."
315,"InteractErrorMineEntranceSeal","The entrance to the Mines is blocked by Deshret's Seal."
316,"InteractErrorLockedDoor","The door is locked."
317,"InteractErrorTowerKey","The Tower Key has not been used to unlock the door."
318,"InteractErrorPoisonTree","Tree roots block your path.\r\nPerhaps they can be opened\r\nat a later time."
319,"InteractErrorUndyingBlockage","The way is blocked."
320,"InteractErrorLocked","It's locked."
321,"InteractErrorBlockageTransition","The way is blocked."
322,"InteractErrorSpikeBlockage","It seems to require some kind of key."
323,"InteractErrorGlyphWall","This wall seems to require three strangely shaped objects."
324,"InteractErrorWaterCave","You must find a way to lower the water first."
325,"InteractErrorNotYourCraftingTable","You cannot use other people's crafting benches."
326,"InteractErrorNotYourMapDevice","You cannot use other people's map devices."
327,"InteractErrorCoreTransition","You must kill all three of Malachai's guardians to access the Black Core."
328,"InteractErrorCoreTransitionOrgans","You must kill all three of Malachai's guardians and deliver the organs to Piety to access the Black Core."
329,"InteractErrorPietyGateTransition","You must deal with Piety first."
330,"InteractErrorVinktarSquareGateLocked","The gate is surging with the power of the Guardians."
331,"NotAllowedInPlayersHideout","You cannot currently access this player's area."
332,"CantChangeToHideoutFromHere","You can't go to this area from here."
333,"StrMissionStartPointRocks","The entrance has collapsed"
334,"LoginTokenExpired","Your credentials have expired. Please restart the game."
335,"IgnoredPvP","You have been ignored."
336,"LocalChatDisabledWhileSpectating","Local chat is disabled while spectating PvP."
337,"AbandonDailyNotInHideout","You can only use this command inside your Hideout."
338,"NoDailyActive","You don't have a daily mission open."
339,"GrandmasterSaved","Grandmaster file has been saved. Grinding Gear Games staff will be notified."
340,"LeagueFinishTimeRaceCompleted","You completed the objective of this race. Check the ladder thread to see your ranking."
341,"LeagueFinishTimeRaceLogin","You've already completed this race's objective with this character."
342,"CharacterNotFriendOrGuildmate","That account is not a mutual friend or guildmate."
343,"MapDeviceDisabled","The Map Device is disabled in this league."
344,"PVPTeamDoesNotExist","This PvP team is not registered for this event"
345,"ForwardedToMasterShard","This request was forwarded to the master database. This request should be dropped with no response."
346,"PVPTournamentFinished","The tournament is complete."
347,"ErrorNotInHideout","You must be in your Hideout to do this."
348,"ErrorHideoutSuperceded","Hideout modifications are currently disabled. Please create a new Hideout instance and try again."
349,"ErrorCannotModifyGuildHideout","You do not have permission to modify the Guild Hideout."
350,"ClaimCraftingBenchSuccess","Adding crafting bench to Hideout stash."
351,"CharacterIsPVPOnly","PvP-only characters may not do this."
352,"StoppedSpectateFollow","You are no longer queued to spectate."
353,"CannotTradeItemLockedToCharacter","Item cannot be traded or modified."
354,"CannotTradeItemLockedToAccount","Item cannot be traded."
355,"PvPRelocatingArena","You are being moved to another PvP arena to rebalance player numbers."
356,"MapCraftingFailedCost","You don't have enough currency."
357,"MapCraftingFailedTrade","Failed to open map. Cannot consume items while trade window is open."
358,"PvPMustHaveFullParty","Your party isn't large enough to play in this PvP match."
359,"WithdrawnFromPVPTournament","You have withdrawn from this PvP tournament."
360,"SpectatingDisabled","Spectating is disabled for this match."
361,"ChestLocked","This chest is locked."
362,"HideoutPortalLocked","Map Portals have been locked."
363,"PVPCTFOwnFlag","Bring another team's flag back here to gain a point."
364,"SpiderChestLocked","You hear skittering nearby..."
365,"AFKModeEnabled","AFK mode is now ON. Autoreply \""{0}\"""
366,"AFKModeDisabled","AFK mode is now OFF."
367,"DNDModeEnabled","DND mode is now ON. Autoreply \""{0}\"""
368,"DNDModeDisabled","DND mode is now OFF."
369,"AutoReplyEnabled","Autoreply set \""{0}\"""
370,"IncaApexDoorLocked","This door cannot be opened at this time."
371,"CharacterNameExistsButCanExpire","Creating this character would expire the character name of another character."
372,"CharacterIsNotExpired","This character's name is not expired."
373,"CharacterIsExpired","This character's name has been taken by another player due to inactivity on this account. It must be renamed."
374,"OrphanedInstance","Game server lost contact with the realm."
375,"ErrorLabyrinthLocked","This Labyrinth has already been opened, so it can no longer be joined. Visit a new Aspirants' Plaza to start a new Labyrinth."
376,"ErrorZanaMissionLocked","You have already visited this unstable area before, and cannot access it again."
377,"InteractErrorDoorRequiresGoldenKey","This door is locked. You need a Golden Key to open it."
378,"InteractErrorDoorRequiresSilverKey","This door is locked. You need a Silver Key to open it."
379,"InteractErrorDoorRequiresBronzeKey","This door is locked. You need a Bronze Key to open it."
380,"TooManyCharacterSlots","You can not have more than 255 character slots on a single account."
381,"EchoClientString","{0}"
382,"ErrorCannotWhisperIgnored","You cannot whisper people on your ignore list."
383,"AccountIsOnline","This account is currently online."
384,"IzaroChestLocked","This chest is locked. A Treasure Key is required to open it."
385,"ProfanityCheckFailed","The text you entered contains profanity."
386,"ErrorCannotChangeAscendancyClass","You may not change your Ascendancy class in this League."
387,"TencentAasLoginDenied","You are a minor and can't login."
388,"TencentAasNotification","You've been playing for {0} hours, please consider taking a rest."
389,"TencentAasAlarm","You have played for more than three hours and are a minor. You can't login until you have had a five hour rest."
390,"LeagueDisallowsCharacterDeletion","This league doesn't allow character deletion at the moment."
391,"ErrorCannotAccessMapLabyrinth","You have not yet completed the Map Labyrinth Trials."
392,"ErrorCannotSealProphecy","Failed to seal Prophecy."
393,"InviteErrorAlreadyInParty","Party invite failed. That character is already in a party."
394,"TencentCannotAccessMapDevice","Complete The Lord's Labyrinth to gain access to the Map Device. Travel to the Sarn Encampment and click on the Ascendancy Plaque to find out more about the Labyrinth. Finish the Trials of Ascendancy and defeat Emperor Izaro in his Labyrinth to gain access to endgame maps."
395,"DailyPortalBlocked","Cannot open daily mission: Portal location is blocked. Use Edit Mode to move the master to a new location and try again."
396,"OfferDoesNotExist","The offer no longer exists."
397,"OfferInWrongState","The offer is in an invalid state for this action."
398,"OfferContainsUntradeableItems","The offer can not be submitted because it contains untradeable items."
399,"NoOffersOnYourOwnItems","You can not make an offer on this item because you already own it."
400,"PublicListingLockedDueToLevel","You cannot publicly list items for sale until you have had at least one character at level 25 on your account."
401,"OffersLockedDueToLevel","You cannot make offers on items until you have had at least one character at level 25 on your account."
402,"AccountNoLongerHasItem","The player no longer has the listed item."
403,"TooManyBuyerOffers","You can only have 10 active offers at a time, please resolve active offers to create new ones."
404,"TooManySellerOffers","The seller has too many offers on thier items. Try again later."
405,"AlreadyHaveOfferOnItem","You already have an offer in progress for this item."
406,"SentOfferTooRecently","You have submitted an offer to this account too recently."
407,"EventErrorLevelTooLow","You must be at least level {0} to enter this event."
408,"EnteredPathOfEnduranceLevel","You have reached Level {0}"
409,"EventEndsIn","This event ends in {0}"
410,"GuildTagAlreadyExists","That guild tag is already in use."
411,"GlobalChatOnCooldown","Please wait a few seconds before using Global Chat again."
412,"InteractErrorKaruiDoorLocked","The gate is locked, but it appears to be missing an eye..."
413,"LabyrinthErrorPartyTooBigTencent","You may only enter the Labyrinth with {0} or fewer players in your party."
414,"InteractErrorNoSignOfPurity","You need the Sign of Purity to activate this."
415,"InteractErrorCannotAccessEndgame","You cannot access endgame content until you have completed the campaign."
416,"CharacterNameContainsProfanity","This Character name is restricted."
417,"ConsoleDisconnectedBecauseActiveUserChanged","Disconnected because the active user signed out"
418,"ConsoleDisconnectedBecauseSuspending","Disconnected because the game was suspended"
419,"InteractErrorNeedSunMoonOrbs","You need the Sun and Moon Orbs to activate this."
420,"TheBeaconLever","The torch doesn't have enough fuel to ignite."
421,"OnlyOneAllowedInHideout","You can not place more than one of this type of item in your Hideout."
422,"AccountLoggedInOnOtherRealm","You cannot be logged in on the beta and regular Path of Exile realms at the same time."
423,"KitavaArenaLocked","It is unsafe to portal to this area."
424,"InteractErrorBeaconMissingFlag","You need the Black Flag from the Cavern of Anger to use the Beacon."
425,"InteractErrorGreustShrine","An ancient Azmeri shrine. Maybe Helena knows something about it."
426,"PantheonFailedToCreateSoulItem","The Captured Soul failed to generate in the Map Device."
427,"PantheonCannotConsumeVessel","Activation failed. The Boss in this map cannot have its Soul captured."
428,"PantheonCannotConsumeVesselAlreadyCaptured","Activation failed. You have already captured the Soul of this Map's Boss."
429,"ExitToLoginFailed","Failed to connect to login server. Please login and try again."
430,"MessageDoesNotExist","The specified message does not exist."
431,"MessageTooLong","The message is too long."
432,"AreaErrorLevelTooLow","You must be at least Level {0} to access this area."
433,"AreaErrorLevelTooLowGeneric","You have not reached a high enough Level to access this area."
434,"TradeMarketCloseOfferWithItems","You still have items present in the offer, remove these items to close the offer."
435,"TradeMarketSendOfferWithNoItems","You cannot submit an offer without any currency items offered."
