"rownum","Monster","Spectre","[rid]"
264,7206,7207,[]
265,7268,7207,[]
266,7230,7232,[]
267,7231,7232,[]
268,7279,7281,[]
269,7280,7281,[]
270,7282,7284,[]
271,7283,7284,[]
272,7285,7287,[]
273,7286,7287,[]
274,7295,7305,[]
275,7296,7305,[]
276,7297,7305,[]
277,7298,7305,[]
278,7300,7305,[]
279,7301,7305,[]
280,7302,7305,[]
281,7303,7305,[]
282,7299,7306,[]
283,7304,7306,[]
284,7307,7308,[]
285,7312,7308,[]
286,7309,7310,[]
287,7313,7310,[]
288,7315,7316,[]
289,7317,7318,[]
290,7322,7324,[]
291,7323,7324,[]
292,7325,7326,[]
293,7329,7326,[]
294,7327,7328,[]
295,7330,7328,[]
296,7331,7332,[]
297,7333,7334,[]
298,7340,7341,[]
299,7344,7341,[]
300,7348,7349,[]
301,7353,7349,[]
302,7350,7351,[]
303,7354,7351,[]
304,7355,7356,[]
305,7357,7358,[]
306,7363,7369,[]
307,7366,7369,[]
308,7364,7370,[]
309,7367,7370,[]
310,7365,7371,[]
311,7368,7371,[]
312,7372,7376,[]
313,7374,7376,[]
314,7373,7377,[]
315,7375,7377,[]
316,7378,7379,[]
317,7380,7381,[]
318,7384,7390,[]
319,7387,7390,[]
320,7385,7391,[]
321,7388,7391,[]
322,7386,7392,[]
323,7389,7392,[]
324,7393,7395,[]
325,7394,7395,[]
326,7396,7398,[]
327,7397,7398,[]
328,7399,7400,[]
329,7402,7400,[]
330,7404,7405,[]
331,7406,7407,[]
332,7822,7829,[]
333,7823,7830,[]
334,7824,7831,[]
335,7825,7832,[]
336,7826,7833,[]
337,7827,7834,[]
338,7828,7835,[]
339,7846,7856,[]
340,7847,7857,[]
341,7848,7858,[]
342,7849,7859,[]
343,7850,7860,[]
344,7852,7861,[]
345,7872,7883,[]
346,7873,7884,[]
347,7874,7885,[]
348,7875,7886,[]
349,7879,7887,[]
350,7880,7888,[]
351,7881,7889,[]
352,7882,7890,[]
353,7898,7912,[]
354,7899,7913,[]
355,7900,7914,[]
356,7901,7915,[]
357,7902,7914,[]
358,7903,7915,[]
359,7904,7914,[]
360,7905,7915,[]
361,7906,7916,[]
362,7907,7917,[]
363,7908,7918,[]
364,7909,7919,[]
365,7910,7920,[]
366,7911,7921,[]
367,5672,5674,[]
368,5673,5674,[]
369,5675,5679,[]
370,5676,5679,[]
371,5677,5679,[]
372,5678,5679,[]
373,5112,5119,[]
374,5113,5119,[]
375,5114,5119,[]
376,5115,5119,[]
377,5116,5119,[]
378,5117,5119,[]
379,5118,5119,[]
380,5121,5123,[]
381,5122,5123,[]
382,5126,5129,[]
383,5127,5129,[]
384,5128,5129,[]
385,5132,5136,[]
386,5133,5136,[]
387,5134,5136,[]
388,5135,5136,[]
389,5137,5146,[]
390,5138,5146,[]
391,5139,5146,[]
392,5140,5146,[]
393,5141,5146,[]
394,5142,5146,[]
395,5143,5146,[]
396,5148,5151,[]
397,5149,5151,[]
398,5150,5151,[]
399,5152,5154,[]
400,5153,5154,[]
401,5156,5159,[]
402,5157,5159,[]
403,5158,5159,[]
404,5165,5168,[]
405,5166,5168,[]
406,5167,5168,[]
407,5160,5163,[]
408,5161,5163,[]
409,5162,5163,[]
410,5169,5163,[]
411,5170,5163,[]
412,5171,5163,[]
413,5174,5176,[]
414,5175,5176,[]
415,5177,5179,[]
416,5178,5179,[]
417,5181,5183,[]
418,5182,5183,[]
419,5184,5186,[]
420,5185,5186,[]
421,4806,4807,[]
422,4808,4809,[]
423,4810,4811,[]
424,7075,7078,[]
425,7077,7078,[]
426,7076,7078,[]
427,8097,8098,[]
428,8099,8100,[]
429,8102,8103,[]
430,8104,8105,[]
431,8106,8107,[]
432,8108,8109,[]
433,8110,8112,[]
434,8113,8114,[]
435,8115,8117,[]
436,8118,8120,[]
437,8121,8123,[]
438,8124,8126,[]
439,8127,8128,[]
440,8129,8131,[]
441,8132,8133,[]
442,8135,8137,[]
443,8138,8139,[]
444,8141,8143,[]
445,8144,8146,[]
446,8147,8148,[]
447,8149,8150,[]
448,8151,8152,[]
449,8153,8154,[]
450,8155,8156,[]
451,8157,8158,[]
452,8160,8161,[]
453,8162,8164,[]
454,8165,8167,[]
455,8169,8171,[]
456,8173,8175,[]
457,8176,8178,[]
458,8179,8180,[]
459,8182,8184,[]
460,8185,8186,[]
461,8187,8188,[]
462,8192,8193,[]
463,8194,8195,[]
464,8196,8198,[]
465,8199,8201,[]
466,8202,8203,[]
467,8204,8206,[]
468,8207,8208,[]
469,8365,8367,[]
470,8366,8367,[]
471,8368,8369,[]
472,8370,8371,[]
473,8372,8373,[]
474,8374,8375,[]
475,8376,8377,[]
476,8378,8379,[]
477,8380,8381,[]
478,8382,8383,[]
479,8384,8379,[]
480,8385,8381,[]
481,8386,8383,[]
482,8395,8397,[]
483,8396,8397,[]
484,8398,8399,[]
485,8400,8401,[]
486,8402,8403,[]
487,8405,8406,[]
488,8407,8408,[]
489,8411,8414,[]
490,8412,8414,[]
491,8413,8414,[]
492,8415,8419,[]
493,8416,8419,[]
494,8417,8419,[]
495,8418,8419,[]
496,8420,8423,[]
497,8421,8423,[]
498,8422,8423,[]
499,8424,8427,[]
500,8425,8427,[]
501,8426,8427,[]
502,8431,8432,[]
503,8433,8434,[]
504,8435,8436,[]
505,8437,8438,[]
506,8439,8440,[]
507,8441,8442,[]
508,8443,8444,[]
509,8445,8432,[]
510,8446,8434,[]
511,8447,8436,[]
512,8448,8438,[]
513,8449,8438,[]
514,8450,8440,[]
515,8451,8442,[]
516,8452,8444,[]
517,8453,8454,[]
518,8455,8456,[]
519,8457,8458,[]
520,8459,8460,[]
521,8461,8454,[]
522,8462,8456,[]
523,8463,8458,[]
524,8464,8460,[]
525,8471,8472,[]
526,8473,8474,[]
527,8475,8476,[]
528,8478,8479,[]
529,8484,8485,[]
530,8486,8487,[]
531,8488,8489,[]
532,8490,8491,[]
533,320,321,[]
534,8588,8590,[]
535,8589,8590,[]
536,8591,8592,[]
537,8593,8595,[]
538,8594,8595,[]
539,8596,8597,[]
540,8598,8600,[]
541,8599,8600,[]
542,8601,8602,[]
543,8603,8605,[]
544,8604,8605,[]
545,8606,8607,[]
546,8608,8610,[]
547,8609,8610,[]
548,8611,8612,[]
549,8614,8615,[]
550,8616,8617,[]
551,8618,8620,[]
552,8619,8620,[]
553,8621,8623,[]
554,8622,8623,[]
555,8626,8628,[]
556,8627,8628,[]
557,8634,8636,[]
558,8637,8640,[]
559,8641,8644,[]
560,8645,8647,[]
561,8646,8647,[]
562,8648,8650,[]
563,8649,8650,[]
564,8651,8653,[]
565,8652,8653,[]
566,8654,8656,[]
567,8655,8656,[]
568,8657,8659,[]
569,8658,8659,[]
570,8660,8661,[]
571,8677,8678,[]
572,8679,8681,[]
573,8680,8681,[]
574,8682,8683,[]
575,8686,8687,[]
576,8692,8687,[]
577,8688,8689,[]
578,8693,8689,[]
579,8758,8759,[]
580,8760,8761,[]
581,8763,8764,[]
582,8765,8766,[]
583,8769,8770,[]
584,8772,8773,[]
585,8774,8775,[]
586,8776,8777,[]
587,8778,8779,[]
588,8780,8781,[]
589,8782,8781,[]
590,8783,8784,[]
591,8785,8786,[]
592,8787,8788,[]
593,8790,8791,[]
594,8793,8794,[]
595,8797,8798,[]
596,8799,8800,[]
597,8857,8858,[]
598,8860,8861,[]
599,8863,8864,[]
600,8866,8867,[]
601,8869,8870,[]
602,8874,8875,[]
603,8876,8877,[]
604,8878,8879,[]
605,8880,8881,[]
606,8882,8883,[]
607,8884,8885,[]
608,8887,8888,[]
609,8889,8890,[]
610,8891,8892,[]
611,8893,8894,[]
612,8895,8896,[]
613,1833,1834,[]
614,6753,6754,[]
615,7457,6754,[]
616,1737,1722,[]
617,1738,1723,[]
618,1739,1724,[]
619,1740,1725,[]
620,1741,1726,[]
621,1742,1727,[]
622,1743,1728,[]
623,1744,1729,[]
624,1745,1730,[]
625,1746,1731,[]
626,1747,1732,[]
627,1748,1733,[]
628,1749,1734,[]
629,1750,1735,[]
630,1751,1736,[]
631,1820,1802,[]
632,1821,1803,[]
633,1822,1804,[]
634,1823,1805,[]
635,1824,1806,[]
636,1825,1807,[]
637,1826,1808,[]
638,1827,1809,[]
639,1828,1810,[]
640,1829,1811,[]
641,1830,1812,[]
642,1831,1813,[]
643,1832,1814,[]
644,1835,1815,[]
645,1836,1816,[]
646,1837,1817,[]
647,1838,1818,[]
648,1839,1819,[]
649,4550,4551,[]
650,6641,6640,[]
651,6642,6640,[]
652,6643,6640,[]
653,5282,5284,[]
654,5283,5284,[]
655,5285,5287,[]
656,5286,5287,[]
657,6484,6486,[]
658,6485,6487,[]
659,6490,6492,[]
660,6491,6493,[]
661,6496,6498,[]
662,6497,6499,[]
663,6502,6504,[]
664,6503,6505,[]
665,6452,6487,[]
666,6456,6493,[]
667,6460,6499,[]
668,6464,6505,[]
669,6650,6649,[]
670,6652,6649,[]
671,6653,6649,[]
672,9019,9020,[]
673,9021,9022,[]
674,9023,9024,[]
675,9025,9026,[]
676,9027,9028,[]
677,9029,9030,[]
678,9032,9033,[]
679,9034,9035,[]
680,9038,9039,[]
681,9040,9041,[]
682,9042,9043,[]
683,9045,9046,[]
684,9047,9048,[]
685,9051,9053,[]
686,9054,9056,[]
687,9057,9059,[]
688,9060,9062,[]
689,2067,2068,[]
690,5449,5450,[]
691,9223,9224,[]
692,9228,9229,[]
693,9234,9236,[]
694,9235,9236,[]
695,329,328,[]
696,330,328,[]
697,331,328,[]
698,332,328,[]
699,353,352,[]
700,366,365,[]
701,454,453,[]
702,883,882,[]
703,896,895,[]
704,957,956,[]
705,958,956,[]
706,959,956,[]
707,991,990,[]
708,1485,1484,[]
709,1486,1484,[]
710,1487,1484,[]
711,1488,1484,[]
712,3159,3162,[]
713,3160,3162,[]
714,3163,3162,[]
715,3164,3162,[]
716,3165,3162,[]
717,3166,3162,[]
718,3172,3175,[]
719,3173,3175,[]
720,3176,3175,[]
721,4317,4314,[]
722,4324,4321,[]
723,4330,4327,[]
