"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","PassiveSkillGraphId","Name","Characters","IsKeystone","IsNotable","FlavourText","IsJustIcon","AchievementItem","IsJewelSocket","AscendancyKey","IsAscendancyStartingNode","ReminderStrings","SkillPointsGranted","IsMultipleChoice","IsMultipleChoiceOption","Stat5Value","PassiveSkillBuffs","GrantedEffectsPerLevel","IsAnointmentOnly","i32","IsExpansion","IsProxyPassive","SkillType","MasteryGroup","Group","SoundEffect","string","i32","i32","i32","i32","i32","bool","[rid]","i32","[rid]","bool"
56,"life129","Art/2DArt/SkillIcons/passives/life1.dds",[124],5,0,0,0,25933,"Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
57,"maximum_endurance_charges131","Art/2DArt/SkillIcons/passives/chargestr.dds",[179],1,0,0,0,37326,"Stamina",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
58,"maximum_endurance_charges132","Art/2DArt/SkillIcons/passives/chargestr.dds",[179],1,0,0,0,11730,"Endurance",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
59,"maximum_endurance_charges133","Art/2DArt/SkillIcons/passives/chargestr.dds",[179],1,0,0,0,4833,"Vigour",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
60,"reduced_mana_cost135","Art/2DArt/SkillIcons/passives/mana.dds",[128],8,0,0,0,34906,"Mana",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
61,"reduced_mana_cost137","Art/2DArt/SkillIcons/passives/mana.dds","[128,9829]",10,20,0,0,41026,"Mana and Guard Skill Cooldown Recovery",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
62,"reduced_mana_cost139","Art/2DArt/SkillIcons/passives/manastr.dds","[213,128]",3,5,0,0,31819,"Mana and Reduced Mana Cost",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
63,"life_regeneration_per_endurance_charge141","Art/2DArt/SkillIcons/passives/chargestr.dds",[126],12,0,0,0,48109,"Life Regeneration per Endurance Charge",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
64,"life_leech142","Art/2DArt/SkillIcons/passives/lifeleech.dds","[3089,70]",40,3,0,0,62108,"Life Leech and Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
65,"blood_drinker143","Art/2DArt/SkillIcons/passives/LustforCarnage.dds","[3089,603,70,3404]",120,60,12,0,63422,"Lust for Carnage",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
66,"life_gain_on_hit146","Art/2DArt/SkillIcons/passives/lifeleech.dds","[603,70]",40,3,0,0,28311,"Life Leech Speed and Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
67,"hammer_blows147","Art/2DArt/SkillIcons/passives/hammerblows.dds","[467,2413,2793]",1,40,20,0,64395,"Blunt Trauma",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
68,"knockback_distance148","Art/2DArt/SkillIcons/passives/knockback.dds",[479],10,0,0,0,1252,"Knockback Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
69,"knockback_distance149","Art/2DArt/SkillIcons/passives/knockback.dds",[402],25,0,0,0,65456,"Knockback Distance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
70,"fending150","Art/2DArt/SkillIcons/passives/fending.dds","[402,479]",25,15,0,0,30160,"Fending",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
71,"endurance_charge_duration153","Art/2DArt/SkillIcons/passives/chargestr.dds",[418],20,0,0,0,40766,"Endurance Charge Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
72,"endurance_charge_duration154","Art/2DArt/SkillIcons/passives/chargestr.dds",[418],20,0,0,0,41706,"Endurance Charge Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
73,"bloodless156","Art/2DArt/SkillIcons/passives/lifeleechimmunity.dds","[7,124]",1,10,0,0,6289,"Bloodless",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
74,"stun_threshold_reduction160","Art/2DArt/SkillIcons/passives/stunstr.dds",[108],10,0,0,0,56982,"Stun Threshold Reduction",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
75,"armour170","Art/2DArt/SkillIcons/passives/dmgreduction.dds","[117,124]",10,3,0,0,6359,"Armour and Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
76,"armour173","Art/2DArt/SkillIcons/passives/ElementalResistance2.dds",[141],5,0,0,0,6718,"Elemental Resistances",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
77,"life180","Art/2DArt/SkillIcons/passives/life1.dds",[124],5,0,0,0,62021,"Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
78,"life181","Art/2DArt/SkillIcons/passives/life1.dds",[124],5,0,0,0,65034,"Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
79,"life182","Art/2DArt/SkillIcons/passives/life1.dds","[124,134]",5,4,0,0,9386,"Life and Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
80,"life184","Art/2DArt/SkillIcons/passives/life1.dds",[124],5,0,0,0,65167,"Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
81,"life185","Art/2DArt/SkillIcons/passives/increasedarmorandlife.dds","[117,124]",12,4,0,0,36047,"Life and Armour",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
82,"life186","Art/2DArt/SkillIcons/passives/increasedarmorandlife.dds","[124,116]",5,30,0,0,22627,"Life and Armour",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
83,"life187","Art/2DArt/SkillIcons/passives/life1.dds","[124,134]",5,4,0,0,14057,"Life and Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
84,"life189","Art/2DArt/SkillIcons/passives/increasedarmorandlife.dds","[116,123]",20,16,0,0,50904,"Life and Armour",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
85,"life193","Art/2DArt/SkillIcons/passives/life1.dds",[124],5,0,0,0,15073,"Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
86,"life195","Art/2DArt/SkillIcons/passives/life1.dds",[124],5,0,0,0,42583,"Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
87,"accuracy198","Art/2DArt/SkillIcons/passives/accuracydex.dds","[84,554]",12,12,0,0,59494,"Accuracy and Critical Strike Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
88,"eagle_eye199","Art/2DArt/SkillIcons/passives/eagleeye.dds","[84,554,83]",20,20,150,0,2225,"Eagle Eye",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
89,"accuracy200","Art/2DArt/SkillIcons/passives/accuracydex.dds","[84,554]",12,12,0,0,16380,"Accuracy and Critical Strike Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
90,"lightning_resistance201","Art/2DArt/SkillIcons/passives/lightningstr.dds",[148],12,0,0,0,7399,"Lightning Resistance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
91,"troll's_blood203","Art/2DArt/SkillIcons/passives/trollblood.dds","[451,573,3461]",108,20,20,0,24383,"Warrior's Blood",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
92,"life204","Art/2DArt/SkillIcons/passives/increasedarmorandlife.dds","[117,124]",10,4,0,0,63048,"Life and Armour",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
93,"fire_resistance206","Art/2DArt/SkillIcons/passives/fireresist.dds",[144],12,0,0,0,27166,"Fire Resistance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
94,"cold_resistance208","Art/2DArt/SkillIcons/passives/coldresist.dds",[146],12,0,0,0,27195,"Cold Resistance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
95,"arcing_blows210","Art/2DArt/SkillIcons/passives/sparkingattacks.dds","[6042,3895]",30,8,0,0,6615,"Arcing Blows",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
96,"weapon_cold_damage211","Art/2DArt/SkillIcons/passives/colddamage.dds",[6041],12,0,0,0,61327,"Weapon Cold Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
97,"weapon_cold_damage212","Art/2DArt/SkillIcons/passives/colddamage.dds",[6041],12,0,0,0,51404,"Weapon Cold Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
98,"wand_elemental_damage213","Art/2DArt/SkillIcons/passives/masterywand.dds",[416],12,0,0,0,56066,"Wand Elemental Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
99,"wand_elemental_damage214","Art/2DArt/SkillIcons/passives/masterywand.dds","[416,3907]",10,2,0,0,54043,"Wand Elemental Damage and Penetration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
100,"wand_elemental_damage215","Art/2DArt/SkillIcons/passives/masterywand.dds","[416,3907]",10,2,0,0,30926,"Wand Elemental Damage and Penetration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
101,"fusillade216","Art/2DArt/SkillIcons/passives/fussilade.dds","[81,93]",15,30,0,0,16243,"Fusillade",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
102,"spell_damage_per_power_charge217","Art/2DArt/SkillIcons/passives/chargeint.dds",[425],4,0,0,0,56158,"Spell Damage per Power Charge",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
103,"shock_duration220","Art/2DArt/SkillIcons/passives/lightningint.dds",[659],15,0,0,0,62697,"Shock Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
104,"static_blows221","Art/2DArt/SkillIcons/passives/staticshield.dds","[6072,12421,12569]",30,30,50,0,26557,"Static Blows",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
105,"shock_duration222","Art/2DArt/SkillIcons/passives/lightningint.dds","[56,659]",10,10,0,0,46469,"Lightning Damage and Shock Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
