"rownum","i32","[rid]","[rid]","i32","i32","i32","i32","i32","i32","i32","i32","bool","string","i32","bool","i32"
49,51,[399],[],4,0,0,0,0,1,0,7,"","flank_markers",2,1,0
50,52,[399],[],4,0,0,0,0,1,0,4,"","prowl_vines",2,1,0
51,53,[399],[],4,0,0,0,0,1,0,4,"","prowl_vines",2,1,0
52,54,[400],[],5,0,0,0,0,1,0,4,"","vine_trap",2,"",0
53,55,[399],[],4,0,0,0,0,1,0,4,"","last_prowl_vine",2,"",0
54,56,[403],[],4,0,0,0,0,1,0,7,"","",2,"",0
55,57,[409],[],4,0,0,0,0,1,0,7,"","",2,"",0
56,58,[410],[],4,0,0,0,0,1,0,7,"","",2,"",0
57,59,[411],[],4,0,0,0,0,1,0,7,"","",2,"",0
58,60,[412],[],4,0,0,0,0,1,0,7,"","",2,"",0
59,61,[426],[],3,0,0,0,0,1,0,2,"","ice_fissures",2,1,0
60,64,[429],[],4,0,0,0,0,1,0,2,"","",2,"",0
61,65,[430],[],5,0,0,0,0,1,0,7,"","",2,"",0
62,66,[432],[],4,0,0,0,0,1,0,2,"","",2,"",0
63,67,[433],[],5,0,0,0,0,1,0,2,"","",2,"",0
64,68,[434],[],4,0,0,0,0,1,0,2,"","",2,"",0
65,69,[436],[],3,0,0,0,0,1,0,7,"","placed_bomb",2,"",0
66,70,[437],[],4,0,0,0,0,1,0,7,"","grid_mine",2,1,0
67,71,[447],[],5,0,0,0,0,1,0,2,"","",2,"",0
68,72,[448],[],4,0,0,0,0,1,0,7,"","",2,"",0
69,73,[444],[],4,0,0,0,0,1,0,7,"","",2,1,0
70,74,[445],[],4,0,0,0,0,1,0,7,"","",2,1,0
71,75,[452],[],4,0,0,0,0,1,0,7,"","",2,"",0
72,76,[456],[],4,0,0,0,0,1,0,7,"","",2,1,0
73,77,[461],[],4,0,0,0,0,1,0,7,"","",2,"",0
74,78,[463],[],4,10,0,0,0,1,0,7,"","dominus_spawner",2,1,0
75,79,[464],[],4,0,0,0,0,1,0,7,"","",2,"",0
76,80,[466],[],4,0,0,0,0,1,0,7,"","",2,"",0
77,81,[468],[],4,0,0,0,0,1,0,7,"","standalone_shav_telemark",2,1,0
78,82,[469],[],4,0,0,0,180,1,0,2,"","turret_group1",2,1,0
79,83,[470],[],4,0,0,0,0,1,0,2,"","turret_group2",2,1,0
80,84,"[471,472]",[],4,0,0,0,0,1,0,7,"","cracks",2,1,0
81,85,[473],[],4,0,0,0,0,1,0,7,"","adus_pillar",2,1,0
82,86,"[476,477,478]",[],4,3,7,0,0,1,0,7,"","pods",2,1,0
83,87,[480],[],4,0,0,0,0,1,0,7,"","xnuke",2,1,0
84,88,[488],[],4,0,0,0,0,1,0,7,"","",2,"",0
85,89,[513],[],4,0,0,0,0,2,10,7,"","",2,"",0
86,90,[520],[],4,0,0,0,0,2,10,7,"","",2,"",0
87,91,[545],[],4,0,0,0,0,2,0,2,"","",2,"",0
88,92,[546],[],4,0,0,0,0,1,0,7,"","",2,"",0
89,93,[548],[],4,0,0,0,0,1,0,7,"","",2,"",0
90,94,[554],[],4,0,0,0,0,1,0,7,"","",2,"",0
91,95,[555],[],4,12,12,0,0,2,13,2,"","",2,"",0
92,96,[566],[],4,0,0,0,0,1,0,7,"","blood_orb",2,"",0
93,97,[567],[],4,0,0,0,0,1,0,7,"","fissure",2,1,0
94,98,[581],[],4,0,0,0,0,1,0,7,"","",2,"",0
95,99,[582],[],4,0,0,0,0,1,0,2,"","target_rune",2,"",0
96,100,[349],[],4,0,0,0,0,1,0,4,"","",2,"",0
97,101,[350],[],4,0,0,0,0,1,0,4,"","",2,"",0
98,102,"[589,591,592,593]",[],4,0,0,0,0,1,0,7,"","walls",2,1,0
99,103,[611],[],4,0,0,0,0,1,0,7,"","",2,"",0
100,104,[616],[],4,0,0,0,0,1,0,11,"","big_tentacles",2,1,0
101,105,[616],[],4,0,0,0,0,1,0,11,"","big_tentacles",2,1,0
102,106,[616],[],4,0,0,0,180,1,0,4,"","",2,"",0
103,107,[1177],[],4,0,0,0,0,1,0,2,"","target_marker",2,"",0
104,108,[292],[],4,0,0,0,0,1,0,2,"","",2,"",0
