"rownum","Id","XOffset","YOffset","FirstSlotIndex","Width","Height","bool","Tab","SlotSize","HideIfEmpty","Subtab","StoredItems","bool","string","i32"
55,"Metadata/Items/Scarabs/ScarabStrongbox1",68,675,55,1,1,"",2,75,"",0,[9438],"","",0
56,"Metadata/Items/Scarabs/ScarabStrongbox2",169,675,56,1,1,"",2,75,"",0,[9439],"","",0
57,"Metadata/Items/Scarabs/ScarabStrongbox3",270,675,57,1,1,"",2,75,"",0,[9440],"","",0
58,"Metadata/Items/Scarabs/ScarabHarbinger1",491,384,58,1,1,"",2,75,"",0,[9442],"","",0
59,"Metadata/Items/Scarabs/ScarabHarbinger2",592,384,59,1,1,"",2,75,"",0,[9443],"","",0
60,"Metadata/Items/Scarabs/ScarabHarbinger3",693,384,60,1,1,"",2,75,"",0,[9444],"","",0
61,"Metadata/Items/Scarabs/ScarabPerandus1",491,189,61,1,1,"",2,75,"",0,[9446],"","",0
62,"Metadata/Items/Scarabs/ScarabPerandus2",592,189,62,1,1,"",2,75,"",0,[9447],"","",0
63,"Metadata/Items/Scarabs/ScarabPerandus3",693,189,63,1,1,"",2,75,"",0,[9448],"","",0
64,"Metadata/Items/MapFragments/CurrencyLegionFragmentKarui",335,375,64,1,1,"",0,70,"",0,[7335],"","",0
65,"Metadata/Items/MapFragments/CurrencyLegionFragmentMaraketh",627,375,65,1,1,"",0,70,"",0,[7336],"","",0
66,"Metadata/Items/MapFragments/CurrencyLegionFragmentEternal",238,375,66,1,1,"",0,70,"",0,[7337],"","",0
67,"Metadata/Items/MapFragments/CurrencyLegionFragmentTemplar",530,375,67,1,1,"",0,70,"",0,[7338],"","",0
68,"Metadata/Items/MapFragments/CurrencyLegionFragmentVaal",433,375,68,1,1,"",0,70,"",0,[7339],"","",0
69,"Metadata/Items/Currency/CurrencyLegionKaruiShard",335,281,69,1,1,1,0,70,"",0,[197],"","",0
70,"Metadata/Items/Currency/CurrencyLegionMarakethShard",627,281,70,1,1,1,0,70,"",0,[198],"","",0
71,"Metadata/Items/Currency/CurrencyLegionEternalEmpireShard",238,281,71,1,1,1,0,70,"",0,[199],"","",0
72,"Metadata/Items/Currency/CurrencyLegionTemplarShard",530,281,72,1,1,1,0,70,"",0,[200],"","",0
73,"Metadata/Items/Currency/CurrencyLegionVaalShard",433,281,73,1,1,1,0,70,"",0,[201],"","",0
74,"Metadata/Items/Scarabs/ScarabLegion1",68,577,74,1,1,"",2,75,"",0,[9450],"","",0
75,"Metadata/Items/Scarabs/ScarabLegion2",169,577,75,1,1,"",2,75,"",0,[9451],"","",0
76,"Metadata/Items/Scarabs/ScarabLegion3",270,577,76,1,1,"",2,75,"",0,[9452],"","",0
77,"Metadata/Items/MapFragments/CurrencyElderFragment1",220,697,77,1,1,"",0,70,"",0,[7294],"","",0
78,"Metadata/Items/MapFragments/CurrencyElderFragment2",220,791,78,1,1,"",0,70,"",0,[7295],"","",0
79,"Metadata/Items/MapFragments/CurrencyElderFragment3",122,791,79,1,1,"",0,70,"",0,[7296],"","",0
80,"Metadata/Items/MapFragments/CurrencyElderFragment4",122,697,80,1,1,"",0,70,"",0,[7297],"","",0
81,"Metadata/Items/MapFragments/CurrencyUberElderFragment1",744,697,81,1,1,"",0,70,"",0,[7299],"","",0
82,"Metadata/Items/MapFragments/CurrencyUberElderFragment2",744,791,82,1,1,"",0,70,"",0,[7300],"","",0
83,"Metadata/Items/MapFragments/CurrencyUberElderFragment3",647,791,83,1,1,"",0,70,"",0,[7301],"","",0
84,"Metadata/Items/MapFragments/CurrencyUberElderFragment4",647,697,84,1,1,"",0,70,"",0,[7302],"","",0
85,"Metadata/Items/Scarabs/ScarabMetamorph1",68,479,85,1,1,"",2,75,"",0,[9454],"","",0
86,"Metadata/Items/Scarabs/ScarabMetamorph2",169,479,86,1,1,"",2,75,"",0,[9455],"","",0
87,"Metadata/Items/Scarabs/ScarabMetamorph3",270,479,87,1,1,"",2,75,"",0,[9456],"","",0
88,"Metadata/Items/MapFragments/CurrencyMavenKey",744,420,88,1,1,"",0,70,"",0,[9778],"","",0
89,"Metadata/Items/MapFragments/CurrencyMavenKeyFragment",744,326,89,1,1,"",0,70,"",0,[9779],"","",0
90,"Metadata/Items/MapFragments/CurrencyBreachFragmentFire2",228,433,90,1,1,"",1,74,"",0,[7315],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/XophsChargedBreachstoneInvSlots",15
91,"Metadata/Items/MapFragments/CurrencyBreachFragmentFire3",228,551,91,1,1,"",1,74,"",0,[7320],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/XophsEnrichedBreachstoneInvSlots",20
92,"Metadata/Items/MapFragments/CurrencyBreachFragmentFire4",228,668,92,1,1,"",1,74,"",0,[7325],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/XophsPureBreachstoneInvSlots",25
93,"Metadata/Items/MapFragments/CurrencyBreachFragmentCold2",329,433,93,1,1,"",1,74,"",0,[7316],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/TulsChargedBreachstoneInvSlots",16
94,"Metadata/Items/MapFragments/CurrencyBreachFragmentCold3",329,551,94,1,1,"",1,74,"",0,[7321],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/TulsEnrichedBreachstoneInvSlots",21
95,"Metadata/Items/MapFragments/CurrencyBreachFragmentCold4",329,668,95,1,1,"",1,74,"",0,[7326],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/TulsPureBreachstoneInvSlots",26
96,"Metadata/Items/MapFragments/CurrencyBreachFragmentLightning2",430,433,96,1,1,"",1,74,"",0,[7317],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/EshsChargedBreachstoneInvSlots",17
97,"Metadata/Items/MapFragments/CurrencyBreachFragmentLightning3",430,551,97,1,1,"",1,74,"",0,[7322],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/EshsEnrichedBreachstoneInvSlots",22
98,"Metadata/Items/MapFragments/CurrencyBreachFragmentLightning4",430,668,98,1,1,"",1,74,"",0,[7327],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/EshsPureBreachstoneInvSlots",27
99,"Metadata/Items/MapFragments/CurrencyBreachFragmentPhysical2",532,433,99,1,1,"",1,74,"",0,[7318],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/UulNetolsChargedBreachstoneInvSlots",18
100,"Metadata/Items/MapFragments/CurrencyBreachFragmentPhysical3",532,551,100,1,1,"",1,74,"",0,[7323],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/UulNetolsEnrichedBreachstoneInvSlots",23
101,"Metadata/Items/MapFragments/CurrencyBreachFragmentPhysical4",532,668,101,1,1,"",1,74,"",0,[7328],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/UulNetolsPureBreachstoneInvSlots",28
102,"Metadata/Items/MapFragments/CurrencyBreachFragmentChaos2",633,433,102,1,1,"",1,74,"",0,[7319],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/ChayulasChargedBreachstoneInvSlots",19
103,"Metadata/Items/MapFragments/CurrencyBreachFragmentChaos3",633,551,103,1,1,"",1,74,"",0,[7324],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/ChayulasEnrichedBreachstoneInvSlots",24
104,"Metadata/Items/MapFragments/CurrencyBreachFragmentChaos4",633,668,104,1,1,"",1,74,"",0,[7329],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/ChayulasPureBreachstoneInvSlots",29
105,"Metadata/Items/Scarabs/ScarabBlight1",68,774,105,1,1,"",2,75,"",0,[9458],"","",0
106,"Metadata/Items/Scarabs/ScarabBlight2",169,774,106,1,1,"",2,75,"",0,[9459],"","",0
107,"Metadata/Items/Scarabs/ScarabBlight3",270,774,107,1,1,"",2,75,"",0,[9460],"","",0
108,"Metadata/Items/Scarabs/ScarabBlight4",370,774,108,1,1,"",2,75,"",0,[9461],"","",0
109,"Metadata/Items/Scarabs/ScarabBreach4",793,677,109,1,1,"",2,75,"",0,[9401],"","",0
110,"Metadata/Items/Scarabs/ScarabMaps4",793,287,110,1,1,"",2,75,"",0,[9405],"","",0
111,"Metadata/Items/Scarabs/ScarabUniques4",370,186,111,1,1,"",2,75,"",0,[9409],"","",0
112,"Metadata/Items/Scarabs/ScarabBeasts4",370,89,112,1,1,"",2,75,"",0,[9413],"","",0
113,"Metadata/Items/Scarabs/ScarabShaperRares4",793,89,113,1,1,"",2,75,"",0,[9421],"","",0
114,"Metadata/Items/Scarabs/ScarabElderRares4",793,482,114,1,1,"",2,75,"",0,[9425],"","",0
115,"Metadata/Items/Scarabs/ScarabSulphite4",370,382,115,1,1,"",2,75,"",0,[9429],"","",0
116,"Metadata/Items/Scarabs/ScarabDivinationCards4",793,579,116,1,1,"",2,75,"",0,[9433],"","",0
117,"Metadata/Items/Scarabs/ScarabTorment4",370,284,117,1,1,"",2,75,"",0,[9437],"","",0
118,"Metadata/Items/Scarabs/ScarabStrongbox4",370,675,118,1,1,"",2,75,"",0,[9441],"","",0
119,"Metadata/Items/Scarabs/ScarabHarbinger4",793,384,119,1,1,"",2,75,"",0,[9445],"","",0
120,"Metadata/Items/Scarabs/ScarabPerandus4",793,189,120,1,1,"",2,75,"",0,[9449],"","",0
121,"Metadata/Items/Scarabs/ScarabLegion4",370,577,121,1,1,"",2,75,"",0,[9453],"","",0
122,"Metadata/Items/Scarabs/ScarabMetamorph4",370,479,122,1,1,"",2,75,"",0,[9457],"","",0
123,"Metadata/Items/MapFragments/CurrencyOfferingToTheGoddessDedication",371,584,123,1,1,"",0,70,"",0,[7349],"","",0
124,"Metadata/Items/MapFragments/CurrencyOfferingToTheGoddessGift",495,584,124,1,1,"",0,70,"",0,[7348],"","",0
125,"Metadata/Items/MapFragments/CurrencyOfferingToTheGoddessTribute",619,584,125,1,1,"",0,70,"",0,[7347],"","",0
126,"Metadata/Items/Scarabs/ScarabAbyss1",491,774,126,1,1,"",2,75,"",0,[9462],"","",0
127,"Metadata/Items/Scarabs/ScarabAbyss2",592,774,127,1,1,"",2,75,"",0,[9463],"","",0
128,"Metadata/Items/Scarabs/ScarabAbyss3",693,774,128,1,1,"",2,75,"",0,[9464],"","",0
129,"Metadata/Items/Scarabs/ScarabAbyss4",793,774,129,1,1,"",2,75,"",0,[9465],"","",0
130,"Metadata/Items/Currency/CurrencyRitualSplinter",122,326,130,1,1,"",0,70,"",0,[301],"","",0
131,"Metadata/Items/Currency/CurrencyRitualStone",122,420,131,1,1,"",0,70,"",0,[302],"","",0
132,"Metadata/Items/MapFragments/CurrencyHarvestBossKey",744,584,132,1,1,"",0,70,"",0,[9806],"","",0
133,"Metadata/Items/MapFragments/CurrencyLegionFragmentEternalUber",238,469,133,1,1,"",0,70,"",0,[7342],"","",0
134,"Metadata/Items/MapFragments/CurrencyLegionFragmentKaruiUber",335,469,134,1,1,"",0,70,"",0,[7340],"","",0
135,"Metadata/Items/MapFragments/CurrencyLegionFragmentVaalUber",433,469,135,1,1,"",0,70,"",0,[7344],"","",0
136,"Metadata/Items/MapFragments/CurrencyLegionFragmentTemplarUber",530,469,136,1,1,"",0,70,"",0,[7343],"","",0
137,"Metadata/Items/MapFragments/CurrencyLegionFragmentMarakethUber",627,469,137,1,1,"",0,70,"",0,[7341],"","",0
138,"Metadata/Items/Currency/CurrencyBreachUpgradeUniqueFire",228,78,138,1,1,"",1,74,"",0,[192],"","Art/2DArt/UIImages/InGame/MTX/FragmentTab/BreachUpgraderFireInvSlots",0
139,"Metadata/Items/Currency/CurrencyBreachUpgradeUniqueCold",329,78,139,1,1,"",1,74,"",0,[193],"","Art/2DArt/UIImages/InGame/MTX/FragmentTab/BreachUpgraderColdInvSlots",1
140,"Metadata/Items/Currency/CurrencyBreachUpgradeUniqueLightning",430,78,140,1,1,"",1,74,"",0,[194],"","Art/2DArt/UIImages/InGame/MTX/FragmentTab/BreachUpgraderLightningInvSlots",2
141,"Metadata/Items/Currency/CurrencyBreachUpgradeUniquePhysical",532,78,141,1,1,"",1,74,"",0,[195],"","Art/2DArt/UIImages/InGame/MTX/FragmentTab/BreachUpgraderPhysicalInvSlots",3
142,"Metadata/Items/Currency/CurrencyBreachUpgradeUniqueChaos",633,78,142,1,1,"",1,74,"",0,[196],"","Art/2DArt/UIImages/InGame/MTX/FragmentTab/BreachUpgraderChaosInvSlots",4
143,"Metadata/Items/MapFragments/CurrencyBreachFragmentFire5",228,785,143,1,1,"",1,74,"",0,[7330],"","Art/2DArt/UIImages/InGame/MTX/FragmentTab/XophsFlawlessBreachstoneInvSlots",30
144,"Metadata/Items/MapFragments/CurrencyBreachFragmentCold5",329,785,144,1,1,"",1,74,"",0,[7331],"","Art/2DArt/UIImages/InGame/MTX/FragmentTab/TulsFlawlessBreachstoneInvSlots",31
145,"Metadata/Items/MapFragments/CurrencyBreachFragmentLightning5",430,785,145,1,1,"",1,74,"",0,[7332],"","Art/2DArt/UIImages/InGame/MTX/FragmentTab/EshsFlawlessBreachstoneInvSlots",32
146,"Metadata/Items/MapFragments/CurrencyBreachFragmentPhysical5",532,785,146,1,1,"",1,74,"",0,[7333],"","Art/2DArt/UIImages/InGame/MTX/FragmentTab/UulNetolsFlawlessBreachstoneInvSlots",33
147,"Metadata/Items/MapFragments/CurrencyBreachFragmentChaos5",633,785,147,1,1,"",1,74,"",0,[7334],"","Art/2DArt/UIImages/InGame/MTX/FragmentTab/ChayulasFlawlessBreachstoneInvSlots",34
148,"Metadata/Items/MapFragments/CurrencySirusFragment1",482,74,148,1,1,"",0,70,"",0,[7304],"","",0
149,"Metadata/Items/MapFragments/CurrencySirusFragment2",482,169,149,1,1,"",0,70,"",0,[7305],"","",0
150,"Metadata/Items/MapFragments/CurrencySirusFragment3",385,169,150,1,1,"",0,70,"",0,[7306],"","",0
151,"Metadata/Items/MapFragments/CurrencySirusFragment4",385,74,151,1,1,"",0,70,"",0,[7307],"","",0
152,"MavenInvitations",70,445,0,72,1,"",3,66,"",1,"[9727,9728,9729,9730,9731,9732,9737]","","",0
153,"PrimordialBosses",70,445,0,72,1,"",3,66,"",2,"[10274,10276,10270,10272]","","",0
