"rownum","Id","MonsterPacksKey","bool","i32","MonsterVarietiesKey","row"
270,"ProxyKey383",168,1,20,2697,34
271,"ProxyKey384",168,1,60,2660,34
272,"ProxyKey1785",168,1,20,2723,34
273,"ProxyKey385",169,1,30,2697,34
274,"ProxyKey386",169,1,70,2660,34
275,"ProxyKey253",170,1,25,2723,34
276,"ProxyKey1495",170,1,25,2697,34
277,"ProxyKey255",170,1,25,2665,34
278,"ProxyKey1496",170,1,25,2660,34
279,"ProxyKey322",171,1,25,2700,34
280,"ProxyKey1492",171,1,25,2697,34
281,"ProxyKey507",171,1,25,2665,34
282,"ProxyKey1493",171,1,25,2660,34
283,"ProxyKey389",172,1,80,488,34
284,"ProxyKey1798",172,1,20,490,34
285,"ProxyKey390",173,1,100,476,34
286,"ProxyKey391",174,1,20,481,34
287,"ProxyKey392",174,1,60,886,34
288,"ProxyKey1799",174,1,20,490,34
289,"ProxyKey393",175,1,40,482,34
290,"ProxyKey395",175,1,60,886,34
291,"ProxyKey396",176,1,40,483,34
292,"ProxyKey397",176,1,60,913,34
293,"ProxyKey399",177,1,40,484,34
294,"ProxyKey398",177,1,60,914,34
295,"ProxyKey400",178,1,100,494,34
296,"ProxyKey401",179,1,100,495,34
297,"ProxyKey402",180,1,100,499,34
298,"ProxyKey2204",181,1,80,496,34
299,"ProxyKey2205",181,1,20,501,34
300,"ProxyKey2206",182,1,100,497,34
301,"ProxyKey2479",183,1,100,4260,34
302,"ProxyKey403",184,1,30,519,34
303,"ProxyKey404",184,1,70,641,34
304,"ProxyKey2442",184,"",1,5713,34
305,"ProxyKey405",185,1,30,532,34
306,"ProxyKey406",185,1,70,755,34
307,"ProxyKey407",186,1,30,536,34
308,"ProxyKey408",186,1,35,653,34
309,"ProxyKey919",186,1,35,643,34
310,"ProxyKey409",187,1,30,539,34
311,"ProxyKey410",187,1,70,775,34
312,"ProxyKey411",188,1,30,545,34
313,"ProxyKey412",188,1,70,643,34
314,"ProxyKey413",189,1,30,546,34
315,"ProxyKey414",189,1,70,744,34
316,"ProxyKey415",190,1,100,537,34
317,"ProxyKey416",191,1,30,559,34
318,"ProxyKey417",191,1,35,641,34
319,"ProxyKey920",191,1,35,649,34
320,"ProxyKey2443",191,"",1,5713,34
321,"ProxyKey418",192,1,50,579,34
322,"ProxyKey2537",192,1,25,590,34
323,"ProxyKey419",192,1,25,593,34
324,"ProxyKey420",193,1,70,606,34
325,"ProxyKey421",193,1,30,616,34
326,"ProxyKey422",194,1,40,623,34
327,"ProxyKey423",194,1,30,636,34
328,"ProxyKey424",194,1,30,638,34
329,"ProxyKey2207",195,1,20,842,34
330,"ProxyKey2208",195,1,20,844,34
331,"ProxyKey2209",195,1,20,846,34
332,"ProxyKey2210",195,1,20,848,34
333,"ProxyKey2211",195,1,20,840,34
334,"ProxyKey2212",196,1,50,668,34
335,"ProxyKey2213",196,1,50,657,34
336,"ProxyKey2658",196,"",1,5824,34
337,"ProxyKey2214",197,1,50,668,34
338,"ProxyKey2215",197,1,50,663,34
339,"ProxyKey2659",197,"",1,5824,34
340,"ProxyKey2216",198,1,40,5261,34
341,"ProxyKey2217",198,1,60,534,34
342,"ProxyKey2218",199,"",1,5197,34
343,"ProxyKey2219",199,1,50,667,34
344,"ProxyKey2220",199,1,50,655,34
345,"ProxyKey2688",200,1,20,2040,34
346,"ProxyKey2689",200,1,40,667,34
347,"ProxyKey2690",200,1,40,655,34
348,"ProxyKey2221",201,"",1,3881,34
349,"ProxyKey2222",201,1,100,665,34
350,"ProxyKey2473",202,1,30,3800,34
351,"ProxyKey2474",202,1,30,3812,34
352,"ProxyKey2475",202,1,40,3826,34
353,"ProxyKey2480",203,1,30,3810,34
354,"ProxyKey2481",203,1,40,3824,34
355,"ProxyKey2482",203,1,30,3798,34
356,"ProxyKey2483",204,1,40,3802,34
357,"ProxyKey2484",204,1,40,3814,34
358,"ProxyKey2485",204,1,20,3816,34
359,"ProxyKey2486",205,1,40,3820,34
360,"ProxyKey2487",205,1,40,3828,34
361,"ProxyKey2488",205,1,20,3830,34
362,"ProxyKey2516",206,1,100,2148,34
363,"ProxyKey426",207,1,100,873,34
364,"ProxyKey427",208,1,100,881,34
365,"ProxyKey735",209,1,100,863,34
366,"ProxyKey2223",210,1,100,880,34
367,"ProxyKey2224",211,1,80,877,34
368,"ProxyKey2225",211,1,20,878,34
369,"ProxyKey991",212,1,30,873,34
370,"ProxyKey992",212,1,40,881,34
371,"ProxyKey993",212,1,30,863,34
372,"ProxyKey425",223,1,60,866,34
373,"ProxyKey951",223,1,40,795,34
374,"ProxyKey950",224,1,15,791,34
375,"ProxyKey952",224,1,15,795,34
376,"ProxyKey2691",224,1,70,279,34
377,"ProxyKey949",225,1,40,279,34
378,"ProxyKey953",225,1,60,795,34
379,"ProxyKey1230",226,1,30,799,34
380,"ProxyKey1231",226,1,40,791,34
381,"ProxyKey1244",226,1,30,795,34
382,"ProxyKey1232",227,1,60,808,34
383,"ProxyKey1233",227,1,40,810,34
384,"ProxyKey1234",228,1,60,812,34
385,"ProxyKey1235",228,1,40,814,34
386,"ProxyKey1236",229,1,60,816,34
387,"ProxyKey1237",229,1,40,818,34
388,"ProxyKey1238",230,1,100,821,34
389,"ProxyKey1239",231,1,100,823,34
390,"ProxyKey1240",232,1,100,824,34
391,"ProxyKey1241",233,1,40,819,34
392,"ProxyKey1242",233,1,30,791,34
393,"ProxyKey1243",233,1,30,795,34
394,"ProxyKey428",213,1,33,910,34
395,"ProxyKey429",213,1,33,913,34
396,"ProxyKey430",213,1,34,914,34
397,"ProxyKey431",214,1,100,944,34
398,"ProxyKey2165",214,"",1,943,34
399,"ProxyKey432",215,1,100,948,34
400,"ProxyKey433",216,1,100,954,34
401,"ProxyKey434",217,1,100,955,34
402,"ProxyKey435",218,1,100,937,34
403,"ProxyKey2164",218,"",1,942,34
404,"ProxyKey436",219,1,100,933,34
405,"ProxyKey2500",221,1,80,5363,34
406,"ProxyKey2504",221,1,20,4214,34
407,"ProxyKey2501",222,1,40,939,34
408,"ProxyKey2502",222,1,30,940,34
409,"ProxyKey2503",222,1,30,941,34
410,"ProxyKey2320",220,1,80,972,34
411,"ProxyKey2321",220,1,20,973,34
412,"ProxyKey439",234,1,40,1047,34
413,"ProxyKey1796",234,1,40,1051,34
414,"ProxyKey1797",234,1,20,1052,34
415,"ProxyKey440",235,1,40,1056,34
416,"ProxyKey1795",235,1,20,1059,34
417,"ProxyKey2606",235,1,40,1058,34
418,"ProxyKey441",236,1,50,1063,34
419,"ProxyKey2607",236,1,50,1065,34
420,"ProxyKey442",237,1,50,1068,34
421,"ProxyKey2608",237,1,50,1070,34
422,"ProxyKey2226",238,1,70,1076,34
423,"ProxyKey2227",238,1,30,1073,34
424,"ProxyKey2476",239,1,50,1085,34
425,"ProxyKey2609",239,1,50,1087,34
426,"ProxyKey443",240,1,33,1111,34
427,"ProxyKey1226",240,1,33,1113,34
428,"ProxyKey1227",240,1,34,1115,34
429,"ProxyKey444",241,1,33,1142,34
430,"ProxyKey1415",241,1,33,1144,34
431,"ProxyKey1416",241,1,34,1146,34
432,"ProxyKey445",242,1,16,1177,34
433,"ProxyKey1417",242,1,16,1180,34
434,"ProxyKey1418",242,1,20,1183,34
435,"ProxyKey2692",242,1,16,1198,34
436,"ProxyKey2693",242,1,16,1199,34
437,"ProxyKey2694",242,1,16,1200,34
438,"ProxyKey447",243,1,33,1201,34
439,"ProxyKey1439",243,1,33,1203,34
440,"ProxyKey1440",243,1,34,1205,34
441,"ProxyKey448",244,1,33,1216,34
442,"ProxyKey1387",244,1,33,1218,34
443,"ProxyKey1388",244,1,34,1220,34
444,"ProxyKey449",245,1,33,1222,34
445,"ProxyKey1419",245,1,33,1223,34
446,"ProxyKey1420",245,1,34,1224,34
447,"ProxyKey450",246,1,100,1225,34
448,"ProxyKey754",247,1,33,1136,34
449,"ProxyKey755",247,1,33,1138,34
450,"ProxyKey756",247,1,34,1140,34
451,"ProxyKey2228",248,1,80,5180,34
452,"ProxyKey2272",248,1,20,5174,34
453,"ProxyKey2229",249,1,25,5233,34
454,"ProxyKey2230",249,1,25,5240,34
455,"ProxyKey2231",249,1,25,5208,34
456,"ProxyKey2232",249,1,25,5218,34
457,"ProxyKey2233",250,1,25,5238,34
458,"ProxyKey2234",250,1,25,5242,34
459,"ProxyKey2235",250,1,25,5216,34
460,"ProxyKey2236",250,1,25,5220,34
461,"ProxyKey285",251,1,40,4,34
462,"ProxyKey286",251,1,40,6,34
463,"ProxyKey454",251,1,20,9,34
464,"ProxyKey455",252,1,60,519,34
465,"ProxyKey465",252,1,40,579,34
466,"ProxyKey456",253,1,60,545,34
467,"ProxyKey509",253,1,40,882,34
468,"ProxyKey457",254,1,70,532,34
469,"ProxyKey467",254,1,30,616,34
470,"ProxyKey459",255,1,40,638,34
471,"ProxyKey510",255,1,60,539,34
472,"ProxyKey462",256,1,60,536,34
473,"ProxyKey511",256,1,40,484,34
474,"ProxyKey707",257,1,30,1585,34
475,"ProxyKey708",257,1,70,452,34
476,"ProxyKey202",258,1,50,1251,34
477,"ProxyKey668",258,1,50,1308,34
478,"ProxyKey203",259,1,30,1253,34
479,"ProxyKey669",259,1,70,1321,34
480,"ProxyKey204",260,1,40,1308,34
481,"ProxyKey670",260,1,60,1321,34
482,"ProxyKey291",305,1,30,1253,34
483,"ProxyKey988",305,1,30,1308,34
484,"ProxyKey989",305,1,40,1321,34
485,"ProxyKey207",261,1,20,1317,34
486,"ProxyKey671",261,1,80,1321,34
487,"ProxyKey2637",261,"",1,1316,34
488,"ProxyKey705",262,1,30,1315,34
489,"ProxyKey706",262,1,70,1385,34
490,"ProxyKey1800",262,"",1,1392,34
491,"ProxyKey208",263,1,50,1385,34
492,"ProxyKey672",263,1,50,1403,34
493,"ProxyKey1801",263,"",1,1392,34
494,"ProxyKey226",264,1,40,1436,34
495,"ProxyKey673",264,1,60,1399,34
496,"ProxyKey230",265,1,30,1416,34
497,"ProxyKey674",265,1,70,1406,34
498,"ProxyKey234",266,1,30,1416,34
499,"ProxyKey693",266,1,30,1385,34
500,"ProxyKey675",266,1,40,1436,34
501,"ProxyKey976",267,1,50,1557,34
502,"ProxyKey977",267,1,50,1542,34
503,"ProxyKey249",268,1,50,1457,34
504,"ProxyKey676",268,1,50,1605,34
505,"ProxyKey2237",269,1,100,1459,34
506,"ProxyKey2238",270,1,80,1463,34
507,"ProxyKey2239",270,1,20,1464,34
508,"ProxyKey703",271,1,40,1457,34
509,"ProxyKey704",271,1,60,1534,34
510,"ProxyKey268",272,1,20,1494,34
511,"ProxyKey677",272,1,60,1502,34
512,"ProxyKey1929",272,1,20,1494,34
513,"ProxyKey281",273,1,30,1496,34
514,"ProxyKey678",273,1,70,1502,34
515,"ProxyKey679",274,1,100,1502,34
516,"ProxyKey2240",275,1,30,1516,34
517,"ProxyKey2241",275,1,70,1518,34
518,"ProxyKey2242",276,1,30,1514,34
519,"ProxyKey2243",276,1,70,1518,34
520,"ProxyKey437",277,1,30,1520,34
521,"ProxyKey680",277,1,40,1529,34
522,"ProxyKey2351",277,1,30,1531,34
523,"ProxyKey701",278,1,70,1529,34
524,"ProxyKey2354",278,1,30,1531,34
525,"ProxyKey451",279,1,60,1557,34
526,"ProxyKey681",279,1,40,2055,34
527,"ProxyKey712",280,1,40,1557,34
528,"ProxyKey713",280,1,60,2066,34
529,"ProxyKey466",281,1,100,1566,34
530,"ProxyKey715",282,1,30,1274,34
531,"ProxyKey714",282,1,70,1566,34
532,"ProxyKey491",283,1,35,1583,34
533,"ProxyKey683",283,1,65,1928,34
534,"ProxyKey716",284,1,40,1583,34
535,"ProxyKey717",284,1,60,2050,34
536,"ProxyKey492",285,1,35,1585,34
537,"ProxyKey684",285,1,65,1604,34
538,"ProxyKey516",286,1,20,1573,34
539,"ProxyKey685",286,1,40,616,34
540,"ProxyKey682",286,1,40,1614,34
541,"ProxyKey2244",287,"",1,1577,34
542,"ProxyKey2245",287,1,100,548,34
543,"ProxyKey2246",288,"",1,415,34
544,"ProxyKey2247",288,1,100,688,34
545,"ProxyKey577",289,1,40,1629,34
546,"ProxyKey686",289,1,60,1626,34
547,"ProxyKey696",290,1,60,1626,34
548,"ProxyKey697",290,1,40,954,34
549,"ProxyKey589",291,1,80,1867,34
550,"ProxyKey1794",291,1,20,1868,34
551,"ProxyKey2248",292,"",2,1864,34
552,"ProxyKey2249",292,1,100,1858,34
553,"ProxyKey2454",293,1,80,1869,34
554,"ProxyKey2455",293,1,20,3843,34
555,"ProxyKey498",294,1,30,1993,34
556,"ProxyKey687",294,1,30,1991,34
557,"ProxyKey692",294,1,40,1911,34
558,"ProxyKey2422",294,"",1,1904,34
559,"ProxyKey694",295,1,30,2036,34
560,"ProxyKey591",295,1,35,1921,34
561,"ProxyKey688",295,1,35,1965,34
562,"ProxyKey698",296,1,30,1994,34
563,"ProxyKey699",296,1,30,2036,34
564,"ProxyKey700",296,1,40,1896,34
565,"ProxyKey2498",298,1,100,1911,34
566,"ProxyKey2499",298,"",1,5833,34
567,"ProxyKey490",299,1,35,1921,34
568,"ProxyKey493",299,1,35,1991,34
569,"ProxyKey978",299,1,30,2036,34
570,"ProxyKey446",297,1,50,1994,34
571,"ProxyKey471",297,1,50,1924,34
572,"ProxyKey2424",297,"",1,1904,34
573,"ProxyKey644",300,1,50,2048,34
574,"ProxyKey690",300,1,50,2050,34
575,"ProxyKey2356",300,"",2,2053,34
576,"ProxyKey666",301,1,40,2057,34
577,"ProxyKey606",301,1,30,2068,34
578,"ProxyKey689",301,1,30,2059,34
579,"ProxyKey979",302,1,40,2057,34
580,"ProxyKey980",302,1,30,2055,34
581,"ProxyKey981",302,1,30,2059,34
582,"ProxyKey2423",302,"",1,2063,34
583,"ProxyKey667",306,1,60,2066,34
584,"ProxyKey590",306,1,40,2068,34
585,"ProxyKey473",307,1,50,1622,34
586,"ProxyKey474",307,1,15,1618,34
587,"ProxyKey475",307,1,35,1611,34
588,"ProxyKey183",308,1,100,1646,34
589,"ProxyKey184",309,1,100,1542,34
590,"ProxyKey201",310,1,100,1547,34
591,"ProxyKey185",311,1,50,2644,34
592,"ProxyKey22",311,1,50,2636,34
593,"ProxyKey186",312,1,70,641,34
594,"ProxyKey187",312,1,30,732,34
595,"ProxyKey188",313,"",2,1930,34
596,"ProxyKey189",313,1,100,1940,34
597,"ProxyKey388",314,"",2,1971,34
598,"ProxyKey458",314,1,100,1975,34
599,"ProxyKey2250",315,"",2,2040,34
600,"ProxyKey2251",315,1,50,1977,34
601,"ProxyKey2252",315,1,50,1942,34
602,"ProxyKey190",316,1,30,1940,34
603,"ProxyKey494",316,1,30,1975,34
604,"ProxyKey191",316,1,40,1468,34
605,"ProxyKey199",318,1,100,1488,34
606,"ProxyKey460",319,1,40,1488,34
607,"ProxyKey469",319,1,30,1940,34
608,"ProxyKey480",319,1,30,1975,34
609,"ProxyKey200",317,1,100,1468,34
610,"ProxyKey1021",320,1,100,3039,34
611,"ProxyKey1022",321,1,35,3039,34
612,"ProxyKey1023",321,1,65,1534,34
613,"ProxyKey23",322,1,100,3124,34
614,"ProxyKey24",322,"",2,3128,34
615,"ProxyKey31",323,1,100,3761,34
616,"ProxyKey105025",323,"",1,3841,34
617,"ProxyKey32",324,1,100,3773,34
618,"ProxyKey34",325,1,50,3804,34
619,"ProxyKey35",325,1,50,3818,34
620,"ProxyKey37",326,1,100,3865,34
621,"ProxyKey2253",327,1,50,3870,34
622,"ProxyKey2254",327,1,50,3871,34
623,"ProxyKey2350",328,1,100,3874,34
624,"ProxyKey2638",329,1,50,3873,34
625,"ProxyKey2639",329,1,50,4074,34
626,"ProxyKey38",330,1,50,3786,34
627,"ProxyKey39",330,"",1,3876,34
628,"ProxyKey40",330,1,50,3822,34
629,"ProxyKey41",331,1,30,3908,34
630,"ProxyKey42",331,1,30,3921,34
631,"ProxyKey43",331,1,40,3931,34
632,"ProxyKey44",331,"",1,3941,34
633,"ProxyKey46",332,1,30,3908,34
634,"ProxyKey47",332,1,30,3921,34
