"rownum","Id","Name","Description","ModsKey","ArtFile","BetrayalUpgradeSlotsKey","[i32]","ItemVisualIdentityKey0","ItemVisualIdentityKey1","GrantedEffectsKey","i32","ItemClassesKey"
21,"BackAttachment1","Akanilim's Hide","Fire Resistance",[17982],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/AkanilimsHide",3,[],"","","",1,""
22,"BackAttachment2","Shiaphet's Pall","Lightning Resistance",[17983],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/ShiaphetsPall",3,[],"","","",1,""
23,"BackAttachment3","Xunti's Parasol","Cold Resistance",[17984],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/XuntisParasol",3,[],"","","",1,""
24,"BackAttachment4","Tekiton's Spine","Physical Reduction",[17985],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/TekitonsSpine",3,[],"","","",1,""
25,"BackAttachment5","Gogori's Plague","Chaos Resistance",[17986],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/GogorisPlague",3,[],"","","",1,""
26,"BackAttachment6","Harimal's Campaign","Multiple Projectiles",[17987],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/HarimalsCampaign",3,[],"","","",1,""
27,"BackAttachment7","Tau Poh's Banner","Ailment Avoidance",[17988],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/TauPohsBanner",3,[],"","","",1,""
28,"BackAttachment8","Bu's Bottle","Creates Unholy Relics",[17989],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/BusBottle",3,[],"","","",1,""
29,"BackAttachment9","Rithkin's Dance","Physical Damage added as Lightning. All Damage Shocks",[17990],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/RithkinsDance",3,[],"","","",1,""
30,"BackAttachment10","Cantar's Coffin","Explodes corpses into Acid",[17991],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/CantarsCoffine",3,[],"","","",1,""
31,"TwoHandAxe1","Silas' Flattener","Increased Area of Effect",[17975],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/SilasFlattener",4,[],12464,"","",1,16
32,"TwoHandMace1","Moknuma's Storm","Maim on Hit",[17992],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/MoknumasStorm",4,[],12465,"","",1,17
33,"Bow1","Gogori's Stinger","Far Shot",[17993],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/GogorisStinger",4,[],"",12466,"",1,13
34,"Bow2","Xunti's Zither","Point Blank",[17994],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/XuntisZither",4,[],"",12467,"",1,13
35,"Bow3","Rithkin's Burden","Gain Frenzy Charge on Hit",[17995],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/RithkinsBurden",4,[],"",12468,"",1,13
36,"OneHandSword1","Sen-Kin's Haunt","Critical Strike Chance and Multiplier",[17996],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/SenkinsHaunt",4,[],12469,"","",1,9
37,"OneHandSword2","Akanilim's Pattern","Attack Speed",[17963],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/AkanilimsPattern",4,[],12470,"","",1,9
38,"OneHandSword3","Korim's Decapitator","Attack Damage",[17997],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/KorimsDecapitator",4,[],12471,"","",1,9
39,"OneHandSword4","Shiaphet's Needle","Impale on Hit",[17998],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/ShiaphetsNeedle",4,[],12472,"","",1,9
40,"OneHandMace1","Raust's Judgement","Gain Endurance Charge on Hit",[17999],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/RaustsJudgement",4,[],12473,"","",1,12
41,"OneHandMace2","Elgan's Ritual","Attack Speed",[17963],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/ElgansRitual",4,[],12474,"","",1,12
42,"Sceptre1","Urdamel's Tyranny","Elemental Damage",[18000],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/UrdamelsTyranny",4,[],12475,"","",1,32
43,"Dagger1","Tau Poh's Deception","Gain Power Charge on Hit",[18001],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/TauPohsDeceoption",4,[],12476,"","",1,7
44,"Dagger2","Bu's Blossom","Blind on Hit",[18002],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/BusBlossom",4,[],12477,"","",1,7
45,"Shield1","Tekiton's Mountain","Additional Block Chance",[18003],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/TekitonsMountain",4,[],"",12478,"",1,26
46,"Shield2","Harimal's Feint","Fortify on Hit",[18004],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/HarimalsFeint",4,[],"",12479,"",1,26
47,"Claw1","Cantar's Pack","Life Leech",[18005],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/CantarsPack",4,[],12480,"","",1,6
48,"Gloves1","Moknuma's Conjuring","Arcane Surge on Hit",[18006],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/MoknumasConjuring",2,[],"","","",1,""
49,"Gloves2","Azal's Manipulation","Hinder on Hit",[18007],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/AzalsManipulation",2,[],"","","",1,""
