"rownum","Id","u16","bool","bool","bool","bool"
185,"WitherChannelled",34931,1,"","",""
186,"Siphon",57760,1,"","",""
187,"ReviveAfterDuration",8994,1,"","",""
188,"SummonSpecificMonstersFromMortars",64242,1,"","",""
189,"SummonSpecificMonstersInFront",31949,1,"",1,""
190,"RigwaldWolfBarrage",32278,1,"","",""
191,"ShockwaveSlam",29540,1,"","",""
192,"NewSunder",24541,1,"","",""
193,"RangeFinder",2067,1,"","",1
194,"CastGroundEffect",19462,1,"","",""
195,"FrostBolt",24210,1,"","",""
196,"FrostBoltNova",38141,1,"","",""
197,"BlightChannel",35302,1,"","",""
198,"VaalBlight",50219,1,"","",""
199,"ChargedAttackChannelled",44898,1,"","",""
200,"VaalChargedAttack",15666,1,"","",""
201,"FaceLastTarget",7028,1,1,1,1
202,"SummonLightningElemental",20547,1,"","",""
203,"IzaroWarp",1084,1,"","",""
204,"DoubleSlash",728,1,"","",""
205,"WalkingDoubleSlash",15221,1,"","",""
206,"SkeletalChains",45814,1,"","",""
207,"FireOrbs",37617,1,"","",""
208,"HydraTurretProjectile",60007,1,"","",""
209,"FireBeam",29795,1,"","",""
210,"MarkerWarp",41057,1,"","",""
211,"MinotaurBurrow",1567,1,"","",""
212,"SummonSpecificBarrels",61252,1,"",1,""
213,"SummonSpecificBarrelsInFront",55873,1,"",1,""
214,"SummonSpecificBarrelsFromMortar",37648,1,"","",""
215,"BonePrison",52213,1,"","",""
216,"BladeVortex",1471,1,"","",""
217,"ChangeToStance1",5831,1,1,1,1
218,"ChangeToStance2",5828,1,1,1,1
219,"ChangeToStance3",5829,1,1,1,1
220,"ChangeToStance4",5826,1,1,1,1
221,"ChangeToStance5",5827,1,1,1,1
222,"ChangeToStance1Immediate",7768,1,1,1,1
223,"ChangeToStance2Immediate",25928,1,1,1,1
224,"ChangeToStance3Immediate",63286,1,1,1,1
225,"ChangeToStance4Immediate",2767,1,1,1,1
226,"ChangeToStance5Immediate",42257,1,1,1,1
227,"AtlasGrowingMaelstrom",63509,1,"",1,""
228,"AtlasSpiderWeb",32393,1,"",1,""
229,"ReviveSpecificMonsters",44318,1,"",1,""
230,"HotdogUpheaval",16838,1,"","",""
231,"MortarInCone",39018,1,"","",""
232,"BreachBoneNova",46397,1,"","",""
233,"MaligaroBarrage",40304,1,"","",""
234,"LightningSpell",47684,1,"","",""
235,"SummonSpider",64386,1,"",1,""
236,"MeleeThrustAttack",60466,1,"","",""
237,"LunarisGlaiveProjectile",59076,1,"","",""
238,"AvariusDivineBeam",9422,1,"","",""
239,"PurgeHoundWhirlingBlades",52146,1,"","",""
240,"AbberathMeteorUpheaval",49510,1,"","",""
241,"ChargedDashAim",11638,1,"","",""
242,"UtulaRemoteSlam",37605,1,"","",""
243,"Teleport",31245,1,"","",""
244,"AddBuffToTarget",28130,1,"",1,""
245,"DelayedSkillTrigger",30677,1,"","",""
246,"TriggerCharge",54760,1,"","",""
247,"EmptyActionSpell",18594,1,"",1,1
248,"TriggerCascade",41807,1,"",1,""
249,"SpecialBeamCannon",55820,1,"","",""
250,"MoveDaemon",35726,1,"",1,""
251,"RotateDaemon",7138,1,"",1,""
252,"RotateObject",28669,1,"",1,1
253,"DoedreScreech",63599,1,"",1,""
254,"IguanaFlamethrower",54549,1,"","",""
255,"VolatileDead",50732,1,"","",""
256,"VolatileDeadDetonate",57391,1,"","",""
257,"WalkEmerge",969,1,"","",1
258,"CorpseErruption",40831,1,"","",""
259,"ShakariQuicksand",15232,1,"","",""
260,"DeceleratingProjectile",1063,1,"","",""
261,"Aegis",57439,1,"","",""
262,"EnduranceChargeSlam",47657,1,"","",""
263,"LightningElderBolt",30401,1,"","",""
264,"SlideEmerge",2178,1,"",1,1
265,"GeometryAttack",55741,1,"","",""
266,"GeometrySpell",52470,1,"","",""
267,"EmptyActionSpell2",7582,1,"",1,1
268,"EmptyActionSpell3",7583,1,"",1,1
269,"EmptyActionSpell4",7576,1,"",1,1
270,"EmptyActionSpell5",7577,1,"",1,1
271,"ChaosWeakness",1343,1,"","",""
272,"SummonPetrificationStatue",34832,1,"",1,""
273,"TemporalAnomalySkill",58038,1,"","",""
274,"EmptyActionSpellLoop",643,1,"",1,1
275,"EmptyActionSpellLoop2",56008,1,"",1,1
276,"EmptyActionSpellLoop3",56009,1,"",1,1
277,"EmptyActionSpellLoop4",56014,1,"",1,1
278,"EmptyActionSpellLoop5",56015,1,"",1,1
279,"IntimidatingCry",15947,1,"","",""
280,"MonsterDetonateDeadArea",53616,1,"","",""
281,"MasterGrantBuff",25554,1,"","",""
282,"EmptyActionAttack",8750,1,"",1,1
283,"EmptyActionAttack2",33496,1,"",1,1
284,"EmptyActionAttack3",33497,1,"",1,1
285,"EmptyActionAttack4",33502,1,"",1,1
286,"EmptyActionAttack5",33503,1,"",1,1
287,"EmptyActionAttackLoop",223,1,"",1,1
288,"EmptyActionAttackLoop2",47527,1,"",1,1
289,"EmptyActionAttackLoop3",47526,1,"",1,1
290,"EmptyActionAttackLoop4",47521,1,"",1,1
291,"EmptyActionAttackLoop5",47520,1,"",1,1
292,"PhysCascadeTrap",978,1,"","",""
293,"ExpandingPulse",62263,1,"","",""
294,"TriggerBeam",18547,1,"","",""
295,"MultiTriggerBeam",57871,1,"","",""
296,"ArchitectHealingBeam",12704,1,"","",""
297,"MonsterTornado",50646,1,"","",""
298,"ArchitectComboStomp",6896,1,"","",""
299,"ArchitectBloodExplosion",8378,1,"","",""
300,"ArchitectBloodBeam",17186,1,"","",""
301,"TranslateRotate",19080,1,"",1,1
302,"HolyPath",26328,1,"","",""
303,"Smite",20669,1,"","",""
304,"ExecuteGEAL",53025,1,"",1,1
305,"VirulentArrow",53076,1,"","",""
306,"RainOfSpores",153,1,"","",""
307,"SummonRelic",33096,1,"",1,""
308,"ProtoPizzaSlam",53040,1,"","",""
309,"ProtoAbyssSlam",27243,1,"","",""
310,"SpawnObject",46169,1,"",1,""
311,"RelicHolyNova",45401,1,"","",""
312,"SingleGroundLaser",29230,1,"","",""
313,"ConduitSigil",11186,1,"","",""
314,"BloodstainedBanner",22178,1,"",1,""
315,"PuresteelBanner",60618,1,"",1,""
316,"BetrayalSiegeCannon",31458,1,"",1,""
317,"FeastOfFlesh",7259,1,"","",""
318,"DonutCircle",61713,1,"","",""
319,"ReviveMonstersInCone",31205,1,"","",""
320,"CreateMonsterFromCorpses",53819,1,"","",""
321,"CataclysmSigil",42198,1,"","",""
322,"SigilRecall",53476,1,"","",1
323,"GeometryProjectiles",38147,1,"","",""
324,"GeometryProjectilesAttack",19393,1,"","",""
325,"MonkeyThrow",65180,1,"","",""
326,"EffectDrivenAttack",48783,1,"","",""
327,"EffectDrivenSpell",57096,1,"","",""
328,"GeometryTrigger",10221,1,"","",""
329,"RectangleMortarWithRotatingOrbs",5259,1,"","",""
330,"Soulrend",4702,1,"","",""
331,"DarkRitual",31438,1,"","",""
332,"Purge",45215,1,"","",""
333,"CastAuraSpellDamage",61503,1,"",1,""
334,"CastAuraDamageOverTime",13827,1,"",1,""
335,"DashToTarget",9978,1,"","",""
336,"MonsterSoulrend",13680,1,"","",""
337,"ShockRifleDisco",39957,1,"","",""
338,"ExpandingConeWaves",9613,1,"","",""
339,"QuickGuard",43069,1,"",1,""
340,"QuickDodge",51741,1,"","",""
341,"Bladestorm",31175,1,"","",""
342,"BloodSandStance",33162,1,"","",""
343,"BloodSpears",27052,1,"","",""
344,"ChainStrike",48497,1,"","",""
345,"SupportBluntShockwave",51452,1,"","",""
346,"BloodSandArmour",7483,1,"","",""
347,"SliceAndDice",16660,1,"","",""
348,"CastAuraPhysicalDamage",2054,1,"",1,""
349,"MultiSplittingProjectile",55432,1,"","",""
350,"SummonBoneGolem",64907,1,"","",""
351,"BoneGolemCascade",44972,1,"","",""
352,"BoneGolemMultiAttack",54108,1,"","",""
353,"Slither",60918,1,"","",""
354,"SerpentStrike",61506,1,"","",""
355,"CoilingAssault",156,1,"","",""
356,"MortarBarrageMine",34327,1,"","",""
357,"MineLightningExplosion",3445,1,"","",""
358,"ColdProjectileMine",25151,1,"","",""
359,"SnappingAdder",24873,1,"","",""
360,"TetheringArrow",51262,1,"","",""
361,"TotemMortar",13443,1,"","",""
362,"EyrieBarrage",2997,1,"","",""
363,"Transform",8792,1,"","",""
364,"ArcaneCloak",62643,1,"","",""
365,"AfflictionBossFinalGrowBeam",12868,1,"","",""
366,"ChannelledSnipe",55768,1,"","",""
367,"PackTeleport",46211,1,"","",""
368,"TeleportExplodeKill",6482,1,"","",""
369,"AfflictionDaemonDestroyCorpseProjectileCascade",54519,1,"","",""
370,"AfflictionDaemonDestroyCorpseSummonMonster",45946,1,"","",""
371,"TriggerSigil",1440,1,"","",""
372,"RallyingCryNew",38857,1,"","",""
373,"InfernalCry",57987,1,"","",""
374,"SigilDetonate",40830,1,"","",""
375,"SeismicCry",46700,1,"","",""
376,"AncestralCry",8419,1,"","",""
377,"MagmaSigil",692,1,"","",""
378,"ImmolationSigil",24200,1,"","",""
379,"SpikeSlam",46076,1,"","",""
380,"DoubleCry",55725,1,"","",""
381,"OshabiOrbProjectile",9000,1,"","",""
382,"DoNothing",926,1,1,1,1
383,"Disintegrate",37984,1,"","",""
384,"CircleOfPower",241,1,"","",""
385,"Firewall",35806,1,"","",""
386,"SteelSteal",56528,1,"","",""
387,"ViciousHexExplosion",39135,1,"","",""
388,"HeistBouncingSawblade",44062,1,"","",""
389,"GlacialCascadeNew",31779,1,"","",""
390,"DoomBlast",9980,1,"","",""
391,"HeistAttachSnipe",41621,1,"","",""
392,"OilArrow",61143,1,"","",""
393,"WaterSphere",11294,1,"","",""
394,"TrackingSlam",35668,1,"","",""
395,"ToggleBuff",27820,1,"","",""
396,"CastAuraGroup",15800,1,"",1,""
397,"SummonMetaTotem",12150,1,"",1,""
398,"BloodTendrils",23676,1,"","",""
399,"BloodSurge",7819,1,"","",""
400,"TrialmasterTetherSpike",62635,1,"",1,""
401,"TrialmasterChaosShrine",3222,1,"",1,""
402,"TrialmasterTimestop",33947,1,"","",""
403,"BloodScythe",18895,1,"","",""
404,"VaalBloodScythe",50338,1,"","",""
405,"AddSpecialBuffToTarget",10163,1,"",1,""
406,"GeometryMortars",54362,1,"","",""
407,"GeometryMortarsAttack",51590,1,"","",""
408,"ArmourEvasionBanner",46755,1,"",1,""
409,"Voidburst",44951,1,"","",""
410,"RageSlash",12522,1,"","",""
411,"DivineCry",23538,1,"","",""
412,"VanishingAmbush",28760,1,"","",""
413,"WeaponTrap",4994,1,"","",""
414,"Soulfeast",23619,1,"","",""
415,"ManaVoid",32173,1,"","",""
416,"PrismaticRain",56636,1,"","",""
417,"ShieldWaves",3811,1,"","",""
418,"TraumaStrike",2898,1,"","",""
419,"IonCannonCage",16003,1,"","",""
420,"ThrowFlask",30890,1,"","",""
421,"FrozenSphere",36111,1,"","",""
422,"GroundSearingLaser",7687,1,"","",""
423,"ThrowFlaskPoison",7410,1,"","",""
424,"Chronomancer",24357,1,"","",""
425,"TornadoSuck",11415,1,"","",""
426,"Tornado",58247,1,"",1,""
427,"StormBlade",62696,1,"","",""
428,"SoulLink",41045,1,"","",""
429,"FlameLink",54582,1,"","",""
430,"RemoraLink",55800,1,"","",""
431,"BulwarkLink",32184,1,"","",""
432,"TriggerLink",18754,1,"","",""
433,"CriticalLink",33933,1,"","",""
434,"HellscapeTentacleGrab",23143,1,"","",""
435,"BubbleShield",15646,1,"","",""
436,"BlackStarLaserSpears",35147,1,"","",""
437,"SentinelTagBeam",7382,1,"","",""
438,"ShockEnergyRelease",53505,1,"","",""
439,"TeslaSphere",16531,1,"","",""
440,"AlchemistsMark",19748,1,"","",""
441,"DirectLineOfAnts",29991,1,"",1,""
442,"MTXPolymorphPlayer",31640,1,"","",""
443,"MTXQuicksilverBestiaryStampede",60667,1,"","",""
444,"MultistabSpear",59193,1,"","",""
445,"DisengageSpearAttack",12429,1,"","",""
446,"SpearDashStrike",23892,1,"","",""
447,"DriveByCharge",50059,1,"","",""
448,"SandstormSwipe",21267,1,"","",""
449,"WhirlwindSpear",33582,1,"","",""
450,"SpearWall",32670,1,"","",""
451,"SummonMetaDemonCaster",17795,1,"",1,""
452,"LightningBurst",4798,1,"","",""
453,"FireWakeSpear",62698,1,"","",""
454,"SummonInfernalFamiliar",400,1,"",1,""
455,"CrossbowPowerShot",40168,1,"","",""
456,"CrossbowSiegeCascade",32484,1,"","",""
457,"CrossbowAmmo",62195,1,"","",""
458,"WhirlingAssault",41178,1,"","",""
459,"DoubleSlam",48694,1,"","",""
460,"EscapeShot",22556,1,"","",""
461,"ChannelledSlam",15308,1,"","",""
462,"VolcanicSlam",24298,1,"","",""
463,"RingOfIce",36525,1,"","",""
464,"RingOfIceSweep",37883,1,"","",""
465,"Triggerbots",2884,1,"","",""
466,"MtxCoinFlip",13278,1,"","",""
467,"BloodSandTriggered",25472,1,"","",""
468,"MtxRaccoonTrash",6239,1,"",1,""
469,"HardQuickDodge",8337,1,"","",""
470,"GenericProjectileSpell",45588,1,"","",""
471,"GlacialCascadeAttack",64828,1,"","",""
472,"QuarterstaffFrostWave",44142,1,"","",""
473,"CrossbowRapidShot",6233,1,"","",""
474,"CrossbowBurstShot",14383,1,"","",""
475,"QuarterstaffComboAttack",19,1,"","",""
476,"Comet",17424,1,"","",""
477,"RingOfBlades",51525,1,"","",""
478,"NewLightningStrike",25449,1,"","",""
479,"ComboKnifeThrow",31857,1,"","",""
480,"ShadowDash",804,1,"","",""
481,"ManaTempest",64,1,"","",""
482,"NewNewArcticArmour",55559,1,"","",""
483,"ChannelledLightning",6786,1,"","",""
484,"Meditate",52306,1,"","",""
485,"KillingPalm",4324,1,"","",""
486,"NewNewLightningStrike",27171,1,"","",""
487,"Volcano",15922,1,"","",""
488,"SummonWolfCompanion",56826,1,"","",""
489,"NewBloodRage",41228,1,"","",""
490,"SpinningThrow",31394,1,"","",""
491,"ShatteringPalm",58084,1,"","",""
492,"SpiralVolley",5691,1,"","",""
493,"PestilentSlash",52722,1,"","",""
494,"BearMaul",15328,1,"","",""
495,"IcePath",227,1,"","",""
496,"DodgeRoll",60748,1,"","",""
497,"ShadowThiefSlash",51132,1,"","",""
498,"LeapingAxeCatch",30874,1,"","",""
499,"PlungingBlade",40015,1,"","",""
500,"WolfHowl",59449,1,"","",""
501,"SpiralThrow",14709,1,"","",""
502,"HeatSeekingArrow",59448,1,"","",""
503,"WolfLeapAttack",26358,1,"","",""
504,"ElectricFenceArrow",1104,1,"","",""
505,"BearRampage",19206,1,"","",""
506,"SpearRangedAttack",49238,1,"","",""
507,"StaffUnleash",21123,1,"","",""
508,"LightningStorm",24503,1,"","",""
509,"InfernalCryExplosion",1690,1,"","",""
510,"DetachDashToTarget",65066,1,"","",""
511,"BearSlam",13944,1,"","",""
512,"BearWarcryMeta",9232,1,"",1,""
513,"CastOnShock",8102,1,"","",""
514,"CastOnFreeze",55233,1,"","",""
515,"CastOnIgnite",54757,1,"","",""
516,"CastOnMeleeKill",13326,1,"","",""
517,"CastOnDeath",9536,1,"","",""
518,"CastWhenStunned",53200,1,"","",""
519,"CastOnDamageTaken",59978,1,"","",""
520,"CastOnCrit",16524,1,"","",""
521,"BarrierInvocation",19636,1,"","",""
522,"CastOnDodgeRoll",12674,1,"","",""
523,"CastWhileChannelling",28305,1,"","",""
524,"CastOnMeleeStun",17973,1,"","",""
525,"LingeringIllusion",35367,1,"",1,""
526,"CreateIllusion",38870,1,"","",""
527,"GhostDanceSkill",62614,1,"",1,""
528,"BindSpectre",16476,1,1,"",""
529,"ShieldPhalanx",60169,1,"","",""
530,"AdvancingWhirl",35388,1,"","",""
531,"Advance",64630,"",1,"",""
532,"BlightPath",26554,"",1,"",""
533,"StrafeLeft",23457,"",1,"",""
534,"StrafeLeftFaceTarget",22896,"",1,"",""
535,"StrafeLeftFaceTargetNoFlee",61998,"",1,"",""
536,"StrafeLeftNoFlee",40246,"",1,"",""
537,"StrafeRight",15809,"",1,"",""
538,"StrafeRightFaceTarget",54933,"",1,"",""
539,"StrafeRightFaceTargetNoFlee",7055,"",1,"",""
540,"StrafeRightNoFlee",11151,"",1,"",""
541,"AfflictionDaemonDestroyCorpseProjectileCascadeProjectile",14926,"","","",""
542,"BaseMeleeDashAttack",50773,"","","",""
543,"CorpseErruptionProjectile",38210,"","","",""
544,"DeployAction",31556,"","","",""
545,"ElementalStrikeCold",42306,"","","",""
546,"ElementalStrikeFire",50704,"","","",""
547,"ElementalStrikeLightning",13073,"","","",""
548,"GroundBladeHandler",13017,"","","",""
549,"IceStrikeProjectile",27711,"","","",""
550,"LightingStrikeProjectile",23914,"","","",""
551,"ManaVoidRuneHandler",32823,"","","",""
552,"MoltenStrikeProjectile",1790,"","","",""
553,"NewLightingStrikeProjectile",3923,"","","",""
554,"SoulfeastCraterHandler",48455,"","","",""
555,"TempestShieldArc",34595,"","","",""
556,"VolcanicSlamProjectile",63424,"","","",""
557,"AncestralTrialDestroyTotem",22617,1,1,1,""
558,"AreaTransitionAnimation",65044,1,1,"",""
559,"Arm",45374,1,1,1,1
560,"BasicTownPortal",38745,1,1,"",""
561,"BeThrown",3727,1,1,1,1
562,"BloodVortexGetUp",43165,1,1,1,1
563,"CaptureMonsterRope",41487,1,1,"",""
564,"Dance",47921,1,1,"",1
565,"Emerge",16641,1,1,1,1
566,"Emerge2",9115,1,1,1,1
567,"Emerge3",9114,1,1,1,1
568,"EpilogueKnockdown",2378,1,1,"",""
569,"FireHarpoon",15856,1,1,"",""
570,"Flee",57769,1,1,1,1
571,"FleeFaceLeft",41207,1,1,1,1
572,"FleeFaceRight",8722,1,1,1,1
573,"FleeFaceTarget",60285,1,1,1,1
574,"FollowPath",54564,1,1,1,1
575,"FrogJump",20513,1,1,1,1
576,"Interaction",49766,1,1,"",""
577,"InteractionChannelled",53839,1,1,1,1
578,"MineDetonate",56294,1,1,1,1
579,"MonsterPickup",14001,1,1,1,""
580,"Move",10505,1,1,1,1
581,"MoveForced",16159,1,1,1,1
582,"MoveSpecial",33981,1,1,1,1
583,"Revive",11857,1,1,1,""
584,"SinPickup",24199,1,1,"",""
585,"TreeToGroundJumpLeft",5628,1,1,1,1
586,"TreeToGroundJumpRight",18850,1,1,1,1
587,"TreeToTreeJumpLeft",63880,1,1,1,1
588,"TreeToTreeJumpRight",44065,1,1,1,1
589,"TreeToVineJumpLeft",49153,1,1,1,1
590,"TreeToVineJumpRight",7106,1,1,1,1
591,"VineToGroundJumpLeft",63390,1,1,1,1
592,"VineToGroundJumpRight",10168,1,1,1,1
593,"VineToTreeJump",61651,1,1,1,1
594,"VineToVineJump",54634,1,1,1,1
595,"WashedUp",47065,1,1,1,""
596,"CastAuraDominatingAura",3509,1,"",1,""
597,"Shroud",36267,1,"",1,""
598,"SummonMercenaryCompanion",30556,1,"","",""
599,"MetaTotemBase",59491,1,"",1,""
600,"MetaSkill",12521,"","","",""
601,"Grenade",65246,1,"","",""
602,"BoneOffering",62792,1,"","",""
603,"ReviveMinion",48042,1,"","",""
604,"CommandMinion",57251,1,"","",""
605,"ResonatingSlam",54465,1,"","",""
606,"SniperGasShot",18164,1,"","",""
607,"StrafeRandom",6760,"",1,"",""
608,"DeathStorm",59160,1,"","",""
609,"IceBind",62728,1,"","",""
610,"BombadierDestructiveLink",47058,1,"","",""
611,"WindPalm",2894,1,"","",""
612,"WindPalmProjectile",53789,1,"","",""
613,"ChargedStaff",45957,1,"","",""
614,"ChargedStaffShockwave",43096,1,"","",""
615,"RollingMagma",1582,1,"","",""
616,"SummonSkeleton",10966,1,"","",""
617,"ChargedStrike",30263,1,"","",""
618,"TempestBell",60883,1,"","",""
