"rownum","Id","i32","IsSummoned","Armour","Evasion","EnergyShieldFromLife","DamageSpread","i32","i32","[rid]","bool","i32"
76,"MudBurrowerBossHeadCRUEL",9846,"",1677721600,0,35,0,0,20,[9],1,0
77,"MudBurrowerBossHeadMAP2",9846,"",1677721600,0,35,0,0,20,[9],1,0
78,"MudBurrowerBossHeadSTANDALONE",9846,"",1677721600,0,35,0,0,20,[9],1,0
79,"MudBurrowerBossHeadTrap",10232,"",1677721600,0,100,0,0,20,[0],1,0
80,"FungusZombie",10384,"",1677721600,0,0,0,0,20,[0],1,0
81,"FungusZombieLarge",10384,"",1677721600,0,0,0,0,20,[0],1,0
82,"FungusZombieCaster",10590,"",1677721600,0,0,0,0,20,"[2,7]",1,0
83,"FungusZombieRitualHollow",10384,"",1677721600,0,50,0,0,20,"[7,1]","",0
84,"FungusZombieRitual",10384,"",1677721600,0,0,0,0,20,"[7,1]",1,0
85,"MudGolem",10906,"",1677721600,0,0,0,0,20,"[5,1,11]",1,0
86,"SwollenMiller",11064,"",-100663296,0,0,0,0,20,[0],1,0
87,"SwollenMillerCRUEL",11064,"",-100663296,0,40,0,0,20,[0],1,0
88,"SwollenMillerSTANDALONE",11064,"",-100663296,0,40,0,0,20,[0],1,0
89,"BitterGuy",11324,"",1677721600,0,0,0,0,20,"[1,7]",1,0
90,"BitterGuyHuman",11460,"",1677721600,0,0,0,0,20,[0],1,0
91,"BitterGuyGhost",11590,"",1677721600,0,75,0,0,20,[0],1,0
92,"BitterGuyGhostCRUEL",11740,"",1677721600,0,75,0,0,20,"[2,7]",1,0
93,"BitterGuyGhostMap",11912,"",1677721600,0,75,0,0,20,"[2,7]",1,0
94,"BitterGuyGhostSTANDALONE",12096,"",1677721600,0,75,0,0,20,"[2,7]",1,0
95,"BitterGuyChildGhost",12282,"",1677721600,0,0,50,25,20,[0],1,0
96,"BitterGuyWifeGhost",12442,"",1677721600,0,0,0,50,20,[0],1,0
97,"BitterGuyWifeDaemon",12602,"",1677721600,0,0,0,0,20,[0],1,0
98,"QuillCrabFire",12752,"",1677721600,0,25,0,0,20,"[5,3]",1,0
99,"QuillCrabBigFire",12752,"",1677721600,0,25,0,0,20,"[5,3]",1,0
100,"QuillCrabPoison",12978,"",1677721600,0,25,0,0,20,[0],1,0
101,"QuillCrabBigPoison",12978,"",1677721600,0,25,0,0,20,[0],1,0
102,"QuillCrabTropical",12752,"",1677721600,0,25,0,0,20,"[1,7]",1,0
103,"QuillCrabBigTropical",12752,"",1677721600,0,25,0,0,20,"[1,7]",1,0
104,"LumberingDead",316,"",1677721600,0,0,0,0,20,[0],1,0
105,"LumberingDrowned",316,"",1677721600,0,0,0,0,20,[0],1,0
106,"UrchinKid",13412,"",1677721600,0,0,50,0,20,[0],1,0
107,"UrchinKidRanged",13412,"",1677721600,0,0,50,0,20,[0],1,0
108,"HuhuGrubLarvae",13594,"",1677721600,0,0,0,0,20,[0],1,0
109,"HuhuGrubLarvaeLarge",13744,"",1677721600,0,0,0,0,20,[0],1,0
110,"WerewolfPack",13892,"",1677721600,0,0,45,0,20,"[7,1]",1,0
111,"WerewolfMoonClan",14052,"",1677721600,0,0,45,0,20,"[7,1]",1,0
112,"WerewolfProwler",14218,"",1677721600,0,0,40,0,20,"[7,1]",1,0
113,"Stalker",14366,"",1677721600,0,0,40,0,20,[0],1,0
114,"TheRustKing",14484,"",-939524096,0,100,0,0,20,"[5,11]",1,0
115,"TheRustKingCRUEL",14638,"",-939524096,0,100,0,0,20,"[5,11]",1,0
116,"TheRustKingSTANDALONE",14812,"",-939524096,0,100,0,0,20,"[5,11]",1,0
117,"WraithLightning",14984,"",1677721600,0,0,35,35,20,"[10,7]",1,0
118,"WraithCold",14984,"",1677721600,0,0,35,35,20,"[2,7]",1,0
119,"BloodCourtesan",15188,"",1677721600,0,0,20,20,20,[0],1,0
120,"BloodCarrier",15324,"",1677721600,0,0,25,0,30,[0],1,0
121,"DeathKnight",15454,"",1677721600,0,80,0,0,30,[0],1,0
122,"GargoyleGolem",15582,"",1677721600,0,100,0,0,20,"[5,1]",1,0
123,"InfectedMercenaryOneHand",15756,"",1677721600,0,50,0,0,20,[0],1,0
124,"InfectedMercenaryTwoHand",15756,"",1677721600,0,50,0,0,20,[0],1,0
125,"InfectedMercenaryRanged",15756,"",1677721600,0,50,0,0,20,[0],1,0
126,"InfectedMercenaryOneHandIncin",15756,"",1677721600,0,50,0,0,20,[5],1,0
127,"InfectedMercenaryTwoHandIncin",15756,"",1677721600,0,50,0,0,20,[5],1,0
128,"InfectedMercenaryRangedIncin",15756,"",1677721600,0,50,0,0,20,[5],1,0
129,"BloodCollector",16288,"",1677721600,0,0,20,0,20,[0],1,0
130,"CrowCarrion",16422,"",1677721600,0,0,80,0,20,[11],1,0
131,"BrambleHulk",16542,"",1677721600,0,50,0,0,20,[0],1,0
132,"BrambleHulkRitual",16542,"",1677721600,0,50,0,0,20,[0],1,0
133,"GhoulCommander",16736,"",1677721600,0,0,30,0,20,[0],1,0
134,"FungalArtillery",16874,"",1677721600,0,0,0,0,20,[1],1,0
135,"ChimeraWetlandsBoss",17038,"",1677721600,0,0,0,0,20,[13],1,0
136,"ChimeraUltimatumBossMap",17228,"",1677721600,0,0,0,0,20,[13],1,0
137,"ChimeraWetlandsBossSTANDALONE",17038,"",1677721600,0,0,0,0,20,[13],1,0
138,"ChimeraWetlandsPillar",17490,"",1677721600,0,0,0,0,20,[0],1,0
139,"MutantBird",17642,"",1677721600,0,0,0,0,20,[0],1,0
140,"MutantBirdDog",17764,"",1677721600,0,0,0,0,20,[0],1,0
141,"MutantBird2",17888,"",1677721600,0,0,0,0,20,"[7,1]",1,0
142,"MutantBird2Map",18032,"",1677721600,0,0,0,0,20,"[7,1]",1,0
143,"MutantBirdDog2",18190,"",1677721600,0,0,30,0,20,"[7,1]",1,0
144,"Ghoul",18322,"",1677721600,0,0,50,0,20,[0],1,0
145,"ParasiteFish",18436,"",1677721600,0,0,25,0,20,[11],1,0
146,"Hag",18552,"",1677721600,0,0,0,10,20,"[7,1]",1,0
147,"HagBoss",18664,"",1677721600,0,0,0,20,20,"[2,7]",1,0
148,"HagBossCRUEL",18794,"",1677721600,0,0,0,20,20,"[2,7]",1,0
149,"HagBossMap",18930,"",1677721600,0,0,0,20,20,"[2,7]",1,0
150,"HagBossSTANDALONE",18930,"",1677721600,0,0,0,20,20,"[2,7]",1,0
151,"HagBossHagBattleMap",19150,"",1677721600,0,0,0,20,20,"[2,7]",1,0
152,"TrenchHag",19298,"",1677721600,0,0,0,20,20,"[2,11]",1,0
153,"WretchStatue",19432,"",1677721600,0,0,0,0,20,[0],1,0
154,"WretchStatueElite",19432,"",1677721600,0,0,0,0,20,[0],1,0
155,"WretchCoffin",19618,"",1677721600,0,0,0,20,20,[1],1,0
156,"PictFemaleBow",19752,"",1677721600,0,0,40,0,20,[0],1,0
157,"PictFemaleDaggerDagger",19990,"",1677721600,0,0,40,0,20,[0],1,0
158,"PictFemaleStaff",20252,"",1677721600,0,0,0,20,20,[0],1,0
159,"PictMaleAxe",20476,"",1677721600,0,0,0,0,20,[0],1,0
160,"PictMaleAxeAxe",20690,"",1677721600,0,0,0,0,20,[0],1,0
161,"PictMaleAxeDagger",20924,"",1677721600,0,0,0,0,20,[0],1,0
162,"PictMaleAxeShield",21170,"",1677721600,0,35,0,0,20,[0],1,0
163,"PictBigMale",21404,"",1677721600,0,25,0,0,20,[0],1,0
164,"PitifulFabrication_Summon1",21640,"",1677721600,0,0,0,0,20,[0],1,0
165,"PitifulFabrication_Summon2",21640,"",1677721600,0,0,0,0,20,[0],1,0
166,"PitifulFabrication_Summon3",21640,"",1677721600,0,0,0,0,20,[0],1,0
167,"AzmeriVoodooDoll",21962,"",1677721600,0,0,0,0,20,[0],1,0
168,"Sentinel",22126,"",1677721600,0,60,25,0,20,[0],1,0
169,"Wolf",22250,"",1677721600,0,0,30,0,20,[0],1,0
170,"WolfPlayerSummoned",22374,"",1677721600,16777216,20,30,0,20,[0],1,0
171,"FungalWolf",22250,"",1677721600,0,0,30,0,20,[0],1,0
172,"BrambleMonkey",22570,"",1677721600,0,0,50,0,20,[7],1,0
173,"DogTrader",22712,"",1677721600,0,0,100,0,20,[0],1,0
174,"ForsakenSon",22844,"",1677721600,0,25,0,0,20,[6],1,0
175,"ForsakenSonCruel",22844,"",1677721600,0,25,0,0,20,[6],1,0
176,"ForsakenSonMap",22844,"",1677721600,0,25,0,0,20,[6],1,0
177,"ForsakenSonSTANDALONE",23098,"",1677721600,0,25,0,0,20,[6],1,0
178,"TitanBoss",23248,"",1677721600,0,100,0,0,20,"[6,4]",1,0
179,"TitanBossMap",23392,"",1677721600,0,100,0,0,20,"[6,4]",1,0
180,"RisenArbalest",23546,"",1677721600,0,40,0,0,20,[0],1,0
181,"RisenArbalestSanctumTrial",23546,"",1677721600,0,40,0,0,20,[0],1,0
182,"Lark",23744,"",1677721600,0,0,100,0,20,[0],1,0
183,"Balbala",23842,"",1677721600,0,0,80,0,20,"[3,5]",1,0
184,"BalbalaMap",23842,"",1677721600,0,0,80,0,20,"[3,5]",1,0
185,"BalbalaSTANDALONE",23842,"",1677721600,0,0,80,0,20,"[3,5]",1,0
186,"BalbalaClone",24104,"",1677721600,0,0,35,0,20,"[3,5]",1,0
187,"ApparitionBoss",24254,"",1677721600,0,0,0,7,10,[13],1,0
188,"Bugbot",24442,"",1677721600,0,60,0,0,20,"[5,1]",1,0
189,"BugbotSanctumTrial",24442,"",1677721600,0,60,0,0,20,"[5,1]",1,0
190,"MutewindWomanSpear",24658,"",1677721600,0,0,80,0,20,[0],1,0
191,"MutewindWomanJavelin",24658,"",1677721600,0,0,80,0,20,[0],1,0
192,"MutewindWomanSpearShield",24658,"",1677721600,0,30,60,0,20,[0],1,0
193,"MutewindWomanDualSword",24658,"",1677721600,0,0,80,0,20,[0],1,0
194,"MutewindWomanDualDagger",24658,"",1677721600,0,0,80,0,20,[0],1,0
195,"MutewindManDualSword",25102,"",1677721600,0,30,65,0,20,[0],1,0
196,"MutewindManSpear",25102,"",1677721600,0,30,50,0,20,[0],1,0
197,"MutewindManSpearShield",25102,"",1677721600,0,30,50,0,20,[0],1,0
198,"MutewindBoy",25378,"",1677721600,0,0,50,0,20,[0],1,0
199,"MutewindGirl",25540,"",1677721600,0,0,50,0,20,[0],1,0
200,"FaridunLizard",25708,"",1677721600,0,0,25,0,20,[1],1,0
201,"FaridunLizardArmoured",25708,"",1677721600,0,80,0,0,20,"[1,11]",1,0
202,"MutewindBanditExecutioner",25958,"",1677721600,0,50,0,0,20,[0],1,0
203,"MarakethMatriarchGate",26154,"",1677721600,0,33,33,8,20,[0],1,0
204,"MarakethMatriarchDreadnought",26326,"",1677721600,0,33,33,8,20,[0],1,0
205,"ExpeditionSkeletonBasicOneHandWeapon",26528,"",1677721600,0,0,0,0,30,[0],1,0
206,"ExpeditionSkeletonBasicRanged",26738,"",1677721600,0,0,0,0,30,[0],1,0
207,"ExpeditionZombie",26918,"",1677721600,0,0,0,0,20,[0],1,0
208,"ExpeditionZombieLarge",27094,"",1677721600,0,0,0,0,20,[1],1,0
209,"ExpeditionZombieHusk",27290,"",1677721600,0,0,0,0,20,[0],1,0
210,"ExpeditionZombieHuskTorso",27504,"",1677721600,0,0,0,0,20,[0],1,0
211,"ExpeditionMercurialArmourCaster",27740,"",1677721600,0,35,0,0,20,[0],1,0
212,"ExpeditionMercurialArmourAxeShield",27988,"",1677721600,0,50,0,0,20,[0],1,0
213,"ExpeditionUrchin",28206,"",1677721600,0,0,50,0,20,[0],1,0
214,"ExpeditionRisenArbalest",28384,"",1677721600,0,40,0,0,20,[0],1,0
215,"ExpeditionDeathKnight",28566,"",1677721600,0,80,0,0,30,[0],1,0
216,"ExpeditionArmourCaster",28762,"",1677721600,0,40,0,0,20,[0],1,0
217,"ExpeditionGolemancer",28954,"",1677721600,0,35,0,0,20,"[7,10]",1,0
218,"ExpeditionBoneCultist",29168,"",1677721600,0,0,0,0,20,"[2,7]",1,0
219,"ExpeditionRat",29374,"",1677721600,0,0,0,0,20,[0],1,0
220,"ExpeditionScytheHand",29562,"",1677721600,0,40,0,0,20,[0],1,0
221,"ExpeditionMegaSkeleton",29754,"",1677721600,0,60,0,0,20,"[1,9]",1,0
222,"ExpeditionOlroth",29962,"",1677721600,0,80,0,0,20,[2],1,0
223,"ExpeditionOlrothRelic",30130,"",1677721600,0,0,0,0,20,[0],1,0
224,"ExpeditionApparitionOrb",30318,"",1677721600,0,0,0,0,20,[0],1,0
225,"ExpeditionDannig",30514,"",-201326592,1,50,50,0,20,[0],1,0
226,"ExpeditionGwennen",30668,"",-201326592,1,100,0,0,20,[0],1,0
227,"ExpeditionRog",30816,"",1677721600,0,50,0,25,20,[0],1,0
228,"ExpeditionTujen",30960,"",-201326592,1,0,50,25,20,[0],1,0
229,"Tornado",31092,"",1677721600,16777216,0,0,0,0,[0],1,0
230,"TwigMonster",31210,"",1677721600,0,20,0,10,20,"[1,7]",1,0
231,"TwigMonsterArchnemesis",31210,"",1677721600,0,30,20,10,20,"[1,7]",1,0
232,"TwigMonsterRitual",31210,"",1677721600,0,20,0,10,20,"[1,7]",1,0
233,"MonsterLivingCrystals",31546,"",1677721600,0,0,0,0,20,[0],1,0
234,"MtxWasp",31706,"",1677721600,0,0,0,0,0,[0],1,0
235,"SanctumSentinelMaceBoss",31842,"",1677721600,0,100,0,0,10,"[2,7]",1,0
236,"SanctumSentinelUnarmedBoss",32080,"",1677721600,0,100,0,0,10,"[3,6]",1,0
237,"AncestralTurtle",32302,"",1677721600,0,75,0,0,0,[0],1,0
238,"AncestralTurtleSpiritPlayerSummoned",32538,"",1677721600,16777216,100,0,0,20,[0],1,0
239,"AncestralJadeHulk",32760,"",1677721600,0,75,0,0,0,[0],1,0
240,"AncestralJadeHulkSpiritPlayerSummoned",32968,"",1677721600,16777216,70,0,0,20,[0],1,0
241,"AncestralSpiritCaster",33166,"",1677721600,0,0,0,50,0,[0],1,0
242,"AncestralSpiritCasterSpiritPlayerSummoned",33408,"",1677721600,16777216,0,0,20,20,[0],1,0
243,"AncestralKaruiHorn",33620,"",1677721600,0,0,25,0,0,[0],1,0
244,"AncestralKaruiHornSpiritPlayerSummoned",33860,"",1677721600,16777216,35,15,0,20,[0],1,0
245,"DemonSpider",34054,"",1677721600,0,0,0,0,20,[7],1,0
246,"DemonSpiderSanctumTrial",34054,"",1677721600,0,0,0,0,20,[7],1,0
247,"SabreSpider",34280,"",1677721600,0,0,0,0,20,[0],1,0
248,"BlackStrider",34442,"",1677721600,0,0,0,0,20,[7],1,0
249,"BlackStriderSanctumTrial",34442,"",1677721600,0,0,0,0,20,[7],1,0
250,"EtchedBeetleSmall",34658,"",1677721600,0,50,0,0,20,"[3,9]",1,0
251,"EtchedBeetleSmallSanctumTrial",34658,"",1677721600,0,50,0,0,20,"[3,9]",1,0
252,"EtchedBeetleMedium",34932,"",1677721600,0,70,0,0,20,"[3,9]",1,0
253,"EtchedBeetleMediumPKSummoned",34932,"",1677721600,0,0,0,0,20,"[3,9]",1,0
254,"EtchedBeetleMediumSanctumTrial",34932,"",1677721600,0,70,0,0,20,"[3,9]",1,0
255,"EtchedBeetleLarge",35300,"",1677721600,0,100,0,0,20,"[3,9]",1,0
256,"EtchedBeetleLargeSanctumTrial",35300,"",1677721600,0,100,0,0,20,"[3,9]",1,0
257,"EtchedBeetleLargeBoss",35580,"",1677721600,0,100,0,0,20,"[3,9]",1,0
258,"EtchedBeetleLargeStrongbox",35784,"",1677721600,0,100,0,0,20,"[3,9]",1,0
259,"RamGiant",35962,"",1677721600,0,0,0,0,20,[0],1,0
260,"RamGiantHusk",35962,"",1677721600,0,30,0,0,20,[2],1,0
261,"RamGiantWheel",36132,"",1677721600,0,0,0,0,0,[0],1,0
262,"MaggotHusk",36262,"",1677721600,0,0,0,0,30,[0],1,0
263,"MaggotHuskTorso",36402,"",1677721600,0,0,0,0,20,[0],1,0
264,"SerpentClan",36544,"",1677721600,0,0,0,0,20,[1],1,0
265,"SerpentClanSanctumTrial",36544,"",1677721600,0,0,0,0,20,[1],1,0
266,"SerpentClanCaster",36544,"",1677721600,0,0,0,5,20,[1],1,0
267,"SerpentClanCasterSanctumTrial",36544,"",1677721600,0,0,0,5,20,[1],1,0
268,"SerpentClanCasterBoss",36924,"",1677721600,0,0,0,5,20,[2],1,0
269,"SerpentClanCasterBossMap",37118,"",1677721600,0,0,0,5,20,[2],1,0
270,"SerpentClanCasterBossSTANDALONE",37334,"",1677721600,0,0,0,5,20,[2],1,0
271,"SerpentClanCasterBossBoneWall",37558,"",1677721600,0,0,0,0,0,[0],1,0
272,"SaltGolem",37696,"",1677721600,0,100,0,0,20,"[6,4]",1,0
273,"SaltGolemSanctumTrial",37696,"",1677721600,0,100,0,0,20,"[6,4]",1,0
274,"SaltGolemSanctumTrialRockWall",37952,"",1677721600,0,0,0,0,0,[0],1,0
275,"SaltGolemBoss",37696,"",1677721600,0,100,0,0,10,"[6,9,4]",1,0
276,"SaltGolemBossMap",37696,"",1677721600,0,100,0,0,10,"[6,9,4]",1,0
277,"MastodonBoss",38240,"",1677721600,0,0,0,0,20,[0],1,0
278,"MastodonBossMap",38240,"",1677721600,0,0,0,0,20,[0],1,0
279,"MastodonBossSTANDALONE",38240,"",1677721600,0,0,0,0,20,[0],1,0
280,"HyenaMonster",38494,"",1677721600,0,0,30,0,20,"[1,7]",1,0
281,"HyenaCentaur",38650,"",1677721600,0,0,0,0,20,"[1,7]",1,0
282,"HyenaCentaurBoss",38814,"",1677721600,0,0,0,0,20,"[1,7]",1,0
283,"HyenaCentaurBossMap",38814,"",1677721600,0,0,0,0,20,"[1,7]",1,0
284,"HyenaCentaurBossSTANDALONE",38814,"",1677721600,0,0,0,0,20,"[1,7]",1,0
285,"ShellMonster",39130,"",1677721600,0,100,0,0,20,"[5,11]",1,0
286,"ShellMonsterSmall",39130,"",1677721600,0,100,0,0,20,"[5,11]",1,0
287,"ShellMonsterSanctumTrial",39130,"",1677721600,0,100,0,0,20,"[5,11]",1,0
288,"ShellMonsterPoison",39130,"",1677721600,0,100,0,0,20,"[11,1]",1,0
289,"MundaneMagi",39510,"",1677721600,0,0,0,30,20,"[5,3]",1,0
290,"MundaneMagiSanctumTrial",39684,"",1677721600,0,0,0,30,20,"[5,3]",1,0
291,"VultureRegurgitator",39864,"",1677721600,0,0,0,0,20,"[1,11]",1,0
292,"PerennialKingHumanBoss",40068,"",1677721600,0,50,0,0,20,"[9,5,3]",1,0
293,"PerennialKingHumanBossMAP",40068,"",1677721600,0,50,0,0,20,[9],1,0
294,"PerennialKingCorruptionTotem",40356,"",1677721600,0,100,0,0,0,[0],1,0
295,"MarakethHomeGuard",40530,"",1677721600,0,30,30,0,20,[0],1,0
296,"MarakethHeroGuard",40530,"",1677721600,0,30,30,0,20,[0],1,0
297,"SkeletonGolemancer",40772,"",1677721600,0,35,0,20,20,"[7,9]",1,0
298,"SandGolemancer",40956,"",1677721600,0,35,0,30,20,"[7,9]",1,0
299,"SandGolemancerSanctumTrial",40956,"",1677721600,0,35,0,30,20,"[7,9]",1,0
300,"SandGolemancerSanctumRitualCaster",40956,"",1677721600,0,35,0,30,20,"[7,9]",1,0
301,"MarAcolyte",41306,"",1677721600,0,0,25,10,20,"[5,3]",1,0
302,"MarAcolyteSanctumTrial",41306,"",1677721600,0,0,25,10,20,"[5,3]",1,0
303,"WingedFiend",41532,"",1677721600,0,0,50,0,20,[11],1,0
304,"RockSlider",41664,"",1677721600,0,75,0,0,20,"[5,1]",1,0
305,"RockSliderSanctumTrial",41832,"",1677721600,0,75,0,0,20,"[5,1]",1,0
306,"FarudinWarlock",41998,"",1677721600,0,0,0,30,20,"[7,1]",1,0
307,"BoneCultistZealot",42238,"",1677721600,0,0,0,15,20,"[5,3]",1,0
308,"BoneCultistZealotLightning",42238,"",1677721600,0,0,0,15,20,"[9,3]",1,0
309,"BoneCultistShield",42542,"",1677721600,0,60,0,0,20,[0],1,0
310,"BoneCoilSnake",42734,"",1677721600,0,0,25,0,20,[0],1,0
311,"TerracottaGuardian",42890,"",1677721600,0,50,0,0,20,"[1,5]",1,0
312,"TerracottaGuardianSanctumTrial",42890,"",1677721600,0,50,0,0,20,"[1,5]",1,0
313,"TerracottaGuardianStrong",42890,"",1677721600,0,50,0,0,20,"[1,5]",1,0
314,"TerracottaGuardianWeak",42890,"",1677721600,0,50,0,0,20,"[1,5]",1,0
315,"BoneCultistSavage",43342,"",1677721600,0,20,20,0,20,[0],1,0
316,"BoneCultistBeast",43544,"",1677721600,0,70,0,0,20,[1],1,0
317,"BoneCultistNecromancer",43750,"",1677721600,0,0,0,20,20,"[9,3]",1,0
318,"BoneConstructPlayerSummoned",44010,"",1677721600,16777216,0,0,0,30,[0],1,0
319,"BoneCultistBoss",44230,"",1677721600,0,0,0,25,20,[9],1,0
320,"BoneCultistBossMap",44230,"",1677721600,0,0,0,25,20,[9],1,0
321,"BoneCultistBossMapSolo",44230,"",1677721600,0,0,0,25,20,[9],1,0
322,"BoneCultistBossSTANDALONE",44230,"",1677721600,0,0,0,25,20,[9],1,0
323,"SandGolem",44636,"",1677721600,0,0,0,0,20,[0],1,0
324,"PorcupineAntSmall",44772,"",1677721600,0,30,0,0,20,[3],1,0
