"rownum","BaseItemType","Armour","Evasion","EnergyShield","IncreasedMovementSpeed","Ward","i32"
151,2090,0,87,35,0,0,0
152,2091,0,99,39,0,0,0
153,2092,0,122,46,0,0,0
154,2093,15,0,0,0,0,0
155,2094,31,0,0,0,0,0
156,2095,40,0,0,0,0,0
157,2096,58,0,0,0,0,0
158,2097,68,0,0,0,0,0
159,2098,88,0,0,0,0,0
160,2099,100,0,0,0,0,0
161,2100,122,0,0,0,0,0
162,2101,0,10,0,0,0,0
163,2102,0,26,0,0,0,0
164,2103,0,33,0,0,0,0
165,2104,0,52,0,0,0,0
166,2105,0,60,0,0,0,0
167,2106,0,79,0,0,0,0
168,2107,0,90,0,0,0,0
169,2108,0,111,0,0,0,0
170,2109,0,0,9,0,0,0
171,2110,0,0,15,0,0,0
172,2111,0,0,17,0,0,0
173,2112,0,0,22,0,0,0
174,2113,0,0,26,0,0,0
175,2114,0,0,32,0,0,0
176,2115,0,0,35,0,0,0
177,2116,0,0,42,0,0,0
178,2117,13,10,0,0,0,0
179,2118,22,18,0,0,0,0
180,2119,37,33,0,0,0,0
181,2120,48,44,0,0,0,0
182,2121,55,50,0,0,0,0
183,2122,67,61,0,0,0,0
184,2123,12,0,6,0,0,0
185,2124,22,0,9,0,0,0
186,2125,37,0,14,0,0,0
187,2126,48,0,17,0,0,0
188,2127,55,0,19,0,0,0
189,2128,67,0,23,0,0,0
190,2129,0,8,6,0,0,0
191,2130,0,18,9,0,0,0
192,2131,0,33,14,0,0,0
193,2132,0,44,17,0,0,0
194,2133,0,50,19,0,0,0
195,2134,0,61,23,0,0,0
196,2135,22,0,0,0,0,0
197,2136,47,0,0,0,0,0
198,2137,60,0,0,0,0,0
199,2138,87,0,0,0,0,0
200,2139,102,0,0,0,0,0
201,2140,132,0,0,0,0,0
202,2141,150,0,0,0,0,0
203,2142,182,0,0,0,0,0
204,2143,0,15,0,0,0,0
205,2144,0,38,0,0,0,0
206,2145,0,50,0,0,0,0
207,2146,0,79,0,0,0,0
208,2147,0,90,0,0,0,0
209,2148,0,119,0,0,0,0
210,2149,0,135,0,0,0,0
211,2150,0,166,0,0,0,0
212,2151,0,0,14,0,0,0
213,2152,0,0,22,0,0,0
214,2153,0,0,25,0,0,0
215,2154,0,0,34,0,0,0
216,2155,0,0,38,0,0,0
217,2156,0,0,48,0,0,0
218,2157,0,0,53,0,0,0
219,2158,0,0,63,0,0,0
220,2159,19,15,0,0,0,0
221,2160,33,28,0,0,0,0
222,2161,56,50,0,0,0,0
223,2162,73,65,0,0,0,0
224,2163,82,74,0,0,0,0
225,2164,100,91,0,0,0,0
226,2165,18,0,9,0,0,0
227,2166,33,0,14,0,0,0
228,2167,56,0,21,0,0,0
229,2168,73,0,26,0,0,0
230,2169,82,0,29,0,0,0
231,2170,100,0,35,0,0,0
232,2171,0,13,9,0,0,0
233,2172,0,28,14,0,0,0
234,2173,0,50,21,0,0,0
235,2174,0,65,26,0,0,0
236,2175,0,74,29,0,0,0
237,2176,0,91,35,0,0,0
238,2177,18,0,0,-300,0,0
239,2178,29,0,0,-300,0,0
240,2179,41,0,0,-300,0,0
241,2180,50,0,0,-300,0,0
242,2181,60,0,0,-300,0,0
243,2182,75,0,0,-300,0,0
244,2183,85,0,0,-300,0,0
245,2184,91,0,0,-300,0,0
246,2185,110,0,0,-300,0,0
247,2186,121,0,0,-300,0,0
248,2187,125,0,0,-300,0,0
249,2188,137,0,0,-300,0,0
250,2189,152,0,0,-300,0,0
251,2190,10,7,0,-150,0,0
252,2191,18,14,0,-150,0,0
253,2192,27,23,0,-150,0,0
254,2193,39,34,0,-150,0,0
255,2194,47,41,0,-150,0,0
256,2195,51,46,0,-150,0,0
257,2196,61,54,0,-150,0,0
258,2197,63,57,0,-150,0,0
259,2198,69,62,0,-150,0,0
260,2199,74,68,0,-150,0,0
261,2200,84,76,0,-150,0,0
262,2201,10,0,6,-150,0,0
263,2202,17,0,8,-150,0,0
264,2203,27,0,12,-150,0,0
265,2204,41,0,16,-150,0,0
266,2205,47,0,18,-150,0,0
267,2206,50,0,19,-150,0,0
268,2207,61,0,22,-150,0,0
269,2208,65,0,23,-150,0,0
270,2209,69,0,24,-150,0,0
271,2210,74,0,26,-150,0,0
272,2211,84,0,29,-150,0,0
273,2212,0,10,0,0,0,0
274,2213,0,16,0,0,0,0
275,2214,0,26,0,0,0,0
276,2215,0,33,0,0,0,0
277,2216,0,43,0,0,0,0
278,2217,0,49,0,0,0,0
279,2218,0,60,0,0,0,0
280,2219,0,70,0,0,0,0
281,2220,0,79,0,0,0,0
282,2221,0,84,0,0,0,0
283,2222,0,90,0,0,0,0
284,2223,0,95,0,0,0,0
285,2224,0,111,0,0,0,0
286,2225,0,0,12,0,0,0
287,2226,0,0,15,0,0,0
288,2227,0,0,17,0,0,0
289,2228,0,0,21,0,0,0
290,2229,0,0,25,0,0,0
291,2230,0,0,28,0,0,0
292,2231,0,0,32,0,0,0
293,2232,0,0,34,0,0,0
294,2233,0,0,40,0,0,0
295,2234,0,0,43,0,0,0
296,2235,0,0,44,0,0,0
297,2236,0,0,47,0,0,0
298,2237,0,0,52,0,0,0
299,2320,0,0,0,0,0,0
300,2321,135,123,46,-400,0,0
301,2322,88,80,30,0,0,0
302,2323,44,40,15,0,0,0
303,2324,66,60,23,0,0,0
304,2418,269,0,0,-500,0,0
305,2419,284,0,0,-500,0,0
306,2420,299,0,0,-500,0,0
307,2421,320,0,0,-500,0,0
308,2422,340,0,0,-500,0,0
309,2423,355,0,0,-500,0,0
310,2424,0,242,0,-300,0,0
311,2425,0,256,0,-300,0,0
312,2426,0,271,0,-300,0,0
313,2427,0,290,0,-300,0,0
314,2428,0,309,0,-300,0,0
315,2429,0,324,0,-300,0,0
316,2430,0,0,97,-300,0,0
317,2431,0,0,101,-300,0,0
318,2432,0,0,106,-300,0,0
319,2433,0,0,112,-300,0,0
320,2434,0,0,119,-300,0,0
321,2435,0,0,123,-300,0,0
322,2436,148,133,0,-400,0,0
323,2437,156,141,0,-400,0,0
324,2438,165,149,0,-400,0,0
325,2439,176,159,0,-400,0,0
326,2440,187,170,0,-400,0,0
327,2441,195,178,0,-400,0,0
328,2442,148,0,53,-400,0,0
329,2443,156,0,56,-400,0,0
330,2444,165,0,58,-400,0,0
331,2445,176,0,62,-400,0,0
332,2446,187,0,65,-400,0,0
333,2447,195,0,68,-400,0,0
334,2448,0,133,53,-300,0,0
335,2449,0,141,56,-300,0,0
336,2450,0,149,58,-300,0,0
337,2451,0,159,62,-300,0,0
338,2452,0,170,65,-300,0,0
339,2453,0,178,68,-300,0,0
340,2454,176,0,0,0,0,0
341,2455,186,0,0,0,0,0
342,2456,196,0,0,0,0,0
343,2457,210,0,0,0,0,0
344,2458,223,0,0,0,0,0
345,2459,0,158,0,0,0,0
346,2460,0,168,0,0,0,0
347,2461,0,177,0,0,0,0
348,2462,0,190,0,0,0,0
349,2463,0,203,0,0,0,0
350,2464,0,0,63,0,0,0
351,2465,0,0,67,0,0,0
352,2466,0,0,70,0,0,0
353,2467,0,0,74,0,0,0
354,2468,0,0,78,0,0,0
355,2469,97,87,0,0,0,0
356,2470,102,92,0,0,0,0
357,2471,108,98,0,0,0,0
358,2472,115,105,0,0,0,0
359,2473,123,111,0,0,0,0
360,2474,97,0,35,0,0,0
361,2475,102,0,37,0,0,0
362,2476,108,0,38,0,0,0
363,2477,115,0,41,0,0,0
364,2478,123,0,43,0,0,0
365,2479,0,87,35,0,0,0
366,2480,0,92,37,0,0,0
367,2481,0,98,38,0,0,0
368,2482,0,105,41,0,0,0
369,2483,0,111,43,0,0,0
370,2484,88,0,0,0,0,0
371,2485,98,0,0,0,0,0
372,2486,105,0,0,0,0,0
373,2487,111,0,0,0,0,0
374,2488,0,79,0,0,0,0
375,2489,0,89,0,0,0,0
376,2490,0,95,0,0,0,0
377,2491,0,101,0,0,0,0
378,2492,0,0,32,0,0,0
379,2493,0,0,35,0,0,0
380,2494,0,0,37,0,0,0
381,2495,0,0,39,0,0,0
382,2496,48,44,0,0,0,0
383,2497,54,49,0,0,0,0
384,2498,61,56,0,0,0,0
385,2499,48,0,17,0,0,0
386,2500,54,0,19,0,0,0
387,2501,61,0,21,0,0,0
388,2502,0,44,17,0,0,0
389,2503,0,49,19,0,0,0
390,2504,0,56,21,0,0,0
391,2505,132,0,0,0,0,0
392,2506,147,0,0,0,0,0
393,2507,157,0,0,0,0,0
394,2508,167,0,0,0,0,0
395,2509,0,119,0,0,0,0
396,2510,0,133,0,0,0,0
397,2511,0,143,0,0,0,0
398,2512,0,152,0,0,0,0
399,2513,0,0,48,0,0,0
400,2514,0,0,52,0,0,0
401,2515,0,0,55,0,0,0
402,2516,0,0,58,0,0,0
403,2517,73,65,0,0,0,0
404,2518,81,73,0,0,0,0
405,2519,92,84,0,0,0,0
406,2520,73,0,26,0,0,0
407,2521,81,0,29,0,0,0
408,2522,92,0,32,0,0,0
409,2523,0,65,26,0,0,0
410,2524,0,73,29,0,0,0
411,2525,0,84,32,0,0,0
412,2526,110,0,0,-300,0,0
413,2527,116,0,0,-300,0,0
414,2528,123,0,0,-300,0,0
415,2529,131,0,0,-300,0,0
416,2530,139,0,0,-300,0,0
417,2531,144,0,0,-300,0,0
418,2532,61,54,0,-150,0,0
419,2533,64,58,0,-150,0,0
420,2534,67,61,0,-150,0,0
421,2535,72,65,0,-150,0,0
422,2536,77,70,0,-150,0,0
423,2537,80,73,0,-150,0,0
424,2538,61,0,22,-150,0,0
425,2539,64,0,23,-150,0,0
426,2540,67,0,24,-150,0,0
427,2541,72,0,25,-150,0,0
428,2542,77,0,27,-150,0,0
429,2543,80,0,28,-150,0,0
430,2544,0,79,0,0,0,0
431,2545,0,84,0,0,0,0
432,2546,0,89,0,0,0,0
433,2547,0,95,0,0,0,0
434,2548,0,101,0,0,0,0
435,2549,0,105,0,0,0,0
436,2550,0,0,40,0,0,0
437,2551,0,0,42,0,0,0
438,2552,0,0,43,0,0,0
439,2553,0,0,46,0,0,0
440,2554,0,0,49,0,0,0
441,2555,0,0,50,0,0,0
442,2556,534,0,0,-500,0,0
443,2557,445,0,0,-500,0,0
444,2558,445,0,0,-500,0,0
445,2559,0,406,0,-300,0,0
446,2560,0,487,0,-300,0,0
447,2561,0,406,0,-300,0,0
448,2562,0,0,184,-300,0,0
449,2563,0,0,153,-300,0,0
450,2564,0,0,153,-300,0,0
451,2565,245,223,0,-400,0,0
452,2566,245,223,0,-400,0,0
453,2567,245,223,0,-400,0,0
454,2568,245,223,0,-400,0,0
455,2569,294,268,0,-400,0,0
456,2570,294,0,101,-400,0,0
457,2571,245,0,84,-400,0,0
458,2572,245,0,84,-400,0,0
459,2573,0,268,101,-300,0,0
460,2574,0,223,84,-300,0,0
461,2575,0,223,84,-300,0,0
462,2576,243,0,0,0,0,0
463,2577,267,0,0,0,0,0
464,2578,292,0,0,0,0,0
465,2579,0,222,0,0,0,0
466,2580,0,244,0,0,0,0
467,2581,0,266,0,0,0,0
468,2582,0,0,84,0,0,0
469,2583,0,0,92,0,0,0
470,2584,0,0,101,0,0,0
471,2585,134,122,0,0,0,0
472,2586,147,134,0,0,0,0
473,2587,160,146,0,0,0,0
474,2588,134,0,46,0,0,0
475,2589,147,0,51,0,0,0
476,2590,160,0,55,0,0,0
477,2591,0,122,46,0,0,0
478,2592,0,134,51,0,0,0
479,2593,0,146,55,0,0,0
480,2594,122,0,0,0,0,0
481,2595,134,0,0,0,0,0
482,2596,146,0,0,0,0,0
483,2597,0,111,0,0,0,0
484,2598,0,122,0,0,0,0
485,2599,0,133,0,0,0,0
486,2600,0,0,42,0,0,0
487,2601,0,0,46,0,0,0
488,2602,0,0,50,0,0,0
489,2603,67,61,0,0,0,0
490,2604,74,67,0,0,0,0
491,2605,80,73,0,0,0,0
492,2606,67,0,23,0,0,0
493,2607,74,0,25,0,0,0
494,2608,80,0,28,0,0,0
495,2609,0,61,23,0,0,0
496,2610,0,67,25,0,0,0
497,2611,0,73,28,0,0,0
498,2612,182,0,0,0,0,0
499,2613,200,0,0,0,0,0
500,2614,219,0,0,0,0,0
501,2615,0,166,0,0,0,0
502,2616,0,183,0,0,0,0
503,2617,0,200,0,0,0,0
504,2618,0,0,63,0,0,0
505,2619,0,0,69,0,0,0
506,2620,0,0,75,0,0,0
507,2621,100,91,0,0,0,0
508,2622,110,101,0,0,0,0
509,2623,120,110,0,0,0,0
510,2624,100,0,35,0,0,0
511,2625,110,0,38,0,0,0
512,2626,120,0,42,0,0,0
513,2627,0,91,35,0,0,0
514,2628,0,101,38,0,0,0
515,2629,0,110,42,0,0,0
516,2630,152,0,0,-300,0,0
517,2631,167,0,0,-300,0,0
518,2632,182,0,0,-300,0,0
519,2633,84,76,0,-150,0,0
520,2634,92,84,0,-150,0,0
521,2635,100,91,0,-150,0,0
522,2636,84,0,29,-150,0,0
523,2637,92,0,32,-150,0,0
524,2638,100,0,35,-150,0,0
525,2639,0,111,0,0,0,0
526,2640,0,122,0,0,0,0
527,2641,0,133,0,0,0,0
528,2642,0,0,52,0,0,0
529,2643,0,0,58,0,0,0
530,2644,0,0,63,0,0,0
