"rownum","Id","Mod","PassiveSkill"
268,"Key269","",1869
269,"Key270","",""
270,"Key271","",740
271,"Key272","",1803
272,"Key273","",4536
273,"Key274","",""
274,"Key275","",""
275,"Key276","",3080
276,"Key277","",""
277,"Key278","",4471
278,"Key279","",""
279,"Key280","",""
280,"Key281","",1242
281,"Key282","",""
282,"Key283","",1444
283,"Key284","",""
284,"Key285","",""
285,"Key286","",""
286,"Key287","",1240
287,"Key288","",""
288,"Key289","",1010
289,"Key290","",""
290,"Key291","",3208
291,"Key292","",""
292,"Key293","",2069
293,"Key294","",""
294,"Key295","",2569
295,"Key296","",""
296,"Key297","",1523
297,"Key298","",""
298,"Key299","",4289
299,"Key300","",704
300,"Key301","",1662
301,"Key302","",3705
302,"Key303","",3282
303,"Key304","",4439
304,"Key305","",731
305,"Key306","",""
306,"Key307","",3729
307,"Key308","",""
308,"Key309","",1501
309,"Key310","",""
310,"Key311","",""
311,"Key312","",3589
312,"Key313","",2010
313,"Key314","",""
314,"Key315","",2106
315,"Key316","",""
316,"Key317","",1649
317,"Key318","",""
318,"Key319","",""
319,"Key320","",1793
320,"Key321","",3187
321,"Key322","",""
322,"Key323","",4435
323,"Key324","",1447
324,"Key325","",775
325,"Key326","",""
326,"Key327","",4472
327,"Key328","",""
328,"Key329","",1207
329,"Key330","",""
330,"Key331","",906
331,"Key332","",2329
332,"Key333","",""
333,"Key334","",""
334,"Key335","",1060
335,"Key336","",1367
336,"Key337","",3081
337,"Key338","",""
338,"Key339","",4507
339,"Key340","",""
340,"Key341","",""
341,"Key342","",""
342,"Key343","",1872
343,"Key344","",""
344,"Key345","",1370
345,"Key346","",""
346,"Key347","",2588
347,"Key348","",3416
348,"Key349","",3197
349,"Key350","",2971
350,"Key351","",1700
351,"Key352","",""
352,"Key353","",1394
353,"Key354","",""
354,"Key355","",1954
355,"Key356","",3708
356,"Key357","",1594
357,"Key358","",2330
358,"Key359","",2118
359,"Key360","",736
360,"Key361","",996
361,"Key362","",""
362,"Key363","",2677
363,"Key364","",""
364,"Key365","",1867
365,"Key366","",""
366,"Key367","",""
367,"Key368","",""
368,"Key369","",997
369,"Key370","",""
370,"Key371","",1503
371,"Key372","",2672
372,"Key373","",3344
373,"Key374","",""
374,"Key375","",3011
375,"Key376","",1366
376,"Key377","",2403
377,"Key378","",""
378,"Key379","",3591
379,"Key380","",""
380,"Key381","",514
381,"Key382","",4509
382,"Key383","",1566
383,"Key384","",""
384,"Key385","",823
385,"Key386","",""
386,"Key387","",976
387,"Key388","",""
388,"Key389","",3141
389,"Key390","",4440
390,"Key391","",1491
391,"Key392","",""
392,"Key393","",1336
393,"Key394","",""
394,"Key395","",3106
395,"Key396","",1086
396,"Key397","",3590
397,"Key398","",""
398,"Key399","",3706
399,"Key400","",""
400,"Key401","",2767
401,"Key402","",""
402,"Key403","",1046
403,"Key404","",""
404,"Key405","",642
405,"Key406","",""
406,"Key407","",3015
407,"Key408","",2570
408,"Key409","",4287
409,"Key410","",""
410,"Key411","",1051
411,"Key412","",""
412,"Key413","",2343
413,"Key414","",""
414,"Key415","",1935
415,"Key416","",""
416,"Key417","",2613
417,"Key418","",""
418,"Key419","",3319
419,"Key420","",2416
420,"Key421","",3517
421,"Key422","",""
422,"Key423","",965
423,"Key424","",""
424,"Key425","",1128
425,"Key426","",1892
426,"Key427","",3859
427,"Key428","",""
428,"Key429","",""
429,"Key430","",""
430,"Key431","",2733
431,"Key432","",3156
432,"Key433","",1372
433,"Key434","",""
434,"Key435","",3779
435,"Key436","",""
436,"Key437","",4338
437,"Key438","",""
438,"Key439","",4008
439,"Key440","",""
440,"Key441","",4114
441,"Key442","",""
442,"Key443","",1331
443,"Key444","",3780
444,"Key445","",990
445,"Key446","",""
446,"Key447","",3515
447,"Key448","",""
448,"Key449","",1568
449,"Key450","",""
450,"Key451","",2730
451,"Key452","",""
452,"Key453","",1045
453,"Key454","",""
454,"Key455","",2379
455,"Key456","",1873
456,"Key457","",2772
457,"Key458","",""
458,"Key459","",4382
459,"Key460","",""
460,"Key461","",3603
461,"Key462","",""
462,"Key463","",3139
463,"Key464","",""
464,"Key465","",2090
465,"Key466","",""
466,"Key467","",1047
467,"Key468","",3418
468,"Key469","",3234
469,"Key470","",1454
470,"Key471","",2121
471,"Key472","",""
472,"Key473","",2770
473,"Key474","",""
474,"Key475","",1435
475,"Key476","",1456
476,"Key477","",2038
477,"Key478","",""
478,"Key479","",1000
479,"Key480","",2507
480,"Key481","",3440
481,"Key482","",""
482,"Key483","",3032
483,"Key484","",""
484,"Key485","",2402
485,"Key486","",""
486,"Key487","",4387
487,"Key488","",""
488,"Key489","",3441
489,"Key490","",""
490,"Key491","",2567
491,"Key492","",3557
492,"Key493","",""
493,"Key494","",""
494,"Key495","",2422
495,"Key496","",""
496,"Key497","",2442
497,"Key498","",3254
498,"Key499","",2954
499,"Key500","",""
500,"Key501","",2952
501,"Key502","",""
502,"Key503","",3554
503,"Key504","",814
504,"Key505","",2948
505,"Key506","",""
506,"Key507","",404
507,"Key508","",""
508,"Key509","",2511
509,"Key510","",""
510,"Key511","",3602
511,"Key512","",""
512,"Key513","",2822
513,"Key514","",""
514,"Key515","",2205
515,"Key516","",""
516,"Key517","",2192
517,"Key518","",""
518,"Key519","",3730
519,"Key520","",4158
520,"Key521","",2728
521,"Key522","",""
522,"Key523","",3142
523,"Key524","",""
524,"Key525","",3417
525,"Key526","",""
526,"Key527","",3300
527,"Key528","",1092
528,"Key529","",2769
529,"Key530","",3741
530,"Key531","",797
531,"Key532","",""
532,"Key533","",896
533,"Key534","",""
534,"Key535","",2774
535,"Key536","",""
536,"Key537","",4318
537,"Key538","",""
538,"Key539","",3082
539,"Key540","",2904
540,"Key541","",1219
541,"Key542","",""
542,"Key543","",1335
543,"Key544","",""
544,"Key545","",2336
545,"Key546","",""
546,"Key547","",2070
547,"Key548","",""
548,"Key549","",1758
549,"Key550","",""
550,"Key551","",2337
551,"Key552","",2862
552,"Key553","",1298
553,"Key554","",""
554,"Key555","",1507
555,"Key556","",""
556,"Key557","",3235
557,"Key558","",""
558,"Key559","",2808
559,"Key560","",1296
560,"Key561","",1931
561,"Key562","",""
562,"Key563","",""
563,"Key564","",3680
564,"Key565","",1778
565,"Key566","",""
566,"Key567","",1129
567,"Key568","",""
568,"Key569","",4336
569,"Key570","",""
570,"Key571","",2674
571,"Key572","",""
572,"Key573","",3558
573,"Key574","",4392
574,"Key575","",902
575,"Key576","",1769
576,"Key577","",3446
577,"Key578","",1813
578,"Key579","",""
579,"Key580","",""
580,"Key581","",2218
581,"Key582","",""
582,"Key583","",3681
583,"Key584","",4290
584,"Key585","",1209
585,"Key586","",""
586,"Key587","",""
587,"Key588","",1428
588,"Key589","",1767
589,"Key590","",""
590,"Key591","",3283
591,"Key592","",""
592,"Key593","",2105
593,"Key594","",""
594,"Key595","",2731
595,"Key596","",""
596,"Key597","",4096
597,"Key598","",""
598,"Key599","",2768
599,"Key600","",1085
600,"Key601","",2449
601,"Key602","",""
602,"Key603","",1340
603,"Key604","",""
604,"Key605","",3469
605,"Key606","",""
606,"Key607","",1309
607,"Key608","",""
608,"Key609","",3867
609,"Key610","",""
610,"Key611","",2245
611,"Key612","",3014
612,"Key613","",970
613,"Key614","",""
614,"Key615","",1779
615,"Key616","",""
616,"Key617","",2206
617,"Key618","",""
618,"Key619","",2242
619,"Key620","",""
620,"Key621","",690
621,"Key622","",4467
622,"Key623","",""
623,"Key624","",2817
624,"Key625","",1993
625,"Key626","",""
626,"Key627","",2608
627,"Key628","",""
628,"Key629","",3655
629,"Key630","",""
630,"Key631","",2237
631,"Key632","",""
632,"Key633","",3592
633,"Key634","",""
634,"Key635","",3288
635,"Key636","",1414
636,"Key637","",686
637,"Key638","",""
638,"Key639","",4468
639,"Key640","",""
640,"Key641","",2428
641,"Key642","",""
642,"Key643","",1307
643,"Key644","",""
644,"Key645","",1243
645,"Key646","",""
646,"Key647","",""
647,"Key648","",2018
648,"Key649","",""
649,"Key650","",""
650,"Key651","",3781
651,"Key652","",""
652,"Key653","",3835
653,"Key654","",""
654,"Key655","",3845
655,"Key656","",""
656,"Key657","",2397
657,"Key658","",""
658,"Key659","",2096
659,"Key660","",3704
660,"Key661","",1308
661,"Key662","",""
662,"Key663","",2011
663,"Key664","",""
664,"Key665","",4113
665,"Key666","",""
666,"Key667","",2732
667,"Key668","",850
668,"Key669","",4187
669,"Key670","",""
670,"Key671","",1048
671,"Key672","",769
672,"Key673","",""
673,"Key674","",""
674,"Key675","",3467
675,"Key676","",""
676,"Key677","",""
677,"Key678","",""
678,"Key679","",3285
679,"Key680","",""
680,"Key681","",3320
681,"Key682","",""
682,"Key683","",2193
683,"Key684","",1205
684,"Key685","",1622
685,"Key686","",""
686,"Key687","",938
687,"Key688","",""
688,"Key689","",2324
689,"Key690","",""
690,"Key691","",943
691,"Key692","",""
692,"Key693","",3184
693,"Key694","",""
694,"Key695","",818
695,"Key696","",1980
696,"Key697","",2023
697,"Key698","",""
698,"Key699","",4041
699,"Key700","",""
700,"Key701","",3306
701,"Key702","",""
702,"Key703","",1371
703,"Key704","",""
704,"Key705","",1953
705,"Key706","",""
706,"Key707","",2317
707,"Key708","",2809
708,"Key709","",2806
709,"Key710","",""
710,"Key711","",2165
711,"Key712","",""
712,"Key713","",2737
713,"Key714","",""
714,"Key715","",1133
715,"Key716","",""
716,"Key717","",4121
717,"Key718","",""
718,"Key719","",2471
719,"Key720","",2318
720,"Key721","",4124
721,"Key722","",""
722,"Key723","",2342
723,"Key724","",""
724,"Key725","",1871
725,"Key726","",""
726,"Key727","",2291
727,"Key728","",""
728,"Key729","",2323
729,"Key730","",""
730,"Key731","",879
731,"Key732","",4288
732,"Key733","",1932
733,"Key734","",""
734,"Key735","",2100
735,"Key736","",""
736,"Key737","",1445
737,"Key738","",4508
738,"Key739","",2865
739,"Key740","",""
740,"Key741","",2216
741,"Key742","",""
742,"Key743","",855
743,"Key744","",1640
744,"Key745","",3559
745,"Key746","",""
746,"Key747","",3275
747,"Key748","",""
748,"Key749","",2905
749,"Key750","",""
750,"Key751","",2074
751,"Key752","",""
752,"Key753","",2274
753,"Key754","",""
754,"Key755","",2727
755,"Key756","",1989
756,"Key757","",2086
757,"Key758","",""
758,"Key759","",2812
759,"Key760","",""
760,"Key761","",868
761,"Key762","",""
762,"Key763","",658
763,"Key764","",""
764,"Key765","",4125
765,"Key766","",""
766,"Key767","",3273
767,"Key768","",2575
768,"Key769","",1132
769,"Key770","",""
770,"Key771","",4381
771,"Key772","",""
772,"Key773","",2081
773,"Key774","",""
774,"Key775","",4360
775,"Key776","",3425
776,"Key777","",3188
777,"Key778","",""
778,"Key779","",960
779,"Key780","",691
780,"Key781","",2286
781,"Key782","",""
782,"Key783","",1241
783,"Key784","",""
784,"Key785","",2204
785,"Key786","",""
786,"Key787","",2857
787,"Key788","",""
788,"Key789","",""
789,"Key790","",1819
790,"Key791","",2861
791,"Key792","",1206
792,"Key793","",4153
793,"Key794","",""
794,"Key795","",2217
795,"Key796","",""
796,"Key797","",4151
797,"Key798","",""
798,"Key799","",""
799,"Key800","",""
800,"Key801","",3274
801,"Key802","",""
802,"Key803","",2156
803,"Key804","",3203
804,"Key805","",3703
805,"Key806","",""
806,"Key807","",1709
807,"Key808","",""
808,"Key809","",2863
809,"Key810","",4441
810,"Key811","",3830
811,"Key812","",""
812,"Key813","",2908
813,"Key814","",""
814,"Key815","",4123
815,"Key816","",2736
816,"Key817","",1598
817,"Key818","",""
818,"Key819","",3971
819,"Key820","",""
820,"Key821","",2508
821,"Key822","",""
822,"Key823","",3604
823,"Key824","",""
824,"Key825","",4154
825,"Key826","",""
826,"Key827","",888
827,"Key828","",2168
828,"Key829","",2735
829,"Key830","",""
830,"Key831","",3924
831,"Key832","",""
832,"Key833","",4091
833,"Key834","",""
834,"Key835","",2947
835,"Key836","",""
836,"Key837","",2864
837,"Key838","",""
838,"Key839","",2667
839,"Key840","",3035
840,"Key841","",2602
841,"Key842","",""
842,"Key843","",2396
843,"Key844","",""
844,"Key845","",2903
845,"Key846","",""
846,"Key847","",2860
847,"Key848","",""
848,"Key849","",2955
849,"Key850","",""
850,"Key851","",2773
851,"Key852","",2630
852,"Key853","",2906
853,"Key854","",""
854,"Key855","",1784
855,"Key856","",""
856,"Key857","",851
857,"Key858","",""
858,"Key859","",727
859,"Key860","",""
860,"Key861","",2907
861,"Key862","",""
862,"Key863","",4152
863,"Key864","",2902
864,"Key865","",2166
865,"Key866","",""
866,"Key867","",2299
867,"Key868","",""
868,"Key869","",2295
869,"Key870","",""
870,"Key871","",2147
871,"Key872","",""
872,"Key873","",1927
873,"Key874","",""
874,"Key875","",3656
875,"Key876","",2815
876,"Key877","",2626
877,"Key878","",""
878,"Key879","",4092
879,"Key880","",""
880,"Key881","",672
881,"Key882","",""
882,"Key883","",""
883,"Key884","",""
884,"Key885","",2194
885,"Key886","",""
886,"Key887","",2232
887,"Key888","",3972
888,"Key889","",3925
889,"Key890","",""
890,"Key891","",1928
891,"Key892","",""
892,"Key893","",2429
893,"Key894","",""
894,"Key895","",4403
895,"Key896","",""
896,"Key897","",2017
897,"Key898","",""
898,"Key899","",1783
899,"Key900","",4122
900,"Key901","",4012
901,"Key902","",""
902,"Key903","",4155
903,"Key904","",""
904,"Key905","",4094
905,"Key906","",""
906,"Key907","",827
907,"Key908","",""
908,"Key909","",2316
909,"Key910","",""
910,"Key911","",1981
911,"Key912","",4156
912,"Key913","",2384
913,"Key914","",""
914,"Key915","",1930
915,"Key916","",""
916,"Key917","",2859
917,"Key918","",""
918,"Key919","",2816
919,"Key920","",""
920,"Key921","",1599
921,"Key922","",""
922,"Key923","",623
923,"Key924","",3033
924,"Key925","",3468
925,"Key926","",""
926,"Key927","",2114
927,"Key928","",""
928,"Key929","",2725
929,"Key930","",4442
930,"Key931","",2670
931,"Key932","",""
932,"Key933","",3827
933,"Key934","",""
934,"Key935","",1567
935,"Key936","",2167
936,"Key937","",2951
937,"Key938","",""
938,"Key939","",2112
939,"Key940","",""
940,"Key941","",845
941,"Key942","",4466
942,"Key943","",2734
943,"Key944","",""
944,"Key945","",638
945,"Key946","",""
946,"Key947","",2391
947,"Key948","",3357
948,"Key949","",1929
949,"Key950","",""
950,"Key951","",2423
951,"Key952","",""
952,"Key953","",3233
953,"Key954","",""
954,"Key955","",4404
955,"Key956","",""
956,"Key957","",668
957,"Key958","",""
958,"Key959","",3090
959,"Key960","",847
960,"Key961","",1124
961,"Key962","",""
962,"Key963","",723
963,"Key964","",1994
964,"Key965","",2255
965,"Key966","",""
966,"Key967","",1127
967,"Key968","",""
968,"Key969","",2775
969,"Key970","",""
970,"Key971","",1579
971,"Key972","",722
972,"Key973","",1569
973,"Key974","",""
974,"Key975","",2377
975,"Key976","",3256
976,"Key977","",1457
977,"Key978","",""
978,"Key979","",2154
979,"Key980","",""
980,"Key981","",4319
981,"Key982","",""
982,"Key983","",1130
983,"Key984","",3466
984,"Key985","",819
985,"Key986","",3423
986,"Key987","",2287
987,"Key988","",""
988,"Key989","",4093
989,"Key990","",""
990,"Key991","",2858
991,"Key992","",""
992,"Key993","",2233
993,"Key994","",""
994,"Key995","",2810
995,"Key996","",869
996,"Key997","",4157
997,"Key998","",""
998,"Key999","",1275
999,"Key1000","",1274
