"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","PassiveSkillGraphId","Name","Characters","IsKeystone","IsNotable","FlavourText","IsJustIcon","AchievementItem","IsJewelSocket","AscendancyKey","IsAscendancyStartingNode","ReminderStrings","SkillPointsGranted","IsMultipleChoice","IsMultipleChoiceOption","Stat5Value","PassiveSkillBuffs","GrantedEffectsPerLevel","IsAnointmentOnly","i32","IsExpansion","IsProxyPassive","SkillType","MasteryGroup"
26,"mace_damage_and_attack_speed68","Art/2DArt/SkillIcons/passives/attackspeedmace.dds","[38,11599,434]",14,14,8,0,15163,"Mace Damage and Area of Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
27,"skull_cracking71","Art/2DArt/SkillIcons/passives/skullcracking.dds","[38,109,11599]",36,12,36,0,16703,"Skull Cracking",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
28,"mace_damage77","Art/2DArt/SkillIcons/passives/macedmg.dds",[11615],12,0,0,0,58541,"Mace Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
29,"mace_damage78","Art/2DArt/SkillIcons/passives/macedmg.dds","[11615,434]",10,5,0,0,6633,"Mace Damage and Area of Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
30,"mace_damage79","Art/2DArt/SkillIcons/passives/macedmg.dds","[11615,434]",10,5,0,0,24772,"Mace Damage and Area of Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
31,"mace_damage80","Art/2DArt/SkillIcons/passives/macedmg.dds","[38,11599,341]",16,16,20,0,8500,"Mace Damage and Stun Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
32,"bone_smasher81","Art/2DArt/SkillIcons/passives/macedmg.dds","[38,434,11599]",30,12,30,0,40645,"Bone Breaker",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
33,"dual_wield_damage85","Art/2DArt/SkillIcons/passives/damagedualwield.dds",[11627],10,0,0,0,64864,"Dual Wield Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
34,"armour87","Art/2DArt/SkillIcons/passives/increasedarmorandlife.dds","[117,124]",10,4,0,0,15868,"Life and Armour",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
35,"armour_mastery89","Art/2DArt/SkillIcons/passives/SpikedBulwark.dds","[117,3542]",28,50,0,0,10542,"Spiked Bulwark",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
36,"armour90","Art/2DArt/SkillIcons/passives/dmgreduction.dds",[117],14,0,0,0,31928,"Armour",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
37,"armour91","Art/2DArt/SkillIcons/passives/dmgreduction.dds","[117,141]",10,5,0,0,7162,"Armour and Elemental Resistances",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
38,"armour92","Art/2DArt/SkillIcons/passives/dmgreduction.dds",[117],14,0,0,0,61868,"Armour",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
39,"armour93","Art/2DArt/SkillIcons/passives/dmgreduction.dds","[117,141]",10,5,0,0,9695,"Armour and Elemental Resistances",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
40,"armour94","Art/2DArt/SkillIcons/passives/ArmourAndEnergyShieldNode.dds","[117,134]",10,4,0,0,21929,"Armour and Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
41,"armour95","Art/2DArt/SkillIcons/passives/ArmourAndEnergyShieldNode.dds","[117,134]",10,5,0,0,38836,"Armour and Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
42,"axe_damage_and_attack_speed97","Art/2DArt/SkillIcons/passives/attackspeedaxe.dds","[34,74,11597]",12,3,12,0,49571,"Axe Damage and Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
43,"axe_damage_and_attack_speed98","Art/2DArt/SkillIcons/passives/attackspeedaxe.dds","[34,74,11597]",12,3,12,0,57953,"Axe Damage and Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
44,"hatchet_master104","Art/2DArt/SkillIcons/passives/AxesandAttackSpeed.dds","[11613,74,3663]",24,10,20,0,26096,"Hatchet Master",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
45,"timberwolf105","Art/2DArt/SkillIcons/passives/fellingtheweak.dds","[34,11597,74,7469]",25,25,8,5,23038,"Slaughter",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
46,"axe_damage_and_accuracy106","Art/2DArt/SkillIcons/passives/attackspeedaxe.dds","[34,11597]",14,14,0,0,25682,"Axe Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
47,"axe_damage109","Art/2DArt/SkillIcons/passives/damageaxe.dds","[34,11597]",18,18,0,0,20018,"Axe Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
48,"axe_damage110","Art/2DArt/SkillIcons/passives/damageaxe.dds","[34,11597]",18,18,0,0,6113,"Axe Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
49,"axe_damage111","Art/2DArt/SkillIcons/passives/Blood2.dds",[3633],15,0,0,0,44624,"Bleed Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
50,"strong_arm118","Art/2DArt/SkillIcons/passives/borntofight.dds","[573,26,70]",20,26,4,0,58449,"Born to Fight",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
51,"one_handed_attack_speed120","Art/2DArt/SkillIcons/passives/attackspeed1h.dds",[339],3,0,0,0,24691,"One Handed Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
52,"one_handed_accuracy122","Art/2DArt/SkillIcons/passives/onehandaccuracy.dds",[340],12,0,0,0,5262,"One Handed Accuracy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
53,"melee_damage124","Art/2DArt/SkillIcons/passives/damage.dds",[2506],16,0,0,0,39211,"Physical Attack Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
54,"melee_damage125","Art/2DArt/SkillIcons/passives/damage.dds",[2506],12,0,0,0,51856,"Physical Attack Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
55,"life127","Art/2DArt/SkillIcons/passives/life1.dds",[124],5,0,0,0,18302,"Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
56,"life129","Art/2DArt/SkillIcons/passives/life1.dds",[124],5,0,0,0,25933,"Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
57,"maximum_endurance_charges131","Art/2DArt/SkillIcons/passives/chargestr.dds",[179],1,0,0,0,37326,"Stamina",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
58,"maximum_endurance_charges132","Art/2DArt/SkillIcons/passives/chargestr.dds",[179],1,0,0,0,11730,"Endurance",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
59,"maximum_endurance_charges133","Art/2DArt/SkillIcons/passives/chargestr.dds",[179],1,0,0,0,4833,"Vigour",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
60,"reduced_mana_cost135","Art/2DArt/SkillIcons/passives/mana.dds",[128],8,0,0,0,34906,"Mana",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
61,"reduced_mana_cost137","Art/2DArt/SkillIcons/passives/mana.dds","[128,9855]",10,20,0,0,41026,"Mana and Guard Skill Cooldown Recovery",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
62,"reduced_mana_cost139","Art/2DArt/SkillIcons/passives/manastr.dds","[213,128]",3,5,0,0,31819,"Mana and Reduced Mana Cost",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
63,"life_regeneration_per_endurance_charge141","Art/2DArt/SkillIcons/passives/chargestr.dds",[126],12,0,0,0,48109,"Life Regeneration per Endurance Charge",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
64,"life_leech142","Art/2DArt/SkillIcons/passives/lifeleech.dds","[3092,70]",40,3,0,0,62108,"Life Leech and Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
65,"blood_drinker143","Art/2DArt/SkillIcons/passives/LustforCarnage.dds","[3092,603,70,3407]",120,60,12,0,63422,"Lust for Carnage",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
66,"life_gain_on_hit146","Art/2DArt/SkillIcons/passives/lifeleech.dds","[603,70]",40,3,0,0,28311,"Life Leech Speed and Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
67,"hammer_blows147","Art/2DArt/SkillIcons/passives/hammerblows.dds","[467,2415,2795]",1,40,20,0,64395,"Blunt Trauma",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
68,"knockback_distance148","Art/2DArt/SkillIcons/passives/knockback.dds",[479],10,0,0,0,1252,"Knockback Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
69,"knockback_distance149","Art/2DArt/SkillIcons/passives/knockback.dds",[402],25,0,0,0,65456,"Knockback Distance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
70,"fending150","Art/2DArt/SkillIcons/passives/fending.dds","[402,479]",25,15,0,0,30160,"Fending",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
71,"endurance_charge_duration153","Art/2DArt/SkillIcons/passives/chargestr.dds",[418],20,0,0,0,40766,"Endurance Charge Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
72,"endurance_charge_duration154","Art/2DArt/SkillIcons/passives/chargestr.dds",[418],20,0,0,0,41706,"Endurance Charge Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
73,"bloodless156","Art/2DArt/SkillIcons/passives/lifeleechimmunity.dds","[7,124]",1,10,0,0,6289,"Bloodless",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
74,"stun_threshold_reduction160","Art/2DArt/SkillIcons/passives/stunstr.dds",[108],10,0,0,0,56982,"Stun Threshold Reduction",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
75,"armour170","Art/2DArt/SkillIcons/passives/dmgreduction.dds","[117,124]",10,3,0,0,6359,"Armour and Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
76,"armour173","Art/2DArt/SkillIcons/passives/ElementalResistance2.dds",[141],5,0,0,0,6718,"Elemental Resistances",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
77,"life180","Art/2DArt/SkillIcons/passives/life1.dds",[124],5,0,0,0,62021,"Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
78,"life181","Art/2DArt/SkillIcons/passives/life1.dds",[124],5,0,0,0,65034,"Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
79,"life182","Art/2DArt/SkillIcons/passives/life1.dds","[124,134]",5,4,0,0,9386,"Life and Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
80,"life184","Art/2DArt/SkillIcons/passives/life1.dds",[124],5,0,0,0,65167,"Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
81,"life185","Art/2DArt/SkillIcons/passives/increasedarmorandlife.dds","[117,124]",12,4,0,0,36047,"Life and Armour",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
82,"life186","Art/2DArt/SkillIcons/passives/increasedarmorandlife.dds","[124,116]",5,30,0,0,22627,"Life and Armour",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
83,"life187","Art/2DArt/SkillIcons/passives/life1.dds","[124,134]",5,4,0,0,14057,"Life and Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
84,"life189","Art/2DArt/SkillIcons/passives/increasedarmorandlife.dds","[116,123]",20,16,0,0,50904,"Life and Armour",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
85,"life193","Art/2DArt/SkillIcons/passives/life1.dds",[124],5,0,0,0,15073,"Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
86,"life195","Art/2DArt/SkillIcons/passives/life1.dds",[124],5,0,0,0,42583,"Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
87,"accuracy198","Art/2DArt/SkillIcons/passives/accuracydex.dds","[84,554]",12,12,0,0,59494,"Accuracy and Critical Strike Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
88,"eagle_eye199","Art/2DArt/SkillIcons/passives/eagleeye.dds","[84,554,83]",20,20,150,0,2225,"Eagle Eye",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
89,"accuracy200","Art/2DArt/SkillIcons/passives/accuracydex.dds","[84,554]",12,12,0,0,16380,"Accuracy and Critical Strike Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
90,"lightning_resistance201","Art/2DArt/SkillIcons/passives/lightningstr.dds",[148],12,0,0,0,7399,"Lightning Resistance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
91,"troll's_blood203","Art/2DArt/SkillIcons/passives/trollblood.dds","[451,573,3464]",108,20,20,0,24383,"Warrior's Blood",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
92,"life204","Art/2DArt/SkillIcons/passives/increasedarmorandlife.dds","[117,124]",10,4,0,0,63048,"Life and Armour",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
93,"fire_resistance206","Art/2DArt/SkillIcons/passives/fireresist.dds",[144],12,0,0,0,27166,"Fire Resistance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
94,"cold_resistance208","Art/2DArt/SkillIcons/passives/coldresist.dds",[146],12,0,0,0,27195,"Cold Resistance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
95,"arcing_blows210","Art/2DArt/SkillIcons/passives/sparkingattacks.dds","[6056,3904]",30,8,0,0,6615,"Arcing Blows",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
96,"weapon_cold_damage211","Art/2DArt/SkillIcons/passives/colddamage.dds",[6055],12,0,0,0,61327,"Weapon Cold Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
97,"weapon_cold_damage212","Art/2DArt/SkillIcons/passives/colddamage.dds",[6055],12,0,0,0,51404,"Weapon Cold Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
98,"wand_elemental_damage213","Art/2DArt/SkillIcons/passives/masterywand.dds",[416],12,0,0,0,56066,"Wand Elemental Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
99,"wand_elemental_damage214","Art/2DArt/SkillIcons/passives/masterywand.dds","[416,3916]",10,2,0,0,54043,"Wand Elemental Damage and Penetration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
100,"wand_elemental_damage215","Art/2DArt/SkillIcons/passives/masterywand.dds","[416,3916]",10,2,0,0,30926,"Wand Elemental Damage and Penetration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
101,"fusillade216","Art/2DArt/SkillIcons/passives/fussilade.dds","[81,93]",15,30,0,0,16243,"Fusillade",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
102,"spell_damage_per_power_charge217","Art/2DArt/SkillIcons/passives/chargeint.dds",[425],4,0,0,0,56158,"Spell Damage per Power Charge",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
103,"shock_duration220","Art/2DArt/SkillIcons/passives/lightningint.dds",[659],15,0,0,0,62697,"Shock Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
104,"static_blows221","Art/2DArt/SkillIcons/passives/staticshield.dds","[6086,12458,12609]",30,30,50,0,26557,"Static Blows",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
105,"shock_duration222","Art/2DArt/SkillIcons/passives/lightningint.dds","[56,659]",10,10,0,0,46469,"Lightning Damage and Shock Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
106,"wandslinger's_prowess232","Art/2DArt/SkillIcons/passives/wandslingersprowess.dds","[11629,81]",30,10,0,0,22972,"Wandslinger",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
107,"wand_damage238","Art/2DArt/SkillIcons/passives/masterywand.dds","[41,11600,81]",12,12,4,0,32942,"Wand Physical Damage and Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
108,"wand_damage240","Art/2DArt/SkillIcons/passives/masterywand.dds","[41,11600]",12,12,0,0,64239,"Wand Physical Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
109,"wand_damage242","Art/2DArt/SkillIcons/passives/masterywand.dds","[41,11600,81]",12,12,4,0,22407,"Wand Physical Damage and Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
110,"wand_damage_and_accuracy243","Art/2DArt/SkillIcons/passives/masterywand.dds",[11629],14,0,0,0,50472,"Wand Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
111,"wand_damage245","Art/2DArt/SkillIcons/passives/WandSpeedAccuracyNode.dds","[11629,81]",10,4,0,0,63067,"Wand Damage and Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
112,"elder_power247","Art/2DArt/SkillIcons/passives/elderpower.dds","[426,1396]",10,10,0,0,41476,"Elder Power",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
113,"staff_damage_and_attack_speed249","Art/2DArt/SkillIcons/passives/staffspeed.dds","[35,75,11598]",6,2,6,0,17806,"Staff Damage and Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
114,"staff_damage254","Art/2DArt/SkillIcons/passives/damagestaff.dds","[11614,332]",15,10,0,0,37639,"Staff Damage and Stun Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
115,"dagger_damage_and_critical_strike_chance257","Art/2DArt/SkillIcons/passives/criticaldaggerint.dds",[96],15,0,0,0,28758,"Dagger Critical Strike Multiplier",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
116,"dagger_damage_and_critical_strike_chance258","Art/2DArt/SkillIcons/passives/criticaldaggerint.dds","[2693,558]",80,20,0,0,39443,"Dagger Critical Strike Chance and Leech",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
117,"dagger_damage_and_accuracy260","Art/2DArt/SkillIcons/passives/criticaldaggerint.dds","[11609,89]",6,12,0,0,30717,"Dagger Damage and Accuracy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
118,"nightstalker261","Art/2DArt/SkillIcons/passives/nightstalker.dds","[96,2693,2694]",30,60,60,0,56276,"Nightstalker",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
119,"dagger_damage_and_critical_strike_multiplier262","Art/2DArt/SkillIcons/passives/criticaldaggerdex.dds","[558,96]",18,14,0,0,44134,"Dagger Critical Strike Chance and Multiplier",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
120,"dagger_damage_and_critical_strike_multiplier263","Art/2DArt/SkillIcons/passives/criticaldaggerdex.dds","[558,96]",18,14,0,0,11489,"Dagger Critical Strike Chance and Multiplier",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
121,"dagger_damage264","Art/2DArt/SkillIcons/passives/criticaldaggerint.dds",[11609],12,0,0,0,55414,"Dagger Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
122,"dagger_damage265","Art/2DArt/SkillIcons/passives/masterydaggerdex.dds",[11609],12,0,0,0,36891,"Dagger Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
123,"flaying266","Art/2DArt/SkillIcons/passives/flaying.dds","[11609,77,89]",24,12,18,0,36490,"Flaying",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
124,"eagle_talons273","Art/2DArt/SkillIcons/passives/ClawsOfTheMagpie.dds","[11610,76,2388]",25,10,25,0,54791,"Claws of the Magpie",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
125,"claw_damage274","Art/2DArt/SkillIcons/passives/clawmasterydex.dds",[11610],12,0,0,0,5629,"Claw Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
126,"eagle_talons275","Art/2DArt/SkillIcons/passives/eagletalons.dds","[2794,88]",40,15,0,0,56648,"Claws of the Falcon",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
127,"additional_minions277","Art/2DArt/SkillIcons/passives/graveintentions.dds","[2097,9992]",27,20,0,0,61982,"Grave Intentions",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
128,"additional_spectre278","Art/2DArt/SkillIcons/passives/deathattunement.dds","[164,165,547]",1,1,1,0,19897,"Death Attunement",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
129,"minion_life279","Art/2DArt/SkillIcons/passives/minionlife.dds",[159],10,0,0,0,32024,"Minion Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
