"rownum","ActiveSkill","i32","MiscAnimated","MeleeTrailsKey1","MeleeTrailsKey2","MeleeTrailsKey3","MeleeTrailsKey4","MeleeTrailsKey5","MeleeTrailsKey6","MeleeTrailsKey7","bool","SurgeEffect_EPKFile","string","string"
35,310,1,"",10,11,12,13,16,14,15,"","","",""
36,310,2,"",10,11,12,13,16,14,15,"","","",""
37,310,3,1871,10,11,12,13,16,14,15,"","","",""
38,310,4,"",10,11,12,13,16,14,15,1,"","",""
39,310,5,4254,10,11,12,13,16,14,15,1,"Metadata/Effects/Microtransactions/Spells/molten_strike/celestial/Celestial_surge.epk","",""
40,310,6,"",10,11,12,13,16,14,15,"","","",""
41,1080,0,"",87,86,89,88,92,91,90,"","Metadata/Effects/Spells/smite/weaponfx/smite_weapon_surge.epk","",""
42,1080,1,"",6,5,8,7,9,9,9,1,"","",""
43,221,0,"",10,11,12,13,16,14,15,"","","",""
44,116,0,"",87,86,89,88,92,91,90,"","Metadata/Effects/Spells/smite/weaponfx/holy_phys_weapon_surge.epk","",""
45,116,1,"",129,129,130,130,133,131,132,"","Metadata/Effects/Microtransactions/Spells/dominating_blow/celestial/holy_celestial_weapon_surge.epk","",""
46,140,0,"",10,11,12,13,16,14,15,"","","",""
47,1195,0,"",46,47,46,47,46,46,47,1,"","",""
48,425,0,"",85,84,79,78,83,80,81,"","Metadata/Effects/Spells/weapon_hit_fx/elemental_powerups/ice_surge_frostblades.epk","",""
49,425,1,"",122,121,116,115,120,117,118,"","Metadata/Effects/Microtransactions/Spells/automaton_icecrash/weaponsurge/ice_surge_automaton.epk","",""
50,979,0,"",56,55,58,57,59,60,61,"","Metadata/Effects/Spells/weapon_hit_fx/elemental_powerups/fire_surge.epk","",""
51,1079,0,"",87,86,89,88,92,91,90,"","Metadata/Effects/Spells/smite/weaponfx/holy_fire_weapon_surge.epk","",""
52,1079,2,"",139,138,137,136,140,134,135,"","","",""
53,1206,0,"","","","","","","","",1,"","",""
54,1211,0,"",10,11,12,13,16,14,15,"","","",""
55,1211,1,"",10,11,12,13,16,14,15,"","","",""
56,1211,2,"",10,11,12,13,16,14,15,"","","",""
57,1211,3,"",10,11,12,13,16,14,15,"","","",""
58,1211,4,"",10,11,12,13,16,14,15,"","","",""
59,63,0,"",94,93,96,95,"","","","","","",""
60,1212,0,"",10,11,12,13,16,14,15,"","","",""
61,23,0,"",97,"",98,"","","","",1,"","",""
62,23,1,"",97,"",98,"","","","",1,"","",""
63,23,2,"",155,"",156,"","","","",1,"Metadata/Effects/Microtransactions/Spells/nightfall_dualstrike/weapon_surge.epk","",""
64,14,0,"","","","","","","","",1,"","",""
65,14,25,"",99,99,100,100,101,102,102,1,"","",""
66,1220,0,"",106,106,107,107,107,107,107,"","","",""
67,1221,0,"","","","","","","","","","","",""
68,455,0,"","","","","","","","","","","",""
69,15,0,"","","","","","","","","","","",""
70,127,0,"","","","","","","","",1,"Metadata/Effects/Spells/lightning_strike_02/weaponsurge.epk","",""
71,127,1,"","","","","","","","",1,"Metadata/Effects/Spells/lightning_strike_02/weaponsurge.epk","",""
72,127,2,"","","","","","","","",1,"Metadata/Effects/Microtransactions/Spells/MyrmidonLightningStrike/weaponsurge.epk","",""
73,985,1,"","","","","",127,"","",1,"","",""
74,1337,0,"",160,160,157,157,158,158,159,1,"Metadata/Effects/Spells/trauma_strike/weapon_buildup.epk","",""
75,75,1,"",148,149,150,151,152,153,154,"","Metadata/Effects/Microtransactions/Spells/StygianInfernalBlow/fire_surge.epk","",""
