"rownum","Id","QuestState","i32","i32","Marauder_CharacterTextAudioKeys","Ranger_CharacterTextAudioKeys","Witch_CharacterTextAudioKeys","Duelist_CharacterTextAudioKeys","Shadow_CharacterTextAudioKeys","Templar_CharacterTextAudioKeys","Scion_CharacterTextAudioKeys","Goddess_CharacterTextAudioKeys","JackTheAxe_CharacterTextAudioKeys","bool","bool"
22,"EnterChamberofSins",102,4000,0,[16],[93],[159],[232],[297],[366],[443],[],[],"",""
23,"EnterRiverways",140,4000,0,[],[],[],[],[],[],[],[],[],"",""
24,"EnterNorthernForest",141,4000,0,[],[],[],[],[],[],[],[],[],"",""
25,"EnterWeaversChambers",143,4000,0,[],[],[],[],[],[],[],[],[],"",""
26,"EnterWesternForest",142,4000,0,[],[],[],[],[],[],[],[],[],"",""
27,"EnterVaalRuins",144,4000,0,[],[],[],[],[],[],[],[],[],"",""
28,"EnterWetlands",145,4000,0,[],[],[],[],[],[],[],[],[],"",""
29,"EnterWaterfallCave",147,4000,0,[],[],[],[],[],[],[],[],[],"",""
30,"EnterCityOfSarn",150,4000,0,[22],[],[],[],[340],[410],[450],[],[527],"",""
31,"EnterSarnEncampment",151,4000,0,[],[],[],[],[],[],[],[],[],"",""
32,"EnterSlums",152,4000,0,[],[],[],[],[],[],[],[],[],"",""
33,"EnterCrematorium1",153,3000,0,[],[],[194],[],[298],[367],[],[],[],"",""
34,"EnterSewerAqueduct",160,4000,0,[],[],[],[],[],[],[451],[],[],"",""
35,"EnterMarkets",155,4000,0,[24],[],[],[],[],[],[],[],[],"",""
36,"EnterCatacombs",156,4000,0,[],[],[],[],[],[403],[],[],[],"",""
37,"EnterBattleFront",157,4000,0,[],[],[],[],[],[],[],[],[],"",""
38,"EnterSolarisTemple",158,4000,0,[26],[97],[161],[236],[299],[368],[453],[],[],"",""
39,"EnterDocks",159,4000,0,[],[],[],[],[],[],[],[],[],"",""
40,"EnterBarracks",163,4000,0,[],[],[],[],[332],[],[],[],[516],"",""
41,"EnterLunarisTemple",164,4000,0,[],[],[],[],[],[],[],[],[],"",""
42,"EnterLunaris2",661,4000,0,[27],[98],[221],[237],[336],[369],[455],[563],[523],"",""
43,"EnterGardens",165,4000,0,[],[],[],[],[],[],[],[],[],"",""
44,"EnterLibrary",167,4000,0,[],[],[],[],[],[],[],[],[],"",""
45,"EnterSceptreOfGod",168,4000,0,[29],[101],[196],[240],[341],[411],[457],[],[528],"",""
46,"EnterAqueduct",674,4000,0,[32],[103],[197],[242],[330],[398],[459],[566],[],"",""
47,"EnterDriedLake",675,4000,0,[33],[104],[198],[243],[],[399],[460],[],[518],"",""
48,"EnterMines1",805,8000,0,[35],[106],[200],[245],[337],[407],[462],[],[525],"",""
49,"EnterMines2",806,10000,0,[36],[107],[201],[246],[338],[408],[463],[],[],"",""
50,"EnterCrystalVeins",807,12000,0,[38],[109],[203],[248],[339],[409],[465],[],[],"",""
51,"EnterKaomDream",679,4000,0,[44],[111],[205],[251],[],[406],[468],[],[],"",""
52,"EnterDaressoDream",682,4000,0,[],[],[],[],[],[],[],[],[],"",""
53,"EnterBellyOfTheBeast",684,4000,0,[46],[113],[207],[253],[331],[401],[470],[571],[517],"",""
54,"EnterHarvest",686,4000,0,[47],[114],[208],[254],[335],[405],[471],[573],[],"",""
55,"EnterSlavePens",318,6000,0,[],[],[],[],[],[630],[],[579],[],"",""
56,"EnterOriathSquare",1043,4000,0,[],[],[],[],[],[634],[],[],[],"",""
57,"EnterTemplarCourts",1045,4000,0,[],[],[],[],[],[636],[],[581],[],"",""
58,"EnterChamberOfInnocence",1047,4000,0,[],[],[],[],[],[637],[],[],[],"",""
59,"EnterTorchedCourts",1046,4000,0,[],[],[],[],[],[642],[],[583],[],"",""
60,"EnterCathedralRooftop",1050,4000,0,[],[],[],[],[],[644],[],[],[],"",""
61,"ApproachLilly",2390,0,0,[],[],[],[],[],[649],[],[],[],"",""
62,"EnterOssuary",1048,4000,0,[],[],[],[],[],[646],[],[],[],"",""
63,"EnterTwilightStrandA6",1140,4000,0,[],[],[],[],[],[651],[],[586],[],"",""
64,"EnterCoastA6",1141,4000,0,[],[],[],[],[],[652],[],[],[],"",""
65,"EnterMudFlatsA6",1143,4000,0,[],[],[],[],[],[655],[],[],[],"",""
66,"EnterTheRidgeA6",1145,4000,0,[],[],[],[],[],[],[],[],[],"",""
67,"EnterThePrisonA6",1146,4000,0,[],[],[],[],[],[657],[],[],[],"",""
68,"EnterWesternForestA6",1149,4000,0,[],[],[],[],[],[660],[],[],[],"",""
69,"EnterTheBeaconA6",1154,4000,0,[],[],[],[],[],[663],[],[],[],"",""
70,"EnterTheReefA6",1155,4000,0,[],[],[],[],[],[664],[],[],[],"",""
71,"ApproachEramir",2394,0,0,[],[],[],[],[],[666],[],[],[],"",""
72,"EnterTheCryptA7",1259,4000,0,[],[],[],[],[],[667],[],[],[],"",""
73,"EnterMaligaroSanctum",1262,4000,0,[],[],[],[],[],[670],[],[594],[],"",""
74,"EnterAshenFields",1264,4000,0,[],[],[],[],[],[672],[],[],[],"",""
75,"EnterVaalCityA7",1268,4000,0,[],[],[],[],[],[677],[],[],[],"",""
76,"EnterTempleOfDecay2",2398,4000,0,[],[],[],[],[],[679],[],[],[],"",""
77,"EnterA8Town",1375,4000,0,[],[],[],[],[],[681],[],[],[],"",""
78,"EnterToxicConduits",1331,4000,0,[],[],[],[],[],[682],[],[],[],"",""
79,"EnterBathHours",1413,4000,0,[],[],[],[],[],[],[],[602],[],"",""
80,"EnterLunarisTempleA8",1415,4000,0,[],[],[],[],[],[688],[],[604],[],"",""
81,"EnterBloodAqueduct",1501,4000,0,[],[],[],[],[],[],[],[606],[],"",""
82,"EnterBellyOfTheBeastA9",1537,4000,0,[],[],[],[],[],[695],[],[612],[],"",""
83,"EnterRavagedSquareA10",1541,4000,0,[],[],[],[],[],[697],[],[],[],"",""
84,"EnterCanals",1544,4000,0,[],[],[],[],[],[699],[],[],[],"",""
85,"EnterFeedingTrough",1545,4000,0,[],[],[],[],[],[],[],[616],[],"",""
86,"EnterEpilogue",1549,4000,0,[],[],[],[],[],[701],[],[617],[],"",""
87,"EnterEpilogue2",1899,4000,0,[],[],[],[],[],[713],[],[],[],"",""
88,"EnterApexOfSacrifice",827,4000,0,[],[],[],[],[],[],[],[],[515],"",""
89,"EnterAlluringAbyss",828,4000,0,[],[],[],[],[],[],[],[],[514],"",""
90,"EnterLabyrinthMap",833,4000,0,[],[],[],[],[],[],[],[],[522],"",""
91,"EnterMaelstromOfChaos",831,4000,0,[],[],[],[],[],[],[],[],[524],"",""
92,"EnterVaalTempleMap",837,4000,0,[],[],[],[],[],[],[],[],[530],"",""
93,"EnterVaultsOfAtziri",836,4000,0,[],[],[],[],[],[],[],[],[531],"",""
94,"EnterGrottoMap",830,4000,0,[],[],[],[],[],[],[],[],[520],"",""
95,"EnterDungeonMap",829,4000,0,[],[],[],[],[],[],[],[],[519],"",""
96,"EnterMudGeyserMap",832,4000,0,[],[],[],[],[],[],[],[],[526],"",""
97,"EnterSpiderForestMap",834,4000,0,[],[],[],[],[],[],[],[],[529],"",""
98,"EnterJungleMap",835,4000,0,[],[],[],[],[],[],[],[],[521],"",""
99,"KillBiteZombie",559,1500,0,[2],[],[162],[223],[345],[370],[434],[],[],"",""
100,"KillHillock",560,1500,0,[],[],[],[],[],[],[435],[],[],"",""
101,"KillFireFury",551,3000,0,[],[],[],[],[],[],[],[],[],"",""
102,"KillKadavrus",561,2500,0,[],[],[],[],[],[],[],[],[],"",""
103,"KillDwellerDeep",558,1500,0,[],[],[],[],[],[],[],[],[],"",""
104,"KillKuduku",552,1500,0,[],[],[],[],[],[],[],[547],[],"",""
105,"KillBrutus",562,2000,0,[8],[86],[163],[225],[301],[371],[438],[549],[],"",""
106,"KillFairgraves",565,2500,0,[13],[88],[164],[228],[302],[415],[440],[551],[],"",""
107,"KillMerveilDaughter",553,1500,0,[],[],[],[],[],[],[],[],[],"",""
108,"KillMerveil",563,2000,0,[14],[89],[165],[226],[303],[372],[441],[552],[],"",""
109,"KillWhiteBeast",564,1500,0,[],[],[],[],[],[],[],[],[],"",""
110,"KillArchbishopGeofri",554,1500,0,[],[],[],[],[],[],[],[],[],"",""
111,"KillFidelitas",567,1500,0,[],[],[],[],[],[],[444],[],[],"",""
112,"KillWeaver",555,1500,0,[],[],[],[],[],[],[],[],[],"",""
113,"KillOak",19,2000,0,[21],[90],[166],[229],[304],[373],[447],[557],[],"",""
114,"KillKraityn",17,1500,0,[19],[91],[167],[230],[305],[374],[445],[556],[],"",""
115,"KillAlira",18,1500,0,[20],[92],[168],[231],[306],[375],[446],[555],[],"",""
116,"KillVaalOversoul",566,8000,0,[18],[95],[169],[234],[307],[376],[449],[559],[],"",""
117,"KillMarceustheDefaced",556,1500,0,[],[],[],[],[],[],[],[],[],"",""
118,"KillGravicius",568,9000,0,[],[99],[170],[238],[308],[377],[454],[561],[],"",""
119,"KillKole",557,1500,0,[],[],[],[],[],[],[],[562],[],"",""
120,"KillPiety",570,6500,0,[28],[100],[171],[239],[309],[378],[456],[564],[],"",""
121,"KillDominus",571,2000,0,[30],[102],[172],[241],[310],[379],[458],[565],[],"",""
122,"KillVoll",687,2000,0,[34],[105],[199],[244],[349],[421],[461],[568],[],"",""
123,"KillDaresso",810,2000,0,[39],[110],[204],[250],[343],[413],[467],[569],[],"",""
124,"KillKaom",694,2000,0,[45],[112],[206],[252],[],[416],[469],[570],[],"",""
125,"KillPietyCorrupted",704,4000,0,[],[],[],[],[],[],[],[],[],"",""
126,"KillMaligaro",880,4000,0,[48],[115],[209],[255],[347],[418],[472],[575],[],"",""
127,"KillShavronne",881,4000,0,[49],[116],[210],[256],[348],[420],[473],[576],[],"",""
128,"KillDoedre",882,4000,0,[50],[117],[211],[257],[344],[414],[474],[574],[],"",""
129,"KillMalachai",665,15100,0,[52],[119],[213],[259],[346],[417],[476],[578],[],"",""
130,"KillKrow",1052,2000,0,[],[],[],[],[],[631],[],[],[],"",""
131,"KillCasticus",1058,2000,0,[],[],[],[],[],[633],[],[580],[],"",""
132,"KillMatriarch",2387,0,0,[],[],[],[],[],[635],[],[],[],"",""
133,"SeenAvarius",1071,3000,0,[],[],[],[],[],[639],[],[],[],"",""
134,"SeenInnocence",2388,8500,0,[],[],[],[],[],[640],[],[],[],"",""
135,"KillAvariusA5",1072,2000,0,[],[],[],[],[],[],[],[582],[],"",""
136,"KillCato",2389,2000,0,[],[],[],[],[],[643],[],[],[],"",""
137,"KillUtula",1078,2000,0,[],[],[],[],[],[645],[],[584],[],"",""
138,"FaceKitavaA5",1084,1000,0,[],[],[],[],[],[648],[],[],[],"",""
139,"KillKitavaA5",1086,5000,0,[],[],[],[],[],[],[],[585],[],"",""
140,"KillTukohama",1176,2000,0,[],[],[],[],[],[],[],[587],[],"",""
141,"KillAbberath",1201,13000,0,[],[],[],[],[],[],[],[588],[],"",""
142,"KillShavronneA6",1169,2000,0,[],[],[],[],[],[658],[],[589],[],"",""
143,"KillRyslatha",1194,2000,0,[],[],[],[],[],[],[],[590],[],"",""
144,"KillBrineKing",1165,2000,0,[],[],[],[],[],[],[],[592],[],"",""
145,"KillMaligaroA7",1281,2000,0,[],[],[],[],[],[671],[],[595],[],"",""
146,"KillRalakesh",1274,2000,0,[],[],[],[],[],[],[],[596],[],"",""
147,"KillGruthkul",1387,2000,0,[],[],[],[],[],[],[],[597],[],"",""
148,"KillArakaali",1295,2000,0,[],[],[],[],[],[],[],[599],[],"",""
149,"KillDoedreA8",1424,2000,0,[],[],[],[],[],[683],[],[600],[],"",""
150,"KillYugul",1439,2000,0,[],[],[],[],[],[],[],[603],[],"",""
151,"KillGemlingLegion",1462,2000,0,[],[],[],[],[],[685],[],[],[],"",""
152,"KillLunarisSolaris",1427,2000,0,[],[],[],[],[],[],[],[605],[],"",""
153,"KillShakari",1630,2000,0,[],[],[],[],[],[],[],[608],[],"",""
154,"KillKira",1906,2000,0,[],[],[],[],[],[],[],[609],[],"",""
155,"KillGarukhan",1567,2000,0,[],[],[],[],[],[],[],[610],[],"",""
156,"KillAdus",1907,2000,0,[],[],[],[],[],[],[],[611],[],"",""
157,"KillUnholyTrio",1550,0,0,[],[],[],[],[],[696],[],[],[],"",""
158,"KillAvariusA10",1658,2000,0,[],[],[],[],[],[698],[],[614],[],"",""
159,"KillVilenta",1683,2000,0,[],[],[],[],[],[],[],[615],[],"",""
160,"KillIzaro",977,5000,0,[],[],[],[],[],[],[],[618],[],"",""
161,"KillBaran",2604,2000,0,[],[],[],[],[],[704],[],[],[],"",""
162,"KillVeritania",2604,2000,0,[],[],[],[],[],[705],[],[],[],"",""
163,"KillDrox",2604,2000,0,[],[],[],[],[],[707],[],[],[],"",""
164,"KillAlHezmin",2604,2000,0,[],[],[],[],[],[706],[],[],[],"",""
165,"KillSirus",1898,22000,0,[],[],[],[],[],[708],[],[],[],"",""
166,"GlyphKarui1",536,2000,0,[4],[],[],[],[],[],[],[],[],"",""
167,"GlyphKarui2",537,2000,0,[5],[],[],[],[],[],[],[],[],"",""
168,"GlyphKarui3",538,2000,0,[6],[],[],[],[],[],[],[],[],"",""
169,"GlyphKarui4",539,2000,0,[10],[],[],[],[],[],[],[],[],"",""
170,"GlyphKarui5",540,2000,0,[11],[],[],[],[],[],[],[],[],"",""
171,"GlyphShavronnesTome",543,2000,0,[],[],[],[],[],[],[],[],[],"",""
172,"GlyphKarui6",541,2000,0,[12],[],[],[],[],[],[],[],[],"",""
173,"GlyphKarui7",542,2000,0,[],[],[],[],[],[],[],[],[],"",""
174,"GlyphPietysLetter",1904,2000,0,[],[],[],[],[],[],[],[554],[],"",""
175,"GlyphVictario1",544,2000,0,[],[],[],[],[],[],[],[],[],"",""
176,"GlyphVictario2",545,2000,0,[],[],[],[],[],[],[],[],[],"",""
177,"GlyphVictario3",546,2000,0,[],[],[],[],[],[],[],[],[],"",""
178,"GlyphVictariosDiary",550,2000,0,[],[],[],[],[],[],[],[],[],"",""
179,"GlyphVictario4",547,2000,0,[],[],[],[],[],[],[],[],[],"",""
180,"GlyphVictario5",548,2000,0,[],[],[],[],[],[],[],[],[],"",""
181,"GlyphVictario6",549,2000,0,[],[],[],[],[],[],[],[],[],"",""
182,"GlyphKaom1",846,2000,0,[40],[],[],[],[],[],[],[],[],"",""
183,"GlyphKaom2",847,2000,0,[41],[],[],[],[],[],[],[],[],"",""
184,"GlyphKaom3",848,2000,0,[42],[],[],[],[],[],[],[],[],"",""
185,"GlyphKaom4",849,2000,0,[43],[],[],[],[],[],[],[],[],"",""
186,"GlyphAqueductLetter",1905,2000,0,[],[],[],[],[],[],[],[567],[],"",""
187,"MetMaramoa",844,4000,0,[23],[],[],[],[],[],[],[],[],"",""
188,"MetSiosa",845,4000,0,[31],[],[],[],[],[],[],[],[],"",""
189,"MetPietyBelly",915,1000,0,[],[],[],[],[],[],[],[572],[],"",""
190,"MetSinA6",2391,2000,0,[],[],[],[],[],[650],[],[],[],"",""
191,"MetSinTukohama",2396,2000,0,[],[],[],[],[],[656],[],[],[],"",""
192,"MetSinAbberath",2538,2000,0,[],[],[],[],[],[659],[],[],[],"",""
193,"MetSinRyslatha",2539,2000,0,[],[],[],[],[],[661],[],[],[],"",""
194,"MetSinBrineKing",2393,2000,0,[],[],[],[],[],[665],[],[],[],"",""
195,"MetSinRalakesh",2395,2000,0,[],[],[],[],[],[673],[],[],[],"",""
196,"MetSinGruthkul",2397,2000,0,[],[],[],[],[],[676],[],[],[],"",""
197,"MetSinArakaali",2399,2000,0,[],[],[],[],[],[680],[],[],[],"",""
198,"MetSinYugul",2400,2000,0,[],[],[],[],[],[687],[],[],[],"",""
199,"MetSinSolarisLunaris",2401,2000,0,[],[],[],[],[],[690],[],[],[],"",""
200,"MetSinGarukhan",2403,2000,0,[],[],[],[],[],[692],[],[],[],"",""
201,"MetSinShakari",2402,2000,0,[],[],[],[],[],[693],[],[],[],"",""
202,"MetEpilogueSinInnocence",2404,2000,0,[],[],[],[],[],[702],[],[],[],"",""
203,"ReadIslandLogbook",2392,2000,0,[],[],[],[],[],[653],[],[],[],"",""
204,"PickUpTolmansBracelet",176,2000,20000,[],[],[],[],[],[],[],[560],[],"",""
205,"PickUpMiasmeter",1065,2000,20000,[],[],[],[],[],[632],[],[],[],"",""
206,"PickUpSignOfPurity",1083,1000,20000,[],[],[],[],[],[647],[],[],[],"",""
207,"PickUpBestelPapers",1251,1000,20000,[],[],[],[],[],[654],[],[],[],"",""
208,"PickUpMaligaroMap",1284,2000,20000,[],[],[],[],[],[668],[],[593],[],"",""
209,"PickUpSunOrb",1433,2000,20000,[],[],[],[],[],[686],[],[],[],"",""
210,"PickUpMoonOrb",1429,2000,20000,[],[],[],[],[],[689],[],[],[],"",""
211,"PickUpBasiliskAcid",1560,2000,20000,[],[],[],[],[],[691],[],[],[],"",""
212,"PickUpTrarthanPowder",1559,2000,20000,[],[],[],[],[],[694],[],[],[],"",""
213,"PickUpStormBlade",1574,2000,20000,[],[],[],[],[],[],[],[607],[],"",""
214,"EventWashedUp",534,2000,0,[1],[84],[156],[],[311],[],[433],[],[],"",""
215,"EventDropOniGoroshi",363,2000,0,[546],[546],[546],[546],[546],[546],[546],[],[],"",""
216,"EventDrainPool",25,4000,0,[],[],[],[],[],[],[],[],[],"",""
217,"EventPietyMonologue1",588,9000,0,[],[],[],[],[],[],[],[548],[],"",""
218,"EventPietyRetreatPrisonGate",590,4500,0,[],[],[],[],[],[],[],[550],[],"",""
219,"EventPietyMonologue2",262,11000,0,[],[],[],[],[],[],[],[553],[],"",""
220,"EventPoisonLorrata",100,4000,0,[],[],[],[],[],[],[],[],[],"",""
221,"EventUnleashDarkness",89,5750,0,[17],[94],[173],[233],[312],[380],[448],[558],[],"",""
222,"EventOversoulAppears",257,21000,0,[],[],[],[],[],[],[],[],[],"",""
223,"EventPietyRetreatCrematorium",569,4000,0,[],[],[],[],[],[],[],[],[],"",""
224,"EventApproachSphincter",195,4000,0,[],[],[],[],[],[],[452],[],[],"",""
225,"EventSphincterDestroyed",435,4000,0,[],[],[],[],[],[],[],[],[],"",""
226,"EventFairgravesDisappear",589,4000,0,[25],[],[195],[],[328],[397],[],[],[],"",""
227,"EventPietyMonologue3",216,6000,0,[],[],[],[],[],[],[],[],[513],"",""
228,"EventFreedDeshret",753,2000,0,[37],[108],[202],[247],[342],[412],[464],[],[],"",""
229,"EventAccessCore",699,2000,0,[],[],[],[],[],[],[],[],[],"",""
230,"EventPietySacrifice",843,2000,0,[51],[118],[212],[258],[329],[419],[475],[577],[],"",""
231,"EventLightBeacon",1161,3000,0,[],[],[],[],[],[],[],[591],[],"",""
232,"EventGreustHonoured",1380,2000,0,[],[],[],[],[],[674],[],[],[],"",""
233,"EventYeenaTransform",1909,10000,0,[],[],[],[],[],[678],[],[598],[],"",""
234,"EventAfterTolman",1910,2000,0,[],[],[],[],[],[684],[],[601],[],"",""
235,"EventBlackHeartOpen",1908,2000,0,[],[],[],[],[],[],[],[613],[],"",""
236,"EventJackIdle",2604,1000,4000,[],[],[],[],[],[],[],[],"[540,541,542,543]","",""
237,"EventJackKillMonster",2604,1000,5000,[],[],[],[],[],[],[],[],"[532,533,534,535,536,537,538,539]","",""
238,"EventJackKillPlayer",2604,1000,5000,[],[],[],[],[],[],[],[],"[544,545]","",""
239,"Cooldown",2604,0,180000,[53],"[120,121]","[214,215]","[282,283]","[350,351,352]",[432],"[478,479]",[],[],1,""
240,"NoMana",2604,0,180000,[54],"[122,123]",[175],"[280,281]",[313],[381],"[488,489]",[],[],1,""
241,"InvFull",2604,0,30000,"[55,56]","[124,125]",[176],"[268,269]",[314],[382],"[486,487]",[],[],1,""
242,"Flask",2604,0,600000,[57],"[126,127]",[177],"[264,265]",[315],[383],"[482,483]",[],[],1,""
243,"KillRare",2604,500,2700000,"[67,68,69,70,71,72,73,74,75,76]","[138,139,140,141,142,143,144,145,146,147]","[216,217,218,219,220]","[270,271,272,273,274,275,276,277,278,279]","[353,354,355,356,357,358,359]","[422,423,424,425,426,427,428,429,430,431]","[492,493,494,495,496,497,498,499,500,501]","[625,626,627,628]",[],1,""
244,"KillRogueExile",2604,500,20000,[],[],[],[],[],[],[],"[625,626,627,628]",[],1,""
245,"LowSTR",2604,0,15000,[58],"[128,129]",[179],"[284,285]",[316],[385],"[504,505]",[],[],1,""
246,"LowINT",2604,0,15000,"[59,60]","[130,131]",[180],"[266,267]",[317],[386],"[484,485]",[],[],1,""
247,"LowDEX",2604,0,15000,"[61,62]","[132,133]",[181],"[262,263]",[318],[387],"[480,481]",[],[],1,""
248,"QuestItem",2604,0,10000,"[63,64]","[134,135]",[182],"[260,261]",[319],[388],"[490,491]",[],[],1,""
249,"SkillTown",2604,0,30000,"[65,66]","[136,137]",[183],[287],[320],[389],"[502,503]",[],[],1,""
250,"LevelUp2",2604,1000,0,[77],[149],[184],[288],[321],[390],[506],[],[],"",""
251,"LevelUp3",2604,1000,0,[78],[150],[185],[289],[322],[391],[507],[],[],"",""
252,"LevelUp5",2604,1000,0,[79],[151],[186],[290],[323],[392],[508],[],[],"",""
253,"LevelUp10",2604,1000,0,[80],[152],[187],[291],[324],[393],[509],[619],[],"",""
254,"LevelUp15",2604,1000,0,[81],[153],[188],[292],[325],[394],[510],[],[],"",""
255,"LevelUp20",2604,1000,0,[82],[154],[189],[293],[326],[395],[511],[620],[],"",""
256,"LevelUp30",2604,1000,0,[83],[155],[190],[294],[327],[396],[512],[621],[],"",""
257,"LevelUp50",2604,1000,0,[],[],[],[],[],[],[],[622],[],"",""
258,"LevelUp70",2604,1000,0,[],[],[],[],[],[],[],[623],[],"",""
259,"LevelUp90",2604,1000,0,[],[],[],[],[],[],[],[624],[],"",""
