"rownum","BaseItemTypesKey","GrantedEffectsKey","Str","Dex","Int","GemTagsKeys","VaalVariant_BaseItemTypesKey","IsVaalVariant","Description","Consumed_ModsKey","GrantedEffectsKey2","MinionGlobalSkillLevelStat","SupportSkillName","bool","bool","AwakenedVariant","RegularVariant"
35,4998,509,0,100,0,"[10,16,5]","","","Supports projectile skills.",13077,"","","",1,1,450,""
36,4999,511,0,100,0,"[10,16,5]","","","Supports projectile skills.",13065,"","","",1,1,"",""
37,5001,513,0,100,0,"[10,16,5]","","","Supports projectile skills.",13053,"","","",1,1,"",""
38,5002,515,0,100,0,"[1,10,16]","","","Supports any skill that hits enemies.",13042,"","","",1,1,443,""
39,5003,517,40,60,0,"[13,10,16]","","","Supports attack skills.",13044,"","","",1,1,"",""
40,5004,518,0,0,100,"[11,16,14]","","","Supports any skill with an area of effect.",13061,"","","",1,1,461,""
41,5005,520,0,0,100,"[2,11,16]","","","Supports any skill that hits enemies.",13141,"","","",1,1,455,""
42,4985,7543,0,40,60,"[11,25,4,14,1,15]",5190,"","","","","","",1,1,"",""
43,5190,7550,0,40,60,"[11,25,24,4,14,15,1]","",1,"","",7543,"","",1,1,"",""
44,4986,541,0,0,100,"[11,25,4,8]","","","","","",10265,"",1,1,"",""
45,4991,553,0,100,0,"[10,25,13,5,14,15,3,6]","","","","","","","",1,1,"",""
46,5006,565,0,0,100,"[11,25,4,14]","","","","","","","",1,1,"",""
47,5007,566,0,100,0,"[10,25,4,15,33]","","","","","","","",1,1,"",""
48,5009,570,0,0,100,"[11,25,4,15,0]","","","","","","","",1,1,"",""
49,5010,571,40,0,60,"[11,25,4,14,0]",5207,"","","","","","",1,1,"",""
50,5207,7619,40,0,60,"[11,25,24,4,14,0,15]","",1,"","",571,"","",1,1,"",""
51,5011,613,0,0,100,"[11,25,4,15,0]","","","","","","","",1,1,"",""
52,5012,614,0,0,100,"[11,25,4,14,0,1,2,38]","","","","","","","",1,1,"",""
53,5013,619,33,33,34,"[29,25,4]",5208,"","","","","","",1,1,"",""
54,5208,620,33,33,34,"[29,25,24,4]","",1,"","",619,"","",1,1,"",""
55,5014,621,60,0,40,"[47,9,16]","","","Supports any skill. Minions, Totems, Traps and Mines cannot gain Inspiration Charges.",13043,"","","",1,1,"",""
56,5015,626,0,0,100,"[47,11,16]","","","Supports any skill that hits enemies.",13078,"","","",1,1,"",""
57,5016,628,0,0,100,"[47,11,16]","","","Supports any skill that hits enemies.",13067,"","","",1,1,"",""
58,5017,629,100,0,0,"[9,16]","","","Supports any skill that hits enemies.",13062,"","","",1,1,"",""
59,5018,631,100,0,0,"[9,16]","","","Supports any skill that hits enemies, causing those hits to leech life based on damage dealt.",13050,"","","",1,1,"",""
60,5019,633,0,100,0,"[10,16]","","","Supports attack skills that hit enemies, causing those hits to leech mana based on damage dealt.",13041,"","","",1,1,"",""
61,5020,634,0,0,100,"[3,11,16]","","","Supports any skill that hits enemies.",13142,"","","",1,1,454,""
62,5022,635,0,60,40,"[10,25,13,7,36]","","","","","","","",1,1,"",""
63,5023,636,0,100,0,"[10,25,13,7,36,22,15]","","","","","","","",1,1,"",""
64,5024,782,0,0,100,"[11,25,4,5,15,2]",5178,"","","","","","",1,1,"",""
65,5178,2881,0,0,100,"[11,25,24,4,5,15,2]","",1,"","",782,"","",1,1,"",""
66,5093,4841,0,0,0,"[16,26]","","","","","","","",1,1,"",""
67,5025,799,100,0,0,"[9,16]","","","Supports any skill that hits enemies, making it easier to stun enemies with those skills.",13056,"","","",1,1,"",""
68,5026,801,0,0,100,"[47,11,25,4,5,1]","","","","","","","",1,1,"",""
69,5027,816,0,100,0,"[10,16,5]","","","Supports projectile skills.",13132,"","","",1,1,"",""
70,5028,817,0,60,40,"[10,16,20]","","","Supports spells, or attacks that use bows or wands. Instead of using that skill, you will throw a trap that will use the skill for you when an enemy walks near it. Traps cannot use channelling skills.",13071,"","","",1,1,"",""
71,5029,819,0,0,100,"[11,25,4,8]","","","","","",10264,"",1,1,"",""
72,5030,7609,100,0,0,"[9,25,13,14,7,36,0,15]","","","","","","","",1,1,"",""
73,5031,827,100,0,0,"[9,25,13,7,36,1]",5195,"","","","","","",1,1,"",""
74,5195,834,100,0,0,"[9,25,24,13,7,36,15,14,1]","",1,"","",827,"","",1,1,"",""
75,5032,844,0,0,100,"[11,25,4,15,1]","","","","","","","",1,1,"",""
76,5033,852,0,0,100,"[11,25,4,5,1]","","","","","","","",1,1,"",""
77,5034,867,0,0,100,"[11,25,4,14,2,38]","","","","","","","",1,1,"",""
78,5035,4040,0,0,100,"[11,25,4,14,2,38]","","","","","","","",1,1,"",""
79,5036,903,0,100,0,"[10,25,13,15,7,36,3]","","","","","","","",1,1,"",""
80,5037,4376,0,100,0,"[10,25,4,15,22,33,35]","","","","","","","",1,1,"",""
81,5038,4376,0,100,0,"[10,25,4,15,22,33,35]","","","","","","","",1,1,"",""
82,5039,912,100,0,0,"[7,33,9,16,13]","","","Supports melee attack skills.",13134,"","","",1,1,440,""
83,5040,913,100,0,0,"[9,16]","","","Supports any skill that can kill enemies.",13079,"","","",1,1,"",""
84,5041,915,0,0,100,"[11,16]","","","Supports any skill that can kill enemies.",13080,"","","",1,1,"",""
85,5042,916,0,0,100,"[11,16,4]","","","Supports non-instant spell skills.",13073,"","","",1,1,"",""
86,5043,918,0,100,0,"[10,25,13,5,14,15,0,6]","","","","","","","",1,1,"",""
87,5044,941,0,60,40,"[10,25,4,14,15,17,42]","","","","","","","",1,1,"",""
88,5045,960,0,0,100,"[11,25,4,14,15,17,42]","","","","","","","",1,1,"",""
89,5046,968,60,40,0,"[9,25,4,15,17,43]","","","","","","","",1,1,"",""
90,5047,974,60,0,40,"[9,25,4,14,15,17,33,42]","","","","","","","",1,1,"",""
91,5048,4272,60,0,40,"[9,25,4,14,15,17,33,42]","","","","","","","",1,1,"",""
92,5049,977,0,0,100,"[11,25,4,14,15,17,42]","","","","","","","",1,1,"",""
93,5050,988,0,40,60,"[47,11,25,4,15,17,43]","","","","","","","",1,1,"",""
94,5051,995,0,100,0,"[10,25,4,15,17,43]","","","","","","","",1,1,"",""
95,5052,7418,0,40,60,"[11,25,4,14,15,3,17,42]","","","","","","","",1,1,"",""
96,5053,1027,0,0,100,"[11,25,4,14,15,22,2,35]","","","","","","","",1,1,"",""
97,5181,1029,0,0,100,"[11,25,24,4,14,15,2,22,35]","",1,"","",1027,"","",1,1,"",""
98,5054,1058,0,0,100,"[11,25,4,8,15]",5196,"","","","",10266,"",1,1,"",""
99,5196,1060,0,0,100,"[11,25,24,4,8,15]","",1,"","",1058,10266,"",1,1,"",""
100,5059,1090,100,0,0,"[9,25,13,7,36]","","","","","","","",1,1,"",""
101,5193,1092,100,0,0,"[9,25,24,13,7,36]","",1,"","","","","",1,1,"",""
102,5060,1101,60,0,40,"[9,25,13,8,15,7,36]","","","","","","","",1,1,"",""
103,5061,7566,0,100,0,"[10,25,13,14,5,6]",5189,"","","","","","",1,1,"",""
104,5189,7569,0,100,0,"[10,25,24,13,14,5,6]","",1,"","",7566,"","",1,1,"",""
105,5062,1113,0,0,100,"[11,16,14]","","","Supports any skill with an area of effect, regardless of whether that skill deals damage.",13139,"","","",1,1,"",""
106,5063,1115,0,0,100,"[11,16,8]","","","Supports skills which create Minions.",13066,"","","",1,1,463,""
107,5064,1116,100,0,0,"[9,16,15]","","","Supports any skill with a duration.",13081,"","","",1,1,"",""
108,5065,1118,60,0,40,"[1,0,9,16]","","","Supports any skill that hits enemies.",13075,"","","",1,1,"",""
109,5066,1119,0,0,100,"[0,11,16]","","","Supports any skill that hits enemies.",13082,"","","",1,1,"",""
110,5067,1121,0,0,100,"[22,11,16,8]","","","Supports skills which create Minions.",13064,"","","",1,1,"",""
111,5068,1122,0,0,100,"[11,16,8]","","","Supports skills which create Minions.",13063,"","","",1,1,"",""
112,5069,1123,60,0,40,"[13,9,16]","","","Supports attack skills.",13060,"","","",1,1,437,""
113,5070,3980,100,0,0,"[13,33,9,16,7]","","","Supports melee attack skills, causing them to deal more damage against bleeding enemies, but preventing those skills from inflicting bleeding on enemies in any way.",13083,"","","",1,1,"",""
114,5071,1124,100,0,0,"[13,9,16]","","","Supports attack skills.",13084,"","","",1,1,"",""
115,5072,1125,0,0,100,"[11,25,4,14,15,0]","","","","","","","",1,1,"",""
116,5073,1261,0,60,40,"[10,25,13,5,7,36,2]",5192,"","","","","","",1,1,"",""
117,5192,7555,0,60,40,"[10,25,24,13,7,36,15,2,5]","",1,"","",1261,"","",1,1,"",""
118,5074,1312,40,0,60,"[11,25,4,2,18]","","","","","","","",1,1,"",""
119,5075,1316,100,0,0,"[9,25,4,14,15,0,33,34]",5180,"","","","","","",1,1,"",""
120,5180,1317,100,0,0,"[9,25,24,4,14,15,0,33,34]","",1,"","",1316,"","",1,1,"",""
121,5076,1329,0,0,100,"[47,11,25,13,5]",5183,"","","","","","",1,1,"",""
122,5183,1330,0,0,100,"[47,11,25,24,13,5]","",1,"","",1329,"","",1,1,"",""
123,5077,1616,0,60,40,"[10,25,13,5,15,7,36,33,6]","","","","","","","",1,1,"",""
124,5078,1632,0,100,0,"[10,25,13,14,5,2,6]","","","","","","","",1,1,"",""
125,5080,1641,0,100,0,"[12,10,25,4,14]",5204,"","","","","","",1,1,"",""
126,5204,1646,0,100,0,"[12,10,25,24,4,14,15]","",1,"","",1641,"","",1,1,"",""
127,5081,1650,40,0,60,"[12,11,25,4,14]","","","","","","","",1,1,"",""
128,5082,1652,75,0,0,"[12,9,25,4,14]","","","","","","","",1,1,"",""
129,5083,1658,0,0,100,"[12,11,25,4,14]",5203,"","","","","","",1,1,"",""
130,5203,1659,0,0,100,"[12,11,25,24,4,14,15]","",1,"","",1658,"","",1,1,"",""
131,5084,1663,0,100,0,"[12,10,25,4,14]",5202,"","","","","","",1,1,"",""
132,5202,1667,0,100,0,"[12,10,25,24,4,14,15]","",1,"","",1663,"","",1,1,"",""
133,5085,1670,100,0,0,"[12,9,25,4,14,33]","","","","","","","",1,1,"",""
134,5086,1673,60,0,40,"[12,9,25,4,14,0]","","","","","","","",1,1,"",""
135,5087,1680,0,60,40,"[12,10,25,4,14,1]","","","","","","","",1,1,"",""
136,5088,1688,0,0,100,"[12,11,25,4,14,2]","","","","","","","",1,1,"",""
137,5089,1697,0,100,0,"[10,25,13,5,0,6]",5179,"","","","","","",1,1,"",""
138,5179,2887,0,100,0,"[10,25,24,13,5,14,0,6]","",1,"","",1697,"","",1,1,"",""
139,5090,1703,0,0,100,"[1,0,2,11,16,14]","","","Supports any skill that hits enemies, or could otherwise apply elemental ailments.",13137,"","","",1,1,"",""
140,5091,1704,100,0,0,"[12,9,16]","","","Supports any skill with a reservation.",13045,"","","",1,1,"",""
141,5092,1709,0,0,75,"[12,11,25,4,14]",5201,"","","","","","",1,1,"",""
142,5201,1711,0,0,75,"[12,11,25,24,4,14,15]","",1,"","",1709,"","",1,1,"",""
143,5094,1712,0,100,0,"[10,16]","","","Supports any skill that hits enemies. If enemies are left below 10% of maximum life after being hit by these skills, they will be killed.",13085,"","","",1,1,"",""
144,5095,1713,0,100,0,"[5,13,10,16]","","","Supports projectile skills.",13086,"","","",1,1,"",""
145,5096,1715,100,0,0,"[5,33,9,16]","","","Supports attack skills that fire projectiles, making the increase to physical melee damage from strength also increase their physical projectile damage.",13087,"","","",1,1,"",""
146,5097,1716,100,0,0,"[4,9,16]","","","Supports spell skills, making the increase to physical melee damage from strength also increase their spell damage.",13072,"","","",1,1,"",""
147,5098,1717,100,0,0,"[13,9,16]","","","Supports attack skills, providing a bonus to all damage dealt by those skills while your life is full.",13088,"","","",1,1,"",""
148,5099,1718,60,0,40,"[9,16,4,19]","","","Supports spell skills that are not triggered. Instead of casting that spell, you will summon a totem that casts the spell for you.",13076,"","","",1,1,"",""
149,5100,1728,0,40,60,"[11,16,21]","","","Supports spells, or attacks that use bows or wands. Instead of using that skill, you will throw a mine that will use the skill for you when you detonate it. Mines cannot use channelling skills.",13054,"","","",1,1,"",""
150,5240,1731,33,33,34,"[29,21,25,4]","","","","","","","",1,1,"",""
151,5101,1732,100,0,0,"[19,9,25,4,14,33,38]","","","","","","","",1,1,"",""
152,5102,1742,100,0,0,"[19,12,9,25,4,14]","","","","","","","",1,1,"",""
153,5103,8410,0,40,60,"[21,47,11,25,4,5,1,12,14]","","","","","","","",1,1,"",""
154,5104,1748,0,40,60,"[20,11,25,4,15]","","","","","","","",1,1,"",""
155,5105,1749,0,100,0,"[20,10,25,4,15,33]","","","","","","","",1,1,"",""
156,5106,1759,0,60,40,"[10,16]","","","Supports any skill that hits enemies.",13074,"","","",1,1,"",""
157,5107,1760,0,60,40,"[20,10,25,4,15,14,0]","","","","","","","",1,1,"",""
158,5205,1762,0,60,40,"[20,10,25,24,4,15,14,0]","",1,"","","","","",1,1,"",""
159,5108,1818,100,0,0,"[19,9,25,4,14]","","","","","","","",1,1,"",""
160,5109,1819,100,0,0,"[19,9,25,4]","","","","","","","",1,1,"",""
161,5110,1862,0,60,40,"[10,25,4,5,33,15]","","","","","","","",1,1,"",""
162,5114,1894,0,100,0,"[10,16]","","","Supports any skill that hits enemies.",13068,"","","",1,1,"",""
163,4993,1896,0,100,0,"[10,25,13,5,14,1,6]","","","","","","","",1,1,"",""
164,4992,1907,0,40,60,"[11,25,4,5,15,14,1]","","","","","","","",1,1,"",""
165,5079,1931,0,0,100,"[11,25,4,18,2]",5177,"","","","","","",1,1,"",""
166,5177,2880,0,0,100,"[11,25,24,4,18,2,15]","",1,"","",1931,"","",1,1,"",""
167,5111,1955,0,60,40,"[10,25,4,15,1]","","","","","","","",1,1,"",""
168,5112,1955,0,60,40,"[10,25,4,15,1]","","","","","","","",1,1,"",""
169,5113,1966,60,0,40,"[19,9,25,4,5,0,30,33]","","","","","","","",1,1,"",""
170,5115,2007,60,40,0,"[6,5,9,16,19]","","","Supports any bow or wand attack skill, causing it to summon a ballista totem that uses the skill for you.",13089,"","","",1,1,"",""
171,5116,2010,100,0,0,"[0,9,16]","","","Supports any skill that hits enemies, making those hits penetrate enemy fire resistance.",13090,"","","",1,1,438,""
172,5117,2011,0,100,0,"[1,10,16]","","","Supports any skill that hits enemies, making those hits penetrate enemy cold resistance.",13039,"","","",1,1,447,""
173,5118,2012,0,0,100,"[2,11,16]","","","Supports any skill that hits enemies, making those hits penetrate enemy lightning resistance.",13091,"","","",1,1,462,""
174,5119,2013,0,0,100,"[11,16]","","","Supports any skill that hits enemies, making those hits penetrate enemy elemental resistances.",13210,"","","",1,1,"",""
175,5120,2014,0,100,0,"[10,16,18,5]","","","Supports projectile skills, and any other skills that chain.",13092,"","","",1,1,446,""
176,5121,2016,0,100,0,"[10,16,5]","","","","","","","",1,1,"",""
177,5122,2017,0,100,0,"[10,16,5]","","","Supports projectile skills, making their projectiles fork into two projectiles the first time they hit an enemy and don't pierce it.",13046,"","","",1,1,449,""
178,5123,2018,0,100,0,"[10,16,5]","","","Supports projectile skills.","","","","",1,1,"",""
179,5124,2019,40,0,60,"[11,25,4,14,15,0,17,42]","","","","","","","",1,1,"",""
180,5125,2032,0,40,60,"[11,25,4,14,15,1,17,42]","","","","","","","",1,1,"",""
181,5126,2039,0,0,100,"[11,25,4,14,15,2,17,42]","","","","","","","",1,1,"",""
182,5303,8172,40,0,60,"[14,11,25,4,2,30,15,33]","","","","","","","",1,1,"",""
183,5127,7563,0,0,100,"[11,25,4,0,30,14]","","","","","","","",1,1,"",""
184,5128,2133,40,60,0,"[10,25,13,14,22,30,33,7]",5184,"","","","","","",1,1,"",""
185,5184,2142,40,60,0,"[10,25,24,13,14,15,7,22,30,33]","",1,"","",2133,"","",1,1,"",""
186,5129,2183,60,40,0,"[13,7,9,16]","","","Supports melee attack skills, making them repeat twice when used, targeting a random enemy each time. Cannot support Vaal skills, channelling skills or triggered skills.",13052,"","","",1,1,442,""
187,5130,2185,0,0,100,"[4,11,16]","","","Supports spell skills, making them repeat when cast. Cannot support Vaal skills, totem skills, channelling skills, triggered skills, instant skills, or skills with a reservation.",13093,"","","",1,1,465,""
188,5131,2188,100,0,0,"[9,16,7,13,36,14]","","","Supports melee strike skills, causing their melee strike to deal splash damage around each target hit.",13051,"","","",1,1,441,""
189,5132,2190,0,0,100,"[47,11,16]","","","Supports any skill that hits enemies.",13094,"","","",1,1,"",""
190,5133,2191,60,0,40,"[9,25,4,19,0]","","","","","","","",1,1,"",""
191,5134,2202,60,0,40,"[0,9,16]","","","Supports any skill that hits enemies, or can deal burning damage directly.",13095,"","","",1,1,436,""
192,5135,2203,40,0,60,"[11,16,8]","","","Supports skills which create Minions.",13096,"","","",1,1,"",""
193,5136,2211,0,0,100,"[11,16,42,26]","","","Must support both a skill that hits enemies, and a hex curse skill to work. The hex will be applied when enemies are hit by the other skill. Cannot support totems, traps, or mines. Minions cannot apply hexes this way.",13097,2212,"","",1,1,459,""
194,5137,2242,0,60,40,"[10,25,13,14,7]",5199,"","","","","","",1,1,"",""
195,5199,2243,0,60,40,"[10,25,24,13,14,7]","",1,"","",2242,"","",1,1,"",""
196,5138,2312,0,60,40,"[47,10,16,4,26]","","","Must support both an attack skill and a spell skill to work. The attack skill will trigger a spell when it critically strikes an enemy. Cannot support totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.",13057,2313,"","",1,1,445,""
197,5139,2314,60,0,40,"[9,16,7,13,4,26]","","","Must support both a melee attack skill and a spell skill to work. The attack skill will trigger a spell when it kills an enemy. Cannot support totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.",13098,2315,"","",1,1,"",""
198,5140,2316,0,60,40,"[10,16,20]","","","Supports traps skills, making them throw extra traps in a line.",13099,"","","",1,1,"",""
199,5141,2317,100,0,0,"[29,48,9,16]","","","Supports any skill gem. Once this gem reaches level 2 or above, will raise the level of supported gems. Cannot support skills that don't come from gems.",13100,"","","",1,1,"",""
200,5142,2331,0,40,60,"[20,47,11,25,4,5,2]",5213,"","","","","","",1,1,"",""
201,5213,2333,0,40,60,"[20,47,11,25,24,4,5,15,2]","",1,"","",2331,"","",1,1,"",""
202,5143,2373,0,60,40,"[21,10,25,4,14,15,22,35,37]","","","","","","","",1,1,"",""
203,5144,2394,100,0,0,"[9,16,7,13]","","","Supports melee attack skills.",13069,"","","",1,1,"",""
204,5145,2419,60,0,40,"[9,25,4,8,33]","","","","","","","",1,1,"",""
205,4966,5206,40,60,0,"[10,25,13,5,33]","","","","","","","",1,1,"",""
206,5146,2421,40,60,0,"[10,25,13,5]",5191,"","","","","","",1,1,"",""
207,5191,2428,40,60,0,"[10,25,24,13,5]","",1,"","",2421,"","",1,1,"",""
208,5147,2492,0,100,0,"[10,16,5]","","","Supports projectile skills.",13101,"","","",1,1,"",""
209,5148,2493,100,0,0,"[9,16,15]","","","Supports any skill that has a duration.",13102,"","","",1,1,"",""
210,5149,2496,0,60,40,"[10,16,4,26]","","","Each supported spell skill will be triggered when you die. Cannot support skills used by totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.",13140,"","","",1,1,"",""
211,5150,2498,60,0,40,"[9,16,4,26]","","","Each supported spell skill will track damage you take, and be triggered when the total damage taken reaches a threshold. Cannot support skills used by totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.",13103,"","","",1,1,"",""
212,5151,2499,0,40,60,"[11,16,4,26]","","","Each supported spell skill will have a chance to be triggered when you are stunned. Cannot support skills used by totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.",13058,"","","",1,1,"",""
213,5152,2506,0,60,40,"[10,25,15,8,4,33]","","","","","","","",1,1,"",""
214,5153,2564,0,100,0,"[29,48,10,16]","","","Supports any skill gem. Once this gem reaches level 2 or above, will raise the quality of supported gems. Cannot support skills that don't come from gems.",13104,"","","",1,1,"",""
215,5154,2565,60,0,40,"[12,9,25,4,14,0]",5155,"","","","","","",1,1,"",""
216,5155,7085,60,0,40,"[12,9,25,24,4,14,15,0]","",1,"","",2565,"","",1,1,"",""
217,5156,2568,0,60,40,"[12,10,25,4,14,1]",5157,"","","","","","",1,1,"",""
218,5157,7086,0,60,40,"[12,10,25,24,4,14,15,1]","",1,"","",2568,"","",1,1,"",""
219,5158,2571,0,0,100,"[12,11,25,4,14,2]",5159,"","","","","","",1,1,"",""
220,5159,7087,0,0,100,"[12,11,25,24,4,14,15,2]","",1,"","",2571,"","",1,1,"",""
221,5160,2574,0,0,100,"[11,25,4,14,15,2]",5197,"","","","","","",1,1,"",""
222,5197,2585,0,0,100,"[11,25,24,4,14,15,2]","",1,"","",2574,"","",1,1,"",""
223,5161,2646,0,0,100,"[11,25,4,14,0,30]",5210,"","","","","","",1,1,"",""
224,5210,2647,0,0,100,"[11,25,24,4,14,0,30]","",1,"","",2646,"","",1,1,"",""
225,5162,2694,0,100,0,"[10,25,13,5,6]","","","","","","","",1,1,"",""
226,5163,2065,0,0,100,"[11,25,4,5,14,2]","","","","","","","",1,1,"",""
227,5164,2714,0,60,40,"[21,10,25,4,14,15]","","","","","","","",1,1,"",""
228,5165,2715,0,0,100,"[11,25,4,18,14,0]","","","","","","","",1,1,"",""
229,5166,2716,0,100,0,"[5,13,33,3,10,16]","","","Supports projectile attack skills.",13105,"","","",1,1,453,""
230,5167,2717,0,0,100,"[11,25,4,8,15,0]","","","","","","","",1,1,"",""
231,5168,2750,0,0,100,"[11,25,4,14,0,15]","","","","","","","",1,1,"",""
232,5169,2770,0,0,100,"[29,48,11,16]","","","Supports any skill gem. Once this gem reaches level 2 or above, will apply a mana multiplier to supported gems. Cannot support skills that don't come from gems.",13106,"","","",1,1,"",""
233,5170,2777,0,60,40,"[10,25,4,14,15,3]","","","","","","","",1,1,"",""
234,5171,2810,0,0,100,"[8,11,25,4,15]","","","","","","","",1,1,"",""
235,5172,2819,0,0,100,"[8,11,25,4,15]","","","","","","","",1,1,"",""
236,5173,4873,0,0,100,"[8,11,25,4,15,3]","","","","","","","",1,1,"",""
237,5174,2824,0,0,100,"[11,25,4,14,1,33]","","","","","","","",1,1,"",""
238,5198,3123,0,60,40,"[10,16,15]","","","Supports any skill that hits enemies.",13143,"","","",1,1,"",""
239,5200,3124,100,0,0,"[9,25,13,5,14,7,36,0]","","","","","","","",1,1,"",""
240,5175,3149,0,0,100,"[8,11,25,4,15]","","","","","","","",1,1,"",""
241,5209,3153,60,40,0,"[9,25,13,7,36]","","","","","","","",1,1,"",""
242,5211,8408,0,40,60,"[21,11,25,4,5,0,14,12,38]","","","","","","","",1,1,"",""
243,5212,3264,0,100,0,"[10,25,13,5,6]","","","","","","","",1,1,"",""
244,5214,3297,60,0,40,"[9,16,12]","","","Supports aura skills that affect you and allies, increasing the aura's effect on allies, but preventing it from affecting you at all. Cannot support curse auras, or other auras that only affect enemies. Cannot support skills used by totems.",13135,"","","",1,1,439,""
245,5215,3298,100,0,0,"[9,25,4,14,15,31]","","","","","","","",1,1,"",""
246,5216,3299,60,0,40,"[9,25,4,14,0,31,15]","","","","","","","",1,1,"",""
247,5217,3300,0,60,40,"[10,25,4,14,1,31]","","","","","","","",1,1,"",""
248,5218,3301,0,0,100,"[11,25,4,14,15,2,31]","","","","","","","",1,1,"",""
249,5219,3302,0,100,0,"[10,25,4,31,8,3,33]","","","","","","","",1,1,"",""
250,5220,3303,60,0,40,"[9,25,4,31,8,15,33]","","","","","","","",1,1,"",""
251,5221,3310,0,100,0,"[10,25,4,15,17,43]","","","","","","","",1,1,"",""
252,5222,3506,0,0,100,"[11,25,4,14,2,30]","","","","","","","",1,1,"",""
253,5223,3506,0,0,100,"[11,25,4,14,2,30]","","","","","","","",1,1,"",""
254,5224,3556,0,0,100,"[11,25,4,14,2]","","","","","","","",1,1,"",""
255,5225,3602,0,0,100,"[11,25,4,14,2]","","","","","","","",1,1,"",""
256,5228,3795,0,0,100,"[11,25,13,5,14]","","","","","","","",1,1,"",""
257,5229,2263,100,0,0,"[9,25,13,14,2,40,7]","","","","","","","",1,1,"",""
258,5227,3806,0,100,0,"[10,25,13,8,15,22,35,6]","","","","","","","",1,1,"",""
259,5226,3808,0,100,0,"[10,25,13,8,15,22,35,6]","","","","","","","",1,1,"",""
260,5056,3889,0,100,0,"[26,10,25,13,7,36,33]","","","","","","","",1,1,"",""
