"rownum","Id","i32","i32","Name","CompletionsRequired","AchievementsKey","bool","bool","bool","bool"
187,"OpenMapTier4_2",1,817,"Overgrown Shrine",1,5,"",1,"",1
188,"OpenMapTier4_3",1,818,"Tunnel",1,5,"",1,"",1
189,"OpenMapTier4_4",1,819,"Shore",1,5,"",1,"",1
190,"OpenMapTier4_5",1,820,"Spider Forest",1,5,"",1,"",1
191,"OpenMapTier4_6",1,821,"Promenade",1,5,"",1,"",1
192,"OpenMapTier5_1",1,822,"Underground Sea",1,5,"",1,"",1
193,"OpenMapTier5_2",1,823,"Pier",1,5,"",1,"",1
194,"OpenMapTier5_3",1,824,"Bog",1,5,"",1,"",1
195,"OpenMapTier5_4",1,825,"Graveyard",1,5,"",1,"",1
196,"OpenMapTier5_5",1,826,"Coves",1,5,"",1,"",1
197,"OpenMapTier6_1",1,827,"Temple",1,5,"",1,"",1
198,"OpenMapTier6_2",1,828,"Arachnid Nest",1,5,"",1,"",1
199,"OpenMapTier6_3",1,829,"Strand",1,5,"",1,"",1
200,"OpenMapTier6_4",1,830,"Dry Woods",1,5,"",1,"",1
201,"OpenMapTier6_5",1,831,"Colonnade",1,5,"",1,"",1
202,"OpenMapTier7_1",1,832,"Torture Chamber",1,5,"",1,"",1
203,"OpenMapTier7_2",1,833,"Waste Pool",1,5,"",1,"",1
204,"OpenMapTier7_3",1,834,"Mine",1,5,"",1,"",1
205,"OpenMapTier7_4",1,835,"Jungle Valley",1,5,"",1,"",1
206,"OpenMapTier8_1",1,836,"Cells",1,5,"",1,"",1
207,"OpenMapTier8_2",1,837,"Canyon",1,5,"",1,"",1
208,"OpenMapTier8_3",1,838,"Dark Forest",1,5,"",1,"",1
209,"OpenMapTier8_4",1,839,"Dry Peninsula",1,5,"",1,"",1
210,"OpenMapTier9_1",1,840,"Underground River",1,5,"",1,"",1
211,"OpenMapTier9_2",1,841,"Maze",1,5,"",1,"",1
212,"OpenMapTier9_3",1,842,"Gorge",1,5,"",1,"",1
213,"OpenMapTier10_1",1,843,"Necropolis",1,5,"",1,"",1
214,"OpenMapTier10_2",1,844,"Plateau",1,5,"",1,"",1
215,"OpenMapTier10_3",1,845,"Bazaar",1,5,"",1,"",1
216,"OpenMapTier11_1",1,846,"Crematorium",1,5,"",1,"",1
217,"OpenMapTier11_2",1,847,"Precinct",1,5,"",1,"",1
218,"OpenMapTier12_1",1,848,"Shipyard",1,5,"",1,"",1
219,"OpenMapTier12_2",1,849,"Shrine",1,5,"",1,"",1
220,"Notable138",1,850,"Acceleration",1,7,"",1,"",1
221,"Keystone4",1,851,"Acrobatics",1,7,"",1,"",1
222,"Notable93",1,852,"Acuity",1,7,"",1,"",1
223,"Notable72",1,853,"Adder's Touch",1,7,"",1,"",1
224,"Notable4",1,854,"Aegis",1,7,"",1,"",1
225,"Notable139",1,855,"Agility",1,7,"",1,"",1
226,"Notable140",1,856,"Alacrity",1,7,"",1,"",1
227,"Notable89",1,857,"Herbalism",1,7,"",1,"",1
228,"Notable101",1,858,"Ambidexterity",1,7,"",1,"",1
229,"Notable62",1,859,"Amplify",1,7,"",1,"",1
230,"Keystone19",1,860,"Ancestral Bond",1,7,"",1,"",1
231,"Notable145",1,861,"Ancestral Knowledge",1,7,"",1,"",1
232,"Notable170",1,862,"Arcane Efficiency",1,7,"",1,"",1
233,"Notable122",1,863,"Arcane Focus",1,7,"",1,"",1
234,"Notable61",1,864,"Arcane Potency",1,7,"",1,"",1
235,"Notable33",1,865,"Arcing Blows",1,7,"",1,"",1
236,"Notable68",1,866,"Arena Lord",1,7,"",1,"",1
237,"Notable105",1,867,"Arm Wrestling",1,7,"",1,"",1
238,"Notable15",1,868,"Armour Mastery",1,7,"",1,"",1
239,"Notable53",1,869,"Arsonist",1,7,"",1,"",1
240,"Notable197",1,870,"Assassination",1,7,"",1,"",1
241,"Notable190",1,871,"Athleticism",1,7,"",1,"",1
242,"Notable39",1,872,"Battle Staff Training",1,7,"",1,"",1
243,"Notable159",1,873,"Might",1,7,"",1,"",1
244,"Notable161",1,874,"Berserking",1,7,"",1,"",1
245,"Notable115",1,875,"Blade Barrier",1,7,"",1,"",1
246,"Notable74",1,876,"Blade Master",1,7,"",1,"",1
247,"Notable7",1,877,"Blade of Renown",1,7,"",1,"",1
248,"Notable177",1,878,"Blast Radius",1,7,"",1,"",1
249,"Notable198",1,879,"Blaze",1,7,"",1,"",1
250,"Notable168",1,880,"Blinding Speed",1,7,"",1,"",1
251,"Notable24",1,881,"Blood Drinker",1,7,"",1,"",1
252,"Keystone10",1,882,"Blood Magic",1,7,"",1,"",1
253,"Notable28",1,883,"Bloodless",1,7,"",1,"",1
254,"Notable64",1,884,"Bloodthirst",1,7,"",1,"",1
255,"Notable207",1,885,"Body and Soul",1,7,"",1,"",1
256,"Notable13",1,886,"Bone Breaker",1,7,"",1,"",1
257,"Notable12",1,887,"Bone Smasher",1,7,"",1,"",1
258,"Notable167",1,888,"Bravado",1,7,"",1,"",1
259,"Notable134",1,889,"Brawn",1,7,"",1,"",1
260,"Notable54",1,890,"Breath of Rime",1,7,"",1,"",1
261,"Notable110",1,891,"Brutal Blade",1,7,"",1,"",1
262,"Notable51",1,892,"Bullying",1,7,"",1,"",1
263,"Notable36",1,893,"Bulwark",1,7,"",1,"",1
264,"Notable107",1,894,"Butchery",1,7,"",1,"",1
265,"Notable129",1,895,"Catalyse",1,7,"",1,"",1
266,"Notable30",1,896,"Celerity",1,7,"",1,"",1
267,"Notable55",1,897,"Celestial Walker",1,7,"",1,"",1
268,"Keystone8",1,898,"Chaos Inoculation",1,7,"",1,"",1
269,"Notable80",1,899,"Claws of the Pride",1,7,"",1,"",1
270,"Notable211",1,900,"Clear Mind",1,7,"",1,"",1
271,"Notable96",1,901,"Cleaving",1,7,"",1,"",1
272,"Notable208",1,902,"Cloth and Chain",1,7,"",1,"",1
273,"Notable99",1,903,"Conditioning",1,7,"",1,"",1
274,"Keystone3",1,904,"Conduit",1,7,"",1,"",1
275,"Notable156",1,905,"Coordination",1,7,"",1,"",1
276,"Notable2",1,906,"Cranium Crusher",1,7,"",1,"",1
277,"Notable125",1,907,"Critical Mass",1,7,"",1,"",1
278,"Notable8",1,908,"Cruel Blade",1,7,"",1,"",1
279,"Notable126",1,909,"Cruelty",1,7,"",1,"",1
280,"Notable116",1,910,"Crystal Skin",1,7,"",1,"",1
281,"Notable91",1,911,"Deadeye",1,7,"",1,"",1
282,"Notable113",1,912,"Deadly Draw",1,7,"",1,"",1
283,"Notable163",1,913,"Deadly Precision",1,7,"",1,"",1
284,"Notable46",1,914,"Death Attunement",1,7,"",1,"",1
285,"Notable63",1,915,"Deep Thoughts",1,7,"",1,"",1
286,"Notable146",1,916,"Deep Wisdom",1,7,"",1,"",1
287,"Notable75",1,917,"Deft Blade",1,7,"",1,"",1
288,"Notable92",1,918,"Depth Perception",1,7,"",1,"",1
289,"Notable160",1,919,"Dervish",1,7,"",1,"",1
290,"Notable206",1,920,"Diamond Flesh",1,7,"",1,"",1
291,"Notable29",1,921,"Diamond Skin",1,7,"",1,"",1
292,"Notable191",1,922,"Discipline and Training",1,7,"",1,"",1
293,"Notable127",1,923,"Disemboweling",1,7,"",1,"",1
294,"Notable187",1,924,"Divine Toughness",1,7,"",1,"",1
295,"Notable164",1,925,"Doom Cast",1,7,"",1,"",1
296,"Notable169",1,926,"Duality",1,7,"",1,"",1
297,"Notable31",1,927,"Eagle Eye",1,7,"",1,"",1
298,"Notable42",1,928,"Eagle Talons",1,7,"",1,"",1
299,"Notable38",1,929,"Elder Power",1,7,"",1,"",1
300,"Keystone9",1,930,"Eldritch Battery",1,7,"",1,"",1
301,"Notable20",1,931,"Elemental Adaptation",1,7,"",1,"",1
302,"Notable147",1,932,"Elemental Dominion",1,7,"",1,"",1
303,"Keystone13",1,933,"Elemental Equilibrium",1,7,"",1,"",1
304,"Notable151",1,934,"Elementalist",1,7,"",1,"",1
305,"Notable117",1,935,"Elusiveness",1,7,"",1,"",1
306,"Notable22",1,936,"Endurance",1,7,"",1,"",1
307,"Notable78",1,937,"Essence Raker",1,7,"",1,"",1
308,"Notable108",1,938,"Executioner",1,7,"",1,"",1
309,"Notable144",1,939,"Expertise",1,7,"",1,"",1
310,"Notable43",1,940,"Falcon Claws",1,7,"",1,"",1
311,"Notable111",1,941,"Fencing",1,7,"",1,"",1
312,"Notable26",1,942,"Fending",1,7,"",1,"",1
313,"Notable86",1,943,"Ferocity",1,7,"",1,"",1
314,"Notable85",1,944,"Fervor",1,7,"",1,"",1
315,"Notable157",1,945,"Finesse",1,7,"",1,"",1
316,"Notable52",1,946,"Fire Walker",1,7,"",1,"",1
317,"Notable186",1,947,"Fitness",1,7,"",1,"",1
318,"Notable41",1,948,"Flaying",1,7,"",1,"",1
319,"Notable142",1,949,"Fleetness",1,7,"",1,"",1
320,"Notable199",1,950,"Freeze",1,7,"",1,"",1
321,"Notable76",1,951,"From the Shadows",1,7,"",1,"",1
322,"Notable57",1,952,"Frost Walker",1,7,"",1,"",1
323,"Notable180",1,953,"Fury Bolts",1,7,"",1,"",1
324,"Notable34",1,954,"Fusillade",1,7,"",1,"",1
325,"Notable14",1,955,"Gallantry",1,7,"",1,"",1
326,"Notable153",1,956,"Galvanic Hammer",1,7,"",1,"",1
327,"Notable67",1,957,"Gemini",1,7,"",1,"",1
328,"Keystone20",1,958,"Ghost Reaver",1,7,"",1,"",1
329,"Notable173",1,959,"Golem's Blood",1,7,"",1,"",1
330,"Notable44",1,960,"Grave Consequences",1,7,"",1,"",1
331,"Notable184",1,961,"Grave Expectations",1,7,"",1,"",1
332,"Notable45",1,962,"Grave Intentions",1,7,"",1,"",1
333,"Notable179",1,963,"Gravepact",1,7,"",1,"",1
334,"Notable106",1,964,"Aspect of the Eagle",1,7,"",1,"",1
335,"Notable204",1,965,"Gymnastics",1,7,"",1,"",1
336,"Notable25",1,966,"Hammer Blows",1,7,"",1,"",1
337,"Notable154",1,967,"Hard Knocks",1,7,"",1,"",1
338,"Notable196",1,968,"Haste",1,7,"",1,"",1
339,"Notable16",1,969,"Hatchet Master",1,7,"",1,"",1
340,"Notable97",1,970,"Headsman",1,7,"",1,"",1
341,"Notable58",1,971,"Heart of Ice",1,7,"",1,"",1
342,"Notable137",1,972,"Heart of the Gladiator",1,7,"",1,"",1
343,"Notable158",1,973,"Aspect of the Panther",1,7,"",1,"",1
344,"Notable102",1,974,"Heartseeker",1,7,"",1,"",1
345,"Notable82",1,975,"Heavy Draw",1,7,"",1,"",1
346,"Keystone2",1,976,"Hex Master",1,7,"",1,"",1
347,"Notable69",1,977,"Ice Bite",1,7,"",1,"",1
348,"Notable176",1,978,"Immolation",1,7,"",1,"",1
349,"Notable210",1,979,"Infused Shield",1,7,"",1,"",1
350,"Notable60",1,980,"Inner Force",1,7,"",1,"",1
351,"Notable124",1,981,"Instability",1,7,"",1,"",1
352,"Keystone14",1,982,"Iron Grip",1,7,"",1,"",1
353,"Keystone5",1,983,"Iron Reflexes",1,7,"",1,"",1
354,"Notable88",1,984,"King of the Hill",1,7,"",1,"",1
355,"Notable1",1,985,"Lava Lash",1,7,"",1,"",1
356,"Notable192",1,986,"Leadership",1,7,"",1,"",1
357,"Notable202",1,987,"Leather and Steel",1,7,"",1,"",1
358,"Notable6",1,988,"Legendary Swordsman",1,7,"",1,"",1
359,"Notable112",1,989,"Lethality",1,7,"",1,"",1
360,"Notable50",1,990,"Lightning Walker",1,7,"",1,"",1
361,"Notable49",1,991,"Lightning Weaver",1,7,"",1,"",1
362,"Notable18",1,992,"Limb Hewer",1,7,"",1,"",1
363,"Notable178",1,993,"Lord of the Dead",1,7,"",1,"",1
364,"Notable90",1,994,"Mana Flows",1,7,"",1,"",1
365,"Notable131",1,995,"Mana Geyser",1,7,"",1,"",1
366,"Notable84",1,996,"Master Fletcher",1,7,"",1,"",1
367,"Notable136",1,997,"Master of the Arena",1,7,"",1,"",1
368,"Notable56",1,998,"Mean Streak",1,7,"",1,"",1
369,"Notable165",1,999,"Mental Acuity",1,7,"",1,"",1
370,"Notable135",1,1000,"Physique",1,7,"",1,"",1
371,"Notable189",1,1001,"Mind and Matter",1,7,"",1,"",1
