"rownum","Id","GMFile","AISFile","ModsKeys","CharacterLevel","bool"
13,"14","Metadata/Monsters/Grandmaster/1904698.33868938.gm","Metadata/Monsters/Grandmaster/1904698.33868938.ais","[8374,8367,8370,8371,8372]",85,""
14,"15","Metadata/Monsters/Grandmaster/815057.39673212.gm","Metadata/Monsters/Grandmaster/815057.39673212.ais",[8374],91,""
15,"16","Metadata/Monsters/Grandmaster/1421872.28086742.gm","Metadata/Monsters/Grandmaster/1421872.28086742.ais","[8374,8363,8367]",88,""
16,"17","Metadata/Monsters/Grandmaster/1944596.23977351.gm","Metadata/Monsters/Grandmaster/1944596.23977351.ais","[8374,8361,8367]",96,""
17,"18","Metadata/Monsters/Grandmaster/5770505.27117405.gm","Metadata/Monsters/Grandmaster/5770505.27117405.ais","[8374,8361,8367]",86,""
18,"19","Metadata/Monsters/Grandmaster/384151.16390326.gm","Metadata/Monsters/Grandmaster/384151.16390326.ais","[8908,8367,8370,8371,8374]",92,""
19,"20","Metadata/Monsters/Grandmaster/429618.39387738.gm","Metadata/Monsters/Grandmaster/429618.39387738.ais","[8374,8363,8367,8370]",94,""
20,"21","Metadata/Monsters/Grandmaster/6244606.32523766.gm","Metadata/Monsters/Grandmaster/6244606.32523766.ais","[8374,8367,8368]",87,""
21,"22","Metadata/Monsters/Grandmaster/596454.6518434.gm","Metadata/Monsters/Grandmaster/596454.6518434.ais","[8374,8367]",83,""
22,"23","Metadata/Monsters/Grandmaster/398806.27699666.gm","Metadata/Monsters/Grandmaster/398806.27699666.ais","[8374,8367]",83,""
23,"24","Metadata/Monsters/Grandmaster/3091521.33616356.gm","Metadata/Monsters/Grandmaster/3091521.33616356.ais","[8374,8365,8908,8367]",84,""
24,"25","Metadata/Monsters/Grandmaster/3884683.40915568.gm","Metadata/Monsters/Grandmaster/3884683.40915568.ais","[8374,8363,8367,8370]",72,""
25,"26","Metadata/Monsters/Grandmaster/106415.29088820.gm","Metadata/Monsters/Grandmaster/106415.29088820.ais","[8374,8363,8367,8370]",70,""
26,"27","Metadata/Monsters/Grandmaster/2405851.32584846.gm","Metadata/Monsters/Grandmaster/2405851.32584846.ais","[8374,8367,8370]",79,""
27,"28","Metadata/Monsters/Grandmaster/609746.56675801.gm","Metadata/Monsters/Grandmaster/609746.56675801.ais",[],91,""
28,"29","Metadata/Monsters/Grandmaster/2056764.21629104.gm","Metadata/Monsters/Grandmaster/2056764.21629104.ais","[8374,8908,8367,8370]",86,""
29,"30","Metadata/Monsters/Grandmaster/3841126.25414381.gm","Metadata/Monsters/Grandmaster/3841126.25414381.ais","[8374,8367]",89,""
30,"31","Metadata/Monsters/Grandmaster/5653436.55639481.gm","Metadata/Monsters/Grandmaster/5653436.55639481.ais",[],51,""
31,"32","Metadata/Monsters/Grandmaster/2397332.28444092.gm","Metadata/Monsters/Grandmaster/2397332.28444092.ais","[8374,8367]",90,""
32,"33","Metadata/Monsters/Grandmaster/17460.27378715.gm","Metadata/Monsters/Grandmaster/17460.27378715.ais","[8374,8363,8367,8370]",91,""
33,"34","Metadata/Monsters/Grandmaster/883782.27891897.gm","Metadata/Monsters/Grandmaster/883782.27891897.ais","[8374,8363,8367,8370]",90,""
34,"35","Metadata/Monsters/Grandmaster/423584.33667584.gm","Metadata/Monsters/Grandmaster/423584.33667584.ais","[8374,8908,8367]",83,""
35,"36","Metadata/Monsters/Grandmaster/3983615.20656980.gm","Metadata/Monsters/Grandmaster/3983615.20656980.ais","[8374,6828,6830]",77,""
36,"37","Metadata/Monsters/Grandmaster/429488.18614358.gm","Metadata/Monsters/Grandmaster/429488.18614358.ais","[8374,8908,8370]",91,""
37,"38","Metadata/Monsters/Grandmaster/3432116.44067756.gm","Metadata/Monsters/Grandmaster/3432116.44067756.ais",[8374],1,""
38,"39","Metadata/Monsters/Grandmaster/659588.41416858.gm","Metadata/Monsters/Grandmaster/659588.41416858.ais","[8374,8367]",28,""
39,"40","Metadata/Monsters/Grandmaster/903113.39348613.gm","Metadata/Monsters/Grandmaster/903113.39348613.ais","[8374,8367,8370]",67,""
40,"41","Metadata/Monsters/Grandmaster/6871904.34754134.gm","Metadata/Monsters/Grandmaster/6871904.34754134.ais","[8374,8367]",2,""
41,"42","Metadata/Monsters/Grandmaster/593646.33131016.gm","Metadata/Monsters/Grandmaster/593646.33131016.ais","[8374,8908,8367]",85,""
42,"43","Metadata/Monsters/Grandmaster/5255599.35536839.gm","Metadata/Monsters/Grandmaster/5255599.35536839.ais",[8374],91,""
43,"44","Metadata/Monsters/Grandmaster/4702284.33282354.gm","Metadata/Monsters/Grandmaster/4702284.33282354.ais","[8374,8363,8367]",88,""
44,"45","Metadata/Monsters/Grandmaster/5077165.26974900.gm","Metadata/Monsters/Grandmaster/5077165.26974900.ais","[8374,8908,8367,8369]",91,""
45,"46","Metadata/Monsters/Grandmaster/7813753.41538868.gm","Metadata/Monsters/Grandmaster/7813753.41538868.ais","[8374,8363,8367,8370]",29,""
46,"47","Metadata/Monsters/Grandmaster/2268950.26184265.gm","Metadata/Monsters/Grandmaster/2268950.26184265.ais",[8374],95,""
47,"48","Metadata/Monsters/Grandmaster/2688541.33877206.gm","Metadata/Monsters/Grandmaster/2688541.33877206.ais","[8374,8363,8367,8370,8372]",63,""
48,"49","Metadata/Monsters/Grandmaster/875921.2286386.gm","Metadata/Monsters/Grandmaster/875921.2286386.ais","[8374,8363,8367,8370]",88,""
49,"50","Metadata/Monsters/Grandmaster/7839473.41696123.gm","Metadata/Monsters/Grandmaster/7839473.41696123.ais","[8374,8367]",1,""
50,"51","Metadata/Monsters/Grandmaster/1279443.65410463.gm","Metadata/Monsters/Grandmaster/1279443.65410463.ais",[8908],93,""
51,"52","Metadata/Monsters/Grandmaster/495554.21535849.gm","Metadata/Monsters/Grandmaster/495554.21535849.ais","[8374,8367]",93,""
52,"53","Metadata/Monsters/Grandmaster/1419817.24173037.gm","Metadata/Monsters/Grandmaster/1419817.24173037.ais","[8374,8363,8367,8370]",86,""
53,"54","Metadata/Monsters/Grandmaster/107741.34061501.gm","Metadata/Monsters/Grandmaster/107741.34061501.ais","[8374,8370]",83,""
54,"55","Metadata/Monsters/Grandmaster/756706.41684576.gm","Metadata/Monsters/Grandmaster/756706.41684576.ais",[8374],86,""
55,"56","Metadata/Monsters/Grandmaster/3691965.28080230.gm","Metadata/Monsters/Grandmaster/3691965.28080230.ais","[8374,8367,8370]",84,""
56,"57","Metadata/Monsters/Grandmaster/2815638.41155498.gm","Metadata/Monsters/Grandmaster/2815638.41155498.ais","[8374,8367,8370]",94,""
57,"58","Metadata/Monsters/Grandmaster/2660779.27274559.gm","Metadata/Monsters/Grandmaster/2660779.27274559.ais","[8374,8367]",90,""
58,"59","Metadata/Monsters/Grandmaster/480178.32753693.gm","Metadata/Monsters/Grandmaster/480178.32753693.ais","[8374,8371]",98,""
59,"60","Metadata/Monsters/Grandmaster/334106.27093386.gm","Metadata/Monsters/Grandmaster/334106.27093386.ais","[8374,8367]",90,""
60,"61","Metadata/Monsters/Grandmaster/2453893.40558358.gm","Metadata/Monsters/Grandmaster/2453893.40558358.ais","[8374,8367]",90,""
61,"62","Metadata/Monsters/Grandmaster/5213881.34788986.gm","Metadata/Monsters/Grandmaster/5213881.34788986.ais","[8374,8363,8367]",3,""
62,"63","Metadata/Monsters/Grandmaster/2763470.13454250.gm","Metadata/Monsters/Grandmaster/2763470.13454250.ais",[],100,""
63,"64","Metadata/Monsters/Grandmaster/521952.27884927.gm","Metadata/Monsters/Grandmaster/521952.27884927.ais","[8374,8367]",81,""
64,"65","Metadata/Monsters/Grandmaster/409032.28148717.gm","Metadata/Monsters/Grandmaster/409032.28148717.ais","[8367,8370,8371,8374]",74,""
65,"66","Metadata/Monsters/Grandmaster/4436678.33532708.gm","Metadata/Monsters/Grandmaster/4436678.33532708.ais","[8374,8367,8371]",93,""
66,"67","Metadata/Monsters/Grandmaster/397585.27415075.gm","Metadata/Monsters/Grandmaster/397585.27415075.ais","[8374,8367]",82,""
67,"68","Metadata/Monsters/Grandmaster/435294.34292199.gm","Metadata/Monsters/Grandmaster/435294.34292199.ais","[8374,8908]",87,""
68,"69","Metadata/Monsters/Grandmaster/521480.28460910.gm","Metadata/Monsters/Grandmaster/521480.28460910.ais","[8374,8363,8367,8370,8372]",90,""
69,"70","Metadata/Monsters/Grandmaster/1012698.42816393.gm","Metadata/Monsters/Grandmaster/1012698.42816393.ais","[8374,8367,8368]",80,""
70,"71","Metadata/Monsters/Grandmaster/4023698.42596503.gm","Metadata/Monsters/Grandmaster/4023698.42596503.ais","[8374,8367]",2,""
71,"72","Metadata/Monsters/Grandmaster/5605878.41381608.gm","Metadata/Monsters/Grandmaster/5605878.41381608.ais","[8374,8363,8367]",71,""
72,"73","Metadata/Monsters/Grandmaster/1131790.29320020.gm","Metadata/Monsters/Grandmaster/1131790.29320020.ais","[8374,8367,8370]",90,""
73,"74","Metadata/Monsters/Grandmaster/2586894.16720074.gm","Metadata/Monsters/Grandmaster/2586894.16720074.ais","[8374,8361,8367,8368]",90,""
74,"75","Metadata/Monsters/Grandmaster/1102337.27238357.gm","Metadata/Monsters/Grandmaster/1102337.27238357.ais","[8374,8363,8367,8372]",90,""
75,"76","Metadata/Monsters/Grandmaster/117866.2797256.gm","Metadata/Monsters/Grandmaster/117866.2797256.ais","[8374,8363,8367]",83,""
76,"77","Metadata/Monsters/Grandmaster/2290721.33344566.gm","Metadata/Monsters/Grandmaster/2290721.33344566.ais","[8374,8365,8367,8369]",92,""
77,"78","Metadata/Monsters/Grandmaster/2702254.34727629.gm","Metadata/Monsters/Grandmaster/2702254.34727629.ais","[8374,8367,8370]",87,""
78,"79","Metadata/Monsters/Grandmaster/1376009.24742034.gm","Metadata/Monsters/Grandmaster/1376009.24742034.ais","[8374,8363,8367]",72,""
79,"80","Metadata/Monsters/Grandmaster/2116624.67578394.gm","Metadata/Monsters/Grandmaster/2116624.67578394.ais",[],84,""
80,"81","Metadata/Monsters/Grandmaster/494870.30384170.gm","Metadata/Monsters/Grandmaster/494870.30384170.ais",[8374],90,""
81,"82","Metadata/Monsters/Grandmaster/138411.32085971.gm","Metadata/Monsters/Grandmaster/138411.32085971.ais","[8374,8363,8367]",96,""
82,"83","Metadata/Monsters/Grandmaster/369699.34731409.gm","Metadata/Monsters/Grandmaster/369699.34731409.ais","[8374,8363,8367,8370]",78,""
83,"84","Metadata/Monsters/Grandmaster/2422708.23949538.gm","Metadata/Monsters/Grandmaster/2422708.23949538.ais","[8374,8367,8370]",93,""
84,"85","Metadata/Monsters/Grandmaster/4678046.23271926.gm","Metadata/Monsters/Grandmaster/4678046.23271926.ais","[8374,8363,8367]",74,""
85,"86","Metadata/Monsters/Grandmaster/3373316.23834081.gm","Metadata/Monsters/Grandmaster/3373316.23834081.ais","[8367,8369,8371,8374]",81,""
86,"87","Metadata/Monsters/Grandmaster/926059.2137120.gm","Metadata/Monsters/Grandmaster/926059.2137120.ais","[8374,8363,8367,8370]",84,""
87,"88","Metadata/Monsters/Grandmaster/2062311.45501726.gm","Metadata/Monsters/Grandmaster/2062311.45501726.ais",[8374],90,""
88,"89","Metadata/Monsters/Grandmaster/6708.23491708.gm","Metadata/Monsters/Grandmaster/6708.23491708.ais",[8374],88,""
89,"90","Metadata/Monsters/Grandmaster/5674979.28601754.gm","Metadata/Monsters/Grandmaster/5674979.28601754.ais","[8374,8367]",84,""
90,"91","Metadata/Monsters/Grandmaster/3091521.43378541.gm","Metadata/Monsters/Grandmaster/3091521.43378541.ais",[8374],85,""
91,"92","Metadata/Monsters/Grandmaster/1467059.22797904.gm","Metadata/Monsters/Grandmaster/1467059.22797904.ais","[8374,8365,8367,8370]",82,""
92,"93","Metadata/Monsters/Grandmaster/285073.39301948.gm","Metadata/Monsters/Grandmaster/285073.39301948.ais","[8374,8363,8367]",60,""
93,"94","Metadata/Monsters/Grandmaster/754318.41043543.gm","Metadata/Monsters/Grandmaster/754318.41043543.ais","[8374,8363,8367,8370]",85,""
94,"95","Metadata/Monsters/Grandmaster/2452717.27855002.gm","Metadata/Monsters/Grandmaster/2452717.27855002.ais","[8374,8363,8367,8370]",94,""
95,"96","Metadata/Monsters/Grandmaster/507114.33942164.gm","Metadata/Monsters/Grandmaster/507114.33942164.ais","[8374,8367,8370]",89,""
96,"97","Metadata/Monsters/Grandmaster/683754.35696149.gm","Metadata/Monsters/Grandmaster/683754.35696149.ais","[8374,8908,8367]",84,""
97,"98","Metadata/Monsters/Grandmaster/937651.2346607.gm","Metadata/Monsters/Grandmaster/937651.2346607.ais","[8374,8367,8368]",100,""
98,"99","Metadata/Monsters/Grandmaster/2834167.28750517.gm","Metadata/Monsters/Grandmaster/2834167.28750517.ais","[8374,8367,8370]",88,""
99,"100","Metadata/Monsters/Grandmaster/4591209.48811169.gm","Metadata/Monsters/Grandmaster/4591209.48811169.ais","[8374,8363]",94,""
100,"101","Metadata/Monsters/Grandmaster/1246901.29350011.gm","Metadata/Monsters/Grandmaster/1246901.29350011.ais","[8374,8367,8370]",85,""
101,"102","Metadata/Monsters/Grandmaster/2052571.32085986.gm","Metadata/Monsters/Grandmaster/2052571.32085986.ais","[8374,8365,8363,8367,8370]",87,""
102,"103","Metadata/Monsters/Grandmaster/1193471.5058116.gm","Metadata/Monsters/Grandmaster/1193471.5058116.ais","[8374,8365,8367,8370]",99,""
103,"104","Metadata/Monsters/Grandmaster/942371.32501291.gm","Metadata/Monsters/Grandmaster/942371.32501291.ais","[8374,8367,8370]",100,""
104,"105","Metadata/Monsters/Grandmaster/5152473.54250838.gm","Metadata/Monsters/Grandmaster/5152473.54250838.ais",[8374],57,""
105,"106","Metadata/Monsters/Grandmaster/3474273.40188978.gm","Metadata/Monsters/Grandmaster/3474273.40188978.ais","[8374,8363,8367,8370,8372]",81,""
106,"107","Metadata/Monsters/Grandmaster/2004147.28596047.gm","Metadata/Monsters/Grandmaster/2004147.28596047.ais","[8374,8908,8367,8370]",76,""
107,"108","Metadata/Monsters/Grandmaster/687991.32803656.gm","Metadata/Monsters/Grandmaster/687991.32803656.ais","[8374,8363,8367,8372]",56,""
108,"109","Metadata/Monsters/Grandmaster/1219590.28634530.gm","Metadata/Monsters/Grandmaster/1219590.28634530.ais",[8374],94,""
109,"110","Metadata/Monsters/Grandmaster/529451.87105711.gm","Metadata/Monsters/Grandmaster/529451.87105711.ais",[],97,""
110,"111","Metadata/Monsters/Grandmaster/6354271.32372291.gm","Metadata/Monsters/Grandmaster/6354271.32372291.ais","[8374,8367,8370]",75,""
111,"112","Metadata/Monsters/Grandmaster/1040150.49886250.gm","Metadata/Monsters/Grandmaster/1040150.49886250.ais",[],93,""
112,"113","Metadata/Monsters/Grandmaster/465409.666078.gm","Metadata/Monsters/Grandmaster/465409.666078.ais","[8374,8367]",90,""
113,"114","Metadata/Monsters/Grandmaster/934740.24930110.gm","Metadata/Monsters/Grandmaster/934740.24930110.ais","[8374,8367]",89,""
114,"115","Metadata/Monsters/Grandmaster/3606806.18849396.gm","Metadata/Monsters/Grandmaster/3606806.18849396.ais",[8374],89,""
115,"116","Metadata/Monsters/Grandmaster/20516.49468971.gm","Metadata/Monsters/Grandmaster/20516.49468971.ais",[8374],42,""
116,"117","Metadata/Monsters/Grandmaster/543467.28632517.gm","Metadata/Monsters/Grandmaster/543467.28632517.ais","[8374,8363,8367,8370]",90,""
117,"118","Metadata/Monsters/Grandmaster/1931317.39721947.gm","Metadata/Monsters/Grandmaster/1931317.39721947.ais",[8374],91,""
118,"119","Metadata/Monsters/Grandmaster/504494.5208869.gm","Metadata/Monsters/Grandmaster/504494.5208869.ais","[8374,8367,8369]",72,""
119,"120","Metadata/Monsters/Grandmaster/598903.40664403.gm","Metadata/Monsters/Grandmaster/598903.40664403.ais","[8374,8363,8367]",88,""
120,"121","Metadata/Monsters/Grandmaster/1415744.34352824.gm","Metadata/Monsters/Grandmaster/1415744.34352824.ais","[8374,8363,8367,8370]",86,""
121,"122","Metadata/Monsters/Grandmaster/2276524.18540629.gm","Metadata/Monsters/Grandmaster/2276524.18540629.ais",[8374],99,""
122,"123","Metadata/Monsters/Grandmaster/453970.28428860.gm","Metadata/Monsters/Grandmaster/453970.28428860.ais","[8374,8367,8370]",85,""
123,"124","Metadata/Monsters/Grandmaster/3677961.33383481.gm","Metadata/Monsters/Grandmaster/3677961.33383481.ais","[8374,8367,8370]",93,""
124,"125","Metadata/Monsters/Grandmaster/1425016.33084006.gm","Metadata/Monsters/Grandmaster/1425016.33084006.ais","[8374,8367]",89,""
125,"126","Metadata/Monsters/Grandmaster/2743330.35897730.gm","Metadata/Monsters/Grandmaster/2743330.35897730.ais","[8374,8908]",83,""
126,"127","Metadata/Monsters/Grandmaster/1142815.28345395.gm","Metadata/Monsters/Grandmaster/1142815.28345395.ais","[8374,8367,8370]",96,""
127,"128","Metadata/Monsters/Grandmaster/5489000.28990840.gm","Metadata/Monsters/Grandmaster/5489000.28990840.ais","[8374,8363,8367,8370]",75,""
128,"129","Metadata/Monsters/Grandmaster/6298424.31617984.gm","Metadata/Monsters/Grandmaster/6298424.31617984.ais","[8374,8367]",75,""
129,"130","Metadata/Monsters/Grandmaster/6399421.33887526.gm","Metadata/Monsters/Grandmaster/6399421.33887526.ais","[8374,8367,8370]",56,""
130,"131","Metadata/Monsters/Grandmaster/421219.33742719.gm","Metadata/Monsters/Grandmaster/421219.33742719.ais","[8374,8367,8370]",91,""
131,"132","Metadata/Monsters/Grandmaster/2729270.28801790.gm","Metadata/Monsters/Grandmaster/2729270.28801790.ais","[8374,6828,6830,8367]",81,""
132,"133","Metadata/Monsters/Grandmaster/1528625.27509385.gm","Metadata/Monsters/Grandmaster/1528625.27509385.ais","[8374,8363,8367,8370]",90,""
133,"134","Metadata/Monsters/Grandmaster/720174.32266774.gm","Metadata/Monsters/Grandmaster/720174.32266774.ais","[8374,8363,8367,8370]",90,""
134,"135","Metadata/Monsters/Grandmaster/1669698.4380443.gm","Metadata/Monsters/Grandmaster/1669698.4380443.ais","[8374,8363,8367]",84,""
135,"136","Metadata/Monsters/Grandmaster/912881.34163326.gm","Metadata/Monsters/Grandmaster/912881.34163326.ais","[8374,8367,8370]",84,""
136,"137","Metadata/Monsters/Grandmaster/3660313.16627968.gm","Metadata/Monsters/Grandmaster/3660313.16627968.ais","[8374,8367,8370]",84,""
137,"138","Metadata/Monsters/Grandmaster/6352484.31767044.gm","Metadata/Monsters/Grandmaster/6352484.31767044.ais","[8374,8367]",82,""
138,"139","Metadata/Monsters/Grandmaster/451692.42402567.gm","Metadata/Monsters/Grandmaster/451692.42402567.ais",[],100,""
139,"140","Metadata/Monsters/Grandmaster/4376698.28727493.gm","Metadata/Monsters/Grandmaster/4376698.28727493.ais","[8374,8363,8367,8370]",90,""
140,"141","Metadata/Monsters/Grandmaster/3123758.39457693.gm","Metadata/Monsters/Grandmaster/3123758.39457693.ais","[8374,8367,8370]",80,""
141,"142","Metadata/Monsters/Grandmaster/1041815.42586485.gm","Metadata/Monsters/Grandmaster/1041815.42586485.ais",[8374],92,""
142,"143","Metadata/Monsters/Grandmaster/3275331.17274651.gm","Metadata/Monsters/Grandmaster/3275331.17274651.ais","[8374,8367,8370]",83,""
143,"144","Metadata/Monsters/Grandmaster/5052647.28915067.gm","Metadata/Monsters/Grandmaster/5052647.28915067.ais","[8374,8363,8367,8370]",91,""
144,"145","Metadata/Monsters/Grandmaster/588745.26870420.gm","Metadata/Monsters/Grandmaster/588745.26870420.ais","[8374,8367]",92,""
145,"146","Metadata/Monsters/Grandmaster/6220441.31362481.gm","Metadata/Monsters/Grandmaster/6220441.31362481.ais","[8374,8367,8370]",89,""
146,"147","Metadata/Monsters/Grandmaster/526062.22914982.gm","Metadata/Monsters/Grandmaster/526062.22914982.ais","[8374,8363]",73,""
147,"148","Metadata/Monsters/Grandmaster/3528293.41982628.gm","Metadata/Monsters/Grandmaster/3528293.41982628.ais","[8374,8365,8367]",63,""
148,"149","Metadata/Monsters/Grandmaster/6748981.34319846.gm","Metadata/Monsters/Grandmaster/6748981.34319846.ais","[8374,8363,8367,8370]",82,""
149,"150","Metadata/Monsters/Grandmaster/2190153.40906933.gm","Metadata/Monsters/Grandmaster/2190153.40906933.ais","[8374,8367,8371]",92,""
150,"151","Metadata/Monsters/Grandmaster/1132852.26019872.gm","Metadata/Monsters/Grandmaster/1132852.26019872.ais","[8374,8367]",78,""
151,"152","Metadata/Monsters/Grandmaster/5642915.26517880.gm","Metadata/Monsters/Grandmaster/5642915.26517880.ais","[8374,8367,8371]",82,""
152,"153","Metadata/Monsters/Grandmaster/4864833.40910048.gm","Metadata/Monsters/Grandmaster/4864833.40910048.ais","[8374,8367,8370]",79,""
153,"154","Metadata/Monsters/Grandmaster/2706520.29006550.gm","Metadata/Monsters/Grandmaster/2706520.29006550.ais","[8374,8366,8363,8908,8367]",65,""
154,"155","Metadata/Monsters/Grandmaster/852674.106465589.gm","Metadata/Monsters/Grandmaster/852674.106465589.ais",[],86,""
155,"156","Metadata/Monsters/Grandmaster/1617282.27822132.gm","Metadata/Monsters/Grandmaster/1617282.27822132.ais","[8374,8367,8370]",94,""
156,"157","Metadata/Monsters/Grandmaster/594516.22522406.gm","Metadata/Monsters/Grandmaster/594516.22522406.ais","[8374,6381,6382,8367]",80,""
157,"158","Metadata/Monsters/Grandmaster/3324363.41369383.gm","Metadata/Monsters/Grandmaster/3324363.41369383.ais","[8374,8365,8367]",34,""
158,"159","Metadata/Monsters/Grandmaster/2959364.17149329.gm","Metadata/Monsters/Grandmaster/2959364.17149329.ais","[8374,8367,8371]",92,""
159,"160","Metadata/Monsters/Grandmaster/1095240.24522400.gm","Metadata/Monsters/Grandmaster/1095240.24522400.ais",[8374],94,""
160,"161","Metadata/Monsters/Grandmaster/3707626.34676856.gm","Metadata/Monsters/Grandmaster/3707626.34676856.ais","[8374,8367,8370]",68,""
161,"162","Metadata/Monsters/Grandmaster/844373.40834948.gm","Metadata/Monsters/Grandmaster/844373.40834948.ais","[8374,8367,8370]",88,""
162,"163","Metadata/Monsters/Grandmaster/550354.31388294.gm","Metadata/Monsters/Grandmaster/550354.31388294.ais","[8374,8908,8371]",92,""
163,"164","Metadata/Monsters/Grandmaster/3321536.27800221.gm","Metadata/Monsters/Grandmaster/3321536.27800221.ais",[8374],92,""
164,"165","Metadata/Monsters/Grandmaster/369599.13530339.gm","Metadata/Monsters/Grandmaster/369599.13530339.ais","[8374,8363,8367,8369]",88,""
165,"166","Metadata/Monsters/Grandmaster/1055937.31531432.gm","Metadata/Monsters/Grandmaster/1055937.31531432.ais",[8374],87,""
166,"167","Metadata/Monsters/Grandmaster/6705268.39541178.gm","Metadata/Monsters/Grandmaster/6705268.39541178.ais","[8374,8363,8367]",94,""
167,"168","Metadata/Monsters/Grandmaster/5056403.42586773.gm","Metadata/Monsters/Grandmaster/5056403.42586773.ais","[8374,8367]",31,""
168,"169","Metadata/Monsters/Grandmaster/4400471.36074616.gm","Metadata/Monsters/Grandmaster/4400471.36074616.ais","[8374,8367]",64,""
169,"170","Metadata/Monsters/Grandmaster/560714.32850634.gm","Metadata/Monsters/Grandmaster/560714.32850634.ais","[8374,8367]",87,""
170,"171","Metadata/Monsters/Grandmaster/762506.32116641.gm","Metadata/Monsters/Grandmaster/762506.32116641.ais","[8374,8367,8370]",93,""
171,"172","Metadata/Monsters/Grandmaster/560377.948712.gm","Metadata/Monsters/Grandmaster/560377.948712.ais","[8374,8367]",86,""
172,"173","Metadata/Monsters/Grandmaster/417032.13478872.gm","Metadata/Monsters/Grandmaster/417032.13478872.ais",[8374],98,""
173,"174","Metadata/Monsters/Grandmaster/4141528.51759858.gm","Metadata/Monsters/Grandmaster/4141528.51759858.ais",[8374],100,""
174,"175","Metadata/Monsters/Grandmaster/1114776.32098361.gm","Metadata/Monsters/Grandmaster/1114776.32098361.ais","[8374,8363,8367,8370]",91,""
175,"176","Metadata/Monsters/Grandmaster/3595940.103414075.gm","Metadata/Monsters/Grandmaster/3595940.103414075.ais",[],92,""
176,"177","Metadata/Monsters/Grandmaster/425571.32703006.gm","Metadata/Monsters/Grandmaster/425571.32703006.ais","[8374,8367]",86,""
177,"178","Metadata/Monsters/Grandmaster/2438355.21961105.gm","Metadata/Monsters/Grandmaster/2438355.21961105.ais","[8374,8367]",90,""
178,"179","Metadata/Monsters/Grandmaster/3376554.18000119.gm","Metadata/Monsters/Grandmaster/3376554.18000119.ais","[8374,8367]",84,""
179,"180","Metadata/Monsters/Grandmaster/3089753.47754743.gm","Metadata/Monsters/Grandmaster/3089753.47754743.ais",[8374],90,""
180,"181","Metadata/Monsters/Grandmaster/6456204.35642969.gm","Metadata/Monsters/Grandmaster/6456204.35642969.ais","[8374,8363,8367]",88,""
181,"182","Metadata/Monsters/Grandmaster/3865885.36421595.gm","Metadata/Monsters/Grandmaster/3865885.36421595.ais","[8374,8363,8908,8372]",50,""
182,"183","Metadata/Monsters/Grandmaster/219054.24278984.gm","Metadata/Monsters/Grandmaster/219054.24278984.ais","[8374,8365,8363,8367,8370,8372]",85,""
183,"184","Metadata/Monsters/Grandmaster/268119.11052519.gm","Metadata/Monsters/Grandmaster/268119.11052519.ais","[8374,8363,8367]",90,""
184,"185","Metadata/Monsters/Grandmaster/518712.29445202.gm","Metadata/Monsters/Grandmaster/518712.29445202.ais","[8374,8363,8367,8370,8372]",91,""
185,"186","Metadata/Monsters/Grandmaster/541976.30103991.gm","Metadata/Monsters/Grandmaster/541976.30103991.ais","[8374,6381,6382,8367]",90,""
186,"187","Metadata/Monsters/Grandmaster/688472.30294622.gm","Metadata/Monsters/Grandmaster/688472.30294622.ais","[8374,8367]",38,""
187,"188","Metadata/Monsters/Grandmaster/806705.27987535.gm","Metadata/Monsters/Grandmaster/806705.27987535.ais","[8374,8363,8367,8372]",95,""
