"rownum","Id","BaseItemTypesKeys1","BaseItemTypesKeys2","BaseItemTypesKeys3","BaseItemTypesKeys4","BaseItemTypesKeys5","BaseItemTypesKeys6","BaseItemTypesKeys7","BaseItemTypesKeys8","BaseItemTypesKeys9","BaseItemTypesKeys10","BaseItemTypesKeys11","BaseItemTypesKeys12","WorldAreasKey","BaseItemTypesKeys13","BaseItemTypesKeys14"
10,"Descent11","[4313,4314,6,6,4235,4236,4237,2,14,11,11]","[4315,4316,4787,6,6,4235,4236,4237,2,2]","[4313,4314,6,6,4235,4236,4237,2,14,11,11]","[4315,4316,4787,6,6,4235,4236,4237,2,2]","[4313,4314,6,6,4235,4236,4237,2,14,11,11]","[4315,4316,4787,6,6,4235,4236,4237,2,2]","[4313,4314,6,6,4235,4236,4237,2,14,11,11]","[4315,4316,4787,6,6,4235,4236,4237,2,2]","[4313,4314,6,6,4235,4236,4237,2,14,11,11]","[4315,4316,4787,6,6,4235,4236,4237,2,2]","[4313,4314,6,6,4235,4236,4237,2,14,11,11]","[4315,4316,4787,6,6,4235,4236,4237,2,2]",1312,"[4313,4314,6,6,4235,4236,4237,2,14,11,11]","[4315,4316,4787,6,6,4235,4236,4237,2,2]"
11,"Descent12","[4265,1,1,1,5057,5047,4754,4769,5087,5086,14,6,2,15,15]","[1,1,1,4265,5086,4754,4769,5047,5087,5057,12,12,6,2]","[4265,1,1,1,5057,5047,4754,4769,5087,5046,14,6,2,15,15]","[1,1,1,4265,5087,5046,4754,4769,5057,5047,12,12,6,2]","[4265,1,1,1,5051,4754,4769,5221,5087,5084,14,6,2,15,15]","[1,1,1,4265,5087,4754,4769,5084,5221,5051,12,12,6,2]","[4265,1,1,1,5087,5050,4754,4769,5088,5045,14,6,2,15,15]","[1,1,1,4265,5088,5050,5045,5087,12,12,6,2]","[4265,1,1,1,4754,4769,5088,5086,5045,14,6,2,15,15]","[1,1,1,4265,5088,4754,4769,5086,5045,12,12,6,2]","[4265,1,1,1,4754,4769,5086,5045,5087,5046,14,6,2,15,15]","[1,1,1,4265,4754,4769,5086,5045,5087,5046,12,12,6,2]",1313,"[4265,1,1,1,4754,4769,5086,5087,5045,14,6,2,15,15]","[1,1,1,4265,4754,4769,5086,5087,5045,12,12,6,2]"
12,"Descent13","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]",1314,"[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]"
13,"Descent14","[6,6,2,2,13,13,5128,5265,5280]","[21,21,20,20,20,19,19,13,13,5128,5265,5280]","[6,6,2,2,13,13,5128,5265,5280]","[21,21,20,20,20,19,19,13,13,5128,5265,5280]","[6,6,2,2,13,13,5212,5128,5253]","[21,21,20,20,20,19,19,13,13,5212,5128,5253]","[6,6,2,2,13,13,5163,5174,5277,5250,5254]","[21,21,20,20,20,19,19,13,13,5163,5174,5277,5250,5254]","[6,6,2,2,13,13,5161,5163,5174,5277,5254]","[21,21,20,20,20,19,19,13,13,5161,5163,5174,5277,5254]","[6,6,2,2,13,13,5161,5277,5265,5280]","[21,21,20,20,20,19,19,13,13,5161,5277,5265,5280]",1315,"[6,6,2,2,13,13,5161,5128,5277,5265,5280]","[21,21,20,20,20,19,19,13,13,5128,5161,5277,5265,5280]"
14,"Descent15",[],[],[],[],[],[],[],[],[],[],[],[],1316,[],[]
15,"Descent2_2_1","[4231,4233,10,10,15,11,4314,4260,5108,5058,5243,4750,4750,4765,5278]",[],"[4231,4233,10,10,15,11,4314,4260,4750,4750,4765,5056,5108,5077,5243,5278]",[],"[4231,4233,10,10,15,11,4314,4260,4750,4765,4750,5077,4991,5255]",[],"[4231,4233,10,10,15,11,4314,4260,4750,4765,4750,5105,5077,5266,5261]",[],"[4231,4233,10,10,15,11,4314,4260,4750,4765,4750,5266,5261]",[],"[4231,4233,10,10,15,11,4314,4260,4750,4765,4750,5113,5243,5261,5278]",[],1318,"[4231,4233,10,10,15,11,4314,4260,4750,4765,4750,5108,5243,5261,5278]",[]
16,"Descent2_2_2","[4232,10,10,15,11,1,1,1,4313,6,4259,5108,5058,5243,4750,4765,5278]",[],"[4232,10,10,15,11,1,1,1,4313,6,4259,4750,4765,5056,5108,5077,5243,5278]",[],"[4232,10,10,15,11,1,1,1,4313,6,4259,4750,4765,5077,4991,5255]",[],"[4232,10,10,15,11,1,1,1,4313,6,4259,4750,4765,5105,5077,5266,5261]",[],"[4232,10,10,15,11,1,1,1,4313,6,4259,4750,4765,5266,5261]",[],"[4232,10,10,15,11,1,1,1,4313,6,4259,4750,4765,5113,5243,5261,5278]",[],1319,"[4232,10,10,15,11,1,1,1,4313,6,4259,4750,4765,5108,5243,5261,5278]",[]
17,"Descent2_3","[8,8,8,12,12,14,15,11,11,10,10,1,1,4751,4766]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],1320,"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[]
18,"Descent2_4","[5131,4996,4751]",[],"[4751,4996,5131,4999]",[],"[4751,4999,5002,5131]",[],"[4751,5005,5002,4999,5270,5140]",[],"[4751,5005,4999,5270]",[],"[4751,4996,5005,5131]",[],1323,"[4751,5002,5005,4996,5131,4999]",[]
19,"Descent2_5_1","[4261,4263,6,11,11,14,1,1,4315]",[],"[4262,4263,6,11,11,14,1,1,4315]",[],"[4262,4263,6,11,11,14,1,1,4315]",[],"[4261,4263,6,11,11,14,1,1,4315]",[],"[4262,4263,6,11,11,14,1,1,4315]",[],"[4262,4261,6,11,11,14,1,1,4315]",[],1324,"[4262,4263,6,11,11,14,1,1,4315]",[]
20,"Descent2_5_2","[4261,4262,6,6,2,4313]",[],"[4261,4263,6,6,2,4313]",[],"[4261,4262,6,6,2,4313]",[],"[4261,4262,6,6,2,4313]",[],"[4261,4262,6,6,2,4313]",[],"[4263,4262,6,6,2,4313]",[],1325,"[4261,4262,6,6,2,4313]",[]
21,"Descent2_6_1","[6,6,2,4972,4752,4767,5275]",[],"[6,6,2,5137,5275,4972]",[],"[6,6,2,5137,5061,5078]",[],"[6,6,2,5137,4968,5142,5269,5257]",[],"[6,6,2,4968,5072,5079,5269,5257]",[],"[6,6,2,4968,5072,5160,5133,5275]",[],1326,"[6,6,2,4968,5275,5072]",[]
22,"Descent2_6_2","[21,20,19,23,21,20,19,23,4972,4752,4767,5275]",[],"[21,20,19,23,21,20,19,23,5137,5275,4972]",[],"[21,20,19,23,21,20,19,23,5137,5061,5078]",[],"[21,20,19,23,21,20,19,23,5137,4968,5142,5269,5257]",[],"[21,20,19,23,21,20,19,23,4968,5072,5079,5269,5257]",[],"[21,20,19,23,21,20,19,23,4968,5072,5160,5133,5275]",[],1328,"[21,20,19,23,21,20,19,23,4968,5275,5072]",[]
23,"Descent2_8_1","[6,2,2,4266,4267,21,20,19,21,20,19,5217,5218,5216,4977]",[],"[6,2,2,4266,4268,21,20,19,21,20,19,5216,5217,5218,4977,4984]",[],"[6,2,2,4266,4267,21,20,19,21,20,19,5217,5218,5216,4984,5112]",[],"[6,2,2,4266,4267,21,20,19,21,20,19,5218,5217,5216,4984,5112]",[],"[6,2,2,4267,4268,21,20,19,21,20,19,5218,5217,5170,5112]",[],"[6,2,2,4266,4267,21,20,19,21,20,19,5218,5217,5112,5216,4977]",[],1332,"[6,2,2,4266,4267,21,20,19,21,20,19,4268,5218,5217,5216,4984,4977,5112]",[]
24,"Descent2_8_2","[6,4266,4268,10,10,11,11,1,1,21,20,19,21,20,19,14,5217,5218,5216,4977,4752,4767]",[],"[6,4267,4268,10,10,11,11,1,1,21,20,19,21,20,19,14,5216,5217,5218,4977,4984]",[],"[6,4267,4268,10,10,11,11,1,1,21,20,19,21,20,19,14,5217,5218,5216,4984,5112]",[],"[6,4266,4268,10,10,11,11,1,1,21,20,19,21,20,19,14,5218,5217,5216,4984,5112]",[],"[6,4266,4268,10,10,11,11,1,1,21,20,19,21,20,19,14,5218,5217,5170,5112]",[],"[6,4267,4268,10,10,11,11,1,1,21,20,19,21,20,19,14,5218,5217,5112,5216,4977]",[],1333,"[6,4267,4268,10,10,11,11,1,1,21,20,19,21,20,19,14,4266,5218,5217,5216,4984,4977,5112]",[]
25,"Descent2_9_1","[6,2,13,13,13,2,6,6,6,2,4237,5039,4997,5069,4753,4753,4768,4768,4237]",[],"[6,2,13,13,13,2,6,6,6,2,4237,5166,4997,5069,5039,4237]",[],"[6,2,13,13,13,2,6,6,6,2,4237,5166,4997,5069,4237]",[],"[6,2,13,13,13,2,6,6,6,2,4237,5042,4997,5039,5249,4237]",[],"[6,2,13,13,13,2,6,6,6,2,4237,5042,5062,4237]",[],"[6,2,13,13,13,2,6,6,6,2,4237,5042,5062,5069,5039,4237]",[],1334,"[6,2,13,13,13,2,6,6,6,2,4237,5039,4997,5069,5042,5062,5166,4237]",[]
26,"Descent2_9_2","[6,2,13,13,13,1,1,21,20,19,4235,5039,4997,5069,4753,4753,4768,4768,4235]",[],"[6,2,13,13,13,1,1,21,20,19,4235,5166,4997,5069,5039,4235]",[],"[6,2,13,13,13,1,1,21,20,19,4235,5166,4997,5069,4235]",[],"[6,2,13,13,13,1,1,21,20,19,4235,5042,4997,5039,5249,4235]",[],"[6,2,13,13,13,1,1,21,20,19,4235,5042,5062,4235]",[],"[6,2,13,13,13,1,1,21,20,19,4235,5042,5062,5069,5039,4235]",[],1335,"[6,2,13,13,13,1,1,21,20,19,4235,5039,4997,5069,5042,5062,5166,4235]",[]
27,"Descent2_9_3","[6,2,13,13,13,2,6,12,14,13,4236,5039,4997,5069,4753,4753,4768,4768,4236]",[],"[6,2,13,13,13,2,6,12,14,13,4236,5166,4997,5069,5039,4236]",[],"[6,2,13,13,13,2,6,12,14,13,4236,5166,4997,5069,4236]",[],"[6,2,13,13,13,2,6,12,14,13,4236,5042,4997,5039,5249,4236]",[],"[6,2,13,13,13,2,6,12,14,13,4236,5042,5062,4236]",[],"[6,2,13,13,13,2,6,12,14,13,4236,5042,5062,5069,5039,4236]",[],1336,"[6,2,13,13,13,2,6,12,14,13,4236,5039,4997,5069,5042,5062,5166,4236]",[]
28,"Descent2_11","[5,21,20,19,2,6,13,4242]",[],"[5,21,20,19,2,6,13,4242]",[],"[5,21,20,19,2,6,13,4242]",[],"[5,21,20,19,2,6,13,4242]",[],"[5,21,20,19,2,6,13,4242]",[],"[5,21,20,19,2,6,13,4242]",[],1340,"[5,21,20,19,2,6,13,4242]",[]
29,"Descent2_12","[1,1,1,6,2,8,8,8,12,12,13,5086,5046,5057,5047,5085,4754,4769]",[],"[1,1,1,6,2,8,8,8,12,12,13,5046,5221,5087,5084,5047]",[],"[1,1,1,6,2,8,8,8,12,12,13,5221,5051,5087,5084]",[],"[1,1,1,6,2,8,8,8,12,12,13,5124,5126,5125,5088,5087,5050]",[],"[1,1,1,6,2,8,8,8,12,12,13,5124,5126,5125,5081,5088]",[],"[1,1,1,6,2,8,8,8,12,12,13,5124,5126,5125,5046,5086]",[],1341,"[1,1,1,6,2,8,8,8,12,12,13,5124,5126,5125,5086,5088,5087]",[]
30,"Descent2_3_S1","[4787,4787,4673]",[],"[4787,4787,4673]",[],"[4787,4787,4673]",[],"[4787,4787,4673]",[],"[4787,4787,4673]",[],"[4787,4787,4673]",[],1321,"[4787,4787,4673]",[]
31,"Descent2_6_1_S1","[4969,4041,5241,5053,5227,4097]",[],"[4969,4041,5241,5053,5227,4097]",[],"[4969,4041,5241,5053,5227,4097]",[],"[4969,4041,5241,5053,5227,4097]",[],"[4969,4041,5241,5053,5227,4097]",[],"[4969,4041,5241,5053,5227,4097]",[],1327,"[4969,4041,5241,5053,5227,4097]",[]
32,"Descent2_6_2_S1","[5092,5237]",[],"[5092,5237]",[],"[5092,5237]",[],"[5092,5237]",[],"[5092,5237]",[],"[5092,5237]",[],1329,"[5092,5237]",[]
