"rownum","WorldAreasKey","ItemVisualIdentityKey","bool","MapsKey","FlavourTextKey","AtlasRegionsKey","AtlasNodeKeys0","AtlasNodeKeys1","AtlasNodeKeys2","AtlasNodeKeys3","AtlasNodeKeys4","Tier0","Tier1","Tier2","Tier3","Tier4","X0","X1","X2","X3","X4","Y0","Y1","Y2","Y3","Y4","f32","f32","f32","f32","f32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","DDSFile"
25,1232,6271,"",466,1901,2,"[99,83,59]","[99,83,59]","[99,83,65,59]","[99,83,59]","[99,83,65,59]",2,6,9,11,14,443.47,445.599,452.172,449.923,452.513,420.958,421.524,427.042,422.507,414.326,207,203,227,205,221,15,14,-2,9,0,-9,1,-17,-2,0,""
26,1204,7331,"",440,1873,1,[],[],[27],[27],[27],0,0,9,11,14,579.122,579.122,549.531,569.492,576.749,18.506,18.506,155.095,138.402,128.726,20,20,64,60,66,0,0,16,7,4,0,0,13,18,22,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/ActonsNightmare.dds"
27,1203,6269,"",440,1872,1,[],[],"[95,46,26,22,110]","[103,46,26,22,13]","[95,81,26,22,13,11]",0,0,9,11,14,581.876,581.876,583.274,583.657,585.781,64.381,64.381,182.032,174.509,172.982,20,20,166,178,204,0,0,5,-7,-2,0,0,-6,-5,-13,""
28,1201,6336,"",438,1870,3,[],[],[],[],"[101,84]",0,0,0,0,14,582.793,582.793,582.793,582.793,558.427,540.653,540.653,540.653,540.653,377.098,20,20,20,20,132,0,0,0,0,0,0,0,0,0,1,""
29,1199,6231,"",436,1869,3,"[83,57,38,59,111]","[83,38,59,24]","[84,83,80,59]","[84,83,59]","[84,83,80,59]",2,6,9,11,14,548.835,531.2,522.005,523.332,508.102,374.087,402.475,389.14,391.824,398.028,243,196,177,152,162,6,-1,0,-13,4,5,-5,1,-4,-1,""
30,1222,6314,"",456,1891,0,"[92,62,61,34]","[92,69,62,61]","[92,69,62,61]","[92,69,62,61]","[88,62,61,5]",3,7,11,13,15,264.546,264.546,254.064,263.194,255.316,230.358,230.358,244.469,242.72,248.913,194,190,196,171,155,-1,6,12,9,9,5,9,-8,6,6,""
31,1223,6221,"",457,1892,0,[],[],[],"[86,42,32]","[105,86,34]",0,0,0,13,16,91.972,91.972,91.972,207.991,206.378,65.541,65.541,65.541,86.594,118.04,20,20,20,188,124,0,0,0,47,10,0,0,0,29,21,""
32,1194,6242,"",431,1864,0,"[86,78,48]","[78,48,34]","[78,48,34]","[48,42,31]","[78,48,2]",4,7,10,12,15,320.918,308.504,320.039,312.511,346.053,77.992,82.976,86.91,83.888,78.57,268,201,188,230,136,-10,-1,0,-3,0,27,10,11,10,17,""
33,1191,6297,"",428,1861,1,"[100,44,21]","[100,22,21]","[100,58,21]","[100,22,21,13,12]","[96,22,21,13,12]",4,7,10,12,14,696.054,704.125,707.791,680.988,656.346,100.091,89.127,88.867,118.667,124.033,199,212,135,197,144,21,-7,12,-3,-4,10,12,13,6,12,""
34,1188,6267,"",426,1858,0,"[86,78,69,62,30]","[86,78,62,32]","[86,78,62,32]","[86,69,62,42]","[86,69,62,31,5]",4,8,11,13,15,256.524,220.413,239.397,257.468,231.791,190.261,92.348,96.838,187.39,183.074,200,229,194,178,170,5,27,15,1,8,-11,44,23,-4,-2,""
35,1187,7288,"",425,1857,2,[36],[36],[36],[36],[36],3,7,10,12,14,308.821,350.964,333.091,346.697,318.215,453.232,445.261,430.349,440.058,450.101,61,47,51,50,54,18,-10,0,-10,13,-8,8,15,10,9,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/TheCowardsTrial.dds"
36,1186,6265,"",425,1856,2,"[99,53,35,117]","[99,53,35,117]","[99,35,117]","[99,35,17]","[99,47,35]",3,7,10,12,14,345.433,330.927,333.219,325.76,345.612,436.379,462.924,460.398,460.976,469.335,160,170,149,153,162,-9,6,-2,6,-1,-16,-18,-7,-2,-7,""
37,1184,6256,"",423,1854,3,[],[],[],"[90,52,24]","[90,82,52]",0,0,0,13,16,797.882,797.882,797.882,782.162,783.777,528.822,528.822,528.822,446.745,461.096,20,20,20,152,146,0,0,0,-36,-27,0,0,0,-18,-23,""
38,1182,6288,"",421,1852,3,"[82,57,55,29,24]","[107,29,111]","[80,57,55,24]","[82,52,9]","[101,24,9]",3,5,10,11,14,626.533,533.098,638.915,654.638,644.962,403.404,361.723,415.732,425.811,422.647,215,139,191,125,121,10,23,5,-8,-9,3,4,9,-13,4,""
39,1189,6270,"",427,1859,1,"[100,109,44]","[100,109]","[102,109,44]","[100,109,10]","[100,109,44,49]",5,9,11,13,16,827.24,818.414,800.851,817.734,786.06,165.352,132.92,212.522,199.973,191.106,221,145,189,157,157,-31,-12,-22,-11,-2,3,2,-7,-14,12,""
40,1178,6342,"",417,1848,2,[],"[115,87,53]","[97,87,65]","[115,87,65]","[115,87,16]",0,5,9,11,14,200.983,381.488,409.287,397.02,401.119,276.92,305.865,295.839,294.699,302.635,20,182,138,147,140,0,-8,-3,-3,-4,0,24,25,26,7,""
41,1176,10023,"",415,1846,0,[42],[42],[42],[42],[42],3,6,10,12,14,364.128,401.514,372.018,349.546,371.279,195.374,179.655,191.864,168.592,153.127,47,58,42,71,43,6,-18,-8,-17,-1,-11,-2,-6,-18,10,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/ThePutridCloister.dds"
42,1175,6266,"",415,1845,0,"[91,78,71,69,41,8]","[104,92,78,69,41,8]","[69,41,14]","[78,41,34,32,31,14]","[69,51,41,14]",3,6,10,12,14,377.093,364.618,355.293,315.243,367.944,171.781,175.63,178.497,132.347,175.099,174,190,115,263,150,10,-3,5,0,6,10,3,1,0,2,""
43,1133,10024,"",382,1804,1,[44],[44],[44],[44],[44],4,7,11,12,15,738.898,755.673,772.981,715.563,783.362,208.767,166.585,187.805,196.486,242.308,49,48,66,51,56,9,1,-18,11,-16,-10,13,12,9,6,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/HallowedGround.dds"
44,1132,6257,"",382,1803,1,"[102,96,43,39,33]","[102,96,109,43,22]","[96,113,43,4,39]","[100,95,109,43,4]","[102,100,96,43,4,39]",4,7,11,12,15,757.792,758.049,735.472,739.1,750.389,187.499,193.725,212.27,215.899,255.408,216,177,182,219,185,-18,-17,-6,-7,-1,-3,0,7,1,-30,""
45,1171,6296,"",412,1841,3,"[102,107,93]","[102,93,116,52]","[102,93,116]","[102,93,116,90,73]","[102,93,116,73]",4,8,11,13,15,783.845,752.802,780.62,764.091,786.264,319.048,346.866,316.629,323.886,322.676,185,214,166,188,168,-17,1,-13,3,-23,8,-1,0,14,0,""
46,1170,6290,"",411,1840,1,"[95,110]",[112],"[103,112,27]","[103,112,27]","[112,11]",1,4,8,10,14,550.693,550.693,550.693,550.693,550.693,229.444,229.444,229.444,229.444,229.444,107,60,178,162,106,14,14,10,9,14,-18,-13,-22,-26,-6,""
47,1169,6292,"",410,1839,2,[],[],[],[],"[89,36,20]",0,0,0,0,15,140.48,139.868,138.607,138.225,300.916,506.027,505.13,507.188,504.846,463.857,20,20,20,20,124,0,0,0,0,-4,0,0,0,0,-4,""
48,1168,6226,"",409,1838,0,"[78,67,32]","[78,67,32]","[78,67,32]","[78,67,32]","[78,67,32]",3,6,10,12,14,391.817,393.027,394.236,399.538,399.28,79.467,76.645,75.839,73.623,78.02,138,195,155,160,127,-24,-28,-25,-20,-18,23,22,24,21,17,""
49,1166,6358,"",407,1836,1,[],[],[],"[21,13,110]","[109,39,10]",0,0,0,12,16,565.726,565.726,565.726,590.879,830.324,63.598,63.598,63.598,82.166,176.79,20,20,20,143,123,0,0,0,8,-13,0,0,0,19,7,""
50,1165,10254,"",406,1835,0,[],[51],[51],[51],[51],0,6,9,11,14,522.408,376.519,379.347,406.651,399.682,245.193,212.396,213.961,191.703,190.333,20,46,48,40,47,0,-4,-5,2,-8,0,12,12,9,10,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/TheTwilightTemple.dds"
51,1164,6343,"",406,1834,0,[],"[92,71,50]","[104,92,71,69,50]","[106,114,50]","[104,114,50,42]",0,6,9,11,14,500.63,367.47,368.818,412.001,383.316,268.158,236.469,238.865,210.589,211.656,20,140,168,121,105,0,2,2,-4,-1,0,1,-14,-1,-12,""
52,1163,6307,"",405,1833,3,"[93,82,24]","[90,57,55,45,24]","[82,57,24]","[107,73,38,37,24]","[116,82,73,57,37]",4,7,10,12,15,738.317,695.495,708.82,696.803,706.604,442.042,412.016,390.127,412.264,402.09,197,205,162,202,196,0,-3,0,2,18,-24,-3,7,4,-2,""
53,1161,6263,"",404,1832,2,"[99,65,36,1,117]","[65,40,36,1]","[99,97,65,61,1]","[99,59,6,1]","[99,65,1]",3,6,10,11,14,360.154,339.767,352.265,392.895,375.911,374.328,371.35,380.622,410.513,435.322,218,195,218,189,118,-10,9,-5,-14,1,7,8,-15,-4,-4,""
54,1159,6262,"",403,1830,3,[],[],[],[],"[55,0,75]",0,0,0,0,14,552.537,552.537,552.537,552.537,584.261,538.146,538.146,538.146,538.146,458.923,20,20,20,20,122,0,0,0,0,6,0,0,0,0,7,""
55,1158,6253,"",402,1829,3,"[83,38,24]","[90,80,52,24]","[83,38,24]","[75,24,9]","[54,24,9]",3,7,10,11,14,621.647,650.219,620.121,620.617,639.921,459.602,457.114,460.788,465.9,463.831,192,250,225,190,122,-4,12,5,0,-11,-24,-19,-18,-12,-10,""
56,1157,8394,"",401,1828,3,[57],[57],[57],[57],[57],3,7,10,11,14,673.472,642.025,642.428,643.235,687.179,358.309,356.696,354.277,345.005,357.502,70,56,51,48,54,-24,13,9,13,-8,3,10,11,-4,14,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/TheVinktarSquare.dds"
57,1156,6275,"",401,1827,3,"[116,82,63,56,38,29]","[107,116,82,56,52]","[101,107,56,52,38]","[107,116,63,56]","[101,107,56,52,24]",3,7,10,11,14,625.446,669.39,662.133,669.391,670.6,364.497,378.608,377.802,335.47,386.268,205,141,148,132,149,11,-5,-11,-5,-6,-3,-15,-8,5,5,""
58,1155,6273,"",400,1826,1,[],[],"[109,33]","[10,12]","[100,3,21]",0,0,11,13,15,902.271,902.271,766.59,784.702,726.428,64.389,64.389,76.86,72.677,78.912,20,20,157,143,226,0,0,-1,-3,6,0,0,23,22,22,""
59,1196,6305,"",433,1866,2,"[99,87,29,25]","[87,65,29,25]","[87,65,29,25]","[87,53,29,25]","[87,29,25]",2,5,9,11,14,447.811,458.293,458.093,453.384,462.867,373.742,380.596,371.168,373.021,371.354,211,203,198,207,165,9,2,4,5,15,11,-1,4,9,1,""
60,1153,6362,"",398,1824,2,[61],[61],[61],[61],[61],4,7,11,13,15,240.131,232.471,237.485,210.713,217.027,298.706,298.303,299.384,284.635,286.666,46,58,59,64,63,7,18,18,19,19,10,0,5,9,6,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/VaultsOfAtziri.dds"
61,1152,6219,"",398,1823,2,"[115,60,23,30,1]","[115,60,23,30]","[115,60,53,23,30]","[97,60,23,30]","[98,97,60,23,30]",4,7,11,13,15,254.908,269.422,273.871,249.292,256.926,319.789,298.019,310.443,304.256,299.761,208,166,225,198,183,21,-5,5,0,-11,-11,2,2,-1,6,""
62,1151,6318,"",397,1822,0,"[86,34,30]","[86,34,30]","[86,34,30]","[86,34,30]","[86,34,30]",4,8,11,13,16,196.99,222.792,199.812,222.792,215.938,208.393,234.598,183.8,234.598,237.017,163,196,215,154,147,30,0,20,10,5,-18,-57,-26,-28,-30,""
63,1149,6355,"",395,1820,3,"[116,57,111]","[107,82,111]","[107,111]","[101,80,57]","[15,111]",2,5,9,11,14,602.838,604.256,604.245,632.336,598.471,312.479,304.52,305.784,311.466,310.659,151,136,136,128,137,9,1,0,-14,3,21,28,12,20,10,""
64,1147,6254,"",393,1818,3,[],[],[],[],"[93,90,73]",0,0,0,0,16,514.206,487.42,484.343,480.883,815.643,255.028,182.607,179.418,177.236,380.872,20,20,20,20,125,0,0,0,0,-16,0,0,0,0,-4,""
65,1146,6278,"",392,1817,2,"[115,87,53]","[99,53,59]","[53,40,59,25]","[87,40,6]","[108,53,6,25,117]",2,5,9,11,14,409.771,400.532,403.767,391.561,384.56,308.382,385.972,371.918,360.46,398.252,145,157,173,149,176,-13,-3,11,3,-3,17,15,-2,-20,-6,""
66,1145,9637,"",391,1816,0,[67],[67],[67],[67],[67],2,6,9,11,14,428.268,405.043,396.821,396.821,400.046,98.568,112.369,118.323,118.323,110.663,43,63,60,63,55,-3,21,18,20,16,11,1,-6,-3,-5,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/CaerBlaiddWolfpacksDen.dds"
67,1144,6279,"",391,1815,0,"[81,78,66,48,8]","[81,66,48,8]","[81,66,48,8]","[81,66,48,8]","[81,66,48,8]",2,6,9,11,14,421.878,447.249,433.863,437.895,432.654,120.601,114.932,106.296,110.328,99.039,220,182,189,185,192,0,-7,2,0,3,-3,0,6,1,8,""
68,1143,7445,"",390,1814,0,[69],[69],[69],[69],[69],3,6,10,12,14,312.917,301.067,290.691,311.377,289.897,208.118,198.067,168.624,177.3,161.915,50,51,47,45,45,6,-1,12,-1,11,-12,-15,5,12,5,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/OlmecsSanctum.dds"
69,1142,6249,"",390,1813,0,"[92,68,42,34]","[78,68,42,30]","[92,78,68,51,42,30]","[114,68,34,30]","[114,78,68,42,34,2]",3,6,10,12,14,326.632,298.843,315.25,309.372,312.492,182.663,167.466,179.499,201.669,172.486,160,159,182,145,192,-3,8,2,-8,0,14,11,19,0,-11,""
70,1141,10256,"",389,1812,0,[71],[71],[71],[71],[71],2,5,9,11,14,424.061,410.034,420.113,394.713,409.63,211.224,234.21,233.807,233.807,232.597,51,46,43,57,48,-5,6,1,14,6,13,11,11,11,11,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/PillarsOfArun.dds"
71,1140,6229,"",389,1811,0,"[106,92,70,42]","[106,70,51]","[106,70,51]","[106,77,70]","[106,77,70]",2,5,9,11,14,412.55,423.168,423.168,423.168,423.168,239.061,256.43,256.43,256.43,256.43,143,114,117,113,110,-10,-10,-7,-15,-9,-22,-16,-16,-15,-15,""
72,1097,6250,"",345,1768,2,[],[],[],"[98,17]","[98,89,23]",0,0,0,13,16,105.503,105.503,105.503,196.861,188.03,510.753,510.753,510.753,475.18,452.543,20,20,20,132,186,0,0,0,21,29,0,0,0,-22,-38,""
73,1134,6286,"",383,1805,3,[],[],[],"[107,52,45,19]","[93,90,64,52,45,19]",0,0,0,13,16,567.774,567.774,567.774,702.047,754.814,34.124,34.124,34.124,379.997,350.191,20,20,20,180,177,0,0,0,1,19,0,0,0,-8,17,""
74,1173,7364,"",413,1843,3,[],[],[],[75],[75],0,0,0,11,14,504.948,504.948,504.948,575.784,554.433,540.313,540.313,540.313,446.037,483.634,20,20,20,54,49,0,0,0,-14,-4,0,0,0,7,-13,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/PoorjoysAsylum.dds"
75,1172,6272,"",413,1842,3,[],[],[],"[83,55,74]","[83,80,54,74]",0,0,0,11,14,538.111,538.111,538.111,546.002,545.21,541.642,541.642,541.642,460.627,456.897,20,20,20,125,95,0,0,0,26,11,0,0,0,-11,-7,""
76,1131,7269,"",381,1802,0,[78],[78],[78],[78],[78],3,7,10,12,14,300.87,360.179,367.436,350.1,319.993,115.519,113.8,131.136,96.464,133.825,61,75,60,44,48,17,-26,-19,7,13,8,4,0,8,-3,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/MaelstromOfChaos.dds"
77,1129,6252,"",380,1800,0,[],[],[],"[92,71]","[92,71]",0,0,0,12,14,474.745,474.745,474.745,363.002,370.361,264.808,264.808,264.808,244.041,245.088,20,20,20,139,119,0,0,0,3,5,0,0,0,4,4,""
78,1130,6260,"",381,1801,0,"[76,67,48,42,34,32]","[76,69,48,42,34,32,8]","[76,69,48,34,32,14]","[76,48,42,14]","[76,69,48,32,2,8]",3,7,10,12,14,336.325,307.807,328.145,365.851,346.26,133.196,123.023,132.894,114.013,126.907,243,268,233,133,188,7,28,9,0,3,-6,0,-8,1,-9,""
79,1127,6244,"",378,1798,3,[],[],[],[],"[107,111]",0,0,0,0,14,537.917,518.541,529.537,546.44,591.606,528.659,516.668,515.556,524.438,350.584,20,20,20,20,113,0,0,0,0,0,0,0,0,0,-5,""
80,1121,6258,"",372,1792,3,[],"[83,55,24]","[101,38,29]","[84,82,63,9]","[101,75,29,9]",0,7,9,11,14,523.928,584.122,583.7,580.406,573.202,530.904,461.793,405.882,365.475,417.004,20,161,150,172,156,0,8,0,12,-3,0,-20,-13,4,4,""
81,1120,6234,"",371,1791,1,"[103,67,13]","[103,67,21]","[103,67,110]","[103,67,110]","[103,67,27,110]",3,6,10,11,14,499.689,518.236,496.461,494.821,503.023,129.47,116.536,119.825,130.894,121.417,194,239,171,163,218,-2,-5,-1,-5,13,6,3,8,2,13,""
82,1122,6338,"",373,1793,3,"[107,57,52,38]","[116,63,57]","[93,116,52]","[107,80,38]","[52,37,24]",4,6,11,12,16,711.497,654.214,748.939,621.798,727.877,389.207,325.337,356.096,380.34,463.39,179,151,170,131,148,-27,5,0,6,-3,0,10,2,8,-18,""
83,1118,6245,"",369,1789,3,"[55,29,25]","[80,29,25]","[55,29,25]","[75,29,9,25]","[75,29,25]",3,7,10,11,14,534.957,524.873,528.216,548.656,526.664,428.812,432.507,426.1,423.748,431.696,214,181,225,209,150,2,-3,0,-14,-20,-7,-3,-1,1,-4,""
84,1117,6218,"",368,1788,3,[],[],"[29,111]","[80,29,111]","[29,28,111]",0,0,9,11,14,472.35,472.35,526.504,520.22,506.806,540.309,540.309,357.916,361.144,361.947,20,20,88,97,104,0,0,6,23,23,0,0,1,1,5,""
85,1115,10255,"",366,1786,0,[86],[86],[86],[86],[86],5,9,12,13,16,226.626,168.168,171.393,168.168,168.168,86.738,194.382,158.501,194.382,194.382,76,66,80,61,60,-16,5,8,9,7,21,-21,-28,-17,-17,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/DoryanisMachinarium.dds"
86,1114,6306,"",366,1785,0,"[85,62,34,32]","[85,62,34]","[85,62,34]","[85,62,34,31]","[85,62,34,31]",5,9,12,13,16,193.334,179.536,188.047,187.895,183.338,129.679,151.504,102.242,159.741,158.744,231,184,134,198,145,45,18,11,20,17,8,16,33,12,19,""
87,1113,6337,"",365,1784,2,"[65,59]","[40,59]","[40,59]","[65,40,59]","[108,40,59]",1,4,8,10,14,450.832,450.832,450.832,450.832,450.832,331.677,331.677,331.677,331.677,331.677,102,142,119,128,124,-14,-20,-11,-27,-19,6,7,1,8,10,""
88,1112,6345,"",364,1783,0,[],[],[],[],"[92,30,5]",0,0,0,0,15,472.258,472.258,472.258,472.258,304.361,245.112,245.112,245.112,245.112,254.866,20,20,20,20,106,0,0,0,0,-7,0,0,0,0,-13,""
89,1123,6344,"",374,1794,2,[],[],[],[],"[72,47,20]",0,0,0,0,16,143.973,143.973,143.973,143.973,261.284,524.321,524.321,524.321,524.321,481.649,20,20,20,20,163,0,0,0,0,-4,0,0,0,0,-26,""
90,1111,6350,"",363,1782,3,[],"[93,55,52]","[93,24]","[93,45,37]","[73,64,37]",0,8,11,13,16,814.966,773.852,797.852,801.13,807.983,528.431,444.952,449.529,397.672,421.862,20,212,181,171,153,0,-42,-19,-12,-17,0,-25,-24,-23,-18,""
91,1110,6236,"",356,1781,0,"[106,42,8]","[106,14]","[106,8]","[106,104]","[106,14]",2,5,9,11,14,459.882,465.929,465.929,465.929,463.407,198.617,201.842,201.842,201.842,202.283,136,77,121,80,85,-29,-13,-13,-10,-12,-10,2,-8,0,0,""
92,1109,6298,"",355,1780,0,"[115,71,69,30]","[115,51,42,30]","[115,69,51,30]","[115,114,77,30]","[115,114,88,77]",3,6,10,12,15,344.742,312.696,311.105,311.885,333.319,232.147,245.273,250.125,246.033,247.444,184,184,171,165,147,-11,22,11,21,0,7,-9,-9,0,6,""
93,1107,6299,"",353,1778,3,"[107,52,45]","[90,45]","[90,82,45]","[90,45]","[73,64,45]",5,9,12,13,16,819.169,806.542,821.796,808.962,816.625,387.375,365.681,360.457,328.438,350.78,174,143,185,121,100,-54,-28,-34,-17,-23,-14,20,10,21,0,""
