"rownum","Id","Text","StatsKeys1","CharacterPanelDescriptionModesKey","StatsKeys2","StatsKeys3","CharacterPanelTabsKey","bool","[i32]"
29,"OH_FireDamage","Off Hand Fire Damage","[266,267]",2,[7667],"[435,1636]",0,1,[]
30,"OH_ColdDamage","Off Hand Cold Damage","[262,263]",2,[7667],"[435,1636]",0,1,[]
31,"OH_LightningDamage","Off Hand Lightning Damage","[270,271]",2,[7667],"[435,1636]",0,1,[]
32,"OH_ChaosDamage","Off Hand Chaos Damage","[274,275]",2,[7667],"[435,1636]",0,1,[]
33,"OH_Accuracy","Off Hand Accuracy Rating",[290],0,[7667],"[435,1636]",0,1,[]
34,"OH_AttackSpeedIncr","Off Hand Attack Speed modifier",[292],7,[7667],"[435,1636]",0,1,[]
35,"OH_CritChance","Off Hand Critical Strike Chance",[550],1,[7667],"[435,1636]",0,1,[14]
36,"OH_CritMulti","Off Hand Critical Strike Multiplier",[608],1,"[7667,550]","[435,1636]",0,1,[]
37,"OH_Stun","Off Hand Stun Threshold reduction",[301],1,[7667],"[435,1636]",0,1,[]
38,"OH_Knockback","Off Hand chance to Knockback",[481],1,[7667],"[435,1636,2648]",0,1,[]
39,"OH_CritKnockback","Off Hand Knockback on Critical Strike",[466],4,[7667],"[435,1636,2648]",0,1,[]
40,"OH_Blind","Off Hand chance to Blind",[976],1,[7667],"[435,1636]",0,1,[]
41,"OH_Flee","Off Hand chance to cause Flee",[683],1,[7667],"[435,1636]",0,1,[]
42,"OH_BlockReduce","Off Hand Enemy Block reduction",[283],1,[7667],"[435,1636]",0,1,[]
43,"Spell_TotalDamage","Spell Total Combined Damage","[671,672]",2,[435],[1636],0,1,[]
44,"Spell_PhysicalDamage","Spell Physical Damage","[258,259]",2,[435],[1636],0,1,[]
45,"Spell_FireDamage","Spell Fire Damage","[252,253]",2,[435],[1636],0,1,[]
46,"Spell_ColdDamage","Spell Cold Damage","[250,251]",2,[435],[1636],0,1,[]
47,"Spell_LightningDamage","Spell Lightning Damage","[254,256]",2,[435],[1636],0,1,[]
48,"Spell_ChaosDamage","Spell Chaos Damage","[255,257]",2,[435],[1636],0,1,[]
49,"CastSpeedIncr","Cast Speed modifier",[293],7,[435],[8156],0,1,[]
50,"Spell_CritChance","Spell Critical Strike Chance",[551],1,[435],[1636],0,1,[14]
51,"Spell_CritMulti","Spell Critical Strike Multiplier",[609],1,"[435,551]",[1636],0,1,[]
52,"Spell_BlockReduce","Enemy Block reduction",[2273],1,[435],[],0,1,[]
53,"Secondary_TotalDamage","Total Combined Damage","[1637,1638]",2,[1636],[],0,1,[]
54,"Secondary_PhysicalDamage","Physical Damage","[704,705]",2,[1636],[],0,1,[]
55,"Secondary_FireDamage","Fire Damage","[708,709]",2,[1636],[],0,1,[]
56,"Secondary_ColdDamage","Cold Damage","[706,707]",2,[1636],[],0,1,[]
57,"Secondary_LightningDamage","Lightning Damage","[710,711]",2,[1636],[],0,1,[]
58,"Secondary_ChaosDamage","Chaos Damage","[712,713]",2,[1636],[],0,1,[]
59,"CritChance","Critical Strike Chance",[715],1,[1636],[],0,1,[14]
60,"CritMulti","Critical Strike Multiplier",[714],1,"[1636,715]",[],0,1,[]
61,"Stun","Stun Threshold reduction",[108],1,[435],[],0,1,[]
62,"Knockback","Chance to Knockback",[2321],1,[435],[2648],0,1,[]
63,"KnockbackOnCrit","Knockback on Critical Strike",[461],1,[435],[2648],0,1,[]
64,"KnockbackDistance","Knockback distance modifier",[12160],7,[],[2648],0,1,[]
65,"Blind","Chance to Blind",[974],1,[435],[],0,1,[]
66,"Flee","Chance to cause Flee",[680],1,[435],[],0,1,[]
67,"AttackStunDuration","Stun Duration modifier",[203],7,[],[435],0,1,[]
68,"SpellstunDuration","Stun Duration modifier",[341],7,[435],[],0,1,[]
69,"MH_BleedingChance","Chance to inflict Bleeding from Main Hand hits",[6494],1,[7666],"[435,2686,1636]",0,1,[]
70,"OH_BleedingChance","Chance to inflict Bleeding from Off Hand hits",[6495],1,[7667],"[435,2686,1636]",0,1,[]
71,"MH_BleedingDamage","Bleeding Damage per second from Main Hand hits","[10219,10220]",2,[7666],"[435,1636]",0,1,"[2,0]"
72,"MH_BleedingCritDamage","Bleeding Damage per second from Main Hand Critical Strikes","[10215,10216]",2,[7666],"[435,1636]",0,1,"[2,0]"
73,"OH_BleedingDamage","Bleeding Damage per second from Off Hand hits","[10221,10222]",2,[7667],"[435,1636]",0,1,"[2,0]"
74,"OH_BleedingCritDamage","Bleeding Damage per second from Off Hand Critical Strikes","[10217,10218]",2,[7667],"[435,1636]",0,1,"[2,0]"
75,"MH_ChanceToIgnite","Chance to Ignite from Main Hand hits",[6496],1,[7666],"[435,2757,10929,1636]",0,1,[]
76,"OH_ChanceToIgnite","Chance to Ignite from Off Hand hits",[6497],1,[7667],"[435,2757,10929,1636]",0,1,[]
77,"Spell_ChanceToIgnite","Chance to Ignite",[6498],1,[435],"[1636,2757,10929]",0,1,[]
78,"Secondary_ChanceToIgnite","Chance to Ignite",[6499],1,[1636],"[2757,10929]",0,1,[]
79,"MH_IgniteDamage","Ignite Damage per second from Main Hand hits","[5951,5952]",2,[7666],"[435,1636]",0,1,"[2,0]"
80,"MH_IgniteCritDamage","Ignite Damage per second from Main Hand Critical Strikes","[10223,10224]",2,[7666],"[435,1636]",0,1,"[2,0]"
81,"OH_IgniteDamage","Ignite Damage per second from Off Hand hits","[5953,5954]",2,[7667],"[435,1636]",0,1,"[2,0]"
82,"OH_IgniteCritDamage","Ignite Damage per second from Off Hand Critical Strikes","[10225,10226]",2,[7667],"[435,1636]",0,1,"[2,0]"
83,"Spell_IgniteDamage","Ignite Damage per second","[5955,5956]",2,[435],[1636],0,1,"[2,0]"
84,"Spell_IgniteCritDamage","Ignite Damage per second from Critical Strikes","[10227,10228]",2,[435],[1636],0,1,"[2,0]"
85,"Secondary_IgniteDamage","Ignite Damage per second","[5957,5958]",2,[1636],[],0,1,"[2,0]"
86,"Secondary_IgniteCritDamage","Ignite Damage per second from Critical Strikes","[10229,10230]",2,[1636],[],0,1,"[2,0]"
87,"IgniteDuration","Ignite Duration modifier",[2657],7,[],[],0,1,[]
88,"ScorchChance","Chance to Scorch",[8678],1,[],[2757],0,1,[]
89,"ScorchDuration","Scorch Duration modifier",[8784],7,[8678],[],0,1,[]
90,"ScorchEffectiveness","Scorch Effectiveness",[8785],7,[8678],[],0,1,[]
91,"ChillDuration","Chill Duration modifier",[2660],7,[],[],0,1,[]
92,"ChillEffectiveness","Chill Effectiveness",[6563],7,[],[],0,1,[]
93,"ChanceToFreeze","Chance to Freeze",[1884],1,[],"[2757,8682]",0,1,[]
94,"FreezeDuration","Freeze Duration modifier",[2659],7,[],[],0,1,[]
95,"BrittleChance","Chance to inflict Brittle",[8679],1,[],[2757],0,1,[]
96,"BrittleDuration","Brittle Duration modifier",[8786],7,[8679],[],0,1,[]
97,"BrittleEffectiveness","Brittle Effectiveness",[8787],7,[8679],[],0,1,[]
98,"ChanceToShock","Chance to Shock",[1883],1,[],"[2757,1326]",0,1,[]
99,"ShockDuration","Shock Duration modifier",[2658],7,[],[],0,1,[]
100,"ShockEffectiveness","Shock Effectiveness",[6562],7,[],[],0,1,[]
101,"SappedChance","Chance to Sap",[8680],1,[],[2757],0,1,[]
102,"SappedDuration","Sapped Duration",[8788],7,[8680],[],0,1,[]
103,"SappedEffectiveness","Sapped Effectiveness",[8789],7,[8680],[],0,1,[]
104,"MH_ChanceToPoison","Chance to Poison from Main Hand hits",[6500],1,[7666],[435],0,1,[]
105,"OH_ChanceToPoison","Chance to Poison from Off Hand hits",[6501],1,[7667],[435],0,1,[]
106,"Spell_ChanceToPoison","Chance to Poison",[6502],1,[435],[1636],0,1,[]
107,"Secondary_ChanceToPoison","Chance to Poison",[6503],1,[1636],[],0,1,[]
108,"OnlyChaosChanceToPoison","Chance to Poison from only Chaos Damage",[6275],1,[],[],0,1,[]
109,"MH_PoisonDamage","Poison Damage per second from Main Hand hits","[6015,6016]",2,[7666],"[435,1636]",0,1,"[2,0]"
110,"MH_PoisonCritDamage","Poison Damage per second from Main Hand Critical Strikes","[10231,10232]",2,[7666],"[435,1636]",0,1,"[2,0]"
111,"OH_PoisonDamage","Poison Damage per second from Off Hand hits","[6017,6018]",2,[7667],"[435,1636]",0,1,"[2,0]"
112,"OH_PoisonCritDamage","Poison Damage per second from Off Hand Critical Strikes","[10233,10234]",2,[7667],"[435,1636]",0,1,"[2,0]"
113,"Spell_PoisonDamage","Poison Damage per second","[6019,6020]",2,[435],[1636],0,1,"[2,0]"
114,"Spell_PoisonCritDamage","Poison Damage per second from Critical Strikes","[10235,10236]",2,[435],[1636],0,1,"[2,0]"
115,"Secondary_PoisonDamage","Poison Damage per second","[6021,6022]",2,[1636],[],0,1,"[2,0]"
116,"Secondary_PoisonCritDamage","Poison Damage per second from Critical Strikes","[10237,10238]",2,[1636],[],0,1,"[2,0]"
117,"MH_PoisonDamageAlways","Poison Damage per second from Main Hand only Chaos Damage","[6023,6024]",2,[7666],"[435,1636]",0,1,"[2,0]"
118,"MH_PoisonCritDamageAlways","Poison Damage per second from Main Hand only Critical Chaos Damage","[10239,10240]",2,[7666],"[435,1636]",0,1,"[2,0]"
119,"OH_PoisonDamageAlways","Poison Damage per second from Off Hand only Chaos Damage","[6025,6026]",2,[7667],"[435,1636]",0,1,"[2,0]"
120,"OH_PoisonCritDamageAlways","Poison Damage per second from Off Hand only Critical Chaos Damage","[10241,10242]",2,[7667],"[435,1636]",0,1,"[2,0]"
121,"Spell_PoisonDamageAlways","Poison Damage per second from only Chaos Damage","[6027,6028]",2,[435],[1636],0,1,"[2,0]"
122,"Spell_PoisonCritDamageAlways","Poison Damage per second from only Critical Chaos Damage","[10243,10244]",2,[435],[1636],0,1,"[2,0]"
123,"Secondary_PoisonDamageAlways","Poison Damage per second from only Chaos Damage","[6029,6030]",2,[1636],[],0,1,"[2,0]"
124,"Secondary_PoisonCritDamageAlways","Poison Damage per second from only Critical Chaos Damage","[10245,10246]",2,[1636],[],0,1,"[2,0]"
125,"NumArrows","Number of Arrows to fire",[723],0,[],[],0,1,[]
126,"ArrowPierce","Number of targets to Pierce with Arrows",[6248],0,[723],[],0,1,[]
127,"NumProjectiles","Number of Projectiles to fire",[722],0,[],[],0,1,[]
128,"Pierce","Number of targets to Pierce with Projectiles",[6247],0,[722],[],0,1,[]
129,"MH_FirePenetration","Main Hand Fire Resistance Penetration",[14302],1,[7666],[435],0,1,[]
130,"MH_ColdPenetration","Main Hand Cold Resistance Penetration",[14303],1,[7666],[435],0,1,[]
131,"MH_LightningPenetration","Main Hand Lightning Resistance Penetration",[14304],1,[7666],[435],0,1,[]
132,"MH_ChaosPenetration","Main Hand Chaos Resistance Penetration",[14312],1,[7666],[435],0,1,[]
133,"OH_FirePenetration","Off Hand Fire Resistance Penetration",[14305],1,[7667],[435],0,1,[]
134,"OH_ColdPenetration","Off Hand Cold Resistance Penetration",[14306],1,[7667],[435],0,1,[]
135,"OH_LightningPenetration","Off Hand Lightning Resistance Penetration",[14307],1,[7667],[435],0,1,[]
136,"OH_ChaosPenetration","Off Hand Chaos Resistance Penetration",[14313],1,[7667],[435],0,1,[]
137,"FirePenetration","Fire Resistance Penetration",[591],1,[435],[],0,1,[]
138,"ColdPenetration","Cold Resistance Penetration",[590],1,[435],[],0,1,[]
139,"LightningPenetration","Lightning Resistance Penetration",[592],1,[435],[],0,1,[]
140,"ChaosPenetration","Chaos Resistance Penetration",[597],1,[435],[],0,1,[]
141,"MainhandDoubleDamageChilled","Main Hand Attacks double Damage to Chilled Enemies",[4113],4,[7666],[435],0,1,[]
142,"OffhandDoubleDamageChilled","Off Hand Attacks double Damage to Chilled Enemies",[4114],4,[7667],[435],0,1,[]
143,"MH_ChanceToImpale","Chance to Impale from Main Hand hits",[8812],1,[7666],[435],0,1,[]
144,"OH_ChanceToImpale","Chance to Impale from Off Hand hits",[8813],1,[7667],[435],0,1,[]
145,"Ward","Ward",[14375],0,[],[],1,1,[]
146,"WardDelay","Ward Restoration time",[14380],9,[14375],[],1,"",[9]
147,"Armour","Armour",[240],0,[],[],1,1,[]
148,"ArmourVsProjectiles","Armour against Projectiles",[1068],0,[5184],[],1,"",[]
149,"PhysicalImmunity","Immune to Physical Damage",[716],4,[],[],1,1,[]
150,"ArmourEstimateReduction","Estimated Physical Damage reduction",[718],1,[],[],1,1,[]
151,"ArmourVsProjEstimateReduction","Estimated Physical Damage reduction against Projectiles",[1073],1,[5184],[],1,"",[]
152,"ArmourVsHitsEstimateReduction","Estimated Physical Damage reduction against Hits",[7346],1,[7345],[],1,"",[]
153,"Evasion","Evasion Rating",[281],0,[],[],1,1,[]
154,"EvadeChance","Estimated chance to Evade Attacks",[677],1,[],[],1,1,[]
155,"SpellDodgeChance","Chance to Dodge Spells",[835],1,[],[],1,1,[]
156,"LifeRecharge","Life Recharge per second",[9418],0,[],[],1,1,[2]
157,"ES","Maximum Energy Shield",[246],0,[],[],1,1,[]
158,"ESRecharge","Energy Shield Recharge per second",[249],0,[],[],1,1,[2]
159,"ESDelay","Energy Shield Recharge Occurrence modifier",[3868],7,[],[],1,1,[]
160,"LifeRegen","Life Regeneration per Second",[247],0,[],[],1,1,[2]
161,"ManaRegen","Mana Regeneration per Second",[248],0,[],[],1,1,[2]
162,"ESRegen","Energy Shield Regeneration per Second",[1055],0,[],[],1,1,[2]
163,"SpellSupressChance","Spell Damage Suppression Chance",[14804],1,[],[],1,1,[]
164,"SpelSuppressAmount","Suppressed Spell Damage Prevention",[14808],1,[],[],1,1,[]
165,"StunImmune","Cannot be Stunned",[1188],4,[],[],1,1,[]
166,"StunImmuneSpells","Cannot be Stunned by Spells",[7368],4,[],[1188],1,1,[]
167,"StunImmuneAttacks","Cannot be Stunned by Attacks",[7369],4,[],[1188],1,1,[]
168,"FireImmunity","Immune to Fire Damage",[4460],4,[],[],1,1,[]
169,"FireResist","Fire Resistance","[307,2048]",5,[],[],1,"",[]
170,"ColdImmunity","Immune to Cold Damage",[4461],4,[],[],1,1,[]
171,"ColdResist","Cold Resistance","[306,2049]",5,[],[],1,"",[]
172,"LightningImmunity","Immune to Lightning Damage",[4462],4,[],[],1,1,[]
173,"LightningResist","Lightning Resistance","[308,2050]",5,[],[],1,"",[]
174,"ChaosImmunity","Immune to Chaos Damage",[4463],4,[],[],1,1,[]
175,"ChaosResist","Chaos Resistance","[309,2051]",5,[],[],1,"",[]
176,"ChaosResistAgainstDegen","Chaos Resistance against Damage over time","[5850,6107]",5,[6104],[696],1,"",[]
177,"BlockChance","Chance to Block Attack Damage","[941,14849]",5,[7260],[],1,1,[]
178,"ProjBlockChance","Chance to Block Projectile Attack Damage",[1072],1,"[1069,7260]",[],1,1,[]
179,"SpellBlockChance","Chance to Block Spell Damage",[241],1,[7261],[],1,1,[]
180,"SpellProjBlockChance","Chance to Block Projectile Spell Damage",[1071],1,"[1069,7261,8173]",[],1,1,[]
181,"BlockRec","Block Recovery modifier",[22],7,[],[],1,1,[]
182,"StunRec","Stun Recovery modifier",[280],7,[],[],1,1,[]
183,"StunAvoid","Stun Avoidance",[194],1,[],[],1,1,[]
184,"EnemyCritReduce","Enemy Crit Extra Damage reduction",[4959],1,[],[],1,1,[]
185,"IgniteAvoid","Ignite Avoidance",[628],1,[],[],1,1,[]
186,"IgniteDurationRed","Ignite Duration on self reduction",[633],1,[],[],1,1,[]
187,"ChillAvoid","Chill Avoidance",[626],1,[],[],1,1,[]
188,"ChillDurationRed","Chill Duration on self reduction",[630],1,[],[],1,1,[]
189,"FreezeAvoid","Freeze Avoidance",[627],1,[],[],1,1,[]
190,"FreezeDurationRed","Freeze Duration on self reduction",[632],1,[],[],1,1,[]
191,"ShockAvoid","Shock Avoidance",[629],1,[],[],1,1,[]
192,"ShockDurationRed","Shock Duration on self reduction",[631],1,[],[],1,1,[]
193,"PhysicalReflect","Physical Damage Reflected to Melee Attackers","[763,758]",6,[],[],1,1,[]
194,"FireReflect","Fire Damage Reflected to Melee Attackers","[764,759]",6,[],[],1,1,[]
195,"ColdReflect","Cold Damage Reflected to Melee Attackers","[765,760]",6,[],[],1,1,[]
196,"LightningReflect","Lightning Damage Reflected to Melee Attackers","[766,761]",6,[],[],1,1,[]
197,"ChaosReflect","Chaos Damage Reflected to Melee Attackers","[767,762]",6,[],[],1,1,[]
198,"MoveSpeed","Movement Speed modifier",[242],7,[],[],1,1,[]
199,"ActionSpeed","Action Speed modifier",[9300],7,[],[],1,1,[]
200,"AoE","Skill Area of Effect modifier",[212],7,[],[],2,1,[]
201,"SkillDuration","Skill Duration modifier",[215],7,[],[],2,1,[]
202,"BuffDuration","Buff Duration modifier",[168],7,[],[],2,1,[]
203,"CurseEffect","Curse Effect modifier",[4304],7,[],[],2,1,[]
204,"FlaskDuraiton","Flask Duration modifier",[739],7,[],[],2,1,[]
205,"FlaskRate","Flask Recovery rate modifier",[401],7,[],[],2,1,[]
206,"FlaskLifeAmount","Flask Life amount modifier",[399],7,[],[],2,1,[]
207,"FlaskLifeSpeed","Flask Life Recovery rate modifier",[740],7,[],[],2,1,[]
208,"FlaskManaAmount","Flask Mana amount modifier",[400],7,[],[],2,1,[]
209,"FlaskManaSpeed","Flask Mana Recovery rate modifier",[741],7,[],[],2,1,[]
210,"FlaskChargesUsed","Flask Charges Used modifier",[738],7,[],[],2,1,[]
211,"FlaskChargesGained","Flask Charges Gained modifier",[460],7,[],[],2,1,[]
212,"MH_LifeLeech","Main Hand Life Leech from Physical Attacks",[302],1,[7666],"[435,1636,1337]",2,1,[14]
213,"OH_LifeLeech","Off Hand Life Leech from Physical Attack Damage",[303],1,[7667],"[435,1636,1337]",2,1,[14]
214,"Spell_LifeLeech","Life Leech from Spell Damage",[3098],1,[435],"[1339,1636]",2,1,[14]
215,"LifeLeechFromAttacks","Life Leech from any Attack Damage",[5512],1,[],"[1339,435]",2,1,[14]
216,"LifeLeechPhysicalDamage","Life Leech from Physical Damage",[2198],1,[],[1339],2,1,[14]
217,"LifeLeechFireDamage","Life Leech from Fire Damage",[2199],1,[],[1339],2,1,[14]
218,"LifeLeechColdDamage","Life Leech from Cold Damage",[2200],1,[],[1339],2,1,[14]
219,"LifeLeechLightningDamage","Life Leech from Lightning Damage",[2201],1,[],[1339],2,1,[14]
220,"LifeLeechChaosDamage","Life Leech from Chaos Damage",[2202],1,[],[1339],2,1,[14]
221,"MaxLifeLeechAmount","Base Maximum Recovery per Life Leech","[9212,9286]",10,[],[1339],2,"","[0,0]"
222,"LifeLeechSpeed","Life Leech total Recovery per second modifier",[2931],7,[],[1339],2,1,[]
223,"MaxLifeLeechRecoveryRate","Maximum total Life Recovery per second from Leech","[9215,6849]",10,[],[1339],2,"","[6,0]"
224,"MH_ManaLeech","Main Hand Mana Leech from Physical Attacks",[304],1,[7666],"[435,1636,1338]",2,1,[14]
225,"OH_ManaLeech","Off Hand Mana Leech from Physical Attack Damage",[305],1,[7667],"[435,1636,1338]",2,1,[14]
226,"Spell_ManaLeech","Mana Leech from Spell Damage",[3099],1,[435],"[1340,1636]",2,1,[14]
227,"ManaLeechFromAttacks","Mana Leech from any Attack Damage",[5513],1,[],"[1340,435]",2,1,[14]
228,"ManaLeechPhysicalDamage","Mana Leech from Physical Damage",[2203],1,[],[1340],2,1,[14]
229,"ManaLeechFireDamage","Mana Leech from Fire Damage",[2204],1,[],[1340],2,1,[14]
230,"ManaLeechColdDamage","Mana Leech from Cold Damage",[2205],1,[],[1340],2,1,[14]
231,"ManaLeechLightningDamage","Mana Leech from Lightning Damage",[2206],1,[],[1340],2,1,[14]
232,"ManaLeechChaosDamage","Mana Leech from Chaos Damage",[2207],1,[],[1340],2,1,[14]
233,"MaxManaLeechAmount","Base Maximum Recovery per Mana Leech","[9213,9287]",10,[],[1340],2,"","[0,0]"
234,"ManaLeechSpeed","Mana Leech total Recovery per second modifier",[2933],7,[],[1340],2,1,[]
235,"MaxManaLeechRecoveryRate","Maximum total Mana Recovery per second from Leech","[9216,9282]",10,[],[1340],2,"","[6,0]"
236,"Spell_EnergyShieldLeech","Energy Shield Leech from Spell Damage",[8843],1,[435],"[8846,1636]",2,1,[14]
237,"EnergyShieldLeechPhysicalDamage","Energy Shield Leech from Physical Damage",[8881],1,[],[8846],2,1,[14]
238,"EnergyShieldLeechFireDamage","Energy Shield Leech from Fire Damage",[8841],1,[],[8846],2,1,[14]
239,"EnergyShieldLeechColdDamage","Energy Shield Leech from Cold Damage",[8837],1,[],[8846],2,1,[14]
240,"EnergyShieldLeechLightningDamage","Energy Shield Leech from Lightning Damage",[8839],1,[],[8846],2,1,[14]
241,"EnergyShieldLeechChaosDamage","Energy Shield Leech from Chaos Damage",[8882],1,[],[8846],2,1,[14]
242,"MaxEnergyShieldLeechAmount","Base Maximum Recovery per Energy Shield Leech","[9214,9288]",10,[],[8846],2,"","[0,0]"
243,"EnergyShieldLeechSpeed","Energy Shield Leech total Recovery per second modifier",[8851],7,[],[],2,1,[]
244,"MaxEnergyShieldLeechRecoveryRate","Maximum total Energy Shield Recovery per second from Leech","[9217,8834]",10,[],[8846],2,"","[6,0]"
245,"MH_LifeOnHit","Life gained on Main Hand Hit",[3079],0,[7666],[435],2,1,[]
246,"OH_LifeOnHit","Life gained on Off Hand Hit",[3080],0,[7667],[435],2,1,[]
247,"LifeOnSpellHit","Life gained on Hit",[1920],0,[435],[],2,1,[]
248,"MH_ManaOnHit","Mana gained on Main Hand Hit",[3084],0,[7666],[435],2,1,[]
249,"OH_ManaOnHit","Mana gained on Off Hand Hit",[3085],0,[7667],[435],2,1,[]
250,"ManaOnSpellHit","Mana gained on Hit",[7051],0,[435],[],2,1,[]
251,"ESOnSpellHit","Energy Shield gained on Hit",[7265],0,[435],[],2,1,[]
252,"ESOnHit","Energy Shield gained on Hit",[2791],0,[],[435],2,1,[]
253,"LifeOnKill","Life gained on Kill",[2293],0,[],[],2,1,[]
254,"ManaOnKill","Mana gained on Kill",[2408],0,[],[],2,1,[]
255,"ESonKill","Energy Shield gained on Kill",[2409],0,[],[],2,1,[]
256,"MinionDamage","Minion Damage modifier",[2450],7,[],[],2,1,[]
257,"MinionLife","Minion Life modifier",[159],7,[],[],2,1,[]
258,"MinionMana","Minion Mana modifier",[3225],7,[],[],2,1,[]
259,"MinionEnergyShield","Minion Energy Shield modifier",[3226],7,[],[],2,1,[]
260,"ProjectileSpeed","Projectile Speed modifier",[1400],7,[],[],2,1,[]
261,"IIQ","Increased Quantity of items dropped by slain monsters",[662],7,[],[],2,1,[]
262,"IIR","Increased Rarity of items dropped by slain monsters",[663],7,[],[],2,1,[]
263,"Experience","Experience Gain modifier",[157],7,[],[],2,1,[]
264,"TotemDuration","Totem Duration modifier",[430],7,[],[],2,1,[]
265,"TotemRange","Totem Range modifier",[167],7,[],[],2,1,[]
266,"TotemLife","Totem Life modifier",[166],7,[],[],2,1,[]
267,"TotemMana","Totem Mana modifier",[3223],7,[],[],2,1,[]
268,"TotemEnergyShield","Totem Energy Shield modifier",[3224],7,[],[],2,1,[]
269,"TrapDuration","Trap Duration modifier",[311],7,[],[],2,1,[]
270,"TrapTriggerRadius","Trap Trigger Radius modifier",[312],7,[],[],2,1,[]
271,"TrapThrowSpeed","Trap Throwing Speed modifier",[7786],7,[],[],2,1,[]
272,"MineDuration","Mine Duration modifier",[1822],7,[],[],2,1,[]
273,"MineDetonationRadius","Mine Detonation Radius modifier",[1836],7,[],[],2,1,[]
274,"MinePlaceSpeed","Mine Throwing Speed modifier",[9930],7,[],[],2,1,[]
275,"FishingRange","Fishing Range modifier",[1736],7,[],[],2,1,[]
276,"FishingLineStrength","Fishing Line Strength modifier",[1737],7,[],[],2,1,[]
277,"IFQ","Quantity of Fish caught",[1738],7,[],[],2,1,[]
278,"IFR","Rarity of Fish caught",[1739],7,[],[],2,1,[]
279,"FishingPoolConsumption","Fishing Pool Consumption modifier",[1740],7,[],[],2,1,[]
280,"ExoticFish","Can catch Exotic Fish",[2064],4,[],[],2,1,[]
281,"CorruptedFish","Can catch Corrupted Fish",[2231],4,[],[],2,1,[]
282,"CooldownRecovery","Cooldown Recovery Speed modifier",[3340],7,[],[],2,1,[]
283,"BrandNum","Brand Limit",[8447],0,[8603],[],2,1,[]
284,"BrandNumPerTarget","Attached Brand Limit per Target",[8810],0,[8603],[],2,1,[]
285,"Devotion","Devotion",[9632],0,[],[],2,1,[]
286,"LightningDamageChargeEnd","Lightning Damage when a Charge expires or is consumed","[1318,1319]",6,[],[],3,1,[]
287,"EnduranceCharges","Endurance Charges","[4,2652]",3,[],[],3,"",[]
288,"EnduranceDuration","Endurance Charge Duration modifier",[2690],7,[],[],3,1,[]
289,"PhysDamageRedPerEndurance","Physical Damage Reduction per Endurance Charge",[446],1,[],[],3,1,[]
