"rownum","Id","[rid]","[i32]","[i32]","[i32]","Variants","[rid]","[i32]","[rid]","rid","[i32]","[rid]","[i32]"
16,"exposure",[],[],[],[],"[""Default"",""Stygian"",""Celestial""]","[111,110,112]","[18079,39541,27572]",[],14265,[],[],[]
17,"soulfeast","[67,68]",[],[26],[],"[""Default""]",[],[18079],"[44,45,46,47]",347,[],[1330],[]
18,"mana_void","[69,70,71,72,73,74,75,76,77,78,79]",[],[],[],"[""Default""]",[],[18079],[],347,[],[1331],[]
19,"storm_rain","[80,81,82]",[3],[],[0],"[""Default""]",[],[18079],[],347,[],[1332],[]
20,"igniting_flask","[83,84,86,87,89]",[],"[20,0]",[],"[""Default""]",[354],[18079],[48],347,[],[1339],[]
21,"igniting_flask_wall","[83,85,86,88,89]",[],[],[],"[""Default""]",[],[18079],[],347,[],[1339],[]
22,"igniting_flask_lite","[83,90,92,93,95]",[],[],[],"[""Default""]",[],[18079],[],347,[],[1339],[]
23,"igniting_flask_wall_lite","[83,91,92,94,95]",[],[],[],"[""Default""]",[],[18079],[],347,[],[1339],[]
24,"infernal_blow","[96,97]",[],[],[],"[""Default"",""Stygian""]","[119,121,123]","[18079,39541]",[],347,[],[75],[]
25,"smoke_mine",[100],[],[],[],"[""Default"",""Stygian""]",[],"[18079,39541]",[],347,[],[236],[]
26,"chain_hook","[103,105,107,109]",[4],"[12,0]",[],"[""Default"",""Stygian""]",[],"[18079,39541]",[],347,[],[1186],[]
27,"arcane_cloak",[111],[],"[16,0]",[],"[""Default"",""VoidEmperor""]",[125],"[18079,48015]",[],347,[],[1238],[]
28,"orb_of_storms","[113,116,119]",[6],[],[],"[""Default"",""Celestial"",""Demonic""]",[],"[18079,27572,61278]",[],347,[],[505],[]
29,"spark",[],[],[],[],"[""Default"",""SkeletonSpark"",""SpiderSpark"",""AvariusSpark"",""FireSpider"",""Sand"",""LightningElder"",""BestiaryCocoon"",""VaalIncursion"",""IncursionPipe"",""VaalIncursionEpic"",""DelveDweller"",""BetrayalCatarinaSpark"",""LegionMarakethSpark"",""LegionMarakethTornadoSpark"",""AtlasEyrie"",""HarvestHellion"",""Automaton"",""Celestial"",""Void""]",[],"[18079,63244,63286,26477,55029,25598,37016,62017,45534,10364,56855,15938,15102,32275,4271,13264,58149,3488,27572,9203]","[49,72]",347,[],"[69,1033,70]",[]
30,"spark_monster",[],[],[],[],"[""BookTornado"",""FireTornado"",""AfflicationFlamenado""]",[],"[42246,34282,41848]",[69],783,[],"[69,1033,70]",[]
31,"dual_strike","[122,124,127,128]",[],[],[],"[""Default"",""NoImpact"",""Nightfall""]",[],"[18079,32633,57192]",[],347,[],[23],[]
32,"weapon_trap","[129,130,131,132]",[],[22],[],"[""Default""]",[],[18079],[],347,[],[1329],[]
33,"shield_waves","[133,134]",[],[],[],"[""Default""]",[],[18079],[],347,[],[1333],[]
34,"exsanguinate",[],"[9,0]",[],[],"[""Default"",""Celestial""]",[127],"[18079,27572]",[],347,[],[1312],[]
35,"void_burst","[135,136,137]",[],[],[],"[""Default""]",[129],[18079],[],347,[],[1324],[]
36,"bladefall","[138,144,150]",[],[],[],"[""Default"",""Gold"",""Demonic"",""Acid"",""Chrome"",""Sawblade"",""Illusionist"",""VoidEmperor""]",[],"[18079,38699,61278,16802,55413,28838,54759,48015]",[],347,[],"[495,496]",[]
37,"blade_blast","[158,162]",[],[],[],"[""Default"",""Illusionist"",""Sawblade""]",[],"[18079,54759,28838]",[],347,[],[1243],[]
38,"rage_slash","[166,167,168]",[],[25],[],"[""Default""]",[],[18079],[],347,[],[1325],[]
39,"ambush",[200],[],"[23,0]",[],"[""Default""]",[130],[18079],[],347,[],[1328],[]
40,"shock_nova","[169,175]",[],[],[],"[""Default"",""Riftworm"",""Kuduku"",""Blight"",""StormCultist"",""MonsterShock""]",[],"[18079,9609,36942,7333,64637,62796]",[],347,[],[431],[]
41,"boneshatter",[181],[],[],[],"[""Default""]",[],[18079],[],347,[],[1337],[]
42,"flame_golem_monster",[],[],[],[],"[""Warband""]",[],[51089],[],884,[7],[419],[]
43,"flame_golem",[],[],[],[],"[""Darkshard"",""Lightbringer"",""Miracle"",""Clockwork"",""Default"",""StormCaller""]",[],"[35955,55723,15198,56503,18079,6258]",[],347,[5],[419],[]
44,"lightning_golem",[],[],[],[],"[""Darkshard"",""Lightbringer"",""Miracle"",""Clockwork"",""Default"",""StormCaller""]",[],"[35955,55723,15198,56503,18079,6258]",[],347,[12],[631],[]
45,"ice_golem_monster",[],[],[],[],"[""Warband""]",[],[51089],[],884,[14],[418],[]
46,"ice_golem",[],[],[],[],"[""Darkshard"",""Lightbringer"",""Miracle"",""Clockwork"",""Default"",""StormCaller""]",[],"[35955,55723,15198,56503,18079,6258]",[],347,[19],[418],[]
47,"chaos_golem_monster",[],[],[],[],"[""Warband""]",[],[51089],[],884,[26],[417],[]
48,"chaos_golem",[],[],[],[],"[""Darkshard"",""Lightbringer"",""Miracle"",""Clockwork"",""Default"",""StormCaller""]",[],"[35955,55723,15198,56503,18079,6258]",[],347,[31],[417],[]
49,"stone_golem",[],[],[],[],"[""Darkshard"",""Lightbringer"",""Miracle"",""Clockwork"",""Default"",""StormCaller""]",[],"[35955,55723,15198,56503,18079,6258]",[],347,[25],[524],[]
50,"bone_golem",[],[],[],[],"[""Default"",""Celestial"",""Darkwood"",""Stygian""]",[],"[18079,27572,12926,39541]",[],347,[32],[1204],[]
51,"cold_snap","[182,187,188,193]",[],[],[],"[""Default"",""BigHands"",""Azurite"",""ProtoVaal"",""Overseer""]",[131],"[18079,37316,62276,18886,5427]",[],347,[],"[39,40]",[]
52,"blood_rage",[198],[],[],[],"[""Default"",""Scavenger""]",[132],"[18079,46158]",[],347,[],[35],[]
53,"lightning_strike","[201,204,206,209]",[],"[27,0]",[],"[""Default"",""Alternate"",""Myrmidon""]",[134],"[18079,25075,27566]","[76,77]",347,[],"[127,128]",[]
54,"vortex",[212],[],[],[],"[""Default"",""Blackhole"",""UltimatumCold"",""UltimatumLightning"",""UltimatumRuin"",""Myrmidon""]",[],"[18079,59527,47438,14591,29755,27566]",[],347,[],[607],[]
55,"burning_arrow","[215,216]",[],[33],[],"[""Default"",""Mystic""]",[290],"[18079,45462]","[82,83]",347,[],"[159,160]",[]
56,"dash","[219,221,222,223]",[],"[35,0]",[],"[""Default"",""Wild"",""MonsterRunUnarmed"",""MonsterRun"",""Constrictor"",""Myrmidon""]",[],"[18079,28806,44071,55600,8701,27566]",[],347,[],"[1179,1219]",[]
57,"cyclone","[239,254,273,267,268,279]",[],[],[],"[""Default"",""White"",""Blue"",""Saw"",""Illusionist"",""Celestial"",""Reserved1"",""Reserved2"",""Dark"",""Ghostflame"",""Automaton"",""BrutalPirateLord"",""UltimatumSabreSpider"",""UltimatumSabreSpiderRuin"",""UltimatumTrialmaster"",""Currency"",""Sharknado""]",[],"[18079,15971,52194,37218,54759,27572,3658,3657,5676,894,3488,28691,33116,19253,49128,53000,37940]",[],347,[],"[211,210]",[]
58,"herald_of_ash",[295],[],[],[],"[""Default"",""GhostFlame"",""Gloom"",""Divine"",""Purple"",""Gore"",""Sin"",""Innocence"",""Wasteland"",""Automaton"",""Celestial"",""BloodGuard"",""FaithGuard"",""Demonic"",""Empyrean"",""PolarisWhite"",""DragonHunter"",""Stygian"",""Glimmerwood"",""Darkwood"",""Despair""]","[138,139]","[18079,24397,57905,29263,19343,63064,48611,51245,53281,3488,27572,27987,25282,61278,17735,41774,9218,39541,61967,12926,50928]",[],347,[],[339],[]
59,"herald_of_ice",[337],[],[],[],"[""Default"",""UNUSED"",""Gloom"",""Divine"",""Purple"",""Gore"",""Sin"",""Innocence"",""Wasteland"",""Automaton"",""Celestial"",""BloodGuard"",""FaithGuard"",""Demonic"",""Empyrean"",""PolarisWhite"",""DragonHunter"",""Stygian"",""Glimmerwood"",""Darkwood"",""Despair""]",[203],"[18079,64124,57905,29263,19343,63064,48611,51245,53281,3488,27572,27987,25282,61278,17735,41774,9218,39541,61967,12926,50928]",[],347,[],[340],[]
60,"herald_of_thunder",[316],[],[],[],"[""Default"",""Tribal"",""Gloom"",""Divine"",""Purple"",""Gore"",""Sin"",""Innocence"",""Wasteland"",""Automaton"",""Celestial"",""BloodGuard"",""FaithGuard"",""Demonic"",""Empyrean"",""PolarisWhite"",""DragonHunter"",""Stygian"",""Glimmerwood"",""Darkwood"",""Despair""]","[181,225]","[18079,24417,57905,29263,19343,63064,48611,51245,53281,3488,27572,27987,25282,61278,17735,41774,9218,39541,61967,12926,50928]",[],347,[],[341],[]
61,"herald_of_agony",[],[],[],[],"[""Default"",""UNUSED"",""Gloom"",""Divine"",""Purple"",""Gore"",""Sin"",""Innocence"",""Wasteland"",""Automaton"",""Celestial"",""BloodGuard"",""FaithGuard"",""Demonic"",""Empyrean"",""PolarisWhite"",""DragonHunter"",""Stygian"",""Glimmerwood"",""Darkwood"",""Despair""]",[247],"[18079,64124,57905,29263,19343,63064,48611,51245,53281,3488,27572,27987,25282,61278,17735,41774,9218,39541,61967,12926,50928]",[],347,[36],[342],[]
62,"herald_of_purity","[358,369]",[],[],[],"[""Default"",""GhostFlame"",""Gloom"",""Divine"",""Purple"",""Gore"",""Sin"",""Innocence"",""Wasteland"",""Automaton"",""Celestial"",""BloodGuard"",""FaithGuard"",""Demonic"",""Empyrean"",""PolarisWhite"",""DragonHunter"",""Stygian"",""Glimmerwood"",""Darkwood"",""Despair""]",[269],"[18079,24397,57905,29263,19343,63064,48611,51245,53281,3488,27572,27987,25282,61278,17735,41774,9218,39541,61967,12926,50928]",[],347,[57],[343],[]
63,"eye_of_winter","[383,385]",[],[],[],"[""Default"",""Celestial""]",[],"[18079,27572]","[86,88]",347,[],[1340],[]
64,"spectral_helix","[387,389,391]",[],[47],[],"[""Default"",""Nightfall""]",[],"[18079,57192]",[90],347,[],"[244,1334]",[]
65,"earthquake","[393,404,417,429,442]",[],[],[],"[""Default"",""Vinktar"",""Blood"",""Bear"",""Bone"",""Gemling"",""GemlingUpgraded"",""Machinarium"",""SmallBlood"",""Crystal"",""RedCrystal"",""DoryaniCold"",""OshabiHammer""]",[],"[18079,40319,50511,45183,26857,25069,719,22740,49410,25591,50949,57401,58129]",[],347,[],"[536,539]",[]
66,"earthquake_ancestral","[453,457,461,465,469]",[],[],[],"[""Default"",""Celestial"",""Judicator"",""Stygian""]",[],"[18079,27572,11130,39541]",[],12149,[],"[536,539]",[]
67,"earthquake_lite","[473,474,475,476,477]",[],[],[],[],[],[],[],347,[],"[536,539]",[]
68,"earthshatter","[478,480,482,484]",[13],[],[1],"[""Default"",""Verdant""]",[],"[18079,22421]",[],347,[],[1264],[]
69,"earthshatter_ancestral","[486,490,494,498]",[],[],[3],"[""Default"",""Celestial"",""Judicator"",""Stygian""]",[],"[18079,27572,11130,39541]",[],12149,[],[1264],[]
70,"ground_slam","[502,509,510]",[],[],[],"[""Default"",""Blood"",""Molten"",""Bones"",""BrutusLightning"",""BrineShieldCrab"",""DefaultSpikes"",""Celestial"",""DwellerDeep""]",[],"[18079,50511,19877,5799,30086,20384,21898,27572,51406]",[],347,[],[4],[]
71,"ground_slam_ancestral","[518,522]",[],[],[],"[""Default"",""Celestial"",""Judicator"",""Stygian""]",[],"[18079,27572,11130,39541]",[],12149,[],[4],[]
72,"ice_crash","[526,528,530]",[],[],[],"[""Default"",""Automaton""]",[],"[18079,3488]",[],347,[],[425],[]
73,"ice_crash_lite","[532,534,536]",[],[],[],"[""Default"",""Automaton""]",[],"[18079,3488]",[],347,[],[425],[]
74,"ice_crash_ancestral","[538,542,546]",[],[],[],"[""Default"",""Celestial"",""Judicator"",""Stygian""]",[],"[18079,27572,11130,39541]",[],12149,[],[425],[]
75,"leap_slam","[550,561]",[],"[48,0,0]",[],"[""Default"",""Goat"",""Kaom"",""MysteryVariation"",""ChurchStatue"",""LabyrinthBoss"",""Electric"",""SuperGoat"",""SuperQuietGoat"",""Kitava"",""ShadowTrail"",""BestiaryRaptor"",""KitavaSnowflake"",""IncursionConstruct"",""DelveLightning"",""BetrayalElreon"",""BetrayalDash"",""NoEffects"",""SynthesisGolem"",""NewLeapSlam"",""LegionKaruiLeapSlam"",""CultistLeapSlam"",""Celestial"",""Carneval"",""BoneGolem"",""Harlequin"",""AfflictionPhysDemon"",""AfflictionPhysBoss"",""AfflictionMinion"",""StygianBoneGolem"",""HarvestHulk"",""HarvestBirddog"",""HarvestTaco"",""HarvestRhex"",""HarvestGoatman"",""DarkwoodBoneGolem"",""CelestialBoneGolem"",""HellscapeSkyStab""]",[],"[18079,47520,44737,21597,21271,4209,27110,47937,30725,5816,37479,15535,33811,31491,37899,24316,24762,50559,41690,15998,37850,18949,27572,59670,11022,15800,9387,3764,33406,56396,55190,53526,41112,43302,31939,14504,56150,46444]",[],347,[],"[14,15,455]",[]
76,"leap_slam_ancestral","[599,603,607,611]",[],[56],[],"[""Default"",""Celestial"",""Judicator"",""Stygian""]",[],"[18079,27572,11130,39541]",[],12149,[],"[14,15,455]",[]
77,"perforate","[615,616,617,618,619]",[],[],[],"[""Default""]",[],[18079],[],347,[],[1185],[]
78,"perforate_ancestral","[620,624,628,632,636]",[],[],[],"[""Default"",""Celestial"",""Judicator"",""Stygian""]",[],"[18079,27572,11130,39541]",[],12149,[],[1185],[]
79,"sunder","[640,644,648]",[],[],[],"[""Default"",""Blood"",""UNUSED"",""UNUSED"",""UNUSED"",""DefaultPlayer"",""Glimmerwood""]",[],"[18079,50511,64124,64124,64124,11395,61967]",[],347,[],[595],[]
80,"sunder_ancestral","[652,656,660]",[],[],[],"[""Default"",""Celestial"",""Judicator"",""Stygian""]",[],"[18079,27572,11130,39541]",[],12149,[],[595],[]
81,"tectonic_slam","[664,668,672,676]",[],[],[],"[""Default"",""CrabBoss"",""HarvestHellion"",""Celestial""]",[],"[18079,48347,58149,27572]",[],347,[],[979],[]
82,"tectonic_slam_ancestral","[680,684,688]",[],[],[],"[""Default"",""Celestial"",""Judicator"",""Stygian""]",[],"[18079,27572,11130,39541]",[],12149,[],[979],[]
83,"tectonic_slam_lite","[692,694,696]",[],[],[],"[""Default"",""CrabBoss"",""HarvestHellion"",""Celestial""]",[],"[18079,48347,58149,27572]",[],347,[],[979],[]
84,"cleave","[698,702,704,707]",[],[],[],"[""Default"",""DemonCleave"",""BreachCleave"",""NoEffect"",""BreachSmallCleave"",""LegionEternalEmpire"",""BeastCleave""]",[],"[18079,34274,56897,47632,34009,21981,4403]",[],347,[],[6],[]
85,"blade_flurry_sound",[709],[],[],[],"[""Default"",""MossMonster"",""NoSound"",""Urchin""]",[],"[18079,52232,48877,39658]",[],1719,[],[24],[]
86,"piety_reverse_cleave_sound",[712],[],[],[],"[""Default"",""Beast""]",[],"[18079,4395]",[],1719,[],[494],[]
87,"purge_hound_whirling_blades_sound",[714],[],[],[],"[""Default"",""MossMonster""]",[],"[18079,52232]",[],1719,[],[816],[]
88,"whirling_leap_sound",[716],[],[],[],"[""Default"",""MossMonster""]",[],"[18079,52232]",[],1719,[],[529],[]
89,"maligaro_blade_flurry_sound",[718],[],[],[],"[""Default"",""MossMonster""]",[],"[18079,52232]",[],1719,[],[786],[]
90,"mortar_barrage_mine","[720,723]",[],[],[],"[""Default"",""CorruptedEmperor"",""Stygian""]",[292],"[18079,7859,39541]",[92],347,[],[1213],[]
91,"mine_lightning_explosion",[726],[],[],[],"[""Default"",""CorruptedEmperor"",""Stygian""]",[294],"[18079,7859,39541]",[],347,[],[1214],[]
92,"cold_projectile_mine",[729],[],[],[],"[""Default"",""CorruptedEmperor"",""Stygian""]",[296],"[18079,7859,39541]",[95],347,[],[1215],[]
93,"poisonous_concoction","[736,732,737]",[],"[99,0]",[],"[""Default""]",[355],[18079],[98],347,[],[1344],[]
94,"poisonous_concoction_wall","[736,733]",[],[],[],"[""Default""]",[],[18079],[],347,[],[1344],[]
95,"poisonous_concoction_lite","[736,734]",[],[],[],"[""Default""]",[],[18079],[],347,[],[1344],[]
96,"poisonous_concoction_wall_lite","[736,735]",[],[],[],"[""Default""]",[],[18079],[],347,[],[1344],[]
97,"glacial_cascade","[738,742]",[],[],[],"[""Default"",""Gore"",""Arctic"",""Illusionist""]",[],"[18079,63064,59603,54759]",[],347,[],[1287],[]
98,"glacial_cascade_lite","[746,747]",[],[],[],"[""Default"",""Gore"",""Arctic"",""Illusionist""]",[],"[18079,63064,59603,54759]",[],347,[],[1287],[]
99,"glacial_cascade_old",[748],[],[],[],"[""Default"",""Dark"",""Miner"",""Chaos"",""Molten"",""Ornaments"",""Seawitch"",""Wave"",""Gemling"",""GemlingUpgraded"",""Lightning"",""AbyssBatVomit"",""Arctic"",""Illusionist"",""Stranglecharm""]",[],"[18079,5676,52447,38322,19877,35565,49065,24110,25069,719,41050,34205,59603,54759,21597]",[],347,[],"[285,286,287]",[]
100,"arc","[763,774,776]",[14],"[60,0]",[],"[""Default"",""Guardian"",""Piety"",""BreachLightning"",""PurpleMTX"",""Clockwork"",""Automaton"",""Sulphite"",""Celestial"",""BlightLightning"",""WithCurve"",""BreachLightningNew"",""HellscapeFleshFodder""]",[298],"[18079,57229,56950,58664,43085,56503,3488,48680,27572,11101,57028,2612,44603]",[],347,[],"[46,47]",[]
101,"chronomancer","[787,788,789]",[],"[64,0,0]",[],"[""Default""]",[],[18079],[],347,[],[1345],[]
102,"flame_wall","[790,794]",[],"[67,0,0,0,71,0,0,0]",[7],"[""Default"",""Stygian"",""Oblivion"",""Transcendence""]",[301],"[18079,39541,116,28088]",[],347,[],[1278],[]
103,"plague_bearer","[798,800,802,804]",[],[],[],"[""Default"",""Stygian""]","[305,307,309,311]","[18079,39541]",[],347,[],[1208],[]
104,"storm_brand","[806,809,812,815,818]","[27,0]",[],[],"[""Default"",""Automaton"",""Celestial""]",[],"[18079,3488,27572]",[],347,[],[1120],[]
105,"armageddon_brand","[821,823,825,827,829,831]",[33],[],[],"[""Default"",""UNUSED"",""Celestial""]",[],"[18079,64124,27572]",[],347,[],[1132],[]
106,"arcanist_brand","[833,835,837,839]",[35],[],[],"[""Default"",""UNUSED"",""Celestial""]",[],"[18079,64124,27572]",[],347,[],[1254],[]
107,"penance_brand","[841,843,845,847,849,851]","[37,0]",[],[],"[""Default"",""UNUSED"",""Celestial""]","[313,315]","[18079,64124,27572]",[],347,[],[1262],[]
108,"winter_brand","[853,855,857,859,861]","[41,0]",[],[],"[""Default"",""UNUSED"",""Celestial""]","[317,319,321]","[18079,64124,27572]",[],347,[],[1263],[]
109,"shield_charge","[863,868,873,878,883,888,892,897]",[],"[101,0,0,0,104]",[],"[""Default"",""UNUSED"",""Kitava"",""Tibbs"",""Misery"",""Deepwater""]",[],"[18079,64124,5816,63659,32478,57983]",[],347,[],"[9,1286]",[]
110,"tornado","[1036,1045,1046,1047,1048,1049,1050,1051,1052,1053,1054]",[],[],[],"[""Default""]",[],[18079],[],347,[78],[1347],[]
111,"barrage_bow","[899,907,915]",[],[],[],"[""Default"",""Snipe"",""Celestial"",""Blood""]",[],"[18079,61594,27572,50511]",[99],347,[],[272],[]
112,"barrage_wand","[903,911,915]",[],[],[],"[""Default"",""Snipe"",""Celestial"",""Blood""]",[],"[18079,61594,27572,50511]",[104],347,[],[272],[]
113,"flame_dash","[917,930]",[],[124],[],"[""Default"",""Cold"",""Harbinger"",""FireIceMicro"",""Blue"",""Wasteland"",""Corsair"",""Stygian"",""Black"",""Scientist"",""Demonic"",""Nightfall"",""Siren""]",[],"[18079,13381,41619,11119,52194,53281,51220,39541,25619,64816,61278,57192,42935]",[],347,[],[432],[]
114,"virulent_arrow","[931,934,937,940,943,946,949,952,955]",[],[125],[],"[""Default"",""BlackLotus"",""Celestial""]",[],"[18079,33766,27572]","[108,111,114]",347,[],[1085],[]
115,"blight_channel","[958,963,964,968,972,977]",[],[],[],"[""Default"",""Celestial"",""Sunprism"",""Scientist"",""Project""]","[326,331]","[18079,27572,52008,64816,55295]",[],347,[],"[608,609]",[]
116,"tempest_shield","[982,983]",[45],[128],[],"[""Default""]",[],[18079],[],347,[],[130],[]
117,"wither_channelled","[984,991]",[],[],[],"[""Default"",""Arcane"",""Celestial"",""Sunprism"",""Scientist"",""Demonic"",""Project""]","[333,339]","[18079,47901,27572,52008,64816,61278,55295]",[],347,[],[543],[]
118,"soul_link","[998,999]",[46],[132],[],"[""Default""]","[341,342]",[18079],[],347,[],[1349],[]
119,"storm_blade","[1000,1001]",[],[],[],"[""Default""]",[343],[18079],[],347,[],[1348],[]
120,"flame_link","[1002,1003]",[47],[133],[],"[""Default""]","[344,345]",[18079],[],347,[],[1350],[]
121,"remora_link","[1004,1005]",[48],[134],[],"[""Default""]","[346,347]",[18079],[],347,[],[1351],[]
122,"bulwark_link","[1006,1007]",[49],[135],[],"[""Default""]","[348,349]",[18079],[],347,[],[1352],[]
123,"trigger_link","[1008,1009]",[50],[136],[],"[""Default""]","[350,351]",[18079],[],347,[],[1353],[]
124,"critical_link","[1010,1011]",[51],[137],[],"[""Default""]","[352,353]",[18079],[],347,[],[1354],[]
125,"brand_surge","[1012,1013,1014,1015,1016,1017]",[52],[],[],"[""Default"",""UNUSED"",""Celestial""]",[],"[18079,64124,27572]",[],347,[],[1257],[]
126,"lightning_arrow","[1030,1033]",[],[],[],"[""Default"",""Blood"",""Monster""]",[],"[18079,50511,1567]",[117],347,[],[141],[]
127,"tornado_shot_bow","[1037,1041]",[],[129],[],"[""Default"",""MTX"",""Chaos"",""Celestial""]",[],"[18079,35902,38322,27572]","[120,124]",347,[],[322],[]
128,"tornado_shot_wand","[1037,1041]",[],[129],[],"[""Default"",""MTX"",""Chaos"",""Celestial""]",[],"[18079,35902,38322,27572]","[128,129]",347,[],[322],[]
129,"fireball","[1055,1074]",[],[],[],"[""Default"",""Golden"",""Dragon"",""Pyro"",""PyroPoison"",""Phoenix"",""AvariusCasticus"",""Holy"",""AbberathMinion"",""HolyMiner"",""Gemling"",""GemlingUpgraded"",""AvariusWickerman"",""BestiaryHellion"",""IncursionFireball"",""IncursionFireballLightning"",""IncursionFireballChaos"",""DelveTaowu"",""DelveTaowuLarge"",""BlightFire"",""Celestial"",""FlameSentinel"",""Stygian"",""ExpeditionRelic"",""Direblade"",""Oblivion"",""OnyxOblivion""]",[],"[18079,51154,25624,34029,17715,28085,35646,27667,5363,45614,25069,719,31455,20203,30073,32830,24662,31460,11595,50741,27572,23584,39541,51001,11723,116,38576]",[136],347,[],"[44,45]",[]
130,"expanding_fire_cone","[1075,1076,1077,1078,1079,1080]",[],[138],[],"[""Default"",""BlueFlame"",""Direblade""]",[],"[18079,61200,11723]",[],347,[],[208],[]
131,"crackling_lance","[1092,1092,1095,1098]","[55,0]","[139,0,0,0,139]",[],"[""Default"",""Automaton"",""Celestial""]",[],"[18079,3488,27572]",[],347,[],[1274],[]
132,"ice_shot","[1104,1105,1106]",[],[],[],"[""Default"",""Piety"",""Monster"",""VaalOrb"",""Skadi""]",[],"[18079,56950,1567,3918,31535]",[163],347,[],"[186,187]",[]
