"rownum","MonsterVarietiesKey","LegionFactionsKey","LegionRanksKey","i32","MiscAnimatedKey","i32","i32","[i32]","[i32]","[i32]","[i32]","[i32]","[i32]","i32","i32","[rid]","MonsterVarietiesKey2"
41,7131,1,2,0,[],0,1,[],[],[],[],[],[],15,60,[],""
42,7133,1,3,3,[],0,1,[],[],[],[],[],[],15,60,[],""
43,7025,0,57,0,[],0,2,[],[],[],[],[],[],150,50,[],""
44,7026,0,57,0,[],0,2,[],[],[],[],[],[],150,50,[],""
45,7027,0,57,0,[],0,2,[],[],[],[],[],[],150,50,[],""
46,7028,0,57,0,[],0,2,[],[],[],[],[],[],150,50,[],""
47,7029,0,57,0,[],0,2,[],[],[],[],[],[],150,50,[],""
48,7037,0,57,0,[],0,1,[],[],[],[],[],[],150,50,[],""
49,7038,0,57,1,[],0,1,[],[],[],[],[],[],150,50,[],""
50,7039,0,57,0,[],0,1,[],[],[],[],[],[],150,120,[],""
51,7048,2,57,0,[],0,8,[],[],[],[],[],[],150,60,[],""
52,7054,2,57,1,[],0,1,[],[],[],[],[],[],150,60,[],""
53,7055,2,57,0,[],0,1,[],[],[],[],[],[],150,60,[],""
54,7069,3,57,0,[],0,5,[],[],[],[],[],[],150,50,[],""
55,7070,3,57,0,[],0,5,[],[],[],[],[],[],150,50,[],""
56,7077,3,57,0,[],0,1,[],[],[],[],[],[],150,50,[],""
57,7078,3,57,1,[],0,1,[],[],[],[],[],[],150,110,[],""
58,7079,3,57,0,[],0,1,[],[],[],[],[],[],150,110,[],""
59,7091,4,57,0,[],0,3,[],[],[],[],[],[],150,50,[],""
60,7092,4,57,0,[],0,3,[],[],[],[],[],[],150,50,[],""
61,7093,4,57,0,[],0,3,[],[],[],[],[],[],150,60,[],""
62,7099,4,57,2,[],0,1,[],[],[],[],[],[],150,50,[],""
63,7100,4,57,2,[],0,1,[],[],[],[],[],[],150,50,[],""
64,7112,1,57,0,[],0,3,[],[],[],[],[],[],150,50,[],""
65,7113,1,57,0,[],0,3,[],[],[],[],[],[],150,50,[],""
66,7114,1,57,1,[],0,1,[],[],[],[],[],[],150,50,[],""
67,7119,1,57,2,[],0,3,[],[],[],[],[],[],150,50,[],""
68,7122,1,57,0,[],0,3,[],[],[],[],[],[],150,50,[],""
69,7127,1,57,0,[],0,1,[],[],[],[],[],[],150,60,[],""
70,7128,1,57,0,[],0,1,[],[],[],[],[],[],150,60,[],""
