"rownum","Id","CharactersKey","BaseItemTypesKey","SocketColours","WorldAreasKey"
136,"DexInt2_1",5,5242,"",1317
137,"DexInt2_2",5,5033,"",1317
138,"DexInt2_3",5,5107,"",1317
139,"DexInt2_4",5,5222,"",1317
140,"DexInt2_5",5,5036,"",1317
141,"DexInt2_6",5,1,"",1317
142,"DexInt2_7",5,1,"",1317
143,"DexInt2_8",5,4764,"",1317
144,"DexInt2_9",5,3899,"G",1317
145,"DexInt2_10",5,3899,"G",1317
146,"DexInt2_11",5,3875,"B",1317
147,"DexInt2_12",5,3875,"B",1317
148,"DexInt2_13",5,4348,"G",1317
149,"DexInt2_14",5,4367,"B",1317
150,"StrDexInt2_1",2,1,"",1317
151,"StrDexInt2_2",2,1,"",1317
152,"StrDexInt2_3",2,4764,"",1317
153,"StrDexInt2_4",2,5146,"",1317
154,"StrDexInt2_5",2,5200,"",1317
155,"StrDexInt2_6",2,4995,"",1317
156,"StrDexInt2_7",2,5222,"",1317
157,"StrDexInt2_8",2,3875,"B",1317
158,"StrDexInt2_9",2,4179,"GR",1317
159,"StrDexInt2_10",2,3988,"G",1317
160,"StrDexInt2_11",2,3988,"R",1317
161,"StrDexInt2_12",2,3875,"B",1317
