"rownum","WorldAreasKey","InheritsFrom","RecipeId"
34,519,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",139
35,589,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",137
36,590,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",137
37,591,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",137
38,661,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",138
39,662,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",138
40,663,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",138
41,733,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",140
42,734,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",140
43,735,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",140
44,43,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",166
45,52,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",144
46,89,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",136
47,103,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",164
48,105,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",156
49,121,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",192
50,139,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",145
51,1215,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",172
52,1085,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",191
53,1086,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",175
54,1130,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",154
55,1127,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",179
56,1079,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",199
57,1252,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",153
58,1167,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",157
59,1166,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",229
60,1230,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",167
61,1188,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",195
62,1196,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",189
63,1152,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",165
64,1171,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",252
65,1100,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",261
66,1114,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",151
67,1155,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",197
68,1098,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",262
69,1233,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",193
70,1178,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",142
71,1225,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",109
72,1095,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",190
73,1121,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",198
74,1227,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",196
75,1229,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",253
76,1187,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",249
77,1209,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",250
78,1176,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",251
79,1145,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",247
80,1103,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",248
81,1232,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",234
82,1210,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",236
83,1216,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",237
84,1097,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",238
85,1082,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",239
86,1132,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",240
87,1111,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",241
88,1228,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",242
89,1202,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",243
90,1221,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",245
91,1164,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",246
92,1257,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",155
93,1256,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",182
94,1254,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",186
95,1253,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",226
96,1251,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",227
97,1247,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",231
98,1245,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",254
99,1146,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",255
