"rownum","SetId","AchievementsRequired","Rewards","TotemPieceEveryNAchievements","Message","NotificationIcon","HideoutName","Id"
38,17,19,[6715],3,"","","","HideoutTotemPole8"
39,18,12,[1001],0,"","","","HarbingerEyes"
40,18,24,"[1002,1003]",0,"","","","HarbingerCrownBundle"
41,18,36,[1004],0,"","","","HarbingerCharacterEffect"
42,18,19,[6717],3,"","","","HideoutTotemPole9"
43,19,12,[1201],0,"","","","AbyssHelmet"
44,19,24,[1077],0,"","","","AbyssWings"
45,19,36,[1204],0,"","","","AbyssPortalEffect"
46,19,19,[6719],3,"","","","HideoutTotemPole10"
47,20,12,[1582],0,"","","","BestiaryHelmet"
48,20,24,[1562],0,"","","","BestiaryWings"
49,20,36,[1583],0,"","","","BestiaryPortalEffect"
50,20,19,[6721],3,"","","","HideoutTotemPole11"
51,21,1,[],0,"Congratulations!\nYou earned a Sin and Innocence Mystery Box!","Art/2DItems/Effects/MysteryChest/SinInnocenceMysteryBox.dds","Sin and Innocence Mystery Box","MysteryPackSinAndInnocenceBox"
52,22,12,[1619],0,"","","","IncursionBandana"
53,22,24,[1621],0,"","","","IncursionCloak"
54,22,36,[1622],0,"","","","IncursionPortalEffect"
55,22,19,[6723],3,"","","","HideoutTotemPole12"
56,23,1,[],0,"Congratulations!\nYou earned an Apocalypse Mystery Box!","Art/2DItems/Effects/MysteryChest/ApocalypseMysteryBox.dds","Apocalypse Mystery Box","MysteryPackApocalypseBox"
57,24,12,[3682],0,"","","","DelvePet"
58,24,24,[1797],0,"","","","DelveBackAttachment"
59,24,36,[1787],0,"","","","DelvePortalEffect"
60,24,19,[6725],3,"","","","HideoutTotemPole13"
61,25,12,[1853],0,"","","","BetrayalHelmetAttachment"
62,25,24,[1854],0,"","","","BetrayalAuraEffect"
63,25,36,[1855],0,"","","","BetrayalCloak"
64,25,19,[6727],3,"","","","HideoutTotemPole14"
65,26,12,"[2036,2037]",0,"","","","SynthesisHelmetBundle"
66,26,24,[3696],0,"","","","SynthesisPet"
67,26,36,[2038],0,"","","","SynthesisWings"
68,26,19,[6729],3,"","","","HideoutTotemPole15"
69,27,1,[],0,"Congratulations!\nYou earned a Glimmerwood Mystery Box!","Art/2DItems/Effects/MysteryChest/DarkwoodMysteryBox.dds","Glimmerwood Mystery Box","MysteryPackGlimmerwoodBox"
70,28,12,[2222],0,"Earned Monolith Crown Microtransaction!","","","LegionHelmet"
71,28,24,[2223],0,"Earned Monolith Aura Effect Microtransaction!","","","LegionAuraEffect"
72,28,36,[2224],0,"Earned Monolith Wings Microtransaction!","","","LegionWings"
73,28,19,[6731],3,"Earned Legion Totem!\nThe more challenges you complete, the bigger it gets!","","","HideoutTotemPole16"
74,29,12,[2311],0,"Earned Blight Helmet Microtransaction!","","","BlightHelmet"
75,29,24,[2312],0,"Earned Blight Portal Effect Microtransaction!","","","BlightPortalEffect"
76,29,36,[2313],0,"Earned Blight Wings Microtransaction!","","","BlightWings"
77,29,19,[6733],3,"Earned Blight Totem!\nThe more challenges you complete, the bigger it gets!","","","HideoutTotemPole17"
78,30,12,[2440],0,"Earned Metamorph Footprints Effect Microtransaction!","","","MetamorphFootprintsEffect"
79,30,24,[2441],0,"Earned Metamorph Weapon Effect Microtransaction!","","","MetamorphWeaponEffect"
80,30,36,[2442],0,"Earned Metamorph Portal Effect Microtransaction!","","","MetamorphPortalEffect"
81,30,19,[6735],0,"Earned Metamorph Totem!\nThe more challenges you complete, the bigger it gets!","","","HideoutTotemPole18"
82,31,12,[2553],0,"Earned Delirium Horn Microtransaction!","","","DeliriumHorns"
83,31,24,[2554],0,"Earned Delirium Cloak Microtransaction!","","","DeliriumCloak"
84,31,36,[2555],0,"Earned Delirium Wings Microtransaction!","","","DeliriumWings"
85,31,19,[6737],3,"Earned Delirium Totem!\nThe more challenges you complete, the bigger it gets!","","","HideoutTotemPole19"
86,32,12,[2715],0,"Earned Harvest Footprints Effect Microtransaction!","","","HarvestFootprintsEffect"
87,32,24,[2716],0,"Earned Harvest Cloak Microtransaction!","","","HarvestCloak"
88,32,36,[2717],0,"Earned Harvest Portal Effect Microtransaction!","","","HarvestPortalEffect"
89,32,19,[6739],3,"Earned Harvest Totem!\nThe more challenges you complete, the bigger it gets!","","","HideoutTotemPole20"
90,33,12,"[2822,2823,2824]",0,"Earned Heist Helmet Pack!","Art/2DItems/Effects/Hats/HeistHelmetPack.dds","","HeistHelmetPack"
91,33,24,[3775],0,"Earned Heist Cat Pet Microtransaction!","","","HeistPet"
92,33,36,[2825],0,"Earned Heist Portal Effect Microtransaction!","","","HeistPortalEffect"
93,33,19,[6741],3,"Earned Heist Totem!\nThe more challenges you complete, the bigger it gets!","","","HideoutTotemPole21"
94,34,1,[],0,"Congratulations!\nYou earned a Twilight Mystery Box!","Art/2DItems/Effects/MysteryChest/TwilightMysteryBox.dds","Twilight Mystery Box","MysteryPackTwilightBox"
95,35,1,[],0,"Congratulations!\nYou earned a Twilight Mystery Box!","Art/2DItems/Effects/MysteryChest/TwilightMysteryBox.dds","Twilight Mystery Box","MysteryPackTwilightBox"
96,36,1,[],0,"Congratulations!\nYou earned a Twilight Mystery Box!","Art/2DItems/Effects/MysteryChest/TwilightMysteryBox.dds","Twilight Mystery Box","MysteryPackTwilightBox"
97,37,12,[3026],0,"Congratulations!\nYou earned the Ritual Weapon Effect!","","","RitualWeaponEffect"
98,37,24,[3027],0,"Congratulations!\nYou earned the Ritual Character Effect!","","","RitualCharacterEffect"
99,37,36,[],0,"Congratulations!\nYou earned the Ritualist's Hideout!","Art/2DItems/Hideout/RitualHideout.dds","Ritualist's Hideout","HideoutRitualLeague"
100,37,19,[6743],3,"Congratulations! You earned the Ritual Totem!\nThe more challenges you complete, the bigger it gets!","","","HideoutTotemPole22"
101,38,12,[3107],0,"Congratulations!\nYou earned the Ultimatum Helmet Skin!","","","UltimatumHelmet"
102,38,24,[3806],0,"Congratulations!\nYou earned the Ultimatum Pet!","","","UltimatumPet"
103,38,36,[3108],0,"Congratulations!\nYou earned the Ultimatum Portal Effect!","","","UltimatumPortalEffect"
104,38,19,[6745],3,"Congratulations! You earned the Ultimatum Totem!\nThe more challenges you complete, the bigger it gets!","","","HideoutTotemPole23"
105,39,12,[3244],0,"Congratulations!\nYou earned the Expedition Footprints Effect!","","","ExpeditionFootprintsEffect"
106,39,24,[3245],0,"Congratulations!\nYou earned the Expedition Weapon Effect!","","","ExpeditionWeaponEffect"
107,39,36,[3246],0,"Congratulations!\nYou earned the Expedition Portal Effect!","","","ExpeditionPortalEffect"
108,39,19,[6747],3,"Congratulations! You earned the Expedition Totem!\nThe more challenges you complete, the bigger it gets!","","","HideoutTotemPole24"
109,40,12,[3452],0,"Congratulations!\nYou earned the Scourge Weapon!","","","ScourgeWeapon"
110,40,24,[3453],0,"Congratulations!\nYou earned the Scourge Wings!","","","ScourgeWings"
111,40,36,[3837],0,"Congratulations!\nYou earned the Scourge Pet!","","","ScourgePet"
112,40,19,[6749],0,"Congratulations! You earned the Scourge Totem!\nThe more challenges you complete, the bigger it gets!","","","HideoutTotemPole25"
