"rownum","Id","Base_ENVFile","Corrupted_ENVFile","i32","i32","[rid]","EnvironmentTransitionsKey","PreloadGroup"
62,"AtlasExiles1_1","Metadata/EnvironmentSettings/AtlasExiles1_1.env","",2604,2604,[],"",""
63,"AtlasExiles1_BossFight","Metadata/EnvironmentSettings/AtlasExiles1_BossFight.env","",2604,2604,[],"",""
64,"AtlasExiles1_Completed","Metadata/EnvironmentSettings/AtlasExiles1_Completed.env","",2604,2604,[],"",""
65,"AtlasExiles2_1","Metadata/EnvironmentSettings/AtlasExiles2_1.env","",2604,2604,[],"",""
66,"AtlasExiles2_1_Rotate","Metadata/EnvironmentSettings/AtlasExiles2_1.env","Metadata/EnvironmentSettings/AtlasExiles2_1_Entrance.env",2604,2604,[],0,""
67,"AtlasExiles2_BossFight","Metadata/EnvironmentSettings/AtlasExiles2_BossFight.env","",2604,2604,[],"",""
68,"AtlasExiles2_Completed","Metadata/EnvironmentSettings/AtlasExiles2_Completed.env","",2604,2604,[],"",""
69,"AtlasExiles3_1","Metadata/EnvironmentSettings/AtlasExiles3_1.env","Metadata/EnvironmentSettings/AtlasExiles3_1_foggier.env",2604,2604,[],0,""
70,"AtlasExiles3_BossFight","Metadata/EnvironmentSettings/AtlasExiles3_BossFight.env","Metadata/EnvironmentSettings/AtlasExiles3_BossFight_foggier.env",2604,2604,[],0,""
71,"AtlasExiles3_Completed","Metadata/EnvironmentSettings/AtlasExiles3_Completed.env","Metadata/EnvironmentSettings/AtlasExiles3_Completed_foggier.env",2604,2604,[],0,""
72,"AtlasExiles4_1","Metadata/EnvironmentSettings/AtlasExiles4_1.env","",2604,2604,[],"",""
73,"AtlasExiles4_BossFight","Metadata/EnvironmentSettings/AtlasExiles4_BossFight.env","",2604,2604,[],"",""
74,"AtlasExiles4_Completed","Metadata/EnvironmentSettings/AtlasExiles4_Completed.env","",2604,2604,[],"",""
75,"AtlasExiles5_1","Metadata/EnvironmentSettings/AtlasExiles5_1.env","",2604,2604,[],"",""
76,"AtlasExiles5_2","Metadata/EnvironmentSettings/AtlasExiles5_2.env","",2604,2604,[],"",""
77,"AtlasExiles5_Lab","Metadata/EnvironmentSettings/AtlasExiles5_Lab.env","",2604,2604,[],"",""
78,"AtlasExiles5_LabFoyer","Metadata/EnvironmentSettings/AtlasExiles5_LabFoyer.env","",2604,2604,[],"",""
79,"AtlasExiles5_Square","Metadata/EnvironmentSettings/AtlasExiles5_Square.env","",2604,2604,[],"",""
80,"AtlasExiles5_SquareBurning1","Metadata/EnvironmentSettings/AtlasExiles5_SquareBurning1.env","",2604,2604,[],"",""
81,"AtlasExiles5_SquareBurning2","Metadata/EnvironmentSettings/AtlasExiles5_SquareBurning2.env","",2604,2604,[],"",""
82,"AtlasExiles5_SquareBurning3","Metadata/EnvironmentSettings/AtlasExiles5_SquareBurning3.env","",2604,2604,[],"",""
83,"AtlasExiles5_Completed","Metadata/EnvironmentSettings/AtlasExiles5_Completed.env","",2604,2604,[],"",""
84,"3_1","Metadata/EnvironmentSettings/1_3_1.env","",2604,2604,[],"",""
85,"3_2","Metadata/EnvironmentSettings/1_3_2.env","",2604,2604,[],"",""
86,"3_3_1","Metadata/EnvironmentSettings/1_3_3_1.env","",2604,2604,[],"",""
87,"3_4","Metadata/EnvironmentSettings/1_3_4.env","",2604,2604,[],"",""
88,"3_5","Metadata/EnvironmentSettings/1_3_5.env","",2604,2604,[],"",""
89,"3_6_1","Metadata/EnvironmentSettings/1_3_6_1.env","",2604,2604,[],"",""
90,"3_7","Metadata/EnvironmentSettings/1_3_7.env","",2604,2604,[],"",""
91,"3_8_1","Metadata/EnvironmentSettings/1_3_8_1.env","",2604,2604,[],"",""
92,"3_8_2","Metadata/EnvironmentSettings/1_3_8_2.env","",2604,2604,[],"",""
93,"3_9","Metadata/EnvironmentSettings/1_3_9.env","",2604,2604,[],"",""
94,"3_10_0","Metadata/EnvironmentSettings/1_3_10_0.env","",2604,2604,[],"",""
95,"3_10_1","Metadata/EnvironmentSettings/1_3_10_1.env","",2604,2604,[],"",""
96,"3_10_2","Metadata/EnvironmentSettings/1_3_10_2.env","",2604,2604,[],"",""
97,"3_10_3","Metadata/EnvironmentSettings/1_3_10_3.env","",2604,2604,[],"",""
98,"3_13","Metadata/EnvironmentSettings/1_3_13.env","",2604,2604,[],"",""
99,"3_14_1","Metadata/EnvironmentSettings/1_3_14_1.env","",2604,2604,[],"",""
100,"3_14_1_synthesis","Metadata/EnvironmentSettings/1_3_14_1_synthesis.env","",2604,2604,[],"",""
101,"3_14_2","Metadata/EnvironmentSettings/1_3_14_2.env","",2604,2604,[],"",""
102,"3_14_3","Metadata/EnvironmentSettings/1_3_14_3.env","",2604,2604,[],"",""
103,"3_14_3_silent","Metadata/EnvironmentSettings/boss_silent.env","",2604,2604,[],"",""
104,"3_14_3_boss","Metadata/EnvironmentSettings/1_3_14_3_boss.env","",2604,2604,[],"",""
105,"3_15","Metadata/EnvironmentSettings/1_3_15.env","",2604,2604,[],"",""
106,"3_16","Metadata/EnvironmentSettings/1_3_16.env","",2604,2604,[],"",""
107,"3_17_1","Metadata/EnvironmentSettings/1_3_17_1.env","",2604,2604,[],"",""
108,"3_17_2","Metadata/EnvironmentSettings/1_3_17_2.env","",2604,2604,[],"",""
109,"3_18_1","Metadata/EnvironmentSettings/1_3_18_1.env","",2604,2604,[],"",""
110,"3_18_1_entrance","Metadata/EnvironmentSettings/1_3_18_1_entrance.env","",2604,2604,[],"",""
111,"3_18_2","Metadata/EnvironmentSettings/1_3_18_2.env","",2604,2604,[],"",""
112,"3_18_3","Metadata/EnvironmentSettings/1_3_18_3.env","",2604,2604,[],"",""
113,"3_18_3_bossmusic","Metadata/EnvironmentSettings/1_3_18_3_bossmusic.env","",2604,2604,[],"",""
114,"3_18_3_demon","Metadata/EnvironmentSettings/1_3_18_3_demon.env","",2604,2604,[],"",""
115,"3_18_3_demon_rain","Metadata/EnvironmentSettings/1_3_18_3_demon_rain.env","",2604,2604,[],"",49
116,"3_18_3_silent","Metadata/EnvironmentSettings/1_3_18_3_silent.env","",2604,2604,[],"",""
117,"3_town","Metadata/EnvironmentSettings/1_3_town.env","",2604,2604,[],"",""
118,"3_town_v2","Metadata/EnvironmentSettings/1_3_town_v2.env","",2604,2604,[],"",""
119,"3_town_v2_clean","Metadata/EnvironmentSettings/1_3_town_v2_clean.env","",2604,2604,[],"",""
120,"3_town_v2_toxic","Metadata/EnvironmentSettings/1_3_town_v2_toxic.env","",2604,2604,[],"",""
121,"4_1","Metadata/EnvironmentSettings/1_4_1.env","",2604,2604,[],"",""
122,"4_2_silent","Metadata/EnvironmentSettings/1_4_2.env","",2604,2604,[],"",""
123,"4_2","Metadata/EnvironmentSettings/1_4_2.env","",2604,2604,[],"",""
124,"4_3_1","Metadata/EnvironmentSettings/1_4_3_1.env","",2604,2604,[],"",""
125,"4_3_2","Metadata/EnvironmentSettings/1_4_3_2.env","",2604,2604,[],"",""
126,"4_3_3","Metadata/EnvironmentSettings/1_4_3_3.env","",2604,2604,[],"",""
127,"4_3_3_prophecy","Metadata/EnvironmentSettings/1_4_3_3_prophecy.env","",2604,2604,[],"",""
128,"4_4_1","Metadata/EnvironmentSettings/1_4_4_1.env","",2604,2604,[],"",""
129,"4_4_2","Metadata/EnvironmentSettings/1_4_4_2.env","",2604,2604,[],"",""
130,"4_4_3","Metadata/EnvironmentSettings/1_4_4_3.env","",2604,2604,[],"",""
131,"4_4_3_outside_silent","Metadata/EnvironmentSettings/1_4_4_3.env","",2604,2604,[],"",""
132,"4_4_3_boss","Metadata/EnvironmentSettings/1_4_4_3_boss.env","",2604,2604,[],"",""
133,"4_4_3_silent","Metadata/EnvironmentSettings/boss_silent.env","",2604,2604,[],"",""
134,"4_5_1","Metadata/EnvironmentSettings/1_4_5_1.env","",2604,2604,[],"",""
135,"4_5_2_inside","Metadata/EnvironmentSettings/1_4_5_2_inside.env","",2604,2604,[],"",""
136,"4_5_2_inside_silent","Metadata/EnvironmentSettings/1_4_5_2_inside.env","",2604,2604,[],"",""
137,"4_5_2_outside","Metadata/EnvironmentSettings/1_4_5_2_outside.env","",2604,2604,[],"",""
138,"4_5_2_outside_silent","Metadata/EnvironmentSettings/1_4_5_2_outside.env","",2604,2604,[],"",""
139,"4_5_2_bossarena","Metadata/EnvironmentSettings/1_4_5_2_bossarena.env","",2604,2604,[],"",""
140,"4_5_2_mumble","Metadata/EnvironmentSettings/1_4_5_2_bossarena.env","",2604,2604,[],"",""
141,"4_5_2_bossarena_silent","Metadata/EnvironmentSettings/boss_silent.env","",2604,2604,[],"",""
142,"4_6_1","Metadata/EnvironmentSettings/1_4_6_1.env","",2604,2604,[],"",""
143,"4_6_2","Metadata/EnvironmentSettings/1_4_6_2.env","",2604,2604,[],"",""
144,"4_6_3","Metadata/EnvironmentSettings/1_4_6_3.env","",2604,2604,[],"",""
145,"4_6_3_boss1","Metadata/EnvironmentSettings/1_4_6_3_boss1.env","",2604,2604,[],"",""
146,"4_6_3_boss1_silent","Metadata/EnvironmentSettings/no_music.env","",2604,2604,[],"",""
147,"4_6_3_boss2","Metadata/EnvironmentSettings/1_4_6_3_boss2.env","",2604,2604,[],"",""
148,"4_6_3_boss2_silent","Metadata/EnvironmentSettings/no_music.env","",2604,2604,[],"",""
149,"4_7","Metadata/EnvironmentSettings/1_4_7.env","",2604,2604,[],"",""
150,"4_town_silent","Metadata/EnvironmentSettings/1_4_town.env","",2604,2604,[],"",""
151,"4_town","Metadata/EnvironmentSettings/1_4_town.env","",2604,2604,[],"",""
152,"5_town","Metadata/EnvironmentSettings/1_5_town.env","",2604,2604,[],"",""
153,"5_1","Metadata/EnvironmentSettings/1_5_1.env","",2604,2604,[],"",""
154,"5_2","Metadata/EnvironmentSettings/1_5_2.env","",2604,2604,[],"",""
155,"5_3","Metadata/EnvironmentSettings/1_5_3.env","",2604,2604,[],"",""
156,"5_4","Metadata/EnvironmentSettings/1_5_4.env","",2604,2604,[],"",""
157,"5_4b","Metadata/EnvironmentSettings/1_5_4b.env","",2604,2604,[],"",""
158,"5_4b_synthesis","Metadata/EnvironmentSettings/1_5_4b_synthesis.env","",2604,2604,[],"",""
159,"5_5","Metadata/EnvironmentSettings/1_5_5.env","",2604,2604,[],"",""
160,"5_5_boss","Metadata/EnvironmentSettings/1_5_5_boss.env","",2604,2604,[],"",""
161,"5_5_boss_silent","Metadata/EnvironmentSettings/no_music.env","",2604,2604,[],"",""
162,"5_3b","Metadata/EnvironmentSettings/1_5_3b.env","",2604,2604,[],"",""
163,"5_6","Metadata/EnvironmentSettings/1_5_6_ossuary.env","",2604,2604,[],"",""
164,"5_7","Metadata/EnvironmentSettings/1_5_7_reliquary.env","",2604,2604,[],"",""
165,"5_8","Metadata/EnvironmentSettings/1_5_8_CathedralRoof.env","",2604,2604,[],"",""
166,"5_8_synthesis","Metadata/EnvironmentSettings/1_5_8_synthesis.env","",2604,2604,[],"",""
167,"5_8_boss","Metadata/EnvironmentSettings/1_5_8_Boss.env","",2604,2604,[],"",""
168,"5_8_boss_end","Metadata/EnvironmentSettings/1_5_8_BossEnd.env","",2604,2604,[],"",""
169,"5_8_sin","Metadata/EnvironmentSettings/1_5_8_SinDock.env","",2604,2604,[],"",""
170,"6_town","Metadata/EnvironmentSettings/2_6_town.env","",2604,2604,[],"",""
171,"AfflictionTown","Metadata/EnvironmentSettings/AfflictionTown.env","",2604,2604,[],"",""
172,"6_1","Metadata/EnvironmentSettings/2_6_1.env","",2604,2604,[],"",""
173,"6_2","Metadata/EnvironmentSettings/2_6_2.env","",2604,2604,[],"",""
174,"6_3","Metadata/EnvironmentSettings/2_6_3.env","",2604,2604,[],"",""
175,"6_4","Metadata/EnvironmentSettings/2_6_4.env","",2604,2604,[],"",""
176,"6_4_synthesis","Metadata/EnvironmentSettings/2_6_4_synthesis.env","",2604,2604,[],"",""
177,"6_5","Metadata/EnvironmentSettings/2_6_5.env","",2604,2604,[],"",""
178,"6_5_boss","Metadata/EnvironmentSettings/2_6_5_boss.env","",2604,2604,[],"",""
179,"6_5_boss_silent","Metadata/EnvironmentSettings/no_music.env","",2604,2604,[],"",""
180,"6_6","Metadata/EnvironmentSettings/2_6_6.env","",2604,2604,[],"",""
181,"6_7_1","Metadata/EnvironmentSettings/2_6_7_1.env","",2604,2604,[],"",""
182,"6_7_2","Metadata/EnvironmentSettings/2_6_7_2_Env1.env","",2604,2604,[],"",""
183,"6_7_2_boss","Metadata/EnvironmentSettings/2_6_7_2_boss.env","",2604,2604,[],"",""
184,"6_7_2_boss_silent","Metadata/EnvironmentSettings/no_music.env","",2604,2604,[],"",""
185,"6_8","Metadata/EnvironmentSettings/2_6_8.env","",2604,2604,[],"",""
186,"6_8_boss","Metadata/EnvironmentSettings/2_6_8_boss.env","",2604,2604,[],"",""
187,"6_8_boss_silent","Metadata/EnvironmentSettings/no_music.env","",2604,2604,[],"",""
188,"6_9","Metadata/EnvironmentSettings/2_6_9.env","",2604,2604,[],"",""
189,"6_10","Metadata/EnvironmentSettings/2_6_10.env","",2604,2604,[],"",""
190,"6_11","Metadata/EnvironmentSettings/2_6_11.env","",2604,2604,[],"",""
191,"6_11_boss","Metadata/EnvironmentSettings/2_6_11_boss.env","",2604,2604,[],"",""
192,"6_11_boss_silent","Metadata/EnvironmentSettings/no_music.env","",2604,2604,[],"",""
193,"6_12","Metadata/EnvironmentSettings/2_6_12.env","",2604,2604,[],"",""
194,"6_13","Metadata/EnvironmentSettings/2_6_13.env","",2604,2604,[],"",""
195,"6_14","Metadata/EnvironmentSettings/2_6_14.env","Metadata/EnvironmentSettings/2_6_14Black.env",2604,1161,[],"",""
196,"2_6_15","Metadata/EnvironmentSettings/2_6_15.env","",2604,2604,[],"",""
197,"2_6_15_preboss","Metadata/EnvironmentSettings/2_6_15_preboss.env","",2604,2604,[],"",""
198,"2_6_15_boss","Metadata/EnvironmentSettings/2_6_15_boss.env","",2604,2604,[],"",""
199,"2_6_15_silent","Metadata/EnvironmentSettings/no_music.env","",2604,2604,[],"",""
200,"7_town","Metadata/EnvironmentSettings/2_2_town.env","",2604,2604,[],"",""
201,"7_1","Metadata/EnvironmentSettings/2_2_1.env","",2604,2604,[],"",""
202,"7_2","Metadata/EnvironmentSettings/2_2_2.env","",2604,2604,[],"",""
203,"7_3","Metadata/EnvironmentSettings/2_2_3.env","",2604,2604,[],"",""
204,"7_4","Metadata/EnvironmentSettings/2_2_4.env","",2604,2604,[],"",""
205,"7_5_1","Metadata/EnvironmentSettings/2_2_5_1.env","",2604,2604,[],"",""
206,"7_5_2","Metadata/EnvironmentSettings/2_2_5_2.env","",2604,2604,[],"",""
207,"7_5_map","Metadata/EnvironmentSettings/2_2_5_map.env","",2604,2604,[],"",""
208,"7_5_map_boss","Metadata/EnvironmentSettings/2_2_5_map_boss.env","",2604,2604,[],"",""
209,"7_5_map_boss_silent","Metadata/EnvironmentSettings/no_music.env","",2604,2604,[],"",""
210,"7_6","Metadata/EnvironmentSettings/2_2_6.env","",2604,2604,[],"",""
211,"7_7","Metadata/EnvironmentSettings/2_2_7.env","",2604,2604,[],"",""
212,"7_7_boss","Metadata/EnvironmentSettings/2_2_7_boss.env","",2604,2604,[],"",""
213,"7_7_boss_silent","Metadata/EnvironmentSettings/no_music.env","",2604,2604,[],"",""
214,"7_8","Metadata/EnvironmentSettings/2_2_8.env","",2604,2604,[],"",""
215,"7_9","Metadata/EnvironmentSettings/2_2_9.env","",2604,2604,[],"",""
216,"7_9_boss","Metadata/EnvironmentSettings/2_2_9_despairboss.env","",2604,2604,[],"",""
217,"7_9_boss_silent","Metadata/EnvironmentSettings/no_music.env","",2604,2604,[],"",""
218,"7_10","Metadata/EnvironmentSettings/2_2_10.env","",2604,2604,[],"",""
219,"7_10_synthesis","Metadata/EnvironmentSettings/2_2_10_synthesis.env","",2604,2604,[],"",""
220,"7_11","Metadata/EnvironmentSettings/2_2_11.env","",2604,2604,[],"",""
221,"7_12_1","Metadata/EnvironmentSettings/2_2_12_1.env","",2604,2604,[],"",""
222,"7_12_1_synthesis","Metadata/EnvironmentSettings/2_2_12_1_synthesis.env","",2604,2604,[],"",""
223,"7_12_2a","Metadata/EnvironmentSettings/2_2_12_2a.env","",2604,2604,[],"",""
224,"7_12_2b","Metadata/EnvironmentSettings/2_2_12_2b.env","",2604,2604,[],"",""
225,"7_12_2c","Metadata/EnvironmentSettings/2_2_12_2c.env","",2604,2604,[],"",""
226,"7_12_2_boss","Metadata/EnvironmentSettings/2_2_12_2_boss.env","",2604,2604,[],"",""
227,"7_12_2_silent","Metadata/EnvironmentSettings/no_music.env","",2604,2604,[],"",""
228,"8_1","Metadata/EnvironmentSettings/2_3_1.env","",2604,2604,[],"",""
229,"8_town","Metadata/EnvironmentSettings/2_3_town_toxic.env","Metadata/EnvironmentSettings/2_3_town_clean.env",2604,1424,[],"",""
230,"8_2_1","Metadata/EnvironmentSettings/2_3_2_default.env","Metadata/EnvironmentSettings/2_3_2_clean.env",2604,1424,[],"",""
231,"8_2_2","Metadata/EnvironmentSettings/2_3_2_default.env","Metadata/EnvironmentSettings/2_3_2_clean.env",2604,1424,[],"",""
232,"8_2_2_boss","Metadata/EnvironmentSettings/2_3_2_2_boss.env","",2604,2604,[],"",""
233,"8_2_2_boss_silent","Metadata/EnvironmentSettings/no_music.env","",2604,2604,[],"",""
234,"8_3","Metadata/EnvironmentSettings/2_3_3.env","",2604,2604,[],"",""
235,"8_4","Metadata/EnvironmentSettings/2_3_4.env","",2604,2604,[],"",""
236,"8_4_boss","Metadata/EnvironmentSettings/2_3_4_boss.env","",2604,2604,[],"",""
237,"8_4_boss_silent","Metadata/EnvironmentSettings/no_music.env","",2604,2604,[],"",""
238,"8_5","Metadata/EnvironmentSettings/2_3_5.env","",2604,2604,[],"",""
239,"8_6","Metadata/EnvironmentSettings/2_3_6.env","",2604,2604,[],"",""
240,"8_7_1","Metadata/EnvironmentSettings/2_3_7_1.env","",2604,2604,[],"",""
241,"8_7_2","Metadata/EnvironmentSettings/2_3_7_2.env","",2604,2604,[],"",""
242,"8_8","Metadata/EnvironmentSettings/2_3_8.env","",2604,2604,[],"",""
243,"8_9","Metadata/EnvironmentSettings/2_3_9.env","",2604,2604,[],"",""
244,"8_10","Metadata/EnvironmentSettings/2_3_10.env","",2604,2604,[],"",""
245,"8_10_synthesis","Metadata/EnvironmentSettings/2_3_10_synthesis.env","",2604,2604,[],"",""
246,"8_11","Metadata/EnvironmentSettings/2_3_11.env","",2604,2604,[],"",""
247,"8_12_1","Metadata/EnvironmentSettings/2_3_12_1.env","",2604,2604,[],"",""
248,"8_12_2","Metadata/EnvironmentSettings/2_3_12_2.env","",2604,2604,[],"",""
249,"8_13_preboss","Metadata/EnvironmentSettings/2_3_13.env","",2604,2604,[],"",""
250,"8_13_boss","Metadata/EnvironmentSettings/2_3_13_boss.env","",2604,2604,[],"",""
251,"8_13_silent","Metadata/EnvironmentSettings/no_music.env","",2604,2604,[],"",""
252,"8_13","Metadata/EnvironmentSettings/2_3_13_moon.env","Metadata/EnvironmentSettings/2_3_13_sun.env",2604,2604,[],0,""
253,"9_1","Metadata/EnvironmentSettings/2_9_1.env","",2604,2604,[],"",""
254,"9_town","Metadata/EnvironmentSettings/2_9_town.env","",2604,2604,[],"",""
255,"9_2","Metadata/EnvironmentSettings/2_9_2.env","",2604,2604,[],"",""
256,"9_3","Metadata/EnvironmentSettings/2_9_3.env","",2604,2604,[],"",""
257,"9_3_event","Metadata/EnvironmentSettings/2_9_3_event.env","",2604,2604,[],"",""
258,"9_4","Metadata/EnvironmentSettings/2_9_4.env","",2604,2604,[],"",""
259,"9_4_boss1","Metadata/EnvironmentSettings/2_9_4_boss1.env","",2604,2604,[],"",""
260,"9_4_boss2","Metadata/EnvironmentSettings/2_9_4_boss2.env","",2604,2604,[],"",""
261,"9_5","Metadata/EnvironmentSettings/2_9_5.env","",2604,2604,[],"",""
262,"9_6","Metadata/EnvironmentSettings/2_9_6.env","",2604,2604,[],"",""
263,"9_7","Metadata/EnvironmentSettings/2_9_7.env","",2604,2604,[],"",""
264,"9_8","Metadata/EnvironmentSettings/2_9_8.env","",2604,2604,[],"",""
265,"9_8_synthesis","Metadata/EnvironmentSettings/2_9_8_synthesis.env","",2604,2604,[],"",""
266,"9_8_boss","Metadata/EnvironmentSettings/2_9_8_boss.env","",2604,2604,[],"",""
267,"9_8_boss_silent","Metadata/EnvironmentSettings/no_music.env","",2604,2604,[],"",""
268,"9_9","Metadata/EnvironmentSettings/2_9_9.env","",2604,2604,[],"",""
269,"9_10_1","Metadata/EnvironmentSettings/2_9_10_1.env","",2604,2604,[],"",""
270,"9_10_2_zone1","Metadata/EnvironmentSettings/2_9_10_2_zone1.env","",2604,2604,[],"",""
271,"9_10_2_zone2","Metadata/EnvironmentSettings/2_9_10_2_zone2.env","",2604,2604,[],"",""
272,"9_10_2_zone3","Metadata/EnvironmentSettings/2_9_10_2_zone3.env","",2604,2604,[],"",""
273,"9_10_2_zone4","Metadata/EnvironmentSettings/2_9_10_2_zone4.env","",2604,2604,[],"",""
