"rownum","Id","IsSupport","AllowedActiveSkillTypes","BaseEffectiveness","IncrementalEffectiveness","SupportGemLetter","i32","AddedActiveSkillTypes","ExcludedActiveSkillTypes","SupportsGemsOnly","i32","[i32]","bool","i32","CastTime","ActiveSkill","bool","bool","[i32]","rid","MultiPartAchievement","bool","SupportWeaponRestrictions","GrantedEffect"
47,"FrostfireMageDragonFireball","",[],1.7778,0.0414,"",3,[],[],"",0,[],"",2,850,44,"","",[],"","","",[],""
48,"WestFireball","",[],3,0.0414,"",4,[],[],"",0,[],"",2,850,44,"","",[],"","","",[],""
49,"KitavaClericFireball","",[],1.7778,0.041,"",4,[],[],"",0,[],"",2,2300,44,"","",[],"","","",[],""
50,"MetamorphKitavaClericFireballVaal","",[],1.7778,0.041,"",4,[],[],"",0,[],"",2,2300,45,"","",[],"","","",[],""
51,"MonsterFireballRepeat","",[],1.1889,0.0394,"",3,[],[],"",0,[],"",2,850,44,"","",[],"","","",[],""
52,"ReliquaryMonsterFireball","",[],3.8889,0.04,"",3,[],[],"",0,[],"",2,2500,44,"","",[],"","","",[],""
53,"FireballIncusionFire","",[],0.9722,0.05,"",3,[],[],"",0,[],"",2,1200,44,"","",[],"","","",[],""
54,"FireballIncusionLightning","",[],1.0938,0.05,"",3,[],[],"",0,[],"",2,1200,44,"","",[],"","","",[],""
55,"FireballIncursionChaos","",[],2,0.025,"",3,[],[],"",0,[],"",2,1200,44,"","",[],"","","",[],""
56,"FireballTaowuDash","",[],6.2,0.04,"",3,[],[],"",0,[],"",2,1200,44,"","",[],"","","",[],""
57,"FireballTaowuCombo","",[],2.33,0.038,"",3,[],[],"",0,[],"",2,1830,44,"","",[],"","","",[],""
58,"IceNova","",[],1.7987,0.0364,"",3,[],[],"",1291143349,[],"",2,700,41,"","",[],"","","",[],""
59,"IceNovaRoyale","",[],1.76,0.0364,"",3,[],[],"",-1988950926,[],"",2,800,41,"","",[],"","","",[],""
60,"BloodNovaStrIntBoss","",[],1.7727,0.042,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],""
61,"IceNovaOnDamageTakenInvasion","",[],1.7727,0.042,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],""
62,"IceNovaOnHitCannibalMaleMapBoss","",[],1.7727,0.042,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],""
63,"IceNovaOnDeathWaterElemental","",[],1.7727,0.042,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],""
64,"IceNovaOnDeathStrMission","",[],2.7273,0.03,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],""
65,"DarkSeawitchIceNova","",[],1.7727,0.042,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],""
66,"ProphecyBloodNova","",[],1.95,0.042,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],""
67,"VaalIceNova","",[],1.7987,0.0364,"",3,[],[],"",549257270,[],"",2,700,42,"","",[],"","","",[],""
68,"TormentSpiritVaalIceNova","",[],1.5,0.042,"",3,[],[],"",0,[],"",2,800,42,"","",[],"","","",[],""
69,"StrMissionIceNovaTotem","",[],1.2727,0.0455,"",4,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],""
70,"WbIceNova","",[],1.2727,0.0455,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],""
71,"GhostIceNova","",[],2.7273,0.035,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],""
72,"EssenceDaemonIceNovaRepeat","",[],1.2727,0.0455,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],""
73,"ProphecyIceNovaTotems","",[],0.9727,0.0333,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],""
74,"TotemMapBossIceNovaTotems","",[],0.9727,0.0333,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],""
75,"IceNovaTrapSideAreaBoss","",[],1.8182,0.034,"",4,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],""
76,"IceNovaWaterElementalMap","",[],1.0873,0.034,"",4,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],""
77,"IceNovaWaterElemental","",[],0.8364,0.0304,"",4,[],[],"",0,[],"",2,1000,41,"","",[],"","","",[],""
78,"IceNovaWaterElementalHellscape","",[],0.8364,0.0304,"",4,[],[],"",0,[],"",2,1000,986,"","",[],"","","",[],""
79,"IceNovaWaterElementalMetamorphosis","",[],0.8364,0.0304,"",4,[],[],"",0,[],"",2,800,986,"","",[],"","","",[],""
80,"IceNovaWaterElementalInvasion","",[],0.8364,0.0304,"",4,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],""
81,"MonsterTotemIceNova","",[],0.9727,0.0333,"",4,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],""
82,"PopUpTotemIceNova","",[],1.4545,0.052,"",4,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],""
83,"WbIceNovaSupport","",[],0.9727,0.0333,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],""
84,"WbIceNovaSupport2","",[],0.9727,0.0333,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],""
85,"TotemBossTeamAAtollIceNovaChilledGround","",[],2.9455,0.06,"",3,[],[],"",0,[],"",2,3500,41,"","",[],"","","",[],""
86,"IzaroDaemonIceNova","",[],1.3636,0.035,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],""
87,"TempestDaemonIceNova","",[],4.5,0.06,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],""
88,"ShrineIceNova","",[],0.9727,0.0333,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],""
89,"ShrineIceNovaPlayer","",[],0.9727,0.0333,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],""
90,"EssenceDaemonIceNova","",[],0.9727,0.0333,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],""
91,"WestIceNovaDaemon","",[],1.5,0.038,"",3,[],[],"",0,[],"",2,500,41,"","",[],"","","",[],""
92,"WestIceNovaAttachedDaemon","",[],2.5,0.04,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],""
93,"WestIceNovaTriggered","",[],0.9313,0.05,"",3,[],[],"",0,[],"",2,2800,41,"","",[],"","","",[],""
94,"ChestIceNova","",[],3.1818,0.062,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],""
95,"VaalIncursionIceNova","",[],3.1818,0.062,"",3,[],[],"",0,[],"",2,3430,41,"","",[],"","","",[],""
96,"LeapSlam","",[],0,0,"",1,[],[],"",-1852109096,[],"",2,1400,14,"","",[],"","","",[],""
97,"LeapSlamRoyale","",[],0,0,"",1,[],[],"",-1225498524,[],"",2,1400,14,"","",[],"","","",[],""
98,"DarkExileLeapSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1400,14,"","",[],"","","",[],""
99,"KaomLeapSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1400,14,"","",[],"","","",[],""
100,"Sweep","",[],0.67,0.0233,"",1,[],[],"",1827840414,[],"",2,1150,0,"","",[],"","","",[],""
101,"SweepRoyale","",[],0.67,0.023,"",1,[],[],"",-201102793,[],"",2,1150,0,"","",[],"","","",[],""
102,"VaalSweep","",[],0,0,"",1,[],[],"",168077491,[],"",2,1150,1,"","",[],"","","",[],""
103,"ExileSweep","",[],0,0,"",1,[],[],"",0,[],"",2,1150,0,"","",[],"","","",[],""
104,"WbLightningEliteSweep","",[],0,0,"",1,[],[],"",0,[],"",2,1150,0,"","",[],"","","",[],""
105,"BanditSweep","",[],0,0,"",4,[],[],"",0,[],"",2,1150,0,"","",[],"","","",[],""
106,"SkeletonBossCrossroadsSweep","",[],0,0,"",4,[],[],"",0,[],"",2,1150,0,"","",[],"","","",[],""
107,"ExileVaalGroundSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,3,"","",[],"","","",[],""
108,"GladiatorBossEliteVaalGroundSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,3,"","",[],"","","",[],""
109,"WbVaalGroundSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,3,"","",[],"","","",[],""
110,"DarkExileVaalGroundSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,3,"","",[],"","","",[],""
111,"BullBossVaalGroundSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,3,"","",[],"","","",[],""
112,"RockGolemSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,589,"","",[],"","","",[],""
113,"RockGolemMonsterSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,589,"","",[],"","","",[],""
114,"RockGolemSlamTriggered1","",[],0,0,"",1,[],[],"",0,[],"",2,1000,589,"","",[],"","","",[],""
115,"RockGolemSlamTriggered2","",[],0,0,"",1,[],[],"",0,[],"",2,1000,589,"","",[],"","","",[],""
116,"RockGolemSlamTriggered3","",[],0,0,"",1,[],[],"",0,[],"",2,1000,589,"","",[],"","","",[],""
117,"RockGolemSlamTriggered4","",[],0,0,"",1,[],[],"",0,[],"",2,1000,589,"","",[],"","","",[],""
118,"RockGolemSlamTriggered5","",[],0,0,"",1,[],[],"",0,[],"",2,1000,589,"","",[],"","","",[],""
119,"RockGolemSlamTriggered6","",[],0,0,"",1,[],[],"",0,[],"",2,1000,589,"","",[],"","","",[],""
120,"ScorpionBurrowSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,589,"","",[],"","","",[],""
121,"GoatmanMonsterSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,589,"","",[],"","","",[],""
122,"RockGolemSlamMinotaur","",[],0,0,"",1,[],[],"",0,[],"",2,1000,589,"","",[],"","","",[],""
123,"CoralGolemSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,985,"","",[],"","","",[],""
124,"DemonModularSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,589,"","",[],"","","",[],""
125,"BestiaryBeastMonsterSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,589,"","",[],"","","",[],""
126,"SentinelHolySlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,589,"","",[],51,"","",[],""
127,"SentinelHolySlamBloodGuard","",[],0,0,"",1,[],[],"",0,[],"",2,1000,589,"","",[],51,"","",[],""
128,"SentinelHolySlamFaithGuard","",[],0,0,"",1,[],[],"",0,[],"",2,1000,589,"","",[],51,"","",[],""
129,"SentinelHolySlamCelestial","",[],0,0,"",1,[],[],"",0,[],"",2,1000,589,"","",[],51,"","",[],""
130,"SentinelHolySlamCelestialDominating","",[],0,0,"",1,[],[],"",0,[],"",2,1000,589,"","",[],51,"","",[],""
131,"SentinelHolySlamDemonic","",[],0,0,"",1,[],[],"",0,[],"",2,1000,589,"","",[],51,"","",[],""
132,"SentinelHolySlamEmpyrean","",[],0,0,"",1,[],[],"",0,[],"",2,1000,589,"","",[],51,"","",[],""
133,"SentinelHolySlamPolarisWhite","",[],0,0,"",1,[],[],"",0,[],"",2,1000,589,"","",[],51,"","",[],""
134,"SentinelHolySlamDragonHunter","",[],0,0,"",1,[],[],"",0,[],"",2,1000,589,"","",[],51,"","",[],""
135,"BetrayalSentinelUnholySlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,589,"","",[],51,"","",[],""
136,"DjinnSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,589,"","",[],"","","",[],""
137,"GroundSlamBrute","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
138,"GroundSlamStatue","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
139,"GroundSlamStatueInvasion","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
140,"BloodlinesMudElementalGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
141,"BloodlinesBloodElementalBloodGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
142,"ProphecyBloodGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
143,"ExileGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
144,"AxisBossGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
145,"DropBearSummonedGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
146,"ShieldCrabGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
147,"WbGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
148,"WbGroundSlamFireElite","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
149,"ProphecyZombieGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
150,"KaruiSpiritGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
151,"TalismanGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
152,"DarkExileGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
153,"BestiaryKiwethGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
154,"KaomWarriorGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,323,"","",[],"","","",[],""
155,"KaomWarriorGroundSlamSynthesis","",[],0,0,"",4,[],[],"",0,[],"",2,1000,323,"","",[],"","","",[],""
156,"HellionGreustGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
157,"GroundSlamBeast","",[],0,0,"",1,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
158,"GroundSlamFormosanBeastiary","",[],0,0,"",1,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
159,"AbyssBoneHuskSpellNova","",[],2,0.03,"",4,[],[],"",0,[],"",2,1000,879,"","",[],"","","",[],""
160,"AbyssUndyingSpellNova","",[],1.5,0.033,"",4,[],[],"",0,[],"",2,1000,879,"","",[],"","","",[],""
161,"BestiaryChimeraSpiritSpellNova","",[],1.5,0.033,"",4,[],[],"",0,[],"",2,1000,879,"","",[],"","","",[],""
162,"AbyssLichBoss2SpellNova","",[],1.25,0.04,"",4,[],[],"",0,[],"",2,1000,879,"","",[],"","","",[],""
163,"Cleave","",[],0.67,0.0233,"",1,[],[],"",-550392008,[],"",2,1000,6,"","",[],"","","",[],""
164,"CleaveRoyale","",[],0.67,0.0233,"",1,[],[],"",105969870,[],"",2,1000,6,"","",[],"","","",[],""
165,"MonsterCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
166,"MonsterCleaveWithEffect","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
167,"VaalSideAreaBossVendigoCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
168,"TaniwhaCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
169,"BreachBossCleavePhysical","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
170,"WbCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
171,"WbChaosLeaderCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
172,"BeastCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
173,"ExileCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
174,"ExileCleaveStun","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
175,"KitavaDemonCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
176,"VultureBossCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
177,"BanditBearCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
178,"ArakaaliCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
179,"UnholyTrioCleave","",[],1,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
180,"AbyssLichCleave","",[],1,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
181,"BestiaryLynxCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
182,"HeraldOfAgonyMinionCleave","",[],1,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
183,"LegionEternalEmpireMeleeCleave","",[],1,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
184,"NewShieldCharge","",[],1.78,0.0173,"",1,[],[],"",-287394882,[],"",2,1000,9,"","",[],"","","",[],""
185,"NewShieldChargeRoyale","",[],2,0.0178,"",1,[],[],"",1453068048,[],"",2,1000,9,"","",[],"","","",[],""
186,"ShieldCharge","",[],0,0,"",1,[],[],"",1904309587,[],"",2,1000,7,"","",[],"","","",[],""
187,"RhoaShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
188,"RhoaShieldChargeTaunt","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
189,"RhoaShieldChargeTauntHarvest","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
190,"RhoaShieldChargeTauntUnique","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
191,"HarvestBearBossChargeNear","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
192,"HarvestBearBossChargeMediumNear","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
193,"HarvestBearBossChargeFar","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
194,"HarvestBeastCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
195,"BestiaryRhoaShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
196,"SpectralSkullShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
197,"RhoaMapBossShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
198,"AxisShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],""
199,"DominatingBlowMinionCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],""
200,"BetrayalElreonMinionCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],""
201,"RhoaShieldChargeInvasion","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
202,"RhoaShieldChargeUntainted","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
203,"GuardianShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
204,"AnimatedBustShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],""
205,"ExileShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],""
206,"ExileShieldChargeWeak","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],""
207,"ExileShieldChargeKitava","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],""
208,"VaganShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],""
209,"ProphecyRhoaShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],""
210,"SummonedRhoaShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],""
211,"BoarBanditShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],""
212,"AnimalPackShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],""
213,"TemplarShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],""
214,"TemplarCultistShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],""
215,"AnimatedShieldShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],""
216,"InvisibleDaemonShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
217,"HeistMilitaryEliteShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
218,"HeistMilitaryMinibossShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
219,"HeistRoboDogCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
220,"SpikerBullCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
221,"SpikerBullChargePast","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
222,"ReaperWraithCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
