"rownum","WorldAreasKey","i32","[i32]","MonsterVarietiesKeys1","MonsterVarietiesKeys2","i32","i32","i32","i32"
53,58,1,[],"[3719,3786,3706]","[2003,2007,3749,3731,3763]",200,800,85,0
54,59,0,[],"[3731,3749,3767,3821,3715,3809]",[],200,800,85,0
55,60,0,[],"[3844,3857,3871,3876,3895]",[],200,800,85,0
56,61,0,[],"[3844,3857,3871,3876,3895,3886]",[],200,800,85,0
57,62,1,[],"[3845,3859,3873,3880,3899]",[3890],200,800,85,0
58,63,1,[],"[4134,3934,860,3956,3940,3940]",[1551],200,800,85,0
59,64,1,[],"[3944,3927,3929,3928,4139,3925]",[3956],300,1000,85,0
60,65,1,[],"[3973,3983,3984]","[310,1222,1225]",200,800,85,0
61,66,1,[],"[4006,4010,4011]",[4101],250,875,85,0
62,67,0,[],"[557,716,4034,4059,4051,4064,4045,4347,559,719]",[],200,800,85,0
63,68,1,[],"[557,716,4034,4059,4051,4064,4045,4347,559,719]","[1810,1368]",200,800,85,0
64,69,0,[],"[557,716,4034,4059,4051,4064,4045,4347,559,719,1828]",[],200,800,85,0
65,70,0,[],"[5080,227,266,5083,5084,5085,318,320]",[],200,800,80,0
66,71,0,[],"[5157,5155,5197,5198]",[],200,800,85,0
67,73,1,[],"[4822,5157,4847,5155]","[5197,5198]",200,800,85,0
68,74,2,[],"[4847,4841,4842,4937,4938,4922]","[4792,5197,5198]",200,800,75,0
69,76,0,[],"[4841,4842,4831,5191,4937,4938]",[],200,800,85,0
70,78,0,[],"[4831,5174,4933,1349,5191]",[],200,800,85,0
71,77,1,[],"[5193,1356,4939,4943,4935,4941,4832,4834]","[5485,5487,5489]",200,800,85,0
72,75,2,[],"[5485,5487,5489,4848,4850]","[5193,4939,4943,1356,4941]",200,800,60,0
73,80,0,[],"[665,5551,5553,2946,2948,2950,2952,5559,5561,598,5555,5557,5563,5565]",[],200,800,85,0
74,79,1,[],"[5604,734,5713,642,600,644]","[5574,5576,5578]",200,800,85,0
75,81,1,[],"[5485,5487,5489,5541]",[5089],200,800,85,0
76,83,0,[],"[5111,5119,5121,5123,5136,5141,5143,5145]",[],250,800,85,0
77,84,0,[],"[3930,3931,3932,3933,451,3935]",[],250,800,85,0
78,85,0,[],"[1063,493,454,4193]",[],250,800,85,0
79,86,0,[],"[3930,3931,3932,3933]",[],250,800,85,0
80,87,0,[],"[3930,3931,3932,3933]",[],350,900,85,0
81,88,0,[],"[652,518,3816,1611,5164]",[],250,800,85,0
82,89,1,[],"[1560,616,763,5102]","[536,1202,1204,1206]",250,900,85,0
83,90,1,[],"[1989,404,777,540]",[5102],250,900,85,0
84,91,1,[],"[215,263,529,322,324]","[443,310]",200,800,85,0
85,92,2,"[1,1,2]","[77,82,86,81,85,89]","[959,960,955]",250,800,60,0
86,93,3,[],"[870,341,354,77,82,86,81,85,89,1447,1446,1440]","[874,875,347,348,358,359,1447,1446]",250,620,60,0
87,94,2,[],"[441,1446,1447,442,4726,4727]","[413,1440]",250,700,80,0
88,95,1,[],"[347,348,358,359,494,4183,4189,77,82,86,81,85,89]","[870,1512]",250,750,85,0
89,96,0,[],"[498,4183,4192,188,489,2989,4179]",[],250,800,85,0
90,97,0,[],"[4179,4186,4192,1060,531,654]",[],250,800,85,0
91,98,0,[],"[150,4746,4419,1060,4747]",[],300,900,85,0
92,100,2,[],"[545,685,3716,4728,390,687,690,693,547,550,553]","[103,104,116]",300,900,80,0
93,101,1,[],"[77,82,86,81,85,89,534,660,3716]","[115,368]",300,900,85,0
94,102,1,[],"[662,522,1173,1176,1179,959,960,1659,1661,1663]",[412],300,900,85,0
95,103,1,[],"[939,668,3607]","[581,190,587]",300,900,85,0
96,104,1,[],"[1187,1189,1191,391,938,1391]","[942,538]",300,900,85,0
97,105,0,[],"[1187,1189,1191,1846,1915,938,1391]",[],300,900,85,0
98,106,0,[],"[5269,4038,4053,1848,1917,5270]",[],300,900,85,0
99,107,1,"[2,2,1,1,1,1]","[941,366,115,3046,3048]","[104,103,3049,3051,3053,3058]",300,900,70,0
100,108,3,[],"[116,353,361,78,83,87,81,85,89,375]","[347,348,358,359,104,103]",300,900,75,0
101,109,1,[],"[933,860,2589,3059,3061,22,50]","[861,862,3062,3064,3066,3068]",400,900,75,0
102,110,1,[],"[339,3059,3061]","[118,879]",300,900,75,0
103,111,0,[],"[797,272,864,790,868]",[],300,900,85,0
104,112,1,[],"[863,818,272,797]","[927,928,929,926]",300,900,85,0
105,113,1,[],"[925,912,272,5260,801]","[797,940]",300,900,85,0
106,114,1,[],"[926,928,274,929,4153,5260,275,5262,4155,803]",[816],300,900,85,0
107,115,0,[],"[1503,1609,1513,134,3819,1514,2001,1996]",[],330,900,85,0
108,117,2,"[1,1,1]","[1193,1195,1197,1830,1831,3901,1442]","[1518,877,2990]",330,990,85,0
109,118,2,"[1,1,1]","[1830,1831,3901,1442,1871,1940,1568,3787]","[877,2990,1985]",360,990,85,0
110,119,0,[],"[5513,5515,5517,5520,3712,3714,1879,1891,1920,1926]",[],360,1080,85,0
111,120,0,[],"[1468,1470,1455,1456,1621,1452,1466,1617,1893,1895,1928,1930,4676,1625,4678]",[],400,1080,85,0
112,121,1,[],"[3800,1067,1893,1895,1065,4676,4678]","[675,677]",400,1100,85,0
113,122,0,[],"[1422,1268,1243,1402,1372,1383,1405,1308,1492,1493,1491]",[],400,1100,85,0
114,123,0,[],"[1243,1268,2632,2634,2640,1308,2674,1248,1273,1492,1493,1491]",[],400,1100,85,0
115,124,0,[],"[1243,1268,2632,2634,1248,1273,1308,1422,1402,1405,1273,1492,1493,1491]",[],400,1100,85,0
116,125,1,[],"[1996,1860,1938,315,1944,1874,1911,2003,2007,2011,1853]","[2009,520]",400,1100,85,0
117,126,1,[],"[1996,1860,1938,3974,315,3994,1944,1874,1911,4646,4645]",[520],400,1100,85,0
118,127,1,[],"[837,839,841,843,845,3994,2580,1503,1513,696,698,700,702,704,849,4013,1514]","[3817,4645,4646]",400,1100,75,0
119,128,0,[],"[1482,1479,1485,5175,5177,5179,1311,1265,1270,1240,1245]",[],400,1100,85,0
120,129,0,[],"[1485,1479,1482,5175,5177,5179,1311,1265,1270,1240,1245,1799,1803]",[],400,1100,80,0
121,130,0,[],"[1485,1479,1482,1843,5175,5177,5179,1311,1265,1270,1240,1245,1799,1803]",[],400,1100,85,0
122,131,2,[],"[1487,1481,1484,1496,1495,1494,1425,1408,1409,5184,5185,5186,1251,1276,1310,1250,1275,1313,1267,1272,1242,1247]","[2643,2644,2645,1802,1806]",400,1100,75,0
123,132,0,[],"[3788,1818,563,565,721,723,4349,3712,3714,3761,3775]","[3747,3759,3765,3773]",400,1100,100,0
124,134,1,[],"[5081,5087,318,320,228,267,269,383,4102,4104]","[5750,291,292]",400,1100,85,0
125,135,2,"[1,2,2,2]","[5104,5613,5617,1613,5616,5615,1219,5657,5653,5660]","[3818,1216,5757,5758]",400,1100,75,0
126,136,0,[],"[5104,5613,5617,1467,1454,1613,5616,670,5615,5657,5653,5660,5757,526,5758]",[],400,1100,85,0
127,137,2,[],"[4012,3717,268,269,3731,3749,3767,3821]","[385,4413,4415,4417,290]",400,1100,75,0
128,138,1,[],"[3745,3757,3771,1072,5530,5079,4198,4196,4197,499,3828]",[5656],400,1100,75,0
129,139,2,[],"[3755,3769,3743,3855,3867,3897,3878,3910,3852,3888]","[3607,5261,957]",400,1100,85,0
130,140,0,[],"[3755,3769,3743,3855,3867,3897,3878,3910,3888,719]",[],400,1100,75,0
131,141,0,[],"[1862,1864,1866,1868,1987,1991,5722,1860,672,524]",[],400,1100,75,0
132,142,0,[],"[4061,4056,4065,4046,4347]","[4035,563,565,721,723,716,719]",400,1100,100,0
133,143,0,[],"[4061,4056,4065,4347,3609,1547,1548,5724,1395,1821,1823,3611,958,5263,1948,1950]","[563,565,721,723,716,719]",400,1100,100,0
134,145,1,[],"[5543,2096,5485,5487,5489,5545]",[5092],400,1100,85,0
135,146,0,[],"[5172,4932,4843,4845,4800,4943,5193,4848,4850,5199,5201,4794]",[4941],400,1100,100,0
136,147,0,[],"[5491,5493,5495,5193,4939,4943,4941]",[],400,1100,75,0
137,148,0,[],"[4832,1356,4939,4943,5497,4106,4941,4834]",[],400,1100,75,0
138,149,0,[],"[4843,4800,5485,5487,5489,2096,4845,5092]",[],400,1100,75,0
139,150,0,[],"[4843,5485,5487,5489,2096,4845,5092]",[],400,1100,75,0
140,151,1,[],"[4823,4848,4850,5156,5128,5130,5132,5134,5147,5149,5151,5153,4794,5158,5160]","[5199,5201]",400,1100,85,0
141,152,0,[],"[665,5551,5553,2946,2948,2950,2952,5559,5561,598,5555,5557,5563,5565]",[],400,1100,85,0
142,153,1,[],"[5604,734,5713,642,600,644]","[5574,5576,5578]",400,1100,85,0
143,163,2,[],"[1485,1843]","[1479,1477]",200,550,85,0
144,155,2,[],"[1485,1843]","[1479,1477]",200,550,85,0
145,159,0,[],"[7695,7696,7697,7698,7699,7700,7701]",[],300,800,75,0
146,164,1,[],"[788,792,461]","[883,801,806,491]",300,800,85,0
147,165,1,[],"[788,792,2987]","[1041,820,472]",300,800,85,0
148,166,1,[],"[788,792]","[1041,150,816,883]",300,800,85,0
149,167,1,[],"[788,792,429]","[1525,812,814,816]",300,800,85,0
150,168,1,[],"[788,792,156]","[171,816]",300,800,85,0
151,169,1,[],"[863,310]","[788,792,818,816]",300,800,85,0
152,170,1,[],"[1464,788,792]","[820,863,816]",300,800,85,0
153,171,1,[],"[788,792,1451]","[821,863,336]",300,800,85,0
154,172,1,[],"[119,788,792]","[863,816,820,366]",300,800,85,0
155,173,1,[],"[365,863]","[212,264,788,792,816]",300,800,85,0
156,174,1,[],"[788,792,820]","[1202,1204,1206,941,863]",300,800,85,0
157,175,1,[],"[788,792,863]","[276,156,821,925]",300,800,85,0
158,176,1,[],"[863,941]","[1512,1525,363,788,792]",300,800,85,0
159,177,1,[],"[788,792,1214]","[818,820,821,275]",300,800,85,0
160,178,1,[],"[816,867]","[429,284,1512,1615]",300,800,85,0
161,179,1,[],"[788,792,818]","[863,310,808,810,1549]",300,800,85,0
162,180,1,[],"[788,792,271]","[867,1512,1860,1938,429]",300,800,85,0
163,181,1,[],"[788,792,1637,1638,1709,1710]","[941,821,1214]",300,800,85,0
164,182,1,[],"[1665,1667,1669,1727,1731,1733,812,814]","[1485,1477,1479,1843]",300,800,85,0
165,183,1,[],"[816,171,168]","[2987,796,1540]",300,800,85,0
166,184,1,[],"[863,271]","[1440,1187,1189,1191,820,788,792]",300,800,85,0
167,185,1,[],"[788,792,1873,1943]","[276,1512,1985,820]",300,800,85,0
168,186,1,[],"[271,1368]","[1807,1382,1386,1389,1399]",300,800,85,0
169,187,1,[],"[788,792,863]","[1525,2586,1637,1638,1709,1710]",300,800,85,0
170,188,1,[],"[821,1451]","[1665,1667,1669,1727,1731,1733,788,792,1464,1368]",300,800,85,0
171,189,1,[],"[788,792,818]","[863,271,156,171]",300,800,85,0
172,190,1,[],"[863,271]","[1440,1187,1189,1191,820,788,792]",300,800,85,0
173,191,1,[],"[788,792,820]","[1202,1204,1206,941,863]",300,800,85,0
174,192,0,[],"[3844,3853,3866,3876,3895,3886]",[],300,800,85,0
175,193,0,[],"[3731,3749,3767,3821,3715,3809]",[],300,800,85,0
176,194,1,[],"[576,741,290]","[1382,820]",300,800,85,0
177,195,1,[],"[818,808,810]","[863,988]",300,800,85,0
178,196,1,[],"[818,808,810]","[863,988]",300,800,85,0
179,197,1,[],"[2003,2007,792]","[271,796]",300,800,85,0
180,198,1,[],"[1386,1399,1419]","[287,4127]",300,800,85,0
181,199,1,[],"[226,264,772,812]","[1389,1439]",300,800,85,0
182,200,1,[],"[1386,1399,1419,816]","[788,792]",300,800,85,0
183,201,1,[],"[400,529,604,5102]","[3826,5172]",300,800,85,0
184,202,1,[],"[400,529,604,1659,1661,1663,2946,2948]",[5174],300,800,85,0
185,203,1,[],"[1386,1399,1419]","[821,1214]",300,800,85,0
186,204,1,[],"[1615,1525]","[902,175]",300,800,85,0
187,205,0,[],"[652,518,3816,1611,5164]",[],300,800,85,0
188,206,1,[],"[734,1870,1889,788]","[272,792]",300,800,85,0
189,207,1,[],"[879,863,988,375]","[818,117]",300,800,85,0
190,208,1,[],"[799,816,988,863,5260]","[1612,1002]",300,800,85,0
191,209,1,[],"[788,792,863]","[1525,2586,1637,1638,1709,1710]",300,800,85,0
192,210,1,[],"[899,1399,1860,1874,3800]","[4101,1807]",300,800,85,0
193,211,1,[],"[271,1368,1807,1399]","[1382,1386,1389]",300,800,85,0
194,212,2,[],"[5660,3818,284,1613,518]","[3607,729]",300,800,85,0
195,213,2,[],"[652,518,3816,5513,5515,5517,5520]","[3607,729]",300,800,85,0
196,214,1,[],"[1072,4129,276,808,810]",[4158],300,800,75,0
197,215,2,[],"[226,264,652,518,3816,5517,5520]","[3607,729]",300,800,85,0
198,216,1,[],"[226,264,772,812]","[1389,1439]",300,800,85,0
199,217,1,[],"[788,792,461,6290]","[883,801,806,491]",700,1000,85,0
200,218,1,[],"[788,792,2987,6290]","[1041,820,472]",700,1000,85,0
201,219,1,[],"[788,792,6293]","[1041,150,816,883]",700,1000,85,0
202,220,1,[],"[788,792,429,6297]","[1525,812,814,816]",700,1000,85,0
203,221,1,[],"[788,792,156,6296]","[171,816]",700,1000,85,0
204,222,1,[],"[863,310,6287]","[788,792,818,816]",700,1000,85,0
205,223,1,[],"[1464,788,792,6291]","[820,863,816]",700,1000,85,0
206,224,1,[],"[788,792,1451,6298]","[821,863,336]",700,1000,85,0
207,225,1,[],"[119,788,792,6293]","[863,816,820,366]",700,1000,85,0
208,226,1,[],"[365,863,6294]","[212,264,788,792,816]",700,1000,85,0
209,227,1,[],"[788,792,820,6292]","[1202,1204,1206,941,863]",700,1000,85,0
210,228,1,[],"[788,792,863,6288]","[276,156,821,925]",700,1000,85,0
211,229,1,[],"[863,941,6289]","[1512,1525,363,788,792]",700,1000,85,0
212,230,1,[],"[788,792,1214,6295]","[818,820,821,275]",700,1000,85,0
213,231,1,[],"[816,867,6288]","[429,284,1512,1615]",700,1000,85,0
214,232,1,[],"[788,792,818,6295]","[863,310,808,810,1549]",700,1000,85,0
215,233,1,[],"[788,792,271,6291]","[867,1512,1860,1938,429]",700,1000,85,0
216,234,1,[],"[788,792,1637,1638,1709,1710,6292]","[941,821,1214]",700,1000,85,0
217,235,1,[],"[1665,1667,1669,1727,1731,1733,812,814,6296]","[1485,1477,1479,1843]",700,1000,85,0
218,236,1,[],"[816,171,168,6296]","[2987,796,1540]",700,1000,85,0
219,237,1,[],"[863,271,6294]","[1440,1187,1189,1191,820,788,792]",700,1000,85,0
220,238,1,[],"[788,792,1873,1943,6287]","[276,1512,1985,820]",700,1000,85,0
221,239,1,[],"[271,1368,6298]","[1807,1382,1386,1389,1399]",700,1000,85,0
222,240,1,[],"[788,792,863,6297]","[1525,2586,1637,1638,1709,1710]",700,1000,85,0
223,241,1,[],"[821,1451,6296]","[1665,1667,1669,1727,1731,1733,788,792,1464,1368]",700,1000,85,0
224,242,1,[],"[788,792,818,6287]","[863,271,156,171]",700,1000,85,0
225,243,1,[],"[863,271,6290]","[1440,1187,1189,1191,820,788,792]",700,1000,85,0
226,244,1,[],"[788,792,820,6289]","[1202,1204,1206,941,863]",700,1000,85,0
227,245,0,[],"[3844,3853,3866,3876,3895,3886,6291]",[],700,1000,85,0
228,246,0,[],"[3731,3749,3767,3821,3715,3809,6292]",[],700,1000,85,0
229,247,1,[],"[576,741,290,6297]","[1382,820]",700,1000,85,0
230,248,1,[],"[818,808,810,6287]","[863,988]",700,1000,85,0
231,249,1,[],"[818,808,810,6295]","[863,988]",700,1000,85,0
232,250,1,[],"[2003,2007,792,6298]","[271,796]",700,1000,85,0
233,251,1,[],"[1386,1399,1419,6291]","[287,4127]",700,1000,85,0
234,252,1,[],"[226,264,772,812,6292]","[1389,1439]",700,1000,85,0
235,253,1,[],"[1386,1399,1419,816,6297]","[788,792]",700,1000,85,0
236,254,1,[],"[400,529,604,5102,6289]","[3826,5172]",700,1000,85,0
237,255,1,[],"[400,529,604,1659,1661,1663,2946,2948,6295]",[5174],700,1000,85,0
238,256,1,[],"[1386,1399,1419,6287]","[821,1214]",700,1000,85,0
239,257,1,[],"[1615,1525,6297]","[902,175]",700,1000,85,0
240,258,0,[],"[652,518,3816,1611,5164,6293]",[],700,1000,85,0
241,259,1,[],"[734,1870,1889,788,6290]","[272,792]",700,1000,85,0
242,260,1,[],"[879,863,988,375,6298]","[818,117]",700,1000,85,0
243,261,1,[],"[799,816,988,863,5260,6298]","[1612,1002]",700,1000,85,0
244,262,1,[],"[788,792,863,6293]","[1525,2586,1637,1638,1709,1710]",700,1000,85,0
245,263,1,[],"[899,1399,1860,1874,3800,6295]","[4101,1807]",700,1000,85,0
246,264,1,[],"[271,1368,1807,1399,6294]","[1382,1386,1389]",700,1000,85,0
247,265,2,[],"[5660,3818,284,1613,518,6289]","[3607,729]",700,1000,85,0
248,266,2,[],"[652,518,3816,5513,5515,5517,5520,6290]","[3607,729]",700,1000,85,0
249,267,1,[],"[1072,4129,276,808,810,6295]",[4158],700,1000,75,0
250,268,2,[],"[226,264,652,518,3816,5517,5520,6292]","[3607,729]",700,1000,85,0
251,269,1,[],"[226,264,772,812,6296]","[1389,1439]",700,1000,85,0
252,270,0,[],"[5080,227,266,5083,5084,5085,318,320]",[],700,1000,80,0
253,271,1,[],"[4134,3934,860,3956,3940,3940]",[1551],700,1000,85,0
254,272,0,[],"[5080,227,266,5083,5084,5085,318,320]",[],700,1000,80,0
255,448,0,[],[],[],200,650,75,0
256,450,3,[],"[4591,4592,4594,4595,4596,4597,4598,4599,4600,4604,4605]","[4601,4602,4603]",300,800,75,0
257,451,3,[],"[4591,4592,4594,4595,4596,4597,4598,4599,4600,4604,4605]","[4601,4602,4603]",300,800,75,0
258,452,3,[],"[4591,4592,4594,4595,4596,4597,4598,4599,4600,4604,4605]","[4601,4602,4603]",200,650,75,0
259,453,3,[],"[4591,4592,4594,4595,4596,4597,4598,4599,4600,4604,4605]","[4601,4602,4603]",200,650,75,0
260,454,3,[],"[4591,4592,4594,4595,4596,4597,4598,4599,4600,4604,4605]","[4601,4602,4603]",200,650,75,0
261,455,3,[],"[4591,4592,4594,4595,4596,4597,4598,4599,4600,4604,4605]","[4601,4602,4603]",200,650,75,0
262,456,3,[],"[4591,4592,4594,4595,4596,4597,4598,4599,4600,4604,4605]","[4601,4602,4603]",200,650,75,0
263,457,3,[],"[4591,4592,4594,4595,4596,4597,4598,4599,4600,4604,4605]","[4601,4602,4603]",200,650,75,0
264,458,3,[],"[4591,4592,4594,4595,4596,4597,4598,4599,4600,4604,4605]","[4601,4602,4603]",200,650,75,0
265,459,3,[],"[4591,4592,4594,4595,4596,4597,4598,4599,4600,4604,4605]","[4601,4602,4603]",200,650,75,0
266,460,3,[],"[4591,4592,4594,4595,4596,4597,4598,4599,4600,4604,4605]","[4601,4602,4603]",200,650,75,0
267,461,0,[],"[4606,4607,4608,4609,4610,4611,4613,4614,4615,4612]",[],200,650,100,0
268,462,0,[],"[4606,4607,4608,4609,4610,4611,4613,4614,4615,4612]",[],200,650,100,0
269,463,0,[],"[4606,4607,4608,4609,4610,4611,4613,4614,4615,4612]",[],200,650,100,0
270,464,0,[],"[4606,4607,4608,4609,4610,4611,4613,4614,4615,4612]",[],200,650,100,0
271,465,0,[],"[4606,4607,4608,4609,4610,4611,4613,4614,4615,4612]",[],200,650,100,0
272,466,0,[],"[4606,4607,4608,4609,4610,4611,4613,4614,4615,4612]",[],200,650,100,0
273,467,0,[],"[4606,4607,4608,4609,4610,4611,4613,4614,4615,4612]",[],200,650,100,0
274,468,0,[],"[4606,4607,4608,4609,4610,4611,4613,4614,4615,4612]",[],200,650,100,0
275,469,0,[],"[4606,4607,4608,4609,4610,4611,4613,4614,4615,4612]",[],200,650,100,0
276,470,0,[],"[4606,4607,4608,4609,4610,4611,4613,4614,4615,4612]",[],200,650,100,0
277,471,0,[],"[4606,4607,4608,4609,4610,4611,4613,4614,4615,4612]",[],200,650,100,0
278,472,1,[],"[4616,4617,4618,4619,4620,4621,4623,4624,4625,4640,829,830]",[4622],200,650,75,0
279,473,1,[],"[4616,4617,4618,4619,4620,4621,4623,4624,4625,4640,829,830]",[4622],200,650,75,0
280,474,1,[],"[4616,4617,4618,4619,4620,4621,4623,4624,4625,4640,829,830]",[4622],200,650,75,0
281,475,1,[],"[4616,4617,4618,4619,4620,4621,4623,4624,4625,4640,829,830]",[4622],200,650,75,0
282,476,1,[],"[4616,4617,4618,4619,4620,4621,4623,4624,4625,4640,829,830]",[4622],200,650,75,0
283,477,1,[],"[4616,4617,4618,4619,4620,4621,4623,4624,4625,4640,829,830]",[4622],200,650,75,0
284,478,1,[],"[4616,4617,4618,4619,4620,4621,4623,4624,4625,4640,829,830]",[4622],200,650,75,0
285,479,1,[],"[4616,4617,4618,4619,4620,4621,4623,4624,4625,4640,829,830]",[4622],200,650,75,0
286,480,1,[],"[4616,4617,4618,4619,4620,4621,4623,4624,4625,4640,829,830]",[4622],200,650,75,0
287,481,1,[],"[4616,4617,4618,4619,4620,4621,4623,4624,4625,4640,829,830]",[4622],200,650,75,0
288,482,1,[],"[4616,4617,4618,4619,4620,4621,4623,4624,4625,4640,829,830]",[4622],200,650,75,0
289,483,1,[],"[4616,4617,4618,4619,4620,4621,4623,4624,4625,4640,829,830]",[4622],200,650,75,0
290,484,0,[],"[4624,4625,4628,4630,4631,4632,829,830]",[],200,650,100,0
291,485,0,[],"[4624,4625,4628,4630,4631,4632,829,830]",[],200,650,100,0
292,486,0,[],"[4624,4625,4628,4630,4631,4632,829,830]",[],200,650,100,0
293,487,0,[],"[4624,4625,4628,4630,4631,4632,829,830]",[],200,650,100,0
294,488,0,[],"[4624,4625,4628,4630,4631,4632,829,830]",[],200,650,100,0
295,489,0,[],"[4624,4625,4628,4630,4631,4632,829,830]",[],200,650,100,0
296,490,0,[],"[4624,4625,4628,4630,4631,4632,829,830]",[],200,650,100,0
297,491,0,[],"[4624,4625,4628,4630,4631,4632,829,830]",[],200,650,100,0
298,492,0,[],"[4624,4625,4628,4630,4631,4632,829,830]",[],200,650,100,0
299,493,0,[],"[4624,4625,4628,4630,4631,4632,829,830]",[],200,650,100,0
300,494,0,[],"[4624,4625,4628,4630,4631,4632,829,830]",[],200,650,100,0
301,495,0,[],"[4633,4634,4635,4636,4637,4638]",[],200,650,100,0
302,496,0,[],"[4633,4634,4635,4636,4637,4638]",[],200,650,100,0
303,497,0,[],"[4633,4634,4635,4636,4637,4638]",[],200,650,100,0
304,498,0,[],"[4633,4634,4635,4636,4637,4638]",[],200,650,100,0
305,499,0,[],"[4633,4634,4635,4636,4637,4638]",[],200,650,100,0
306,500,0,[],"[4633,4634,4635,4636,4637,4638]",[],200,650,100,0
307,501,0,[],"[4633,4634,4635,4636,4637,4638]",[],200,650,100,0
308,502,0,[],"[4633,4634,4635,4636,4637,4638]",[],200,650,100,0
309,503,0,[],"[4633,4634,4635,4636,4637,4638]",[],200,650,100,0
310,504,0,[],"[4633,4634,4635,4636,4637,4638]",[],200,650,100,0
311,505,0,[],"[4633,4634,4635,4636,4637,4638]",[],200,650,100,0
312,506,1,[],"[4616,4617,4618,4619,4620,4621,4623,4624,4625,4634,4635,4636,4637,4638,4640,829,830]",[4622],200,650,75,0
313,507,1,[],"[4616,4617,4618,4619,4620,4621,4623,4624,4625,4634,4635,4636,4637,4638,4640,829,830]",[4622],200,650,75,0
