"rownum","Mod","TiersWhitelist","TransformAchievement"
605,24903,[4],""
606,24904,[2],""
607,24905,[3],""
608,24906,[4],""
609,24907,[2],""
610,24908,[3],""
611,24909,[4],""
612,24910,[2],""
613,24911,[3],""
614,24912,[4],""
615,24913,"[3,4]",8328
616,24914,"[3,4]",8328
617,24915,"[3,4]",8328
618,24916,"[3,4]",8328
619,24917,"[3,4]",8328
620,24918,[2],""
621,24919,[3],""
622,24920,[4],""
623,24921,[2],8328
624,24922,[3],8328
625,24923,[4],""
626,24924,[2],""
627,24925,[3],""
628,24926,[4],""
629,24927,[2],""
630,24928,[3],""
631,24929,[4],""
632,24930,[2],""
633,24931,[3],""
634,24932,[4],""
635,24933,[2],""
636,24934,[3],""
637,24935,[4],""
638,24936,[2],""
639,24937,[3],""
640,24938,[4],""
641,24939,[2],""
642,24940,[3],""
643,24941,[4],""
644,24942,[2],""
645,24943,[3],""
646,24944,[4],""
647,24945,[2],""
648,24946,[3],""
649,24947,[4],""
650,24948,[2],""
651,24949,[3],""
652,24950,[4],""
653,24951,[2],""
654,24952,[3],""
655,24953,[4],""
656,24954,[2],""
657,24955,[3],""
658,24956,[4],""
659,24957,[2],""
660,24958,[3],""
661,24959,[4],""
662,24960,[2],""
663,24961,[3],""
664,24962,[4],""
665,24963,[2],""
666,24964,[3],""
667,24965,[4],""
668,24966,[2],""
669,24967,[3],""
670,24968,[4],""
671,24969,[4],""
672,24970,[2],""
673,24971,[3],""
674,24972,[4],""
675,24973,[2],""
676,24974,[3],""
677,24975,[4],""
678,24976,[2],""
679,24977,[3],""
680,24978,[4],""
681,24979,[2],""
682,24980,[3],""
683,24981,[4],""
684,24982,[2],""
685,24983,[3],""
686,24984,[4],""
687,24985,[2],""
688,24986,[3],""
689,24987,[4],""
690,24988,[2],""
691,24989,[3],""
692,24990,[4],""
693,24991,[2],""
694,24992,[3],""
695,24993,[4],""
696,24994,"[1,2,3,4]",""
697,24995,"[3,4]",8330
698,24996,"[3,4]",8330
699,24997,"[3,4]",8330
700,24998,"[3,4]",8330
701,24999,"[3,4]",8330
702,25000,"[3,4]",8330
703,25001,"[3,4]",8330
704,25002,"[3,4]",8330
705,25003,[1],""
706,25004,[2],""
707,25005,[3],""
708,25006,[4],""
709,25007,[1],""
710,25008,[2],""
711,25009,[3],""
712,25010,[4],""
713,25011,[1],""
714,25012,[2],""
715,25013,[3],""
716,25014,[4],""
717,25015,[2],""
718,25016,[3],""
719,25017,[4],""
720,25018,[2],""
721,25019,[3],""
722,25020,[4],""
723,25021,"[3,4]",""
724,25022,"[3,4]",""
725,25023,"[3,4]",""
726,25024,"[3,4]",""
727,25025,"[3,4]",""
728,25026,[3],""
729,25027,[4],""
730,25028,[3],""
731,25029,[4],""
732,25030,[3],""
733,25031,[4],""
734,25032,[2],""
735,25033,[3],""
736,25034,[4],""
737,25035,[2],""
738,25036,[3],""
739,25037,[4],""
740,25038,[2],""
741,25039,[3],""
742,25040,[4],""
743,25041,[2],""
744,25042,[3],""
745,25043,[4],""
746,25044,[2],""
747,25045,[3],""
748,25046,[4],""
749,25047,[2],""
750,25048,[3],""
751,25049,[4],""
752,25050,"[3,4]",""
753,25051,"[3,4]",""
754,25052,"[3,4]",""
755,25053,"[3,4]",""
756,25054,[2],""
757,25055,[3],""
758,25056,[4],""
759,25057,[2],""
760,25058,[3],""
761,25059,[4],""
762,25060,[3],""
763,25061,[4],""
764,25062,[3],""
765,25063,[4],""
766,25064,[3],""
767,25065,[4],""
768,25066,[3],""
769,25067,[4],""
770,25068,[3],""
771,25069,[4],""
772,25070,[3],""
773,25071,[4],""
774,25072,[2],""
775,25073,[3],""
776,25074,[4],""
777,25075,[2],""
778,25076,[3],""
779,25077,[4],""
780,25078,[2],""
781,25079,[3],""
782,25080,[4],""
783,25081,[2],""
784,25082,[3],""
785,25083,[4],""
786,25084,[2],""
787,25085,[3],""
788,25086,[4],""
789,25087,[2],""
790,25088,[3],""
791,25089,[4],""
792,25090,[2],""
793,25091,[3],""
794,25092,[4],""
795,25093,[2],""
796,25094,[3],""
797,25095,[4],""
798,25096,[2],""
799,25097,[3],""
800,25098,[4],""
801,25099,[2],""
802,25100,[3],""
803,25101,[4],""
804,25102,[3],8331
805,25103,[4],8331
806,25104,[2],""
807,25105,[3],""
808,25106,[4],""
809,25107,[2],""
810,25108,[3],""
811,25109,[4],""
812,25110,[2],""
813,25111,[3],""
814,25112,[4],""
815,25113,[2],""
816,25114,[3],""
817,25115,[4],""
818,25116,[2],""
819,25117,[3],""
820,25118,[4],""
821,25119,[2],""
822,25120,[3],""
823,25121,[4],""
824,25122,"[3,4]",8326
825,25123,"[3,4]",8326
826,25124,"[3,4]",8326
827,25125,"[3,4]",8326
828,25126,"[3,4]",8326
829,25127,"[3,4]",8326
830,25128,"[3,4]",8326
831,25129,"[3,4]",8326
832,25130,"[3,4]",8326
833,25131,"[3,4]",8326
834,25132,"[3,4]",8326
835,25133,"[3,4]",8326
836,25134,"[3,4]",8326
837,25135,"[3,4]",8326
838,25136,"[3,4]",8326
839,25137,"[3,4]",8326
840,25138,"[3,4]",8326
841,25139,"[3,4]",8326
842,25140,"[3,4]",8326
843,25141,"[3,4]",8326
844,25142,"[3,4]",8326
845,25143,"[3,4]",8326
846,25144,"[3,4]",8326
847,25145,"[3,4]",8326
848,25146,"[3,4]",8326
849,25147,"[3,4]",8326
850,25148,"[3,4]",8326
851,25149,"[3,4]",8326
852,25150,"[3,4]",8326
853,25151,"[3,4]",8326
854,25152,[1],""
855,25153,[2],""
856,25154,[3],""
857,25155,[4],""
858,25156,[1],""
859,25157,[2],""
860,25158,[3],""
861,25159,[4],""
862,25160,[1],""
863,25161,[2],""
864,25162,[3],""
865,25163,[4],""
866,25164,[1],""
867,25165,[2],""
868,25166,[3],""
869,25167,[4],""
870,25168,[1],""
871,25169,[2],""
872,25170,[3],""
873,25171,[4],""
874,25172,"[1,2,3,4]",""
875,25173,"[1,2,3,4]",""
876,25174,"[1,2,3,4]",""
877,25175,[1],""
878,25176,[2],""
879,25177,[3],""
880,25178,[4],""
881,25179,[1],""
882,25180,[2],""
883,25181,[3],""
884,25182,[4],""
885,25183,"[1,2,3,4]",8329
886,25184,"[1,2,3,4]",8329
887,25185,"[1,2,3,4]",8329
888,25186,[1],""
889,25187,[2],""
890,25188,[3],""
891,25189,[4],""
892,25190,[1],""
893,25191,[2],""
894,25192,[3],""
895,25193,[4],""
896,25194,[1],""
897,25195,[2],""
898,25196,[3],""
899,25197,[4],""
900,25198,[1],""
901,25199,[2],""
902,25200,[3],""
903,25201,[4],""
904,25202,[1],""
905,25203,[2],""
906,25204,[3],""
907,25205,[4],""
908,25206,[1],""
909,25207,[2],""
910,25208,[3],""
911,25209,[4],""
912,25215,[1],""
913,25216,[1],""
914,25217,[1],""
915,25218,[1],""
916,25219,[1],""
917,25220,[1],""
918,25221,[1],""
919,25222,[1],""
920,25223,[1],""
921,25224,[1],""
922,25225,[1],""
923,25226,[1],""
924,25227,[1],""
925,25228,[1],""
926,25229,[1],""
927,25230,[1],""
928,25231,[1],""
929,25232,[1],""
930,25233,[1],""
931,25234,[1],""
932,25235,[1],""
933,25236,[1],""
934,25237,[1],""
935,25238,[1],""
936,25239,[1],""
937,25240,[1],""
938,25241,[1],""
939,25242,[0],""
940,25243,[1],""
941,25244,[2],""
942,25245,[3],""
943,25246,[0],""
944,25247,[1],""
945,25248,[2],""
946,25249,[3],""
947,25250,[0],""
948,25251,[1],""
949,25252,[2],""
950,25253,[3],""
951,25254,"[2,3]",""
952,25255,"[2,3]",""
953,25256,"[2,3]",""
954,25257,[0],8328
955,25258,[1],8328
956,25259,[2],8328
957,25260,[3],8328
958,25261,[0],8328
959,25262,[1],8328
960,25263,[2],8328
961,25264,[3],8328
962,25265,[0],8328
963,25266,[1],8328
964,25267,[2],8328
965,25268,[3],8328
966,25269,[0],8328
967,25270,[1],8328
968,25271,[2],8328
969,25272,[3],8328
970,25273,[0],8328
971,25274,[1],8328
972,25275,[2],8328
973,25276,[3],8328
974,25277,[0],""
975,25278,[1],""
976,25279,[2],""
977,25280,[3],""
978,25281,[0],""
979,25282,[1],""
980,25283,[2],""
981,25284,[3],""
982,25285,[0],8327
983,25286,[1],8327
984,25287,[2],8327
985,25288,[3],8327
986,25289,[3],""
987,25290,[2],""
988,25291,[3],""
989,25292,[3],8331
990,25293,[3],""
991,25294,[3],""
992,25295,[3],""
993,25296,[0],8327
994,25297,[1],8327
995,25298,[2],8327
996,25299,[3],8327
997,25300,[3],8328
998,25301,[3],8328
999,25302,[2],8328
1000,25303,[3],8328
1001,25304,[2],8328
1002,25305,[3],8328
1003,25306,[2],""
1004,25307,[3],""
1005,25308,[2],""
1006,25309,[3],""
1007,25310,[2],""
1008,25311,[3],""
1009,25312,[2],""
1010,25313,[3],""
1011,25314,[2],""
1012,25315,[3],""
1013,25316,[2],""
1014,25317,[3],""
1015,25318,[2],""
1016,25319,[3],""
1017,25320,[2],""
1018,25321,[3],""
1019,25322,[0],""
1020,25323,[1],""
1021,25324,[1],""
1022,25325,[2],""
1023,25326,[2],""
1024,25327,[3],""
1025,25328,[0],""
1026,25329,[1],""
1027,25330,[1],""
1028,25331,[2],""
1029,25332,[2],""
1030,25333,[3],""
1031,25334,[0],""
1032,25335,[1],""
1033,25336,[1],""
1034,25337,[2],""
1035,25338,[2],""
1036,25339,[3],""
1037,25340,[0],""
1038,25341,[1],""
1039,25342,[1],""
1040,25343,[2],""
1041,25344,[2],""
1042,25345,[3],""
1043,25346,[0],""
1044,25347,[1],""
1045,25348,[1],""
1046,25349,[2],""
1047,25350,[2],""
1048,25351,[3],""
1049,25352,[0],""
1050,25353,[1],""
1051,25354,[1],""
1052,25355,[2],""
1053,25356,[2],""
1054,25357,[3],""
1055,25358,[0],""
1056,25359,[1],""
1057,25360,[1],""
1058,25361,[2],""
1059,25362,[2],""
1060,25363,[3],""
1061,25364,[0],""
1062,25365,[1],""
1063,25366,[1],""
1064,25367,[2],""
1065,25368,[2],""
1066,25369,[3],""
1067,25370,[0],""
1068,25371,[1],""
1069,25372,[1],""
1070,25373,[2],""
1071,25374,[2],""
1072,25375,[3],""
1073,25376,[0],""
1074,25377,[1],""
1075,25378,[1],""
1076,25379,[2],""
1077,25380,[2],""
1078,25381,[3],""
1079,25382,[0],""
1080,25383,[1],""
1081,25384,[1],""
1082,25385,[2],""
1083,25386,[2],""
1084,25387,[3],""
1085,25388,[0],""
1086,25389,[1],""
1087,25390,[1],""
1088,25391,[2],""
1089,25392,[2],""
1090,25393,[3],""
1091,25394,[0],""
1092,25395,[1],""
1093,25396,[1],""
1094,25397,[2],""
1095,25398,[2],""
1096,25399,[3],""
1097,25400,[0],""
1098,25401,[1],""
1099,25402,[1],""
1100,25403,[2],""
1101,25404,[2],""
1102,25405,[3],""
1103,25406,[0],""
1104,25407,[1],""
1105,25408,[2],""
1106,25409,[3],""
1107,25410,[0],""
1108,25411,[1],""
1109,25412,[2],""
1110,25413,[3],""
1111,25414,[2],""
1112,25415,[3],""
1113,25416,[2],""
1114,25417,[3],""
1115,25418,[2],""
1116,25419,[3],""
1117,25420,[2],""
1118,25421,[3],""
1119,25422,[2],""
1120,25423,[3],""
1121,25424,[0],""
1122,25425,[1],""
1123,25426,[2],""
1124,25427,[3],""
1125,25428,[0],""
1126,25429,[1],""
1127,25430,[2],""
1128,25431,[3],""
1129,25432,[2],""
1130,25433,[3],""
1131,25434,[3],""
1132,25435,[3],""
1133,25436,[3],""
1134,25437,[2],""
1135,25438,[3],""
1136,25439,[3],8329
1137,25440,[3],8329
1138,25441,[3],8329
1139,25442,"[2,3]",""
1140,25443,"[2,3]",""
1141,25444,[0],""
1142,25445,[1],""
1143,25446,[2],""
1144,25447,[3],""
1145,25448,[0],""
1146,25449,[1],""
1147,25450,[2],""
1148,25451,[3],""
1149,25452,[2],""
1150,25453,[3],""
1151,25454,[0],""
1152,25455,[1],""
1153,25456,[2],""
1154,25457,[3],""
1155,25458,[3],""
1156,25459,[0],""
1157,25460,[1],""
1158,25461,[2],""
1159,25462,[2],""
1160,25463,[3],""
1161,25464,[3],""
1162,25465,[0],""
1163,25466,[1],""
1164,25467,[1],""
1165,25468,[1],""
1166,25469,[1],""
1167,25470,[2],""
1168,25471,[2],""
1169,25472,[3],""
1170,25473,[3],""
1171,25474,[3],""
1172,25475,[3],""
1173,25476,[2],""
1174,25477,[3],""
1175,25478,[2],""
1176,25479,[3],""
1177,25480,[2],""
1178,25481,[3],""
1179,25482,[2],""
1180,25483,[3],""
1181,25484,[3],""
1182,25485,[3],""
1183,25486,[3],""
1184,25487,[3],""
1185,25488,[3],""
1186,25489,[3],""
1187,25490,[3],""
1188,25491,[3],""
1189,25492,[3],""
1190,25493,[3],""
1191,25494,[3],""
1192,25495,[3],""
1193,25496,[3],""
1194,25497,[3],""
1195,25498,[2],""
1196,25499,[3],""
1197,25500,[2],""
1198,25501,[3],""
1199,25502,[2],""
1200,25503,[3],""
1201,25504,[2],""
1202,25505,[3],""
1203,25506,[2],""
1204,25507,[3],""
1205,25508,[2],""
1206,25509,[3],""
1207,25510,[2],""
1208,25511,[3],""
1209,25512,[2],""
1210,25513,[3],""
1211,25514,"[2,3]",""
1212,25515,"[2,3]",""
1213,25516,"[2,3]",""
1214,25517,"[2,3]",""
1215,25518,[2],""
1216,25519,[3],""
1217,25520,[2],""
1218,25521,[3],""
1219,25522,[2],""
1220,25523,[3],""
1221,25524,[2],""
1222,25525,[3],""
1223,25526,"[2,3]",""
1224,25527,[2],""
1225,25528,[3],""
1226,25529,[2],""
1227,25530,[3],""
1228,25531,[2],""
1229,25532,[3],""
1230,25533,[2],""
1231,25534,[3],""
1232,25535,[2],""
1233,25536,[3],""
1234,25537,[2],""
1235,25538,[3],""
1236,25539,[2],""
1237,25540,[3],""
1238,25541,[2],""
1239,25542,[3],""
1240,25543,"[2,3]",""
1241,25544,"[2,3]",""
1242,25545,"[2,3]",""
1243,25546,"[2,3]",""
1244,25547,[2],""
1245,25548,[3],""
1246,25549,[3],""
1247,25550,[3],""
1248,25551,[3],""
1249,25552,[3],""
1250,25553,[3],""
1251,25554,[2],""
1252,25555,[3],""
1253,25556,[2],""
1254,25557,[3],""
1255,25558,[3],""
1256,25559,[3],""
1257,25560,[3],""
1258,25561,[3],""
1259,25562,"[0,1,2,3]",8332
1260,25563,"[0,1,2,3]",8332
1261,25564,"[0,1,2,3]",8332
1262,25565,"[0,1,2,3]",8332
1263,25566,"[0,1,2,3]",8332
1264,25567,[3],""
1265,25568,"[2,3]",""
1266,25569,[2],""
1267,25570,[3],""
1268,25576,[1],""
1269,25577,[1],""
1270,25578,[1],""
1271,25579,[1],""
1272,25580,[1],""
1273,25581,[1],""
1274,25582,[1],""
1275,25583,[1],""
1276,25584,[1],""
1277,25585,[1],""
1278,25586,[1],""
1279,25587,[1],""
1280,25588,[1],""
1281,25589,[1],""
1282,25210,"[1,2,3,4]",""
1283,25211,"[2,3,4]",""
1284,25212,"[1,2,3,4]",""
1285,25213,"[1,2,3,4]",""
1286,25214,"[3,4]",""
