"rownum","Projectile","Variant","[rid]","i32","rid"
88,"eye_of_winter_shard",0,[1093],3,""
89,"eye_of_winter_shard",1,[1118],3,""
90,"spectral_helix",0,[1082],3,""
91,"spectral_helix",1,[1119],3,""
92,"mortar_barrage_mine",0,[727],3,""
93,"mortar_barrage_mine",1,[742],3,""
94,"mortar_barrage_mine",2,[1122],3,""
95,"cold_projectile_mine",0,[731],3,""
96,"cold_projectile_mine",1,[741],3,""
97,"cold_projectile_mine",2,[1121],3,""
98,"poisonous_concoction",0,[1125],3,""
99,"barrage_bow",0,[59],3,""
100,"barrage_bow",1,[325],3,""
101,"barrage_bow",2,[487],3,""
102,"barrage_bow",3,[544],3,""
103,"barrage_bow",4,[60],3,""
104,"barrage_wand",0,[782],3,""
105,"barrage_wand",1,[325],3,""
106,"barrage_wand",2,[832],3,""
107,"barrage_wand",3,[544],3,""
108,"virulent_arrow_main",0,[497],3,""
109,"virulent_arrow_main",1,[500],3,""
110,"virulent_arrow_main",2,[1138],3,""
111,"virulent_arrow_lesser",0,[499],3,""
112,"virulent_arrow_lesser",1,[502],3,""
113,"virulent_arrow_lesser",2,[1140],3,""
114,"virulent_arrow_neither",0,[498],3,""
115,"virulent_arrow_neither",1,[501],3,""
116,"virulent_arrow_neither",2,[1139],3,""
117,"lightning_arrow",0,[67],3,""
118,"lightning_arrow",1,[66],3,""
119,"lightning_arrow",2,[68],3,""
120,"tornado_shot_bow_primary",0,[107],3,""
121,"tornado_shot_bow_primary",1,[231],3,""
122,"tornado_shot_bow_primary",2,[352],3,""
123,"tornado_shot_bow_primary",3,[1142],3,""
124,"tornado_shot_bow_secondary",0,[113],3,""
125,"tornado_shot_bow_secondary",1,[230],3,""
126,"tornado_shot_bow_secondary",2,[351],3,""
127,"tornado_shot_bow_secondary",3,[1141],3,""
128,"tornado_shot_wand_primary",0,[108],3,""
129,"tornado_shot_wand_primary",1,[108],3,""
130,"tornado_shot_wand_primary",2,[108],3,""
131,"tornado_shot_wand_primary",3,[108],3,""
132,"tornado_shot_wand_secondary",0,[114],3,""
133,"tornado_shot_wand_secondary",1,[114],3,""
134,"tornado_shot_wand_secondary",2,[114],3,""
135,"tornado_shot_wand_secondary",3,[114],3,""
136,"fireball",0,[0],3,""
137,"fireball",1,[2],3,""
138,"fireball",2,[1],3,""
139,"fireball",3,[3],3,""
140,"fireball",4,[4],3,""
141,"fireball",5,[5],3,""
142,"fireball",6,[226],3,""
143,"fireball",7,[280],3,""
144,"fireball",8,[290],3,""
145,"fireball",9,[303],3,""
146,"fireball",10,[337],3,""
147,"fireball",11,[338],3,""
148,"fireball",12,[353],3,""
149,"fireball",13,[441],3,""
150,"fireball",14,[444],3,""
151,"fireball",15,[445],3,""
152,"fireball",16,[449],3,""
153,"fireball",17,[491],3,""
154,"fireball",18,[492],3,""
155,"fireball",19,[728],3,""
156,"fireball",20,[746],3,""
157,"fireball",21,[748],3,""
158,"fireball",22,[6],3,""
159,"fireball",23,[1111],3,""
160,"fireball",24,[1143],3,""
161,"fireball",25,[1146],3,""
162,"fireball",26,[1147],3,""
163,"ice_shot",0,[69],3,""
164,"ice_shot",1,[70],3,""
165,"ice_shot",2,[71],3,""
166,"ice_shot",3,[72],3,""
167,"ice_shot",4,[1144],3,""
