"rownum","RewardOffer","i32","Character","Reward","RewardLevel","rid","i32","string","[rid]","RewardStack","bool","bool","[rid]","i32","i32","[rid]","i32","rid","i32"
91,8,10,6,5066,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
92,8,11,6,5477,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
93,8,12,0,5131,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
94,8,13,0,4996,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
95,8,14,0,5477,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
96,8,15,4,4996,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
97,8,16,4,5131,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
98,8,17,4,4999,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
99,8,18,4,5295,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
100,8,19,4,5477,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
101,8,20,3,4999,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
102,8,21,3,5002,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
103,8,22,3,5131,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
104,8,23,3,5270,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
105,8,24,3,5394,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
106,8,25,5,5002,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
107,8,26,5,5005,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
108,8,27,5,4999,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
109,8,28,5,5270,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
110,8,29,5,5140,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
111,8,30,2,5002,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
112,8,31,2,5005,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
113,8,32,2,4996,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
114,8,33,2,5131,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
115,8,34,2,4999,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
116,8,35,2,5297,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
117,8,36,2,5477,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
118,7,0,1,5092,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
119,7,1,1,5054,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
120,7,2,1,5053,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
121,7,3,1,5241,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
122,7,4,1,5267,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
123,7,5,1,5306,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
124,7,6,6,5241,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
125,7,7,6,5092,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
126,7,8,6,5082,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
127,7,9,6,4969,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
128,7,10,0,4976,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
129,7,11,0,4969,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
130,7,12,0,5082,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
131,7,13,0,4977,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
132,7,14,0,5446,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
133,7,15,4,5227,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
134,7,16,4,4969,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
135,7,17,4,4983,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
136,7,18,4,5371,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
137,7,19,4,5082,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
138,7,20,4,4977,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
139,7,21,4,5446,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
140,7,22,3,4983,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
141,7,23,3,5227,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
142,7,24,3,5143,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
143,7,25,3,5371,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
144,7,26,5,5092,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
145,7,27,5,5371,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
146,7,28,5,5241,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
147,7,29,5,4983,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
148,7,30,5,5143,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
149,7,31,5,5380,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
150,7,32,5,4989,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
151,7,33,5,5318,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
152,7,34,2,5241,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
153,7,35,2,5227,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
154,7,36,2,4969,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
155,7,37,2,5380,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
156,10,0,1,4968,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
157,10,1,1,5454,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
158,10,2,1,5079,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
159,10,3,1,5171,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
160,10,4,1,5269,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
161,10,5,1,5284,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
162,10,6,1,4988,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
163,10,7,1,4992,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
164,10,8,1,5487,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
165,10,9,6,4994,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
166,10,10,6,4968,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
167,10,11,6,5454,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
168,10,12,6,5160,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
169,10,13,6,5133,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
170,10,14,6,5284,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
171,10,15,6,5338,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
172,10,16,6,5303,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
173,10,17,6,5449,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
174,10,18,6,5484,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
175,10,19,6,5487,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
176,10,20,0,5030,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
177,10,21,0,4994,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
178,10,22,0,4972,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
179,10,23,0,5275,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
180,10,24,0,5366,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
181,10,25,0,5450,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
182,10,26,4,4979,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
183,10,27,4,4972,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
184,10,28,4,5061,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
185,10,29,4,5341,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
186,10,30,4,5450,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
187,10,31,3,5331,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
188,10,32,3,5061,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
189,10,33,3,5078,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
190,10,34,3,5137,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
191,10,35,3,5073,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
192,10,36,3,5255,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
193,10,37,3,4980,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
194,10,38,3,5498,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
195,10,39,5,5137,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
196,10,40,5,5479,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
197,10,41,5,5103,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
198,10,42,5,5142,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
199,10,43,5,5107,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
200,10,44,5,5257,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
201,10,45,5,5269,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
202,10,46,5,4988,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
203,10,47,5,5391,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
204,10,48,2,4994,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
205,10,49,2,5061,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
206,10,50,2,4968,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
207,10,51,2,5257,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
208,10,52,2,5284,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
209,10,53,2,5303,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
210,10,54,2,5471,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
211,10,55,2,5481,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
212,14,0,1,5216,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
213,14,1,1,5218,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
214,14,2,1,5217,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
215,14,3,1,5170,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
216,14,4,1,5112,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
217,14,5,1,4985,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
218,14,6,1,5436,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
219,14,7,6,5220,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
220,14,8,6,5218,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
221,14,9,6,5216,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
222,14,10,6,5217,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
223,14,11,6,5344,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
224,14,12,6,5350,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
225,14,13,6,5436,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
226,14,14,0,5216,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
227,14,15,0,5218,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
228,14,16,0,5217,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
229,14,17,0,5447,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
230,14,18,0,5239,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
231,14,19,0,5472,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
232,14,20,4,5216,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
233,14,21,4,5217,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
234,14,22,4,4984,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
235,14,23,4,5218,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
236,14,24,4,5372,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
237,14,25,4,5007,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
238,14,26,4,5447,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
239,14,27,4,5239,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
240,14,28,4,5472,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
241,14,29,4,5478,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
242,14,30,3,5219,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
243,14,31,3,5217,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
244,14,32,3,5218,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
245,14,33,3,5216,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
246,14,34,3,4984,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
247,14,35,3,5112,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
248,14,36,3,5007,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
249,14,37,3,5396,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
250,14,38,5,5219,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
251,14,39,5,5218,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
252,14,40,5,5216,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
253,14,41,5,5217,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
254,14,42,5,5438,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
255,14,43,5,5112,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
256,14,44,5,4985,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
257,14,45,5,5388,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
258,14,46,5,5007,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
259,14,47,5,5436,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
260,14,48,2,5216,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
261,14,49,2,5217,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
262,14,50,2,5218,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
263,14,51,2,4984,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
264,14,52,2,5112,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
265,14,53,2,5472,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
266,16,0,1,5042,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
267,16,1,1,5067,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
268,16,2,1,5062,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
269,16,3,1,5271,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
270,16,4,1,5281,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
271,16,5,1,5383,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
272,16,6,1,5466,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
273,16,7,1,5476,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
274,16,8,6,5042,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
275,16,9,6,5062,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
276,16,10,6,5069,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
277,16,11,6,5039,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
278,16,12,6,5271,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
279,16,13,6,5281,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
280,16,14,6,5369,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
281,16,15,6,5476,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
282,16,16,0,5039,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
283,16,17,0,4997,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
284,16,18,0,5069,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
285,16,19,0,5369,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
286,16,20,0,5368,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
287,16,21,0,5377,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
288,16,22,0,5476,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
289,16,23,4,5039,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
290,16,24,4,4997,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
291,16,25,4,5069,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
292,16,26,4,5166,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
293,16,27,4,5368,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
294,16,28,4,5377,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
295,16,29,4,5476,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
296,16,30,3,5166,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
297,16,31,3,4997,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
298,16,32,3,5069,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
299,16,33,3,5368,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
300,16,34,3,5466,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
301,16,35,5,5042,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
302,16,36,5,4997,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
303,16,37,5,5039,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
304,16,38,5,5249,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
305,16,39,5,5281,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
306,16,40,5,5290,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
307,16,41,5,5385,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
308,16,42,5,5466,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
309,16,43,2,5039,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
310,16,44,2,4997,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
311,16,45,2,5069,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
312,16,46,2,5042,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
313,16,47,2,5062,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
314,16,48,2,5166,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
315,16,49,2,5290,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
316,16,50,2,5476,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
317,15,0,"",4752,15,1,0,"",[],1,"","",[],1161,0,[],0,"",0
318,15,1,"",4767,15,1,0,"",[],1,"","",[],1161,0,[],0,"",0
319,15,2,"",4787,15,1,0,"",[],1,"","",[],1161,0,[],0,"",0
320,15,3,"",4796,15,1,0,"",[],1,"","",[],1161,0,[],0,"",0
321,15,4,"",4314,15,2,0,"",[],1,"","",[],1161,0,[],0,"",0
322,15,5,"",4315,15,2,0,"",[],1,"","",[],1161,0,[],0,"",0
323,15,6,"",4316,15,2,0,"",[],1,"","",[],1161,0,[],0,"",0
324,15,7,"",4313,15,2,0,"",[],1,"","",[],1161,0,[],0,"",0
325,21,0,1,5124,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
326,21,1,1,5126,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
327,21,2,1,5125,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
328,21,3,1,5045,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
329,21,4,1,5052,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
330,21,5,1,5049,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
331,21,6,1,5044,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
332,21,7,1,5083,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
333,21,8,1,5081,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
334,21,9,1,5175,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
335,21,10,1,5354,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
336,21,11,1,5352,1,"",0,"",[],1,"","",[],1161,0,[],0,"",0
